Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Mike Bibby,27.5,SAC,Point,3163,81,50.5%,63,45.8%,76,39.4%,76,84.9%,13,57%,46,27%,23,47%,25,91%
Andris Biedrins,19.6,GSW,Big,960,100,65.2%,100,65.2%,0,0.0%,0,30.6%,25,73%,12,71%,13,91%,0,0%
Chauncey Billups,29.1,DET,Point,2918,83,51.0%,25,40.9%,86,43.4%,97,89.4%,60,36%,27,35%,75,23%,85,49%
Steve Blake,25.7,POR,Point,1750,87,52.7%,73,46.1%,78,42.1%,45,79.1%,23,53%,31,33%,42,37%,31,83%
Andray Blatche,19.2,WAS,Big,123,12,43.3%,8,40.5%,0,37.5%,0,100.0%,96,44%,100,17%,76,56%,97,67%
Mark Blount,29.9,BOS,Big,1077,59,50.9%,59,50.9%,0,0.0%,77,76.4%,31,72%,17,71%,45,73%,0,0%
Mark Blount,29.9,MIN,Big,1140,54,50.6%,56,50.6%,0,0.0%,69,74.2%,20,76%,47,62%,23,84%,0,0%
Keith Bogans,25.5,CHA,Wing,842,34,45.5%,31,42.9%,33,33.7%,45,76.2%,72,54%,94,32%,53,56%,65,91%
Keith Bogans,25.5,HOU,Wing,1042,27,44.3%,45,45.0%,17,28.9%,1,57.3%,63,58%,79,41%,60,54%,56,93%
Andrew Bogut,20.9,MIL,Big,2335,84,53.7%,84,53.8%,0,0.0%,34,63.0%,70,60%,51,61%,78,55%,0,0%
Matt Bonner,25.6,TOR,Forward,1665,95,55.9%,60,47.0%,100,42.7%,81,81.4%,10,82%,88,43%,38,73%,22,100%
Calvin Booth,29.5,WAS,Big,220,20,45.1%,11,42.5%,0,100.0%,0,50.0%,28,72%,91,44%,1,100%,73,100%
Carlos Boozer,23.9,UTA,Big,1023,87,54.8%,88,54.8%,0,0.0%,63,72.1%,37,69%,22,67%,48,72%,0,0%
Chris Bosh,21.6,TOR,Big,2745,56,50.7%,65,51.2%,0,0.0%,91,81.6%,92,49%,92,44%,82,52%,0,0%
Bruce Bowen,34.4,SAS,Wing,2745,85,53.3%,40,44.0%,92,43.0%,4,60.7%,9,85%,13,72%,23,74%,35,99%
Ryan Bowen,29.9,HOU,Forward,618,2,31.5%,2,33.7%,3,14.3%,0,70.0%,3,86%,0,83%,10,87%,22,100%
Earl Boykins,29.4,DEN,Point,1515,50,46.0%,46,43.7%,46,35.1%,92,87.8%,52,40%,17,47%,67,25%,63,70%
Michael Bradley,26.5,PHI,Big,323,13,43.7%,12,42.6%,0,50.0%,0,66.7%,34,70%,75,53%,1,100%,73,100%
Elton Brand,26.6,LAC,Big,3096,77,52.8%,78,52.8%,0,0.0%,80,77.5%,71,59%,72,55%,66,62%,0,0%
Primoz Brezec,26.1,CHA,Big,2160,68,51.8%,71,51.9%,0,0.0%,66,73.2%,41,68%,60,58%,36,76%,0,0%
Devin Brown,26.8,UTA,Wing,1641,17,42.9%,17,40.1%,48,35.2%,34,74.5%,38,70%,33,60%,34,67%,6,100%
Kwame Brown,23.6,LAL,Big,1966,72,52.3%,75,52.5%,0,0.0%,16,54.6%,46,67%,25,67%,55,68%,0,0%
P.J. Brown,36.0,NOP,Big,2365,24,45.9%,25,45.9%,0,0.0%,94,82.7%,18,77%,56,60%,20,86%,0,0%
Rick Brunson,33.4,HOU,Combo,206,4,38.9%,2,30.3%,0,41.7%,0,42.9%,0,93%,2,75%,0,100%,2,100%
Kobe Bryant,27.2,LAL,Combo,3271,67,49.5%,80,48.2%,44,35.5%,91,85.2%,67,44%,44,35%,55,39%,84,71%
Greg Buckner,29.1,DEN,Wing,1721,85,53.6%,95,54.4%,51,35.4%,63,79.6%,8,85%,10,75%,29,69%,35,99%
Pat Burke,31.9,PHX,Big,268,45,49.5%,53,50.5%,0,20.0%,0,61.5%,18,77%,4,78%,35,76%,73,100%
Antonio Burks,25.7,MEM,Point,513,6,35.0%,10,34.6%,0,33.3%,0,50.0%,94,22%,77,16%,56,27%,94,0%
Kevin Burleson,26.6,CHA,Combo,307,2,34.6%,7,37.5%,7,21.7%,0,94.1%,78,36%,64,29%,98,0%,93,60%
Caron Butler,25.6,WAS,Wing,2688,54,48.0%,57,46.9%,73,39.2%,91,86.7%,81,50%,47,54%,72,45%,96,63%
Jackie Butler,20.6,NYK,Big,651,85,53.9%,85,53.9%,0,0.0%,65,73.0%,78,55%,73,54%,75,56%,0,0%
Rasual Butler,26.4,NOP,Wing,1787,48,47.5%,23,41.3%,68,38.1%,19,69.4%,39,70%,53,53%,52,57%,50,94%
Andrew Bynum,18.0,LAL,Big,307,3,38.6%,4,38.6%,0,0.0%,0,33.3%,72,59%,25,67%,90,44%,0,0%
Will Bynum,22.8,GSW,Point,144,37,44.4%,67,45.9%,0,25.0%,0,57.1%,98,16%,94,8%,94,0%,6,100%
Zarko Cabarkapa,24.4,GSW,Big,442,4,39.0%,3,38.1%,33,31.3%,48,67.2%,42,68%,54,60%,49,71%,73,100%
Jose Calderon,24.1,TOR,Point,1445,27,43.3%,62,45.7%,0,17.1%,84,85.6%,79,29%,65,20%,48,34%,60,71%
Marcus Camby,31.6,DEN,Big,1851,28,46.6%,34,47.2%,0,9.1%,60,71.4%,30,72%,57,59%,22,85%,73,100%
Brian Cardinal,28.5,MEM,Big,388,33,47.6%,7,40.5%,100,46.2%,55,70.4%,5,84%,4,79%,32,78%,73,100%
Matt Carroll,25.2,CHA,Wing,1199,49,47.5%,25,41.7%,64,37.8%,82,84.2%,25,75%,72,43%,27,71%,36,98%
Anthony Carter,30.4,MIN,Point,569,17,41.2%,21,40.0%,0,36.4%,26,72.7%,31,50%,21,38%,13,59%,79,50%
Vince Carter,28.8,BKN,Wing,2900,45,47.2%,49,46.0%,37,34.1%,64,79.9%,82,50%,74,43%,71,46%,92,74%
Sam Cassell,36.0,LAC,Point,2651,60,47.6%,65,45.9%,62,37.3%,87,86.3%,63,35%,60,21%,52,29%,48,74%
Kelvin Cato,31.2,ORL,Big,298,9,43.1%,14,43.1%,0,0.0%,70,74.3%,8,81%,8,75%,13,91%,0,0%
Tyson Chandler,23.1,CHI,Big,2107,93,56.8%,93,57.0%,0,0.0%,9,50.8%,85,51%,81,50%,76,56%,0,0%
Calbert Cheaney,34.3,GSW,Forward,413,17,40.8%,25,42.9%,0,0.0%,0,100.0%,67,62%,98,25%,60,66%,0,0%
Josh Childress,22.4,ATL,Wing,2193,100,58.6%,99,55.9%,100,50.8%,48,76.7%,54,64%,37,59%,43,60%,6,100%
Doug Christie,35.5,DAL,Wing,184,3,34.6%,6,36.0%,0,0.0%,0,66.7%,0,100%,0,100%,1,100%,0,0%
Speedy Claxton,27.5,NOP,Combo,1970,18,43.3%,29,43.1%,24,30.4%,49,76.4%,84,32%,58,30%,65,29%,82,71%
Mateen Cleaves,28.2,OKC,Point,200,44,45.3%,37,41.9%,0,40.0%,0,75.0%,31,50%,50,25%,19,50%,6,100%
Jarron Collins,26.9,UTA,Big,1701,27,46.4%,28,46.4%,0,0.0%,59,71.4%,58,63%,61,58%,51,70%,0,0%
Jason Collins,26.9,BKN,Big,1891,5,40.6%,6,40.4%,0,30.0%,10,51.2%,1,91%,8,75%,9,99%,73,100%
Nick Collison,25.0,OKC,Big,1438,76,52.7%,78,52.8%,0,0.0%,54,69.4%,59,62%,79,51%,24,83%,0,0%
Brian Cook,24.9,LAL,Big,1504,89,54.9%,73,52.3%,96,45.6%,95,83.2%,11,80%,23,67%,28,82%,73,100%
Jamal Crawford,25.6,NYK,Combo,2465,51,47.7%,62,45.0%,42,35.4%,72,82.6%,73,40%,82,21%,85,23%,45,88%
Austin Croshere,30.5,IND,Forward,1138,92,55.5%,90,53.1%,74,38.7%,98,88.0%,17,81%,42,61%,20,80%,63,98%
Eddy Curry,22.9,NYK,Big,1860,92,56.3%,92,56.3%,0,0.0%,36,63.2%,39,69%,16,71%,75,56%,0,0%
Samuel Dalembert,25.5,PHI,Big,1757,78,53.0%,80,53.1%,0,0.0%,56,70.5%,28,72%,15,71%,41,74%,0,0%
Erick Dampier,30.3,DAL,Big,1912,42,49.0%,44,49.0%,0,0.0%,23,59.2%,96,46%,90,46%,88,46%,0,0%
Antonio Daniels,30.6,WAS,Point,2248,33,44.0%,71,46.1%,5,22.7%,68,84.4%,73,31%,38,32%,77,21%,54,73%
Marquis Daniels,24.8,DAL,Wing,1729,55,48.3%,75,48.7%,7,25.0%,37,74.9%,97,37%,75,42%,93,30%,91,75%
Antonio Davis,37.0,NYK,Forward,747,20,42.8%,30,43.0%,0,0.0%,51,73.8%,23,76%,17,69%,12,86%,0,0%
Antonio Davis,37.0,TOR,Forward,190,33,45.2%,47,45.2%,0,0.0%,0,35.0%,90,50%,67,50%,78,50%,0,0%
Baron Davis,26.6,GSW,Point,1960,42,45.2%,44,42.9%,30,32.6%,3,67.4%,92,23%,69,19%,92,3%,88,46%
Dale Davis,36.6,DET,Big,149,8,42.1%,9,42.1%,0,0.0%,0,53.3%,88,50%,93,43%,1,100%,0,0%
Ricky Davis,26.1,BOS,Wing,1738,65,49.7%,79,49.5%,30,33.3%,57,78.4%,67,56%,40,57%,66,49%,76,88%
Ricky Davis,26.1,MIN,Wing,1451,40,46.3%,52,46.4%,19,29.7%,74,81.0%,53,65%,28,65%,42,61%,85,82%
Carlos Delfino,23.2,DET,Wing,613,31,45.1%,22,41.0%,63,37.5%,11,66.7%,15,81%,35,59%,6,96%,6,100%
Tony Delk,31.8,DET,Combo,358,80,51.4%,45,44.2%,98,45.5%,0,72.0%,51,50%,47,33%,40,45%,85,70%
Luol Deng,20.5,CHI,Forward,2592,48,47.4%,67,47.9%,10,27.0%,53,74.8%,45,71%,23,65%,42,73%,22,100%
Boris Diaw,23.5,PHX,Big,2842,83,53.5%,84,53.9%,25,28.6%,66,73.3%,86,51%,89,47%,81,53%,73,100%
Dan Dickau,27.1,BOS,Point,229,63,47.7%,2,24.0%,100,52.6%,0,100.0%,44,44%,31,33%,94,0%,71,60%
Travis Diener,23.7,ORL,Combo,224,100,57.6%,4,33.3%,89,42.6%,0,83.3%,2,92%,0,0%,0,100%,36,90%
Ike Diogu,22.1,GSW,Big,967,60,51.0%,61,51.0%,0,0.0%,90,81.2%,44,68%,23,67%,54,69%,0,0%
DeSagana Diop,23.8,DAL,Big,1490,44,49.3%,42,48.7%,0,100.0%,16,54.2%,47,67%,58,59%,1,100%,73,100%
Juan Dixon,27.1,POR,Wing,1912,47,47.3%,42,44.7%,69,38.2%,69,80.2%,77,52%,75,41%,67,48%,88,78%
Michael Doleac,28.4,MIA,Big,302,31,47.1%,33,47.1%,0,0.0%,88,80.8%,21,75%,82,50%,29,81%,0,0%
Keyon Dooling,25.5,ORL,Combo,1126,35,45.7%,67,45.9%,20,29.3%,79,83.5%,80,35%,80,24%,58,36%,33,92%
Chris Duhon,23.2,CHI,Point,2116,77,50.4%,48,43.9%,65,37.6%,63,82.0%,27,53%,79,16%,29,43%,27,85%
Tim Duncan,29.5,SAS,Big,2775,37,48.5%,41,48.5%,0,40.0%,35,63.1%,88,50%,73,54%,87,46%,99,50%
Mike Dunleavy,25.1,GSW,Forward,2551,32,45.1%,53,46.1%,18,28.6%,62,77.6%,30,73%,30,64%,43,72%,87,92%
Ronald Dupree,24.8,MIN,Forward,229,57,49.0%,78,50.0%,0,0.0%,0,29.0%,53,67%,40,61%,15,83%,0,0%
John Edwards,24.3,ATL,Big,280,42,49.2%,46,49.2%,0,0.0%,0,72.7%,11,80%,54,60%,1,100%,0,0%
Howard Eisley,32.9,DEN,Point,270,21,41.6%,17,38.3%,22,30.6%,0,81.8%,75,31%,98,0%,73,23%,75,55%
Howard Eisley,32.9,LAC,Point,109,0,26.5%,0,23.1%,0,25.0%,0,0.0%,100,0%,0,0%,94,0%,94,0%
Monta Ellis,20.0,GSW,Combo,829,36,45.8%,47,44.3%,36,33.8%,14,69.6%,45,52%,18,47%,64,31%,2,100%
Francisco Elson,29.7,DEN,Big,1547,80,53.2%,85,54.0%,0,0.0%,38,64.8%,8,80%,11,72%,16,89%,0,0%
Melvin Ely,27.5,CHA,Big,1319,62,51.1%,62,51.1%,0,0.0%,46,67.0%,93,48%,65,56%,91,43%,0,0%
Maurice Evans,27.0,DET,Wing,1037,63,49.5%,72,48.3%,43,34.6%,65,80.0%,23,76%,35,60%,13,81%,6,100%
Reggie Evans,25.5,DEN,Big,595,20,45.2%,21,45.2%,0,0.0%,12,51.6%,97,43%,94,42%,89,45%,0,0%
Reggie Evans,25.5,OKC,Big,782,66,51.5%,68,51.5%,0,0.0%,17,55.0%,88,50%,88,48%,73,57%,0,0%
Daniel Ewing,22.6,LAC,Combo,902,24,44.5%,53,44.7%,18,29.2%,88,84.8%,25,63%,15,52%,22,59%,42,89%
Raymond Felton,21.3,CHA,Combo,2362,27,45.2%,18,40.7%,58,37.2%,26,72.5%,75,37%,100,15%,60,34%,69,75%
Michael Finley,32.7,SAS,Forward,1975,62,49.3%,22,42.1%,90,39.9%,94,85.1%,18,79%,13,70%,57,66%,68,97%
Derek Fisher,31.2,GSW,Combo,2548,56,48.1%,22,41.8%,82,40.6%,77,83.3%,44,52%,73,25%,49,42%,55,84%
Gerald Fitch,23.2,MIA,Point,212,4,33.3%,8,30.8%,8,26.1%,0,73.3%,31,50%,8,60%,83,18%,6,100%
T.J. Ford,22.6,MIL,Point,2538,35,44.0%,42,42.8%,43,35.1%,34,75.3%,81,28%,54,24%,81,19%,35,82%
Danny Fortson,29.6,OKC,Big,273,77,52.9%,79,52.9%,0,0.0%,79,76.7%,96,44%,95,42%,57,67%,0,0%
Jeff Foster,28.8,IND,Big,1573,91,55.9%,92,56.1%,0,0.0%,29,60.4%,47,67%,24,67%,71,60%,0,0%
Adonal Foyle,30.7,GSW,Big,1818,54,50.7%,56,50.7%,0,0.0%,30,61.2%,38,69%,32,66%,39,75%,0,0%
Richie Frahm,28.2,HOU,Wing,109,95,56.3%,82,50.0%,79,40.0%,0,75.0%,5,86%,22,67%,34,67%,6,100%
Richie Frahm,28.2,MIN,Combo,217,65,49.2%,96,52.9%,29,31.9%,0,60.0%,2,92%,9,60%,0,100%,2,100%
Steve Francis,28.7,NYK,Combo,639,38,46.5%,36,43.6%,0,58.3%,44,75.7%,91,30%,71,26%,69,27%,78,71%
Steve Francis,28.7,ORL,Combo,1731,31,45.5%,69,46.0%,13,27.7%,56,79.5%,98,27%,56,30%,91,20%,95,50%
Channing Frye,22.5,NYK,Big,1522,34,48.0%,37,48.1%,0,16.7%,92,82.4%,63,62%,80,51%,56,68%,73,100%
Dan Gadzuric,27.7,MIL,Big,844,91,55.4%,91,55.4%,0,0.0%,2,45.1%,6,82%,1,82%,31,79%,0,0%
Francisco Garcia,23.8,SAC,Wing,1217,41,46.3%,68,48.0%,18,29.5%,33,74.4%,43,68%,32,62%,48,57%,77,87%
Kevin Garnett,29.5,MIN,Big,2949,78,53.1%,80,53.3%,17,27.3%,89,81.1%,67,60%,59,59%,70,61%,97,67%
Pat Garrity,29.2,ORL,Forward,920,78,52.5%,42,45.0%,85,39.4%,72,80.0%,2,87%,90,43%,23,79%,22,100%
Pau Gasol,25.3,MEM,Big,3125,53,50.5%,54,50.6%,0,25.0%,53,68.7%,90,50%,82,50%,85,48%,73,100%
Devean George,28.2,LAL,Wing,1509,37,46.2%,51,46.3%,23,30.8%,16,67.4%,36,71%,64,49%,33,68%,44,96%
Manu Ginobili,28.3,SAS,Wing,1804,83,53.0%,82,50.0%,77,39.8%,53,77.7%,84,49%,88,34%,77,41%,82,83%
Gordan Giricek,28.4,UTA,Wing,952,35,45.6%,47,45.6%,22,30.5%,40,75.4%,22,76%,22,67%,15,79%,71,89%
Ryan Gomes,23.2,BOS,Forward,1341,65,49.7%,75,49.9%,0,28.6%,57,76.3%,40,72%,35,63%,8,88%,22,100%
Drew Gooden,24.1,CLE,Big,2156,65,51.3%,65,51.2%,0,33.3%,52,68.1%,75,58%,69,55%,65,63%,73,100%
Ben Gordon,22.6,CHI,Wing,2465,65,49.6%,25,41.5%,94,44.2%,60,78.5%,85,48%,97,27%,76,42%,94,69%
Joey Graham,23.4,TOR,Wing,1531,73,50.9%,85,50.6%,42,34.5%,73,81.0%,41,69%,27,65%,39,62%,40,97%
Stephen Graham,23.4,CLE,Wing,110,7,38.7%,15,40.0%,0,0.0%,0,100.0%,45,67%,0,100%,54,56%,0,0%
Danny Granger,22.5,IND,Forward,1697,68,50.2%,77,49.9%,46,34.6%,70,79.4%,32,73%,57,55%,18,82%,22,100%
Brian Grant,33.7,PHX,Big,234,8,42.4%,11,42.4%,0,0.0%,0,85.7%,3,88%,25,67%,11,95%,0,0%
Devin Green,23.0,LAL,Wing,113,0,19.0%,0,20.0%,0,0.0%,0,54.5%,27,75%,7,75%,0,0%,0,0%
Gerald Green,19.8,BOS,Wing,340,64,49.6%,90,51.4%,20,30.0%,71,80.6%,73,54%,3,83%,82,38%,95,67%
Willie Green,24.3,PHI,Combo,138,85,52.5%,15,40.0%,100,52.6%,0,66.7%,36,58%,33,40%,69,27%,2,100%
Orien Greene,23.7,BOS,Combo,1167,9,41.4%,24,42.0%,9,24.2%,2,63.3%,47,51%,36,40%,24,56%,45,88%
Adrian Griffin,31.3,DAL,Wing,1199,60,49.0%,77,49.2%,0,0.0%,51,77.4%,65,57%,66,46%,37,64%,0,0%
Eddie Griffin,23.4,MIN,Big,1333,2,37.6%,5,39.9%,0,19.8%,25,59.7%,62,62%,92,44%,40,74%,73,100%
Anthony Grundy,26.5,ATL,Combo,104,98,56.6%,100,60.9%,0,33.3%,0,64.3%,58,47%,47,33%,31,50%,60,80%
Richard Hamilton,27.7,DET,Wing,2820,75,51.3%,78,49.4%,98,47.0%,84,84.5%,24,76%,15,70%,21,76%,6,100%
Matt Harpring,29.4,UTA,Wing,1928,55,48.5%,71,48.2%,66,37.8%,27,72.5%,16,81%,17,68%,7,93%,6,100%
Al Harrington,25.7,ATL,Forward,2773,50,47.9%,62,47.1%,44,34.6%,26,69.4%,83,55%,83,45%,75,54%,60,98%
Othella Harrington,31.8,CHI,Big,806,46,49.8%,47,49.8%,0,0.0%,32,62.4%,56,63%,45,63%,63,64%,0,0%
Devin Harris,22.7,DAL,Point,1216,65,47.9%,83,48.5%,0,16.7%,21,71.7%,56,38%,29,34%,25,47%,79,50%
David Harrison,23.2,IND,Big,978,71,51.9%,70,51.9%,0,0.0%,5,49.7%,36,69%,9,73%,68,61%,0,0%
Jason Hart,27.5,SAC,Combo,716,7,39.1%,16,40.5%,2,19.0%,5,64.0%,27,59%,11,56%,18,59%,69,75%
Udonis Haslem,25.4,MIA,Big,2477,64,51.2%,66,51.3%,0,0.0%,84,78.8%,9,80%,20,69%,16,89%,0,0%
Trenton Hassell,26.7,MIN,Combo,2499,47,47.5%,71,47.0%,93,43.8%,40,74.9%,38,55%,22,46%,20,59%,78,71%
Chuck Hayes,22.4,HOU,Big,486,96,59.6%,96,59.6%,0,0.0%,34,62.9%,74,59%,52,61%,94,40%,0,0%
Jarvis Hayes,24.2,WAS,Forward,497,42,46.6%,38,44.7%,51,34.9%,96,85.2%,33,73%,2,76%,62,62%,22,100%
Brendan Haywood,25.9,WAS,Big,1873,66,51.4%,66,51.4%,0,0.0%,20,58.5%,87,50%,80,51%,83,50%,0,0%
Luther Head,22.9,HOU,Combo,2248,71,49.8%,60,45.0%,51,36.5%,16,70.1%,33,58%,42,35%,45,43%,56,82%
Alan Henderson,32.9,CLE,Big,449,74,52.6%,76,52.6%,0,0.0%,63,72.2%,44,68%,35,66%,1,100%,0,0%
Grant Hill,33.1,ORL,Wing,612,67,49.8%,81,49.8%,0,33.3%,46,76.5%,99,34%,89,34%,91,33%,98,50%
Kirk Hinrich,24.8,CHI,Combo,2943,53,47.9%,40,44.1%,62,37.5%,65,81.8%,65,44%,84,21%,56,36%,58,80%
Robert Horry,35.2,SAS,Big,1171,30,47.0%,4,39.7%,75,36.4%,42,65.2%,27,72%,74,53%,70,61%,95,90%
Eddie House,27.5,PHX,Combo,1337,78,51.1%,58,44.9%,73,40.0%,70,82.4%,9,73%,64,29%,15,68%,40,90%
Dwight Howard,19.9,ORL,Big,3015,81,53.3%,81,53.4%,0,0.0%,24,59.5%,84,53%,61,58%,95,36%,0,0%
Josh Howard,25.5,DAL,Wing,1901,59,48.9%,62,47.4%,93,43.5%,29,73.1%,90,46%,90,34%,69,47%,59,93%
Juwan Howard,32.7,HOU,Big,2533,25,46.0%,25,46.0%,0,0.0%,88,80.6%,34,70%,50,61%,42,73%,0,0%
Troy Hudson,29.6,MIN,Combo,785,25,44.6%,9,38.0%,80,40.2%,100,92.2%,93,30%,75,25%,89,22%,96,46%
Larry Hughes,26.8,CLE,Wing,1255,23,43.9%,24,41.3%,70,38.4%,38,74.9%,93,43%,93,33%,85,36%,56,93%
Kris Humphries,20.7,UTA,Forward,522,8,37.0%,10,37.7%,0,0.0%,4,54.5%,68,61%,28,65%,72,57%,0,0%
Lindsey Hunter,34.9,DET,Point,334,31,43.5%,60,45.3%,11,27.5%,0,50.0%,15,57%,13,50%,19,50%,54,73%
Steven Hunter,24.0,PHI,Big,1283,98,60.1%,98,60.1%,0,0.0%,11,51.5%,40,68%,11,72%,92,41%,0,0%
Andre Iguodala,21.8,PHI,Forward,3063,88,54.8%,93,54.5%,59,37.0%,55,75.4%,52,67%,22,66%,88,48%,82,94%
Zydrunas Ilgauskas,30.4,CLE,Big,2273,58,50.9%,60,51.0%,0,0.0%,96,83.3%,72,59%,78,51%,50,71%,0,0%
Allen Iverson,30.4,PHI,Point,3091,56,46.9%,77,46.6%,32,32.7%,58,81.4%,87,24%,63,20%,79,20%,67,68%
Royal Ivey,23.9,ATL,Point,939,46,45.4%,50,44.2%,0,57.1%,0,70.6%,0,76%,6,62%,0,84%,6,100%
Jarrett Jack,22.0,POR,Combo,1522,55,48.1%,87,49.2%,16,28.6%,58,79.6%,82,34%,67,28%,84,24%,2,100%
Bobby Jackson,32.6,MEM,Combo,1753,45,47.3%,11,38.0%,71,39.4%,28,72.9%,55,50%,98,16%,75,27%,49,85%
