Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Daniel Theis,29.6,BOS,Big,176,43,14.2%,57,126.0,59,9.5%,59,0.67,14,21.6%
Klay Thompson,31.7,GSW,Wing,784,69,20.2%,38,111.0,46,9.6%,23,0.47,85,7.7%
Matisse Thybulle,24.7,PHI,Wing,128,0,8.2%,27,109.1,23,5.5%,65,0.67,65,9.3%
Xavier Tillman,22.8,MEM,Big,117,8,9.1%,100,154.5,35,6.0%,57,0.65,0,30.8%
Karl-Anthony Towns,26.0,MIN,Big,245,92,24.7%,51,122.4,65,11.0%,35,0.45,11,22.1%
Gary Trent Jr.,22.8,TOR,Combo,199,43,20.4%,33,101.1,0,6.5%,0,0.32,100,3.4%
PJ Tucker,36.5,MIA,Big,509,16,11.1%,46,121.4,57,9.3%,76,0.84,78,10.4%
Jonas Valanciunas,29.5,NOP,Big,234,86,22.4%,19,108.3,78,14.0%,54,0.63,51,13.1%
Fred VanVleet,27.7,TOR,Point,139,38,23.6%,23,98.2,46,29.4%,69,1.24,100,5.8%
Jarred Vanderbilt,22.6,MIN,Big,155,14,10.4%,14,102.9,27,5.3%,43,0.51,46,13.5%
Gabe Vincent,25.4,MIA,Combo,394,38,18.3%,43,104.0,52,18.5%,76,1.01,14,14.9%
Nikola Vucevic,31.0,CHI,Big,180,89,22.6%,16,104.3,89,16.3%,68,0.72,95,8.6%
Derrick White,27.3,BOS,Combo,572,33,18.1%,19,100.5,38,16.3%,62,0.90,43,12.3%
Andrew Wiggins,26.7,GSW,Forward,766,56,19.0%,28,108.7,36,7.3%,20,0.39,72,9.0%
Grant Williams,22.9,BOS,Forward,636,16,11.9%,56,120.1,4,3.8%,12,0.32,44,11.9%
Patrick Williams,20.2,CHI,Big,144,54,15.1%,38,114.6,16,3.7%,8,0.24,41,14.3%
Robert Williams,24.0,BOS,Big,393,11,10.1%,95,145.6,38,6.8%,62,0.67,76,11.1%
Ziaire Williams,20.1,MEM,Wing,155,31,12.5%,92,126.4,4,4.5%,8,0.36,100,4.3%
Delon Wright,29.5,ATL,Combo,176,19,14.0%,71,124.4,33,15.8%,81,1.13,33,13.0%
Trae Young,23.1,ATL,Point,260,85,34.3%,31,99.3,62,32.1%,31,0.93,0,18.2%
