Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Corey Brewer,30.7,HOU,Wing,886,64,0.6%,84,1.8%,7,4.5%,66,2.3%,50,10.6%,0,0.0%,0,0.0%
Corey Brewer,30.7,LAL,Wing,353,89,1.2%,97,2.5%,34,3.5%,79,3.0%,81,12.5%,0,0.0%,0,0.0%
Malcolm Brogdon,23.9,MIL,Combo,1901,45,0.3%,81,2.0%,60,3.1%,84,2.7%,48,9.3%,0,0.0%,39,2.8%
Aaron Brooks,31.8,IND,Point,812,65,0.5%,12,1.1%,8,4.9%,67,2.3%,2,5.7%,0,0.0%,50,2.4%
Anthony Brown,24.1,NOP,Wing,135,39,0.4%,75,1.7%,25,3.7%,71,2.7%,65,11.5%,0,0.0%,100,36.4%
Jaylen Brown,20.0,BOS,Wing,1293,66,0.7%,46,1.2%,9,4.3%,87,3.6%,78,12.2%,74,1.4%,93,21.5%
Nicolas Brussino,23.7,DAL,Wing,408,43,0.4%,61,1.5%,11,4.1%,97,5.0%,93,14.0%,0,0.0%,82,14.8%
Reggie Bullock,25.6,DET,Wing,413,40,0.4%,74,1.7%,86,2.1%,77,2.9%,77,12.2%,92,4.0%,0,0.0%
Trey Burke,24.0,WAS,Combo,640,55,0.4%,8,0.8%,50,3.3%,24,1.2%,0,5.9%,0,0.0%,0,0.0%
Alec Burks,25.3,UTA,Combo,620,60,0.4%,35,1.3%,65,3.1%,87,2.9%,97,16.1%,0,0.0%,60,4.5%
Jimmy Butler,27.1,CHI,Wing,2803,56,0.6%,94,2.2%,99,1.5%,94,4.5%,76,12.2%,80,1.7%,33,5.2%
Jose Calderon,35.1,ATL,Combo,224,0,0.0%,5,0.8%,90,2.5%,82,2.7%,68,9.9%,0,0.0%,0,0.0%
Jose Calderon,35.1,LAL,Point,272,27,0.2%,4,0.9%,35,3.4%,83,2.7%,88,12.7%,0,0.0%,0,0.0%
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,19,0.3%,70,1.6%,91,2.0%,55,2.0%,18,8.0%,68,1.2%,40,5.8%
Isaiah Canaan,25.5,CHI,Combo,513,15,0.1%,63,1.7%,81,2.6%,6,0.8%,3,6.7%,0,0.0%,87,8.3%
Clint Capela,22.5,HOU,Big,1533,84,2.6%,32,1.0%,43,4.5%,86,11.9%,80,21.6%,32,1.0%,68,35.7%
DeMarre Carroll,30.3,TOR,Forward,1874,51,0.8%,76,1.9%,56,3.2%,53,3.6%,27,10.9%,0,0.0%,59,20.5%
Vince Carter,39.8,MEM,Wing,1791,87,1.1%,68,1.5%,21,3.9%,56,2.0%,53,10.7%,66,1.2%,86,15.4%
Michael Carter-Williams,25.1,CHI,Point,804,100,1.5%,67,1.9%,6,5.1%,79,2.7%,98,15.7%,94,2.0%,87,8.3%
Omri Casspi,28.4,MIN,Big,216,7,0.5%,98,2.6%,41,4.6%,4,2.9%,1,7.1%,0,0.0%,58,33.3%
Omri Casspi,28.4,SAC,Forward,393,2,0.1%,27,1.0%,83,2.5%,83,5.4%,92,17.4%,0,0.0%,83,27.3%
Willie Cauley-Stein,23.2,SAC,Big,1384,49,1.7%,83,1.7%,49,4.4%,34,6.4%,46,16.6%,0,0.0%,75,38.5%
Tyson Chandler,34.1,PHX,Big,1295,23,1.0%,46,1.1%,78,3.3%,87,12.1%,99,30.1%,37,1.6%,70,36.5%
Wilson Chandler,29.5,DEN,Forward,2186,49,0.7%,25,1.0%,66,3.0%,75,4.8%,80,15.9%,75,2.9%,61,21.1%
Marquese Chriss,19.3,PHX,Big,1698,65,2.1%,82,1.6%,14,5.8%,26,5.5%,15,13.0%,41,1.9%,71,36.6%
Rakeem Christmas,24.9,IND,Big,177,29,1.2%,3,0.5%,6,6.8%,90,12.4%,14,12.9%,84,6.7%,18,18.2%
Semaj Christon,24.0,OKC,Combo,873,32,0.2%,29,1.2%,47,3.4%,47,1.7%,15,7.6%,0,0.0%,32,1.8%
Ian Clark,25.7,GSW,Combo,925,58,0.4%,40,1.3%,63,3.1%,73,2.3%,23,8.0%,0,0.0%,48,3.9%
Jordan Clarkson,24.4,LAL,Combo,2352,23,0.2%,53,1.6%,87,2.5%,56,2.0%,35,8.6%,82,0.7%,73,6.0%
Norris Cole,28.1,OKC,Combo,101,0,0.0%,100,3.1%,2,6.1%,0,0.0%,71,10.1%,0,0.0%,0,0.0%
Darren Collison,29.2,SAC,Combo,2055,27,0.2%,52,1.5%,84,2.6%,26,1.2%,8,7.2%,0,0.0%,0,0.0%
Mike Conley,29.1,MEM,Point,2287,67,0.5%,63,1.8%,88,2.3%,33,1.4%,60,10.2%,0,0.0%,46,2.3%
Pat Connaughton,23.8,POR,Wing,227,17,0.2%,16,1.0%,50,3.1%,82,3.3%,95,15.5%,0,0.0%,62,9.1%
DeMarcus Cousins,26.2,NOP,Big,573,63,2.0%,87,1.9%,35,4.8%,31,6.2%,97,29.1%,95,11.5%,97,56.0%
DeMarcus Cousins,26.2,SAC,Big,1885,67,2.1%,87,1.8%,62,3.8%,33,6.4%,94,25.3%,86,6.9%,90,48.1%
Robert Covington,25.9,PHI,Forward,2110,92,1.7%,97,2.5%,39,3.6%,68,4.1%,81,15.9%,88,4.0%,29,13.2%
Allen Crabbe,24.6,POR,Wing,2224,46,0.4%,26,1.1%,43,3.2%,11,0.8%,32,9.1%,61,0.8%,65,9.5%
Jamal Crawford,36.6,LAC,Wing,2006,36,0.4%,48,1.3%,82,2.3%,11,0.9%,1,5.3%,59,0.7%,26,3.4%
Jordan Crawford,28.0,NOP,Wing,419,18,0.2%,29,1.1%,56,2.9%,17,1.0%,4,6.5%,0,0.0%,0,0.0%
Jae Crowder,26.3,BOS,Forward,2328,22,0.5%,56,1.4%,75,2.9%,25,2.2%,64,13.8%,0,0.0%,92,35.4%
Dante Cunningham,29.5,NOP,Forward,1623,69,0.9%,37,1.1%,81,2.6%,58,3.6%,46,12.5%,0,0.0%,71,24.1%
Seth Curry,26.2,DAL,Combo,2015,19,0.2%,74,1.9%,76,2.9%,34,1.3%,34,8.6%,0,0.0%,53,4.3%
Stephen Curry,28.6,GSW,Point,2627,52,0.3%,83,2.3%,62,2.7%,75,2.5%,65,10.7%,0,0.0%,44,2.0%
Troy Daniels,25.3,MEM,Wing,1133,7,0.1%,7,0.7%,36,3.4%,47,1.8%,6,7.0%,0,0.0%,15,1.3%
Anthony Davis,23.6,NOP,Big,2700,90,3.1%,79,1.6%,98,2.2%,37,6.7%,87,23.3%,36,1.4%,86,46.0%
Deyonta Davis,19.9,MEM,Big,212,92,3.3%,10,0.6%,4,7.1%,64,8.5%,41,16.4%,0,0.0%,2,10.0%
Ed Davis,27.4,POR,Big,787,35,1.4%,23,0.8%,5,6.9%,87,12.2%,65,18.2%,0,0.0%,42,26.8%
DeMar DeRozan,27.2,TOR,Wing,2615,20,0.3%,47,1.3%,90,2.0%,76,2.9%,75,12.1%,58,0.7%,69,10.5%
Dewayne Dedmon,27.2,SAS,Big,1252,83,2.6%,63,1.3%,17,5.7%,74,9.9%,93,25.2%,92,8.6%,96,54.1%
Sam Dekker,22.5,HOU,Forward,1335,53,0.8%,39,1.1%,85,2.5%,100,6.7%,53,12.9%,80,3.3%,32,13.6%
Malcolm Delaney,27.6,ATL,Combo,1187,11,0.0%,42,1.4%,35,3.7%,11,0.9%,53,9.3%,0,0.0%,0,0.0%
Matthew Dellavedova,26.1,MIL,Point,1971,8,0.0%,23,1.2%,40,3.4%,19,1.3%,15,6.8%,0,0.0%,31,1.0%
Luol Deng,31.5,LAL,Forward,1478,44,0.7%,61,1.4%,100,1.6%,66,4.1%,71,14.6%,75,2.9%,88,31.2%
Cheick Diallo,20.1,NOP,Big,163,44,1.6%,20,0.8%,63,3.8%,77,10.5%,92,25.2%,91,8.3%,98,60.0%
Boris Diaw,34.5,UTA,Big,1274,4,0.4%,13,0.7%,90,2.8%,9,3.7%,2,9.0%,77,5.6%,4,10.7%
Gorgui Dieng,26.8,MIN,Big,2640,59,1.9%,72,1.5%,57,4.0%,47,7.5%,54,17.3%,60,3.7%,72,37.2%
Spencer Dinwiddie,23.6,BKN,Point,1261,98,1.0%,31,1.4%,23,3.6%,58,2.0%,58,10.0%,0,0.0%,92,11.5%
Toney Douglas,30.6,MEM,Combo,370,68,0.6%,69,1.8%,8,5.4%,95,3.5%,92,14.8%,0,0.0%,0,0.0%
Goran Dragic,30.5,MIA,Point,2447,42,0.3%,48,1.6%,42,3.3%,77,2.6%,31,8.8%,0,0.0%,85,7.9%
Andre Drummond,23.2,DET,Big,2406,62,2.0%,96,2.3%,64,3.8%,96,14.1%,100,33.1%,41,1.8%,99,63.7%
Jared Dudley,31.3,PHX,Forward,1352,32,0.6%,51,1.3%,15,4.6%,15,2.0%,59,13.4%,85,3.6%,27,12.9%
Mike Dunleavy,36.1,ATL,Wing,438,61,0.6%,13,0.9%,44,3.2%,44,1.8%,68,11.6%,0,0.0%,60,8.3%
Mike Dunleavy,36.1,CLE,Wing,314,32,0.3%,3,0.6%,22,3.9%,29,1.4%,49,10.5%,0,0.0%,0,0.0%
Kris Dunn,22.6,MIN,Combo,1257,98,1.5%,95,2.7%,3,5.8%,53,1.9%,85,12.0%,0,0.0%,37,2.7%
Kevin Durant,28.1,GSW,Forward,2051,97,2.4%,59,1.4%,90,2.2%,20,2.1%,100,20.2%,47,1.1%,95,37.0%
Wayne Ellington,28.9,MIA,Wing,1463,9,0.2%,32,1.1%,93,2.0%,18,1.1%,18,8.1%,67,1.2%,20,2.2%
Monta Ellis,31.0,IND,Combo,1978,76,0.7%,65,1.7%,55,3.2%,16,1.1%,60,9.5%,0,0.0%,58,4.5%
Joel Embiid,22.6,PHI,Big,781,100,5.1%,74,1.5%,41,4.6%,57,8.0%,74,20.5%,88,7.7%,94,51.4%
James Ennis,26.3,MEM,Forward,1466,46,0.7%,53,1.3%,10,4.7%,76,4.8%,41,12.1%,0,0.0%,69,23.7%
Tyler Ennis,22.2,HOU,Point,129,0,0.0%,35,1.4%,2,6.6%,90,3.4%,4,6.2%,0,0.0%,0,0.0%
Tyler Ennis,22.2,LAL,Point,378,46,0.3%,81,2.2%,52,3.1%,10,1.1%,8,6.5%,0,0.0%,0,0.0%
Tyreke Evans,27.1,NOP,Combo,453,48,0.3%,87,2.2%,52,3.3%,18,1.1%,98,16.8%,94,3.0%,82,7.7%
Tyreke Evans,27.1,SAC,Combo,313,82,0.9%,68,1.8%,89,2.5%,58,2.0%,90,14.5%,0,0.0%,79,7.1%
Dante Exum,21.3,UTA,Combo,1163,65,0.5%,10,0.8%,5,5.5%,89,3.0%,31,8.4%,0,0.0%,71,6.0%
Kenneth Faried,27.0,DEN,Big,1275,48,1.7%,69,1.4%,69,3.6%,96,14.0%,75,20.6%,49,2.4%,92,50.0%
Derrick Favors,25.3,UTA,Big,1180,59,1.9%,85,1.8%,62,3.8%,68,8.9%,56,17.5%,0,0.0%,77,38.6%
Kay Felder,21.6,CLE,Point,281,83,0.7%,90,2.6%,13,4.0%,15,1.2%,50,9.6%,0,0.0%,73,5.3%
Cristiano Felicio,24.3,CHI,Big,930,17,0.8%,43,1.1%,37,4.7%,83,11.6%,58,17.5%,66,3.9%,49,28.9%
Raymond Felton,32.4,LAC,Combo,1537,71,0.7%,71,1.8%,45,3.4%,48,1.8%,77,10.5%,95,3.2%,85,7.8%
Yogi Ferrell,23.5,BKN,Point,126,87,0.8%,2,0.7%,54,3.1%,88,3.1%,10,6.7%,0,0.0%,0,0.0%
Yogi Ferrell,23.5,DAL,Point,1021,56,0.4%,69,1.9%,38,3.4%,37,1.6%,37,9.0%,0,0.0%,0,0.0%
Dorian Finney-Smith,23.5,DAL,Forward,1538,63,0.8%,66,1.5%,34,3.7%,47,3.5%,34,11.3%,0,0.0%,24,12.3%
Bryn Forbes,23.3,SAS,Combo,237,0,0.0%,0,0.2%,61,3.1%,2,0.4%,6,7.1%,0,0.0%,95,15.4%
Evan Fournier,24.0,ORL,Wing,2228,4,0.1%,49,1.3%,39,3.3%,54,2.0%,10,7.2%,0,0.0%,53,6.9%
Randy Foye,33.1,BKN,Combo,1210,44,0.3%,27,1.2%,53,3.2%,6,0.8%,79,11.0%,89,1.5%,69,5.3%
Tim Frazier,26.0,NOP,Point,1477,21,0.2%,44,1.5%,17,3.9%,65,2.2%,33,8.9%,0,0.0%,83,7.8%
Channing Frye,33.5,CLE,Big,1346,38,1.4%,39,1.0%,59,3.9%,5,3.0%,50,17.0%,0,0.0%,46,27.6%
Danilo Gallinari,28.2,DEN,Forward,2128,12,0.4%,15,0.9%,97,1.7%,10,1.8%,47,12.8%,73,2.7%,47,16.4%
Langston Galloway,24.9,NOP,Wing,1062,10,0.2%,73,1.6%,53,3.0%,30,1.4%,30,8.9%,74,1.4%,16,1.8%
Langston Galloway,24.9,SAC,Combo,367,18,0.1%,3,0.7%,94,2.2%,50,1.9%,21,7.8%,98,4.3%,0,0.0%
Marc Gasol,31.8,MEM,Big,2524,71,2.2%,56,1.2%,93,2.7%,2,2.4%,44,16.6%,50,2.4%,24,19.5%
Pau Gasol,36.3,SAS,Big,1618,75,2.3%,14,0.7%,87,2.9%,43,7.1%,88,24.0%,63,3.8%,75,38.2%
Rudy Gay,30.2,SAC,Forward,1009,85,1.4%,81,2.0%,59,3.1%,61,3.6%,83,16.0%,0,0.0%,22,12.1%
Paul George,26.5,IND,Forward,2684,24,0.5%,83,2.0%,64,3.1%,29,2.3%,85,16.4%,56,1.7%,31,13.4%
Jonathan Gibson,29.0,DAL,Combo,192,0,0.0%,76,1.9%,23,4.0%,3,0.5%,84,11.9%,0,0.0%,0,0.0%
Taj Gibson,31.4,CHI,Big,1498,57,1.8%,27,0.9%,86,3.0%,49,7.7%,44,16.6%,50,2.5%,58,33.3%
Taj Gibson,31.4,OKC,Big,484,46,1.6%,47,1.1%,81,3.1%,48,7.6%,13,12.7%,85,6.9%,58,33.3%
Manu Ginobili,39.3,SAS,Wing,1284,62,0.6%,98,2.7%,20,3.9%,68,2.3%,47,10.3%,68,1.2%,24,2.8%
Rudy Gobert,24.4,UTA,Big,2729,98,4.2%,26,0.9%,70,3.6%,94,12.9%,92,25.1%,75,5.4%,90,48.1%
Archie Goodwin,22.2,BKN,Wing,156,93,1.3%,42,1.2%,100,1.4%,86,3.6%,33,9.2%,100,22.2%,89,16.7%
Aaron Gordon,21.1,ORL,Forward,2256,66,0.9%,44,1.2%,73,2.9%,80,4.9%,42,12.3%,53,1.5%,49,16.5%
Eric Gordon,27.9,HOU,Wing,2303,75,0.8%,10,0.9%,68,2.6%,25,1.3%,11,7.2%,0,0.0%,21,2.4%
Marcin Gortat,32.7,WAS,Big,2551,35,1.4%,9,0.6%,84,3.1%,73,9.8%,86,23.1%,38,1.6%,91,48.8%
Treveon Graham,23.0,CHA,Forward,113,0,0.0%,71,1.6%,3,5.6%,32,2.4%,19,10.2%,0,0.0%,0,0.0%
Jerami Grant,22.6,OKC,Forward,1405,98,2.5%,36,1.0%,29,4.0%,24,2.2%,24,10.5%,90,4.1%,41,14.8%
Jerian Grant,24.1,CHI,Combo,977,50,0.4%,84,2.0%,37,3.7%,45,1.7%,52,9.3%,0,0.0%,0,0.0%
Danny Green,29.4,SAS,Wing,1797,99,1.7%,86,1.8%,54,3.0%,50,1.9%,55,10.8%,0,0.0%,18,2.2%
Draymond Green,26.7,GSW,Big,2459,68,2.1%,99,2.7%,73,3.5%,13,4.4%,53,17.2%,32,0.9%,81,42.1%
Gerald Green,30.8,BOS,Wing,509,68,0.7%,8,0.8%,17,4.0%,80,3.1%,84,12.6%,0,0.0%,66,9.7%
JaMychal Green,26.4,MEM,Big,2074,18,0.9%,38,1.0%,28,5.1%,62,8.5%,60,17.7%,34,1.2%,68,35.9%
Jeff Green,30.2,ORL,Forward,1495,19,0.5%,34,1.0%,76,2.8%,27,2.3%,25,10.6%,80,3.3%,53,18.0%
Blake Griffin,27.6,LAC,Big,2071,10,0.6%,58,1.2%,80,3.1%,28,5.9%,47,16.8%,66,4.0%,83,43.2%
Justin Hamilton,26.6,BKN,Big,1120,52,1.7%,49,1.1%,83,3.1%,28,5.9%,21,13.9%,39,1.6%,56,32.8%
AJ Hammons,24.2,DAL,Big,129,97,4.1%,1,0.4%,40,4.6%,6,3.1%,33,15.6%,0,0.0%,99,66.7%
Tim Hardaway Jr.,24.6,ATL,Wing,2112,35,0.4%,28,1.1%,96,1.8%,40,1.7%,25,8.5%,73,1.3%,52,6.9%
James Harden,27.2,HOU,Combo,2940,69,0.6%,66,1.8%,82,2.6%,92,3.2%,100,17.6%,92,1.6%,100,40.5%
Maurice Harkless,23.5,POR,Forward,2212,90,1.5%,73,1.6%,25,4.1%,93,5.9%,7,8.6%,66,2.2%,63,22.3%
Montrezl Harrell,22.8,HOU,Big,987,60,1.9%,22,0.8%,34,4.8%,46,7.5%,5,11.2%,41,1.9%,37,24.5%
Devin Harris,33.7,DAL,Wing,1084,28,0.3%,83,1.8%,13,4.1%,18,1.1%,60,11.4%,0,0.0%,68,10.4%
Gary Harris,22.1,DEN,Wing,1776,15,0.2%,79,1.7%,89,2.0%,75,2.8%,15,7.9%,91,3.6%,30,4.3%
Joe Harris,25.2,BKN,Wing,1100,32,0.3%,33,1.1%,10,4.2%,27,1.3%,48,10.5%,0,0.0%,68,10.3%
Tobias Harris,24.3,DET,Forward,2541,64,0.8%,31,1.0%,92,2.1%,31,2.3%,63,13.7%,83,3.4%,66,23.1%
Andrew Harrison,22.0,MEM,Combo,1427,85,0.9%,56,1.7%,6,5.4%,44,1.6%,19,7.8%,85,1.3%,65,5.1%
Udonis Haslem,36.4,MIA,Big,115,6,0.5%,89,2.0%,7,6.7%,32,6.3%,64,18.2%,0,0.0%,84,43.8%
Spencer Hawes,28.5,CHA,Big,587,74,2.2%,22,0.8%,67,3.7%,25,5.4%,49,16.9%,0,0.0%,15,16.7%
Spencer Hawes,28.5,MIL,Big,139,42,1.5%,14,0.7%,55,4.1%,23,5.1%,89,24.2%,0,0.0%,9,12.5%
Gordon Hayward,26.6,UTA,Wing,2507,45,0.4%,54,1.4%,95,1.8%,59,2.1%,89,13.7%,72,1.3%,80,14.2%
Gerald Henderson,28.9,PHI,Wing,1660,46,0.4%,25,1.1%,51,3.1%,52,2.0%,31,9.1%,70,1.3%,77,13.4%
John Henson,25.8,MIL,Big,1111,96,3.9%,54,1.2%,17,5.7%,66,8.7%,40,16.3%,38,1.6%,84,43.9%
Juan Hernangomez,21.1,DEN,Forward,749,47,0.7%,58,1.4%,61,3.1%,78,4.9%,76,15.1%,64,2.0%,98,48.0%
Willy Hernangomez,22.4,NYK,Big,1280,37,1.4%,61,1.3%,47,4.4%,89,12.3%,84,22.3%,83,6.6%,88,47.3%
Mario Hezonja,21.7,ORL,Forward,786,36,0.7%,46,1.3%,53,3.2%,19,2.1%,54,12.9%,0,0.0%,34,14.3%
Roy Hibbert,29.9,CHA,Big,661,91,3.2%,4,0.5%,12,5.8%,53,7.9%,16,13.1%,0,0.0%,7,11.6%
Buddy Hield,23.9,NOP,Wing,1125,30,0.3%,4,0.6%,59,2.9%,38,1.6%,82,12.6%,0,0.0%,18,2.1%
Buddy Hield,23.9,SAC,Wing,722,12,0.2%,45,1.2%,87,2.1%,69,2.5%,74,12.0%,0,0.0%,75,12.8%
Nene Hilario,34.1,HOU,Big,1196,53,1.8%,90,2.0%,25,5.2%,54,8.0%,31,15.1%,0,0.0%,11,12.7%
George Hill,30.5,UTA,Point,1534,60,0.4%,42,1.5%,46,3.2%,40,1.7%,52,9.8%,0,0.0%,65,4.3%
Solomon Hill,25.6,NOP,Forward,2351,39,0.7%,54,1.3%,54,3.2%,22,2.1%,17,10.0%,49,1.4%,17,10.5%
