Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jonathon Simmons,27.1,SAS,Wing,1275,86,1.1%,68,1.5%,4,4.6%,33,1.5%,34,9.3%,77,1.5%,78,13.5%
Kyle Singler,28.5,OKC,Wing,343,75,0.8%,11,0.9%,41,3.3%,67,2.3%,52,10.6%,0,0.0%,47,6.3%
Marcus Smart,22.7,BOS,Wing,2373,67,0.7%,96,2.3%,42,3.2%,82,3.3%,37,9.4%,0,0.0%,70,10.6%
Ish Smith,28.3,DET,Point,1900,96,0.9%,33,1.4%,60,2.8%,8,1.1%,73,11.4%,0,0.0%,0,0.0%
JR Smith,31.1,CLE,Wing,1174,52,0.5%,66,1.5%,67,2.7%,35,1.5%,9,7.1%,0,0.0%,89,16.7%
Jason Smith,30.7,WAS,Big,1033,85,2.7%,25,0.9%,10,6.2%,32,6.2%,55,17.4%,88,7.7%,32,22.4%
Tony Snell,25.0,MIL,Wing,2329,31,0.3%,24,1.1%,78,2.4%,15,1.0%,40,9.9%,60,0.8%,61,8.5%
Marreese Speights,29.2,LAC,Big,1162,50,1.7%,17,0.7%,1,7.7%,44,7.4%,74,20.5%,0,0.0%,74,37.8%
Nik Stauskas,23.1,PHI,Wing,2088,73,0.8%,14,0.9%,61,2.8%,8,0.8%,32,9.1%,82,1.9%,54,6.9%
Lance Stephenson,26.2,NOP,Combo,149,47,0.3%,2,0.6%,34,3.8%,55,2.0%,27,8.1%,0,0.0%,98,20.0%
Lance Stephenson,26.2,IND,Wing,129,80,0.9%,19,1.0%,23,3.8%,6,0.8%,99,19.1%,0,0.0%,96,25.0%
Rodney Stuckey,30.5,IND,Wing,677,0,0.0%,18,1.0%,82,2.2%,13,0.9%,61,11.4%,0,0.0%,18,2.2%
Jared Sullinger,24.7,TOR,Big,110,8,0.5%,80,1.6%,18,5.6%,49,7.8%,46,16.7%,0,0.0%,25,20.0%
Jeff Teague,28.4,IND,Point,2651,79,0.6%,56,1.7%,77,2.6%,23,1.4%,79,11.7%,0,0.0%,48,2.3%
Mirza Teletovic,31.1,MIL,Forward,1073,34,0.6%,2,0.5%,27,4.1%,3,1.1%,51,12.9%,0,0.0%,46,15.6%
Garrett Temple,30.5,SAC,Combo,1701,89,0.9%,90,2.2%,39,3.6%,66,2.1%,47,9.2%,0,0.0%,63,5.1%
Jason Terry,39.1,MIL,Combo,1326,79,0.8%,48,1.5%,58,3.2%,21,1.1%,10,7.3%,0,0.0%,31,1.3%
Isaiah Thomas,27.7,BOS,Point,2562,37,0.2%,27,1.2%,65,2.7%,46,1.8%,6,6.4%,79,1.0%,52,2.6%
Lance Thomas,28.5,NYK,Forward,963,5,0.3%,17,0.9%,37,3.7%,44,2.9%,22,10.3%,93,5.9%,81,26.4%
Hollis Thompson,25.6,PHI,Wing,528,58,0.6%,35,1.1%,11,4.2%,73,2.8%,87,12.7%,0,0.0%,56,7.9%
Hollis Thompson,25.6,NOP,Wing,189,0,0.0%,55,1.4%,40,3.3%,34,1.5%,66,11.5%,99,11.1%,0,0.0%
Klay Thompson,26.7,GSW,Wing,2604,69,0.7%,27,1.1%,89,2.1%,57,2.1%,23,8.4%,63,0.9%,32,4.8%
Tristan Thompson,25.6,CLE,Big,2329,58,1.8%,17,0.7%,87,2.9%,93,12.8%,59,17.7%,54,2.9%,31,22.3%
Marcus Thornton,29.4,WAS,Wing,567,23,0.3%,64,1.5%,46,3.2%,89,3.9%,57,11.1%,89,3.0%,0,0.0%
Anthony Tolliver,31.4,SAC,Big,1456,14,0.7%,33,1.0%,79,3.2%,10,3.7%,13,12.8%,47,2.3%,20,18.5%
Karl-Anthony Towns,21.0,MIN,Big,3010,54,1.8%,24,0.8%,91,2.8%,78,10.6%,89,24.2%,56,3.2%,64,34.3%
PJ Tucker,31.5,TOR,Forward,600,17,0.5%,95,2.4%,32,3.7%,64,3.9%,88,16.7%,68,2.4%,78,25.8%
PJ Tucker,31.5,PHX,Forward,1617,15,0.4%,93,2.2%,42,3.5%,88,5.5%,75,15.0%,68,2.4%,73,25.3%
Evan Turner,28.0,POR,Wing,1638,68,0.7%,65,1.5%,52,3.1%,65,2.2%,70,11.9%,0,0.0%,97,26.1%
Myles Turner,20.6,IND,Big,2536,95,3.6%,60,1.3%,54,4.1%,31,6.1%,48,16.9%,31,0.9%,34,23.3%
Beno Udrih,34.3,DET,Point,478,0,0.0%,21,1.1%,90,2.3%,21,1.4%,54,9.8%,0,0.0%,0,0.0%
Tyler Ulis,20.8,PHX,Point,1066,35,0.2%,62,1.8%,73,2.7%,44,1.7%,17,6.9%,83,1.3%,0,0.0%
Jarrod Uthoff,23.5,DAL,Forward,106,86,1.5%,0,0.4%,44,3.5%,51,3.5%,78,15.9%,0,0.0%,0,0.0%
Jonas Valanciunas,24.5,TOR,Big,2060,47,1.6%,21,0.8%,56,4.0%,84,11.6%,93,25.2%,69,4.3%,95,51.5%
Denzel Valentine,23.0,CHI,Wing,881,33,0.4%,58,1.4%,15,4.1%,16,1.0%,94,14.3%,0,0.0%,82,14.9%
Fred VanVleet,22.7,TOR,Combo,221,29,0.2%,89,2.2%,0,6.4%,37,1.4%,87,12.1%,0,0.0%,94,11.8%
Rashad Vaughn,20.2,MIL,Wing,393,96,1.4%,92,2.2%,35,3.5%,20,1.1%,45,10.1%,0,0.0%,34,5.6%
Noah Vonleh,21.2,POR,Big,1167,26,1.0%,48,1.1%,29,5.0%,80,10.9%,68,19.0%,40,1.8%,37,24.5%
Nikola Vucevic,26.0,ORL,Big,2138,54,1.8%,75,1.5%,77,3.3%,51,7.9%,95,26.6%,78,5.7%,80,40.4%
Sasha Vujacic,32.7,NYK,Combo,359,37,0.3%,31,1.2%,19,4.0%,85,2.7%,81,11.3%,100,4.8%,53,4.3%
Dwyane Wade,34.8,CHI,Wing,1775,91,1.2%,88,2.0%,76,2.4%,85,3.5%,62,11.5%,0,0.0%,45,6.0%
Dion Waiters,24.9,MIA,Combo,1376,77,0.8%,34,1.3%,79,2.7%,31,1.3%,65,9.8%,87,1.3%,40,3.2%
Kemba Walker,26.5,CHA,Point,2735,54,0.4%,37,1.4%,100,1.9%,38,1.7%,56,9.9%,0,0.0%,75,5.9%
John Wall,26.2,WAS,Point,2830,92,0.9%,88,2.4%,98,2.0%,60,2.1%,62,10.3%,87,1.4%,33,1.2%
TJ Warren,23.2,PHX,Forward,2026,73,1.0%,69,1.6%,47,3.3%,95,6.0%,20,10.3%,51,1.5%,34,14.3%
CJ Watson,32.5,ORL,Combo,865,16,0.1%,85,2.1%,31,3.9%,29,1.3%,18,7.8%,0,0.0%,77,7.0%
Briante Weber,23.8,CHA,Point,132,0,0.0%,100,3.3%,21,3.6%,96,4.6%,69,11.1%,100,12.5%,0,0.0%
David West,36.2,GSW,Big,803,89,2.8%,97,2.3%,25,5.2%,38,6.8%,40,16.3%,0,0.0%,23,19.4%
Russell Westbrook,28.0,OKC,Point,2788,73,0.6%,73,2.0%,85,2.4%,100,4.8%,100,23.2%,96,2.2%,100,61.6%
Okaro White,24.2,MIA,Forward,434,66,0.9%,29,1.0%,7,5.0%,90,5.6%,37,11.5%,0,0.0%,51,16.7%
Isaiah Whitehead,21.7,BKN,Combo,1580,97,1.1%,26,1.2%,15,4.2%,52,1.9%,40,8.7%,0,0.0%,29,1.0%
Hassan Whiteside,27.4,MIA,Big,2506,93,3.4%,35,1.0%,75,3.4%,88,12.2%,99,30.3%,51,2.6%,96,54.0%
Andrew Wiggins,21.7,MIN,Wing,3039,54,0.5%,44,1.2%,77,2.4%,88,3.6%,17,8.0%,57,0.6%,43,5.9%
Alan Williams,23.8,PHX,Big,658,80,2.4%,71,1.5%,11,6.0%,91,12.5%,87,23.9%,79,5.9%,93,50.9%
Deron Williams,32.4,CLE,Point,467,81,0.7%,0,0.6%,15,4.0%,2,0.2%,35,8.9%,0,0.0%,60,3.7%
Deron Williams,32.4,DAL,Point,1168,15,0.1%,8,1.0%,33,3.5%,12,1.2%,38,9.1%,0,0.0%,38,1.6%
Derrick Williams,25.4,CLE,Big,356,5,0.4%,11,0.7%,88,2.9%,0,1.0%,9,12.0%,0,0.0%,44,27.3%
Derrick Williams,25.4,MIA,Big,362,12,0.7%,47,1.1%,71,3.6%,14,4.5%,23,14.3%,0,0.0%,54,31.3%
Lou Williams,30.0,LAL,Combo,1382,53,0.4%,79,2.0%,97,1.8%,15,1.0%,44,8.8%,0,0.0%,50,4.3%
Lou Williams,30.0,HOU,Wing,579,65,0.7%,17,1.0%,98,1.6%,53,2.0%,36,9.4%,0,0.0%,0,0.0%
Marvin Williams,30.4,CHA,Big,2287,31,1.3%,50,1.1%,96,2.4%,10,3.7%,50,17.0%,34,1.1%,74,38.1%
Troy Williams,21.8,HOU,Forward,130,10,0.3%,20,0.9%,5,5.0%,97,6.3%,8,8.9%,0,0.0%,0,0.0%
Troy Williams,21.8,MEM,Wing,408,90,1.2%,99,2.7%,8,4.3%,26,1.3%,39,9.8%,0,0.0%,29,4.2%
Justise Winslow,20.6,MIA,Forward,623,20,0.5%,80,1.9%,41,3.6%,56,3.6%,31,11.1%,63,2.0%,10,3.3%
Jeff Withey,26.7,UTA,Big,367,95,3.7%,84,1.8%,26,5.1%,92,12.6%,39,16.2%,88,7.7%,38,25.0%
Metta World Peace,37.0,LAL,Forward,134,56,0.8%,100,3.0%,19,4.3%,41,2.8%,10,8.9%,98,10.0%,34,14.3%
Brandan Wright,29.1,MEM,Big,425,78,2.4%,53,1.2%,49,4.3%,38,6.9%,4,10.3%,61,3.7%,0,3.8%
Delon Wright,24.5,TOR,Combo,417,100,1.7%,92,2.5%,69,2.9%,100,3.9%,13,7.5%,0,0.0%,87,8.3%
James Young,21.2,BOS,Wing,179,22,0.3%,80,1.7%,57,2.9%,72,2.7%,20,8.2%,98,9.1%,67,10.0%
Nick Young,31.4,LAL,Wing,1551,50,0.5%,22,1.1%,26,3.7%,32,1.5%,13,7.8%,87,2.4%,14,1.0%
Thaddeus Young,28.4,IND,Big,2223,11,0.7%,96,2.3%,95,2.6%,34,6.5%,12,12.6%,35,1.3%,72,36.7%
Cody Zeller,24.1,CHA,Big,1715,60,2.0%,73,1.5%,51,4.2%,56,8.0%,36,15.9%,0,0.0%,8,11.7%
Tyler Zeller,26.8,BOS,Big,498,74,2.3%,8,0.6%,37,4.7%,59,8.2%,30,15.1%,59,3.6%,9,12.5%
Paul Zipser,22.7,CHI,Forward,780,80,1.1%,10,0.7%,24,4.1%,8,1.7%,44,12.4%,0,0.0%,20,11.8%
Ivica Zubac,19.6,LAL,Big,560,87,2.7%,23,0.8%,44,4.5%,40,6.9%,65,18.4%,0,0.0%,51,29.7%
