Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Blake Wesley,21.6,SAS,Combo,571,31,17.9%,20,100.0,46,19.1%,75,1.06,6,17.6%
Russell Westbrook,36.0,DEN,Point,2081,62,26.3%,33,106.2,62,28.9%,52,1.10,10,18.5%
Coby White,24.7,CHI,Combo,2449,72,24.8%,87,121.6,51,19.7%,28,0.79,54,12.2%
Derrick White,30.3,BOS,Combo,2562,49,20.4%,86,121.4,52,19.8%,56,0.97,68,11.0%
Dariq Whitehead,20.3,BKN,Combo,215,24,17.2%,92,123.8,3,8.9%,1,0.52,25,14.0%
Cam Whitmore,20.3,HOU,Forward,730,79,21.7%,19,105.9,39,8.6%,11,0.39,77,9.0%
Aaron Wiggins,25.8,OKC,Wing,1653,75,18.9%,80,120.1,43,10.1%,20,0.54,80,8.9%
Andrew Wiggins,29.7,GSW,Forward,1295,84,22.2%,48,113.4,68,12.5%,41,0.56,86,8.2%
Andrew Wiggins,29.7,MIA,Wing,546,95,26.6%,53,114.5,80,16.7%,36,0.63,26,13.4%
Brandon Williams,24.9,DAL,Point,417,54,24.3%,96,127.1,21,21.7%,17,0.89,35,14.5%
Cody Williams,19.9,UTA,Wing,1041,15,12.6%,1,83.0,16,7.7%,32,0.61,13,14.1%
Grant Williams,25.9,CHA,Big,478,38,14.3%,44,118.0,52,10.7%,59,0.75,18,17.3%
Jalen Williams,23.6,OKC,Forward,2232,95,28.2%,59,115.0,90,23.4%,83,0.83,63,10.1%
Jaylin Williams,22.3,OKC,Big,706,54,15.8%,58,120.4,87,18.5%,96,1.17,60,12.2%
Kenrich Williams,29.9,OKC,Big,1056,42,14.5%,57,119.8,52,10.7%,58,0.74,81,10.2%
Mark Williams,22.9,CHA,Big,1163,78,19.4%,85,130.0,80,15.5%,67,0.80,51,13.2%
Patrick Williams,23.2,CHI,Forward,1565,51,16.5%,13,102.6,57,10.7%,51,0.64,17,13.8%
Robert Williams,27.0,POR,Big,351,13,11.4%,93,136.5,40,9.0%,65,0.79,13,18.2%
Ziaire Williams,23.1,BKN,Wing,1533,63,17.2%,35,109.6,23,8.5%,11,0.50,55,11.2%
Vince Williams Jr.,24.2,MEM,Wing,493,63,17.4%,15,102.9,64,13.9%,63,0.80,5,15.8%
Zion Williamson,24.3,NOP,Forward,852,100,34.0%,79,120.6,100,32.7%,92,0.96,30,12.3%
Jalen Wilson,24.0,BKN,Forward,1979,49,16.0%,27,108.0,60,11.0%,59,0.69,49,10.8%
Isaiah Wong,23.8,CHA,Combo,248,64,23.2%,20,100.0,47,19.1%,33,0.83,32,13.7%
Delon Wright,32.5,MIL,Combo,358,2,12.7%,1,76.0,30,15.7%,94,1.23,70,10.8%
Delon Wright,32.5,NYK,Point,202,0,13.1%,50,110.4,8,17.6%,77,1.34,85,9.9%
Guerschon Yabusele,28.9,PHI,Big,1867,53,15.8%,70,123.6,57,11.5%,56,0.73,52,13.1%
Trae Young,26.1,ATL,Point,2736,90,34.5%,65,114.7,100,45.2%,71,1.31,25,15.3%
Ivica Zubac,27.6,LAC,Big,2622,67,17.8%,81,128.7,60,12.1%,51,0.68,64,11.8%
Tristan daSilva,23.5,ORL,Forward,1528,28,14.6%,17,104.7,53,10.2%,61,0.70,61,10.3%
