Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Scottie Barnes,23.3,TOR,Forward,2121,96,28.5%,18,105.1,98,27.9%,93,0.98,26,12.7%
RJ Barrett,24.4,TOR,Forward,1855,97,29.3%,31,109.2,94,25.7%,86,0.88,27,12.7%
Charles Bassey,24.0,SAS,Big,316,51,15.4%,38,114.5,19,6.7%,15,0.44,35,15.2%
Jamison Battle,23.5,TOR,Forward,977,15,13.1%,68,118.0,18,7.1%,36,0.54,90,7.8%
Nicolas Batum,35.9,LAC,Forward,1344,1,8.9%,96,128.6,35,8.4%,90,0.94,28,12.6%
Damion Baugh,24.2,CHA,Combo,347,48,20.2%,2,76.4,71,22.7%,80,1.12,8,16.3%
Bradley Beal,31.3,PHX,Wing,1699,86,22.1%,79,120.0,83,17.7%,64,0.80,47,11.7%
Malik Beasley,27.9,DET,Wing,2272,80,19.8%,76,119.2,30,8.8%,9,0.44,87,7.6%
Reece Beekman,23.1,BKN,Point,413,8,14.4%,2,74.2,13,19.7%,79,1.37,31,14.8%
Goga Bitadze,25.3,ORL,Big,1402,39,14.4%,78,127.2,70,13.9%,84,0.97,36,15.0%
Bismack Biyombo,32.2,SAS,Big,511,15,11.8%,35,113.1,30,7.8%,48,0.66,13,18.2%
Anthony Black,20.8,ORL,Combo,1809,51,20.8%,36,105.1,54,20.0%,53,0.96,16,15.2%
Bogdan Bogdanovic,32.2,LAC,Wing,735,79,19.5%,86,122.9,81,17.4%,78,0.89,56,11.2%
Bogdan Bogdanovic,32.2,ATL,Wing,597,68,17.9%,11,100.8,50,11.6%,38,0.64,16,14.0%
Bol Bol,25.0,PHX,Big,375,62,17.4%,63,121.7,15,6.3%,6,0.36,91,8.8%
Adem Bona,21.6,PHI,Big,822,21,12.5%,96,142.4,3,4.1%,4,0.33,6,23.0%
Devin Booker,28.0,PHX,Combo,2780,97,30.6%,79,118.9,93,30.1%,61,0.98,61,11.4%
Brandon Boston Jr.,22.9,NOP,Forward,953,72,19.8%,20,106.1,74,13.5%,56,0.68,40,11.6%
Chris Boucher,31.8,TOR,Big,842,73,18.7%,67,122.7,9,5.9%,3,0.31,97,7.0%
Malaki Branham,21.5,SAS,Wing,321,87,23.3%,61,116.9,74,15.4%,43,0.66,2,16.5%
Christian Braun,23.5,DEN,Wing,2667,28,14.5%,99,133.2,38,9.6%,43,0.66,81,8.8%
Mikal Bridges,28.2,NYK,Forward,3022,63,18.4%,72,118.3,75,14.2%,73,0.77,62,10.2%
Miles Bridges,26.6,CHA,Forward,2025,93,27.3%,32,109.2,88,20.3%,67,0.74,57,10.4%
Oshae Brissett,26.4,PHI,Big,142,47,14.9%,28,111.4,2,4.0%,1,0.27,24,16.5%
Malcolm Brogdon,31.9,WAS,Combo,563,78,26.0%,46,108.9,84,26.7%,66,1.03,67,11.1%
Dillon Brooks,28.8,HOU,Forward,2386,52,16.7%,38,111.1,27,7.6%,19,0.46,88,8.0%
Keion Brooks,24.3,NOP,Forward,301,36,15.1%,80,121.1,4,5.2%,4,0.35,68,9.6%
Bruce Brown,28.2,TOR,Wing,340,74,18.9%,20,104.9,53,12.1%,37,0.64,40,12.3%
Bruce Brown,28.2,NOP,Combo,567,18,16.2%,15,98.4,22,14.1%,39,0.87,89,9.3%
Jaylen Brown,28.0,BOS,Wing,2154,98,29.2%,42,111.4,90,20.4%,46,0.70,57,11.2%
Kobe Brown,24.8,LAC,Big,156,36,13.9%,5,95.2,67,13.4%,83,0.96,79,10.3%
Jalen Brunson,28.2,NYK,Point,2300,87,32.4%,90,122.1,73,31.9%,29,0.98,88,9.6%
Thomas Bryant,27.3,MIA,Big,103,7,10.5%,51,119.2,7,5.3%,24,0.51,100,4.0%
Thomas Bryant,27.3,IND,Big,814,52,15.7%,50,118.8,32,8.0%,25,0.51,90,8.8%
Kobe Bufkin,21.1,ATL,Point,116,42,21.7%,10,96.1,25,22.1%,37,1.02,73,11.4%
Alec Burks,33.3,MIA,Wing,859,40,15.5%,82,121.3,32,9.0%,28,0.58,70,9.7%
Jared Butler,24.2,WAS,Point,257,65,26.6%,88,121.5,75,31.9%,62,1.20,52,13.3%
Jared Butler,24.2,PHI,Wing,662,91,24.7%,26,107.2,100,30.2%,97,1.23,25,13.4%
Jimmy Butler,35.1,GSW,Forward,979,87,22.7%,86,123.7,99,28.1%,99,1.24,83,8.6%
Jimmy Butler,35.1,MIA,Forward,765,82,22.0%,97,128.7,92,23.7%,96,1.08,89,7.9%
Matas Buzelis,20.1,CHI,Forward,1440,53,16.8%,52,113.9,24,7.4%,15,0.44,37,11.9%
Jamal Cain,25.6,NOP,Wing,425,41,15.5%,10,100.0,3,5.6%,0,0.36,44,11.8%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,10,11.7%,68,118.0,25,8.6%,52,0.73,63,10.3%
Toumani Camara,24.5,POR,Forward,2557,25,13.9%,55,114.3,48,9.6%,60,0.69,23,13.0%
Vlatko Cancar,27.6,DEN,Big,124,15,11.7%,5,92.3,38,8.9%,61,0.76,1,27.8%
Clint Capela,30.5,ATL,Big,1173,44,14.7%,35,113.0,26,7.4%,23,0.51,70,11.0%
Branden Carlson,25.4,OKC,Big,161,72,18.4%,82,128.8,16,6.3%,5,0.34,93,8.6%
Carlton Carrington,19.3,WAS,Combo,2423,28,17.6%,29,103.0,61,21.2%,90,1.20,30,13.7%
Devin Carter,22.6,SAC,Combo,344,29,17.7%,5,86.2,10,12.1%,11,0.68,76,10.4%
Jevon Carter,29.1,CHI,Combo,223,43,18.9%,16,99.0,23,14.2%,24,0.75,98,6.8%
Wendell Carter,25.5,ORL,Big,1749,52,15.7%,20,108.8,58,11.8%,60,0.75,58,12.4%
Alex Caruso,30.7,OKC,Forward,1029,45,15.7%,50,113.7,84,17.3%,97,1.10,74,9.3%
Stephon Castle,20.0,SAS,Combo,2136,86,27.0%,33,104.4,74,23.0%,37,0.85,43,13.1%
Colin Castleton,24.4,TOR,Big,279,23,12.7%,23,109.9,41,9.0%,55,0.71,5,23.6%
Julian Champagnie,23.3,SAS,Wing,1916,38,15.4%,58,116.2,15,7.7%,12,0.50,61,10.7%
Justin Champagnie,23.3,WAS,Big,1261,33,13.5%,75,126.0,12,6.1%,16,0.45,56,12.6%
Max Christie,21.7,DAL,Wing,940,57,16.8%,30,108.8,46,11.0%,40,0.66,30,13.1%
Max Christie,21.7,LAL,Wing,1110,16,12.8%,81,121.1,12,7.3%,26,0.57,48,11.7%
Jaylen Clark,23.1,MIN,Wing,491,6,11.1%,64,117.5,10,6.8%,34,0.61,97,6.3%
Brandon Clarke,28.1,MEM,Big,1184,28,13.3%,87,131.8,24,7.1%,29,0.53,75,10.7%
Jordan Clarkson,32.4,UTA,Combo,961,95,28.5%,49,109.7,77,23.9%,34,0.84,40,13.1%
Nicolas Claxton,25.5,BKN,Big,1889,57,16.4%,36,113.3,72,14.1%,75,0.86,56,12.5%
Donovan Clingan,20.7,POR,Big,1294,25,13.1%,42,116.3,35,8.3%,44,0.64,22,16.8%
Noah Clowney,20.3,BKN,Big,1019,62,17.3%,10,102.5,12,6.1%,5,0.36,69,11.2%
Amir Coffey,27.4,LAC,Forward,1643,19,13.5%,84,122.7,15,6.5%,25,0.48,82,8.6%
Isaiah Collier,20.1,UTA,Point,1794,46,23.0%,13,98.0,83,34.3%,87,1.49,4,20.7%
John Collins,27.1,UTA,Big,1218,84,22.1%,74,125.8,50,10.5%,19,0.48,30,15.9%
Zach Collins,27.0,CHI,Big,536,58,16.6%,73,125.7,78,15.1%,80,0.91,19,17.3%
Zach Collins,27.0,SAS,Big,398,61,17.2%,25,110.7,84,17.1%,85,0.99,45,13.6%
Mike Conley,37.1,MIN,Point,1755,13,16.7%,67,116.1,35,24.2%,83,1.45,79,11.2%
Pat Connaughton,31.8,MIL,Wing,570,45,15.9%,50,114.0,78,16.0%,90,1.00,58,10.8%
Bilal Coulibaly,20.3,WAS,Wing,1944,69,18.3%,17,103.4,73,15.1%,67,0.82,8,14.6%
Ricky Council,23.2,PHI,Combo,1154,46,19.4%,24,100.9,8,11.5%,7,0.59,86,9.6%
Torrey Craig,33.9,BOS,Wing,180,14,12.6%,3,87.2,3,5.5%,7,0.44,20,13.7%
Torrey Craig,33.9,CHI,Forward,106,40,15.4%,100,133.3,22,7.4%,24,0.48,100,0.0%
Cade Cunningham,23.1,DET,Combo,2451,100,36.6%,66,114.2,99,40.9%,79,1.12,21,14.5%
Seth Curry,34.2,CHA,Wing,1056,27,14.4%,91,124.3,28,8.8%,31,0.61,79,9.0%
Stephen Curry,36.6,GSW,Point,2250,77,29.8%,92,125.2,60,28.4%,23,0.95,56,12.4%
Dyson Daniels,21.6,ATL,Combo,2568,40,18.6%,48,109.4,38,17.4%,49,0.93,38,13.2%
Anthony Davis,31.6,DAL,Big,265,98,31.9%,12,103.4,95,24.8%,64,0.78,78,10.4%
Anthony Davis,31.6,LAL,Big,1439,96,28.9%,59,120.5,83,16.9%,35,0.58,84,9.9%
Johnny Davis,22.7,WAS,Wing,129,8,11.5%,22,105.4,2,5.4%,10,0.47,83,8.5%
DeMar DeRozan,35.2,SAC,Wing,2761,94,25.3%,57,115.8,85,18.2%,50,0.72,94,6.4%
Donte DiVincenzo,27.8,MIN,Combo,1584,47,19.8%,74,116.0,56,20.2%,64,1.02,34,13.4%
Moussa Diabate,22.8,CHA,Big,1159,18,12.0%,50,119.2,15,6.3%,27,0.52,18,17.4%
Gradey Dick,21.0,TOR,Wing,1573,77,19.3%,34,109.4,23,8.5%,8,0.44,50,11.6%
Ousmane Dieng,21.5,OKC,Big,312,31,13.4%,67,122.7,44,9.5%,55,0.71,70,11.1%
Rob Dillingham,19.8,MIN,Point,442,52,23.7%,31,106.1,46,25.4%,46,1.07,13,16.4%
Spencer Dinwiddie,31.6,DAL,Combo,2097,52,20.8%,57,111.5,72,23.0%,77,1.10,77,10.2%
Luka Doncic,25.7,DAL,Point,780,94,34.9%,71,117.8,79,33.7%,27,0.96,71,11.4%
Luka Doncic,25.7,LAL,Point,983,98,37.1%,73,118.3,85,34.6%,19,0.93,58,12.4%
Luguentz Dort,25.5,OKC,Wing,2071,13,12.5%,63,117.3,10,6.7%,21,0.54,84,8.4%
Ayo Dosunmu,24.8,CHI,Wing,1391,65,17.6%,71,118.4,92,21.0%,97,1.19,42,11.9%
Jeff Dowtin,27.5,PHI,Wing,564,77,19.2%,57,115.5,87,19.1%,89,1.00,99,5.6%
Andre Drummond,31.2,PHI,Big,741,65,17.6%,16,106.7,24,7.1%,10,0.40,15,17.9%
Kris Dunn,30.6,LAC,Combo,1779,9,13.8%,37,106.1,26,15.3%,78,1.11,37,13.3%
Ryan Dunn,21.8,PHX,Forward,1384,32,14.9%,16,103.5,11,5.9%,12,0.40,85,8.2%
Kevin Durant,36.1,PHX,Big,2262,95,28.3%,83,128.8,88,18.9%,49,0.67,49,13.2%
Jalen Duren,21.0,DET,Big,2033,55,16.1%,95,140.4,73,14.1%,79,0.88,16,17.6%
Tari Eason,23.5,HOU,Forward,1405,58,17.7%,51,113.7,32,8.2%,21,0.46,54,10.5%
Zach Edey,22.6,MEM,Big,1380,45,14.7%,72,124.7,8,5.8%,10,0.39,21,17.1%
Anthony Edwards,23.2,MIN,Combo,2870,98,31.6%,84,120.3,60,20.9%,10,0.66,57,11.9%
Justin Edwards,20.9,PHI,Forward,1117,47,15.8%,45,112.3,31,8.2%,29,0.52,39,11.6%
Kessler Edwards,24.2,DAL,Big,549,10,11.0%,53,119.5,43,9.2%,74,0.84,65,11.7%
Keon Ellis,24.8,SAC,Combo,1928,0,11.9%,100,134.8,1,7.8%,9,0.66,41,13.1%
Joel Embiid,30.6,PHI,Big,574,99,35.2%,40,115.3,98,28.7%,68,0.82,45,13.7%
Tyson Etienne,25.1,BKN,Wing,136,59,17.0%,3,95.9,33,9.1%,19,0.54,7,14.8%
Drew Eubanks,27.7,LAC,Big,133,53,15.7%,30,111.6,31,8.0%,22,0.51,23,16.8%
Drew Eubanks,27.7,UTA,Big,547,42,14.5%,70,123.8,61,12.1%,72,0.84,27,16.2%
Tosan Evbuomwan,23.7,BKN,Forward,628,68,18.9%,15,103.4,70,12.6%,53,0.66,15,13.9%
Dante Exum,29.3,DAL,Combo,370,54,20.8%,76,117.1,66,22.1%,74,1.06,49,12.4%
Bruno Fernando,26.2,TOR,Big,129,73,18.7%,47,118.2,88,19.0%,87,1.02,4,23.9%
Kyle Filipowski,21.0,UTA,Big,1480,72,18.5%,48,118.4,71,14.1%,61,0.76,33,15.5%
Dorian Finney-Smith,31.5,LAL,Forward,1236,4,10.7%,77,120.1,12,6.2%,46,0.58,25,12.8%
Dorian Finney-Smith,31.5,BKN,Big,579,28,13.3%,68,123.1,29,7.6%,33,0.57,82,10.0%
Adam Flagler,24.9,OKC,Combo,108,44,18.9%,0,74.5,7,10.7%,5,0.56,99,6.1%
Simone Fontecchio,28.9,DET,Forward,1186,29,14.6%,25,107.8,20,7.3%,27,0.50,36,12.0%
De'Aaron Fox,26.9,SAC,Point,1662,83,30.4%,54,113.1,44,25.4%,10,0.84,77,11.3%
De'Aaron Fox,26.9,SAS,Combo,578,93,28.2%,39,107.4,91,28.1%,62,0.99,72,10.7%
Enrique Freeman,24.3,IND,Big,142,13,11.4%,28,111.4,22,7.0%,41,0.61,35,15.2%
Markelle Fultz,26.4,SAC,Combo,130,34,18.3%,7,88.1,16,13.5%,23,0.74,2,19.0%
Johnny Furphy,19.9,IND,Wing,290,19,13.2%,5,97.7,11,7.0%,17,0.53,46,11.7%
Daniel Gafford,26.1,DAL,Big,1225,60,17.1%,97,143.2,45,9.7%,33,0.57,50,13.2%
Darius Garland,24.8,CLE,Point,2295,73,29.4%,83,120.7,71,30.8%,42,1.05,69,11.8%
Luka Garza,25.8,MIN,Big,132,86,22.3%,11,102.9,51,10.6%,18,0.47,93,8.4%
Keyonte George,21.0,UTA,Combo,2066,80,26.1%,47,108.9,89,27.3%,71,1.05,26,13.9%
Kyshawn George,20.9,WAS,Wing,1771,49,16.1%,14,102.1,63,13.3%,66,0.82,9,14.4%
Paul George,34.5,PHI,Wing,1321,92,25.0%,33,109.4,94,21.7%,75,0.87,12,14.1%
Taj Gibson,39.4,CHA,Big,386,27,13.2%,8,97.9,36,8.6%,45,0.65,8,20.5%
Josh Giddey,22.1,CHI,Point,2113,58,24.8%,60,114.1,77,32.2%,69,1.30,15,16.1%
Shai Gilgeous-Alexander,26.3,OKC,Point,2595,96,36.6%,98,128.5,63,29.9%,8,0.82,98,8.1%
Anthony Gill,32.0,WAS,Forward,273,11,12.4%,23,106.7,2,3.9%,3,0.31,38,11.7%
Collin Gillespie,25.4,PHX,Combo,418,45,19.2%,70,115.4,75,23.4%,92,1.21,94,8.7%
Rudy Gobert,32.4,MIN,Big,2382,19,12.2%,92,136.1,28,7.5%,41,0.62,48,13.4%
Jordan Goodwin,26.0,LAL,Combo,512,7,13.5%,34,105.0,5,9.8%,20,0.72,18,14.9%
Aaron Gordon,29.1,DEN,Big,1444,76,18.9%,84,129.6,72,14.1%,59,0.75,68,11.4%
Eric Gordon,35.9,PHI,Wing,756,26,14.2%,74,118.8,51,11.8%,69,0.83,52,11.3%
Jerami Grant,30.6,POR,Big,1523,74,18.8%,12,105.0,47,9.9%,28,0.53,86,9.5%
AJ Green,25.1,MIL,Wing,1638,9,11.6%,94,127.7,24,8.6%,53,0.74,83,8.7%
Draymond Green,34.7,GSW,Big,1980,70,18.3%,17,106.8,96,25.5%,98,1.39,7,20.6%
Jalen Green,22.7,HOU,Wing,2680,97,27.6%,36,109.8,77,15.9%,27,0.58,54,11.2%
Javonte Green,31.3,CLE,Wing,153,62,17.1%,0,77.0,27,8.7%,15,0.51,97,6.3%
Javonte Green,31.3,NOP,Wing,1074,3,10.4%,43,111.7,4,5.6%,22,0.54,60,10.7%
Jeff Green,38.2,HOU,Forward,348,22,13.7%,95,128.4,26,7.5%,38,0.55,97,6.1%
Josh Green,24.0,CHA,Wing,1884,7,11.3%,44,112.1,20,8.1%,49,0.71,15,14.0%
Quentin Grimes,24.5,PHI,Combo,942,90,27.5%,80,119.4,63,21.8%,26,0.79,36,13.3%
Quentin Grimes,24.5,DAL,Wing,1022,66,17.7%,87,123.3,58,13.1%,56,0.74,22,13.6%
Mouhamed Gueye,22.0,ATL,Big,515,44,14.7%,13,105.3,17,6.3%,14,0.43,96,7.7%
Rui Hachimura,26.7,LAL,Forward,1868,25,14.0%,85,123.5,14,6.3%,17,0.45,84,8.3%
Tyrese Haliburton,24.7,IND,Combo,2450,76,25.4%,94,125.9,98,38.4%,97,1.51,95,8.4%
Tim Hardaway Jr.,32.6,DET,Forward,2152,26,14.3%,53,114.1,25,7.4%,31,0.52,96,6.6%
James Harden,35.2,LAC,Point,2787,88,33.3%,77,118.4,94,36.5%,48,1.09,17,16.0%
Jaden Hardy,21.3,DAL,Combo,831,68,24.5%,40,107.6,17,13.6%,2,0.56,15,15.4%
Elijah Harkless,24.7,UTA,Wing,135,12,12.4%,2,84.2,14,7.5%,33,0.61,90,7.4%
Gary Harris,30.1,ORL,Wing,709,1,8.9%,23,105.8,5,5.8%,39,0.65,50,11.6%
Tobias Harris,32.3,DET,Forward,2305,54,16.9%,57,114.5,47,9.5%,42,0.56,74,9.3%
Josh Hart,29.7,NYK,Wing,2891,55,16.7%,84,122.4,90,20.5%,98,1.23,18,13.9%
Isaiah Hartenstein,26.5,OKC,Big,1589,58,16.7%,53,119.6,85,17.7%,90,1.06,34,15.4%
Sam Hauser,26.9,BOS,Forward,1503,10,12.2%,93,127.6,5,5.6%,20,0.46,98,5.1%
Jordan Hawkins,22.5,NOP,Wing,1277,76,18.9%,13,101.2,13,7.5%,2,0.39,69,9.8%
Jaxson Hayes,24.4,LAL,Big,1074,8,10.8%,98,143.9,28,7.5%,52,0.70,32,15.6%
Killian Hayes,23.3,BKN,Point,152,15,16.8%,40,107.0,56,28.0%,90,1.67,33,14.5%
Scoot Henderson,20.7,POR,Point,1732,56,24.7%,35,106.4,48,27.5%,56,1.11,12,17.1%
Tyler Herro,24.8,MIA,Combo,2718,94,28.3%,90,122.9,83,25.4%,41,0.90,62,11.3%
Buddy Hield,31.9,GSW,Wing,1834,73,18.6%,48,112.5,44,10.5%,25,0.56,57,11.0%
Haywood Highsmith,27.9,MIA,Forward,1803,6,10.9%,63,117.4,34,8.4%,70,0.77,34,12.1%
Aaron Holiday,28.1,HOU,Combo,688,20,16.6%,89,122.3,15,13.3%,29,0.80,55,12.0%
Jrue Holiday,34.4,BOS,Combo,1891,22,16.8%,64,113.2,39,17.4%,70,1.04,74,10.7%
Ron Holland II,19.3,DET,Forward,1170,56,17.5%,35,109.8,41,9.1%,32,0.52,12,14.5%
Richaun Holmes,31.0,WAS,Big,507,37,14.1%,96,143.1,59,11.8%,72,0.84,62,12.0%
Chet Holmgren,22.5,OKC,Big,873,81,20.3%,56,119.7,42,9.1%,15,0.45,53,13.0%
Jalen Hood-Schifino,21.4,PHI,Forward,295,67,18.8%,6,93.2,83,16.7%,87,0.89,20,13.1%
Al Horford,38.4,BOS,Big,1658,27,13.2%,34,112.6,48,10.2%,62,0.77,88,8.9%
Talen Horton-Tucker,23.9,CHI,Wing,639,83,21.2%,38,110.5,76,15.8%,57,0.75,64,10.2%
Caleb Houstan,21.8,ORL,Wing,654,4,10.5%,70,118.1,8,6.6%,35,0.62,91,7.1%
Jett Howard,21.1,ORL,Wing,594,60,17.1%,8,98.1,43,10.2%,30,0.60,24,13.5%
Kevin Huerter,26.2,SAC,Wing,886,47,16.0%,18,103.8,49,11.3%,47,0.70,63,10.3%
Kevin Huerter,26.2,CHI,Wing,775,61,17.1%,50,114.0,60,13.2%,59,0.77,72,9.4%
Jay Huff,27.2,MEM,Big,681,59,16.8%,88,133.2,23,7.0%,12,0.41,71,11.0%
Ariel Hukporti,22.6,NYK,Big,146,6,10.4%,94,138.5,21,6.8%,46,0.65,0,37.7%
DeAndre Hunter,26.9,ATL,Forward,1062,80,21.7%,87,124.1,33,8.3%,10,0.38,55,10.5%
DeAndre Hunter,26.9,CLE,Forward,676,66,18.6%,90,125.2,17,6.8%,7,0.37,92,7.6%
Nah'Shon Hyland,24.1,LAC,Point,104,63,26.3%,87,121.2,15,20.0%,2,0.76,8,18.8%
Oso Ighodaro,22.3,PHX,Big,972,5,10.0%,60,120.8,38,8.9%,79,0.89,16,17.6%
Joe Ingles,37.1,MIN,Forward,114,30,14.7%,0,68.2,96,26.1%,100,1.78,0,22.8%
Brandon Ingram,27.2,NOP,Wing,595,99,31.4%,47,112.4,99,27.8%,77,0.89,4,16.0%
Kyrie Irving,32.6,DAL,Combo,1802,89,27.5%,83,120.3,53,19.8%,18,0.72,85,9.6%
Jonathan Isaac,27.1,ORL,Forward,1082,38,15.2%,12,101.3,7,5.6%,8,0.37,81,8.7%
Jaden Ivey,22.7,DET,Combo,897,83,26.8%,68,114.6,57,20.5%,25,0.77,11,16.0%
Jaren Jackson,25.1,MEM,Big,2197,94,26.4%,48,118.6,49,10.3%,8,0.39,76,10.7%
Quenton Jackson,26.1,IND,Wing,336,53,16.5%,41,111.2,77,15.9%,85,0.96,66,9.8%
Reggie Jackson,34.5,PHI,Combo,362,37,18.4%,23,100.8,34,16.6%,44,0.90,87,9.5%
GG Jackson II,19.9,MEM,Forward,433,74,20.1%,7,95.8,30,8.2%,13,0.41,13,14.3%
Andre Jackson Jr.,23.0,MIL,Wing,939,10,11.8%,31,108.9,45,10.8%,82,0.92,0,22.1%
Trayce Jackson-Davis,24.7,GSW,Big,903,56,16.2%,41,115.4,82,16.6%,87,1.02,66,11.5%
LeBron James,39.8,LAL,Big,2443,98,32.7%,61,121.2,99,39.4%,97,1.20,42,14.3%
Jaime Jaquez Jr.,23.7,MIA,Wing,1328,83,20.8%,30,108.1,83,18.1%,76,0.87,6,14.9%
DaQuan Jeffries,27.2,CHA,Forward,1020,16,13.1%,14,103.1,25,7.4%,45,0.57,46,10.9%
Trey Jemison,24.9,NOP,Big,134,16,11.9%,4,90.6,8,5.8%,20,0.49,12,18.9%
Trey Jemison,24.9,LAL,Big,183,4,9.9%,43,116.7,2,3.8%,9,0.39,2,26.8%
Ty Jerome,27.3,CLE,Combo,1304,71,24.7%,97,128.2,78,23.9%,55,0.97,66,11.1%
Isaiah Joe,25.3,OKC,Wing,1537,37,15.4%,90,124.2,40,9.8%,37,0.63,96,6.3%
AJ Johnson,19.9,WAS,Wing,567,70,18.3%,9,99.0,79,16.7%,81,0.91,31,12.9%
Cameron Johnson,28.7,BKN,Forward,1799,83,22.1%,94,127.8,85,17.8%,78,0.80,47,10.8%
Jalen Johnson,22.9,ATL,Forward,1284,81,22.0%,56,114.4,89,20.4%,89,0.93,9,15.1%
Keldon Johnson,25.0,SAS,Forward,1830,70,19.7%,60,115.3,55,10.5%,35,0.53,79,8.8%
Keon Johnson,22.6,BKN,Combo,1892,55,21.2%,17,99.3,24,14.6%,13,0.69,48,12.5%
Nikola Jokic,29.7,DEN,Big,2570,97,30.4%,90,134.7,100,39.8%,98,1.31,57,12.4%
Colby Jones,22.4,WAS,Wing,361,44,15.9%,25,107.1,63,13.7%,72,0.86,51,11.5%
Dillon Jones,23.0,OKC,Forward,422,14,13.0%,10,98.1,67,12.4%,91,0.95,4,16.3%
Herbert Jones,26.1,NOP,Forward,648,34,15.0%,26,107.9,73,13.4%,88,0.89,7,15.4%
Isaac Jones,25.3,SAC,Big,218,22,12.7%,90,135.9,11,5.9%,18,0.47,13,18.2%
Kai Jones,23.8,DAL,Big,240,21,12.5%,100,169.9,41,9.1%,56,0.73,62,12.0%
Kai Jones,23.8,LAC,Big,105,2,9.6%,99,147.6,19,6.6%,52,0.68,2,26.1%
Tre Jones,24.8,SAS,Combo,446,17,15.4%,61,112.6,95,31.0%,100,2.02,53,12.3%
Tre Jones,24.8,CHI,Wing,439,67,17.9%,97,129.2,98,26.3%,100,1.47,93,7.0%
Tyus Jones,28.5,PHX,Point,2163,25,18.6%,69,116.8,54,27.6%,85,1.49,83,10.1%
Derrick Jones Jr.,27.7,LAC,Big,1864,38,14.2%,64,122.0,4,4.4%,2,0.31,74,10.9%
DeAndre Jordan,36.3,DEN,Big,670,22,12.5%,62,121.3,50,10.4%,70,0.83,10,19.3%
Cory Joseph,33.2,ORL,Point,552,2,13.7%,52,113.0,4,16.1%,60,1.17,87,9.7%
Nikola Jovic,21.4,MIA,Big,1139,68,18.2%,54,119.6,84,17.3%,82,0.95,55,12.7%
Johnny Juzang,23.6,UTA,Wing,1225,51,16.2%,51,114.1,21,8.1%,13,0.50,90,7.5%
