Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Goran Dragic,33.5,MIA,Point,552,82,-3.8%,61,-2.0%,89,-12.7%,66,-5.6%,88,-9.9%,53,-1.0%,39,+2.1%,48,+0.8%
Joel Embiid,25.6,PHI,Big,144,0,+17.1%,6,+14.6%,14,+11.2%,30,+6.5%,13,+8.7%,98,-22.7%,1,+23.9%,1,+16.1%
James Ennis,29.3,ORL,Forward,119,43,+1.8%,55,-0.4%,76,-5.8%,50,+0.5%,64,-2.8%,26,+7.0%,38,+2.3%,24,+3.6%
Dorian Finney-Smith,26.5,DAL,Forward,190,95,-7.9%,87,-6.1%,92,-14.0%,90,-17.1%,97,-15.0%,85,-13.5%,37,+2.4%,69,-2.0%
Evan Fournier,27.0,ORL,Wing,170,2,+11.6%,33,+4.0%,2,+24.7%,20,+9.6%,3,+16.8%,3,+25.9%,18,+5.8%,3,+10.8%
Danilo Gallinari,31.2,OKC,Big,211,3,+11.4%,2,+18.1%,8,+14.0%,3,+23.2%,5,+16.3%,49,-0.1%,13,+7.8%,26,+3.5%
Marc Gasol,34.8,TOR,Big,226,31,+2.8%,26,+4.9%,17,+11.1%,83,-11.3%,39,+2.5%,7,+15.9%,75,-3.8%,33,+2.8%
Paul George,29.5,LAC,Wing,475,58,-0.8%,48,+1.0%,93,-14.4%,55,-2.3%,85,-9.4%,50,-0.3%,23,+4.8%,25,+3.6%
Rudy Gobert,27.3,UTA,Big,270,3,+9.7%,13,+8.2%,3,+24.1%,11,+14.2%,1,+20.5%,32,+3.6%,41,+1.7%,35,+2.7%
Eric Gordon,30.9,HOU,Wing,409,38,+2.2%,18,+6.2%,79,-7.6%,67,-5.7%,78,-6.6%,18,+10.3%,63,-1.5%,40,+2.1%
Jerami Grant,25.6,DEN,Big,652,55,-0.4%,60,-1.8%,86,-10.3%,57,-2.5%,81,-8.0%,47,+0.1%,13,+7.3%,17,+5.0%
Danny Green,32.4,LAL,Wing,521,66,-2.2%,83,-5.9%,60,-2.6%,43,+2.7%,57,-0.6%,36,+2.8%,68,-2.4%,59,-0.6%
JaMychal Green,29.4,LAC,Big,208,39,+1.9%,44,+1.7%,32,+5.6%,52,-1.2%,38,+2.7%,65,-4.7%,34,+2.7%,46,+0.9%
Jeff Green,33.2,HOU,Forward,336,16,+4.7%,76,-5.0%,22,+8.7%,25,+8.3%,13,+8.5%,30,+4.3%,10,+8.7%,10,+6.8%
Tim Hardaway Jr.,27.6,DAL,Wing,203,9,+6.7%,97,-14.1%,13,+11.4%,47,+1.2%,18,+7.6%,51,-0.3%,3,+17.7%,3,+13.7%
James Harden,30.2,HOU,Point,445,89,-6.5%,24,+5.1%,83,-9.8%,68,-6.0%,82,-8.0%,59,-2.7%,97,-11.6%,95,-8.8%
Montrezl Harrell,25.8,LAC,Big,231,15,+4.9%,23,+5.2%,20,+9.4%,34,+5.4%,18,+7.7%,33,+3.3%,57,-1.0%,51,+0.1%
Gary Harris,25.1,DEN,Wing,379,90,-6.5%,54,-0.3%,66,-3.6%,74,-7.2%,74,-5.7%,76,-7.1%,92,-7.8%,89,-7.4%
Tobias Harris,27.3,PHI,Forward,148,23,+3.5%,0,+25.8%,24,+7.8%,79,-8.5%,54,-0.4%,100,0.0%,72,-3.0%,73,-2.7%
Gordon Hayward,29.6,BOS,Forward,157,4,+9.1%,8,+10.0%,8,+14.2%,4,+20.3%,6,+16.0%,11,+13.9%,53,+0.2%,30,+3.1%
George Hill,33.5,MIL,Combo,268,54,-0.3%,21,+5.9%,62,-2.7%,53,-1.6%,57,-1.0%,80,-9.5%,52,+0.4%,67,-1.3%
Justin Holiday,30.6,IND,Wing,131,97,-8.4%,16,+7.4%,91,-13.9%,93,-21.2%,98,-16.3%,89,-15.3%,96,-10.4%,100,-12.0%
Al Horford,33.4,PHI,Big,128,14,+5.1%,51,+0.6%,43,+2.1%,16,+11.9%,20,+6.6%,84,-12.9%,26,+3.7%,43,+1.1%
Danuel House,26.4,HOU,Forward,276,52,-0.1%,48,+1.1%,38,+3.4%,2,+27.2%,8,+13.9%,72,-5.7%,88,-7.1%,88,-7.2%
Dwight Howard,33.9,LAL,Big,253,33,+2.7%,36,+3.1%,43,+2.0%,56,-2.4%,53,+0.1%,23,+7.7%,28,+3.3%,21,+4.7%
Serge Ibaka,30.1,TOR,Big,251,84,-4.0%,95,-12.7%,78,-7.4%,27,+7.9%,59,-1.6%,91,-15.9%,21,+5.2%,68,-1.7%
Andre Iguodala,35.8,MIA,Forward,409,78,-3.2%,57,-1.0%,50,+0.2%,83,-11.0%,73,-4.4%,42,+1.2%,73,-3.2%,68,-1.9%
Joe Ingles,32.1,UTA,Forward,234,93,-7.4%,92,-8.5%,90,-13.8%,40,+3.3%,73,-5.3%,29,+4.9%,82,-6.4%,79,-4.5%
Reggie Jackson,29.5,LAC,Combo,162,29,+2.8%,78,-5.1%,48,+0.3%,18,+11.4%,28,+4.4%,28,+6.2%,23,+4.6%,18,+4.9%
LeBron James,34.8,LAL,Forward,759,73,-2.8%,85,-6.0%,88,-12.5%,23,+8.6%,72,-4.3%,38,+2.2%,67,-1.9%,56,-0.6%
Nikola Jokic,24.7,DEN,Big,694,12,+5.7%,46,+1.6%,64,-3.2%,14,+12.2%,44,+1.7%,37,+2.7%,5,+11.4%,7,+9.0%
Kyle Korver,38.6,MIL,Wing,115,71,-2.7%,96,-14.1%,12,+12.3%,89,-16.8%,55,-0.4%,93,-16.7%,29,+3.2%,47,+0.8%
Caris LeVert,25.2,BKN,Combo,139,33,+2.7%,98,-15.6%,4,+18.9%,51,0.0%,7,+15.1%,10,+14.5%,47,+1.0%,23,+3.8%
Kawhi Leonard,28.3,LAC,Forward,510,30,+2.8%,47,+1.4%,38,+3.6%,60,-4.2%,56,-0.5%,64,-4.6%,15,+7.0%,19,+4.7%
Damian Lillard,29.3,POR,Point,187,98,-8.6%,73,-4.8%,80,-8.2%,82,-11.0%,83,-8.1%,88,-14.8%,62,-1.3%,88,-7.4%
Brook Lopez,31.6,MIL,Big,327,28,+2.9%,17,+7.0%,68,-3.8%,77,-7.7%,76,-6.0%,25,+7.5%,19,+5.5%,12,+6.2%
Kyle Lowry,33.6,TOR,Point,413,17,+4.4%,5,+15.0%,41,+2.5%,39,+3.5%,42,+2.3%,20,+9.4%,69,-2.5%,42,+1.4%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,131,98,-9.9%,86,-6.1%,33,+5.4%,97,-25.5%,79,-6.9%,93,-16.7%,93,-7.8%,98,-9.5%
Wesley Matthews,33.0,MIL,Wing,246,41,+1.8%,27,+4.9%,68,-3.8%,13,+12.2%,35,+3.1%,63,-4.2%,48,+1.0%,53,-0.0%
CJ McCollum,28.1,POR,Combo,240,7,+7.5%,99,-18.0%,0,+38.7%,87,-14.0%,0,+21.1%,8,+15.7%,0,+26.8%,0,+23.5%
JaVale McGee,31.8,LAL,Big,128,64,-1.8%,72,-4.3%,63,-3.0%,12,+12.8%,33,+3.4%,75,-6.8%,64,-1.8%,76,-3.3%
Ben McLemore,26.7,HOU,Wing,117,53,-0.3%,93,-8.5%,5,+17.4%,84,-11.9%,26,+5.0%,86,-14.0%,8,+9.3%,37,+2.3%
Khris Middleton,28.2,MIL,Forward,355,36,+2.2%,88,-6.8%,57,-1.8%,59,-3.8%,65,-2.9%,5,+18.2%,30,+3.2%,13,+6.0%
Paul Millsap,34.7,DEN,Big,459,53,-0.2%,89,-7.3%,30,+6.5%,65,-5.5%,47,+1.2%,63,-4.2%,12,+8.2%,22,+4.4%
Marcus Morris,30.2,LAC,Big,386,81,-3.6%,88,-6.8%,63,-3.1%,37,+4.5%,53,+0.1%,57,-2.5%,74,-3.7%,77,-3.4%
Markieff Morris,30.2,LAL,Big,379,72,-2.7%,75,-4.8%,71,-4.8%,48,+0.6%,63,-2.6%,68,-5.2%,49,+0.9%,62,-0.9%
Jamal Murray,22.7,DEN,Combo,752,94,-7.5%,43,+1.8%,87,-10.6%,73,-6.6%,90,-10.3%,82,-11.6%,83,-6.5%,93,-8.4%
Georges Niang,26.4,UTA,Big,109,13,+5.3%,35,+3.2%,52,-0.5%,64,-5.3%,66,-3.0%,78,-7.8%,4,+11.5%,8,+8.7%
Jusuf Nurkic,25.2,POR,Big,201,45,+1.3%,90,-7.4%,18,+9.9%,75,-7.2%,27,+5.0%,74,-6.7%,2,+21.8%,6,+9.3%
Victor Oladipo,27.5,IND,Wing,122,85,-4.2%,83,-5.9%,70,-4.4%,98,-29.2%,93,-12.3%,12,+13.1%,55,0.0%,28,+3.2%
Kelly Olynyk,28.5,MIA,Big,257,93,-7.4%,80,-5.6%,75,-5.8%,36,+4.6%,60,-1.6%,83,-12.8%,86,-6.9%,93,-8.3%
Chris Paul,34.5,OKC,Point,260,6,+8.6%,32,+4.0%,72,-4.9%,1,+38.9%,48,+0.7%,24,+7.7%,14,+7.3%,8,+7.3%
Mason Plumlee,29.7,DEN,Big,186,87,-4.6%,69,-3.9%,35,+4.3%,61,-4.5%,40,+2.4%,57,-2.2%,95,-9.6%,90,-7.7%
Norman Powell,26.4,TOR,Wing,267,57,-0.7%,25,+5.0%,49,+0.2%,35,+4.6%,34,+3.2%,94,-17.9%,33,+2.8%,78,-4.0%
Josh Richardson,26.1,PHI,Combo,144,83,-3.9%,8,+10.3%,3,+19.7%,93,-19.3%,37,+2.8%,97,-19.2%,88,-7.1%,94,-8.6%
Austin Rivers,27.2,HOU,Wing,195,59,-1.1%,98,-15.1%,11,+12.4%,88,-15.6%,52,+0.1%,46,+0.5%,11,+8.6%,15,+5.9%
Rajon Rondo,33.7,LAL,Point,394,20,+3.8%,23,+5.1%,21,+9.4%,26,+8.2%,11,+9.0%,78,-7.9%,42,+1.5%,65,-1.2%
Terrence Ross,28.7,ORL,Wing,135,92,-6.9%,71,-4.1%,16,+11.1%,45,+1.6%,21,+6.3%,88,-14.7%,89,-7.2%,97,-9.2%
Dennis Schroder,26.1,OKC,Combo,226,100,-10.1%,81,-5.6%,18,+10.4%,94,-21.4%,41,+2.3%,71,-5.7%,98,-11.9%,99,-9.6%
Pascal Siakam,25.6,TOR,Forward,417,88,-4.7%,64,-2.9%,98,-18.5%,72,-6.5%,96,-14.6%,16,+11.0%,81,-6.0%,57,-0.6%
Marcus Smart,25.7,BOS,Combo,647,60,-1.3%,30,+4.3%,67,-3.6%,92,-17.7%,83,-8.6%,28,+5.4%,65,-1.9%,55,-0.5%
Garrett Temple,33.5,BKN,Wing,137,83,-4.0%,100,-19.9%,95,-14.8%,7,+18.1%,69,-3.6%,0,+35.6%,57,-0.6%,9,+7.0%
PJ Tucker,34.5,HOU,Big,414,76,-3.1%,62,-2.1%,53,-0.6%,21,+9.3%,31,+4.2%,69,-5.5%,83,-6.5%,85,-6.0%
Myles Turner,23.6,IND,Big,145,69,-2.6%,66,-2.9%,31,+6.2%,100,-39.6%,91,-10.9%,48,0.0%,28,+3.3%,34,+2.7%
Fred VanVleet,25.7,TOR,Combo,429,38,+2.0%,18,+6.2%,55,-1.6%,8,+17.4%,24,+5.3%,35,+2.9%,71,-2.8%,63,-1.2%
Nikola Vucevic,29.0,ORL,Big,184,25,+3.2%,22,+5.4%,88,-12.5%,76,-7.5%,88,-10.0%,2,+30.2%,44,+1.3%,11,+6.6%
Kemba Walker,29.5,BOS,Point,627,49,+0.5%,63,-2.8%,10,+13.3%,86,-12.0%,29,+4.4%,73,-5.9%,43,+1.3%,52,+0.0%
TJ Warren,26.2,IND,Forward,156,18,+4.3%,7,+14.1%,57,-1.7%,98,-39.0%,98,-15.1%,48,0.0%,3,+12.6%,5,+9.4%
Russell Westbrook,31.0,HOU,Combo,261,19,+3.8%,9,+9.9%,73,-5.6%,88,-14.7%,87,-9.6%,13,+11.7%,43,+1.4%,16,+5.2%
Hassan Whiteside,30.4,POR,Big,116,43,+1.7%,45,+1.6%,51,-0.1%,32,+6.0%,22,+6.2%,6,+16.0%,84,-6.5%,38,+2.1%
Lou Williams,33.0,LAC,Combo,336,46,+1.2%,49,+0.7%,54,-1.3%,43,+2.6%,51,+0.5%,60,-3.1%,35,+2.6%,44,+1.0%
Marvin Williams,33.4,MIL,Big,178,75,-3.1%,74,-4.8%,47,+0.5%,23,+8.7%,28,+4.4%,77,-7.5%,80,-6.0%,86,-6.4%
Ivica Zubac,22.6,LAC,Big,317,63,-1.6%,65,-2.9%,69,-4.2%,58,-3.4%,70,-3.7%,52,-0.6%,32,+3.0%,39,+2.1%
Torrey Craig,28.9,DEN,Wing,372,32,+2.7%,38,+2.8%,45,+1.0%,28,+7.2%,33,+3.6%,31,+3.7%,66,-1.9%,53,-0.2%
Monte Morris,24.3,DEN,Point,396,10,+6.5%,53,+0.4%,15,+11.2%,44,+1.8%,15,+8.3%,33,+3.6%,16,+6.9%,14,+5.9%
Kyle Kuzma,24.3,LAL,Forward,470,44,+1.6%,38,+2.6%,33,+4.8%,85,-11.9%,61,-1.7%,58,-2.7%,20,+5.4%,32,+3.0%
Alex Caruso,25.7,LAL,Combo,499,57,-0.5%,31,+4.1%,44,+1.2%,81,-10.7%,68,-3.6%,55,-1.6%,58,-1.0%,63,-1.0%
OG Anunoby,22.3,TOR,Forward,392,68,-2.4%,34,+3.2%,61,-2.6%,28,+7.6%,50,+0.5%,9,+14.7%,99,-12.8%,80,-4.5%
Bam Adebayo,22.3,MIA,Big,686,40,+1.8%,37,+3.0%,78,-6.3%,68,-5.8%,78,-6.1%,22,+8.5%,31,+3.0%,23,+4.0%
Jayson Tatum,21.7,BOS,Forward,690,96,-8.2%,56,-0.4%,85,-10.2%,48,+0.8%,77,-6.0%,98,-20.3%,94,-8.6%,98,-9.5%
Semi Ojeleye,24.9,BOS,Big,113,24,+3.5%,29,+4.6%,25,+7.8%,41,+3.2%,23,+6.0%,68,-5.4%,38,+2.1%,48,+0.8%
Daniel Theis,27.6,BOS,Big,481,79,-3.3%,78,-5.2%,36,+4.1%,62,-4.5%,48,+0.9%,92,-16.4%,54,+0.0%,75,-3.2%
Maxi Kleber,27.8,DAL,Big,203,18,+4.0%,33,+3.8%,13,+11.4%,70,-6.3%,25,+5.3%,95,-18.7%,8,+9.8%,43,+1.1%
Jarrett Allen,21.5,BKN,Big,132,63,-1.6%,68,-3.4%,74,-5.6%,24,+8.5%,58,-1.2%,4,+18.4%,78,-5.2%,61,-0.8%
Markelle Fultz,21.4,ORL,Combo,143,5,+8.9%,67,-3.1%,59,-2.4%,63,-5.1%,67,-3.2%,1,+30.5%,9,+9.2%,2,+14.6%
Donovan Mitchell,23.1,UTA,Combo,263,42,+1.8%,77,-5.1%,9,+13.4%,15,+12.1%,9,+13.6%,44,+0.9%,78,-4.9%,73,-2.7%
Royce O'Neale,26.4,UTA,Wing,248,8,+7.4%,84,-6.0%,6,+17.0%,8,+16.3%,4,+16.7%,13,+12.5%,24,+3.9%,20,+4.7%
Brad Wanamaker,30.3,BOS,Combo,265,51,+0.2%,68,-3.6%,58,-2.3%,9,+15.2%,30,+4.3%,39,+2.0%,61,-1.1%,58,-0.6%
Robert Williams,22.0,BOS,Big,143,13,+5.4%,19,+6.2%,39,+2.9%,18,+10.2%,23,+5.3%,8,+15.0%,51,+0.5%,28,+3.4%
Luka Doncic,20.7,DAL,Wing,214,91,-6.6%,82,-5.8%,83,-9.7%,33,+5.8%,71,-3.9%,66,-5.1%,79,-6.0%,84,-5.9%
Michael Porter,21.3,DEN,Forward,436,47,+1.1%,39,+2.5%,56,-1.7%,38,+4.4%,46,+1.4%,15,+11.6%,85,-6.8%,64,-1.2%
Shai Gilgeous-Alexander,21.3,OKC,Wing,279,62,-1.3%,91,-7.5%,29,+6.7%,0,+43.8%,3,+17.8%,73,-6.6%,48,+0.9%,66,-1.3%
Donte DiVincenzo,22.7,MIL,Combo,161,56,-0.5%,50,+0.7%,28,+7.6%,31,+6.3%,17,+7.7%,81,-9.5%,73,-3.2%,82,-4.7%
Landry Shamet,22.6,LAC,Wing,231,67,-2.3%,57,-1.1%,27,+7.7%,33,+5.7%,19,+7.0%,3,+21.0%,100,-17.4%,92,-7.7%
Shake Milton,23.1,PHI,Combo,125,77,-3.2%,42,+2.3%,1,+30.2%,53,-1.6%,8,+14.3%,99,-73.3%,77,-4.6%,96,-9.0%
Duncan Robinson,25.5,MIA,Wing,599,8,+7.3%,12,+8.4%,19,+9.7%,17,+11.8%,10,+10.6%,56,-1.9%,25,+3.7%,36,+2.3%
Gary Clark,25.0,ORL,Forward,143,74,-3.0%,79,-5.5%,82,-9.3%,80,-8.9%,86,-9.4%,83,-12.1%,45,+1.2%,72,-2.6%
Gary Trent Jr.,20.8,POR,Wing,181,48,+0.9%,3,+16.4%,93,-14.3%,29,+7.1%,84,-9.3%,61,-3.5%,91,-7.6%,83,-5.9%
Tyler Herro,19.8,MIA,Combo,705,22,+3.7%,53,+0.1%,28,+7.6%,63,-4.9%,43,+2.1%,17,+10.7%,36,+2.5%,18,+4.9%
Grant Williams,20.9,BOS,Big,163,73,-2.7%,73,-4.5%,94,-14.7%,78,-7.7%,93,-12.3%,41,+1.5%,40,+2.0%,41,+1.6%
Darius Bazley,19.4,OKC,Big,116,99,-10.0%,93,-11.6%,97,-18.2%,95,-23.2%,99,-19.5%,43,+1.0%,93,-7.8%,78,-3.5%
Kendrick Nunn,24.2,MIA,Combo,237,88,-5.3%,58,-1.4%,84,-9.9%,57,-3.2%,80,-7.0%,79,-8.3%,76,-4.0%,83,-4.9%
Luguentz Dort,20.5,OKC,Wing,174,70,-2.7%,43,+1.7%,100,-21.0%,3,+21.4%,92,-11.4%,90,-15.7%,18,+5.6%,74,-2.8%
