Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Kirk Hinrich,27.8,CHI,Combo,207,92,57.6%,83,50.0%,67,44.4%,0,68.0%,33,64%,58,40%,50,45%,42,92%
Al Horford,22.4,ATL,Big,251,10,43.1%,13,43.9%,0,0.0%,0,66.7%,43,68%,53,64%,43,73%,0,0%
Eddie House,30.5,BOS,Combo,224,100,64.3%,100,55.3%,100,50.0%,0,90.9%,0,95%,33,50%,8,95%,8,100%
Dwight Howard,22.9,ORL,Big,900,88,60.3%,88,60.5%,0,0.0%,14,63.7%,90,53%,85,52%,75,59%,0,0%
Josh Howard,28.5,DAL,Wing,294,30,46.9%,67,50.0%,0,25.0%,38,77.6%,73,46%,36,53%,64,33%,55,88%
Andre Iguodala,24.8,PHI,Wing,268,73,52.1%,58,47.1%,81,44.0%,19,65.2%,79,41%,64,35%,91,13%,45,91%
Zydrunas Ilgauskas,33.4,CLE,Big,406,20,45.7%,28,48.0%,0,15.4%,48,67.7%,28,79%,38,70%,33,84%,75,100%
LeBron James,23.8,CLE,Forward,578,90,55.0%,100,57.1%,40,32.5%,50,74.7%,90,35%,60,43%,90,16%,100,46%
Anthony Johnson,34.1,ORL,Point,277,18,44.0%,24,42.6%,25,31.0%,0,50.0%,76,31%,53,27%,94,8%,76,67%
Joe Johnson,27.3,ATL,Wing,428,15,45.5%,33,43.6%,27,34.3%,13,62.2%,97,21%,79,16%,88,15%,85,50%
Dahntay Jones,27.8,DEN,Wing,262,64,50.0%,79,51.6%,0,27.3%,31,76.2%,42,63%,30,57%,21,67%,3,100%
James Jones,28.1,MIA,Wing,234,100,72.6%,94,60.0%,96,52.4%,0,91.7%,9,88%,91,0%,12,80%,3,100%
Jason Kidd,35.6,DAL,Point,386,82,56.8%,59,45.7%,83,43.5%,0,85.0%,24,61%,65,25%,35,33%,53,85%
Andrei Kirilenko,27.7,UTA,Forward,135,50,47.9%,80,50.0%,0,20.0%,0,71.4%,30,86%,20,83%,10,89%,0,100%
Linas Kleiza,23.8,DEN,Forward,181,100,57.3%,90,52.2%,80,40.6%,0,70.6%,10,92%,10,89%,20,67%,0,100%
Kyle Korver,27.6,UTA,Wing,136,76,52.2%,0,30.0%,85,46.2%,0,71.4%,3,94%,12,67%,0,100%,3,100%
Carl Landry,25.1,HOU,Big,220,75,55.6%,78,55.6%,0,0.0%,0,56.7%,35,74%,40,67%,25,86%,0,0%
Courtney Lee,23.1,ORL,Wing,548,48,48.3%,73,50.5%,8,28.6%,94,88.5%,58,51%,58,41%,58,39%,3,100%
Rashard Lewis,29.2,ORL,Big,983,53,52.8%,30,48.4%,50,39.7%,81,78.4%,45,66%,68,56%,80,51%,95,92%
Kyle Lowry,22.6,HOU,Point,228,0,36.4%,0,37.0%,0,22.2%,29,74.2%,59,37%,35,40%,76,14%,6,100%
Stephon Marbury,31.7,BOS,Combo,156,0,32.5%,17,30.8%,0,27.3%,0,100.0%,42,58%,8,75%,33,50%,75,67%
Kenyon Martin,30.8,DEN,Big,536,30,50.0%,43,50.7%,0,20.0%,29,65.7%,20,81%,25,74%,18,90%,75,100%
Roger Mason Jr.,28.1,SAS,Wing,108,52,48.4%,6,38.5%,46,36.8%,0,66.7%,88,25%,91,0%,94,0%,97,43%
Antonio McDyess,34.2,DET,Big,135,50,52.3%,50,52.3%,0,0.0%,0,100.0%,3,91%,40,67%,13,95%,0,0%
Andre Miller,32.6,PHI,Point,257,65,49.0%,76,49.5%,0,30.0%,71,82.4%,65,35%,76,22%,29,37%,6,100%
Brad Miller,32.6,CHI,Big,185,48,52.0%,10,41.9%,0,71.4%,0,79.2%,3,91%,15,82%,3,100%,75,100%
Paul Millsap,23.7,UTA,Big,155,45,51.0%,48,51.0%,0,0.0%,0,50.0%,25,80%,8,85%,65,60%,0,0%
Yao Ming,28.1,HOU,Big,322,68,54.5%,68,54.5%,0,0.0%,90,90.2%,75,59%,90,41%,45,72%,0,0%
Ronald Murray,29.3,ATL,Combo,323,25,41.9%,33,39.1%,0,31.0%,67,86.5%,50,50%,50,42%,58,33%,67,77%
Joakim Noah,23.7,CHI,Big,271,43,51.0%,45,51.0%,0,0.0%,0,76.0%,85,54%,83,52%,50,67%,0,0%
Dirk Nowitzki,30.4,DAL,Big,393,60,53.5%,73,55.0%,0,28.6%,100,92.5%,95,44%,95,21%,83,50%,100,83%
Jermaine O'Neal,30.1,MIA,Big,161,70,54.9%,70,54.9%,0,0.0%,71,75.0%,88,54%,30,71%,93,48%,0,0%
Lamar Odom,29.0,LAL,Big,733,80,57.1%,53,52.6%,100,51.4%,10,61.3%,63,61%,80,53%,63,61%,98,89%
Travis Outlaw,24.1,POR,Forward,166,10,34.9%,10,32.7%,0,28.6%,0,70.0%,80,50%,80,33%,70,38%,0,100%
Zaza Pachulia,24.7,ATL,Big,249,5,41.7%,8,41.7%,0,0.0%,67,74.4%,48,65%,40,67%,83,50%,0,0%
Tony Parker,26.5,SAS,Point,181,88,57.1%,100,59.6%,0,25.0%,14,71.0%,94,24%,88,16%,65,24%,6,100%
Chris Paul,23.5,NOP,Point,201,29,45.1%,41,43.9%,33,31.3%,0,85.7%,100,10%,94,13%,100,0%,100,20%
Kendrick Perkins,24.0,BOS,Big,511,83,57.9%,83,57.9%,0,0.0%,38,66.7%,78,58%,57,62%,78,53%,0,0%
Paul Pierce,31.1,BOS,Wing,555,33,47.3%,55,46.3%,23,33.3%,56,84.2%,76,42%,61,39%,73,24%,48,89%
Mickael Pietrus,26.7,ORL,Wing,609,85,60.1%,97,60.5%,69,39.8%,25,73.7%,30,72%,21,62%,21,67%,67,84%
James Posey,31.8,NOP,Wing,113,6,41.4%,12,38.9%,12,29.4%,0,83.3%,61,50%,73,20%,94,0%,3,100%
Tayshaun Prince,28.7,DET,Forward,128,0,27.8%,0,27.3%,0,20.0%,0,0.0%,50,57%,30,50%,50,50%,0,100%
Joel Przybilla,29.1,POR,Big,161,75,55.6%,78,55.6%,0,0.0%,0,50.0%,68,60%,75,56%,3,100%,0,0%
JJ Redick,24.4,ORL,Combo,320,67,50.6%,25,33.3%,56,40.4%,0,92.9%,25,84%,25,60%,25,60%,33,95%
Rajon Rondo,22.7,BOS,Point,576,6,43.1%,35,43.4%,0,26.1%,0,65.7%,71,34%,59,26%,24,41%,76,67%
Derrick Rose,20.1,CHI,Point,313,71,50.4%,88,50.9%,0,0.0%,0,80.0%,82,29%,65,25%,41,31%,0,0%
Brandon Roy,24.3,POR,Wing,237,61,49.6%,52,45.7%,92,50.0%,75,87.0%,100,18%,88,8%,85,18%,85,50%
John Salmons,28.9,CHI,Wing,312,21,45.8%,45,44.9%,19,31.6%,63,85.3%,67,49%,55,42%,33,58%,85,50%
Brian Scalabrine,30.6,BOS,Forward,240,70,54.0%,20,40.9%,100,42.9%,0,100.0%,0,95%,100,0%,0,100%,0,100%
Luis Scola,28.5,HOU,Big,416,25,49.0%,33,49.0%,0,0.0%,43,67.3%,73,59%,93,35%,38,80%,0,0%
JR Smith,23.1,DEN,Wing,409,82,55.5%,88,56.0%,42,36.4%,0,52.3%,52,55%,48,46%,82,19%,70,83%
Joe Smith,33.3,CLE,Big,205,30,50.0%,20,45.5%,0,60.0%,0,76.0%,13,87%,15,82%,20,89%,75,100%
Josh Smith,22.9,ATL,Big,409,8,43.0%,20,45.5%,0,13.3%,62,73.2%,33,75%,20,76%,48,70%,75,100%
Peja Stojakovic,31.4,NOP,Forward,162,20,44.9%,40,43.5%,20,30.8%,0,92.3%,20,89%,0,100%,40,60%,0,100%
Rodney Stuckey,22.5,DET,Combo,127,17,40.7%,58,45.3%,0,0.0%,0,85.7%,75,33%,83,17%,33,50%,0,0%
Wally Szczerbiak,31.7,CLE,Wing,134,12,45.2%,85,55.0%,0,18.2%,0,83.3%,12,85%,12,67%,9,88%,3,100%
Jason Terry,31.1,DAL,Wing,322,36,48.0%,21,40.3%,58,38.2%,44,77.8%,48,56%,91,0%,52,43%,73,81%
Tyrus Thomas,22.2,CHI,Big,187,18,44.3%,18,44.3%,0,0.0%,0,75.0%,38,74%,53,64%,28,85%,0,0%
Hedo Turkoglu,29.6,ORL,Wing,931,42,48.1%,39,44.3%,62,38.6%,50,81.6%,85,33%,70,23%,76,22%,79,66%
Anderson Varejao,26.1,CLE,Big,419,30,50.0%,38,50.0%,0,0.0%,0,68.2%,30,78%,3,88%,98,38%,0,0%
Sasha Vujacic,24.7,LAL,Combo,235,8,37.2%,0,21.6%,11,32.7%,0,83.3%,8,92%,8,75%,17,75%,8,100%
Dwyane Wade,26.8,MIA,Wing,284,67,50.3%,61,47.6%,54,37.5%,69,86.2%,94,24%,67,30%,70,27%,100,11%
Von Wafer,23.3,HOU,Wing,164,45,48.3%,30,43.1%,77,42.9%,0,83.3%,55,51%,33,56%,67,32%,52,89%
Ben Wallace,34.1,CLE,Big,176,93,61.5%,93,61.5%,0,0.0%,0,0.0%,10,88%,5,88%,0,0%,0,0%
Rasheed Wallace,34.1,DET,Big,121,13,43.3%,0,31.8%,0,50.0%,0,0.0%,50,64%,100,0%,83,50%,75,100%
Luke Walton,28.6,LAL,Wing,316,18,45.8%,42,44.6%,0,33.3%,0,56.3%,39,63%,18,64%,42,50%,3,100%
David West,28.2,NOP,Big,178,0,40.0%,3,40.0%,0,0.0%,86,89.7%,57,63%,63,58%,53,65%,0,0%
Delonte West,25.3,CLE,Combo,589,58,50.3%,92,50.4%,22,33.3%,33,83.3%,67,40%,42,48%,83,19%,58,83%
Deron Williams,24.4,UTA,Point,210,53,47.1%,29,43.2%,58,36.0%,86,82.5%,41,50%,6,64%,82,13%,76,67%
Lou Williams,22.0,PHI,Combo,148,42,47.1%,42,42.9%,44,37.5%,0,66.7%,58,48%,67,33%,75,22%,8,100%
Mo Williams,25.9,CLE,Point,540,59,49.0%,47,44.1%,67,37.0%,57,76.7%,29,56%,24,44%,47,31%,47,85%
Metta World Peace,29.0,HOU,Forward,487,30,45.5%,60,47.1%,0,28.7%,0,71.4%,100,29%,90,24%,100,11%,90,57%
Antoine Wright,24.7,DAL,Wing,151,94,65.3%,100,76.5%,46,36.8%,0,81.8%,61,50%,52,44%,94,0%,61,86%
Thaddeus Young,20.4,PHI,Forward,229,40,47.9%,50,44.8%,0,41.7%,0,83.3%,60,52%,30,50%,80,33%,0,100%
