Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Avery Bradley,20.9,BOS,Combo,247,0,66.7%,40,6.8%,30,1.2%,0,0.0%
Elton Brand,32.6,PHI,Big,355,19,62.5%,57,14.2%,32,1.5%,30,12.5%
Corey Brewer,25.7,DEN,Wing,112,0,75.0%,49,7.5%,16,0.8%,73,25.0%
Kobe Bryant,33.2,LAL,Wing,475,75,83.2%,70,10.7%,97,3.4%,70,20.0%
Caron Butler,31.6,LAC,Wing,266,0,75.0%,54,8.0%,19,0.9%,0,0.0%
Andrew Bynum,24.0,LAL,Big,450,67,77.6%,74,17.5%,74,2.6%,62,22.6%
Vince Carter,34.8,DAL,Wing,106,0,75.0%,41,6.8%,100,3.4%,0,0.0%
Mario Chalmers,25.5,MIA,Point,801,17,71.7%,53,8.6%,53,1.9%,24,15.8%
Tyson Chandler,29.1,NYK,Big,166,0,60.0%,87,25.0%,66,2.3%,30,12.5%
Norris Cole,23.0,MIA,Point,142,0,71.4%,59,9.1%,24,1.4%,0,0.0%
Darren Collison,24.2,IND,Point,195,0,84.2%,71,11.1%,29,1.4%,82,50.0%
Nick Collison,31.0,OKC,Big,319,0,42.9%,11,5.9%,17,1.3%,89,33.3%
Mike Conley,24.1,MEM,Point,276,33,75.0%,65,9.5%,71,2.5%,0,0.0%
Glen Davis,25.8,ORL,Big,190,0,77.3%,40,11.2%,11,1.0%,45,18.2%
Luol Deng,26.5,CHI,Wing,227,0,57.1%,19,3.9%,62,1.6%,100,100.0%
Boris Diaw,29.5,SAS,Big,342,0,75.0%,9,5.5%,9,0.9%,64,25.0%
Keyon Dooling,31.5,BOS,Combo,197,0,66.7%,0,2.3%,20,1.0%,90,100.0%
Tim Duncan,35.5,SAS,Big,460,38,70.7%,47,12.5%,45,1.8%,74,28.6%
Kevin Durant,23.1,OKC,Forward,834,75,86.4%,63,12.1%,88,3.6%,38,11.5%
Devin Ebanks,22.0,LAL,Wing,118,0,50.0%,57,8.1%,41,1.1%,0,0.0%
Reggie Evans,31.5,LAC,Big,197,5,42.5%,100,48.0%,98,4.4%,38,16.7%
Kenneth Faried,21.9,DEN,Big,191,0,75.0%,23,9.4%,38,1.6%,89,33.3%
Derrick Favors,20.3,UTA,Big,109,14,58.6%,89,27.7%,15,1.2%,15,7.7%
Landry Fields,23.3,NYK,Wing,105,0,71.4%,86,14.3%,5,0.5%,73,25.0%
Derek Fisher,37.2,OKC,Point,419,0,100.0%,6,1.9%,6,1.0%,82,50.0%
Randy Foye,28.1,LAC,Wing,286,0,84.6%,30,6.4%,11,0.7%,0,0.0%
Danilo Gallinari,23.2,DEN,Forward,219,0,91.7%,38,10.5%,50,1.6%,0,0.0%
Kevin Garnett,35.5,BOS,Big,733,76,81.3%,43,11.5%,89,3.4%,85,30.0%
Marc Gasol,26.8,MEM,Big,260,71,79.1%,77,18.5%,96,3.9%,51,20.0%
Pau Gasol,31.3,LAL,Big,439,90,82.8%,15,7.4%,64,2.3%,70,27.3%
Rudy Gay,25.2,MEM,Forward,279,50,82.5%,50,11.9%,63,2.1%,50,20.0%
Paul George,21.5,IND,Wing,368,50,78.6%,73,10.8%,70,1.9%,95,36.4%
Taj Gibson,26.4,CHI,Big,137,0,68.2%,83,21.4%,19,1.3%,38,16.7%
Manu Ginobili,34.3,SAS,Wing,386,100,86.8%,81,13.7%,92,2.9%,81,27.3%
Danny Granger,28.5,IND,Wing,418,63,82.1%,35,6.6%,30,1.1%,89,33.3%
Danny Green,24.4,SAS,Wing,283,0,70.0%,11,3.2%,54,1.4%,0,0.0%
Blake Griffin,22.6,LAC,Big,391,29,63.6%,68,17.4%,87,3.3%,87,30.3%
Richard Hamilton,33.7,CHI,Wing,170,0,81.8%,38,6.8%,95,3.0%,0,0.0%
Tyler Hansbrough,26.0,IND,Big,152,0,63.2%,64,15.1%,57,2.1%,30,12.5%
James Harden,22.2,OKC,Wing,621,88,85.5%,100,21.8%,86,2.2%,57,12.3%
Al Harrington,31.7,DEN,Big,162,0,66.7%,13,6.3%,60,2.2%,51,20.0%
Devin Harris,28.7,UTA,Point,119,0,71.4%,100,15.4%,35,1.5%,47,25.0%
Udonis Haslem,31.4,MIA,Big,444,57,74.3%,55,13.4%,26,1.4%,15,7.7%
Spencer Hawes,23.5,PHI,Big,328,52,73.1%,28,9.5%,51,1.9%,45,18.2%
Gordon Hayward,21.6,UTA,Wing,122,0,100.0%,92,15.4%,32,1.1%,0,0.0%
Roy Hibbert,24.9,IND,Big,339,33,66.7%,38,10.6%,77,2.8%,38,16.7%
George Hill,25.5,IND,Combo,344,67,84.8%,100,13.4%,90,2.0%,20,6.3%
Jordan Hill,24.3,LAL,Big,210,0,68.8%,34,10.5%,72,2.5%,0,0.0%
Kirk Hinrich,30.8,ATL,Combo,140,0,100.0%,50,6.9%,0,0.7%,90,100.0%
Jrue Holiday,21.4,PHI,Combo,492,100,86.4%,70,8.9%,70,1.6%,30,11.8%
Ryan Hollins,27.1,BOS,Big,146,0,44.4%,70,17.4%,81,3.1%,64,25.0%
Al Horford,25.4,ATL,Big,107,0,75.0%,17,8.1%,47,1.8%,0,0.0%
Serge Ibaka,22.1,OKC,Big,567,48,72.2%,45,12.1%,6,0.8%,74,28.6%
Andre Iguodala,27.8,PHI,Wing,504,0,58.9%,84,14.1%,38,1.1%,59,12.5%
Stephen Jackson,33.6,SAS,Wing,282,0,93.3%,8,2.9%,49,1.3%,97,50.0%
LeBron James,26.8,MIA,Forward,978,0,73.9%,100,17.3%,100,3.9%,88,28.6%
Al Jefferson,26.8,UTA,Big,140,0,25.0%,4,4.4%,0,0.0%,98,66.7%
Joe Johnson,30.3,ATL,Wing,242,0,75.0%,46,7.3%,84,2.2%,0,0.0%
James Jones,31.1,MIA,Wing,149,0,100.0%,27,5.7%,46,1.3%,0,0.0%
DeAndre Jordan,23.3,LAC,Big,245,0,33.3%,81,19.1%,55,2.0%,60,22.2%
Jason Kidd,38.6,DAL,Point,143,0,90.0%,18,7.0%,41,1.6%,71,33.3%
Ty Lawson,24.0,DEN,Point,241,0,63.2%,47,8.0%,59,2.0%,94,55.6%
Kawhi Leonard,20.3,SAS,Forward,376,0,81.3%,25,9.5%,13,1.0%,100,44.4%
Shawn Marion,33.5,DAL,Forward,139,0,90.0%,13,9.1%,0,0.6%,0,0.0%
Kenyon Martin,33.8,LAC,Big,191,0,62.5%,6,4.5%,34,1.5%,0,0.0%
O.J. Mayo,24.0,MEM,Combo,163,33,77.8%,90,12.7%,40,1.4%,0,0.0%
JaVale McGee,23.8,DEN,Big,181,10,57.7%,79,18.8%,40,1.7%,21,8.3%
Andre Miller,35.6,DEN,Combo,199,0,86.7%,10,4.1%,100,3.3%,80,66.7%
Mike Miller,31.7,MIA,Wing,366,0,81.8%,3,2.0%,0,0.4%,0,0.0%
Paul Millsap,26.7,UTA,Big,138,0,50.0%,19,8.5%,85,3.1%,0,0.0%
Gary Neal,27.1,SAS,Combo,204,0,84.6%,60,7.8%,10,0.9%,70,50.0%
Jameer Nelson,29.7,ORL,Point,181,0,75.0%,35,7.7%,88,3.5%,29,16.7%
Dirk Nowitzki,33.4,DAL,Big,153,95,90.5%,72,17.4%,100,4.5%,96,40.0%
Tony Parker,29.5,SAS,Point,504,83,80.7%,88,13.3%,82,2.9%,35,21.2%
Chris Paul,26.5,LAC,Point,421,100,87.2%,29,7.6%,100,4.1%,65,30.8%
Kendrick Perkins,27.0,OKC,Big,515,0,80.0%,32,10.2%,30,1.4%,23,10.0%
Paul Pierce,34.1,BOS,Forward,775,100,89.4%,88,14.9%,75,2.4%,75,25.0%
Mickael Pietrus,29.7,BOS,Wing,392,0,56.3%,32,6.6%,43,1.3%,0,0.0%
Quincy Pondexter,23.6,MEM,Wing,113,0,77.8%,89,15.0%,81,2.1%,89,33.3%
Zach Randolph,30.3,MEM,Big,247,24,62.9%,66,15.2%,49,1.9%,51,20.0%
JJ Redick,27.4,ORL,Wing,121,0,85.7%,76,12.2%,78,2.0%,68,16.7%
Jason Richardson,30.8,ORL,Wing,148,0,41.7%,43,7.0%,65,1.7%,0,0.0%
Rajon Rondo,25.7,BOS,Point,805,0,69.6%,24,7.0%,18,1.3%,41,22.7%
Thabo Sefolosha,27.5,OKC,Wing,443,0,88.9%,0,2.0%,14,0.7%,0,0.0%
Ramon Sessions,25.6,LAL,Combo,375,0,74.3%,80,12.6%,60,1.6%,40,18.8%
JR Smith,26.1,NYK,Wing,169,0,100.0%,5,2.7%,73,1.9%,0,0.0%
Josh Smith,25.9,ATL,Big,194,0,76.2%,23,9.4%,91,3.5%,28,11.1%
Marreese Speights,24.2,MEM,Big,100,0,60.0%,53,13.3%,53,1.9%,89,33.3%
Tiago Splitter,26.8,SAS,Big,166,0,37.2%,94,30.0%,94,3.7%,72,27.8%
Greg Stiemsma,26.1,BOS,Big,141,0,66.7%,30,10.0%,21,1.4%,0,0.0%
Amar'e Stoudemire,29.0,NYK,Big,139,62,75.0%,96,30.4%,70,2.5%,74,28.6%
Jeff Teague,23.4,ATL,Point,224,0,89.5%,76,11.4%,65,2.3%,71,33.3%
Jason Terry,34.1,DAL,Wing,138,0,62.5%,59,8.3%,57,1.4%,0,0.0%
Ronny Turiaf,28.8,MIA,Big,106,0,27.3%,85,23.8%,83,3.1%,51,20.0%
Hedo Turkoglu,32.6,ORL,Wing,162,0,63.6%,62,8.9%,68,1.9%,0,0.0%
Evan Turner,23.0,PHI,Wing,443,13,69.6%,78,13.2%,89,2.4%,81,27.3%
Dwyane Wade,29.8,MIA,Wing,898,38,72.5%,97,16.3%,76,2.0%,78,25.6%
CJ Watson,27.5,CHI,Point,164,0,75.0%,41,7.9%,94,3.6%,0,0.0%
David West,31.2,IND,Big,415,81,81.8%,51,12.7%,68,2.4%,49,19.0%
Russell Westbrook,23.0,OKC,Point,765,67,80.2%,82,11.5%,47,1.8%,53,25.5%
Lou Williams,25.0,PHI,Point,354,50,78.8%,94,14.6%,76,2.7%,59,26.1%
Marvin Williams,25.4,ATL,Forward,138,0,66.7%,0,2.3%,38,1.4%,0,0.0%
Mo Williams,28.9,LAC,Combo,225,0,92.3%,20,5.2%,50,1.5%,50,20.0%
Metta World Peace,32.0,LAL,Wing,233,0,75.0%,22,4.8%,59,1.6%,0,0.0%
Nick Young,26.4,LAC,Wing,196,0,88.9%,68,10.0%,22,1.0%,65,14.3%
Thaddeus Young,23.4,PHI,Big,275,43,71.0%,49,12.6%,43,1.8%,15,7.7%
