Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Darius Bazley,22.4,OKC,Big,530,82,2.7%,79,1.4%,92,2.7%,24,5.4%,28,14.8%,57,2.6%,57,31.0%
Bradley Beal,29.3,WAS,Combo,1672,90,1.0%,29,1.2%,78,2.5%,72,2.7%,42,9.3%,81,1.4%,71,6.4%
Malik Beasley,25.9,UTA,Wing,1465,15,0.3%,52,1.3%,92,2.1%,30,1.9%,67,11.9%,0,0.0%,44,8.3%
Malik Beasley,25.9,LAL,Wing,611,3,0.1%,67,1.5%,93,2.0%,17,1.5%,68,12.1%,0,0.0%,73,15.4%
MarJon Beauchamp,21.1,MIL,Wing,588,41,0.5%,32,1.1%,23,3.8%,88,5.0%,44,10.0%,90,4.7%,61,12.5%
Davis Bertans,30.0,DAL,Big,457,22,0.9%,51,1.1%,32,4.7%,4,2.1%,1,8.2%,0,0.0%,4,9.4%
Patrick Beverley,34.3,LAL,Combo,1210,92,1.0%,47,1.4%,12,4.2%,36,1.7%,48,9.5%,98,5.3%,58,5.1%
Patrick Beverley,34.3,CHI,Point,605,100,1.4%,76,1.8%,4,4.7%,89,3.6%,96,15.9%,98,4.0%,67,5.3%
Saddiq Bey,23.6,ATL,Forward,626,2,0.1%,62,1.3%,88,2.2%,93,6.5%,65,13.4%,0,0.0%,45,16.0%
Saddiq Bey,23.6,DET,Forward,1487,16,0.4%,79,1.4%,91,2.1%,53,3.8%,48,12.2%,74,3.3%,48,16.9%
Khem Birch,30.1,TOR,Big,155,61,1.8%,82,1.4%,18,5.2%,27,5.6%,11,11.4%,0,0.0%,0,0.0%
Goga Bitadze,23.3,ORL,Big,244,93,3.5%,65,1.2%,24,4.9%,91,13.3%,71,20.2%,94,9.1%,33,22.2%
Goga Bitadze,23.3,IND,Big,176,88,3.0%,96,2.1%,8,5.8%,70,10.4%,15,12.2%,98,16.7%,26,20.0%
Bismack Biyombo,30.2,PHX,Big,822,100,5.1%,36,0.9%,37,4.6%,65,9.8%,55,18.3%,0,0.0%,45,26.0%
Bogdan Bogdanovic,30.2,ATL,Wing,1503,59,0.6%,47,1.2%,78,2.4%,17,1.6%,33,9.3%,67,1.5%,54,10.9%
Bojan Bogdanovic,33.5,DET,Forward,1892,5,0.2%,12,0.8%,87,2.3%,16,1.9%,16,10.1%,0,0.0%,20,8.3%
Bol Bol,23.0,ORL,Big,1489,85,2.9%,30,0.8%,98,2.4%,18,4.8%,81,22.1%,0,0.0%,45,25.9%
Devin Booker,26.0,PHX,Wing,1828,38,0.5%,42,1.2%,40,3.3%,50,2.6%,62,11.2%,65,1.3%,10,0.9%
Brandon Boston Jr.,20.9,LAC,Wing,184,0,0.0%,36,1.1%,25,3.6%,44,2.4%,30,9.0%,0,0.0%,55,11.1%
Chris Boucher,29.8,TOR,Big,1493,74,2.3%,76,1.3%,63,3.8%,67,9.9%,59,18.8%,59,2.7%,56,30.3%
James Bouknight,22.1,CHA,Combo,450,55,0.5%,13,0.9%,10,4.3%,25,1.6%,92,12.7%,0,0.0%,0,0.0%
Malaki Branham,19.5,SAS,Combo,1433,9,0.2%,11,0.9%,58,3.1%,43,1.8%,72,10.8%,0,0.0%,29,2.0%
Christian Braun,21.5,DEN,Combo,1062,79,0.8%,62,1.6%,29,3.7%,96,5.0%,75,10.9%,0,0.0%,98,13.6%
Mikal Bridges,26.2,PHX,Wing,2035,95,1.1%,58,1.4%,83,2.3%,60,2.8%,25,8.8%,64,1.3%,71,14.7%
Mikal Bridges,26.2,BKN,Wing,922,80,0.8%,50,1.3%,91,2.1%,48,2.5%,45,10.1%,0,0.0%,60,12.3%
Oshae Brissett,24.4,IND,Forward,1034,37,0.6%,49,1.1%,66,2.8%,83,5.4%,56,12.6%,91,6.0%,96,37.5%
Malcolm Brogdon,29.9,BOS,Combo,1731,54,0.5%,24,1.1%,80,2.5%,66,2.5%,97,13.8%,0,0.0%,75,7.1%
Dillon Brooks,26.8,MEM,Wing,2209,28,0.4%,44,1.2%,13,4.2%,33,2.0%,16,8.1%,50,0.6%,69,14.0%
Bruce Brown,26.2,DEN,Wing,2234,93,1.1%,79,1.7%,34,3.5%,64,3.1%,63,11.5%,0,0.0%,75,15.5%
Jaylen Brown,26.0,BOS,Wing,2400,50,0.5%,57,1.3%,69,2.6%,68,3.3%,89,14.4%,0,0.0%,97,32.8%
Moses Brown,23.1,LAC,Big,212,78,2.5%,12,0.6%,59,3.9%,100,19.6%,90,24.2%,92,8.7%,92,46.2%
Troy Brown,23.3,LAL,Forward,1844,17,0.4%,74,1.4%,74,2.7%,34,3.1%,43,11.8%,94,6.9%,71,24.7%
Jalen Brunson,26.2,NYK,Point,2375,26,0.3%,22,1.1%,74,2.4%,39,1.8%,26,8.9%,0,0.0%,26,1.6%
Thomas Bryant,25.3,DEN,Big,168,59,1.8%,1,0.3%,10,5.7%,66,9.8%,56,18.5%,0,0.0%,22,18.2%
Thomas Bryant,25.3,LAL,Big,858,34,1.3%,20,0.7%,78,3.4%,53,8.4%,88,24.0%,0,0.0%,12,13.5%
Reggie Bullock,31.6,DAL,Forward,2351,9,0.3%,37,1.0%,56,3.1%,9,1.5%,38,11.5%,0,0.0%,14,6.9%
Alec Burks,31.3,DET,Wing,1122,27,0.4%,63,1.4%,33,3.5%,25,1.7%,78,12.7%,62,1.2%,50,9.7%
Jimmy Butler,33.1,MIA,Forward,2138,31,0.5%,100,2.4%,100,1.5%,95,6.9%,49,12.2%,59,2.2%,33,11.2%
John Butler,19.9,POR,Big,170,41,1.4%,84,1.5%,22,5.0%,0,1.1%,1,6.7%,0,0.0%,0,0.0%
Jamal Cain,23.6,MIA,Forward,220,7,0.2%,91,1.7%,41,3.5%,96,7.0%,72,14.2%,0,0.0%,20,8.3%
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,75,0.7%,83,2.0%,76,2.6%,33,1.7%,22,7.7%,0,0.0%,25,1.1%
Vlatko Cancar,25.6,DEN,Big,804,20,0.8%,58,1.2%,57,4.0%,6,3.2%,9,11.1%,0,0.0%,18,17.1%
Clint Capela,28.5,ATL,Big,1730,73,2.2%,49,1.1%,88,3.0%,95,14.7%,98,26.9%,78,4.8%,53,29.2%
Jevon Carter,27.1,MIL,Combo,1753,81,0.8%,60,1.6%,28,3.7%,44,1.8%,25,8.2%,79,1.0%,97,12.6%
Wendell Carter,23.5,ORL,Big,1684,27,1.0%,25,0.7%,79,3.3%,43,7.7%,80,21.6%,54,2.2%,65,34.9%
Alex Caruso,28.7,CHI,Combo,1572,98,1.6%,98,2.8%,8,4.4%,79,3.0%,46,9.5%,0,0.0%,99,19.0%
Julian Champagnie,21.3,SAS,Forward,276,61,0.8%,10,0.7%,46,3.4%,27,2.7%,73,14.2%,99,11.8%,57,20.0%
Kennedy Chandler,20.1,MEM,Point,162,65,0.6%,26,1.2%,59,2.7%,78,2.9%,74,12.3%,0,0.0%,0,0.0%
Max Christie,19.7,LAL,Wing,459,46,0.5%,2,0.6%,61,2.8%,16,1.5%,66,11.8%,0,0.0%,66,13.8%
Josh Christopher,20.9,HOU,Combo,682,84,0.9%,65,1.6%,67,2.9%,67,2.6%,17,7.3%,0,0.0%,90,9.4%
Brandon Clarke,26.1,MEM,Big,1066,56,1.7%,75,1.3%,46,4.3%,52,8.3%,47,17.0%,0,0.0%,38,23.5%
Jordan Clarkson,30.4,UTA,Combo,1987,25,0.3%,4,0.7%,85,2.3%,87,3.8%,30,8.4%,0,0.0%,83,8.3%
Nicolas Claxton,23.5,BKN,Big,2270,98,4.1%,73,1.3%,69,3.7%,62,9.4%,73,20.3%,0,0.0%,77,39.3%
Amir Coffey,25.4,LAC,Wing,515,17,0.3%,0,0.5%,39,3.4%,41,2.4%,3,5.5%,91,5.9%,29,5.6%
John Collins,25.1,ATL,Big,2129,56,1.7%,29,0.8%,56,4.0%,9,3.6%,45,16.9%,51,1.9%,83,41.8%
Zach Collins,25.0,SAS,Big,1434,53,1.6%,46,1.1%,36,4.6%,50,8.2%,59,18.8%,0,0.0%,40,24.5%
Mike Conley,35.1,MIN,Point,752,17,0.3%,70,1.7%,65,2.5%,61,2.3%,20,8.0%,0,0.0%,61,5.1%
Mike Conley,35.1,UTA,Point,1274,33,0.4%,46,1.5%,35,3.0%,26,1.4%,15,7.6%,0,0.0%,24,1.5%
Pat Connaughton,29.8,MIL,Wing,1402,23,0.3%,33,1.1%,95,1.9%,69,3.4%,91,14.5%,88,4.3%,59,12.0%
Xavier Cooks,27.2,WAS,Big,109,36,1.3%,97,2.2%,43,4.4%,86,12.3%,16,12.4%,0,0.0%,63,33.3%
Robert Covington,31.9,LAC,Big,697,72,2.2%,95,2.0%,25,4.9%,12,4.0%,30,15.0%,72,4.1%,63,33.3%
Torrey Craig,31.9,PHX,Forward,1936,97,1.6%,45,1.1%,30,3.7%,97,7.2%,69,13.7%,97,8.9%,91,31.4%
Jae Crowder,32.3,MIL,Forward,325,63,0.9%,83,1.5%,67,2.8%,69,4.6%,66,13.6%,85,4.5%,47,16.7%
Jarrett Culver,23.7,ATL,Wing,125,79,0.8%,87,1.9%,16,4.2%,93,5.8%,99,20.9%,0,0.0%,100,55.6%
Cade Cunningham,21.1,DET,Wing,400,82,0.8%,28,1.0%,57,3.0%,54,2.7%,95,15.5%,0,0.0%,24,4.3%
Seth Curry,32.2,BKN,Wing,1181,18,0.3%,59,1.4%,38,3.4%,9,1.1%,13,7.5%,0,0.0%,0,0.0%
Stephen Curry,34.6,GSW,Point,1940,54,0.5%,20,1.1%,78,2.2%,48,2.0%,87,15.5%,65,1.3%,37,2.6%
Dyson Daniels,19.6,NOP,Wing,943,50,0.5%,83,1.8%,22,4.0%,83,4.2%,86,14.1%,70,1.7%,86,21.6%
Anthony Davis,29.6,LAL,Big,1904,85,2.9%,68,1.3%,93,2.7%,72,10.6%,92,25.0%,57,2.6%,47,26.8%
Johnny Davis,20.7,WAS,Wing,361,91,1.1%,20,0.9%,18,4.1%,27,1.8%,75,12.6%,0,0.0%,22,4.2%
Terence Davis,25.5,SAC,Wing,787,75,0.8%,92,2.2%,1,5.1%,37,2.2%,87,14.3%,93,7.0%,78,17.0%
DeMar DeRozan,33.2,CHI,Forward,2673,48,0.7%,80,1.4%,65,2.9%,8,1.4%,39,11.6%,0,0.0%,39,13.8%
Dewayne Dedmon,33.2,MIA,Big,349,67,2.0%,32,0.9%,3,6.8%,44,7.8%,84,22.6%,0,0.0%,59,31.6%
Matthew Dellavedova,32.1,SAC,Point,158,0,0.0%,67,1.7%,0,5.0%,4,0.7%,0,5.1%,0,0.0%,0,0.0%
Donte DiVincenzo,25.7,GSW,Wing,1873,13,0.3%,90,2.1%,64,2.7%,86,4.3%,77,12.7%,58,1.1%,41,7.8%
Moussa Diabate,20.8,LAC,Big,141,73,2.2%,83,1.5%,88,2.9%,92,13.5%,18,12.5%,94,9.1%,15,14.3%
Mamadi Diakite,25.8,CLE,Big,131,83,2.9%,19,0.7%,5,6.6%,21,5.0%,16,12.4%,0,0.0%,0,0.0%
Hamidou Diallo,24.3,DET,Wing,972,73,0.7%,93,2.2%,9,4.6%,95,6.2%,83,13.5%,61,1.2%,63,13.3%
Gorgui Dieng,32.8,SAS,Big,259,62,1.8%,7,0.5%,2,7.0%,22,5.3%,75,20.5%,83,5.9%,81,40.9%
Ousmane Dieng,19.4,OKC,Forward,515,45,0.7%,51,1.1%,68,2.8%,31,2.9%,67,13.6%,0,0.0%,72,25.0%
Spencer Dinwiddie,29.6,DAL,Combo,1792,48,0.5%,16,1.0%,69,2.8%,12,1.2%,37,8.8%,0,0.0%,44,3.7%
Spencer Dinwiddie,29.6,BKN,Point,917,50,0.4%,33,1.4%,52,2.8%,7,1.0%,52,10.8%,0,0.0%,41,3.3%
Luka Doncic,23.7,DAL,Point,2390,72,0.7%,74,1.7%,41,2.9%,65,2.4%,100,21.4%,85,2.2%,98,41.6%
Luguentz Dort,23.5,OKC,Wing,2257,43,0.5%,60,1.4%,15,4.2%,91,5.5%,36,9.6%,57,1.0%,27,4.7%
Ayo Dosunmu,22.8,CHI,Combo,2030,65,0.6%,37,1.3%,26,3.8%,62,2.4%,26,8.2%,0,0.0%,47,3.7%
Jeff Dowtin,25.5,TOR,Combo,237,67,0.7%,66,1.7%,90,2.2%,70,2.6%,8,6.7%,0,0.0%,80,7.7%
Goran Dragic,36.5,CHI,Combo,781,15,0.3%,2,0.5%,49,3.2%,40,1.8%,18,7.6%,0,0.0%,30,2.3%
Andre Drummond,29.2,CHI,Big,831,57,1.7%,98,2.3%,28,4.8%,98,17.0%,100,35.0%,52,1.9%,96,50.0%
Chris Duarte,25.4,IND,Forward,876,27,0.5%,52,1.1%,63,2.9%,15,1.9%,14,10.1%,56,2.0%,61,21.3%
David Duke,23.1,BKN,Combo,178,20,0.3%,96,2.4%,1,5.5%,99,5.8%,20,7.6%,0,0.0%,91,10.0%
Kris Dunn,28.6,UTA,Point,555,89,0.9%,80,1.9%,13,4.0%,30,1.5%,93,15.6%,93,3.1%,41,3.3%
Kevin Durant,34.1,BKN,Big,1402,68,2.1%,45,1.0%,94,2.6%,1,1.2%,44,16.8%,0,0.0%,14,14.1%
Kevin Durant,34.1,PHX,Big,269,64,1.9%,2,0.3%,100,0.8%,1,1.3%,42,16.7%,0,0.0%,42,25.0%
Jalen Duren,19.0,DET,Big,1652,60,1.8%,60,1.2%,59,3.9%,92,13.4%,76,20.6%,93,9.0%,94,47.8%
Tari Eason,21.5,HOU,Forward,1680,93,1.4%,98,2.2%,22,4.2%,100,10.6%,90,16.7%,88,5.0%,69,23.8%
Anthony Edwards,21.2,MIN,Wing,2837,90,1.0%,85,1.9%,76,2.5%,21,1.6%,88,14.3%,79,2.2%,39,7.3%
Kessler Edwards,22.2,SAC,Wing,296,83,0.8%,65,1.4%,2,5.1%,89,5.2%,53,10.5%,96,8.3%,44,8.3%
Joel Embiid,28.6,PHI,Big,2283,79,2.6%,74,1.3%,76,3.4%,32,6.0%,90,24.4%,0,0.0%,48,26.8%
Drew Eubanks,25.7,POR,Big,1566,90,3.2%,53,1.1%,53,4.1%,55,8.6%,45,16.9%,67,3.6%,82,41.8%
Bruno Fernando,24.2,HOU,Big,348,96,4.0%,21,0.7%,2,7.0%,90,12.9%,51,17.9%,81,5.3%,75,38.9%
Dorian Finney-Smith,29.5,BKN,Big,718,30,1.1%,47,1.1%,60,3.8%,36,6.5%,5,10.2%,0,0.0%,33,22.2%
Dorian Finney-Smith,29.5,DAL,Forward,1284,60,0.8%,73,1.4%,76,2.6%,82,5.3%,18,10.3%,73,3.3%,36,12.7%
Malachi Flynn,24.5,TOR,Combo,623,33,0.3%,33,1.3%,19,3.9%,52,2.2%,47,9.5%,0,0.0%,63,5.7%
Simone Fontecchio,26.9,UTA,Wing,723,49,0.5%,10,0.8%,48,3.1%,75,3.6%,9,7.0%,79,2.2%,12,1.9%
Bryn Forbes,29.3,MIN,Wing,241,34,0.4%,31,1.1%,28,3.5%,26,1.7%,1,4.0%,0,0.0%,0,0.0%
Trent Forrest,24.4,ATL,Combo,238,46,0.4%,35,1.3%,66,2.9%,57,2.2%,90,12.0%,0,0.0%,84,8.3%
Evan Fournier,30.0,NYK,Wing,453,20,0.3%,69,1.5%,21,4.0%,4,0.9%,43,10.0%,0,0.0%,20,3.7%
De'Aaron Fox,24.9,SAC,Point,2431,52,0.5%,41,1.4%,46,2.8%,35,1.7%,65,11.6%,67,1.4%,52,4.3%
Markelle Fultz,24.4,ORL,Combo,1777,76,0.7%,85,2.1%,72,2.7%,89,4.1%,52,9.8%,0,0.0%,55,4.9%
Wenyen Gabriel,25.6,LAL,Big,983,55,1.7%,50,1.1%,19,5.2%,84,11.9%,29,14.9%,77,4.7%,53,29.2%
Daniel Gafford,24.1,WAS,Big,1598,88,3.0%,34,0.9%,48,4.2%,74,10.7%,33,15.4%,55,2.5%,58,31.5%
Darius Garland,22.8,CLE,Point,2447,11,0.2%,59,1.6%,72,2.4%,24,1.3%,9,7.0%,0,0.0%,30,1.9%
Usman Garuba,20.6,HOU,Big,901,49,1.6%,94,1.9%,16,5.2%,82,11.8%,65,19.3%,69,3.9%,51,28.6%
Luka Garza,23.8,MIN,Big,202,1,0.3%,13,0.6%,4,6.7%,97,15.6%,3,9.7%,0,0.0%,33,22.2%
Rudy Gay,36.2,UTA,Forward,812,76,1.1%,28,1.0%,45,3.4%,56,3.9%,80,14.6%,0,0.0%,66,22.0%
Paul George,32.5,LAC,Wing,1937,48,0.5%,88,1.9%,44,3.3%,53,2.6%,93,15.0%,0,0.0%,85,21.2%
Taj Gibson,37.4,WAS,Big,444,39,1.3%,80,1.4%,1,7.3%,45,7.8%,27,14.4%,70,4.0%,2,8.3%
Josh Giddey,20.1,OKC,Forward,2368,38,0.6%,32,1.0%,85,2.3%,86,5.8%,96,18.3%,95,7.5%,84,27.9%
Shai Gilgeous-Alexander,24.3,OKC,Point,2402,98,1.3%,83,1.9%,54,2.8%,67,2.4%,57,11.1%,0,0.0%,80,9.6%
Anthony Gill,30.0,WAS,Big,568,26,1.0%,6,0.5%,25,4.9%,33,6.2%,7,10.3%,0,0.0%,5,11.1%
Rudy Gobert,30.3,MIN,Big,2148,72,2.2%,59,1.2%,73,3.5%,80,11.6%,93,25.4%,68,3.8%,82,41.3%
Jordan Goodwin,24.0,WAS,Combo,1042,97,1.2%,90,2.2%,31,3.7%,97,5.2%,96,13.3%,91,3.1%,93,11.1%
Aaron Gordon,27.1,DEN,Forward,2052,87,1.3%,48,1.1%,83,2.4%,99,9.0%,62,12.9%,78,3.8%,88,30.2%
Eric Gordon,33.9,LAC,Wing,541,66,0.6%,30,1.0%,77,2.4%,3,0.8%,5,6.2%,0,0.0%,19,3.6%
Eric Gordon,33.9,HOU,Wing,1414,62,0.6%,16,0.9%,100,1.2%,5,0.9%,4,5.7%,0,0.0%,46,8.5%
Devonte' Graham,27.7,NOP,Combo,792,69,0.7%,56,1.5%,83,2.3%,22,1.6%,27,8.3%,0,0.0%,0,0.0%
Devonte' Graham,27.7,SAS,Combo,525,57,0.6%,28,1.2%,87,2.3%,9,1.1%,38,9.0%,93,3.2%,38,3.0%
Jerami Grant,28.6,POR,Forward,2245,84,1.2%,31,1.0%,80,2.5%,22,2.5%,13,10.1%,65,2.6%,49,17.1%
AJ Green,23.1,MIL,Combo,284,0,0.0%,0,0.5%,17,3.9%,8,1.1%,64,10.3%,100,7.1%,69,6.3%
Draymond Green,32.7,GSW,Big,2298,35,1.3%,78,1.4%,68,3.7%,5,2.9%,49,17.4%,63,3.3%,80,40.2%
JaMychal Green,32.4,GSW,Big,784,42,1.4%,71,1.3%,33,4.6%,60,9.0%,32,15.4%,97,11.8%,73,37.8%
Jalen Green,20.7,HOU,Combo,2600,30,0.3%,12,0.9%,96,1.9%,28,1.7%,51,9.8%,0,0.0%,26,1.4%
Javonte Green,29.3,CHI,Forward,465,99,2.2%,97,2.1%,18,4.4%,89,6.0%,44,11.9%,0,0.0%,44,15.6%
Jeff Green,36.2,DEN,Big,1055,16,0.8%,22,0.7%,75,3.5%,8,3.5%,5,10.0%,75,4.5%,5,11.1%
Josh Green,22.0,DAL,Wing,1512,5,0.2%,50,1.3%,14,4.2%,82,4.1%,32,9.2%,0,0.0%,24,4.3%
AJ Griffin,19.2,ATL,Wing,1369,36,0.4%,51,1.3%,70,2.6%,55,2.7%,15,8.0%,73,1.8%,55,11.1%
Blake Griffin,33.6,BOS,Big,526,19,0.8%,61,1.2%,23,4.9%,50,8.1%,63,19.2%,0,0.0%,24,18.5%
Quentin Grimes,22.5,NYK,Wing,2088,65,0.6%,22,1.0%,31,3.5%,43,2.4%,29,9.0%,54,0.7%,11,1.8%
Rui Hachimura,24.7,LAL,Forward,726,68,0.9%,1,0.5%,97,1.6%,64,4.3%,71,14.1%,96,8.9%,86,29.6%
Rui Hachimura,24.7,WAS,Forward,726,57,0.8%,9,0.7%,95,1.8%,23,2.6%,57,12.7%,68,2.9%,97,39.5%
Tyrese Haliburton,22.7,IND,Combo,1882,66,0.7%,87,2.1%,99,1.4%,39,1.8%,45,9.4%,0,0.0%,53,4.6%
R.J. Hampton,21.7,ORL,Combo,332,63,0.6%,76,1.8%,81,2.5%,63,2.5%,34,8.5%,0,0.0%,44,3.7%
R.J. Hampton,21.7,DET,Forward,384,44,0.7%,60,1.2%,72,2.7%,20,2.4%,29,10.7%,0,0.0%,31,10.5%
Tim Hardaway Jr.,30.6,DAL,Forward,2140,10,0.3%,35,1.0%,84,2.3%,4,1.1%,28,10.7%,45,0.7%,35,12.6%
James Harden,33.2,PHI,Point,2131,76,0.7%,54,1.5%,83,2.0%,52,2.2%,80,13.8%,0,0.0%,96,38.4%
Jaden Hardy,19.3,DAL,Combo,641,38,0.4%,19,1.0%,30,3.7%,38,1.8%,76,10.9%,0,0.0%,87,8.6%
Montrezl Harrell,28.8,PHI,Big,657,64,1.9%,57,1.1%,42,4.4%,75,10.8%,15,12.3%,56,2.6%,59,31.7%
Gary Harris,28.1,ORL,Wing,1183,45,0.5%,77,1.6%,41,3.3%,31,1.9%,8,7.0%,0,0.0%,33,6.0%
Joe Harris,31.2,BKN,Forward,1508,18,0.4%,24,1.0%,27,4.0%,10,1.5%,9,9.1%,70,3.1%,19,8.0%
Kevon Harris,25.4,ORL,Combo,430,49,0.5%,69,1.7%,7,4.6%,99,5.8%,55,9.9%,96,4.0%,44,3.7%
Tobias Harris,30.3,PHI,Forward,2434,65,0.9%,61,1.2%,82,2.4%,35,3.1%,84,15.0%,0,0.0%,42,14.7%
Shaquille Harrison,29.1,POR,Combo,113,87,0.9%,100,4.0%,9,4.4%,4,0.9%,100,18.1%,0,0.0%,0,0.0%
Josh Hart,27.7,POR,Wing,1704,14,0.3%,61,1.4%,47,3.2%,94,6.0%,98,18.8%,81,2.2%,91,24.4%
Josh Hart,27.7,NYK,Wing,741,83,0.9%,86,1.9%,32,3.5%,97,6.5%,97,18.2%,97,8.8%,50,9.8%
Isaiah Hartenstein,24.5,NYK,Big,1597,65,2.0%,79,1.4%,15,5.3%,89,12.8%,61,18.8%,83,5.9%,49,27.6%
Sam Hauser,24.9,BOS,Forward,1169,62,0.9%,20,0.9%,49,3.3%,29,2.8%,46,12.1%,92,6.1%,32,10.9%
