Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Khris Middleton,29.2,MIL,Forward,913,9,0.2%,78,1.7%,74,2.6%,57,2.7%,74,16.2%,0,0.0%,48,16.0%
Paul Millsap,35.7,DEN,Big,106,86,3.0%,63,1.3%,31,4.7%,49,8.3%,89,25.8%,0,0.0%,94,50.0%
Shake Milton,24.1,PHI,Combo,105,0,0.0%,24,0.8%,0,6.5%,0,0.0%,29,7.1%,0,0.0%,76,10.0%
Donovan Mitchell,24.2,UTA,Combo,345,38,0.3%,71,1.4%,76,2.6%,19,0.9%,81,12.3%,0,0.0%,86,12.5%
Ja Morant,21.2,MEM,Point,288,0,0.0%,36,1.0%,86,1.6%,86,3.1%,36,9.4%,100,5.3%,0,0.0%
Marcus Morris,31.2,LAC,Big,604,26,0.9%,40,0.8%,66,3.6%,6,2.4%,9,11.8%,0,0.0%,0,0.0%
Monte Morris,25.3,DEN,Combo,282,43,0.4%,76,1.6%,100,1.7%,57,2.1%,24,6.5%,0,0.0%,0,0.0%
Raul Neto,28.5,WAS,Combo,149,0,0.0%,52,1.1%,24,4.1%,48,2.1%,14,5.7%,0,0.0%,95,18.2%
Georges Niang,27.4,UTA,Forward,128,26,0.4%,0,0.0%,0,6.5%,26,1.6%,52,12.2%,0,0.0%,0,0.0%
Jusuf Nurkic,26.2,POR,Big,173,66,2.1%,43,0.8%,11,6.3%,77,11.7%,80,24.1%,0,0.0%,83,42.9%
Royce O'Neale,27.4,UTA,Wing,402,36,0.4%,64,1.3%,21,4.2%,89,4.5%,89,16.4%,0,0.0%,100,41.7%
Onyeka Okongwu,19.9,ATL,Big,152,94,4.3%,80,1.4%,6,7.0%,74,11.3%,20,13.5%,0,0.0%,29,15.8%
Chris Paul,35.5,PHX,Point,680,14,0.2%,64,1.5%,50,3.0%,29,1.5%,29,9.1%,0,0.0%,43,2.5%
Cameron Payne,26.2,PHX,Point,403,100,1.3%,86,1.8%,21,4.2%,43,1.6%,50,10.0%,0,0.0%,64,12.0%
Michael Porter,22.3,DEN,Forward,331,43,0.5%,74,1.5%,30,3.7%,70,3.3%,87,17.0%,83,5.3%,61,25.0%
Bobby Portis,25.7,MIL,Big,348,23,0.7%,91,1.7%,74,3.3%,57,9.0%,51,18.4%,0,0.0%,14,9.1%
Kristaps Porzingis,25.3,DAL,Big,232,34,1.2%,94,1.7%,60,3.7%,11,2.8%,43,15.5%,94,6.3%,31,16.7%
Norman Powell,27.4,POR,Wing,215,93,1.4%,43,1.1%,43,3.6%,14,1.5%,0,3.8%,0,0.0%,68,13.3%
Julius Randle,25.9,NYK,Big,180,0,0.0%,34,0.7%,77,3.0%,29,5.6%,86,25.6%,0,0.0%,43,25.0%
Austin Rivers,28.3,DEN,Wing,302,46,0.5%,0,0.1%,11,4.6%,0,0.3%,11,5.9%,0,0.0%,0,0.0%
Rajon Rondo,34.7,LAC,Point,220,50,0.7%,43,1.1%,29,3.8%,57,2.0%,71,14.3%,0,0.0%,86,16.7%
Derrick Rose,32.1,NYK,Point,174,21,0.3%,7,0.5%,100,1.2%,64,2.0%,21,8.9%,0,0.0%,0,0.0%
Dario Saric,26.6,PHX,Big,131,9,0.4%,29,0.7%,9,6.5%,31,5.9%,46,17.1%,0,0.0%,37,23.1%
Dennis Schroder,27.1,LAL,Point,226,36,0.5%,50,1.4%,71,2.8%,14,0.9%,14,8.9%,0,0.0%,0,0.0%
Landry Shamet,23.6,BKN,Wing,195,21,0.3%,36,1.0%,18,4.3%,21,1.6%,21,7.3%,0,0.0%,82,22.2%
Ben Simmons,24.3,PHI,Point,402,93,1.2%,79,1.6%,43,3.4%,93,6.8%,93,16.4%,93,5.0%,93,31.6%
Anfernee Simons,21.4,POR,Combo,105,52,0.5%,29,0.9%,62,2.6%,76,2.8%,95,13.8%,100,0.0%,0,0.0%
Marcus Smart,26.7,BOS,Combo,209,29,0.2%,48,1.0%,71,2.6%,38,1.8%,52,9.6%,0,0.0%,0,0.0%
Ish Smith,32.3,WAS,Combo,149,81,1.0%,100,2.8%,29,4.1%,33,1.4%,100,16.3%,0,0.0%,0,0.0%
Jayson Tatum,22.7,BOS,Forward,217,100,2.1%,35,1.1%,70,2.7%,39,2.1%,65,13.6%,0,0.0%,96,60.0%
Jeff Teague,32.4,MIL,Combo,100,0,0.0%,43,0.9%,48,3.2%,24,1.1%,10,5.7%,95,10.0%,0,0.0%
Tristan Thompson,29.6,BOS,Big,155,51,1.7%,66,1.3%,83,2.9%,100,17.9%,60,19.5%,0,0.0%,0,0.0%
Matisse Thybulle,23.7,PHI,Wing,213,100,2.3%,100,3.0%,0,5.9%,11,1.4%,4,4.2%,93,3.0%,82,22.2%
PJ Tucker,35.5,MIL,Forward,670,13,0.2%,70,1.4%,13,4.9%,96,7.1%,9,8.9%,78,2.7%,65,26.7%
Jonas Valanciunas,28.5,MEM,Big,228,37,1.3%,11,0.6%,57,3.7%,86,13.8%,77,23.5%,0,0.0%,17,10.0%
Kemba Walker,30.5,BOS,Point,124,29,0.4%,29,1.0%,14,4.3%,36,1.5%,86,14.8%,0,0.0%,0,0.0%
Russell Westbrook,32.0,WAS,Point,252,43,0.6%,21,1.0%,64,2.8%,100,8.2%,100,17.2%,0,0.0%,100,45.5%
Lou Williams,34.0,ATL,Combo,275,24,0.2%,95,2.0%,57,2.6%,14,0.7%,33,7.7%,0,0.0%,86,12.5%
Trae Young,22.1,ATL,Point,603,0,0.0%,57,1.5%,79,2.5%,21,1.2%,7,6.2%,0,0.0%,50,4.5%
Ivica Zubac,23.6,LAC,Big,301,71,2.2%,3,0.3%,51,4.0%,91,14.0%,54,18.7%,0,0.0%,37,23.1%
