Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Marc Gasol,29.8,MEM,Big,413,79,85.2%,60,15.3%,95,4.7%,16,6.3%
Pau Gasol,34.3,CHI,Big,315,63,76.2%,44,12.7%,79,2.9%,58,25.0%
Taj Gibson,29.4,CHI,Big,270,42,70.0%,42,11.4%,77,2.9%,44,22.2%
Manu Ginobili,37.3,SAS,Wing,130,0,78.3%,94,15.2%,100,5.7%,66,28.6%
Drew Gooden,33.1,WAS,Big,177,0,76.9%,19,6.3%,14,1.0%,58,25.0%
Eric Gordon,25.9,NOP,Combo,143,0,83.3%,22,6.2%,39,1.2%,89,50.0%
Marcin Gortat,30.7,WAS,Big,306,0,66.7%,37,10.9%,56,2.3%,91,40.0%
Danny Green,27.4,SAS,Wing,203,0,66.7%,3,3.2%,6,0.7%,89,50.0%
Draymond Green,24.7,GSW,Big,781,53,73.6%,53,14.1%,35,1.6%,40,18.4%
Jeff Green,28.2,MEM,Forward,295,50,84.6%,56,10.3%,44,0.9%,22,16.7%
Blake Griffin,25.6,LAC,Big,556,47,71.7%,58,15.3%,91,3.6%,86,29.8%
James Harden,25.2,HOU,Wing,633,92,91.5%,100,17.8%,94,3.4%,14,8.1%
John Henson,23.8,MIL,Big,152,0,35.7%,65,15.6%,33,1.5%,77,28.6%
Nene Hilario,32.1,WAS,Big,256,0,47.8%,47,13.1%,84,3.2%,72,27.3%
Kirk Hinrich,33.8,CHI,Combo,116,0,66.7%,72,11.8%,0,0.4%,89,50.0%
Al Horford,28.4,ATL,Big,520,0,75.0%,5,4.1%,44,2.1%,44,22.2%
Dwight Howard,28.9,HOU,Big,572,0,41.8%,95,22.1%,98,6.1%,70,27.1%
Andre Iguodala,30.8,GSW,Wing,632,0,41.5%,86,13.0%,77,2.1%,69,29.2%
Ersan Ilyasova,27.5,MIL,Big,141,0,87.5%,12,6.2%,0,0.0%,0,0.0%
Kyrie Irving,22.6,CLE,Point,463,29,84.1%,87,11.7%,67,2.1%,47,16.7%
Jarrett Jack,31.0,BKN,Combo,152,0,100.0%,44,7.3%,61,1.5%,89,50.0%
LeBron James,29.8,CLE,Wing,843,25,73.1%,60,9.9%,97,3.8%,46,16.9%
Amir Johnson,27.5,TOR,Big,111,0,50.0%,79,18.2%,37,1.6%,88,33.3%
Joe Johnson,33.3,BKN,Wing,248,0,79.2%,63,10.0%,46,1.3%,20,10.0%
James Jones,34.1,CLE,Forward,290,0,100.0%,22,6.8%,56,1.1%,33,20.0%
Terrence Jones,22.8,HOU,Big,396,37,66.7%,70,15.6%,12,0.8%,84,29.6%
DeAndre Jordan,26.3,LAC,Big,481,5,42.6%,88,20.8%,100,6.9%,58,25.0%
Kyle Korver,33.6,ATL,Wing,524,0,81.3%,14,4.4%,34,1.1%,71,33.3%
Kosta Koufos,25.7,MEM,Big,127,0,60.0%,16,6.3%,9,0.7%,95,50.0%
Courtney Lee,29.1,MEM,Wing,366,0,95.7%,17,4.8%,37,1.1%,49,20.0%
David Lee,31.5,GSW,Big,102,0,53.3%,65,15.6%,26,1.3%,30,14.3%
Kawhi Leonard,23.3,SAS,Wing,249,42,76.5%,80,11.6%,43,1.2%,11,7.1%
Meyers Leonard,22.7,POR,Big,103,0,0.0%,0,0.0%,67,2.7%,100,0.0%
Damian Lillard,24.3,POR,Combo,200,0,78.1%,83,12.4%,94,2.7%,67,23.1%
Shaun Livingston,29.1,GSW,Combo,369,0,84.0%,89,12.5%,33,1.2%,28,9.1%
Brook Lopez,26.6,BKN,Big,232,74,82.5%,93,21.4%,51,2.2%,72,27.3%
Robin Lopez,26.6,POR,Big,117,0,100.0%,91,21.1%,47,2.1%,0,0.0%
Kevin Love,26.1,CLE,Big,106,0,73.7%,74,16.3%,65,2.5%,0,0.0%
Kyle Lowry,28.6,TOR,Point,131,0,72.7%,53,8.5%,73,2.4%,53,20.0%
O.J. Mayo,27.0,MIL,Wing,155,0,100.0%,26,5.5%,89,2.6%,71,33.3%
CJ McCollum,23.1,POR,Wing,165,0,76.9%,46,7.2%,31,1.1%,49,20.0%
Khris Middleton,23.2,MIL,Wing,231,0,93.3%,49,7.3%,23,1.0%,86,42.9%
Patty Mills,26.2,SAS,Combo,112,0,100.0%,28,6.8%,78,1.9%,78,33.3%
Paul Millsap,29.7,ATL,Big,564,58,74.4%,72,15.6%,63,2.5%,56,24.3%
Nikola Mirotic,23.7,CHI,Forward,149,0,75.0%,67,10.9%,33,0.9%,11,14.3%
Timofey Mozgov,28.3,CLE,Big,523,68,79.0%,81,18.5%,60,2.4%,21,9.1%
Joakim Noah,29.7,CHI,Big,389,0,35.0%,28,9.8%,49,2.1%,0,0.0%
Dirk Nowitzki,36.4,DAL,Big,180,100,92.9%,23,6.7%,93,4.4%,33,16.7%
Zaza Pachulia,30.7,MIL,Big,128,0,61.5%,49,13.3%,30,1.4%,33,16.7%
Tony Parker,32.5,SAS,Point,209,0,58.8%,47,8.2%,20,1.3%,20,12.5%
Patrick Patterson,25.6,TOR,Big,105,0,100.0%,2,3.6%,5,0.4%,0,0.0%
Chris Paul,29.5,LAC,Point,444,86,94.1%,33,7.1%,93,3.8%,73,28.6%
Paul Pierce,37.1,WAS,Wing,297,0,85.0%,40,6.6%,63,1.8%,0,0.0%
Quincy Pondexter,26.6,NOP,Wing,124,0,85.7%,83,12.9%,9,0.7%,60,25.0%
Otto Porter,21.4,WAS,Wing,329,0,47.6%,57,8.4%,20,0.9%,26,12.5%
Pablo Prigioni,37.5,HOU,Point,279,0,75.0%,13,3.8%,0,0.6%,0,0.0%
Zach Randolph,33.3,MEM,Big,380,84,87.9%,14,6.2%,53,2.3%,21,9.1%
JJ Redick,30.4,LAC,Wing,539,100,93.9%,37,5.9%,26,1.0%,20,10.0%
Austin Rivers,22.3,LAC,Combo,233,0,63.2%,67,10.9%,50,1.3%,83,45.5%
Derrick Rose,26.1,CHI,Combo,452,100,89.7%,33,7.2%,72,1.8%,33,11.1%
Terrence Ross,23.7,TOR,Wing,104,0,0.0%,0,0.0%,0,0.0%,100,0.0%
Dennis Schroder,21.1,ATL,Point,281,57,85.7%,67,9.0%,7,0.8%,33,14.3%
Mike Scott,26.3,ATL,Big,157,0,100.0%,9,5.6%,19,1.1%,98,66.7%
Ramon Sessions,28.6,WAS,Combo,217,0,68.4%,61,10.8%,28,1.2%,39,12.5%
Iman Shumpert,24.4,CLE,Wing,693,33,73.7%,34,5.8%,14,0.9%,0,0.0%
JR Smith,29.1,CLE,Wing,552,0,70.0%,6,3.8%,11,0.8%,26,12.5%
Josh Smith,28.9,HOU,Big,393,11,43.2%,26,8.2%,72,2.8%,51,23.5%
Tony Snell,23.0,CHI,Wing,121,0,100.0%,23,5.3%,0,0.0%,0,0.0%
Tiago Splitter,29.8,SAS,Big,123,0,31.6%,98,25.8%,86,3.3%,28,12.5%
Jeff Teague,26.4,ATL,Point,526,71,86.7%,73,9.2%,80,2.7%,20,12.5%
Jason Terry,37.1,HOU,Combo,485,0,81.3%,6,2.9%,6,0.9%,72,25.0%
Isaiah Thomas,25.7,BOS,Point,118,100,96.9%,100,14.8%,100,5.0%,60,22.2%
Klay Thompson,24.7,GSW,Wing,758,58,80.0%,31,5.8%,66,1.9%,80,40.0%
Tristan Thompson,23.6,CLE,Big,724,32,58.5%,84,18.9%,74,2.9%,77,28.6%
Evan Turner,26.0,BOS,Combo,116,0,87.5%,56,10.4%,22,1.2%,56,20.0%
Beno Udrih,32.3,MEM,Point,171,0,83.3%,20,5.3%,40,1.6%,0,0.0%
Jonas Valanciunas,22.5,TOR,Big,103,0,87.5%,28,9.8%,40,1.8%,0,0.0%
John Wall,24.2,WAS,Point,271,43,84.6%,80,9.5%,60,2.1%,67,27.3%
Deron Williams,30.3,BKN,Point,191,0,85.7%,0,2.9%,47,2.0%,93,50.0%
Lou Williams,28.0,TOR,Combo,102,0,83.3%,94,13.8%,100,3.6%,0,0.0%
Thaddeus Young,26.4,BKN,Big,189,0,41.7%,33,9.9%,2,0.2%,77,28.6%
