Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jeff Green,23.2,OKC,Forward,216,20,0.8%,20,0.8%,30,3.3%,20,2.6%,0,9.0%,0,0.0%,60,28.6%
Udonis Haslem,29.4,MIA,Big,141,5,0.4%,9,0.3%,23,5.7%,28,7.1%,91,23.9%,0,0.0%,28,20.0%
Brendan Haywood,29.9,DAL,Big,133,93,3.8%,100,2.5%,65,4.3%,98,15.8%,26,14.2%,0,0.0%,51,28.6%
Nene Hilario,27.1,DEN,Big,168,0,0.3%,79,1.6%,72,4.2%,19,5.0%,28,14.3%,86,10.0%,28,20.0%
George Hill,23.5,SAS,Combo,343,58,0.3%,42,1.4%,92,2.6%,33,1.3%,75,8.6%,92,3.1%,0,0.0%
Grant Hill,37.1,PHX,Wing,449,86,1.2%,46,1.3%,29,4.3%,63,3.0%,91,16.7%,86,3.1%,94,46.9%
Kirk Hinrich,28.8,CHI,Combo,195,0,0.0%,75,1.6%,67,3.3%,8,0.5%,100,11.8%,0,0.0%,67,6.7%
Al Horford,23.4,ATL,Big,386,86,2.9%,49,1.0%,81,3.6%,35,7.7%,79,19.4%,0,0.0%,70,30.4%
Dwight Howard,23.9,ORL,Big,494,100,5.7%,60,1.1%,70,4.2%,77,10.5%,93,24.4%,0,0.0%,81,36.0%
Serge Ibaka,20.1,OKC,Big,132,95,5.2%,12,0.3%,28,5.6%,49,9.4%,28,14.3%,0,0.0%,40,25.0%
Ersan Ilyasova,22.5,MIL,Big,150,2,0.4%,77,1.5%,63,4.3%,84,11.3%,70,19.0%,100,37.5%,88,41.7%
Stephen Jackson,31.6,CHA,Wing,155,29,0.4%,57,1.6%,46,3.8%,91,4.6%,46,9.7%,0,0.0%,60,13.3%
LeBron James,24.8,CLE,Forward,459,100,2.3%,100,1.9%,100,1.8%,30,3.7%,90,19.0%,80,2.7%,40,20.0%
Antawn Jamison,33.4,CLE,Forward,373,80,1.5%,40,0.9%,0,4.1%,60,5.0%,70,16.2%,100,3.7%,80,36.8%
Richard Jefferson,29.4,SAS,Forward,331,40,1.0%,30,0.9%,90,2.4%,10,2.5%,40,13.2%,90,3.0%,50,25.0%
Brandon Jennings,20.1,MIL,Combo,248,92,0.9%,50,1.5%,50,3.7%,42,2.1%,33,7.4%,0,0.0%,0,0.0%
Joe Johnson,28.3,ATL,Wing,440,40,0.4%,29,1.1%,91,2.3%,94,4.8%,37,8.6%,0,0.0%,71,16.7%
Jason Kidd,36.6,DAL,Point,243,73,0.2%,100,2.7%,60,2.9%,67,2.7%,100,15.0%,0,0.0%,100,16.7%
Kyle Korver,28.6,UTA,Wing,209,0,0.0%,23,1.1%,31,4.3%,0,0.0%,3,6.0%,0,0.0%,34,6.7%
Nenad Krstic,26.3,OKC,Big,129,44,1.6%,56,1.0%,42,5.2%,72,10.2%,37,16.1%,0,0.0%,12,11.1%
Ty Lawson,22.0,DEN,Combo,115,0,0.0%,100,2.3%,8,6.2%,92,4.3%,0,4.4%,0,0.0%,0,0.0%
Rashard Lewis,30.2,ORL,Big,511,26,1.1%,67,1.5%,91,3.1%,5,3.3%,19,13.3%,67,4.1%,14,13.3%
Robin Lopez,21.6,PHX,Big,100,12,0.5%,44,0.9%,49,4.9%,86,11.4%,16,13.3%,93,14.3%,19,14.3%
Shawn Marion,31.5,DAL,Forward,148,60,1.1%,0,0.3%,50,3.2%,70,5.4%,30,11.8%,0,0.0%,30,18.2%
Kenyon Martin,31.8,DEN,Big,204,49,1.9%,91,1.9%,30,5.4%,33,7.5%,84,20.4%,77,5.6%,40,25.0%
Wesley Matthews,23.0,UTA,Wing,368,60,0.7%,86,2.2%,40,4.1%,57,2.8%,43,8.9%,0,0.0%,69,16.1%
Luc Mbah a Moute,23.1,MIL,Forward,172,0,0.0%,10,0.6%,20,3.4%,100,8.1%,60,13.6%,0,0.0%,70,33.3%
Antonio McDyess,35.2,SAS,Big,245,42,1.6%,21,0.4%,37,5.3%,40,8.6%,72,19.1%,0,0.0%,100,61.5%
CJ Miles,22.6,UTA,Wing,336,77,0.9%,11,0.8%,6,6.5%,37,1.7%,6,6.6%,0,0.0%,14,4.3%
Andre Miller,33.6,POR,Combo,208,50,0.3%,67,1.6%,100,2.1%,67,2.8%,58,7.8%,0,0.0%,75,7.1%
Paul Millsap,24.7,UTA,Big,322,67,2.3%,74,1.5%,77,4.1%,81,11.3%,40,16.7%,86,10.0%,58,30.0%
Steve Nash,35.7,PHX,Point,536,60,0.1%,0,0.3%,100,1.6%,20,1.3%,67,9.2%,0,0.0%,67,4.7%
Jameer Nelson,27.7,ORL,Point,479,0,0.0%,53,1.4%,47,3.5%,60,2.1%,53,9.0%,93,2.3%,87,11.1%
Joakim Noah,24.7,CHI,Big,187,56,2.1%,98,2.1%,67,4.2%,58,9.8%,100,28.9%,95,16.7%,5,6.7%
Dirk Nowitzki,31.4,DAL,Big,229,19,1.0%,53,1.0%,98,2.7%,7,3.3%,74,19.3%,0,0.0%,47,26.3%
Jermaine O'Neal,31.1,MIA,Big,116,98,5.3%,88,1.6%,60,4.4%,37,8.5%,77,19.3%,0,0.0%,95,50.0%
Shaquille O'Neal,37.7,CLE,Big,242,77,2.8%,16,0.4%,21,5.9%,70,10.2%,56,17.9%,0,0.0%,0,0.0%
Lamar Odom,30.0,LAL,Big,650,47,1.7%,47,1.0%,40,5.3%,65,10.1%,86,20.4%,60,2.0%,79,34.2%
Zaza Pachulia,25.7,ATL,Big,135,72,2.5%,14,0.4%,0,10.2%,91,12.4%,28,14.3%,0,0.0%,23,16.7%
Anthony Parker,34.4,CLE,Wing,327,43,0.5%,43,1.3%,94,2.1%,3,0.4%,23,7.3%,0,0.0%,66,15.0%
Tony Parker,27.5,SAS,Point,333,0,0.0%,20,0.8%,67,2.5%,80,2.8%,73,9.5%,100,3.6%,53,4.3%
Kendrick Perkins,25.0,BOS,Big,571,88,3.0%,37,0.7%,35,5.3%,42,8.9%,51,17.5%,0,0.0%,74,33.3%
Paul Pierce,32.1,BOS,Wing,926,69,0.9%,37,1.2%,49,3.7%,51,2.5%,80,13.9%,0,0.0%,80,18.0%
Mickael Pietrus,27.7,ORL,Wing,258,89,1.4%,60,1.6%,23,4.8%,6,0.5%,9,6.7%,0,0.0%,26,5.0%
JJ Redick,25.4,ORL,Wing,244,0,0.0%,74,1.8%,51,3.7%,31,1.6%,40,8.6%,0,0.0%,0,0.0%
Jason Richardson,28.8,PHX,Wing,531,31,0.4%,51,1.5%,80,2.8%,80,3.8%,83,14.2%,83,2.9%,23,4.5%
Quentin Richardson,29.6,MIA,Wing,148,31,0.4%,91,2.5%,20,5.0%,11,0.7%,86,15.1%,0,0.0%,91,28.6%
Luke Ridnour,28.7,MIL,Point,116,93,0.5%,67,1.6%,7,4.4%,87,3.6%,40,8.5%,0,0.0%,0,0.0%
Nate Robinson,25.4,BOS,Combo,105,67,0.6%,92,1.9%,0,6.5%,83,3.0%,92,8.9%,0,0.0%,100,14.3%
Rajon Rondo,23.7,BOS,Point,972,67,0.2%,87,2.2%,80,2.4%,93,4.6%,87,10.8%,0,0.0%,73,5.9%
Derrick Rose,21.1,CHI,Point,211,0,0.0%,27,0.8%,93,1.7%,40,1.9%,33,7.6%,0,0.0%,0,0.0%
John Salmons,29.9,MIL,Wing,283,66,0.8%,63,1.7%,71,3.0%,54,2.5%,17,7.1%,0,0.0%,40,7.7%
Thabo Sefolosha,25.5,OKC,Wing,124,100,2.5%,71,1.8%,14,5.4%,49,2.2%,60,11.5%,0,0.0%,71,16.7%
JR Smith,24.1,DEN,Wing,156,57,0.7%,14,0.8%,60,3.3%,60,2.9%,74,12.2%,97,6.7%,54,12.0%
Josh Smith,23.9,ATL,Big,390,81,2.8%,86,1.6%,86,3.3%,63,10.0%,47,17.2%,0,0.0%,40,25.0%
Jerry Stackhouse,35.0,MIL,Wing,134,37,0.4%,66,1.8%,97,1.4%,14,0.8%,0,5.8%,0,0.0%,83,22.2%
Amar'e Stoudemire,27.0,PHX,Big,581,60,2.2%,42,0.9%,84,3.4%,47,9.2%,5,10.9%,74,5.4%,9,9.8%
Jason Terry,32.1,DAL,Wing,166,23,0.3%,34,1.2%,43,4.1%,9,0.7%,34,8.5%,0,0.0%,29,5.6%
Kurt Thomas,37.1,MIL,Big,198,21,1.1%,35,0.7%,58,4.7%,26,6.7%,88,23.3%,0,0.0%,19,14.3%
Anderson Varejao,27.1,CLE,Big,255,53,1.9%,95,2.0%,16,6.1%,67,10.1%,81,19.4%,70,4.2%,33,21.1%
Dwyane Wade,27.8,MIA,Wing,209,97,2.2%,69,1.8%,77,2.9%,71,3.2%,66,11.5%,0,0.0%,86,25.0%
Gerald Wallace,27.3,CHA,Forward,163,90,2.3%,90,1.5%,70,2.8%,0,1.6%,100,22.1%,0,0.0%,100,38.5%
Rasheed Wallace,35.1,BOS,Big,404,58,2.1%,63,1.2%,2,9.4%,0,1.4%,63,18.6%,0,0.0%,7,8.8%
Martell Webster,22.9,POR,Forward,132,70,1.3%,80,1.4%,10,3.6%,50,4.9%,50,13.5%,0,0.0%,0,0.0%
Delonte West,26.3,CLE,Combo,261,75,0.6%,83,1.7%,83,2.6%,75,2.8%,8,5.5%,0,0.0%,0,0.0%
Russell Westbrook,21.0,OKC,Point,211,87,0.3%,80,2.1%,87,2.3%,100,4.7%,93,12.1%,0,0.0%,93,15.4%
Deron Williams,25.3,UTA,Point,397,100,0.5%,40,1.1%,40,3.6%,13,1.2%,7,6.8%,0,0.0%,0,0.0%
Jason Williams,34.0,ORL,Point,172,0,0.0%,33,0.9%,73,2.5%,33,1.6%,0,3.8%,0,0.0%,80,8.3%
Marvin Williams,23.4,ATL,Forward,329,30,0.9%,50,0.9%,80,2.7%,80,7.5%,20,10.8%,0,0.0%,80,36.8%
Mo Williams,26.9,CLE,Point,409,80,0.3%,7,0.7%,20,4.0%,7,0.9%,27,7.6%,0,0.0%,53,4.3%
Metta World Peace,30.0,LAL,Wing,837,63,0.8%,80,1.9%,57,3.5%,89,4.2%,11,6.8%,89,3.6%,57,12.8%
Dorell Wright,23.9,MIA,Wing,107,0,0.0%,20,0.9%,100,1.3%,40,2.1%,71,11.8%,0,0.0%,86,25.0%
