Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Serge Ibaka,28.1,TOR,Big,258,56,+5.4,+13,65,+5.9,92,+6.8%,13,+3.9%,71,+3.2%,75,+3.8,50,+0.5,56,-0.4%,42,-0.4%,34,+1.9%,73,-3.9
Andre Iguodala,33.8,GSW,Wing,400,56,+5.2,+9,44,-0.1,60,+1.8%,71,-1.5%,10,-6.3%,59,+1.6,71,-5.3,53,+0.0%,77,+2.5%,80,-4.1%,46,+0.2
Ersan Ilyasova,30.5,PHI,Big,231,77,+11.3,+28,52,+2.5,43,-0.0%,67,-1.4%,67,+2.3%,27,-3.2,81,-8.8,90,-6.9%,44,-0.3%,82,-5.0%,56,-1.2
Joe Ingles,30.1,UTA,Wing,379,93,+20.7,+43,81,+10.4,85,+5.2%,85,-2.9%,59,+1.4%,31,-2.4,85,-10.3,94,-7.9%,57,+0.6%,10,+6.6%,60,-1.5
LeBron James,32.8,CLE,Forward,912,79,+12.2,+26,94,+16.9,100,+14.0%,52,-0.2%,6,-8.1%,82,+5.1,35,+4.6,21,+4.7%,88,+3.3%,8,+7.2%,77,-4.8
James Johnson,30.7,MIA,Big,160,35,-3.5,-7,43,-0.3,59,+1.8%,25,+2.4%,32,-1.9%,0,-15.5,40,+3.2,51,+0.7%,100,+8.2%,1,+18.8%,27,+3.7
Cory Joseph,26.2,IND,Combo,130,27,-9.4,-23,75,+8.3,72,+3.5%,94,-5.2%,38,-1.1%,56,+1.1,5,+17.7,9,+8.3%,7,-4.3%,76,-3.4%,63,-1.9
Kyle Korver,36.6,CLE,Wing,496,87,+17.6,+40,69,+6.5,58,+1.7%,37,+1.0%,51,+0.5%,55,+0.8,88,-11.0,78,-3.3%,91,+3.9%,37,+1.8%,34,+1.9
Shane Larkin,25.1,BOS,Combo,150,35,-3.8,-10,23,-5.6,30,-1.6%,7,+4.6%,88,+6.5%,50,+0.4,56,-1.8,17,+5.5%,73,+1.9%,93,-8.1%,69,-3.2
Damian Lillard,27.3,POR,Point,162,57,+5.5,+9,98,+21.5,91,+6.2%,96,-5.9%,60,+1.6%,45,-0.4,6,+16.0,23,+3.9%,5,-4.5%,0,+18.9%,85,-6.6
Shaun Livingston,32.1,GSW,Combo,347,34,-4.5,-8,41,-0.7,14,-4.4%,59,-0.8%,87,+6.5%,83,+5.2,37,+3.9,36,+2.2%,27,-1.6%,73,-3.1%,31,+2.7
Kevon Looney,21.7,GSW,Big,360,38,-1.5,-2,31,-4.0,6,-6.5%,69,-1.4%,56,+1.3%,87,+5.9,60,-2.4,75,-3.1%,59,+0.7%,62,-1.7%,35,+1.8
Kevin Love,29.1,CLE,Big,655,60,+6.0,+14,52,+1.7,48,+0.3%,21,+2.9%,81,+5.1%,39,-1.1,66,-4.3,41,+2.0%,72,+1.9%,68,-2.4%,62,-1.9
Kyle Lowry,31.6,TOR,Point,359,60,+5.9,+14,70,+6.7,77,+4.2%,24,+2.4%,24,-2.8%,60,+1.7,47,+0.8,11,+6.7%,68,+1.5%,88,-6.7%,65,-2.0
Thon Maker,20.7,MIL,Big,128,94,+21.6,+48,89,+12.5,79,+4.7%,76,-2.1%,69,+3.0%,89,+6.3,81,-9.0,64,-1.9%,98,+6.4%,42,+1.2%,48,+0.1
Luc Mbah a Moute,31.1,HOU,Forward,130,6,-21.3,-48,6,-13.5,15,-4.3%,14,+3.9%,1,-10.2%,46,-0.3,23,+7.8,22,+4.5%,19,-2.3%,84,-5.3%,31,+2.8
CJ McCollum,26.1,POR,Wing,155,43,+0.5,+4,100,+22.4,89,+5.6%,100,-16.8%,89,+6.6%,77,+4.1,1,+21.9,10,+7.1%,93,+4.1%,2,+17.0%,39,+1.2
TJ McConnell,25.6,PHI,Point,152,74,+10.8,+26,40,-0.9,65,+2.4%,45,+0.3%,31,-2.0%,19,-4.3,90,-11.7,98,-10.8%,44,-0.3%,28,+2.6%,50,-0.4
JaVale McGee,29.8,GSW,Big,145,41,+0.0,+0,36,-2.3,85,+5.3%,33,+1.4%,42,-0.8%,11,-6.9,60,-2.3,67,-2.3%,19,-2.3%,64,-1.9%,76,-4.5
Khris Middleton,26.2,MIL,Forward,274,73,+10.7,+28,95,+18.8,81,+5.0%,99,-9.1%,61,+1.7%,74,+3.8,19,+8.2,8,+8.3%,96,+4.7%,9,+6.7%,29,+3.0
CJ Miles,30.6,TOR,Wing,225,40,-0.1,-1,27,-4.8,9,-5.5%,50,-0.1%,49,+0.4%,31,-2.4,69,-4.8,73,-3.0%,80,+2.7%,13,+6.2%,16,+7.0
Darius Miller,27.6,NOP,Forward,146,39,-0.2,-1,66,+6.0,53,+0.9%,70,-1.5%,15,-4.9%,90,+6.7,26,+6.2,48,+1.1%,70,+1.8%,32,+2.2%,15,+7.4
Patty Mills,29.2,SAS,Combo,164,92,+19.6,+20,76,+8.4,37,-0.6%,20,+3.1%,97,+8.9%,62,+2.0,89,-11.2,49,+1.1%,35,-0.9%,94,-8.4%,91,-10.3
Nikola Mirotic,26.7,NOP,Big,319,68,+8.1,+20,34,-2.9,55,+1.0%,38,+1.0%,77,+4.4%,49,+0.3,87,-11.0,84,-4.5%,25,-1.9%,46,+0.2%,94,-10.9
E'Twaun Moore,28.7,NOP,Wing,281,76,+11.0,+28,50,+1.6,73,+3.5%,27,+2.1%,68,+2.6%,14,-6.6,85,-9.4,77,-3.3%,65,+1.3%,53,-0.7%,89,-8.0
Marcus Morris,28.2,BOS,Forward,555,48,+1.8,+5,59,+4.0,36,-0.8%,68,-1.4%,27,-2.4%,73,+3.7,43,+2.2,45,+1.5%,60,+0.7%,27,+2.7%,54,-1.1
Markieff Morris,28.2,WAS,Big,180,23,-11.0,-27,27,-4.9,18,-3.8%,78,-2.3%,30,-2.1%,24,-3.5,27,+6.1,25,+3.6%,90,+3.8%,69,-2.4%,6,+11.4
Larry Nance Jr.,24.8,CLE,Big,273,24,-10.9,-25,10,-10.5,22,-3.2%,22,+2.9%,54,+0.9%,30,-3.0,51,+0.4,76,-3.2%,40,-0.5%,43,+0.6%,25,+4.0
Victor Oladipo,25.5,IND,Wing,256,98,+28.7,+59,79,+9.0,56,+1.1%,19,+3.1%,100,+13.9%,71,+3.5,98,-19.8,100,-14.9%,79,+2.7%,44,+0.5%,1,+14.6
Kelly Olynyk,26.5,MIA,Big,145,81,+14.1,+26,96,+18.9,88,+5.5%,98,-7.4%,7,-7.5%,100,+16.0,35,+4.8,46,+1.4%,14,-2.8%,63,-1.8%,45,+0.3
Kelly Oubre,21.9,WAS,Wing,143,47,+1.5,+4,35,-2.8,47,+0.2%,16,+3.7%,65,+2.3%,80,+4.8,67,-4.4,94,-7.9%,24,-1.9%,73,-3.1%,11,+8.3
Jabari Parker,22.6,MIL,Big,166,28,-8.6,-22,13,-9.3,11,-5.3%,27,+2.2%,44,-0.5%,15,-5.9,53,-0.7,85,-4.7%,11,-3.5%,79,-3.7%,28,+3.3
Chris Paul,32.5,HOU,Point,515,67,+7.8,+20,49,+1.2,52,+0.8%,87,-3.6%,15,-5.0%,26,-3.3,77,-6.6,60,-0.8%,76,+2.4%,90,-7.4%,8,+9.5
Jakob Poeltl,22.0,TOR,Big,125,25,-10.9,-23,26,-4.9,7,-5.9%,90,-4.3%,16,-4.3%,65,+2.2,28,+5.9,57,-0.5%,46,-0.2%,11,+6.3%,14,+7.5
Otto Porter,24.4,WAS,Forward,158,49,+2.6,+6,38,-1.8,51,+0.7%,85,-3.3%,0,-10.4%,60,+1.7,68,-4.4,23,+4.1%,92,+4.0%,83,-5.3%,67,-2.6
JJ Redick,33.4,PHI,Wing,342,78,+12.2,+31,69,+6.4,82,+5.1%,86,-3.5%,19,-3.8%,79,+4.7,73,-5.8,40,+2.0%,66,+1.4%,36,+1.8%,95,-11.2
Josh Richardson,24.1,MIA,Wing,128,15,-14.8,-28,56,+3.6,76,+4.0%,51,-0.1%,72,+3.2%,8,-8.0,2,+18.4,3,+10.1%,51,+0.2%,6,+10.1%,82,-6.0
Rajon Rondo,31.7,NOP,Point,302,59,+5.9,+15,44,-0.1,78,+4.4%,19,+3.2%,34,-1.7%,23,-3.7,73,-6.0,34,+2.2%,67,+1.4%,38,+1.7%,71,-3.7
Derrick Rose,29.1,MIN,Wing,113,90,+18.8,+35,98,+20.5,95,+8.1%,90,-4.1%,75,+4.3%,42,-0.4,44,+1.7,19,+5.1%,56,+0.4%,96,-10.7%,55,-1.2
Terry Rozier,23.6,BOS,Combo,687,51,+3.9,+10,61,+4.5,56,+1.4%,60,-1.0%,31,-2.0%,16,-5.7,48,+0.6,61,-1.3%,27,-1.5%,18,+5.1%,52,-0.9
Ricky Rubio,27.0,UTA,Point,180,85,+16.3,+41,45,+0.5,31,-1.6%,46,+0.3%,92,+7.5%,63,+2.1,96,-15.7,89,-6.1%,69,+1.7%,74,-3.1%,65,-2.5
Domantas Sabonis,21.5,IND,Big,156,27,-8.9,-21,64,+5.2,28,-1.8%,93,-5.1%,91,+7.2%,29,-3.1,10,+14.1,24,+3.8%,22,-2.1%,69,-2.4%,13,+7.8
Dario Saric,23.6,PHI,Big,328,7,-21.3,-44,33,-3.4,40,-0.3%,55,-0.6%,14,-5.0%,36,-1.4,3,+17.9,5,+9.5%,52,+0.2%,19,+4.7%,77,-4.5
Mike Scott,29.3,WAS,Big,123,94,+21.6,+48,92,+15.3,96,+8.2%,65,-1.3%,52,+0.8%,37,-1.2,76,-6.3,81,-3.7%,61,+0.8%,20,+4.2%,70,-3.4
Pascal Siakam,23.6,TOR,Big,159,46,+1.4,+3,42,-0.6,23,-3.1%,79,-2.6%,40,-1.0%,40,-0.7,57,-2.0,71,-2.9%,86,+3.0%,17,+5.3%,23,+4.4
Ben Simmons,21.3,PHI,Combo,368,2,-25.3,-45,19,-7.6,17,-4.1%,31,+1.6%,35,-1.3%,97,+9.8,4,+17.7,0,+12.8%,64,+1.0%,65,-1.9%,47,+0.2
Marcus Smart,23.7,BOS,Wing,443,45,+1.3,+4,40,-0.9,25,-2.4%,75,-2.0%,22,-3.1%,88,+5.9,59,-2.2,72,-3.0%,69,+1.6%,25,+3.0%,37,+1.3
JR Smith,32.1,CLE,Wing,705,52,+4.3,+11,73,+8.1,81,+5.0%,66,-1.3%,17,-4.3%,90,+6.4,38,+3.8,26,+3.5%,65,+1.2%,24,+3.0%,53,-1.1
Tony Snell,26.0,MIL,Wing,129,32,-4.8,-13,9,-11.1,10,-5.4%,80,-2.6%,29,-2.3%,12,-6.7,75,-6.3,63,-1.9%,77,+2.6%,66,-2.2%,72,-3.7
Lance Stephenson,27.2,IND,Wing,139,23,-11.1,-26,56,+3.5,65,+2.4%,43,+0.5%,37,-1.2%,18,-5.3,10,+14.5,10,+7.6%,9,-3.8%,85,-5.7%,48,+0.2
Jeff Teague,29.4,MIN,Point,152,8,-19.8,-41,39,-1.7,21,-3.2%,88,-3.7%,50,+0.4%,19,-4.3,2,+18.1,2,+11.8%,85,+3.0%,56,-1.0%,10,+9.1
Klay Thompson,27.7,GSW,Wing,790,33,-4.6,-6,18,-8.5,63,+2.2%,36,+1.0%,2,-9.9%,4,-10.8,65,-4.0,28,+3.4%,81,+2.8%,33,+2.1%,92,-10.6
Tristan Thompson,26.6,CLE,Big,398,44,+0.9,+2,57,+3.7,44,+0.0%,74,-1.9%,84,+5.4%,33,-2.2,41,+2.8,52,+0.5%,10,-3.8%,71,-3.0%,69,-2.7
Karl-Anthony Towns,22.0,MIN,Big,169,10,-19.2,-42,78,+8.9,97,+8.5%,2,+5.8%,69,+2.9%,41,-0.4,0,+28.0,1,+12.1%,47,-0.2%,22,+3.7%,44,+0.4
PJ Tucker,32.5,HOU,Forward,567,89,+18.5,+44,84,+10.7,90,+5.7%,11,+4.2%,86,+6.3%,56,+1.4,79,-7.8,60,-0.8%,97,+5.4%,21,+4.1%,59,-1.4
Myles Turner,21.6,IND,Big,195,88,+17.8,+41,28,-4.8,46,+0.1%,2,+5.9%,10,-6.0%,94,+7.4,98,-22.7,98,-9.0%,89,+3.4%,45,+0.4%,99,-15.2
Jonas Valanciunas,25.5,TOR,Big,243,86,+16.7,+36,63,+5.1,64,+2.3%,35,+1.1%,85,+5.7%,28,-3.1,90,-11.6,73,-3.0%,23,-2.0%,86,-6.3%,98,-12.2
Fred VanVleet,23.7,TOR,Combo,109,71,+9.6,+23,91,+15.0,80,+4.9%,95,-5.4%,60,+1.6%,44,-0.4,29,+5.4,20,+4.9%,2,-5.1%,95,-9.7%,78,-5.1
Dwyane Wade,35.8,MIA,Combo,126,99,+29.7,+50,67,+6.1,19,-3.8%,53,-0.4%,83,+5.4%,98,+12.8,99,-23.6,91,-7.0%,48,-0.1%,98,-14.7%,58,-1.4
John Wall,27.2,WAS,Point,233,75,+10.8,+24,86,+10.9,93,+7.2%,26,+2.3%,41,-0.9%,91,+6.7,52,+0.1,43,+1.8%,75,+2.4%,77,-3.5%,9,+9.3
David West,37.2,GSW,Big,168,15,-14.9,-33,48,+1.1,39,-0.5%,34,+1.3%,73,+3.9%,86,+5.7,7,+16.0,13,+6.4%,2,-5.3%,81,-4.7%,38,+1.2
Russell Westbrook,29.0,OKC,Point,235,13,-15.6,-38,0,-18.2,1,-12.2%,77,-2.3%,90,+7.0%,10,-7.0,61,-2.6,27,+3.4%,28,-1.5%,100,-16.5%,73,-3.8
Andrew Wiggins,22.7,MIN,Wing,163,5,-24.1,-50,15,-8.8,5,-7.1%,15,+3.7%,64,+2.2%,70,+3.4,8,+15.3,66,-2.3%,1,-5.4%,2,+14.0%,2,+13.6
Justise Winslow,21.6,MIA,Forward,122,66,+7.7,+15,73,+7.9,70,+3.2%,41,+0.6%,70,+3.1%,98,+12.6,52,+0.2,85,-4.7%,12,-3.2%,85,-6.0%,12,+8.2
Delon Wright,25.5,TOR,Combo,195,65,+6.7,+16,25,-5.1,2,-7.9%,97,-6.5%,35,-1.7%,66,+2.6,91,-11.8,93,-7.8%,53,+0.3%,59,-1.2%,17,+6.7
Nick Young,32.4,GSW,Wing,159,17,-14.2,-31,14,-9.0,2,-8.2%,62,-1.0%,73,+4.0%,44,-0.4,31,+5.2,68,-2.6%,39,-0.6%,15,+5.7%,33,+2.1
Thaddeus Young,29.4,IND,Big,232,12,-15.6,-28,10,-10.3,35,-1.0%,18,+3.3%,63,+1.9%,61,+1.9,31,+5.2,56,-0.5%,82,+2.9%,39,+1.7%,2,+13.7
Quinn Cook,24.6,GSW,Point,130,58,+5.6,+9,47,+0.8,13,-4.5%,49,-0.1%,90,+6.9%,77,+4.0,69,-4.8,79,-3.4%,6,-4.5%,91,-7.6%,19,+5.6
Jordan Bell,22.8,GSW,Big,133,53,+4.6,+6,85,+10.7,57,+1.5%,6,+4.6%,98,+11.1%,34,-1.9,27,+6.1,79,-3.4%,4,-4.6%,31,+2.2%,3,+13.2
OG Anunoby,20.3,TOR,Forward,237,31,-5.2,-12,62,+5.0,98,+9.8%,4,+5.0%,48,+0.2%,48,+0.2,15,+10.1,15,+5.6%,34,-0.9%,35,+1.9%,94,-11.2
Jayson Tatum,19.7,BOS,Forward,674,81,+13.5,+33,51,+1.6,69,+2.9%,54,-0.5%,28,-2.3%,35,-1.4,93,-11.9,86,-5.1%,87,+3.3%,61,-1.5%,35,+1.4
Semi Ojeleye,22.9,BOS,Forward,206,19,-12.9,-32,16,-8.7,41,-0.3%,12,+4.0%,47,-0.1%,52,+0.6,36,+4.2,38,+2.1%,23,-2.1%,94,-8.4%,15,+7.2
Donovan Mitchell,21.1,UTA,Combo,409,44,+0.5,+1,17,-8.7,31,-1.2%,17,+3.6%,48,+0.2%,17,-5.3,82,-9.2,87,-5.5%,36,-0.8%,6,+8.9%,97,-11.9
