Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Bojan Bogdanovic,34.5,NYK,Forward,549,3,-18.4,-42,4,-12.0,11,-3.6%,6,+2.5%,18,-2.8%,64,+1.0,7,+6.4,25,+1.3%,2,-3.0%,67,-1.1%,39,+0.9
Devin Booker,27.0,PHX,Point,2445,83,+6.4,+15,98,+8.4,91,+2.9%,92,-1.8%,29,-1.8%,55,+0.3,34,+2.0,50,-0.0%,13,-1.6%,49,+0.1%,41,+0.8
Malcolm Brogdon,30.9,POR,Combo,1120,86,+7.8,+15,89,+5.6,90,+2.8%,86,-1.3%,34,-1.4%,95,+4.8,70,-2.1,85,-2.3%,28,-0.6%,33,+1.3%,80,-2.2
Jaylen Brown,27.0,BOS,Wing,2339,13,-8.9,-13,15,-5.8,56,+0.1%,29,+0.8%,2,-6.3%,83,+2.6,24,+3.1,23,+1.5%,55,+0.2%,31,+1.4%,64,-0.8
Reggie Bullock,32.6,HOU,Wing,334,27,-4.9,-12,19,-4.9,48,-0.4%,22,+1.1%,42,-0.6%,32,-1.4,54,-0.1,16,+2.0%,16,-1.3%,82,-2.6%,93,-4.2
Alec Burks,32.3,DET,Wing,894,54,+0.0,+1,78,+3.2,45,-0.5%,79,-1.0%,29,-1.8%,98,+5.9,24,+3.2,41,+0.5%,58,+0.3%,35,+1.1%,43,+0.6
Alec Burks,32.3,NYK,Wing,304,3,-17.6,-39,3,-13.1,4,-6.2%,2,+3.8%,76,+2.4%,87,+3.3,16,+4.5,63,-0.6%,7,-2.2%,6,+4.2%,87,-2.9
Jimmy Butler,34.1,MIA,Forward,2042,87,+8.0,+20,94,+7.0,87,+2.5%,73,-0.8%,37,-0.9%,95,+4.8,62,-1.1,69,-0.9%,45,-0.1%,63,-0.9%,26,+2.1
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,99,+16.2,+36,100,+13.4,100,+6.2%,85,-1.3%,43,-0.5%,89,+3.5,75,-2.8,42,+0.4%,86,+1.7%,80,-2.4%,94,-4.5
Clint Capela,29.5,ATL,Big,1882,70,+3.2,+8,41,-1.5,17,-2.8%,68,-0.6%,94,+6.0%,5,-5.2,85,-4.7,84,-2.2%,20,-1.1%,80,-2.4%,89,-3.2
Jordan Clarkson,31.4,UTA,Wing,1672,46,-1.4,-3,52,-0.1,38,-0.9%,72,-0.7%,50,+0.2%,71,+1.5,39,+1.3,38,+0.6%,34,-0.5%,71,-1.4%,27,+2.1
Mike Conley,36.1,MIN,Point,2193,43,-1.8,-4,30,-2.8,47,-0.4%,8,+2.1%,75,+2.2%,56,+0.3,62,-1.0,46,+0.2%,17,-1.3%,24,+1.9%,90,-3.4
Pat Connaughton,30.8,MIL,Wing,1638,23,-6.2,-15,42,-1.4,26,-1.7%,46,+0.2%,44,-0.4%,83,+2.7,13,+4.9,4,+4.0%,80,+1.2%,52,-0.1%,67,-1.1
Robert Covington,32.9,PHI,Big,395,71,+3.5,+9,47,-0.7,60,+0.5%,7,+2.3%,48,-0.0%,78,+2.1,83,-4.2,91,-3.0%,71,+0.8%,39,+0.8%,46,+0.4
Jae Crowder,33.3,MIL,Forward,1142,19,-7.1,-17,15,-6.1,15,-3.0%,65,-0.5%,13,-3.6%,35,-1.1,43,+1.0,10,+2.7%,87,+1.7%,73,-1.6%,47,+0.4
Seth Curry,33.2,DAL,Wing,423,90,+9.0,+21,27,-3.2,43,-0.6%,6,+2.5%,55,+0.7%,71,+1.5,99,-12.2,93,-3.3%,91,+2.1%,86,-3.0%,83,-2.5
Seth Curry,33.2,CHA,Wing,158,70,+3.2,+6,45,-1.1,37,-1.0%,51,+0.1%,78,+2.6%,26,-1.9,84,-4.3,51,-0.1%,29,-0.6%,80,-2.4%,95,-4.8
Stephen Curry,35.6,GSW,Point,2419,75,+4.3,+10,83,+4.1,92,+3.0%,21,+1.2%,21,-2.6%,81,+2.4,55,-0.2,42,+0.4%,14,-1.5%,69,-1.2%,54,-0.1
Anthony Davis,30.6,LAL,Big,2699,73,+3.8,+9,72,+2.3,33,-1.2%,78,-1.0%,47,-0.2%,77,+2.0,65,-1.5,61,-0.5%,44,-0.1%,85,-2.9%,62,-0.7
DeMar DeRozan,34.2,CHI,Forward,2987,66,+2.5,+6,70,+2.1,61,+0.5%,97,-2.4%,14,-3.5%,95,+5.0,57,-0.4,41,+0.4%,27,-0.7%,44,+0.4%,45,+0.4
Spencer Dinwiddie,30.6,BKN,Point,1471,58,+0.9,+2,70,+2.1,62,+0.6%,99,-3.3%,3,-5.6%,61,+0.8,41,+1.1,65,-0.7%,2,-3.0%,58,-0.5%,94,-4.2
Spencer Dinwiddie,30.6,LAL,Combo,671,88,+8.1,+17,99,+11.8,79,+1.6%,79,-1.1%,42,-0.7%,100,+10.4,20,+3.7,61,-0.5%,19,-1.1%,38,+0.8%,42,+0.6
Andre Drummond,30.2,CHI,Big,1343,62,+1.8,+5,75,+2.9,28,-1.6%,17,+1.5%,100,+13.1%,96,+5.2,42,+1.1,47,+0.1%,69,+0.8%,59,-0.5%,63,-0.7
Kris Dunn,29.6,UTA,Combo,1190,86,+7.7,+17,92,+6.3,90,+2.7%,84,-1.3%,61,+1.2%,10,-4.3,65,-1.4,48,+0.1%,75,+0.9%,43,+0.5%,23,+2.4
Kevin Durant,35.1,PHX,Big,2789,74,+3.9,+9,80,+3.6,97,+4.1%,33,+0.6%,27,-2.1%,41,-0.6,56,-0.3,32,+0.9%,21,-1.0%,74,-1.7%,95,-4.7
Joel Embiid,29.6,PHI,Big,1309,91,+9.6,+22,90,+5.9,89,+2.7%,61,-0.3%,13,-3.6%,100,+11.1,80,-3.7,89,-2.7%,9,-2.0%,93,-4.0%,91,-3.6
Dante Exum,28.3,DAL,Wing,1067,95,+11.7,+25,97,+8.3,98,+4.4%,95,-2.1%,32,-1.5%,46,-0.3,79,-3.3,79,-1.7%,49,-0.0%,78,-2.2%,60,-0.6
Dorian Finney-Smith,30.5,BKN,Big,1926,55,+0.3,+1,46,-1.0,61,+0.5%,93,-1.8%,27,-2.1%,23,-2.0,64,-1.4,62,-0.5%,72,+0.8%,57,-0.5%,82,-2.4
Evan Fournier,31.0,DET,Wing,535,47,-1.2,-3,15,-6.2,22,-2.1%,26,+0.9%,1,-7.2%,37,-1.0,86,-5.0,91,-3.0%,89,+1.9%,2,+6.0%,75,-1.8
Danilo Gallinari,35.2,WAS,Big,385,43,-1.9,-3,36,-1.9,50,-0.2%,51,+0.1%,9,-4.4%,98,+5.8,53,-0.0,54,-0.2%,8,-2.1%,82,-2.5%,76,-1.8
Danilo Gallinari,35.2,MIL,Forward,135,1,-20.4,-42,3,-13.3,24,-2.0%,0,+5.2%,32,-1.6%,14,-3.4,5,+7.1,2,+4.8%,79,+1.1%,52,-0.1%,22,+2.6
Paul George,33.5,LAC,Forward,2499,98,+13.8,+31,94,+7.0,99,+5.3%,66,-0.5%,38,-0.9%,54,+0.2,92,-6.7,65,-0.7%,86,+1.7%,81,-2.5%,69,-1.2
Taj Gibson,38.4,NYK,Big,157,11,-9.3,-23,2,-16.5,14,-3.2%,82,-1.2%,0,-14.3%,4,-5.9,93,-7.1,57,-0.4%,5,-2.4%,100,-10.2%,24,+2.4
Rudy Gobert,31.3,MIN,Big,2592,73,+3.8,+8,57,+0.4,83,+2.0%,6,+2.5%,94,+5.8%,52,+0.1,79,-3.5,79,-1.7%,10,-1.8%,77,-2.0%,98,-5.8
Aaron Gordon,28.1,DEN,Big,2296,88,+8.4,+18,91,+6.0,73,+1.2%,83,-1.2%,68,+1.6%,82,+2.5,73,-2.4,11,+2.5%,73,+0.9%,96,-5.2%,97,-5.7
Eric Gordon,34.9,PHX,Wing,1879,49,-0.8,-2,50,-0.3,72,+1.2%,31,+0.7%,19,-2.8%,74,+1.7,48,+0.6,84,-2.1%,49,-0.0%,5,+4.5%,41,+0.7
Jerami Grant,29.6,POR,Forward,1829,59,+1.0,+2,64,+1.5,79,+1.6%,75,-0.9%,5,-5.0%,89,+3.7,49,+0.5,57,-0.4%,30,-0.6%,22,+2.1%,71,-1.4
Draymond Green,33.7,GSW,Big,1489,83,+6.4,+15,57,+0.5,84,+2.1%,42,+0.3%,9,-4.2%,31,-1.5,89,-5.9,75,-1.4%,64,+0.5%,85,-3.0%,64,-0.8
Jeff Green,37.2,HOU,Big,1289,20,-6.7,-17,29,-3.0,24,-1.9%,27,+0.8%,53,+0.4%,96,+5.3,21,+3.6,43,+0.4%,60,+0.3%,19,+2.3%,24,+2.3
Tim Hardaway Jr.,31.6,DAL,Wing,2107,26,-5.6,-13,55,+0.3,30,-1.4%,72,-0.7%,22,-2.5%,91,+4.2,10,+5.9,19,+1.7%,46,-0.1%,6,+4.2%,61,-0.6
James Harden,34.2,LAC,Combo,2464,85,+7.0,+17,95,+7.2,91,+2.9%,48,+0.1%,72,+2.0%,97,+5.5,53,+0.1,21,+1.6%,62,+0.4%,40,+0.8%,89,-3.2
Gary Harris,29.1,ORL,Wing,1292,61,+1.7,+4,75,+2.9,67,+0.9%,79,-1.1%,28,-1.9%,83,+2.7,41,+1.1,25,+1.3%,51,+0.1%,70,-1.4%,52,+0.0
Joe Harris,32.2,DET,Forward,163,28,-4.6,-7,36,-1.9,40,-0.8%,50,+0.1%,48,-0.0%,83,+2.7,27,+2.7,84,-2.1%,68,+0.7%,32,+1.4%,2,+8.4
Tobias Harris,31.3,PHI,Forward,2359,75,+4.3,+10,76,+3.0,72,+1.1%,78,-1.0%,61,+1.2%,67,+1.2,64,-1.3,70,-1.0%,4,-2.6%,91,-3.8%,66,-1.0
Gordon Hayward,33.6,CHA,Wing,797,83,+6.5,+11,85,+4.8,94,+3.4%,12,+1.8%,92,+5.2%,40,-0.7,66,-1.7,81,-1.9%,64,+0.6%,4,+4.8%,66,-1.0
Gordon Hayward,33.6,OKC,Forward,419,4,-13.9,-31,21,-4.6,18,-2.6%,25,+0.9%,40,-0.7%,39,-0.9,1,+9.3,4,+3.9%,9,-1.9%,82,-2.5%,13,+3.8
Buddy Hield,30.9,IND,Wing,1328,68,+3.0,+7,84,+4.3,91,+2.8%,50,+0.1%,39,-0.8%,20,-2.4,39,+1.3,34,+0.8%,35,-0.4%,51,-0.1%,37,+1.1
Buddy Hield,30.9,PHI,Wing,811,22,-6.3,-16,21,-4.4,13,-3.3%,53,-0.0%,86,+3.8%,6,-4.9,34,+1.9,35,+0.8%,17,-1.2%,65,-1.1%,77,-2.0
Jrue Holiday,33.4,BOS,Combo,2255,25,-5.6,-9,25,-3.4,52,-0.1%,48,+0.1%,8,-4.5%,77,+2.1,32,+2.2,45,+0.3%,35,-0.4%,22,+2.1%,68,-1.1
Justin Holiday,34.6,DEN,Combo,785,50,-0.7,-2,43,-1.3,57,+0.2%,55,-0.1%,23,-2.5%,32,-1.4,58,-0.6,43,+0.4%,77,+1.0%,28,+1.6%,25,+2.2
Richaun Holmes,30.0,DAL,Big,164,13,-8.9,-21,6,-9.4,2,-7.8%,23,+1.1%,88,+4.2%,41,-0.6,57,-0.5,14,+2.3%,83,+1.4%,81,-2.4%,1,+10.0
Richaun Holmes,30.0,WAS,Big,317,68,+3.0,+6,80,+3.5,38,-0.9%,47,+0.1%,97,+6.9%,63,+0.9,48,+0.5,40,+0.5%,36,-0.4%,68,-1.2%,17,+3.2
Al Horford,37.4,BOS,Big,1735,50,-0.8,-1,50,-0.2,74,+1.3%,42,+0.3%,19,-2.8%,56,+0.4,48,+0.6,51,-0.1%,20,-1.0%,84,-2.9%,51,+0.1
Danuel House,30.4,PHI,Wing,450,43,-1.8,-4,14,-6.4,6,-5.3%,56,-0.1%,22,-2.5%,92,+4.4,85,-4.6,82,-2.0%,89,+2.0%,52,-0.1%,26,+2.1
Joe Ingles,36.1,ORL,Wing,1151,85,+6.7,+16,97,+8.4,96,+4.0%,32,+0.6%,49,+0.1%,63,+1.0,36,+1.6,33,+0.9%,58,+0.3%,21,+2.2%,44,+0.5
Brandon Ingram,26.2,NOP,Wing,2095,53,-0.1,-1,71,+2.3,77,+1.5%,22,+1.1%,66,+1.5%,28,-1.7,30,+2.4,28,+1.2%,8,-2.1%,78,-2.2%,67,-1.1
Kyrie Irving,31.6,DAL,Combo,2027,89,+8.7,+20,91,+6.2,77,+1.6%,94,-2.0%,76,+2.4%,14,-3.4,73,-2.5,79,-1.7%,40,-0.3%,27,+1.7%,48,+0.3
Reggie Jackson,33.5,DEN,Combo,1785,15,-8.4,-18,11,-7.5,19,-2.4%,17,+1.5%,36,-1.1%,56,+0.4,44,+1.0,60,-0.5%,26,-0.8%,29,+1.6%,19,+2.9
LeBron James,38.8,LAL,Forward,2501,88,+8.3,+20,77,+3.1,93,+3.1%,44,+0.2%,68,+1.7%,21,-2.3,87,-5.2,73,-1.3%,51,+0.0%,44,+0.4%,77,-1.9
Nikola Jokic,28.7,DEN,Big,2736,100,+23.7,+51,100,+18.9,100,+7.7%,96,-2.1%,29,-1.8%,85,+3.0,85,-4.8,24,+1.4%,59,+0.3%,99,-7.5%,100,-7.8
Damian Jones,28.3,CLE,Big,181,1,-20.4,-41,0,-18.1,1,-8.2%,1,+3.9%,40,-0.7%,10,-4.3,32,+2.3,5,+3.8%,77,+1.0%,55,-0.4%,83,-2.6
Tyus Jones,27.5,WAS,Point,1932,28,-4.7,-8,63,+1.2,64,+0.7%,93,-1.8%,29,-1.9%,16,-3.2,9,+6.0,7,+3.2%,56,+0.2%,6,+4.4%,74,-1.7
Derrick Jones Jr.,26.7,DAL,Forward,1769,48,-1.2,-3,19,-4.8,32,-1.3%,39,+0.4%,48,-0.0%,29,-1.7,80,-3.6,90,-2.8%,39,-0.3%,35,+1.1%,57,-0.3
DeAndre Jordan,35.3,DEN,Big,380,2,-20.3,-45,2,-14.6,5,-5.9%,8,+2.2%,89,+4.5%,18,-2.8,10,+5.7,41,+0.4%,3,-2.8%,13,+3.3%,21,+2.7
Cory Joseph,32.2,GSW,Combo,262,41,-2.2,-5,73,+2.5,91,+2.9%,45,+0.2%,55,+0.7%,15,-3.2,15,+4.8,3,+4.2%,61,+0.3%,98,-6.0%,7,+5.2
Zach LaVine,28.6,CHI,Wing,871,30,-4.2,-10,20,-4.7,50,-0.2%,58,-0.2%,0,-7.5%,19,-2.4,57,-0.5,72,-1.2%,53,+0.1%,13,+3.3%,45,+0.4
Caris LeVert,29.2,CLE,Wing,1923,52,-0.3,-1,72,+2.4,50,-0.2%,70,-0.7%,32,-1.5%,90,+3.8,28,+2.7,44,+0.3%,76,+1.0%,32,+1.4%,11,+4.3
Alex Len,30.4,SAC,Big,403,96,+12.1,+26,66,+1.7,60,+0.4%,59,-0.3%,75,+2.3%,40,-0.7,97,-10.4,98,-5.8%,87,+1.8%,33,+1.3%,29,+1.8
Kawhi Leonard,32.3,LAC,Big,2329,93,+10.1,+23,78,+3.2,77,+1.5%,68,-0.6%,45,-0.3%,50,-0.0,93,-6.9,86,-2.3%,90,+2.0%,66,-1.1%,70,-1.3
Damian Lillard,33.3,MIL,Point,2578,97,+12.9,+30,91,+6.3,85,+2.2%,61,-0.3%,28,-1.9%,96,+5.2,92,-6.6,96,-4.1%,26,-0.8%,75,-1.8%,81,-2.3
Kevon Looney,27.7,GSW,Big,1182,44,-1.7,-4,52,-0.1,34,-1.2%,31,+0.7%,87,+4.1%,63,+0.9,37,+1.6,41,+0.5%,10,-1.7%,76,-1.9%,63,-0.7
Brook Lopez,35.6,MIL,Big,2399,80,+5.8,+14,32,-2.3,39,-0.9%,64,-0.5%,24,-2.3%,76,+1.9,94,-8.1,96,-4.4%,3,-2.9%,88,-3.3%,98,-6.0
Kevin Love,35.1,MIA,Big,922,77,+4.8,+12,88,+5.2,49,-0.3%,82,-1.2%,72,+2.0%,92,+4.3,50,+0.4,71,-1.0%,33,-0.5%,72,-1.6%,24,+2.3
Kyle Lowry,37.6,MIA,Point,1034,52,-0.3,-1,37,-1.8,54,+0.0%,30,+0.7%,67,+1.6%,61,+0.8,65,-1.6,19,+1.7%,92,+2.2%,63,-0.8%,38,+1.0
Kyle Lowry,37.6,PHI,Combo,650,44,-1.8,-5,35,-2.0,53,+0.0%,21,+1.2%,10,-4.2%,97,+5.6,55,-0.1,59,-0.5%,25,-0.8%,39,+0.8%,45,+0.5
Trey Lyles,28.0,SAC,Big,1146,86,+7.4,+18,87,+5.2,86,+2.2%,34,+0.6%,86,+4.0%,68,+1.3,71,-2.2,93,-3.3%,25,-0.8%,42,+0.6%,33,+1.5
Wesley Matthews,37.0,ATL,Forward,395,19,-6.8,-16,14,-6.4,16,-2.9%,97,-2.2%,7,-4.8%,73,+1.6,49,+0.4,79,-1.7%,71,+0.8%,22,+2.1%,17,+3.4
CJ McCollum,32.1,NOP,Combo,2156,51,-0.6,-1,53,+0.0,67,+0.9%,83,-1.2%,24,-2.2%,12,-3.7,47,+0.6,15,+2.1%,17,-1.3%,74,-1.7%,84,-2.7
TJ McConnell,31.6,IND,Point,1221,53,-0.0,-0,54,+0.2,57,+0.2%,43,+0.3%,83,+3.6%,31,-1.5,52,+0.2,31,+1.0%,87,+1.8%,47,+0.2%,12,+3.9
Doug McDermott,31.8,SAS,Forward,685,31,-4.1,-7,62,+1.1,67,+0.9%,78,-1.0%,23,-2.3%,38,-0.9,12,+5.2,22,+1.6%,11,-1.7%,32,+1.4%,83,-2.6
Doug McDermott,31.8,IND,Wing,178,31,-4.2,-10,94,+7.1,94,+3.5%,24,+1.1%,96,+6.5%,1,-9.1,1,+11.2,0,+8.6%,51,+0.1%,49,+0.1%,4,+6.2
JaVale McGee,35.8,SAC,Big,296,32,-4.0,-10,28,-3.2,66,+0.8%,4,+3.2%,66,+1.5%,75,+1.7,45,+0.8,65,-0.7%,29,-0.6%,11,+3.4%,18,+3.1
Khris Middleton,32.2,MIL,Wing,1486,61,+1.7,+4,52,-0.1,64,+0.7%,50,+0.1%,74,+2.2%,19,-2.5,67,-1.7,85,-2.2%,7,-2.2%,38,+0.9%,26,+2.2
Patty Mills,35.2,ATL,Combo,187,18,-7.3,-17,7,-8.9,6,-5.1%,76,-0.9%,38,-0.8%,2,-6.5,66,-1.6,38,+0.6%,49,-0.0%,72,-1.6%,34,+1.3
Patty Mills,35.2,MIA,Combo,199,98,+13.4,+24,87,+5.0,70,+1.0%,80,-1.1%,70,+1.8%,12,-3.8,95,-8.4,29,+1.1%,100,+6.3%,81,-2.5%,93,-4.1
Marcus Morris,34.2,PHI,Forward,621,14,-8.5,-20,17,-5.3,11,-3.6%,56,-0.1%,64,+1.4%,58,+0.5,24,+3.2,37,+0.7%,37,-0.4%,21,+2.2%,8,+5.0
Marcus Morris,34.2,CLE,Big,169,9,-10.6,-22,4,-12.2,3,-6.5%,14,+1.6%,28,-2.0%,71,+1.5,65,-1.6,71,-1.1%,2,-2.9%,82,-2.7%,79,-2.0
Markieff Morris,34.2,DAL,Big,164,0,-25.0,-45,1,-17.4,2,-7.9%,3,+3.7%,26,-2.1%,55,+0.3,3,+7.6,50,+0.0%,19,-1.1%,16,+2.7%,73,-1.6
Dejounte Murray,27.1,ATL,Combo,2781,39,-2.6,-6,60,+0.8,33,-1.3%,41,+0.3%,87,+4.0%,53,+0.1,23,+3.4,23,+1.5%,24,-0.9%,39,+0.8%,59,-0.5
Jamal Murray,26.7,DEN,Point,1858,78,+4.9,+10,93,+6.8,97,+4.1%,56,-0.2%,63,+1.4%,38,-0.9,35,+1.9,25,+1.3%,44,-0.1%,25,+1.9%,88,-3.1
Mike Muscala,32.3,WAS,Big,318,8,-11.0,-15,5,-10.8,11,-3.7%,12,+1.9%,43,-0.5%,19,-2.6,51,+0.3,65,-0.7%,25,-0.8%,95,-4.7%,74,-1.7
Mike Muscala,32.3,DET,Big,165,99,+17.0,+38,99,+10.6,96,+4.0%,99,-2.8%,64,+1.4%,64,+1.0,91,-6.5,75,-1.4%,16,-1.3%,94,-4.1%,100,-7.1
Larry Nance Jr.,30.8,NOP,Big,1204,36,-3.1,-7,24,-3.7,34,-1.1%,22,+1.1%,35,-1.3%,81,+2.4,58,-0.6,60,-0.5%,93,+2.5%,24,+1.9%,31,+1.6
Georges Niang,30.4,CLE,Forward,1759,34,-3.3,-8,77,+3.1,76,+1.5%,66,-0.5%,12,-3.7%,38,-0.9,7,+6.4,15,+2.1%,16,-1.3%,23,+2.1%,31,+1.7
Jusuf Nurkic,29.2,PHX,Big,2076,96,+12.1,+28,92,+6.6,99,+4.7%,59,-0.3%,68,+1.7%,6,-4.9,88,-5.5,66,-0.7%,11,-1.7%,99,-7.2%,90,-3.4
Kelly Olynyk,32.5,UTA,Big,1004,46,-1.5,-4,47,-0.9,50,-0.2%,7,+2.4%,34,-1.4%,89,+3.6,47,+0.6,60,-0.5%,76,+0.9%,17,+2.5%,13,+3.8
Kelly Olynyk,32.5,TOR,Big,739,46,-1.5,-1,86,+4.9,92,+3.0%,70,-0.7%,15,-3.4%,95,+5.0,7,+6.4,20,+1.7%,33,-0.5%,3,+4.9%,47,+0.4
Kelly Oubre,27.9,PHI,Forward,2030,18,-7.4,-17,27,-3.2,39,-0.8%,76,-1.0%,25,-2.2%,14,-3.5,18,+4.2,17,+1.9%,52,+0.1%,34,+1.2%,23,+2.4
Chris Paul,38.5,GSW,Combo,1529,61,+1.6,+4,35,-1.9,41,-0.7%,78,-1.0%,21,-2.6%,37,-1.0,80,-3.5,94,-3.5%,66,+0.6%,9,+3.7%,33,+1.5
Cameron Payne,29.2,MIL,Combo,666,30,-4.3,-10,28,-3.1,36,-1.0%,37,+0.5%,57,+0.8%,21,-2.3,40,+1.3,59,-0.5%,83,+1.4%,6,+4.4%,14,+3.7
Cameron Payne,29.2,PHI,Combo,574,51,-0.5,-1,49,-0.5,28,-1.6%,26,+0.9%,70,+1.8%,47,-0.2,54,-0.0,53,-0.2%,50,+0.0%,57,-0.4%,9,+4.9
Mason Plumlee,33.7,LAC,Big,627,26,-5.3,-13,48,-0.6,63,+0.7%,62,-0.4%,35,-1.2%,54,+0.2,15,+4.7,28,+1.1%,27,-0.7%,7,+4.1%,86,-2.8
Jakob Poeltl,28.0,TOR,Big,1319,91,+9.6,+21,80,+3.6,82,+2.0%,69,-0.6%,64,+1.4%,34,-1.2,89,-6.0,62,-0.6%,40,-0.3%,95,-4.7%,99,-6.2
Otto Porter,30.4,TOR,Forward,165,94,+11.0,+27,47,-0.8,21,-2.2%,32,+0.7%,71,+1.9%,84,+2.8,99,-11.9,96,-4.1%,76,+1.0%,91,-3.7%,10,+4.5
Bobby Portis,28.7,MIL,Big,1984,25,-5.7,-14,51,-0.2,33,-1.2%,60,-0.3%,78,+2.7%,10,-4.4,11,+5.5,12,+2.4%,82,+1.3%,32,+1.4%,23,+2.4
Kristaps Porzingis,28.2,BOS,Big,1689,58,+0.9,+2,38,-1.8,58,+0.3%,53,+0.0%,2,-6.3%,93,+4.5,75,-2.8,83,-2.0%,15,-1.3%,35,+1.1%,67,-1.0
Dwight Powell,32.3,DAL,Big,781,35,-3.2,-8,48,-0.6,21,-2.2%,30,+0.7%,63,+1.3%,87,+3.2,28,+2.6,30,+1.1%,81,+1.2%,44,+0.4%,5,+5.4
Norman Powell,30.4,LAC,Wing,1956,64,+2.1,+5,77,+3.1,55,+0.1%,72,-0.7%,14,-3.5%,95,+4.8,44,+0.9,75,-1.4%,41,-0.3%,32,+1.4%,3,+6.4
Taurean Prince,29.6,LAL,Wing,2092,14,-8.8,-21,31,-2.7,14,-3.1%,84,-1.3%,50,+0.3%,36,-1.0,9,+6.1,11,+2.5%,31,-0.5%,44,+0.5%,35,+1.3
Julius Randle,28.9,NYK,Forward,1625,69,+3.1,+7,90,+5.8,88,+2.5%,27,+0.8%,52,+0.4%,93,+4.4,28,+2.6,33,+0.9%,19,-1.1%,67,-1.2%,36,+1.1
Josh Richardson,30.1,MIA,Combo,1080,8,-11.1,-27,20,-4.7,36,-1.0%,17,+1.5%,33,-1.4%,70,+1.4,7,+6.4,18,+1.9%,30,-0.6%,37,+0.9%,24,+2.3
Derrick Rose,35.1,MEM,Point,399,64,+2.1,+4,37,-1.8,54,+0.0%,96,-2.1%,6,-4.8%,49,-0.1,81,-3.9,81,-1.9%,64,+0.5%,69,-1.3%,82,-2.4
