Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Steve Blake,32.7,LAL,Combo,1167,30,76.7%,0,1.9%,20,1.0%,0,0.0%
Andray Blatche,26.2,BKN,Big,1464,40,67.5%,72,15.1%,72,1.9%,89,29.2%
Eric Bledsoe,22.9,LAC,Combo,1420,54,79.0%,73,9.7%,83,2.0%,86,29.6%
Keith Bogans,32.5,BKN,Wing,1394,0,64.7%,4,2.5%,12,0.5%,98,71.4%
Andrew Bogut,27.9,GSW,Big,784,8,50.0%,10,6.2%,56,1.6%,33,16.7%
Matt Bonner,32.6,SAS,Big,811,0,55.6%,1,2.0%,23,1.0%,0,0.0%
Trevor Booker,24.9,WAS,Big,868,14,56.1%,48,12.1%,48,1.4%,20,13.8%
Carlos Boozer,30.9,CHI,Big,2539,59,72.7%,40,10.7%,51,1.4%,87,28.8%
Chris Bosh,28.6,MIA,Big,2445,89,80.1%,61,13.6%,52,1.5%,32,16.5%
Avery Bradley,21.9,BOS,Combo,1425,26,75.5%,17,3.9%,23,1.0%,15,5.3%
Elton Brand,33.6,DAL,Big,1518,51,70.3%,26,8.9%,27,1.1%,97,37.8%
Corey Brewer,26.7,DEN,Wing,1938,12,69.0%,76,10.9%,31,0.8%,35,16.2%
Ronnie Brewer,27.6,NYK,Wing,681,0,45.7%,45,7.8%,28,0.8%,25,14.3%
Ronnie Brewer,27.6,OKC,Forward,102,0,0.0%,0,0.0%,4,0.4%,100,0.0%
Aaron Brooks,27.8,SAC,Point,936,21,78.0%,37,5.9%,49,1.9%,86,33.3%
MarShon Brooks,23.8,BKN,Wing,799,22,72.0%,86,12.7%,79,1.5%,82,26.8%
Kwame Brown,30.6,PHI,Big,267,0,36.8%,87,18.2%,75,2.0%,17,12.5%
Shannon Brown,26.9,PHX,Wing,1381,45,78.4%,63,9.3%,22,0.7%,89,32.7%
Kobe Bryant,34.2,LAL,Wing,3008,73,84.0%,88,13.0%,100,3.2%,41,18.7%
Chase Budinger,24.4,MIN,Wing,468,35,76.2%,57,8.7%,45,1.0%,42,18.8%
Alec Burks,21.3,UTA,Combo,1032,17,73.2%,83,11.5%,52,1.5%,73,25.6%
Caron Butler,32.6,LAC,Wing,1867,66,82.6%,20,5.0%,31,0.8%,64,21.6%
Jimmy Butler,23.1,CHI,Wing,2042,54,80.4%,96,17.4%,69,1.3%,40,18.2%
Will Bynum,29.8,DET,Point,1134,55,82.5%,69,8.9%,63,2.1%,27,16.7%
Jose Calderon,31.1,DET,Point,877,94,89.3%,10,2.5%,16,1.2%,27,16.7%
Jose Calderon,31.1,TOR,Point,1262,97,91.5%,8,2.0%,41,1.7%,18,12.5%
Marcus Camby,38.6,NYK,Big,242,0,47.1%,62,13.8%,47,1.4%,17,12.5%
DeMarre Carroll,26.3,UTA,Wing,1055,34,75.8%,74,10.5%,52,1.1%,38,17.6%
Vince Carter,35.8,DAL,Wing,2085,60,81.6%,69,9.7%,94,2.4%,61,21.3%
Omri Casspi,24.4,CLE,Wing,446,1,50.0%,70,9.9%,50,1.0%,12,6.7%
Mario Chalmers,26.5,MIA,Point,2057,27,79.1%,29,5.5%,24,1.5%,27,16.7%
Tyson Chandler,30.1,NYK,Big,2158,47,69.3%,99,24.9%,64,1.7%,60,21.8%
Wilson Chandler,25.5,DEN,Forward,1056,66,79.4%,54,9.6%,69,1.4%,75,26.1%
Earl Clark,24.8,LAL,Big,1331,50,70.3%,25,8.9%,1,0.4%,60,22.2%
Victor Claver,24.2,POR,Forward,769,3,46.4%,25,7.0%,44,1.0%,31,15.4%
Norris Cole,24.1,MIA,Point,1476,3,65.2%,49,6.9%,35,1.6%,37,17.9%
Jason Collins,33.9,BOS,Big,325,48,70.0%,98,24.1%,95,3.3%,22,14.3%
Darren Collison,25.2,DAL,Point,2351,85,88.2%,88,12.4%,69,2.2%,65,22.7%
Nick Collison,32.0,OKC,Big,1547,86,79.7%,39,10.4%,17,0.9%,16,12.1%
Mike Conley,25.1,MEM,Point,2749,58,82.9%,71,9.8%,80,2.4%,82,30.6%
Daequan Cook,25.5,CHI,Wing,225,0,66.7%,2,2.4%,14,0.6%,98,100.0%
Daequan Cook,25.5,HOU,Wing,109,0,66.7%,7,2.7%,4,0.4%,0,0.0%
Chris Copeland,28.6,NYK,Big,762,61,72.9%,28,9.1%,27,1.1%,88,29.0%
DeMarcus Cousins,22.2,SAC,Big,2271,63,73.7%,77,16.1%,96,3.4%,70,25.0%
Jamal Crawford,32.6,LAC,Wing,2126,88,86.4%,53,8.3%,88,2.0%,79,25.6%
Jordan Crawford,24.0,BOS,Combo,551,37,77.6%,58,8.6%,61,1.7%,15,5.3%
Jordan Crawford,24.0,WAS,Combo,1104,65,82.5%,53,8.1%,67,1.7%,80,28.6%
Jae Crowder,22.3,DAL,Forward,1268,26,67.7%,46,8.7%,19,0.7%,56,22.6%
Dante Cunningham,25.5,MIN,Big,1939,36,64.9%,9,6.1%,14,0.8%,8,9.5%
Stephen Curry,24.6,GSW,Combo,2975,100,90.0%,38,6.7%,88,2.1%,50,19.6%
Samuel Dalembert,32.5,MIL,Big,743,45,68.6%,29,9.2%,17,0.9%,55,20.8%
Marquis Daniels,31.8,MIL,Wing,1012,20,71.7%,41,7.2%,5,0.4%,20,12.5%
Anthony Davis,19.6,NOP,Big,1822,67,74.7%,68,14.7%,64,1.7%,83,27.5%
Ed Davis,23.4,MEM,Big,526,17,58.7%,89,18.5%,38,1.2%,33,16.7%
Ed Davis,23.4,TOR,Big,1070,35,64.7%,69,14.7%,22,1.0%,77,25.5%
Glen Davis,26.8,ORL,Big,1060,57,71.8%,51,12.3%,63,1.7%,64,23.1%
Austin Daye,24.4,DET,Wing,302,0,71.4%,17,4.8%,15,0.6%,96,50.0%
Austin Daye,24.4,MEM,Forward,299,0,83.3%,13,3.9%,35,0.9%,67,25.0%
Nando De Colo,25.4,SAS,Combo,782,33,77.1%,29,5.4%,73,1.8%,39,18.2%
DeMar DeRozan,23.2,TOR,Wing,2995,69,82.8%,89,14.0%,86,2.0%,49,19.3%
Carlos Delfino,30.2,HOU,Wing,1646,82,85.5%,12,3.9%,12,0.6%,95,45.8%
Luol Deng,27.5,CHI,Forward,2890,74,81.9%,63,10.3%,85,1.9%,52,21.5%
Boris Diaw,30.5,SAS,Big,1685,55,71.4%,11,6.3%,36,1.2%,82,27.3%
DeSagana Diop,30.8,CHA,Big,191,0,0.0%,2,4.3%,3,0.5%,0,0.0%
Toney Douglas,26.6,HOU,Combo,837,93,88.5%,55,8.3%,32,1.1%,80,28.6%
Toney Douglas,26.6,SAC,Combo,326,0,100.0%,12,3.1%,45,1.4%,0,0.0%
Goran Dragic,26.5,PHX,Point,2564,9,74.9%,82,11.0%,96,2.8%,47,20.2%
Andre Drummond,19.2,DET,Big,1185,2,36.8%,80,16.8%,65,1.8%,35,17.2%
Jared Dudley,27.3,PHX,Wing,2150,53,79.6%,68,9.5%,68,1.3%,27,14.5%
Chris Duhon,30.2,LAL,Point,778,0,46.2%,16,3.3%,0,0.3%,71,25.0%
Tim Duncan,36.5,SAS,Big,2069,93,81.7%,59,13.2%,87,2.4%,43,19.4%
Mike Dunleavy,32.1,MIL,Wing,1888,57,81.1%,48,7.9%,61,1.2%,70,23.5%
Kevin Durant,24.1,OKC,Forward,3112,97,90.5%,98,17.5%,96,3.1%,48,18.8%
Devin Ebanks,23.0,LAL,Forward,170,0,84.6%,23,6.9%,75,1.5%,0,0.0%
Wayne Ellington,24.9,CLE,Wing,949,97,89.5%,36,6.6%,34,0.8%,69,22.7%
Wayne Ellington,24.9,MEM,Wing,656,0,93.8%,7,3.0%,36,0.8%,0,0.0%
Monta Ellis,27.0,MIL,Combo,3057,35,77.3%,76,10.0%,86,2.1%,45,18.7%
Kim English,24.1,DET,Wing,285,0,66.7%,95,15.8%,1,0.2%,90,33.3%
Jeremy Evans,25.0,UTA,Big,134,0,70.0%,49,12.1%,73,1.9%,70,25.0%
Reggie Evans,32.5,BKN,Big,1951,9,50.5%,95,22.5%,90,2.7%,13,11.0%
Tyreke Evans,23.1,SAC,Wing,2007,39,77.3%,87,12.8%,75,1.4%,19,12.0%
Festus Ezeli,23.0,GSW,Big,1065,5,46.3%,75,15.5%,42,1.3%,11,10.3%
Kenneth Faried,23.0,DEN,Big,2239,23,61.3%,69,14.7%,71,1.9%,63,22.8%
Derrick Favors,21.3,UTA,Big,1711,46,69.2%,92,20.1%,67,1.8%,52,20.2%
Raymond Felton,28.4,NYK,Combo,2302,52,78.9%,26,5.2%,48,1.5%,71,25.5%
Landry Fields,24.3,TOR,Forward,983,21,64.7%,67,11.0%,50,1.0%,77,28.0%
Derek Fisher,38.2,DAL,Combo,228,0,91.3%,91,14.7%,76,1.8%,20,9.1%
Derek Fisher,38.2,OKC,Wing,310,0,93.3%,45,7.8%,62,1.2%,25,14.3%
Evan Fournier,20.0,DEN,Combo,309,48,78.6%,88,12.5%,30,1.1%,74,26.7%
Randy Foye,29.1,UTA,Combo,2229,63,82.1%,18,4.1%,50,1.5%,47,19.4%
Jimmer Fredette,23.7,SAC,Combo,835,80,85.1%,70,9.4%,70,1.7%,58,22.9%
Joel Freeland,25.7,POR,Big,392,0,57.9%,21,8.3%,31,1.2%,90,30.0%
Danilo Gallinari,24.2,DEN,Forward,2303,76,82.2%,85,14.3%,92,2.6%,42,18.6%
Francisco Garcia,30.8,HOU,Wing,282,0,85.7%,2,2.3%,17,0.6%,0,0.0%
Francisco Garcia,30.8,SAC,Wing,696,0,85.7%,3,2.4%,7,0.5%,0,0.0%
Kevin Garnett,36.5,BOS,Big,2012,83,78.6%,27,9.0%,93,3.1%,39,18.3%
Diante Garrett,24.0,PHX,Combo,104,0,28.6%,61,8.8%,2,0.4%,0,0.0%
Marc Gasol,27.8,MEM,Big,2781,98,84.8%,61,13.7%,94,3.2%,44,19.5%
Pau Gasol,32.3,LAL,Big,1651,49,70.2%,33,10.1%,82,2.1%,8,9.4%
Rudy Gay,26.2,MEM,Wing,1535,40,77.4%,69,9.6%,65,1.2%,60,21.1%
Rudy Gay,26.2,TOR,Forward,1144,92,85.6%,52,9.6%,90,2.0%,60,24.1%
Alonzo Gee,25.4,CLE,Wing,2536,51,79.5%,79,11.5%,24,0.7%,23,13.8%
Mickael Gelabale,29.4,MIN,Wing,587,0,84.2%,43,7.3%,39,0.9%,90,33.3%
Paul George,22.5,IND,Wing,2964,55,80.7%,55,8.6%,87,2.0%,74,24.3%
Daniel Gibson,26.7,CLE,Combo,853,4,66.7%,36,6.4%,15,0.9%,74,26.7%
Taj Gibson,27.4,CHI,Big,1423,42,68.5%,58,13.1%,39,1.3%,68,24.2%
Manu Ginobili,35.3,SAS,Wing,1375,47,79.3%,90,14.1%,93,2.3%,79,25.3%
Drew Gooden,31.1,MIL,Big,128,0,71.4%,55,12.7%,7,0.7%,22,14.3%
Ben Gordon,29.6,CHA,Wing,1533,76,84.3%,32,6.4%,84,1.9%,73,24.0%
Eric Gordon,23.9,NOP,Wing,1261,75,84.2%,94,15.7%,93,2.4%,40,18.3%
Marcin Gortat,28.7,PHX,Big,1867,39,66.2%,37,10.3%,72,1.9%,66,23.8%
Aaron Gray,27.9,TOR,Big,481,12,55.3%,78,16.7%,30,1.2%,14,11.8%
Danny Green,25.4,SAS,Wing,2188,84,85.7%,17,4.7%,17,0.6%,42,18.8%
Draymond Green,22.7,GSW,Forward,966,71,81.3%,40,8.3%,21,0.7%,13,10.0%
Gerald Green,26.8,IND,Wing,975,61,81.6%,22,5.1%,47,1.0%,16,10.0%
Jeff Green,26.2,BOS,Forward,2208,68,80.8%,92,14.8%,73,1.5%,50,20.5%
Willie Green,31.3,LAC,Wing,1096,17,71.0%,14,4.2%,13,0.6%,81,26.7%
Blake Griffin,23.6,LAC,Big,2590,37,66.0%,74,15.4%,99,3.9%,87,28.8%
Hamed Haddadi,27.5,PHX,Big,206,0,52.0%,83,17.2%,70,1.9%,9,10.0%
Jordan Hamilton,22.1,DEN,Forward,295,0,62.5%,19,5.4%,23,0.7%,92,37.5%
Richard Hamilton,34.7,CHI,Wing,1087,84,85.7%,21,5.1%,81,1.6%,18,12.0%
Ben Hansbrough,24.9,IND,Point,133,0,82.4%,96,15.6%,43,1.7%,43,20.0%
Tyler Hansbrough,27.0,IND,Big,1299,58,72.7%,97,23.8%,98,3.6%,26,14.8%
James Harden,23.2,HOU,Wing,2976,80,85.2%,99,21.7%,96,2.5%,48,19.3%
Maurice Harkless,19.5,ORL,Forward,1906,11,57.9%,56,9.8%,13,0.6%,65,24.6%
Al Harrington,32.7,ORL,Forward,112,0,75.0%,8,3.7%,0,0.0%,0,0.0%
Devin Harris,29.7,ATL,Combo,1405,22,73.5%,89,14.5%,47,1.4%,61,23.9%
Terrel Harris,25.2,NOP,Wing,102,0,50.0%,26,5.6%,9,0.5%,0,0.0%
Tobias Harris,20.3,MIL,Forward,294,0,88.9%,27,7.4%,25,0.7%,0,0.0%
Tobias Harris,20.3,ORL,Big,948,55,71.4%,46,12.0%,29,1.1%,77,25.5%
Udonis Haslem,32.4,MIA,Big,1399,54,71.1%,24,8.8%,34,1.2%,92,30.4%
Spencer Hawes,24.5,PHI,Big,2192,81,78.3%,17,7.7%,50,1.4%,27,15.2%
Chuck Hayes,29.4,SAC,Big,1143,24,61.7%,30,9.5%,4,0.5%,30,15.8%
Gordon Hayward,22.6,UTA,Wing,2082,67,82.6%,85,12.6%,98,2.7%,64,21.7%
Brendan Haywood,32.9,CHA,Big,1148,4,45.5%,47,12.0%,22,1.0%,85,28.6%
Gerald Henderson,24.9,CHA,Wing,2113,70,82.9%,93,15.2%,95,2.4%,33,15.6%
Xavier Henry,21.6,NOP,Wing,576,8,64.9%,98,20.7%,79,1.5%,36,17.1%
John Henson,21.8,MIL,Big,760,11,54.0%,54,12.7%,69,1.8%,42,18.6%
Roy Hibbert,25.9,IND,Big,2264,64,74.1%,34,10.1%,93,3.0%,53,20.2%
JJ Hickson,24.2,POR,Big,2317,41,67.9%,76,15.7%,52,1.5%,70,25.0%
Nene Hilario,30.1,WAS,Big,1647,61,72.9%,84,17.6%,97,3.6%,54,20.7%
George Hill,26.5,IND,Point,2615,48,81.6%,55,7.3%,51,2.0%,86,33.3%
Grant Hill,40.1,LAC,Forward,398,0,57.1%,33,8.2%,38,0.9%,19,12.5%
Jordan Hill,25.3,LAL,Big,444,33,64.4%,64,13.9%,63,1.7%,59,21.7%
Kirk Hinrich,31.8,CHI,Combo,1761,11,71.4%,41,6.8%,65,1.7%,27,13.3%
Jrue Holiday,22.4,PHI,Point,2914,12,75.0%,57,7.5%,61,2.1%,51,20.6%
Justin Holiday,23.6,PHI,Combo,112,0,83.3%,24,5.0%,8,0.8%,0,0.0%
Ryan Hollins,28.1,LAC,Big,537,92,81.3%,100,30.7%,73,1.9%,79,25.8%
Al Horford,26.4,ATL,Big,2744,33,64.4%,20,8.2%,57,1.6%,70,24.7%
Dwight Howard,26.9,LAL,Big,2714,7,49.3%,99,26.9%,100,5.3%,57,21.4%
Josh Howard,32.5,MIN,Wing,203,0,66.7%,30,6.3%,21,0.7%,0,0.0%
Kris Humphries,27.7,BKN,Big,1140,82,78.4%,81,17.1%,69,1.8%,46,20.0%
Serge Ibaka,23.1,OKC,Big,2478,67,74.9%,34,10.1%,26,1.1%,62,22.4%
Andre Iguodala,28.8,DEN,Wing,2768,4,57.7%,81,11.8%,80,1.5%,71,23.9%
Ersan Ilyasova,25.5,MIL,Big,1998,85,79.6%,20,8.2%,45,1.4%,41,18.6%
Kyrie Irving,20.6,CLE,Point,2044,70,85.5%,76,10.2%,92,2.6%,80,27.4%
Royal Ivey,30.9,PHI,Combo,658,0,50.0%,3,2.3%,3,0.6%,91,33.3%
Jarrett Jack,29.0,GSW,Point,2332,64,84.5%,41,6.4%,86,2.5%,41,19.6%
Reggie Jackson,22.5,OKC,Combo,820,98,89.4%,47,7.6%,77,1.8%,53,20.0%
Stephen Jackson,34.6,SAS,Wing,1006,21,71.9%,65,9.5%,58,1.1%,50,19.4%
Bernard James,27.7,DAL,Big,383,25,61.8%,72,15.0%,55,1.6%,70,25.0%
LeBron James,27.8,MIA,Forward,2872,53,75.3%,83,14.2%,100,3.6%,73,25.2%
Mike James,37.4,DAL,Combo,836,48,78.6%,11,3.0%,36,1.2%,0,0.0%
Antawn Jamison,36.4,LAL,Forward,1612,29,67.9%,58,9.8%,67,1.4%,67,25.0%
Al Jefferson,27.8,UTA,Big,2571,78,77.0%,16,7.5%,46,1.4%,78,25.5%
Richard Jefferson,32.4,GSW,Wing,493,13,69.6%,92,14.9%,88,2.1%,90,33.3%
Jared Jeffries,30.9,POR,Big,348,0,52.2%,70,14.8%,44,1.4%,13,11.1%
Charles Jenkins,23.7,GSW,Combo,230,0,50.0%,42,6.8%,38,1.2%,98,60.0%
Charles Jenkins,23.7,PHI,Combo,122,0,50.0%,14,3.2%,0,0.0%,0,0.0%
John Jenkins,21.7,ATL,Wing,800,65,82.1%,52,8.3%,27,0.7%,83,27.3%
Brandon Jennings,23.1,MIL,Point,2874,52,81.6%,61,8.1%,33,1.6%,67,23.6%
Jonas Jerebko,25.7,DET,Forward,801,58,78.3%,65,10.9%,63,1.2%,88,31.3%
Amir Johnson,25.5,TOR,Big,2307,58,72.4%,58,13.1%,41,1.3%,80,26.4%
Chris Johnson,27.3,MIN,Big,236,20,60.7%,63,13.9%,96,3.6%,0,0.0%
Ivan Johnson,28.6,ATL,Big,1000,23,61.2%,79,16.8%,81,2.1%,83,27.7%
James Johnson,25.7,SAC,Forward,825,24,65.1%,73,12.4%,48,1.0%,94,40.0%
Joe Johnson,31.3,BKN,Wing,2634,63,82.0%,28,5.8%,69,1.3%,42,18.8%
Orlando Johnson,23.6,IND,Wing,541,15,70.4%,46,7.8%,30,0.8%,31,15.4%
Wesley Johnson,25.3,PHX,Wing,899,43,78.1%,9,3.1%,26,0.7%,14,8.3%
Dahntay Jones,31.8,ATL,Wing,343,0,68.0%,93,15.3%,32,0.8%,94,38.5%
Dahntay Jones,31.8,DAL,Wing,575,44,78.3%,98,19.9%,72,1.4%,22,13.3%
DeQuan Jones,22.4,ORL,Wing,711,10,68.4%,72,10.3%,19,0.6%,84,28.6%
Dominique Jones,24.0,DAL,Combo,300,2,63.6%,98,17.1%,85,2.0%,21,10.5%
James Jones,32.1,MIA,Wing,146,0,50.0%,5,2.6%,20,0.7%,98,100.0%
Kevin Jones,23.2,CLE,Big,259,0,63.6%,10,6.2%,33,1.2%,46,20.0%
Perry Jones,21.1,OKC,Forward,134,0,66.7%,15,4.8%,0,0.0%,96,50.0%
Terrence Jones,20.8,HOU,Big,226,0,69.2%,11,6.3%,43,1.3%,46,20.0%
DeAndre Jordan,24.3,LAC,Big,2005,2,38.6%,90,19.6%,75,2.0%,89,29.7%
Cory Joseph,21.2,SAS,Point,352,0,88.2%,47,6.7%,10,1.1%,22,14.3%
Chris Kaman,30.5,DAL,Big,1360,83,78.8%,14,6.9%,51,1.5%,46,20.0%
Enes Kanter,20.5,UTA,Big,973,87,80.0%,55,12.8%,88,2.4%,69,24.5%
Jason Kidd,39.6,NYK,Combo,2034,67,83.3%,6,2.9%,6,0.8%,64,25.0%
Michael Kidd-Gilchrist,19.1,CHA,Forward,1970,50,74.4%,81,13.9%,40,0.9%,63,24.5%
Andrei Kirilenko,31.7,MIN,Wing,2022,33,75.8%,97,17.4%,83,1.7%,50,19.6%
Linas Kleiza,27.8,TOR,Forward,369,84,84.2%,38,8.2%,88,1.9%,90,33.3%
Brandon Knight,20.9,DET,Combo,2338,15,73.0%,67,9.0%,92,2.2%,35,16.7%
Kyle Korver,31.6,ATL,Wing,2241,83,85.5%,1,1.5%,56,1.1%,90,33.3%
Kosta Koufos,23.7,DEN,Big,1802,13,55.8%,23,8.6%,15,0.8%,92,30.4%
Viacheslav Kravtsov,25.2,DET,Big,145,0,11.1%,81,17.1%,84,2.2%,0,0.0%
Doron Lamb,21.0,MIL,Wing,239,0,54.5%,30,6.3%,42,0.9%,51,20.0%
Doron Lamb,21.0,ORL,Wing,247,0,60.0%,59,8.8%,23,0.7%,51,20.0%
Carl Landry,29.1,GSW,Big,1848,94,81.7%,93,20.6%,61,1.7%,81,27.1%
Ty Lawson,25.0,DEN,Point,2502,15,75.4%,78,10.3%,78,2.4%,55,21.3%
Courtney Lee,27.1,BOS,Wing,1861,91,88.2%,23,5.2%,36,0.8%,30,14.8%
David Lee,29.5,GSW,Big,2898,86,79.7%,52,12.4%,35,1.2%,52,20.1%
Malcolm Lee,22.4,MIN,Combo,279,0,55.6%,80,11.1%,27,1.1%,0,0.0%
Kawhi Leonard,21.3,SAS,Forward,1799,79,82.3%,31,8.0%,54,1.1%,27,13.3%
Meyers Leonard,20.7,POR,Big,1133,90,80.5%,40,10.8%,55,1.5%,90,30.0%
Rashard Lewis,33.2,MIA,Forward,711,16,62.9%,17,5.2%,81,1.6%,10,8.3%
DeAndre Liggins,24.6,OKC,Wing,178,0,63.6%,82,12.0%,67,1.3%,0,0.0%
Damian Lillard,22.3,POR,Combo,3157,76,84.4%,71,9.5%,64,1.7%,52,19.8%
Jeremy Lin,24.2,HOU,Point,2624,24,78.5%,90,12.5%,45,1.7%,53,21.0%
Shaun Livingston,27.1,CLE,Combo,1096,74,84.3%,82,11.3%,53,1.5%,36,17.6%
Shaun Livingston,27.1,WAS,Combo,312,0,100.0%,74,9.7%,24,1.0%,29,14.3%
Brook Lopez,24.6,BKN,Big,2248,73,75.8%,75,15.6%,81,2.1%,67,23.8%
Robin Lopez,24.6,NOP,Big,2117,80,77.6%,56,12.9%,54,1.5%,81,26.7%
Kevin Love,24.2,MIN,Big,616,52,70.4%,67,14.6%,99,4.0%,9,10.0%
Kyle Lowry,26.6,TOR,Combo,2011,59,79.3%,86,12.2%,94,2.2%,32,15.5%
John Lucas III,29.9,TOR,Combo,742,0,72.7%,9,3.0%,42,1.3%,95,44.4%
Shelvin Mack,22.5,ATL,Combo,229,0,58.3%,56,8.5%,9,0.8%,0,0.0%
Shelvin Mack,22.5,WAS,Point,138,0,50.0%,0,0.0%,82,2.4%,98,0.0%
Corey Maggette,33.0,DET,Wing,254,26,75.0%,100,22.1%,74,1.4%,15,9.5%
Ian Mahinmi,26.0,IND,Big,1282,20,60.7%,94,21.4%,76,2.0%,18,13.3%
Shawn Marion,34.5,DAL,Forward,2005,55,78.2%,21,6.9%,6,0.5%,58,24.0%
Kendall Marshall,21.2,PHX,Point,632,0,57.1%,14,3.1%,14,1.2%,94,50.0%
Cartier Martin,27.9,WAS,Wing,674,18,71.4%,21,5.0%,63,1.2%,31,15.4%
Kenyon Martin,34.8,NYK,Big,412,5,47.1%,83,17.3%,2,0.5%,60,22.2%
