Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Cade Cunningham,23.1,DET,Combo,247,50,83.3%,84,12.4%,100,3.1%,21,11.1%
Stephen Curry,36.6,GSW,Point,318,100,92.7%,14,5.1%,93,3.8%,93,37.5%
Donte DiVincenzo,27.8,MIN,Combo,369,0,76.9%,5,1.6%,53,1.4%,84,50.0%
Luka Doncic,25.7,LAL,Point,207,80,89.1%,100,15.6%,86,3.4%,0,0.0%
Luguentz Dort,25.5,OKC,Wing,665,0,63.6%,38,4.7%,38,0.8%,0,0.0%
Kris Dunn,30.6,LAC,Combo,151,0,0.0%,0,0.0%,0,0.3%,100,0.0%
Jalen Duren,21.0,DET,Big,203,0,82.6%,97,21.3%,15,1.1%,79,30.0%
Tari Eason,23.5,HOU,Forward,131,0,50.0%,17,2.3%,61,1.4%,0,0.0%
Zach Edey,22.6,MEM,Big,172,0,66.7%,41,12.5%,82,3.3%,0,0.0%
Anthony Edwards,23.2,MIN,Combo,584,13,71.9%,79,12.0%,63,1.6%,63,23.1%
Dorian Finney-Smith,31.5,LAL,Forward,169,0,0.0%,0,0.0%,22,0.6%,87,0.0%
Darius Garland,24.8,CLE,Point,147,0,91.7%,79,12.8%,64,1.8%,0,0.0%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,60,87.6%,93,15.0%,79,3.1%,43,20.0%
Rudy Gobert,32.4,MIN,Big,411,6,52.0%,94,21.2%,91,3.9%,26,4.8%
Aaron Gordon,29.1,DEN,Big,521,88,86.0%,35,11.5%,68,2.4%,76,28.6%
AJ Green,25.1,MIL,Wing,134,0,50.0%,0,0.0%,8,0.3%,88,0.0%
Draymond Green,34.7,GSW,Big,418,0,73.3%,12,4.3%,62,2.3%,59,20.0%
Jalen Green,22.7,HOU,Wing,214,0,66.7%,83,9.7%,75,1.6%,54,22.2%
Rui Hachimura,26.7,LAL,Forward,182,0,100.0%,26,3.4%,0,0.3%,74,50.0%
Tyrese Haliburton,24.7,IND,Combo,770,63,83.6%,21,7.0%,37,1.2%,53,21.7%
Tim Hardaway Jr.,32.6,DET,Forward,188,0,80.0%,30,4.2%,78,1.8%,78,66.7%
James Harden,35.2,LAC,Point,275,20,81.8%,86,13.4%,43,1.5%,43,20.0%
Tobias Harris,32.3,DET,Forward,232,0,100.0%,83,13.2%,39,0.7%,70,40.0%
Josh Hart,29.7,NYK,Wing,641,60,77.8%,92,15.2%,79,1.8%,46,20.0%
Isaiah Hartenstein,26.5,OKC,Big,515,29,66.7%,32,11.2%,24,1.2%,88,37.5%
Sam Hauser,26.9,BOS,Forward,106,0,100.0%,30,4.2%,13,0.5%,83,100.0%
Tyler Herro,24.8,MIA,Combo,225,75,84.6%,58,9.5%,74,2.0%,0,0.0%
Buddy Hield,31.9,GSW,Wing,338,0,92.9%,29,3.0%,17,0.6%,58,25.0%
Haywood Highsmith,27.9,MIA,Forward,139,0,0.0%,0,0.0%,26,0.7%,87,0.0%
Jrue Holiday,34.4,BOS,Combo,263,0,69.2%,37,8.2%,26,1.0%,89,60.0%
Chet Holmgren,22.5,OKC,Big,684,76,77.7%,47,12.7%,50,2.1%,44,13.2%
Al Horford,38.4,BOS,Big,347,0,85.7%,6,2.8%,9,1.1%,91,50.0%
DeAndre Hunter,26.9,CLE,Forward,185,80,84.6%,91,14.1%,100,3.5%,30,20.0%
Jaren Jackson,25.1,MEM,Big,211,0,86.4%,18,6.2%,76,2.7%,0,0.0%
LeBron James,39.8,LAL,Big,203,71,77.5%,85,18.8%,74,2.6%,82,31.6%
Ty Jerome,27.3,CLE,Combo,186,0,85.0%,53,9.5%,32,1.2%,74,33.3%
Isaiah Joe,25.3,OKC,Wing,167,0,71.4%,54,6.5%,21,0.7%,58,25.0%
Nikola Jokic,29.7,DEN,Big,562,65,77.2%,26,10.5%,97,4.8%,53,16.7%
Derrick Jones Jr.,27.7,LAC,Big,128,0,37.5%,15,5.9%,12,1.1%,0,0.0%
Cory Joseph,33.2,ORL,Point,142,0,100.0%,0,0.0%,0,0.6%,100,0.0%
Luke Kornet,29.3,BOS,Big,180,0,100.0%,50,12.9%,65,2.3%,91,50.0%
Jonathan Kuminga,22.1,GSW,Forward,184,10,72.4%,87,13.5%,70,1.7%,13,14.3%
Kawhi Leonard,33.3,LAC,Forward,264,30,77.8%,96,14.2%,91,2.3%,61,31.6%
Kevon Looney,28.7,GSW,Big,128,0,75.0%,56,13.8%,26,1.4%,0,0.0%
Bennedict Mathurin,22.4,IND,Wing,369,80,86.0%,96,23.4%,100,3.1%,42,17.5%
Miles McBride,24.1,NYK,Combo,334,0,82.4%,26,7.4%,11,0.9%,0,0.0%
TJ McConnell,32.6,IND,Point,385,0,84.0%,21,5.2%,36,1.5%,29,11.1%
Jaden McDaniels,24.1,MIN,Forward,494,100,89.3%,43,7.3%,48,0.9%,57,30.8%
Sam Merrill,28.5,CLE,Wing,159,0,66.7%,21,2.5%,33,0.8%,0,0.0%
Davion Mitchell,26.2,MIA,Point,209,0,53.8%,50,8.5%,21,1.1%,43,20.0%
Donovan Mitchell,28.2,CLE,Combo,288,25,73.9%,95,18.0%,95,2.9%,74,33.3%
Evan Mobley,23.4,CLE,Big,257,0,84.0%,44,12.6%,18,1.2%,62,25.0%
Moses Moody,22.4,GSW,Wing,214,0,81.8%,58,6.8%,29,0.8%,38,16.7%
Ja Morant,25.2,MEM,Point,149,0,81.0%,57,11.5%,50,1.6%,79,25.0%
Jamal Murray,27.7,DEN,Combo,578,100,87.5%,63,10.0%,68,1.7%,37,18.5%
Andrew Nembhard,24.8,IND,Combo,762,38,79.5%,42,8.5%,47,1.3%,42,20.0%
Aaron Nesmith,25.0,IND,Wing,649,100,86.1%,46,5.4%,71,1.6%,25,8.3%
Gary Payton II,31.9,GSW,Wing,199,0,0.0%,0,0.0%,50,1.1%,88,0.0%
Scotty Pippen,24.0,MEM,Combo,189,0,95.7%,89,13.4%,89,2.5%,68,27.3%
Brandin Podziemski,21.7,GSW,Combo,412,0,70.8%,47,8.7%,42,1.3%,26,15.4%
Kevin Porter,24.5,MIL,Combo,148,0,84.6%,32,8.2%,58,1.5%,0,0.0%
Michael Porter,26.3,DEN,Forward,435,0,71.4%,39,6.3%,9,0.4%,39,25.0%
Bobby Portis,29.7,MIL,Big,158,0,0.0%,0,1.5%,6,0.8%,100,100.0%
Kristaps Porzingis,29.3,BOS,Big,230,35,68.9%,91,20.4%,85,3.6%,71,26.3%
Quinten Post,24.6,GSW,Big,162,0,75.0%,9,3.6%,3,0.6%,0,0.0%
Norman Powell,31.4,LAC,Wing,237,0,77.8%,75,8.4%,88,2.2%,58,25.0%
Payton Pritchard,26.8,BOS,Point,298,0,82.4%,29,6.1%,7,0.8%,36,16.7%
Julius Randle,29.9,MIN,Big,527,94,88.0%,59,13.9%,53,2.2%,65,25.7%
Austin Reaves,26.4,LAL,Combo,196,0,85.7%,11,2.7%,84,2.2%,0,0.0%
Naz Reid,25.2,MIN,Big,367,0,76.0%,24,9.2%,38,1.7%,32,9.1%
Mitchell Robinson,26.6,NYK,Big,369,0,39.3%,82,18.3%,94,4.2%,56,18.2%
Dennis Schroder,31.1,DET,Point,164,0,81.3%,36,7.3%,29,1.4%,0,0.0%
Alperen Sengun,22.3,HOU,Big,252,24,62.5%,38,11.6%,79,3.1%,35,11.8%
Ben Sheppard,23.3,IND,Wing,261,0,100.0%,0,0.0%,42,0.9%,88,0.0%
Pascal Siakam,30.6,IND,Big,768,53,71.3%,71,14.7%,41,2.0%,74,26.8%
Jabari Smith Jr.,21.5,HOU,Big,138,0,80.0%,26,10.5%,32,1.5%,0,0.0%
Max Strus,28.6,CLE,Wing,252,0,83.3%,17,2.2%,63,1.3%,0,0.0%
Jayson Tatum,26.7,BOS,Forward,321,90,88.9%,65,10.5%,87,2.3%,39,25.0%
Amen Thompson,21.8,HOU,Combo,227,0,69.4%,100,18.4%,16,1.0%,58,22.2%
Ausar Thompson,21.8,DET,Wing,134,0,58.3%,100,26.4%,96,2.9%,33,14.3%
Obi Toppin,26.7,IND,Forward,429,0,69.7%,52,8.1%,74,1.8%,48,28.6%
Karl-Anthony Towns,29.0,NYK,Big,639,82,84.5%,74,15.9%,47,2.0%,85,34.0%
Gary Trent Jr.,25.8,MIL,Wing,170,0,80.0%,50,6.2%,0,0.0%,58,25.0%
Myles Turner,28.6,IND,Big,671,59,77.1%,79,17.8%,59,2.2%,41,13.0%
Fred VanVleet,30.7,HOU,Point,276,0,100.0%,43,8.2%,71,2.2%,79,25.0%
Dean Wade,27.9,CLE,Forward,137,0,0.0%,0,0.0%,4,0.3%,87,0.0%
Franz Wagner,23.2,ORL,Forward,228,20,75.0%,61,10.1%,57,1.2%,65,35.7%
Cason Wallace,21.0,OKC,Combo,514,0,66.7%,16,3.3%,5,0.6%,95,75.0%
Peyton Watson,22.1,DEN,Forward,179,0,42.9%,70,10.7%,52,1.2%,0,0.0%
Russell Westbrook,36.0,DEN,Point,312,0,70.0%,71,12.2%,57,1.6%,64,22.2%
Derrick White,30.3,BOS,Combo,415,88,86.1%,68,10.7%,21,1.0%,32,17.6%
Aaron Wiggins,25.8,OKC,Wing,276,0,78.6%,67,7.9%,4,0.1%,79,33.3%
Andrew Wiggins,29.7,MIA,Wing,200,0,52.9%,71,8.0%,54,1.1%,0,0.0%
Jalen Williams,23.6,OKC,Forward,795,50,78.6%,78,13.1%,65,1.6%,22,15.5%
Ivica Zubac,27.6,LAC,Big,255,18,53.8%,62,14.0%,35,1.7%,47,15.4%
