Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Trevor Ariza,21.3,ORL,Wing,1230,66,+2.1,+6,39,-1.6,15,-2.7%,9,+2.3%,97,+6.0%,83,+3.2,82,-3.7,89,-2.5%,89,+1.9%,31,+1.2%,12,+5.9
Darrell Armstrong,38.4,IND,Combo,1236,53,+0.5,+1,68,+1.5,81,+1.7%,24,+1.2%,63,+0.8%,69,+2.0,40,+1.1,24,+1.4%,78,+1.2%,55,-0.1%,10,+6.3
Hilton Armstrong,21.9,NOH,Big,546,68,+2.4,+6,20,-4.8,41,-0.8%,19,+1.4%,50,-0.2%,39,-1.0,95,-7.2,93,-3.1%,84,+1.5%,25,+1.5%,83,-3.6
Carlos Arroyo,27.3,ORL,Point,1255,68,+2.4,+7,50,-0.6,48,-0.3%,23,+1.2%,61,+0.6%,83,+3.3,78,-3.0,75,-1.4%,86,+1.6%,10,+2.6%,67,-1.4
Chucky Atkins,32.2,MEM,Point,2050,80,+4.7,+11,95,+7.2,75,+1.3%,94,-2.3%,46,-0.4%,99,+8.6,27,+2.5,69,-1.1%,26,-0.8%,4,+3.7%,40,+1.4
Kelenna Azubuike,22.9,GSW,Wing,595,4,-15.6,-37,8,-7.8,8,-4.2%,38,+0.6%,52,+0.0%,49,+0.0,4,+7.7,15,+2.1%,2,-3.3%,9,+2.8%,96,-7.3
Renaldo Balkman,22.3,NYK,Forward,998,86,+5.9,+15,38,-1.7,25,-1.7%,53,-0.0%,95,+4.7%,13,-4.1,96,-7.6,98,-5.0%,98,+3.3%,56,-0.2%,4,+8.7
Marcus Banks,25.0,PHX,Combo,447,0,-24.3,-54,0,-18.1,0,-10.3%,26,+1.1%,19,-2.2%,81,+3.1,8,+6.2,6,+3.4%,62,+0.5%,39,+0.7%,4,+8.6
Leandro Barbosa,23.9,PHX,Combo,2570,78,+4.3,+8,90,+5.3,74,+1.2%,92,-2.1%,40,-0.8%,88,+4.0,41,+1.0,47,+0.1%,87,+1.7%,54,-0.1%,8,+6.9
J.J. Barea,22.3,DAL,Combo,112,7,-11.7,-29,15,-5.9,9,-3.9%,61,-0.4%,36,-1.0%,68,+1.8,9,+5.8,17,+1.8%,14,-1.6%,83,-2.2%,7,+7.7
Andrea Bargnani,21.0,TOR,Big,1594,45,-1.0,-3,76,+2.5,83,+1.8%,30,+0.9%,27,-1.7%,74,+2.4,17,+3.6,55,-0.2%,42,-0.2%,8,+3.0%,31,+2.7
Matt Barnes,26.6,GSW,Forward,1735,54,+0.5,+1,66,+1.4,37,-1.0%,46,+0.3%,73,+1.4%,95,+5.4,41,+0.9,60,-0.6%,19,-1.3%,35,+0.9%,65,-1.1
Earl Barron,25.2,MIA,Big,128,4,-15.4,-32,5,-11.2,3,-6.6%,5,+3.0%,58,+0.5%,57,+0.8,14,+4.3,4,+4.2%,51,+0.1%,96,-4.4%,21,+4.3
Brent Barry,34.8,SAS,Wing,1528,27,-4.5,-10,65,+1.3,86,+2.1%,44,+0.4%,12,-3.1%,63,+1.4,9,+5.8,10,+2.5%,32,-0.5%,36,+0.9%,32,+2.4
Brandon Bass,21.5,NOH,Big,109,17,-7.1,-17,49,-0.6,33,-1.2%,30,+0.9%,50,-0.2%,12,-4.3,7,+6.5,0,+7.5%,76,+1.1%,24,+1.6%,97,-8.0
Maceo Baston,30.4,IND,Big,358,61,+1.5,+4,66,+1.4,98,+3.8%,10,+2.1%,24,-1.9%,79,+2.9,51,-0.1,19,+1.7%,91,+2.0%,85,-2.4%,13,+5.7
Tony Battie,30.7,ORL,Big,1566,46,-0.9,-2,19,-4.9,31,-1.4%,73,-0.8%,6,-4.3%,2,-7.8,84,-4.1,71,-1.2%,18,-1.3%,82,-2.1%,99,-9.8
Shane Battier,28.1,HOU,Forward,2976,81,+4.8,+12,49,-0.6,84,+1.9%,51,+0.1%,16,-2.5%,36,-1.2,91,-5.4,70,-1.2%,78,+1.3%,79,-1.9%,80,-3.1
Charlie Bell,27.6,MIL,Wing,2807,47,-0.7,-2,38,-1.7,38,-0.9%,74,-0.9%,22,-2.0%,44,-0.5,59,-1.0,76,-1.5%,28,-0.8%,25,+1.5%,35,+2.0
Raja Bell,30.1,PHX,Wing,2905,79,+4.5,+10,58,+0.2,50,-0.3%,57,-0.2%,52,-0.0%,47,-0.2,86,-4.3,71,-1.2%,59,+0.4%,68,-1.0%,88,-4.4
Mike Bibby,28.5,SAC,Point,2775,74,+3.7,+9,78,+2.7,70,+0.9%,90,-1.9%,14,-2.8%,17,-3.1,58,-0.9,35,+0.8%,77,+1.2%,62,-0.6%,75,-2.2
Andris Biedrins,20.6,GSW,Big,2372,88,+6.4,+17,74,+2.3,93,+3.1%,22,+1.2%,67,+1.0%,16,-3.3,84,-4.1,70,-1.1%,55,+0.2%,88,-2.8%,66,-1.1
Chauncey Billups,30.1,DET,Point,2527,91,+6.8,+16,99,+9.3,96,+3.6%,95,-2.5%,28,-1.6%,93,+5.1,27,+2.5,40,+0.5%,20,-1.2%,45,+0.4%,38,+1.6
Steve Blake,26.7,MIL,Point,555,3,-16.5,-38,7,-8.4,9,-3.8%,87,-1.7%,4,-5.3%,22,-2.5,4,+8.1,14,+2.1%,64,+0.5%,14,+2.4%,9,+6.7
Steve Blake,26.7,DEN,Point,1617,62,+1.6,+4,66,+1.4,96,+3.6%,63,-0.5%,27,-1.8%,11,-4.4,52,-0.2,36,+0.6%,71,+0.8%,25,+1.5%,70,-1.7
Will Blalock,23.1,DET,Point,154,9,-10.7,-29,2,-14.4,0,-12.3%,3,+3.9%,100,+10.6%,91,+4.5,81,-3.7,92,-3.0%,31,-0.6%,8,+2.8%,66,-1.3
Andray Blatche,20.2,WAS,Big,623,31,-4.0,-10,18,-5.1,15,-2.7%,25,+1.1%,81,+2.3%,30,-1.8,60,-1.1,54,-0.2%,70,+0.7%,55,-0.2%,74,-2.1
Mark Blount,30.9,MIN,Big,2539,28,-4.4,-11,44,-1.2,72,+1.1%,74,-0.9%,7,-3.9%,8,-5.1,20,+3.2,33,+0.8%,4,-2.7%,20,+1.8%,98,-8.2
Keith Bogans,26.5,ORL,Wing,957,74,+3.7,+10,79,+2.9,90,+2.5%,79,-1.1%,12,-3.1%,37,-1.1,57,-0.8,37,+0.6%,46,-0.0%,74,-1.4%,50,+0.5
Andrew Bogut,21.9,MIL,Big,2250,72,+3.3,+8,49,-0.6,60,+0.3%,30,+0.9%,59,+0.6%,66,+1.7,83,-3.9,50,+0.0%,72,+0.9%,96,-4.3%,72,-1.9
Matt Bonner,26.6,SAS,Big,507,10,-9.9,-23,23,-4.1,5,-5.1%,86,-1.6%,33,-1.2%,65,+1.7,9,+5.8,4,+4.3%,54,+0.2%,78,-1.7%,15,+5.3
Josh Boone,21.9,NJN,Big,608,55,+0.6,+2,39,-1.7,36,-1.0%,44,+0.3%,67,+1.0%,63,+1.4,72,-2.3,95,-3.7%,61,+0.4%,3,+4.1%,57,-0.3
Calvin Booth,30.5,WAS,Big,365,85,+5.7,+15,47,-0.8,71,+0.9%,31,+0.9%,22,-2.1%,29,-1.8,93,-6.5,90,-2.7%,98,+3.4%,51,+0.1%,10,+6.3
Carlos Boozer,24.9,UTA,Big,2541,52,+0.2,+0,70,+1.8,97,+3.7%,79,-1.2%,1,-6.8%,39,-1.0,34,+1.6,76,-1.6%,0,-3.7%,40,+0.7%,85,-3.9
Chris Bosh,22.6,TOR,Big,2652,94,+8.3,+22,92,+5.8,87,+2.1%,63,-0.5%,76,+1.7%,92,+4.8,74,-2.5,87,-2.4%,10,-2.0%,61,-0.5%,86,-4.0
Bruce Bowen,35.4,SAS,Wing,2456,98,+12.4,+27,64,+1.1,90,+2.6%,20,+1.4%,60,+0.6%,22,-2.6,100,-11.3,99,-5.4%,75,+1.0%,56,-0.2%,87,-4.2
Earl Boykins,30.4,DEN,Point,865,39,-1.9,-5,22,-4.2,7,-4.3%,74,-0.9%,38,-0.9%,90,+4.5,73,-2.3,78,-1.7%,45,-0.1%,71,-1.2%,13,+5.6
Earl Boykins,30.4,MIL,Point,1141,7,-11.5,-24,29,-3.4,15,-2.7%,69,-0.7%,23,-1.9%,85,+3.6,4,+8.1,36,+0.7%,10,-2.0%,1,+5.9%,57,-0.3
Cedric Bozeman,23.7,ATL,Combo,184,18,-6.8,-14,10,-6.9,7,-4.5%,48,+0.2%,98,+7.1%,40,-0.9,50,-0.0,96,-4.0%,0,-4.3%,81,-2.1%,11,+6.1
Elton Brand,27.6,LAC,Big,3071,58,+0.9,+2,85,+4.1,45,-0.5%,59,-0.2%,96,+5.2%,50,+0.1,20,+3.2,9,+2.6%,19,-1.2%,97,-4.5%,55,-0.1
Ronnie Brewer,21.6,UTA,Wing,608,27,-4.5,-12,22,-4.2,32,-1.2%,36,+0.6%,32,-1.3%,33,-1.4,47,+0.2,16,+1.9%,83,+1.5%,54,-0.1%,74,-2.2
Primoz Brezec,27.1,CHA,Big,827,26,-4.7,-11,43,-1.2,49,-0.3%,50,+0.1%,77,+1.8%,2,-7.1,18,+3.5,13,+2.2%,18,-1.3%,92,-3.3%,20,+4.5
Andre Brown,25.5,SEA,Big,224,40,-1.6,-5,7,-8.3,13,-3.2%,3,+3.8%,47,-0.4%,87,+3.9,94,-6.7,98,-4.6%,92,+2.2%,7,+3.1%,65,-1.1
Dee Brown,22.2,UTA,Point,372,56,+0.7,+2,47,-0.8,21,-2.0%,31,+0.9%,98,+7.4%,43,-0.8,65,-1.5,62,-0.7%,55,+0.3%,75,-1.5%,13,+5.6
Devin Brown,27.8,NOH,Combo,1613,70,+2.8,+7,54,-0.2,47,-0.4%,63,-0.5%,75,+1.6%,36,-1.3,79,-3.0,84,-2.0%,27,-0.8%,66,-0.8%,50,+0.5
Kwame Brown,24.6,LAL,Big,1129,84,+5.2,+13,91,+5.7,99,+4.4%,20,+1.4%,72,+1.3%,68,+1.9,43,+0.5,6,+3.5%,93,+2.3%,77,-1.6%,86,-4.0
P.J. Brown,37.0,CHI,Big,1443,74,+3.7,+9,55,-0.0,44,-0.5%,85,-1.6%,62,+0.7%,5,-6.1,81,-3.7,42,+0.4%,40,-0.2%,90,-3.1%,95,-7.1
Shannon Brown,20.9,CLE,Wing,160,1,-22.3,-47,8,-8.1,9,-3.8%,7,+2.5%,65,+0.9%,6,-5.9,0,+14.2,1,+7.0%,9,-2.1%,13,+2.5%,70,-1.7
Kobe Bryant,28.2,LAL,Wing,3136,87,+6.2,+16,89,+5.2,77,+1.5%,91,-2.0%,36,-1.1%,79,+2.9,59,-1.0,76,-1.6%,26,-0.9%,66,-0.8%,64,-0.9
Greg Buckner,30.1,DAL,Wing,1278,23,-5.6,-11,26,-3.8,17,-2.6%,24,+1.2%,64,+0.8%,89,+4.3,32,+1.8,51,-0.0%,46,-0.0%,52,+0.0%,22,+4.1
Pat Burke,32.9,PHX,Big,119,2,-18.3,-44,1,-15.9,2,-8.5%,16,+1.6%,88,+3.1%,18,-3.0,28,+2.3,23,+1.4%,2,-3.4%,94,-3.6%,57,-0.2
Caron Butler,26.6,WAS,Wing,2458,82,+5.1,+13,86,+4.2,70,+0.9%,41,+0.4%,80,+2.2%,79,+2.9,57,-0.9,39,+0.5%,90,+1.9%,17,+2.2%,84,-3.7
Rasual Butler,27.4,NOH,Wing,2159,39,-1.9,-5,13,-6.3,33,-1.2%,52,-0.0%,4,-5.2%,11,-4.5,87,-4.4,93,-3.3%,48,+0.0%,24,+1.5%,53,+0.2
Andrew Bynum,19.0,LAL,Big,1773,28,-4.4,-12,17,-5.3,37,-1.0%,20,+1.4%,13,-3.0%,28,-1.9,58,-0.9,83,-2.0%,7,-2.5%,57,-0.2%,94,-5.9
Jose Calderon,25.1,TOR,Point,1582,51,-0.0,-0,87,+4.3,82,+1.7%,76,-1.0%,19,-2.2%,82,+3.2,14,+4.3,17,+1.8%,53,+0.1%,80,-2.0%,10,+6.3
Marcus Camby,32.6,DEN,Big,2360,60,+1.2,+3,83,+3.7,86,+2.0%,78,-1.1%,10,-3.3%,81,+3.1,27,+2.5,44,+0.3%,34,-0.5%,6,+3.3%,77,-2.5
Brian Cardinal,29.5,MEM,Forward,307,43,-1.3,-3,32,-2.5,29,-1.5%,87,-1.7%,15,-2.7%,13,-4.1,62,-1.3,45,+0.3%,97,+2.9%,49,+0.1%,9,+6.5
Rodney Carney,22.6,PHI,Forward,1110,30,-4.0,-10,34,-2.2,58,+0.2%,40,+0.5%,33,-1.3%,20,-2.7,32,+1.8,37,+0.6%,34,-0.5%,28,+1.4%,49,+0.5
Matt Carroll,26.2,CHA,Wing,1851,64,+1.9,+5,89,+5.2,63,+0.4%,86,-1.6%,69,+1.2%,82,+3.1,20,+3.2,32,+0.8%,16,-1.4%,47,+0.3%,43,+1.1
Vince Carter,29.8,NJN,Wing,3116,94,+8.0,+21,97,+7.8,91,+2.7%,93,-2.2%,75,+1.5%,66,+1.7,52,-0.2,16,+1.9%,16,-1.4%,99,-5.9%,58,-0.4
Sam Cassell,37.0,LAC,Point,1404,69,+2.7,+7,52,-0.2,17,-2.5%,95,-2.4%,47,-0.3%,41,-0.8,78,-2.9,69,-1.1%,52,+0.1%,81,-2.0%,56,-0.2
Tyson Chandler,24.1,NOH,Big,2520,68,+2.4,+6,86,+4.1,77,+1.5%,29,+1.0%,94,+4.5%,49,-0.0,33,+1.7,25,+1.3%,36,-0.4%,73,-1.4%,78,-2.7
Josh Childress,23.4,ATL,Wing,1987,84,+5.4,+13,78,+2.8,50,-0.2%,84,-1.6%,30,-1.5%,91,+4.8,75,-2.6,91,-2.8%,24,-1.0%,34,+1.0%,60,-0.5
Speedy Claxton,28.5,ATL,Point,1050,47,-0.7,-3,10,-7.4,14,-3.0%,58,-0.2%,17,-2.4%,17,-3.1,94,-6.7,79,-1.7%,96,+2.8%,48,+0.2%,50,+0.5
Jarron Collins,27.9,UTA,Big,896,75,+3.7,+10,15,-5.7,6,-4.9%,43,+0.4%,86,+2.9%,33,-1.5,98,-9.5,52,-0.1%,98,+4.1%,99,-5.5%,46,+0.9
Jason Collins,27.9,NJN,Big,1841,92,+7.2,+19,51,-0.4,67,+0.7%,68,-0.6%,43,-0.6%,3,-6.9,95,-7.6,72,-1.3%,64,+0.6%,98,-5.0%,91,-5.4
Mardy Collins,22.2,NYK,Wing,720,35,-2.9,-7,24,-4.1,43,-0.6%,19,+1.4%,48,-0.3%,55,+0.6,61,-1.2,40,+0.5%,71,+0.8%,93,-3.4%,23,+3.8
Nick Collison,26.0,SEA,Big,2372,83,+5.1,+12,53,-0.2,30,-1.4%,43,+0.4%,90,+3.6%,27,-1.9,90,-5.4,94,-3.4%,9,-2.1%,87,-2.7%,79,-2.8
Brian Cook,25.9,LAL,Big,1012,74,+3.7,+10,75,+2.5,89,+2.5%,62,-0.4%,47,-0.4%,6,-5.8,61,-1.2,62,-0.6%,31,-0.6%,65,-0.8%,45,+0.9
Jamal Crawford,26.6,NYK,Wing,2165,43,-1.2,-3,73,+2.1,64,+0.5%,43,+0.4%,53,+0.1%,77,+2.7,19,+3.3,46,+0.3%,35,-0.5%,11,+2.5%,33,+2.2
Austin Croshere,31.5,DAL,Big,615,13,-8.1,-18,5,-10.3,8,-4.2%,4,+3.0%,23,-2.0%,46,-0.3,71,-2.2,86,-2.2%,61,+0.5%,49,+0.1%,17,+4.9
Eddy Curry,23.9,NYK,Big,2841,16,-7.3,-19,28,-3.5,95,+3.2%,4,+3.5%,5,-4.8%,29,-1.8,17,+3.8,4,+4.1%,3,-3.0%,64,-0.7%,100,-16.3
Samuel Dalembert,26.5,PHI,Big,2528,96,+10.0,+24,92,+5.8,92,+2.9%,62,-0.5%,85,+2.6%,9,-4.9,85,-4.1,89,-2.6%,30,-0.7%,76,-1.6%,71,-1.8
Erick Dampier,31.3,DAL,Big,1900,87,+6.2,+12,68,+1.5,84,+1.9%,59,-0.2%,54,+0.2%,7,-5.3,88,-4.7,67,-1.0%,47,+0.0%,51,+0.0%,98,-8.5
Antonio Daniels,31.6,WAS,Point,1726,53,+0.3,+1,59,+0.4,42,-0.7%,44,+0.3%,49,-0.3%,98,+7.9,48,+0.1,68,-1.0%,31,-0.6%,61,-0.5%,11,+6.0
Marquis Daniels,25.8,IND,Wing,772,38,-2.3,-6,43,-1.2,36,-1.0%,45,+0.3%,86,+2.8%,20,-2.8,41,+1.0,36,+0.6%,81,+1.4%,19,+1.9%,85,-3.9
Baron Davis,27.6,GSW,Point,2206,98,+11.8,+30,94,+7.0,94,+3.1%,84,-1.6%,57,+0.5%,59,+1.0,89,-4.8,83,-2.0%,73,+0.9%,59,-0.4%,67,-1.3
Dale Davis,37.6,DET,Big,457,49,-0.4,-0,11,-6.6,5,-5.0%,23,+1.2%,95,+5.0%,30,-1.8,93,-6.2,96,-4.0%,22,-1.1%,95,-3.9%,70,-1.8
Paul Davis,22.3,LAC,Big,102,22,-5.9,-16,10,-7.2,1,-8.6%,98,-3.2%,11,-3.2%,99,+8.7,62,-1.3,77,-1.6%,5,-2.6%,44,+0.5%,83,-3.6
Ricky Davis,27.1,MIN,Wing,3010,62,+1.6,+4,56,+0.1,85,+2.0%,67,-0.6%,8,-3.8%,25,-2.3,66,-1.5,80,-1.8%,8,-2.2%,69,-1.1%,69,-1.5
Carlos Delfino,24.2,DET,Wing,1277,46,-0.8,-1,16,-5.5,19,-2.3%,5,+3.0%,76,+1.6%,61,+1.1,88,-4.7,87,-2.3%,96,+2.9%,23,+1.7%,21,+4.3
Luol Deng,21.5,CHI,Forward,3060,92,+7.2,+19,92,+6.2,90,+2.5%,97,-2.9%,26,-1.8%,76,+2.5,59,-1.1,41,+0.5%,8,-2.2%,91,-3.2%,97,-8.0
Boris Diaw,24.5,PHX,Big,2242,18,-6.9,-13,22,-4.2,57,+0.2%,18,+1.4%,20,-2.2%,16,-3.4,23,+2.7,27,+1.3%,14,-1.6%,76,-1.6%,66,-1.1
Yakhouba Diawara,24.2,DEN,Wing,1138,47,-0.7,-2,23,-4.1,12,-3.4%,56,-0.2%,68,+1.1%,40,-0.9,80,-3.4,85,-2.1%,67,+0.6%,46,+0.3%,30,+2.7
Dan Dickau,28.1,POR,Combo,387,97,+11.3,+29,77,+2.6,58,+0.2%,81,-1.3%,48,-0.3%,94,+5.3,98,-8.7,97,-4.5%,94,+2.5%,58,-0.3%,9,+6.8
Travis Diener,24.7,ORL,Point,244,27,-4.5,-12,46,-1.0,30,-1.4%,51,+0.0%,66,+1.0%,28,-1.9,18,+3.5,53,-0.1%,75,+1.0%,2,+4.2%,8,+7.2
Ike Diogu,23.1,GSW,Big,199,10,-9.8,-23,5,-10.8,3,-6.5%,6,+2.7%,40,-0.8%,98,+8.5,59,-1.0,92,-3.1%,74,+1.0%,2,+4.8%,41,+1.4
Ike Diogu,23.1,IND,Big,494,80,+4.7,+12,33,-2.3,35,-1.1%,20,+1.4%,89,+3.2%,48,-0.1,95,-7.0,99,-5.1%,56,+0.3%,65,-0.8%,34,+2.1
DeSagana Diop,24.8,DAL,Big,1400,23,-5.6,-11,15,-5.7,16,-2.6%,21,+1.3%,70,+1.2%,26,-2.1,51,-0.1,73,-1.4%,61,+0.5%,52,-0.0%,26,+3.2
Juan Dixon,28.1,POR,Combo,1211,52,+0.2,+0,37,-1.9,43,-0.6%,79,-1.1%,10,-3.3%,77,+2.7,70,-2.1,87,-2.3%,91,+2.1%,56,-0.2%,4,+8.7
Juan Dixon,28.1,TOR,Wing,661,22,-5.9,-16,71,+1.9,24,-1.8%,10,+2.1%,98,+6.4%,98,+8.0,4,+7.9,10,+2.4%,86,+1.6%,0,+7.0%,6,+7.8
Michael Doleac,29.4,MIA,Big,639,20,-6.3,-16,37,-1.9,31,-1.3%,59,-0.2%,30,-1.5%,52,+0.2,14,+4.5,14,+2.1%,68,+0.7%,34,+1.0%,34,+2.2
Keyon Dooling,26.5,ORL,Combo,1395,56,+0.7,+2,85,+4.1,29,-1.4%,87,-1.7%,87,+3.0%,94,+5.2,19,+3.3,38,+0.6%,56,+0.3%,15,+2.4%,8,+7.1
Quincy Douby,22.5,SAC,Combo,286,9,-10.1,-22,27,-3.7,11,-3.6%,76,-1.0%,87,+3.0%,83,+3.2,7,+6.4,86,-2.2%,5,-2.6%,0,+6.9%,51,+0.4
Chris Duhon,24.2,CHI,Point,1850,45,-0.9,-2,40,-1.6,31,-1.4%,35,+0.7%,82,+2.4%,71,+2.1,56,-0.7,64,-0.8%,77,+1.2%,27,+1.4%,16,+5.2
Tim Duncan,30.5,SAS,Big,2720,99,+16.8,+38,97,+8.0,98,+4.0%,52,+0.0%,78,+2.0%,91,+4.7,98,-8.8,97,-4.4%,38,-0.3%,83,-2.1%,89,-4.7
Mike Dunleavy,26.1,GSW,Forward,1001,45,-1.0,-3,54,-0.1,20,-2.1%,83,-1.4%,18,-2.3%,98,+6.9,41,+0.9,84,-2.1%,9,-2.1%,54,-0.1%,36,+1.9
Mike Dunleavy,26.1,IND,Wing,1518,95,+9.1,+20,75,+2.3,86,+2.0%,88,-1.7%,2,-5.9%,58,+0.9,94,-6.7,77,-1.6%,23,-1.0%,96,-4.2%,97,-7.9
Monta Ellis,21.0,GSW,Combo,2601,70,+2.9,+8,67,+1.5,87,+2.1%,60,-0.3%,19,-2.2%,37,-1.1,64,-1.4,44,+0.3%,88,+1.8%,28,+1.4%,74,-2.1
Francisco Elson,30.7,SAS,Big,1289,29,-4.2,-8,25,-3.9,60,+0.3%,13,+1.8%,28,-1.6%,6,-6.0,46,+0.3,52,-0.0%,46,-0.0%,41,+0.6%,48,+0.7
Melvin Ely,28.5,CHA,Big,186,9,-10.5,-20,4,-12.4,4,-6.4%,2,+4.1%,46,-0.4%,96,+6.0,68,-1.8,84,-2.0%,65,+0.6%,63,-0.6%,1,+12.0
Maurice Evans,28.0,LAL,Wing,1704,63,+1.8,+5,74,+2.1,40,-0.8%,61,-0.4%,84,+2.6%,51,+0.2,46,+0.3,75,-1.4%,64,+0.6%,7,+3.2%,27,+3.2
Reggie Evans,26.5,DEN,Big,1106,72,+3.3,+9,48,-0.8,20,-2.1%,16,+1.6%,100,+8.5%,18,-3.0,85,-4.1,80,-1.8%,52,+0.1%,87,-2.6%,63,-0.8
Daniel Ewing,23.6,LAC,Point,628,92,+7.2,+19,56,+0.0,74,+1.2%,46,+0.3%,9,-3.6%,72,+2.3,95,-7.1,96,-4.0%,74,+1.0%,11,+2.6%,63,-0.8
Jordan Farmar,19.9,LAL,Point,1056,67,+2.3,+6,36,-2.0,35,-1.1%,24,+1.2%,84,+2.5%,24,-2.4,86,-4.3,89,-2.6%,86,+1.6%,16,+2.2%,45,+0.9
Raymond Felton,22.3,CHA,Combo,2798,86,+6.0,+15,83,+3.8,77,+1.5%,42,+0.4%,82,+2.4%,29,-1.9,71,-2.2,55,-0.3%,81,+1.4%,10,+2.6%,81,-3.4
Michael Finley,33.7,SAS,Forward,1730,12,-8.2,-17,56,+0.1,20,-2.0%,85,-1.6%,56,+0.4%,70,+2.1,4,+8.2,13,+2.1%,3,-3.0%,40,+0.6%,46,+0.9
Derek Fisher,32.2,UTA,Combo,2280,54,+0.5,+1,32,-2.5,40,-0.8%,73,-0.9%,8,-3.7%,85,+3.6,79,-3.0,20,+1.6%,89,+1.9%,48,+0.2%,94,-6.0
T.J. Ford,23.6,TOR,Point,2229,46,-0.8,-2,19,-4.9,22,-1.9%,28,+1.0%,69,+1.1%,43,-0.8,85,-4.2,84,-2.0%,17,-1.4%,33,+1.1%,94,-6.3
Danny Fortson,30.6,SEA,Big,153,83,+5.1,+13,70,+1.8,89,+2.5%,13,+1.9%,48,-0.3%,34,-1.3,80,-3.3,43,+0.4%,87,+1.7%,27,+1.4%,96,-7.7
