Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Joel Embiid,29.6,PHI,Big,286,100,34.5%,44,118.8,97,24.7%,74,0.72,35,13.2%
Dante Exum,28.3,DAL,Wing,117,68,17.3%,0,84.6,50,9.9%,39,0.57,68,9.2%
Daniel Gafford,25.1,DAL,Big,445,41,15.4%,76,128.8,12,5.5%,12,0.36,38,12.9%
Darius Garland,23.8,CLE,Point,426,29,24.6%,36,108.0,43,26.3%,71,1.07,14,12.1%
Paul George,33.5,LAC,Forward,222,92,25.9%,36,110.4,88,22.7%,88,0.88,48,11.2%
Josh Giddey,21.1,OKC,Forward,179,84,21.1%,52,111.5,84,17.5%,80,0.83,20,12.7%
Shai Gilgeous-Alexander,25.3,OKC,Point,396,86,34.6%,71,116.7,71,29.9%,36,0.86,100,7.2%
Rudy Gobert,31.3,MIN,Big,510,26,13.4%,85,130.4,18,6.6%,38,0.49,18,15.4%
Aaron Gordon,28.1,DEN,Big,444,44,15.8%,88,131.3,88,18.1%,88,1.14,47,11.9%
Eric Gordon,34.9,PHX,Wing,116,43,13.8%,21,100.0,21,6.3%,14,0.46,29,11.4%
Josh Green,23.0,DAL,Forward,378,8,11.5%,68,115.6,52,7.8%,68,0.68,80,7.5%
Rui Hachimura,25.7,LAL,Forward,185,12,11.6%,32,106.1,8,3.7%,16,0.32,96,4.4%
Tyrese Haliburton,23.7,IND,Point,521,43,24.9%,86,127.4,79,32.0%,86,1.28,43,10.9%
Tim Hardaway Jr.,31.6,DAL,Wing,161,32,13.6%,7,86.8,7,3.8%,7,0.28,89,4.0%
James Harden,34.2,LAC,Combo,241,83,26.2%,83,125.7,100,35.0%,100,1.34,39,10.4%
Gary Harris,29.1,ORL,Wing,158,0,8.0%,4,86.2,7,3.8%,18,0.48,79,6.9%
Tobias Harris,31.3,PHI,Forward,251,32,12.5%,16,98.4,56,7.9%,56,0.63,84,7.4%
Josh Hart,28.7,NYK,Forward,547,76,17.2%,40,110.5,76,15.1%,92,0.88,8,15.6%
Isaiah Hartenstein,25.5,NYK,Big,387,21,13.1%,62,124.4,76,16.6%,97,1.27,6,17.1%
Sam Hauser,25.9,BOS,Forward,265,24,12.1%,92,119.5,24,5.3%,28,0.43,100,4.3%
Tyler Herro,23.8,MIA,Combo,255,89,29.7%,28,103.1,94,29.2%,72,0.98,22,14.7%
Haywood Highsmith,26.9,MIA,Forward,171,36,13.0%,8,88.6,68,10.2%,76,0.78,76,8.4%
Jrue Holiday,33.4,BOS,Combo,718,28,15.6%,67,124.4,39,16.9%,83,1.08,28,11.6%
Justin Holiday,34.6,DEN,Combo,146,11,11.1%,11,100.0,0,4.1%,6,0.37,72,8.7%
Chet Holmgren,21.5,OKC,Big,343,62,18.5%,29,115.8,44,8.7%,32,0.47,29,13.6%
Al Horford,37.4,BOS,Big,574,9,11.8%,56,122.5,53,9.4%,76,0.79,85,8.3%
Brandon Ingram,26.2,NOP,Wing,207,89,24.7%,11,94.8,82,18.9%,71,0.76,7,13.8%
Kyrie Irving,31.6,DAL,Combo,879,78,25.8%,50,114.3,61,20.4%,39,0.79,44,10.0%
Jonathan Isaac,26.1,ORL,Forward,140,28,12.2%,28,105.1,0,3.3%,4,0.27,60,10.1%
Isaiah Jackson,21.8,IND,Big,130,24,13.2%,24,112.5,21,6.7%,41,0.51,91,7.7%
Reggie Jackson,33.5,DEN,Combo,111,61,22.1%,6,93.0,50,17.4%,33,0.79,17,15.1%
LeBron James,38.8,LAL,Forward,244,100,31.9%,100,121.4,100,35.8%,96,1.12,28,12.7%
Jaime Jaquez Jr.,22.7,MIA,Wing,179,93,25.0%,29,103.6,86,19.0%,68,0.76,21,11.7%
Isaiah Joe,24.3,OKC,Wing,172,54,14.1%,89,118.5,36,8.4%,46,0.60,61,9.4%
Nikola Jokic,28.7,DEN,Big,481,94,30.8%,71,127.9,100,36.9%,91,1.20,41,12.1%
Herbert Jones,25.1,NOP,Forward,200,64,15.5%,84,117.5,72,10.3%,64,0.66,0,21.3%
Derrick Jones Jr.,26.7,DAL,Forward,646,16,12.1%,72,115.6,32,6.0%,36,0.50,56,10.5%
Nikola Jovic,20.4,MIA,Big,160,38,15.2%,47,119.6,65,12.6%,79,0.83,26,13.6%
Maxi Kleber,31.8,DAL,Big,218,3,9.3%,32,117.1,41,8.2%,82,0.89,53,11.2%
Luke Kornet,28.3,BOS,Big,119,12,12.0%,94,138.5,29,7.6%,59,0.63,3,19.0%
Caris LeVert,29.2,CLE,Wing,257,79,21.9%,14,95.2,75,15.2%,64,0.69,25,11.5%
Damian Lillard,33.3,MIL,Point,155,79,32.6%,93,130.2,21,23.0%,7,0.70,86,8.1%
Dereck Lively II,19.7,DAL,Big,459,15,12.4%,91,133.3,38,8.1%,65,0.66,12,16.3%
Brook Lopez,35.6,MIL,Big,199,56,18.2%,82,129.3,50,8.8%,35,0.48,50,11.3%
Kyle Lowry,37.6,PHI,Combo,204,22,14.1%,17,102.1,44,17.2%,94,1.23,56,9.8%
Terance Mann,27.0,LAC,Wing,187,25,13.1%,68,112.0,39,8.8%,54,0.67,64,9.3%
Naji Marshall,25.8,NOP,Wing,104,64,17.0%,46,107.5,64,11.7%,61,0.69,86,5.1%
Caleb Martin,28.1,MIA,Forward,222,20,12.1%,88,117.9,36,6.3%,44,0.52,88,7.1%
Tyrese Maxey,23.0,PHI,Point,311,57,28.2%,79,117.9,64,28.3%,64,1.00,79,8.3%
Miles McBride,23.1,NYK,Combo,334,33,16.6%,44,111.7,22,10.6%,11,0.64,83,7.2%
CJ McCollum,32.1,NOP,Combo,212,72,25.5%,0,88.8,72,22.4%,56,0.88,6,17.5%
TJ McConnell,31.6,IND,Point,339,64,29.2%,29,107.6,100,35.1%,79,1.20,71,8.9%
Jaden McDaniels,23.1,MIN,Wing,535,29,13.2%,93,125.8,14,4.8%,11,0.37,36,11.1%
Khris Middleton,32.2,MIL,Wing,229,100,28.6%,86,117.5,89,19.6%,57,0.68,50,9.8%
Donovan Mitchell,27.1,CLE,Combo,381,100,35.1%,56,117.9,83,23.9%,22,0.68,61,9.6%
Evan Mobley,22.4,CLE,Big,421,65,18.6%,41,118.5,56,11.3%,53,0.61,32,13.3%
Marcus Morris,34.2,CLE,Big,119,35,14.5%,38,117.5,6,4.0%,3,0.28,88,8.0%
Trey Murphy III,23.4,NOP,Wing,241,46,14.0%,57,108.8,54,10.8%,75,0.77,0,15.6%
Jamal Murray,26.7,DEN,Point,461,71,30.5%,14,94.6,29,23.5%,14,0.77,50,10.2%
Larry Nance Jr.,30.8,NOP,Big,132,32,14.2%,100,145.5,85,18.1%,94,1.27,0,21.4%
Andrew Nembhard,23.8,IND,Combo,552,44,19.8%,94,131.1,78,23.0%,89,1.17,50,9.9%
Aaron Nesmith,24.0,IND,Forward,558,44,14.2%,60,112.7,60,8.1%,48,0.57,16,13.3%
Georges Niang,30.4,CLE,Forward,104,80,17.4%,0,45.7,12,3.8%,0,0.22,24,12.7%
Jusuf Nurkic,29.2,PHX,Big,103,50,16.4%,3,100.0,79,16.7%,85,1.02,9,16.4%
Royce O'Neale,30.4,PHX,Forward,103,0,9.1%,20,100.0,36,6.3%,72,0.69,68,9.8%
Isaac Okoro,22.8,CLE,Forward,247,40,13.7%,12,95.6,48,6.9%,40,0.50,12,13.9%
Kelly Oubre,27.9,PHI,Forward,260,48,14.5%,56,112.5,44,6.5%,32,0.45,52,11.0%
Michael Porter,25.3,DEN,Forward,442,60,15.5%,96,119.9,16,4.3%,8,0.28,40,12.0%
Bobby Portis,28.7,MIL,Big,186,82,23.7%,9,103.1,9,5.3%,0,0.22,74,9.5%
Kristaps Porzingis,28.2,BOS,Big,164,74,20.1%,50,121.1,32,7.7%,18,0.38,97,7.0%
Norman Powell,30.4,LAC,Wing,177,57,15.7%,75,115.2,0,1.9%,0,0.12,32,11.2%
Taurean Prince,29.6,LAL,Wing,133,14,12.6%,46,107.5,4,3.3%,4,0.26,93,2.7%
Payton Pritchard,25.8,BOS,Point,322,0,15.7%,57,111.2,7,14.4%,43,0.92,29,11.1%
Austin Reaves,25.4,LAL,Combo,210,50,20.1%,78,125.0,28,16.0%,44,0.80,89,6.6%
Naz Reid,24.2,MIN,Big,359,68,19.5%,26,113.5,26,7.3%,15,0.38,79,9.3%
Mitchell Robinson,25.6,NYK,Big,114,0,7.5%,0,94.4,0,3.3%,24,0.44,21,14.6%
D'Angelo Russell,27.7,LAL,Point,221,21,21.8%,21,103.4,14,17.4%,21,0.80,64,9.9%
Ben Sheppard,22.3,IND,Wing,323,4,10.6%,79,115.5,18,6.0%,36,0.57,11,13.1%
Pascal Siakam,29.6,IND,Forward,602,88,24.6%,80,116.5,80,15.7%,60,0.64,92,6.0%
Max Strus,27.6,CLE,Wing,433,21,12.9%,54,107.5,61,11.4%,82,0.88,14,12.6%
Jalen Suggs,22.4,ORL,Combo,232,56,21.2%,39,109.6,33,16.7%,28,0.78,0,17.7%
Jayson Tatum,25.7,BOS,Forward,766,96,30.3%,44,111.0,96,25.2%,84,0.83,64,10.0%
Obi Toppin,25.7,IND,Big,336,53,18.0%,79,128.9,59,11.7%,62,0.65,68,10.1%
Karl-Anthony Towns,28.0,MIN,Big,520,76,23.4%,35,117.3,71,13.3%,50,0.57,71,10.1%
Myles Turner,27.6,IND,Big,550,71,19.6%,65,127.3,47,8.7%,26,0.45,24,14.1%
Jonas Valanciunas,31.5,NOP,Big,136,88,26.3%,15,106.6,62,12.2%,29,0.46,44,12.0%
Franz Wagner,22.2,ORL,Wing,258,82,23.3%,43,107.3,96,21.2%,86,0.91,82,6.5%
Cason Wallace,20.0,OKC,Combo,192,6,10.9%,22,102.4,11,7.0%,17,0.64,67,9.0%
PJ Washington,25.2,DAL,Forward,784,52,15.2%,48,111.3,28,5.8%,24,0.38,36,12.2%
Russell Westbrook,35.0,LAC,Point,114,36,24.9%,0,67.9,0,13.7%,0,0.55,0,14.9%
Derrick White,29.3,BOS,Combo,673,39,18.7%,72,124.7,56,17.9%,67,0.96,94,5.9%
Aaron Wiggins,24.8,OKC,Forward,145,68,15.9%,64,114.3,64,10.0%,52,0.63,44,11.9%
Jalen Williams,22.5,OKC,Wing,375,86,23.6%,61,108.9,100,22.1%,93,0.94,54,9.8%
Jaylin Williams,21.3,OKC,Big,115,29,13.9%,53,121.2,91,19.1%,100,1.37,100,5.7%
Delon Wright,31.5,MIA,Combo,143,0,9.3%,100,153.6,17,9.2%,78,0.99,100,0.0%
Ivica Zubac,26.6,LAC,Big,191,59,18.2%,59,122.8,15,5.8%,6,0.32,65,10.6%
