Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Carlos Delfino,24.2,DET,Wing,122,0,66.7%,41,8.8%,11,0.8%,0,0.0%
Luol Deng,21.5,CHI,Forward,409,67,80.7%,69,12.5%,100,2.9%,92,30.4%
Boris Diaw,24.5,PHX,Big,227,0,66.7%,27,11.5%,68,2.4%,95,42.9%
DeSagana Diop,24.8,DAL,Big,139,0,42.9%,63,17.6%,5,0.6%,73,33.3%
Chris Duhon,24.2,CHI,Point,156,0,87.5%,33,6.3%,33,0.9%,0,0.0%
Tim Duncan,30.5,SAS,Big,733,42,64.4%,73,18.2%,88,3.1%,29,12.5%
Monta Ellis,21.0,GSW,Combo,231,71,80.8%,73,15.7%,18,0.7%,73,28.6%
Francisco Elson,30.7,SAS,Big,213,0,68.4%,78,18.8%,2,0.5%,22,11.1%
Jordan Farmar,19.9,LAL,Point,114,0,85.7%,67,10.0%,22,0.8%,72,33.3%
Michael Finley,33.7,SAS,Forward,535,83,89.7%,0,1.1%,62,1.5%,0,0.0%
Derek Fisher,32.2,UTA,Combo,437,100,93.0%,64,12.4%,55,1.8%,64,25.0%
T.J. Ford,23.6,TOR,Point,136,0,81.0%,72,11.0%,78,2.8%,72,33.3%
Devean George,29.2,DAL,Forward,103,0,80.0%,77,14.3%,69,1.7%,0,0.0%
Daniel Gibson,20.7,CLE,Combo,398,86,88.4%,45,10.6%,36,1.4%,91,30.8%
Manu Ginobili,29.3,SAS,Wing,599,75,83.6%,59,11.4%,96,3.8%,37,12.9%
Gordan Giricek,29.4,UTA,Wing,298,0,87.5%,19,5.3%,30,1.2%,0,0.0%
Drew Gooden,25.1,CLE,Big,604,58,76.9%,7,8.0%,7,0.6%,88,35.3%
Ben Gordon,23.6,CHI,Wing,393,100,92.1%,63,11.6%,93,3.5%,33,10.5%
Richard Hamilton,28.7,DET,Wing,634,81,86.2%,26,6.7%,78,2.5%,0,0.0%
Matt Harpring,30.4,UTA,Wing,429,25,71.1%,48,9.9%,81,2.8%,81,35.7%
Al Harrington,26.7,GSW,Big,258,37,63.3%,39,13.8%,51,1.9%,61,26.7%
Devin Harris,23.7,DAL,Combo,160,0,73.7%,82,16.4%,91,2.2%,100,45.5%
Udonis Haslem,26.4,MIA,Big,102,0,75.0%,22,10.7%,32,1.3%,0,0.0%
Chuck Hayes,23.4,HOU,Big,196,0,40.0%,56,15.8%,0,0.2%,73,33.3%
Jarvis Hayes,25.2,WAS,Forward,137,0,85.7%,23,8.2%,31,0.7%,77,25.0%
Luther Head,23.9,HOU,Combo,138,0,50.0%,9,5.9%,64,1.8%,0,0.0%
Nene Hilario,24.1,DEN,Big,178,0,77.8%,49,15.0%,41,1.5%,51,22.2%
Grant Hill,34.1,ORL,Forward,142,17,66.7%,100,27.5%,77,1.7%,38,7.1%
Kirk Hinrich,25.8,CHI,Combo,361,43,76.9%,18,7.4%,73,1.9%,45,22.2%
Robert Horry,36.2,SAS,Big,357,0,82.4%,2,6.5%,37,1.4%,56,25.0%
Dwight Howard,20.9,ORL,Big,167,5,45.5%,98,32.7%,98,4.4%,63,27.8%
Josh Howard,26.5,DAL,Wing,247,13,70.4%,44,9.4%,52,1.8%,70,30.0%
Juwan Howard,33.7,HOU,Big,154,0,70.0%,34,13.5%,10,0.7%,0,0.0%
Larry Hughes,27.8,CLE,Combo,637,29,74.6%,27,10.1%,45,1.4%,18,13.6%
Lindsey Hunter,35.9,DET,Point,118,0,100.0%,50,7.4%,67,2.1%,0,0.0%
Zydrunas Ilgauskas,31.4,CLE,Big,647,84,83.8%,44,14.0%,34,1.4%,54,22.6%
Allen Iverson,31.4,DEN,Combo,222,57,80.6%,36,10.5%,100,3.5%,55,23.1%
Stephen Jackson,28.6,GSW,Wing,451,69,81.6%,89,15.6%,74,2.4%,26,6.9%
LeBron James,21.8,CLE,Wing,889,38,75.8%,100,19.7%,85,2.9%,59,23.9%
Antawn Jamison,30.4,WAS,Forward,172,50,75.0%,62,11.6%,46,1.4%,100,30.8%
Richard Jefferson,26.4,BKN,Forward,487,100,92.4%,85,14.7%,85,2.0%,54,17.9%
Damon Jones,30.2,CLE,Combo,136,0,100.0%,0,3.7%,9,0.7%,0,0.0%
James Jones,26.1,PHX,Wing,160,0,77.8%,78,13.2%,19,0.8%,56,20.0%
Jason Kidd,33.6,BKN,Point,483,0,52.0%,17,4.6%,11,0.7%,0,0.0%
Andrei Kirilenko,25.7,UTA,Wing,521,50,78.5%,96,17.6%,59,1.9%,44,16.0%
Shawn Marion,28.5,PHX,Forward,454,17,66.7%,38,10.4%,8,0.4%,85,29.4%
Donyell Marshall,33.5,CLE,Big,201,0,62.5%,5,6.9%,49,1.6%,39,20.0%
Jason Maxiell,23.7,DET,Big,131,0,52.4%,85,26.5%,66,2.3%,73,33.3%
Antonio McDyess,32.2,DET,Big,348,47,73.1%,24,10.9%,63,2.2%,73,33.3%
Tracy McGrady,27.4,HOU,Wing,279,31,73.7%,70,12.4%,100,5.5%,52,18.2%
Darko Milicic,21.4,ORL,Big,114,0,52.9%,76,18.4%,83,2.9%,95,42.9%
Paul Millsap,21.7,UTA,Big,247,0,63.6%,20,10.6%,59,2.1%,0,0.0%
Yao Ming,26.1,HOU,Big,259,100,88.0%,71,18.1%,100,4.5%,22,11.1%
Mikki Moore,31.0,BKN,Big,393,74,79.3%,29,12.0%,80,2.6%,71,30.8%
Ronald Murray,27.3,DET,Combo,124,0,72.7%,91,17.1%,0,0.4%,36,16.7%
Bostjan Nachbar,26.3,BKN,Forward,273,0,95.5%,46,10.9%,54,1.4%,62,18.2%
Steve Nash,32.7,PHX,Point,412,100,89.1%,44,7.1%,89,3.0%,50,16.7%
Jameer Nelson,24.7,ORL,Point,129,0,90.9%,28,5.8%,17,0.7%,72,33.3%
Andres Nocioni,26.9,CHI,Wing,189,0,72.2%,52,10.3%,44,1.4%,74,33.3%
Dirk Nowitzki,28.4,DAL,Big,237,89,84.0%,54,15.7%,90,3.3%,27,11.8%
Shaquille O'Neal,34.7,MIA,Big,120,0,33.3%,63,17.6%,93,3.5%,56,25.0%
Fabricio Oberto,31.6,SAS,Big,414,0,57.1%,15,9.5%,24,1.2%,93,37.5%
Lamar Odom,27.0,LAL,Big,191,0,50.0%,46,14.7%,12,0.7%,68,28.6%
Mehmet Okur,27.4,UTA,Big,584,68,78.6%,10,8.1%,22,1.2%,29,12.5%
Anthony Parker,31.4,TOR,Wing,239,56,79.5%,93,16.9%,56,1.9%,30,8.3%
Tony Parker,24.5,SAS,Point,746,0,67.9%,94,14.5%,61,1.8%,67,28.6%
Sasha Pavlovic,23.0,CLE,Wing,611,0,52.8%,33,7.4%,22,0.9%,0,0.0%
Morris Peterson,29.2,TOR,Wing,183,0,83.3%,7,3.3%,15,0.8%,0,0.0%
Mickael Pietrus,24.7,GSW,Forward,203,0,65.6%,92,21.1%,92,2.2%,46,16.7%
James Posey,29.8,MIA,Wing,136,0,100.0%,15,4.0%,37,1.4%,96,100.0%
Tayshaun Prince,26.7,DET,Wing,660,44,75.9%,56,11.3%,41,1.4%,74,33.3%
Jason Richardson,25.8,GSW,Wing,426,13,70.4%,26,6.7%,26,1.0%,48,16.7%
Eric Snow,33.5,CLE,Point,241,0,57.1%,56,7.7%,50,1.4%,0,0.0%
Jerry Stackhouse,32.0,DAL,Wing,168,88,87.9%,78,13.2%,63,2.0%,0,0.0%
DeShawn Stevenson,25.6,WAS,Wing,122,0,42.9%,37,8.2%,48,1.6%,63,25.0%
Amar'e Stoudemire,24.0,PHX,Big,342,58,76.9%,83,22.3%,56,2.1%,49,21.3%
Jason Terry,29.1,DAL,Point,229,0,83.3%,61,9.1%,44,1.3%,39,11.1%
Kurt Thomas,34.1,PHX,Big,205,0,93.3%,17,10.1%,44,1.6%,34,14.3%
Tyrus Thomas,20.2,CHI,Big,105,32,59.3%,88,26.5%,17,0.9%,12,7.7%
Hedo Turkoglu,27.6,ORL,Wing,155,0,50.0%,11,3.9%,0,0.3%,93,50.0%
Anderson Varejao,24.1,CLE,Big,443,26,56.3%,80,18.9%,73,2.4%,15,10.0%
Jacque Vaughn,31.7,SAS,Point,192,0,50.0%,6,2.1%,0,0.2%,0,0.0%
Dwyane Wade,24.8,MIA,Combo,161,0,68.8%,100,17.9%,82,2.0%,82,29.4%
Ben Wallace,32.1,CHI,Big,369,11,50.0%,93,28.6%,76,2.4%,15,10.0%
Rasheed Wallace,32.1,DET,Big,571,95,84.2%,12,9.0%,29,1.2%,46,21.1%
Luke Walton,26.6,LAL,Forward,127,0,75.0%,8,2.8%,38,1.0%,0,0.0%
Chris Webber,33.7,DET,Big,403,16,53.2%,61,17.6%,61,2.2%,90,36.0%
Deron Williams,22.3,UTA,Point,654,50,79.0%,78,11.9%,72,2.1%,61,25.7%
Jason Williams,31.0,MIA,Point,110,0,80.0%,39,6.9%,6,0.4%,0,0.0%
Antoine Wright,22.7,BKN,Forward,149,0,90.0%,54,11.4%,0,0.3%,0,0.0%
