Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Robert Covington,27.9,PHI,Forward,439,0,73.9%,27,6.5%,58,1.0%,14,12.5%
Allen Crabbe,26.6,BKN,Wing,1117,29,73.2%,20,4.2%,24,0.7%,30,18.8%
Torrey Craig,27.9,DEN,Wing,1438,15,70.1%,42,6.2%,39,0.8%,45,22.7%
Jamal Crawford,38.6,PHX,Point,1208,75,84.4%,39,7.8%,56,1.7%,43,22.2%
Jae Crowder,28.3,UTA,Big,2158,42,72.1%,31,9.2%,37,1.4%,49,23.1%
Dante Cunningham,31.5,SAS,Forward,834,0,83.3%,6,3.6%,1,0.2%,0,0.0%
Seth Curry,28.2,POR,Wing,1362,77,84.0%,14,3.7%,83,1.5%,48,23.5%
Stephen Curry,30.6,GSW,Point,2326,100,91.6%,37,7.7%,80,2.1%,69,28.7%
Troy Daniels,27.3,PHX,Wing,706,0,81.3%,11,3.3%,35,0.8%,94,50.0%
Anthony Davis,25.6,NOP,Big,1849,77,79.4%,73,15.2%,96,4.0%,53,24.6%
Deyonta Davis,21.9,ATL,Big,117,0,60.0%,90,19.2%,1,0.3%,0,0.0%
Ed Davis,29.4,BKN,Big,1443,12,61.7%,96,21.8%,56,1.8%,39,20.3%
DeMar DeRozan,29.2,SAS,Wing,2687,70,83.1%,92,14.5%,96,2.5%,70,29.2%
Dewayne Dedmon,29.2,ATL,Big,1603,81,81.4%,29,8.7%,25,1.2%,53,24.5%
Sam Dekker,24.5,WAS,Forward,578,2,56.7%,37,7.4%,27,0.7%,17,13.3%
Sam Dekker,24.5,CLE,Big,155,0,80.0%,40,10.2%,4,0.6%,0,0.0%
Matthew Dellavedova,28.1,CLE,Wing,697,49,79.2%,38,5.9%,91,1.9%,21,15.4%
Luol Deng,33.5,MIN,Forward,350,30,70.4%,52,8.6%,75,1.4%,80,33.3%
Donte DiVincenzo,21.7,MIL,Wing,390,0,70.0%,6,2.5%,84,1.6%,97,66.7%
Cheick Diallo,22.1,NOP,Big,850,63,76.2%,44,10.8%,20,1.1%,79,30.0%
Hamidou Diallo,20.3,OKC,Wing,484,3,59.3%,99,18.0%,31,0.8%,45,22.6%
Gorgui Dieng,28.8,MIN,Big,961,80,81.3%,43,10.7%,68,2.1%,24,17.5%
Spencer Dinwiddie,25.6,BKN,Combo,1913,58,80.6%,100,16.9%,83,2.1%,64,24.7%
Luka Doncic,19.7,DAL,Wing,2327,17,71.3%,89,13.6%,100,3.9%,52,24.9%
Tyler Dorsey,22.7,ATL,Combo,195,0,81.8%,49,7.8%,25,1.0%,100,60.0%
Tyler Dorsey,22.7,MEM,Wing,432,4,62.9%,50,6.7%,87,1.7%,77,33.3%
Damyean Dotson,24.5,NYK,Wing,1957,36,75.3%,30,5.2%,42,0.9%,23,16.7%
Goran Dragic,32.5,MIA,Point,990,43,78.2%,63,9.3%,17,1.1%,76,30.2%
Andre Drummond,25.2,DET,Big,2640,9,59.3%,78,16.2%,60,1.9%,32,19.2%
Jared Dudley,33.3,BKN,Forward,1199,24,69.6%,39,7.9%,65,1.2%,32,20.0%
Kris Dunn,24.6,CHI,Combo,1389,52,79.7%,20,5.2%,51,1.4%,90,33.3%
Kevin Durant,30.1,GSW,Forward,2698,98,88.7%,86,13.7%,96,2.5%,42,21.8%
Henry Ellenson,21.8,NYK,Forward,176,0,70.0%,62,9.5%,86,1.8%,80,33.3%
Wayne Ellington,30.9,MIA,Wing,508,0,87.5%,3,1.7%,44,0.9%,0,0.0%
Wayne Ellington,30.9,DET,Wing,760,38,75.8%,2,1.5%,34,0.8%,0,0.0%
Joel Embiid,24.6,PHI,Big,2155,78,80.4%,87,18.4%,98,4.6%,35,19.5%
James Ennis,28.3,PHI,Wing,268,0,63.2%,74,10.2%,13,0.5%,14,11.1%
James Ennis,28.3,HOU,Wing,916,23,72.2%,89,12.8%,21,0.6%,18,13.8%
Jacob Evans,21.4,GSW,Wing,117,0,0.0%,0,0.0%,30,0.7%,99,0.0%
Tyreke Evans,29.1,IND,Wing,1371,27,72.4%,72,9.9%,82,1.5%,33,18.8%
Dante Exum,23.3,UTA,Combo,593,48,79.2%,86,12.2%,76,2.0%,10,10.7%
Kenneth Faried,29.0,HOU,Big,577,24,66.2%,71,14.9%,27,1.3%,36,20.0%
Derrick Favors,27.3,UTA,Big,1757,27,67.7%,77,15.9%,42,1.5%,58,25.2%
Cristiano Felicio,26.3,CHI,Big,606,25,67.2%,92,20.0%,46,1.6%,65,27.3%
Raymond Felton,34.3,OKC,Combo,368,0,92.3%,7,3.8%,10,0.8%,0,0.0%
Terrance Ferguson,20.5,OKC,Wing,1923,28,72.5%,22,4.5%,13,0.5%,12,10.0%
Yogi Ferrell,25.5,SAC,Combo,972,98,89.5%,46,7.4%,53,1.4%,58,24.0%
Dorian Finney-Smith,25.5,DAL,Forward,1933,26,69.7%,45,8.0%,41,0.8%,69,30.2%
Bryn Forbes,25.3,SAS,Combo,2282,94,88.2%,15,5.0%,2,0.6%,98,47.5%
Evan Fournier,26.0,ORL,Wing,2545,55,80.4%,43,6.2%,74,1.4%,91,43.5%
De'Aaron Fox,20.9,SAC,Point,2556,25,72.6%,100,15.6%,85,2.2%,63,26.9%
Tim Frazier,28.0,NOP,Point,880,36,76.9%,24,6.2%,54,1.7%,57,25.0%
Tim Frazier,28.0,MIL,Point,201,0,69.2%,54,9.0%,26,1.2%,20,16.7%
Channing Frye,35.5,CLE,Big,297,0,75.0%,5,3.7%,31,1.4%,54,25.0%
Markelle Fultz,20.4,PHI,Point,414,2,53.1%,67,9.5%,20,1.1%,31,20.0%
Danilo Gallinari,30.2,LAC,Big,2059,99,90.3%,66,14.0%,95,3.6%,35,19.4%
Langston Galloway,26.9,DET,Wing,1693,76,83.9%,37,5.8%,37,0.8%,83,35.3%
Marc Gasol,33.8,MEM,Big,1788,57,75.6%,36,9.7%,92,3.2%,77,29.6%
Marc Gasol,33.8,TOR,Big,643,77,80.0%,46,10.8%,69,2.1%,46,22.7%
Pau Gasol,38.3,SAS,Big,330,37,71.1%,51,12.0%,77,2.4%,0,0.0%
Rudy Gay,32.2,SAS,Forward,1853,78,81.6%,54,8.6%,72,1.3%,55,26.5%
Paul George,28.5,OKC,Wing,2852,78,84.0%,86,11.9%,97,2.6%,63,26.9%
Taj Gibson,33.4,MIN,Big,1685,58,75.7%,55,12.5%,61,2.0%,52,24.3%
Harry Giles,20.5,SAC,Big,757,15,63.5%,32,9.3%,88,2.8%,19,15.6%
Shai Gilgeous-Alexander,20.3,LAC,Point,2122,50,79.8%,83,10.4%,57,1.7%,56,24.1%
Rudy Gobert,26.3,UTA,Big,2568,15,63.4%,100,25.8%,94,3.5%,42,21.3%
Aaron Gordon,23.1,ORL,Forward,2614,40,72.8%,82,11.5%,93,2.0%,70,30.5%
Eric Gordon,29.9,HOU,Wing,2151,46,78.3%,50,6.8%,60,1.1%,49,23.9%
Marcin Gortat,34.7,LAC,Big,749,46,72.9%,38,9.9%,70,2.2%,36,20.0%
Devonte' Graham,23.7,CHA,Combo,581,31,76.3%,44,7.3%,68,1.7%,42,21.4%
Treveon Graham,25.0,BKN,Forward,706,0,81.8%,18,5.2%,56,1.0%,32,20.0%
Jerami Grant,24.6,OKC,Big,2615,39,71.4%,58,12.8%,13,0.9%,77,29.6%
Jerian Grant,26.1,ORL,Point,840,9,63.6%,56,9.0%,37,1.5%,50,23.5%
Danny Green,31.4,TOR,Wing,2215,79,84.1%,4,1.9%,29,0.7%,0,0.0%
Draymond Green,28.7,GSW,Big,2064,32,69.2%,28,8.5%,31,1.4%,83,31.6%
Gerald Green,32.8,HOU,Forward,1396,80,83.1%,14,4.8%,14,0.4%,73,30.8%
JaMychal Green,28.4,LAC,Big,467,0,81.0%,16,7.0%,2,0.4%,54,25.0%
JaMychal Green,28.4,MEM,Big,898,74,78.8%,39,10.0%,53,1.7%,17,14.7%
Jeff Green,32.2,WAS,Big,2082,98,88.7%,65,13.8%,11,0.9%,54,25.0%
Blake Griffin,29.6,DET,Big,2618,56,75.4%,69,14.5%,99,5.0%,58,25.3%
Daniel Hamilton,23.2,ATL,Wing,172,0,50.0%,17,3.8%,77,1.4%,0,0.0%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,81,85.4%,79,10.6%,95,2.4%,46,22.9%
Tim Hardaway Jr.,26.6,DAL,Wing,557,40,76.7%,55,7.6%,91,2.1%,90,42.9%
James Harden,29.2,HOU,Combo,2862,92,87.9%,97,16.4%,93,2.8%,41,21.2%
Maurice Harkless,25.5,POR,Forward,1415,18,67.1%,58,9.2%,15,0.5%,48,23.7%
Montrezl Harrell,24.8,LAC,Big,2140,18,64.2%,91,19.9%,79,2.5%,89,34.0%
Devin Harris,35.7,DAL,Combo,1063,29,76.1%,90,12.5%,90,2.3%,14,12.8%
Gary Harris,24.1,DEN,Wing,1637,52,79.9%,67,9.1%,76,1.4%,60,25.8%
Joe Harris,27.2,BKN,Wing,2291,66,82.7%,40,6.1%,55,1.0%,30,18.8%
Tobias Harris,26.3,PHI,Forward,943,90,86.0%,46,8.2%,48,0.9%,27,17.1%
Tobias Harris,26.3,LAC,Forward,1903,96,87.4%,69,10.3%,68,1.2%,65,29.5%
Andrew Harrison,24.0,CLE,Wing,129,0,100.0%,76,10.3%,57,1.1%,52,25.0%
Shaquille Harrison,25.1,CHI,Combo,1310,12,68.4%,83,12.1%,34,1.2%,88,30.6%
Josh Hart,23.7,LAL,Wing,1689,11,68.8%,56,7.6%,38,0.8%,87,38.9%
Isaiah Hartenstein,20.5,HOU,Big,185,0,83.3%,73,15.4%,16,1.0%,87,33.3%
Gordon Hayward,28.6,BOS,Wing,1833,72,83.2%,77,10.5%,94,2.3%,39,21.1%
John Henson,27.8,MIL,Big,173,0,60.0%,2,3.1%,21,1.2%,0,0.0%
Juan Hernangomez,23.1,DEN,Forward,1275,56,77.2%,79,11.2%,55,1.0%,52,25.7%
Willy Hernangomez,24.4,CHA,Big,746,32,69.4%,90,18.8%,58,1.9%,64,27.1%
Mario Hezonja,23.7,NYK,Forward,1161,54,76.7%,76,10.6%,80,1.4%,41,21.6%
Buddy Hield,25.9,SAC,Wing,2622,94,88.6%,25,4.8%,50,1.0%,57,25.4%
Nene Hilario,36.1,HOU,Big,533,17,63.6%,86,18.1%,46,1.6%,23,17.4%
George Hill,32.5,CLE,Combo,344,0,85.0%,29,6.2%,59,1.5%,20,14.3%
George Hill,32.5,MIL,Combo,940,71,83.9%,56,8.7%,63,1.6%,83,29.2%
Solomon Hill,27.6,NOP,Wing,868,21,71.9%,54,7.5%,18,0.6%,18,14.3%
Aaron Holiday,22.1,IND,Point,512,45,78.8%,19,5.5%,67,1.9%,100,45.5%
Jrue Holiday,28.4,NOP,Combo,2401,33,76.7%,63,9.4%,78,2.0%,86,30.2%
Justin Holiday,29.6,CHI,Wing,1324,97,89.1%,18,4.0%,63,1.2%,30,18.8%
Justin Holiday,29.6,MEM,Wing,1257,96,88.9%,27,5.0%,28,0.7%,84,36.8%
Rondae Hollis-Jefferson,23.8,BKN,Big,1197,20,64.4%,79,16.3%,55,1.8%,27,18.2%
Richaun Holmes,25.0,PHX,Big,1142,46,72.9%,91,19.4%,71,2.2%,86,32.9%
Rodney Hood,26.0,POR,Wing,655,56,80.5%,63,8.7%,23,0.7%,52,25.0%
Rodney Hood,26.0,CLE,Wing,1226,100,91.2%,72,9.9%,41,0.9%,23,16.3%
Al Horford,32.4,BOS,Big,1972,85,82.1%,12,6.2%,44,1.5%,99,45.7%
Danuel House,25.4,HOU,Forward,905,66,78.6%,73,10.4%,0,0.2%,13,11.5%
Dwight Howard,32.9,WAS,Big,229,11,60.4%,99,24.1%,100,5.2%,79,30.0%
Kevin Huerter,20.2,ATL,Wing,2007,20,71.7%,12,3.5%,20,0.6%,41,21.7%
Chandler Hutchison,22.5,CHI,Forward,811,8,61.3%,38,7.5%,24,0.7%,8,6.7%
Serge Ibaka,29.1,TOR,Big,2004,61,76.0%,27,8.4%,47,1.6%,39,20.3%
Andre Iguodala,34.8,GSW,Wing,1564,2,58.2%,66,9.1%,65,1.2%,50,24.1%
Ersan Ilyasova,31.5,MIL,Big,1199,87,82.4%,17,7.0%,13,0.9%,18,14.8%
Joe Ingles,31.1,UTA,Wing,2565,16,70.7%,18,3.9%,92,2.1%,67,28.1%
Brandon Ingram,21.2,LAL,Wing,1758,9,67.7%,97,16.5%,99,2.7%,58,25.5%
Kyrie Irving,26.6,BOS,Point,2213,95,87.3%,31,7.1%,87,2.4%,70,29.0%
Jonathan Isaac,21.1,ORL,Big,1994,82,81.5%,34,9.4%,24,1.2%,33,19.4%
Wes Iwundu,23.9,ORL,Wing,1134,60,81.1%,96,16.1%,30,0.7%,22,15.6%
Frank Jackson,20.5,NOP,Combo,1117,23,73.1%,39,6.8%,17,0.9%,17,13.3%
Jaren Jackson,19.1,MEM,Big,1491,61,75.9%,69,14.5%,94,3.3%,70,27.7%
Josh Jackson,21.7,PHX,Forward,1975,20,67.1%,80,11.3%,54,0.9%,20,15.4%
Justin Jackson,23.6,SAC,Forward,1040,76,81.3%,41,7.9%,21,0.6%,38,20.8%
Justin Jackson,23.6,DAL,Forward,510,42,74.1%,34,7.3%,13,0.4%,63,28.6%
Reggie Jackson,28.5,DET,Point,2287,89,86.4%,28,6.9%,65,1.8%,81,33.3%
LeBron James,33.8,LAL,Forward,1930,14,66.3%,94,15.7%,97,2.5%,72,30.7%
John Jenkins,27.7,NYK,Wing,270,0,80.0%,21,4.3%,66,1.2%,52,25.0%
Jonas Jerebko,31.7,GSW,Big,1072,88,83.3%,34,9.5%,14,0.9%,84,32.3%
Amir Johnson,31.5,PHI,Big,427,53,75.0%,51,11.9%,55,1.8%,54,25.0%
James Johnson,31.7,MIA,Big,1154,40,71.4%,28,8.7%,8,0.8%,46,22.9%
Stanley Johnson,22.4,DET,Forward,934,70,79.6%,35,7.3%,17,0.5%,58,26.9%
Stanley Johnson,22.4,NOP,Forward,224,0,62.5%,25,6.1%,35,0.7%,93,40.0%
Tyler Johnson,26.5,MIA,Point,1099,23,69.8%,44,8.6%,33,1.5%,43,22.2%
Tyler Johnson,26.5,PHX,Point,405,93,87.2%,48,8.8%,52,1.6%,0,0.0%
Wesley Johnson,31.3,WAS,Wing,156,0,70.0%,91,14.0%,5,0.3%,94,50.0%
Wesley Johnson,31.3,NOP,Wing,371,0,66.7%,21,4.4%,3,0.1%,0,0.0%
Nikola Jokic,23.7,DEN,Big,2500,84,82.1%,42,10.4%,98,4.6%,84,32.6%
Damian Jones,23.3,GSW,Big,398,20,64.5%,95,21.7%,29,1.3%,71,27.8%
Jalen Jones,25.4,CLE,Forward,186,0,69.6%,99,17.2%,32,0.7%,11,9.1%
Jemerrio Jones,23.6,LAL,Wing,133,0,50.0%,9,3.2%,6,0.3%,0,0.0%
Tyus Jones,22.5,MIN,Point,1505,68,83.3%,17,5.4%,19,1.1%,20,16.7%
Derrick Jones Jr.,21.7,MIA,Forward,1105,6,60.2%,97,16.5%,70,1.3%,54,26.3%
DeAndre Jordan,30.3,DAL,Big,1554,29,68.2%,89,18.6%,91,3.2%,29,18.3%
DeAndre Jordan,30.3,NYK,Big,493,68,77.3%,93,20.9%,79,2.5%,33,19.4%
Cory Joseph,27.2,IND,Combo,2002,15,69.8%,2,2.7%,36,1.2%,42,21.4%
Frank Kaminsky,25.6,CHA,Big,678,58,75.8%,75,15.8%,35,1.4%,87,33.3%
Enes Kanter,26.5,POR,Big,511,51,73.5%,62,13.2%,86,2.7%,91,35.5%
Enes Kanter,26.5,NYK,Big,1121,83,81.9%,50,11.5%,83,2.7%,85,32.8%
Luke Kennard,22.4,DET,Wing,1396,80,84.5%,16,3.8%,61,1.1%,62,26.3%
Michael Kidd-Gilchrist,25.1,CHA,Big,1149,66,77.0%,75,15.8%,41,1.5%,31,19.0%
Maxi Kleber,26.8,DAL,Big,1462,70,78.4%,19,7.2%,17,1.0%,40,20.7%
Brandon Knight,26.9,CLE,Wing,614,0,78.3%,38,5.9%,52,1.0%,47,23.1%
Brandon Knight,26.9,HOU,Wing,106,0,71.4%,49,6.7%,88,1.7%,77,33.3%
