bet_id,date,game_id,player,market,side,line,entry_odds_dec,entry_time,close_line,close_odds_dec,close_time,direction,clv_line,clv_price,clv_novig,clv_pct,beat_closing,result,won,profit,predicted_pra,player_sigma,ev_entry,stake
2025-10-24_victor_wembanyama_44.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Victor Wembanyama,PRA,UNDER,44.5,1.8264462809917352,2025-10-24T23:03:11.106845,,,,-1,,,,,,42.0,1.0,3.75917054540787,37.45,9.646693998955094,0.4018989707031927,4.548596359943525
2025-10-24_trey_murphy_iii_27.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Trey Murphy III,PRA,UNDER,27.5,1.8771929824561404,2025-10-24T23:03:11.108171,,,,-1,,,,,,39.0,0.0,-4.548596359943525,20.57943925233645,11.589723716186072,0.3605695547288194,4.548596359943525
2025-10-24_amen_thompson_27.5_UNDER,2025-10-24,Detroit Pistons @ Houston Rockets,Amen Thompson,PRA,UNDER,27.5,1.9615384615384617,2025-10-24T23:03:11.109575,,,,-1,,,,,,15.0,1.0,6.369568288427152,21.966666666666665,11.03512071781715,0.3573169491659943,6.624351019964236
2025-10-24_jalen_duren_25.5_UNDER,2025-10-24,Detroit Pistons @ Houston Rockets,Jalen Duren,PRA,UNDER,25.5,1.9345794392523368,2025-10-24T23:03:11.110824,,,,-1,,,,,,12.0,1.0,6.190982261648821,21.07281553398058,8.414718340781079,0.355364303525568,6.624351019964236
2025-10-24_cam_thomas_26.5_UNDER,2025-10-24,Cleveland Cavaliers @ Brooklyn Nets,Cam Thomas,PRA,UNDER,26.5,1.9090909090909092,2025-10-24T23:03:11.112195,,,,-1,,,,,,44.0,0.0,-4.285714285714286,21.66304347826087,13.015402000427342,0.2312052696840135,4.285714285714286
2025-10-24_bam_adebayo_31.5_UNDER,2025-10-24,Miami Heat @ Memphis Grizzlies,Bam Adebayo,PRA,UNDER,31.5,1.9433962264150944,2025-10-24T23:03:11.113511,,,,-1,,,,,,33.0,0.0,-5.326986140949872,29.0,9.521193616240437,0.1729558468212193,5.326986140949872
2025-10-24_donovan_clingan_20.5_UNDER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Donovan Clingan,PRA,UNDER,20.5,1.9523809523809523,2025-10-24T23:03:11.114645,,,,-1,,,,,,24.0,0.0,-4.751985475517234,18.352941176470587,8.413106317890053,0.1728289151964047,4.751985475517234
2025-10-24_stephon_castle_29.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Stephon Castle,PRA,UNDER,29.5,1.9615384615384617,2025-10-24T23:03:11.115942,,,,-1,,,,,,28.0,1.0,3.7749987682189774,26.761755485893417,11.45998057908795,0.1659852169545265,3.925998718947736
2025-10-24_paolo_banchero_37.5_UNDER,2025-10-24,Atlanta Hawks @ Orlando Magic,Paolo Banchero,PRA,UNDER,37.5,1.8130081300813008,2025-10-24T23:03:11.117211,,,,-1,,,,,,18.0,1.0,4.833495383351381,32.59358288770054,13.393646580993128,0.1656525824219135,5.945199321522199
2025-10-24_brandin_podziemski_20.5_UNDER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Brandin Podziemski,PRA,UNDER,20.5,1.9090909090909092,2025-10-24T23:03:11.118311,,,,-1,,,,,,13.0,1.0,4.118621990155084,17.470967741935482,11.24287077144938,0.1572832709709275,4.5304841891705925
2025-10-24_anthony_edwards_37.5_UNDER,2025-10-24,Minnesota Timberwolves @ Los Angeles Lakers,Anthony Edwards,PRA,UNDER,37.5,1.8547008547008548,2025-10-24T23:03:11.119731,,,,-1,,,,,,40.0,0.0,-5.538246582837011,34.63043478260869,12.3263256040859,0.0980599446301245,5.538246582837011
2025-10-24_julius_randle_30.5_UNDER,2025-10-24,Minnesota Timberwolves @ Los Angeles Lakers,Julius Randle,PRA,UNDER,30.5,1.9090909090909092,2025-10-24T23:03:11.120819,,,,-1,,,,,,41.0,0.0,-5.152976094273456,29.0,7.97,0.0970444403336409,5.152976094273456
2025-10-24_shaedon_sharpe_28.5_UNDER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Shaedon Sharpe,PRA,UNDER,28.5,1.8849557522123896,2025-10-24T23:03:11.121988,,,,-1,,,,,,22.0,1.0,2.3552481949298043,26.761755485893417,8.806845356820507,0.0899429811554479,2.661430460270678
2025-10-24_cj_mccollum_24.5_UNDER,2025-10-24,Washington Wizards @ Dallas Mavericks,C.J. McCollum,PRA,UNDER,24.5,1.8264462809917352,2025-10-24T23:03:11.123100,,,,-1,,,,,,13.0,1.0,3.2328797579129733,21.07281553398058,14.1977068973076,0.0874178403660858,3.911784507074699
2025-10-24_jerami_grant_19.5_OVER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Jerami Grant,PRA,OVER,19.5,1.925925925925926,2025-10-24T23:03:11.124331,,,,1,,,,,,26.0,1.0,2.2214630146994834,21.03370786516854,9.628497545686454,0.0848339493471495,2.399180055875442
