Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Troy Daniels,24.3,CHA,Wing,384,0,40.0%,1,1.4%,31,0.8%,0,0.0%
Anthony Davis,22.6,NOP,Big,2156,65,75.7%,59,13.6%,98,3.6%,50,21.5%
Ed Davis,26.4,POR,Big,1661,13,55.5%,94,23.6%,36,1.4%,75,27.7%
DeMar DeRozan,26.2,TOR,Wing,2799,75,85.0%,98,17.0%,94,2.4%,42,20.0%
Dewayne Dedmon,26.2,ORL,Big,617,58,74.3%,82,18.3%,39,1.4%,61,24.2%
Bryce Dejean-Jones,23.2,NOP,Wing,270,0,52.4%,91,13.2%,40,1.0%,13,10.0%
Matthew Dellavedova,25.1,CLE,Point,1806,93,88.7%,11,3.6%,23,1.3%,49,22.2%
Luol Deng,30.5,MIA,Forward,2363,56,75.3%,56,10.6%,58,1.2%,60,22.4%
Boris Diaw,33.5,SAS,Big,1305,74,78.3%,20,8.2%,48,1.6%,92,32.3%
Gorgui Dieng,25.8,MIN,Big,2199,90,82.4%,82,18.1%,35,1.4%,54,22.3%
Spencer Dinwiddie,22.6,DET,Point,138,2,57.6%,100,26.7%,95,3.3%,33,18.8%
Toney Douglas,29.6,NOP,Combo,1195,88,86.8%,55,8.4%,69,1.7%,33,16.2%
Goran Dragic,29.5,MIA,Point,2331,22,72.2%,41,7.3%,62,1.8%,21,16.4%
Andre Drummond,22.2,DET,Big,2661,1,35.6%,77,16.6%,95,3.2%,58,23.5%
Jared Dudley,30.3,WAS,Big,2038,54,73.2%,15,7.5%,15,1.0%,47,21.1%
Tim Duncan,39.5,SAS,Big,1532,40,70.2%,59,13.6%,22,1.2%,90,31.8%
Mike Dunleavy,35.1,CHI,Wing,702,40,78.4%,48,8.1%,21,0.7%,86,31.3%
Kevin Durant,27.1,OKC,Forward,2561,100,89.7%,70,11.8%,95,2.3%,40,19.0%
Cleanthony Early,24.5,NYK,Forward,141,0,75.0%,7,2.8%,19,0.6%,0,0.0%
Jarell Eddie,24.0,WAS,Wing,100,0,100.0%,24,6.4%,0,0.0%,0,0.0%
Wayne Ellington,27.9,BKN,Wing,1590,78,85.7%,8,3.4%,20,0.7%,25,15.8%
Monta Ellis,30.0,IND,Combo,2722,35,79.3%,45,8.1%,42,1.3%,85,27.6%
James Ennis,25.3,NOP,Wing,281,0,79.2%,68,10.1%,85,1.9%,32,18.2%
Tyler Ennis,21.2,MIL,Point,585,0,70.8%,16,4.1%,36,1.5%,92,42.9%
Jeremy Evans,28.0,DAL,Big,182,0,70.0%,72,15.4%,59,1.8%,92,33.3%
Tyreke Evans,26.1,NOP,Combo,764,40,79.6%,80,11.5%,76,1.9%,18,12.5%
Festus Ezeli,26.0,GSW,Big,738,9,53.2%,88,20.4%,88,2.7%,44,20.4%
Kenneth Faried,25.9,DEN,Big,1689,21,60.9%,69,14.9%,81,2.3%,85,30.8%
Jordan Farmar,28.9,MEM,Point,290,0,100.0%,2,1.0%,48,1.6%,0,0.0%
Derrick Favors,24.3,UTA,Big,1976,42,70.8%,63,14.1%,48,1.6%,81,29.1%
Cristiano Felicio,23.3,CHI,Big,285,65,75.9%,83,18.4%,2,0.6%,48,21.4%
Raymond Felton,31.3,DAL,Combo,2158,74,84.4%,49,8.2%,65,1.7%,78,25.4%
Evan Fournier,23.0,ORL,Wing,2560,69,83.4%,69,10.2%,80,1.6%,57,23.5%
Randy Foye,32.1,DEN,Combo,1036,65,83.0%,31,6.3%,9,0.8%,67,23.8%
Randy Foye,32.1,OKC,Combo,519,44,80.0%,33,6.9%,4,0.5%,13,10.0%
Tim Frazier,25.0,NOP,Point,462,28,75.0%,66,10.7%,92,3.3%,79,31.6%
Tim Frazier,25.0,POR,Point,219,0,53.8%,79,11.8%,70,1.9%,23,16.7%
Channing Frye,32.5,CLE,Big,397,0,78.6%,6,5.2%,50,1.6%,64,25.0%
Channing Frye,32.5,ORL,Big,751,0,90.5%,1,2.6%,64,1.8%,97,40.0%
Danilo Gallinari,27.2,DEN,Forward,1834,98,86.8%,100,21.0%,100,3.1%,19,12.9%
Langston Galloway,23.9,NYK,Combo,1966,14,73.6%,38,7.6%,7,0.7%,71,24.4%
Kevin Garnett,39.5,MIN,Big,555,0,66.7%,4,5.0%,28,1.3%,25,16.7%
Marc Gasol,30.8,MEM,Big,1788,92,83.2%,50,12.1%,93,3.1%,55,22.3%
Pau Gasol,35.3,CHI,Big,2288,78,79.2%,36,10.0%,90,2.8%,67,25.2%
Rudy Gay,29.2,SAC,Forward,2371,64,78.0%,42,9.1%,88,1.8%,42,19.2%
Alonzo Gee,28.4,NOP,Wing,1570,6,66.7%,87,12.1%,5,0.4%,61,25.0%
Paul George,25.5,IND,Forward,2810,93,86.1%,79,12.7%,98,3.0%,44,19.7%
Taj Gibson,30.4,CHI,Big,1923,42,70.6%,53,12.2%,70,2.0%,92,33.3%
Manu Ginobili,38.3,SAS,Wing,1118,58,82.6%,39,7.5%,100,3.2%,23,14.7%
Rudy Gobert,23.3,UTA,Big,1925,15,56.9%,95,23.6%,93,3.1%,8,9.4%
Drew Gooden,34.1,WAS,Big,275,0,61.5%,7,5.3%,38,1.4%,41,20.0%
Archie Goodwin,21.2,PHX,Combo,1026,9,68.1%,91,17.5%,80,1.9%,45,19.2%
Aaron Gordon,20.1,ORL,Forward,1803,24,65.2%,82,13.1%,60,1.2%,70,24.7%
Eric Gordon,26.9,NOP,Wing,1473,93,88.8%,50,8.3%,86,1.9%,69,27.1%
Marcin Gortat,31.7,WAS,Big,2248,41,70.5%,45,11.3%,62,1.8%,47,21.1%
Jerami Grant,21.6,PHI,Forward,2020,18,64.9%,98,20.7%,91,2.0%,30,16.4%
Jerian Grant,23.1,NYK,Point,1182,48,77.5%,95,15.3%,28,1.3%,66,26.7%
Danny Green,28.4,SAS,Wing,2015,20,74.4%,4,2.7%,23,0.7%,7,6.7%
Draymond Green,25.7,GSW,Big,2797,39,69.6%,76,16.2%,72,2.1%,59,24.0%
Gerald Green,29.8,MIA,Wing,1490,36,77.9%,25,6.7%,45,1.0%,77,28.9%
JaMychal Green,25.4,MEM,Big,1343,71,77.0%,45,11.4%,25,1.2%,81,29.3%
Jeff Green,29.2,LAC,Forward,631,7,60.3%,58,10.7%,32,0.9%,54,21.4%
Jeff Green,29.2,MEM,Forward,1519,76,80.0%,72,12.2%,86,1.7%,58,21.9%
Blake Griffin,26.6,LAC,Big,1167,53,72.7%,52,12.2%,97,3.5%,53,22.2%
PJ Hairston,22.9,CHA,Wing,931,44,81.0%,44,7.9%,9,0.5%,83,30.4%
PJ Hairston,22.9,MEM,Wing,347,0,72.7%,58,8.9%,6,0.4%,70,27.3%
Jordan Hamilton,25.1,NOP,Wing,301,0,66.7%,26,6.7%,65,1.3%,92,37.5%
Tyler Hansbrough,30.0,CHA,Big,248,33,68.6%,99,29.8%,68,2.0%,5,5.9%
Tim Hardaway Jr.,23.6,ATL,Wing,754,89,88.5%,51,8.3%,49,1.1%,81,30.0%
James Harden,26.2,HOU,Combo,3118,81,86.0%,93,17.8%,93,2.8%,38,17.5%
Maurice Harkless,22.5,POR,Forward,1405,9,60.6%,67,11.3%,18,0.6%,37,18.4%
Montrezl Harrell,21.8,HOU,Big,348,8,51.6%,68,14.9%,8,0.9%,7,7.1%
Devin Harris,32.7,DAL,Wing,1268,15,72.1%,90,13.0%,92,2.1%,84,30.8%
Gary Harris,21.1,DEN,Wing,2416,61,82.8%,38,7.3%,13,0.6%,76,28.8%
Tobias Harris,23.3,DET,Big,900,99,92.1%,47,11.9%,9,0.9%,87,31.1%
Tobias Harris,23.3,ORL,Forward,1604,71,78.4%,74,12.3%,72,1.3%,77,27.4%
Udonis Haslem,35.4,MIA,Big,191,0,76.9%,30,9.3%,81,2.3%,64,25.0%
Spencer Hawes,27.5,CHA,Big,1001,92,82.5%,31,9.4%,11,0.9%,10,10.0%
Gordon Hayward,25.6,UTA,Wing,2882,53,82.2%,92,13.6%,98,2.8%,53,22.0%
Gerald Henderson,27.9,POR,Wing,1390,30,76.4%,80,11.1%,73,1.5%,18,12.7%
John Henson,24.8,MIL,Big,931,17,58.4%,76,16.5%,25,1.2%,29,17.0%
Mario Hezonja,20.7,ORL,Wing,1324,98,91.2%,11,3.8%,33,0.8%,93,40.0%
Roy Hibbert,28.9,LAL,Big,1873,86,80.7%,55,12.4%,74,2.1%,32,17.5%
JJ Hickson,27.2,DEN,Big,301,4,45.6%,92,22.2%,8,0.9%,10,10.0%
JJ Hickson,27.2,WAS,Big,102,2,40.5%,100,30.2%,82,2.4%,38,18.8%
Nene Hilario,33.1,WAS,Big,1077,15,57.4%,85,19.1%,84,2.4%,32,17.4%
George Hill,29.5,IND,Point,2517,41,75.8%,38,7.2%,74,2.0%,44,21.4%
Jordan Hill,28.3,IND,Big,1486,45,71.8%,27,8.9%,18,1.1%,40,19.2%
Solomon Hill,24.6,IND,Forward,807,91,85.4%,21,6.4%,56,1.2%,0,0.0%
Darrun Hilliard,22.6,DET,Wing,305,0,65.2%,85,12.0%,46,1.0%,70,27.3%
Kirk Hinrich,34.8,CHI,Combo,553,0,93.8%,18,5.0%,33,1.2%,87,33.3%
Jrue Holiday,25.4,NOP,Point,1815,78,84.3%,59,9.7%,56,1.7%,52,22.9%
Justin Holiday,26.6,ATL,Wing,193,0,50.0%,0,0.0%,24,0.7%,100,0.0%
Justin Holiday,26.6,CHI,Combo,485,51,80.8%,35,7.3%,44,1.3%,40,18.2%
Ryan Hollins,31.1,MEM,Big,387,22,61.0%,88,20.5%,95,3.3%,16,12.5%
Rondae Hollis-Jefferson,20.8,BKN,Forward,602,42,70.6%,88,13.9%,74,1.3%,11,4.8%
Richaun Holmes,22.0,PHI,Big,610,39,69.7%,75,16.1%,32,1.3%,41,20.0%
Rodney Hood,23.0,UTA,Wing,2533,81,86.0%,47,8.0%,58,1.2%,11,9.5%
Al Horford,29.4,ATL,Big,2607,79,79.4%,7,5.3%,13,1.0%,83,29.8%
Dwight Howard,29.9,HOU,Big,2272,7,49.2%,96,24.0%,99,4.0%,76,28.3%
Marcelo Huertas,32.4,LAL,Point,718,0,90.5%,25,4.9%,2,0.8%,93,44.4%
Kris Humphries,30.7,ATL,Big,276,46,72.1%,56,12.7%,85,2.4%,24,15.4%
Kris Humphries,30.7,WAS,Big,447,100,93.1%,8,5.6%,72,2.0%,14,11.1%
RJ Hunter,22.0,BOS,Wing,240,0,83.3%,6,3.0%,36,0.9%,0,0.0%
Serge Ibaka,26.1,OKC,Big,2477,61,75.0%,10,5.8%,5,0.8%,79,28.8%
Andre Iguodala,31.8,GSW,Forward,1694,11,61.7%,35,7.6%,63,1.2%,84,32.1%
Ersan Ilyasova,28.5,DET,Big,1428,50,72.5%,25,8.7%,20,1.1%,12,10.4%
Ersan Ilyasova,28.5,ORL,Big,434,46,72.1%,52,12.1%,24,1.2%,41,20.0%
Joe Ingles,28.1,UTA,Forward,1161,0,75.0%,4,2.2%,42,1.1%,96,66.7%
Damien Inglis,20.5,MIL,Forward,117,0,83.3%,26,6.9%,68,1.2%,0,0.0%
Kyrie Irving,23.6,CLE,Combo,1652,91,88.4%,40,7.6%,82,1.9%,84,27.1%
Jarrett Jack,32.0,BKN,Combo,1024,95,89.3%,62,8.8%,73,1.7%,11,8.8%
Reggie Jackson,25.5,DET,Point,2419,87,86.6%,52,8.8%,82,2.3%,61,25.6%
LeBron James,30.8,CLE,Forward,2704,49,73.1%,91,14.4%,96,2.8%,86,33.3%
Al Jefferson,30.8,CHA,Big,1093,30,64.9%,42,10.7%,7,0.8%,67,25.4%
Richard Jefferson,35.4,CLE,Forward,1173,27,66.7%,65,11.1%,44,1.1%,51,20.6%
John Jenkins,24.7,DAL,Wing,144,0,100.0%,3,2.0%,61,1.3%,99,100.0%
John Jenkins,24.7,PHX,Wing,272,0,80.0%,75,10.6%,25,0.8%,87,33.3%
Brandon Jennings,26.1,DET,Point,406,22,72.2%,74,11.3%,46,1.6%,7,12.5%
Brandon Jennings,26.1,ORL,Point,434,28,75.0%,43,7.5%,33,1.4%,57,25.0%
Jonas Jerebko,28.7,BOS,Forward,1098,67,78.1%,40,8.8%,51,1.1%,46,20.0%
Amir Johnson,28.5,BOS,Big,1796,14,56.3%,29,9.1%,41,1.5%,21,14.3%
Chris Johnson,25.5,UTA,Wing,778,56,82.4%,43,7.8%,7,0.4%,68,26.7%
James Johnson,28.7,TOR,Forward,907,2,56.9%,84,13.3%,21,0.7%,33,17.1%
Joe Johnson,34.3,BKN,Wing,1930,76,85.2%,22,6.2%,64,1.3%,15,12.5%
Joe Johnson,34.3,MIA,Wing,763,31,76.5%,17,5.4%,60,1.2%,75,28.6%
Stanley Johnson,19.4,DET,Wing,1623,39,78.4%,33,7.1%,32,0.8%,82,30.2%
Tyler Johnson,23.5,MIA,Combo,818,33,78.4%,64,8.9%,56,1.5%,96,42.9%
Wesley Johnson,28.3,LAC,Forward,1569,16,64.4%,14,4.4%,7,0.4%,91,36.4%
Nikola Jokic,20.7,DEN,Big,1697,85,80.6%,50,12.1%,90,2.8%,87,31.2%
James Jones,35.1,CLE,Wing,343,0,84.2%,34,7.2%,56,1.2%,75,28.6%
Terrence Jones,23.8,HOU,Big,997,30,65.4%,67,14.6%,12,1.0%,80,29.1%
Tyus Jones,19.5,MIN,Point,508,17,70.0%,61,9.9%,7,0.9%,44,21.4%
DeAndre Jordan,27.3,LAC,Big,2590,3,43.0%,97,24.3%,100,5.3%,69,26.7%
Cory Joseph,24.2,TOR,Combo,2007,23,75.7%,73,10.4%,78,1.9%,62,21.9%
Frank Kaminsky,22.6,CHA,Big,1600,58,74.2%,41,10.6%,16,1.1%,76,28.1%
Enes Kanter,23.4,OKC,Big,1592,80,79.5%,70,15.2%,67,2.0%,59,23.7%
Sergey Karasev,22.0,BKN,Wing,346,99,92.3%,55,8.6%,87,1.9%,28,16.7%
Ryan Kelly,24.6,LAL,Forward,344,0,70.8%,77,12.4%,40,1.0%,95,38.5%
Michael Kidd-Gilchrist,22.1,CHA,Wing,204,6,66.7%,100,20.6%,77,1.5%,98,50.0%
Sean Kilpatrick,25.8,BKN,Wing,510,94,89.8%,73,10.5%,63,1.3%,35,18.5%
Brandon Knight,23.9,PHX,Combo,1862,79,85.6%,27,6.2%,95,2.9%,82,25.9%
Kyle Korver,34.6,ATL,Wing,2390,66,83.3%,2,1.8%,34,0.8%,97,45.5%
Kosta Koufos,26.7,SAC,Big,1477,11,54.8%,41,10.4%,17,1.1%,59,24.0%
Zach LaVine,20.6,MIN,Combo,2240,42,79.7%,56,8.4%,25,1.1%,73,25.0%
Jeremy Lamb,23.4,CHA,Wing,1189,16,72.7%,54,8.4%,68,1.4%,89,34.1%
Carl Landry,32.1,PHI,Big,530,67,75.9%,64,14.2%,15,1.1%,36,18.4%
Shane Larkin,23.1,BKN,Point,1678,50,77.6%,54,9.3%,38,1.5%,69,27.1%
Joffrey Lauvergne,24.1,DEN,Big,1009,99,89.6%,24,8.6%,32,1.3%,46,20.6%
Ty Lawson,28.0,HOU,Point,1140,15,69.6%,84,12.2%,13,1.1%,18,15.8%
Ty Lawson,28.0,IND,Point,228,0,50.0%,33,6.0%,15,1.2%,95,50.0%
Courtney Lee,30.1,CHA,Wing,841,89,88.5%,18,5.7%,10,0.5%,84,30.8%
Courtney Lee,30.1,MEM,Wing,1460,59,82.6%,29,6.8%,8,0.4%,73,27.6%
David Lee,32.5,BOS,Big,460,75,78.4%,44,11.3%,27,1.2%,16,12.5%
David Lee,32.5,DAL,Big,425,55,73.8%,57,13.0%,21,1.2%,84,30.0%
Alex Len,22.4,PHX,Big,1778,49,72.1%,75,15.7%,40,1.5%,30,17.3%
Kawhi Leonard,24.3,SAS,Wing,2368,85,87.4%,81,11.3%,95,2.6%,78,29.3%
Meyers Leonard,23.7,POR,Big,1274,77,78.9%,1,1.4%,43,1.5%,92,33.3%
Jon Leuer,26.5,PHX,Big,1219,73,77.4%,35,9.7%,30,1.3%,75,27.7%
Damian Lillard,25.3,POR,Point,2672,96,89.4%,62,10.6%,89,2.8%,48,21.8%
Jeremy Lin,27.2,CHA,Combo,2004,56,82.4%,85,13.0%,98,3.6%,24,13.6%
Shaun Livingston,30.1,GSW,Combo,1463,77,85.6%,78,11.1%,24,1.1%,91,34.1%
Brook Lopez,27.6,BKN,Big,2452,76,78.6%,70,15.1%,85,2.4%,82,29.7%
Robin Lopez,27.6,NYK,Big,2213,82,80.0%,33,9.5%,35,1.4%,52,22.1%
Kevin Love,27.1,CLE,Big,2417,89,82.2%,48,11.9%,84,2.4%,19,13.1%
Kyle Lowry,29.6,TOR,Point,2845,70,81.2%,92,14.0%,93,3.3%,11,13.7%
Trey Lyles,20.0,UTA,Big,1309,37,69.6%,24,8.6%,13,1.0%,72,27.0%
Shelvin Mack,25.5,UTA,Point,870,26,73.5%,36,6.6%,66,1.8%,80,31.8%
Ian Mahinmi,29.0,IND,Big,1809,18,58.7%,81,18.0%,58,1.8%,44,20.2%
Devyn Marble,23.1,ORL,Wing,189,0,16.7%,74,10.5%,3,0.2%,0,0.0%
Boban Marjanovic,27.2,SAS,Big,349,82,80.0%,96,23.8%,96,3.3%,69,26.7%
Kendall Marshall,24.2,PHI,Combo,338,0,63.6%,25,6.2%,45,1.3%,35,16.7%
Jarell Martin,21.4,MEM,Big,345,44,71.4%,90,21.0%,18,1.1%,56,23.1%
Kevin Martin,32.7,MIN,Wing,831,88,88.0%,96,15.5%,51,1.1%,11,8.3%
Kevin Martin,32.7,SAS,Wing,244,100,92.6%,86,12.0%,53,1.1%,81,30.0%
Wesley Matthews,29.0,DAL,Wing,2634,82,86.2%,21,6.1%,62,1.3%,21,14.5%
O.J. Mayo,28.0,MIL,Combo,1068,26,77.5%,13,4.3%,15,0.9%,56,21.4%
Luc Mbah a Moute,29.1,LAC,Forward,1257,0,52.6%,75,12.3%,9,0.5%,35,17.9%
James Michael McAdoo,22.8,GSW,Big,194,13,55.6%,83,18.4%,69,2.0%,21,14.3%
Ray McCallum,24.4,MEM,Combo,216,0,60.0%,4,2.6%,62,1.6%,0,0.0%
