Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Malik Beasley,26.9,MIL,Combo,2330,95,60.0%,71,53.3%,86,41.4%,14,71.4%,6,87%,27,60%,3,78%,24,95%
MarJon Beauchamp,22.1,MIL,Wing,500,79,57.8%,59,53.5%,90,42.1%,0,55.6%,57,73%,71,54%,55,58%,0,100%
Jules Bernard,23.8,WAS,Wing,107,40,52.3%,19,46.2%,88,41.2%,0,66.7%,88,53%,98,22%,37,67%,78,86%
Davis Bertans,31.0,CHA,Wing,575,60,55.1%,38,50.0%,55,36.9%,0,88.9%,1,96%,0,100%,14,83%,36,97%
Patrick Beverley,35.3,MIL,Wing,527,25,49.6%,7,42.2%,59,37.7%,84,85.2%,73,66%,93,42%,85,33%,44,96%
Patrick Beverley,35.3,PHI,Combo,904,38,50.9%,63,52.4%,24,32.4%,47,81.0%,69,49%,76,33%,64,33%,63,79%
Saddiq Bey,24.6,ATL,Forward,2053,22,50.0%,43,52.2%,23,31.7%,81,83.5%,70,69%,83,52%,86,40%,41,98%
Goga Bitadze,24.3,ORL,Big,884,74,60.7%,74,63.0%,0,16.7%,27,68.2%,80,64%,68,61%,26,85%,25,100%
Onuralp Bitim,24.6,CHI,Wing,239,13,47.7%,28,48.3%,22,31.4%,0,80.0%,12,88%,14,75%,14,83%,0,100%
Bismack Biyombo,31.2,MEM,Big,718,42,56.3%,37,56.3%,0,0.0%,3,47.8%,40,78%,19,75%,33,83%,0,0%
Anthony Black,19.8,ORL,Combo,1053,63,53.4%,57,50.4%,65,38.8%,0,59.7%,10,81%,9,77%,9,69%,29,94%
Leaky Black,24.4,CHA,Forward,227,56,54.4%,17,48.3%,96,43.8%,0,72.7%,41,81%,38,70%,30,75%,1,100%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,56,54.2%,45,50.4%,62,38.0%,97,92.0%,62,71%,70,54%,57,57%,77,86%
Bojan Bogdanovic,34.5,DET,Forward,920,74,57.1%,37,51.8%,88,41.7%,49,77.5%,63,70%,59,61%,66,56%,86,86%
Bojan Bogdanovic,34.5,NYK,Forward,549,38,52.4%,22,48.8%,53,37.3%,62,80.0%,38,82%,17,78%,30,75%,81,89%
Bol Bol,24.0,PHX,Big,415,97,70.6%,97,74.2%,93,42.6%,0,73.3%,10,86%,26,73%,22,88%,25,100%
Marques Bolden,25.5,CHA,Big,107,93,68.0%,95,70.8%,0,0.0%,0,75.0%,19,82%,29,73%,1,100%,0,0%
Devin Booker,27.0,PHX,Point,2445,65,55.3%,79,55.3%,43,36.8%,83,88.6%,58,43%,26,46%,37,33%,67,61%
Brandon Boston Jr.,21.9,LAC,Wing,253,6,43.7%,16,44.4%,10,28.2%,0,75.0%,71,67%,46,65%,65,50%,68,91%
Chris Boucher,30.8,TOR,Big,665,50,57.3%,77,63.8%,30,32.1%,60,75.6%,59,72%,72,61%,50,75%,25,100%
Malaki Branham,20.5,SAS,Wing,1527,30,50.2%,43,50.1%,31,33.6%,87,86.2%,45,76%,33,68%,43,63%,40,96%
Christian Braun,22.5,DEN,Wing,1600,48,53.0%,38,50.0%,74,39.1%,4,66.9%,43,77%,13,76%,64,52%,55,93%
Mikal Bridges,27.2,BKN,Forward,2855,37,52.3%,23,48.9%,56,37.5%,66,81.6%,75,65%,57,61%,87,39%,83,89%
Miles Bridges,25.6,CHA,Forward,2574,47,53.3%,48,52.9%,43,35.6%,72,82.5%,76,64%,76,56%,68,53%,84,88%
Oshae Brissett,25.4,BOS,Big,501,8,47.8%,17,52.1%,7,26.8%,10,57.8%,41,78%,43,69%,45,78%,25,100%
Malcolm Brogdon,30.9,POR,Combo,1120,52,52.6%,27,45.8%,89,42.1%,53,81.9%,76,44%,85,26%,81,25%,72,76%
Dillon Brooks,27.8,HOU,Forward,2224,34,51.9%,25,49.2%,48,36.4%,82,84.1%,57,74%,69,59%,60,59%,66,96%
Bruce Brown,27.2,IND,Wing,980,44,52.6%,62,54.0%,27,33.0%,62,81.7%,77,63%,73,53%,56,58%,68,91%
Bruce Brown,27.2,TOR,Wing,877,36,51.1%,52,52.7%,15,30.6%,72,83.3%,56,73%,31,68%,29,70%,50,95%
Jaylen Brown,27.0,BOS,Wing,2339,68,55.9%,79,56.9%,45,35.8%,8,70.2%,95,48%,77,51%,90,33%,98,63%
Kobe Brown,23.8,LAC,Big,270,6,47.6%,29,55.2%,8,27.3%,0,50.0%,28,80%,66,62%,1,100%,25,100%
Moses Brown,24.1,POR,Big,185,16,51.7%,16,51.7%,0,0.0%,1,31.0%,72,68%,52,65%,50,75%,0,0%
Troy Brown,24.3,DET,Forward,404,2,37.4%,0,32.7%,11,29.1%,0,84.6%,60,72%,100,0%,57,64%,1,100%
Troy Brown,24.3,MIN,Wing,345,92,61.6%,96,63.6%,79,40.0%,0,81.3%,42,78%,65,56%,99,20%,44,96%
Jalen Brunson,27.2,NYK,Point,2721,63,54.5%,65,51.7%,75,40.3%,53,84.6%,88,32%,67,28%,77,21%,79,59%
Thomas Bryant,26.3,MIA,Big,420,56,57.7%,73,62.8%,1,19.0%,95,86.0%,57,73%,51,65%,24,86%,25,100%
Kobe Bufkin,20.1,ATL,Combo,167,8,42.8%,36,47.8%,4,23.3%,0,50.0%,85,41%,76,33%,70,31%,78,71%
Reggie Bullock,32.6,HOU,Wing,334,93,61.7%,38,50.0%,91,42.3%,0,100.0%,1,96%,0,100%,1,100%,46,95%
Alec Burks,32.3,NYK,Wing,304,4,39.3%,0,31.6%,17,31.3%,16,72.7%,84,58%,87,45%,83,36%,89,76%
Alec Burks,32.3,DET,Wing,894,39,52.2%,5,38.4%,86,40.7%,96,90.3%,66,69%,94,41%,54,59%,87,79%
Jared Butler,23.2,WAS,Combo,471,41,51.3%,90,56.4%,12,29.3%,97,92.3%,72,46%,63,42%,64,33%,80,71%
Jimmy Butler,34.1,MIA,Forward,2042,51,53.6%,38,51.9%,83,40.8%,90,85.8%,96,51%,81,53%,88,36%,93,81%
Jamal Cain,24.6,MIA,Forward,222,10,47.0%,16,47.5%,16,30.8%,0,80.0%,56,74%,24,75%,40,71%,95,75%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,71,56.6%,49,52.0%,84,40.4%,95,89.1%,24,84%,18,72%,21,77%,47,95%
Toumani Camara,23.5,POR,Forward,1677,28,51.5%,45,52.6%,29,33.1%,44,75.8%,77,64%,91,48%,64,57%,1,100%
Clint Capela,29.5,ATL,Big,1882,50,57.2%,45,57.2%,0,0.0%,18,63.2%,70,68%,50,66%,45,78%,0,0%
Jevon Carter,28.1,CHI,Combo,966,23,48.3%,34,47.6%,22,32.2%,0,60.0%,14,78%,33,57%,8,69%,49,86%
Wendell Carter,24.5,ORL,Big,1404,70,60.0%,72,62.6%,66,37.4%,30,69.4%,26,81%,38,71%,35,82%,74,98%
Alex Caruso,29.7,CHI,Wing,2039,86,59.6%,73,56.3%,87,41.1%,29,76.0%,69,68%,86,46%,79,39%,73,89%
Julian Champagnie,22.3,SAS,Forward,1397,46,53.2%,33,51.3%,46,36.0%,68,81.6%,3,95%,5,87%,16,83%,1,100%
Justin Champagnie,22.3,WAS,Big,211,6,46.8%,24,53.8%,13,28.9%,0,80.0%,28,80%,42,69%,99,0%,25,100%
Max Christie,20.7,LAL,Wing,829,55,53.9%,35,49.5%,68,38.5%,45,79.4%,21,85%,4,85%,52,61%,0,100%
Sidy Cissoko,19.6,SAS,Forward,114,7,46.4%,98,68.4%,0,0.0%,0,80.0%,47,77%,29,73%,0,100%,0,0%
Brandon Clarke,27.1,MEM,Big,131,32,54.8%,55,58.8%,0,16.7%,0,14.3%,43,77%,48,67%,36,81%,25,100%
Jordan Clarkson,31.4,UTA,Wing,1672,13,47.4%,29,48.5%,14,30.2%,92,88.0%,97,46%,88,45%,84,34%,95,71%
Nicolas Claxton,24.5,BKN,Big,2112,79,62.9%,75,63.2%,0,20.0%,7,55.1%,55,73%,23,74%,66,68%,25,100%
Noah Clowney,19.3,BKN,Forward,318,91,61.5%,92,63.8%,60,37.9%,0,68.2%,40,81%,34,71%,0,100%,1,100%
Amir Coffey,26.4,LAC,Forward,1365,80,58.6%,75,57.6%,76,39.7%,87,84.8%,22,86%,37,70%,15,85%,57,97%
John Collins,26.1,UTA,Big,1898,65,59.0%,62,60.5%,61,37.1%,76,79.5%,36,79%,45,68%,26,85%,72,99%
Zach Collins,25.9,SAS,Big,1502,25,53.4%,33,55.6%,32,32.2%,50,74.2%,44,77%,35,71%,59,71%,25,100%
Mike Conley,36.1,MIN,Point,2193,98,59.8%,28,48.1%,98,44.4%,89,90.7%,14,67%,56,34%,2,56%,42,80%
Pat Connaughton,30.8,MIL,Wing,1638,59,54.7%,94,63.1%,33,33.9%,28,75.9%,29,83%,43,65%,30,70%,42,96%
Bilal Coulibaly,19.3,WAS,Wing,1596,28,49.9%,34,49.3%,32,33.7%,9,71.6%,54,74%,47,63%,59,56%,39,96%
Ricky Council,22.2,PHI,Wing,222,22,49.4%,46,50.9%,13,29.2%,12,72.0%,47,75%,51,63%,22,77%,0,100%
Robert Covington,32.9,PHI,Big,395,23,53.0%,31,55.3%,40,34.1%,0,80.0%,16,83%,74,60%,1,100%,25,100%
Torrey Craig,32.9,CHI,Forward,1042,62,55.2%,18,48.5%,77,39.7%,37,75.0%,43,79%,89,49%,16,83%,58,97%
Jae Crowder,33.3,MIL,Forward,1142,44,53.1%,56,54.9%,35,34.4%,29,73.5%,5,94%,9,81%,11,97%,42,98%
Cade Cunningham,22.1,DET,Wing,2072,31,50.4%,29,48.7%,47,36.0%,88,86.8%,100,36%,97,26%,96,26%,94,71%
Seth Curry,33.2,DAL,Wing,423,21,49.2%,6,40.3%,61,38.0%,0,93.8%,71,67%,60,57%,72,44%,79,85%
Seth Curry,33.2,CHA,Wing,158,51,53.5%,76,56.7%,28,33.3%,0,91.7%,76,65%,55,60%,65,50%,74,89%
Stephen Curry,35.6,GSW,Point,2419,86,57.7%,63,51.4%,78,41.0%,100,92.3%,40,52%,49,37%,12,42%,70,61%
Dyson Daniels,20.6,NOP,Combo,1253,48,51.9%,77,54.7%,20,32.0%,5,63.8%,23,69%,38,54%,23,54%,1,100%
Anthony Davis,30.6,LAL,Big,2699,46,57.0%,52,58.3%,10,27.9%,83,81.6%,69,68%,48,67%,66,67%,82,97%
Johnny Davis,21.7,WAS,Wing,506,34,50.9%,21,47.5%,76,39.4%,0,63.2%,64,71%,60,57%,30,70%,0,100%
DeMar DeRozan,34.2,CHI,Forward,2987,27,51.1%,30,50.9%,32,33.9%,88,85.3%,99,35%,97,31%,96,27%,88,85%
Donte DiVincenzo,26.7,NYK,Wing,2346,82,58.7%,61,54.0%,83,40.3%,21,75.0%,31,82%,22,70%,71,49%,64,92%
Gradey Dick,19.9,TOR,Forward,1204,52,53.8%,27,50.0%,62,38.1%,85,84.8%,10,90%,6,86%,23,80%,49,98%
Ousmane Dieng,20.4,OKC,Big,274,51,57.3%,86,66.7%,46,34.6%,0,81.8%,0,95%,1,100%,68,67%,25,100%
Spencer Dinwiddie,30.6,BKN,Point,1471,14,48.5%,33,48.2%,18,32.4%,11,78.1%,65,42%,88,20%,93,13%,51,72%
Spencer Dinwiddie,30.6,LAL,Combo,671,45,51.8%,13,42.0%,58,38.2%,81,87.8%,38,64%,100,11%,92,17%,28,94%
Luka Doncic,24.7,DAL,Point,2619,88,57.8%,86,57.2%,65,38.6%,17,78.6%,100,22%,70,28%,95,12%,100,30%
Luguentz Dort,24.5,OKC,Wing,2243,66,55.7%,44,50.4%,78,39.5%,63,82.1%,28,83%,50,63%,40,65%,25,99%
Ayo Dosunmu,23.8,CHI,Combo,2188,91,58.2%,91,56.6%,78,40.3%,46,80.9%,29,66%,36,55%,19,55%,42,90%
Jeff Dowtin,26.5,PHI,Wing,120,100,67.3%,93,62.5%,0,60.0%,0,50.0%,88,53%,60,57%,85,33%,99,56%
Andre Drummond,30.2,CHI,Big,1343,45,56.4%,39,56.4%,0,0.0%,11,59.2%,92,56%,89,50%,24,86%,0,0%
Chris Duarte,26.4,SAC,Wing,661,23,49.5%,12,43.4%,44,35.8%,0,82.6%,37,79%,29,68%,27,73%,76,87%
Kris Dunn,29.6,UTA,Combo,1190,70,54.5%,74,53.9%,51,37.1%,10,66.7%,74,45%,76,33%,86,21%,26,95%
Kevin Durant,35.1,PHX,Big,2789,59,58.2%,41,56.6%,86,41.3%,93,85.6%,90,58%,61,63%,92,46%,97,82%
Jalen Duren,20.0,DET,Big,1777,77,62.1%,70,62.4%,0,0.0%,72,79.0%,72,68%,44,69%,79,63%,0,0%
Tari Eason,22.5,HOU,Forward,474,31,51.6%,29,50.4%,51,36.7%,6,63.6%,86,59%,94,44%,60,59%,1,100%
Anthony Edwards,22.2,MIN,Combo,2766,51,52.6%,59,51.5%,39,36.3%,63,83.5%,90,39%,70,38%,78,28%,93,56%
Kessler Edwards,23.2,SAC,Forward,170,22,50.0%,1,33.3%,79,40.0%,0,25.0%,6,93%,45,67%,0,100%,1,100%
Keon Ellis,23.8,SAC,Combo,911,94,59.8%,93,57.6%,80,40.4%,20,75.0%,8,85%,7,81%,17,56%,23,95%
Joel Embiid,29.6,PHI,Big,1309,44,56.4%,32,55.6%,81,40.0%,99,88.5%,91,57%,77,58%,90,49%,94,83%
Drew Eubanks,26.7,PHX,Big,1132,76,61.6%,61,60.5%,0,100.0%,80,80.5%,25,81%,16,76%,19,92%,25,100%
Tosan Evbuomwan,22.7,DET,Forward,282,93,62.5%,97,65.5%,69,39.1%,0,66.7%,23,86%,16,79%,23,80%,1,100%
Dante Exum,28.3,DAL,Wing,1067,95,63.4%,75,56.5%,100,50.5%,39,78.5%,67,69%,49,63%,93,30%,29,98%
Bruno Fernando,25.2,ATL,Big,625,67,59.1%,57,59.1%,0,0.0%,23,64.3%,21,82%,11,78%,1,100%,0,0%
Dorian Finney-Smith,30.5,BKN,Big,1926,26,53.8%,37,56.3%,50,35.0%,41,71.7%,8,87%,33,72%,23,87%,77,97%
Malachi Flynn,25.5,TOR,Combo,447,24,48.4%,29,46.9%,25,32.4%,0,75.0%,31,66%,64,40%,55,38%,33,92%
Malachi Flynn,25.5,DET,Combo,315,21,48.0%,72,53.5%,13,29.4%,10,66.7%,100,26%,81,30%,99,8%,100,45%
Simone Fontecchio,27.9,UTA,Wing,1124,77,57.5%,64,54.6%,75,39.4%,50,80.0%,16,87%,42,66%,18,81%,26,99%
Simone Fontecchio,27.9,DET,Forward,480,83,59.1%,47,52.9%,93,43.0%,0,84.0%,25,85%,30,72%,20,82%,70,95%
Trent Forrest,25.4,ATL,Combo,352,3,37.8%,8,37.8%,0,25.0%,0,81.8%,91,37%,93,21%,37,43%,1,100%
Evan Fournier,31.0,DET,Wing,535,9,45.5%,47,51.2%,8,27.7%,41,78.8%,63,71%,37,67%,53,60%,81,84%
De'Aaron Fox,25.9,SAC,Point,2655,58,53.4%,67,52.2%,50,36.9%,8,73.8%,86,32%,81,24%,86,18%,65,63%
Javon Freeman-Liberty,24.0,TOR,Point,365,16,48.6%,70,52.7%,3,26.5%,0,87.5%,19,58%,9,61%,42,31%,2,100%
Markelle Fultz,25.4,ORL,Combo,891,26,48.4%,42,49.2%,0,21.4%,15,71.9%,78,44%,64,40%,30,47%,1,100%
Daniel Gafford,25.1,DAL,Big,622,100,78.0%,100,78.0%,0,0.0%,15,60.7%,26,81%,10,79%,1,100%,0,0%
Daniel Gafford,25.1,WAS,Big,1191,94,69.0%,92,69.0%,0,0.0%,37,70.6%,55,73%,46,67%,14,97%,0,0%
Danilo Gallinari,35.2,MIL,Forward,135,6,44.8%,59,55.6%,0,18.2%,0,92.9%,87,58%,45,67%,97,25%,1,100%
Danilo Gallinari,35.2,WAS,Big,385,15,51.5%,30,55.2%,22,31.3%,90,83.9%,84,61%,61,63%,96,38%,92,85%
Darius Garland,23.8,CLE,Point,1899,49,53.1%,49,50.1%,53,37.3%,42,83.4%,49,45%,42,41%,47,29%,60,65%
Keyonte George,20.0,UTA,Point,1964,12,47.1%,21,45.8%,15,32.3%,50,84.3%,37,52%,35,43%,33,33%,53,71%
Paul George,33.5,LAC,Forward,2499,73,57.0%,44,52.2%,86,41.4%,100,90.9%,88,57%,61,61%,91,34%,97,73%
Taj Gibson,38.4,NYK,Big,157,1,30.0%,4,37.5%,0,0.0%,0,100.0%,74,67%,90,50%,1,100%,0,0%
Josh Giddey,21.1,OKC,Forward,1995,36,52.3%,46,52.9%,31,33.7%,65,80.3%,83,61%,67,60%,84,41%,65,96%
Shai Gilgeous-Alexander,25.3,OKC,Point,2550,77,56.8%,88,57.6%,30,35.4%,81,87.3%,98,24%,72,27%,84,19%,95,37%
Anthony Gill,31.0,WAS,Forward,358,45,53.1%,80,58.9%,4,24.2%,0,86.4%,58,73%,50,65%,22,81%,1,100%
Collin Gillespie,24.4,DEN,Point,179,95,59.3%,26,47.8%,100,45.2%,0,40.0%,5,72%,5,67%,79,20%,12,93%
Jacob Gilyard,25.3,MEM,Point,612,100,60.2%,0,37.5%,95,43.4%,0,100.0%,9,71%,98,0%,91,14%,40,82%
Rudy Gobert,31.3,MIN,Big,2592,91,66.4%,85,66.6%,0,0.0%,21,63.8%,68,68%,45,67%,32,83%,0,0%
Jordan Goodwin,25.0,PHX,Point,505,9,43.8%,9,41.5%,13,31.1%,75,86.2%,16,60%,47,38%,9,47%,16,91%
Jordan Goodwin,25.0,MEM,Combo,482,5,39.0%,7,37.7%,8,27.8%,3,63.3%,97,34%,84,27%,92,17%,76,73%
Aaron Gordon,28.1,DEN,Big,2296,61,58.4%,68,61.9%,14,29.2%,24,65.8%,76,66%,54,65%,84,55%,92,85%
Eric Gordon,34.9,PHX,Wing,1879,75,57.1%,74,56.4%,66,38.3%,47,79.7%,34,81%,41,66%,45,63%,56,93%
Devonte' Graham,28.7,SAS,Combo,242,14,44.9%,51,50.0%,11,28.8%,0,80.0%,43,63%,47,50%,81,25%,70,76%
Jerami Grant,29.6,POR,Forward,1829,30,51.6%,15,47.4%,82,40.2%,69,81.7%,85,60%,95,44%,80,46%,55,97%
AJ Green,24.1,MIL,Combo,517,98,61.4%,79,55.0%,90,42.1%,0,88.2%,0,97%,0,100%,5,75%,1,100%
Draymond Green,33.7,GSW,Big,1489,43,56.3%,28,55.1%,79,39.1%,48,73.0%,22,82%,15,77%,49,76%,85,96%
Jalen Green,21.7,HOU,Combo,2601,34,50.1%,50,49.9%,29,33.6%,41,80.3%,83,42%,69,38%,80,27%,95,55%
Javonte Green,30.3,CHI,Big,226,92,67.6%,98,74.5%,60,37.0%,0,76.9%,48,76%,40,70%,81,60%,25,100%
Jeff Green,37.2,HOU,Big,1289,26,53.5%,28,55.1%,41,34.2%,85,81.9%,28,80%,10,79%,72,66%,86,94%
Josh Green,23.0,DAL,Forward,1463,78,58.0%,69,56.8%,68,39.0%,21,68.4%,33,83%,27,74%,38,73%,68,96%
AJ Griffin,20.2,ATL,Forward,128,0,35.9%,3,35.7%,3,24.0%,0,100.0%,59,73%,86,50%,50,67%,91,83%
Quentin Grimes,23.5,DET,Wing,115,0,26.2%,2,35.7%,0,14.3%,0,90.9%,40,78%,37,67%,65,50%,0,100%
Quentin Grimes,23.5,NYK,Wing,874,46,52.6%,19,46.2%,53,36.5%,7,68.8%,6,92%,8,81%,85,33%,28,99%
Rui Hachimura,25.7,LAL,Forward,1785,90,60.8%,82,59.6%,89,41.9%,34,74.6%,24,85%,7,82%,29,76%,35,99%
Ashton Hagans,24.3,POR,Combo,302,15,45.6%,16,43.2%,28,33.3%,0,82.4%,47,59%,47,50%,90,20%,1,100%
Tyrese Haliburton,23.7,IND,Point,2223,81,57.5%,100,59.6%,45,36.9%,61,85.5%,74,38%,51,36%,49,28%,93,47%
Tim Hardaway Jr.,31.6,DAL,Wing,2107,37,51.6%,22,47.8%,45,35.8%,82,84.9%,41,78%,44,65%,29,71%,78,86%
James Harden,34.2,LAC,Combo,2464,69,54.4%,45,49.7%,60,38.3%,81,87.8%,99,32%,98,15%,94,16%,99,46%
Jaden Hardy,20.3,DAL,Combo,852,29,49.2%,15,43.1%,57,38.0%,39,80.0%,37,64%,10,72%,77,29%,52,85%
Gary Harris,29.1,ORL,Wing,1292,74,57.0%,85,59.3%,55,37.3%,26,75.6%,13,88%,46,65%,11,90%,35,97%
Joe Harris,32.2,DET,Forward,163,22,50.0%,10,44.4%,37,34.5%,0,50.0%,0,100%,0,100%,0,100%,1,100%
Tobias Harris,31.3,PHI,Forward,2359,50,53.6%,52,53.8%,42,35.3%,93,88.1%,90,54%,77,56%,92,31%,69,96%
Josh Hart,28.7,NYK,Forward,2678,20,49.6%,32,51.2%,20,31.3%,60,79.6%,64,70%,60,61%,48,69%,82,89%
Isaiah Hartenstein,25.5,NYK,Big,1889,86,65.1%,81,65.0%,0,50.0%,36,70.5%,78,66%,76,60%,29,84%,25,100%
Sam Hauser,25.9,BOS,Forward,1653,97,63.6%,58,55.4%,94,43.4%,0,93.8%,7,93%,40,69%,30,75%,47,98%
Jordan Hawkins,21.5,NOP,Combo,1020,44,51.7%,17,43.6%,46,37.0%,66,84.1%,1,92%,14,65%,1,85%,1,100%
Jaxson Hayes,23.4,LAL,Big,777,99,75.0%,99,76.1%,0,0.0%,17,62.0%,14,84%,4,84%,20,90%,0,0%
Killian Hayes,22.3,DET,Combo,986,16,45.9%,26,45.7%,16,30.6%,8,66.0%,53,56%,21,61%,34,45%,48,86%
Gordon Hayward,33.6,OKC,Forward,419,55,54.3%,8,43.9%,100,53.8%,13,66.7%,20,86%,4,89%,38,73%,74,93%
Gordon Hayward,33.6,CHA,Wing,797,32,50.5%,37,49.6%,49,36.1%,32,76.5%,79,62%,67,55%,58,56%,46,95%
Scoot Henderson,19.7,POR,Point,1744,7,43.4%,5,40.8%,20,32.7%,31,82.0%,77,37%,58,33%,63,24%,72,60%
Taylor Hendricks,19.9,UTA,Forward,818,57,54.5%,50,53.6%,52,37.2%,50,77.8%,50,76%,78,54%,79,47%,1,100%
