Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Ronald Murray,26.3,CLE,Wing,1022,22,70.6%,77,13.3%,39,1.3%,37,17.4%
Ronald Murray,26.3,OKC,Combo,1044,21,72.4%,80,13.1%,60,1.9%,45,21.3%
Dikembe Mutombo,39.4,HOU,Big,952,74,75.8%,96,28.6%,78,2.2%,19,13.9%
Boniface N'Dong,28.2,LAC,Big,126,0,66.7%,26,10.0%,18,1.1%,37,20.0%
Bostjan Nachbar,25.3,NOP,Wing,383,39,75.0%,46,10.0%,62,1.7%,26,15.4%
Lee Nailon,30.7,PHI,Big,218,0,84.6%,26,10.0%,6,0.6%,94,37.5%
Eduardo Najera,29.3,DEN,Big,1418,80,77.5%,43,13.3%,64,1.9%,72,25.6%
Steve Nash,31.7,PHX,Point,2792,100,92.0%,40,7.1%,90,3.2%,92,35.9%
Jameer Nelson,23.7,ORL,Point,1765,37,77.4%,63,9.1%,77,2.4%,75,24.6%
Rasho Nesterovic,29.4,SAS,Big,1478,27,60.0%,3,3.9%,8,0.7%,22,15.4%
Ira Newble,30.8,CLE,Wing,322,0,70.0%,5,3.9%,5,0.4%,0,0.0%
Andres Nocioni,25.9,CHI,Forward,2192,91,83.5%,38,10.0%,88,2.3%,85,26.1%
Moochie Norris,32.3,NOP,Combo,123,0,65.2%,100,28.6%,56,1.8%,31,20.0%
Moochie Norris,32.3,HOU,Point,210,0,81.8%,62,9.1%,38,1.6%,54,20.0%
Dirk Nowitzki,27.4,DAL,Big,3080,100,90.1%,41,12.8%,97,3.8%,73,26.0%
Jermaine O'Neal,27.1,IND,Big,1799,57,70.9%,74,18.4%,93,3.1%,63,23.8%
Shaquille O'Neal,33.7,MIA,Big,1803,4,47.1%,85,21.9%,100,5.3%,93,34.8%
Fabricio Oberto,30.6,SAS,Big,389,0,42.1%,4,5.1%,13,1.0%,66,25.0%
Lamar Odom,26.0,LAL,Forward,3216,25,69.1%,63,12.9%,78,2.0%,87,26.7%
Emeka Okafor,23.1,CHA,Big,862,43,65.6%,61,15.7%,44,1.6%,24,16.1%
Mehmet Okur,26.4,UTA,Big,2928,82,77.9%,46,13.6%,79,2.2%,42,20.5%
Kevin Ollie,32.8,PHI,Combo,1043,74,83.0%,65,11.0%,11,0.9%,31,20.0%
Michael Olowokandi,30.6,MIN,Big,738,6,50.0%,17,8.4%,56,1.8%,60,23.5%
Michael Olowokandi,30.6,BOS,Big,165,0,62.5%,16,8.2%,62,1.9%,0,0.0%
Greg Ostertag,32.7,UTA,Big,770,6,50.0%,58,15.2%,32,1.3%,0,0.0%
Bo Outlaw,34.6,ORL,Big,342,0,62.5%,2,3.6%,53,1.7%,98,50.0%
Travis Outlaw,21.1,POR,Forward,1071,47,73.3%,30,8.5%,60,1.6%,12,6.5%
Andre Owens,25.0,UTA,Wing,168,0,80.0%,22,7.1%,55,1.6%,76,25.0%
Zaza Pachulia,21.7,ATL,Big,2446,68,73.5%,88,22.3%,85,2.4%,32,18.4%
Scott Padgett,29.5,BKN,Big,631,87,80.0%,11,6.8%,23,1.1%,54,23.1%
Milt Palacio,27.7,UTA,Combo,1340,9,65.3%,76,12.9%,58,1.9%,13,14.0%
Jannero Pargo,26.0,CHI,Combo,577,0,77.8%,11,2.3%,27,1.4%,22,16.7%
Smush Parker,24.4,LAL,Point,2761,13,69.7%,56,8.4%,13,1.2%,71,23.2%
Tony Parker,23.5,SAS,Point,2705,16,70.7%,83,12.5%,75,2.3%,88,31.2%
Ruben Patterson,30.3,POR,Wing,1041,6,61.0%,97,21.6%,92,2.9%,70,23.2%
Ruben Patterson,30.3,DEN,Wing,732,2,59.1%,94,18.6%,42,1.3%,40,17.9%
Chris Paul,20.5,NOP,Point,2801,71,84.7%,92,14.3%,94,3.8%,54,20.0%
Sasha Pavlovic,22.0,CLE,Wing,736,8,65.0%,38,9.0%,11,0.7%,62,22.2%
Gary Payton,37.3,MIA,Combo,2247,63,79.8%,16,4.9%,31,1.4%,69,25.9%
Kendrick Perkins,21.0,BOS,Big,1281,31,61.4%,80,20.7%,46,1.6%,82,27.4%
Morris Peterson,28.2,TOR,Wing,3121,78,81.7%,51,10.5%,40,1.3%,56,21.1%
Johan Petro,19.8,OKC,Big,1245,38,64.8%,28,10.6%,11,0.9%,21,14.7%
Eric Piatkowski,35.1,CHI,Wing,191,0,40.0%,1,1.9%,75,1.8%,99,100.0%
Paul Pierce,28.1,BOS,Wing,3076,49,77.2%,95,19.4%,100,3.8%,58,21.4%
Mickael Pietrus,23.7,GSW,Wing,1132,3,60.6%,71,12.6%,54,1.6%,47,20.0%
Zoran Planinic,23.1,BKN,Wing,496,13,67.3%,70,12.5%,89,2.8%,10,4.8%
Scot Pollard,30.7,IND,Big,753,77,76.3%,39,12.3%,45,1.6%,97,45.0%
James Posey,28.8,MIA,Wing,1898,61,78.7%,5,4.0%,20,0.8%,94,31.3%
Vitaly Potapenko,30.6,OKC,Big,314,0,58.8%,18,8.6%,73,2.1%,0,0.0%
Josh Powell,22.8,DAL,Forward,354,87,82.9%,88,21.3%,30,1.2%,7,5.9%
Tayshaun Prince,25.7,DET,Wing,2891,46,76.5%,48,10.2%,46,1.5%,75,24.8%
Laron Profit,28.2,LAL,Combo,269,0,87.5%,58,9.3%,87,2.6%,9,12.5%
Joel Przybilla,26.1,POR,Big,1381,13,53.2%,92,24.3%,61,1.8%,25,16.7%
Vladimir Radmanovic,25.0,LAC,Forward,875,43,73.1%,18,6.3%,23,1.0%,42,17.6%
Vladimir Radmanovic,25.0,OKC,Big,1072,99,88.7%,8,6.5%,11,0.9%,89,30.8%
Shavlik Randolph,21.9,PHI,Big,432,23,59.3%,93,24.8%,13,0.9%,9,7.4%
Zach Randolph,24.3,POR,Big,2537,59,71.3%,30,11.0%,91,2.9%,77,26.7%
Theo Ratliff,32.5,POR,Big,1293,41,65.1%,62,16.1%,56,1.7%,20,14.3%
Zeljko Rebraca,33.6,LAC,Big,410,73,75.6%,47,13.6%,96,3.5%,8,6.7%
Michael Redd,26.2,MIL,Wing,3125,92,87.6%,69,12.3%,96,3.3%,66,22.9%
Justin Reed,23.8,MIN,Forward,678,66,78.2%,72,15.6%,53,1.5%,45,18.4%
Justin Reed,23.8,BOS,Forward,258,13,62.5%,80,16.7%,12,0.9%,0,0.0%
Jason Richardson,24.8,GSW,Wing,2860,15,67.4%,56,11.0%,65,1.7%,43,18.6%
Quentin Richardson,25.6,NYK,Wing,1436,12,67.0%,34,8.9%,10,0.7%,28,15.9%
Luke Ridnour,24.7,OKC,Point,2608,95,88.0%,37,6.9%,63,2.1%,37,17.2%
Lawrence Roberts,23.0,MEM,Big,130,0,41.2%,99,34.4%,39,1.4%,80,27.3%
Bernard Robinson,24.8,CHA,Forward,1238,68,79.2%,65,13.5%,50,1.4%,80,25.5%
Clifford Robinson,38.9,BKN,Big,1847,45,66.2%,4,4.9%,10,0.9%,13,11.5%
Nate Robinson,21.4,NYK,Point,1484,29,75.0%,79,12.1%,42,1.8%,42,17.8%
Jalen Rose,32.8,TOR,Wing,1226,42,75.8%,75,13.2%,91,2.9%,67,23.1%
Jalen Rose,32.8,NYK,Wing,734,67,80.2%,84,15.0%,82,2.1%,65,22.5%
Malik Rose,30.9,NYK,Forward,1112,64,77.8%,78,16.5%,80,2.1%,30,14.8%
Quinton Ross,24.5,LAC,Wing,1509,44,76.0%,52,10.5%,15,0.8%,81,25.7%
Michael Ruffin,28.8,WAS,Big,967,6,50.0%,96,26.9%,22,1.1%,23,16.0%
Kareem Rush,25.0,CHA,Wing,1098,24,71.4%,10,5.3%,44,1.5%,67,23.1%
John Salmons,25.9,PHI,Wing,1993,52,77.4%,89,15.9%,61,1.7%,67,23.1%
Brian Scalabrine,27.6,BOS,Forward,885,42,72.7%,15,6.2%,10,0.9%,15,8.3%
Luke Schenscher,23.8,CHI,Big,132,0,30.8%,68,17.4%,35,1.4%,66,25.0%
Ha Seung-Jin,20.2,POR,Big,172,0,42.9%,89,23.1%,54,1.7%,92,33.3%
Wayne Simien,22.7,MIA,Big,343,0,87.5%,32,11.2%,27,1.2%,80,27.3%
Bobby Simmons,25.4,MIL,Forward,2528,85,82.3%,27,7.6%,68,1.8%,32,15.4%
James Singleton,24.3,LAC,Forward,701,60,77.5%,52,11.8%,27,1.1%,22,11.1%
Brian Skinner,29.5,POR,Big,513,13,51.7%,44,13.5%,71,2.0%,9,7.1%
Brian Skinner,29.5,SAC,Big,360,0,35.0%,47,13.8%,73,2.1%,49,22.2%
Charles Smith,30.2,POR,Wing,182,0,62.5%,15,6.3%,7,0.5%,96,50.0%
Donta Smith,21.9,ATL,Wing,120,0,45.5%,24,7.4%,45,1.5%,96,50.0%
JR Smith,20.1,NOP,Wing,932,79,82.2%,53,10.6%,33,1.1%,80,25.6%
Joe Smith,30.3,MIL,Big,865,80,77.5%,53,14.2%,80,2.2%,44,20.8%
Josh Smith,19.9,ATL,Forward,2529,36,72.0%,67,14.3%,57,1.5%,48,18.7%
Eric Snow,32.5,CLE,Point,2345,5,68.8%,52,8.2%,12,1.2%,29,14.3%
Kirk Snyder,22.4,NOP,Wing,1260,28,72.6%,66,11.8%,51,1.6%,72,23.2%
Darius Songaila,27.7,CHI,Big,1302,97,83.5%,13,7.2%,75,2.1%,18,13.5%
Pape Sow,23.9,TOR,Big,580,72,75.5%,76,18.9%,30,1.3%,73,25.9%
Jerry Stackhouse,31.0,DAL,Wing,1499,93,88.1%,64,11.5%,90,2.9%,25,14.7%
DeShawn Stevenson,24.6,ORL,Wing,2638,31,74.4%,79,13.8%,17,0.8%,61,21.7%
Peja Stojakovic,28.4,SAC,Wing,1147,100,93.3%,16,6.5%,80,2.0%,15,10.3%
Peja Stojakovic,28.4,IND,Wing,1434,99,90.3%,33,8.7%,69,1.8%,87,27.3%
Damon Stoudamire,32.2,MEM,Point,860,79,85.5%,13,3.8%,44,1.9%,94,36.4%
Salim Stoudamire,23.1,ATL,Combo,1196,95,90.1%,29,6.4%,76,2.2%,27,18.8%
Michael Sweetney,23.0,CHI,Big,1202,40,64.9%,78,19.7%,81,2.3%,42,20.6%
Robert Swift,19.9,OKC,Big,958,26,59.8%,60,15.5%,51,1.6%,78,26.8%
Stromile Swift,25.9,HOU,Big,1322,44,65.7%,77,19.1%,86,2.5%,43,20.8%
Wally Szczerbiak,28.7,MIN,Forward,1546,100,89.6%,43,10.7%,77,2.0%,75,25.0%
Wally Szczerbiak,28.7,BOS,Wing,1170,96,89.7%,50,10.5%,75,1.9%,85,27.1%
Chris Taft,20.6,GSW,Big,125,0,16.7%,20,8.8%,0,0.0%,0,0.0%
Donell Taylor,23.3,WAS,Wing,417,20,70.0%,63,11.5%,34,1.1%,47,20.0%
Maurice Taylor,29.0,NYK,Forward,1192,21,68.4%,28,7.8%,70,1.8%,60,21.9%
Sebastian Telfair,20.4,POR,Combo,1560,35,73.6%,75,12.8%,44,1.6%,87,33.8%
Jason Terry,28.1,DAL,Combo,2784,60,79.8%,27,6.4%,49,1.7%,20,16.4%
Billy Thomas,29.9,WAS,Wing,112,0,100.0%,0,0.0%,15,0.8%,100,0.0%
Etan Thomas,27.6,WAS,Big,1105,27,60.0%,72,17.9%,75,2.1%,28,17.6%
James Thomas,24.9,PHI,Big,111,0,57.1%,95,26.7%,48,1.6%,0,0.0%
Kenny Thomas,28.3,SAC,Big,2266,51,67.6%,56,14.6%,37,1.4%,87,28.9%
Kurt Thomas,33.1,PHX,Big,1410,91,81.5%,25,9.7%,63,1.9%,48,22.0%
Tim Thomas,28.7,PHX,Big,623,50,67.5%,12,7.0%,19,1.1%,49,22.2%
Jamaal Tinsley,27.7,IND,Point,1116,0,63.7%,60,9.0%,56,2.0%,67,21.6%
Jake Tsakalidis,26.4,MEM,Big,705,47,67.1%,84,21.7%,47,1.6%,78,26.8%
Ronny Turiaf,22.8,LAL,Big,148,0,56.5%,91,24.2%,91,2.8%,15,12.5%
Hedo Turkoglu,26.6,ORL,Wing,2604,89,86.1%,54,10.6%,50,1.6%,39,17.8%
Ime Udoka,28.2,NYK,Wing,103,0,25.0%,32,8.7%,6,0.5%,0,0.0%
Beno Udrih,23.3,SAS,Combo,484,47,75.8%,24,6.1%,38,1.5%,58,25.0%
Nick Van Exel,33.9,SAS,Point,947,18,71.1%,8,2.7%,27,1.5%,19,11.1%
Keith Van Horn,30.0,DAL,Forward,1064,89,83.2%,37,9.9%,35,1.2%,3,4.9%
Anderson Varejao,23.1,CLE,Big,732,9,50.4%,97,29.3%,78,2.2%,85,27.8%
Jacque Vaughn,30.7,BKN,Combo,1160,19,70.3%,69,11.8%,20,1.1%,31,20.0%
Charlie Villanueva,21.2,TOR,Big,2314,60,71.4%,14,7.3%,21,1.1%,36,19.7%
Jake Voskuhl,28.0,CHA,Big,793,48,67.2%,13,7.1%,34,1.3%,44,21.1%
Jackson Vroman,24.4,NOP,Big,346,3,46.7%,82,21.2%,28,1.2%,0,0.0%
Sasha Vujacic,21.7,LAL,Wing,1397,97,90.0%,7,4.8%,30,1.1%,12,6.7%
Dwyane Wade,23.8,MIA,Wing,2886,56,78.3%,96,20.2%,97,3.7%,53,20.8%
Antoine Walker,29.2,MIA,Forward,2153,15,63.1%,13,6.1%,15,0.9%,98,33.9%
Ben Wallace,31.1,DET,Big,2882,1,41.8%,78,20.1%,77,2.2%,61,23.6%
Gerald Wallace,23.3,CHA,Forward,1887,11,61.2%,87,20.8%,93,2.6%,90,29.4%
Rasheed Wallace,31.1,DET,Big,2770,70,74.3%,9,6.7%,47,1.6%,27,17.3%
Luke Walton,25.6,LAL,Forward,1297,58,77.0%,20,6.8%,83,2.1%,58,21.7%
Hakim Warrick,23.3,MEM,Big,654,38,64.1%,83,21.3%,82,2.3%,66,25.0%
Earl Watson,26.4,OKC,Combo,580,28,72.9%,40,7.9%,69,2.1%,93,44.4%
Earl Watson,26.4,DEN,Combo,946,0,62.7%,25,6.4%,64,2.0%,85,33.3%
Chris Webber,32.7,PHI,Big,2886,73,75.6%,20,8.9%,59,1.8%,37,19.9%
Martell Webster,18.9,POR,Wing,979,90,86.4%,17,6.5%,31,1.1%,42,18.2%
Bonzi Wells,29.1,SAC,Wing,1681,17,67.7%,72,12.7%,74,1.8%,85,27.1%
Jiri Welsch,25.8,MIL,Wing,806,26,72.2%,58,11.2%,81,2.0%,13,8.0%
David Wesley,35.0,HOU,Wing,2363,70,80.5%,41,9.4%,55,1.6%,27,15.8%
David West,25.2,NOP,Big,2515,98,84.3%,21,8.9%,52,1.7%,90,31.6%
Delonte West,22.3,BOS,Point,2399,74,84.8%,19,5.0%,10,1.2%,69,22.9%
Robert Whaley,23.5,UTA,Big,174,0,50.0%,3,4.3%,9,0.8%,0,0.0%
Chris Wilcox,23.2,OKC,Big,863,86,79.3%,44,13.4%,27,1.2%,35,19.0%
Chris Wilcox,23.2,LAC,Big,630,20,57.1%,55,14.5%,59,1.8%,97,44.0%
Damien Wilkins,25.8,OKC,Wing,1457,87,85.1%,81,14.2%,58,1.6%,87,27.3%
Mike Wilks,26.5,CLE,Combo,179,0,40.0%,13,2.9%,82,2.4%,0,0.0%
Aaron Williams,34.1,NOP,Big,675,49,67.3%,51,14.1%,14,1.0%,66,25.0%
Deron Williams,21.3,UTA,Point,2269,24,71.8%,21,5.3%,33,1.6%,48,18.6%
Eric Williams,33.3,TOR,Forward,336,49,73.7%,90,21.3%,0,0.3%,5,5.3%
Jason Williams,30.0,MIA,Point,1864,89,86.7%,23,5.3%,8,1.1%,90,33.3%
Marvin Williams,19.4,ATL,Big,1898,71,74.8%,77,19.4%,20,1.1%,35,19.0%
Mo Williams,22.9,MIL,Combo,1494,86,84.7%,22,6.1%,73,2.1%,65,25.6%
Corliss Williamson,31.9,SAC,Forward,277,72,80.0%,73,15.7%,97,2.9%,8,6.3%
Loren Woods,27.4,TOR,Big,309,0,46.2%,25,9.8%,39,1.5%,25,16.7%
Qyntel Woods,24.7,NYK,Wing,944,9,65.2%,68,11.9%,35,1.2%,90,29.0%
Metta World Peace,26.0,SAC,Wing,1599,25,71.7%,65,11.7%,83,2.1%,84,26.3%
Metta World Peace,26.0,IND,Forward,602,9,61.2%,82,18.7%,100,3.5%,50,19.2%
Antoine Wright,21.7,BKN,Wing,300,0,55.6%,35,9.0%,21,0.8%,0,0.0%
Bracey Wright,21.3,MIN,Combo,121,0,100.0%,64,10.2%,42,1.6%,0,0.0%
Dorell Wright,19.9,MIA,Wing,103,0,88.2%,98,22.0%,23,0.9%,62,22.2%
Lorenzen Wright,30.0,MEM,Big,1681,19,56.0%,45,13.5%,20,1.1%,86,28.3%
