Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
James Posey,31.8,NOP,Wing,113,0,83.3%,94,18.6%,70,2.5%,0,0.0%
Tayshaun Prince,28.7,DET,Forward,128,0,0.0%,0,0.0%,60,1.6%,100,0.0%
Joel Przybilla,29.1,POR,Big,161,0,50.0%,48,14.3%,10,0.7%,0,0.0%
JJ Redick,24.4,ORL,Combo,320,0,92.9%,8,1.2%,25,1.2%,0,0.0%
Rajon Rondo,22.7,BOS,Point,576,0,65.7%,71,11.2%,41,2.0%,47,18.5%
Derrick Rose,20.1,CHI,Point,313,0,80.0%,53,6.6%,53,2.1%,71,37.5%
Brandon Roy,24.3,POR,Wing,237,75,87.0%,55,12.1%,97,3.7%,70,31.3%
John Salmons,28.9,CHI,Wing,312,63,85.3%,58,12.6%,18,0.7%,45,20.0%
Brian Scalabrine,30.6,BOS,Forward,240,0,100.0%,10,2.0%,10,0.4%,0,0.0%
Luis Scola,28.5,HOU,Big,416,43,67.3%,40,12.6%,70,2.4%,60,23.8%
JR Smith,23.1,DEN,Wing,409,0,52.3%,27,6.7%,85,2.6%,55,23.1%
Joe Smith,33.3,CLE,Big,205,0,76.0%,83,18.6%,20,1.0%,25,9.1%
Josh Smith,22.9,ATL,Big,409,62,73.2%,78,18.4%,53,2.0%,45,20.6%
Peja Stojakovic,31.4,NOP,Forward,162,0,92.3%,60,7.7%,30,1.2%,70,25.0%
Rodney Stuckey,22.5,DET,Combo,127,0,85.7%,67,10.6%,92,2.9%,0,0.0%
Wally Szczerbiak,31.7,CLE,Wing,134,0,83.3%,45,9.1%,36,1.1%,73,33.3%
Jason Terry,31.1,DAL,Wing,322,44,77.8%,30,7.6%,33,1.0%,0,0.0%
Tyrus Thomas,22.2,CHI,Big,187,0,75.0%,15,7.5%,57,2.0%,0,0.0%
Hedo Turkoglu,29.6,ORL,Wing,931,50,81.6%,70,13.8%,79,2.6%,30,15.2%
Anderson Varejao,26.1,CLE,Big,419,0,68.2%,55,15.7%,18,0.9%,93,50.0%
Sasha Vujacic,24.7,LAL,Combo,235,0,83.3%,0,0.0%,8,0.8%,100,0.0%
Dwyane Wade,26.8,MIA,Wing,284,69,86.2%,76,14.4%,100,3.8%,36,16.0%
Von Wafer,23.3,HOU,Wing,164,0,83.3%,52,9.8%,64,2.0%,73,33.3%
Ben Wallace,34.1,CLE,Big,176,0,0.0%,85,18.8%,78,2.8%,0,0.0%
Rasheed Wallace,34.1,DET,Big,121,0,0.0%,0,0.0%,0,0.0%,98,0.0%
Luke Walton,28.6,LAL,Wing,316,0,56.3%,18,5.3%,58,1.9%,0,0.0%
David West,28.2,NOP,Big,178,86,89.7%,35,11.5%,85,3.3%,70,30.0%
Delonte West,25.3,CLE,Combo,589,33,83.3%,58,10.5%,42,1.2%,67,22.2%
Deron Williams,24.4,UTA,Point,210,86,82.5%,94,17.9%,71,2.7%,0,0.0%
Lou Williams,22.0,PHI,Combo,148,0,66.7%,92,15.8%,0,0.6%,83,33.3%
Mo Williams,25.9,CLE,Point,540,57,76.7%,47,6.0%,24,1.3%,82,41.7%
Metta World Peace,29.0,HOU,Forward,487,0,71.4%,40,5.3%,80,2.3%,80,27.3%
Antoine Wright,24.7,DAL,Wing,151,0,81.8%,88,17.5%,12,0.6%,85,42.9%
Thaddeus Young,20.4,PHI,Forward,229,0,83.3%,50,7.0%,70,1.7%,90,80.0%
