Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Baron Davis,24.6,NOP,Combo,261,44,44.7%,44,41.5%,50,32.7%,33,75.8%,67,42%,56,35%,56,30%,100,56%
Ricky Davis,24.1,BOS,Wing,121,72,47.4%,28,40.0%,0,50.0%,0,68.8%,69,56%,67,50%,89,25%,8,100%
Vlade Divac,35.7,SAC,Big,235,25,43.7%,28,43.7%,0,0.0%,0,73.9%,98,45%,78,42%,78,50%,0,0%
Tim Duncan,27.5,SAS,Big,401,73,52.2%,73,52.5%,0,0.0%,46,63.2%,95,49%,48,60%,93,42%,0,0%
Michael Finley,30.7,DAL,Wing,196,39,43.4%,64,45.2%,13,26.9%,0,60.0%,86,50%,94,40%,86,29%,8,100%
Derek Fisher,29.2,LAL,Combo,495,89,49.3%,22,39.3%,100,44.0%,0,65.6%,33,67%,89,29%,33,67%,67,91%
Jeff Foster,26.8,IND,Big,309,93,58.1%,98,59.5%,0,0.0%,0,80.0%,43,72%,28,71%,3,100%,0,0%
Rick Fox,34.3,LAL,Wing,142,3,32.4%,28,40.0%,0,14.3%,0,50.0%,53,60%,36,67%,94,0%,8,100%
Steve Francis,26.7,HOU,Point,223,88,49.3%,59,43.4%,0,46.7%,20,72.5%,82,30%,24,33%,100,0%,65,71%
Kevin Garnett,27.5,MIN,Big,780,53,46.3%,50,45.8%,0,41.7%,92,77.6%,88,54%,70,51%,73,56%,100,40%
Pau Gasol,23.3,MEM,Big,133,90,57.1%,88,57.1%,0,0.0%,0,90.0%,100,36%,80,40%,98,31%,0,0%
Devean George,26.2,LAL,Forward,470,89,54.0%,89,51.2%,100,37.3%,0,65.0%,11,81%,33,69%,67,50%,11,100%
Manu Ginobili,26.3,SAS,Wing,278,86,51.1%,97,54.2%,33,30.3%,47,81.8%,61,60%,42,64%,94,0%,67,90%
Brian Grant,31.7,MIA,Big,399,18,42.9%,25,43.3%,0,0.0%,0,57.1%,23,79%,75,44%,3,100%,0,0%
Richard Hamilton,25.7,DET,Wing,930,69,47.0%,69,45.5%,83,40.5%,73,84.7%,58,60%,50,61%,47,54%,61,93%
Anfernee Hardaway,32.3,NYK,Wing,167,22,40.5%,22,36.7%,0,35.7%,0,83.3%,33,70%,53,60%,36,62%,8,100%
Al Harrington,23.7,IND,Forward,427,56,43.9%,56,43.0%,0,50.0%,0,54.5%,100,45%,100,39%,33,67%,89,50%
Lucious Harris,32.9,BKN,Combo,178,22,43.6%,56,43.2%,0,30.0%,0,77.8%,0,95%,0,83%,0,100%,11,100%
Udonis Haslem,23.4,MIA,Big,195,10,39.4%,13,39.4%,0,0.0%,54,67.7%,48,69%,23,71%,63,67%,0,0%
Trenton Hassell,24.7,MIN,Wing,474,94,52.5%,92,52.1%,0,50.0%,0,81.3%,31,71%,67,50%,14,84%,8,100%
Nene Hilario,21.1,DEN,Big,132,35,44.4%,33,44.4%,0,0.0%,0,53.8%,18,81%,15,73%,3,100%,0,0%
Fred Hoiberg,31.0,MIN,Wing,428,97,58.8%,78,45.9%,92,45.8%,0,93.8%,6,92%,14,88%,6,89%,58,95%
Robert Horry,33.2,SAS,Big,208,88,55.8%,88,57.1%,100,36.4%,0,92.9%,35,75%,48,60%,78,50%,75,100%
Lindsey Hunter,32.9,DET,Combo,252,0,34.7%,11,33.3%,0,24.1%,0,91.7%,44,56%,67,33%,44,60%,78,71%
Jim Jackson,33.0,HOU,Wing,218,31,43.0%,81,46.5%,0,25.0%,0,87.5%,83,52%,94,40%,78,40%,75,86%
Mike James,28.4,DET,Point,182,53,45.8%,18,36.1%,0,46.2%,0,53.3%,18,58%,47,27%,0,100%,0,100%
Antawn Jamison,27.4,DAL,Forward,103,78,47.9%,78,50.0%,0,25.0%,0,55.6%,33,73%,44,56%,11,82%,11,100%
Richard Jefferson,23.4,BKN,Wing,457,53,44.6%,72,45.6%,17,27.3%,7,71.3%,78,53%,75,47%,39,57%,94,67%
Anthony Johnson,29.1,IND,Point,329,24,39.7%,24,37.5%,54,30.0%,0,80.0%,35,50%,24,33%,41,40%,29,83%
Ervin Johnson,35.9,MIN,Big,356,68,50.0%,68,50.0%,0,0.0%,0,62.5%,68,63%,63,57%,43,80%,0,0%
Damon Jones,27.2,MIL,Point,144,100,69.7%,100,61.5%,100,47.6%,0,66.7%,29,56%,53,25%,59,25%,53,80%
Eddie Jones,32.0,MIA,Wing,480,42,43.4%,44,41.9%,33,30.3%,33,80.0%,42,64%,67,50%,75,41%,8,100%
Fred Jones,24.6,IND,Wing,254,100,61.0%,89,50.0%,100,50.0%,0,71.4%,53,60%,53,60%,56,44%,92,73%
Jason Kidd,30.6,BKN,Point,475,18,38.1%,41,41.3%,8,21.7%,60,82.4%,53,44%,41,31%,35,41%,71,70%
Kerry Kittles,29.4,BKN,Wing,415,89,51.1%,94,52.4%,50,32.7%,0,61.8%,14,87%,22,77%,8,88%,8,100%
Toni Kukoc,35.1,MIL,Forward,104,100,57.6%,100,59.1%,0,36.4%,0,50.0%,78,65%,89,43%,33,67%,11,100%
Voshon Lenard,30.5,DEN,Wing,163,81,50.7%,42,41.2%,96,47.8%,0,71.4%,64,59%,86,43%,50,50%,86,82%
George Lynch,33.2,NOP,Wing,145,64,46.5%,86,48.9%,0,25.0%,0,62.5%,22,80%,47,63%,11,86%,8,100%
Mark Madsen,27.8,MIN,Big,219,83,54.8%,83,54.8%,0,0.0%,15,44.8%,90,53%,65,56%,100,0%,0,0%
Jamaal Magloire,25.4,NOP,Big,240,13,41.8%,15,42.4%,0,0.0%,69,75.0%,55,68%,57,58%,25,89%,0,0%
Karl Malone,40.3,LAL,Big,796,40,45.0%,43,45.2%,0,0.0%,38,63.0%,8,84%,5,78%,30,87%,0,0%
Stephon Marbury,26.7,NYK,Point,174,35,41.0%,35,39.7%,54,30.0%,0,68.0%,65,35%,59,22%,29,44%,94,33%
Darrick Martin,32.7,MIN,Point,177,6,31.6%,0,25.8%,31,27.8%,0,80.0%,12,62%,71,20%,6,67%,0,100%
Kenyon Martin,25.8,BKN,Big,406,78,54.0%,80,54.7%,0,0.0%,69,75.0%,65,64%,13,74%,90,44%,0,0%
Desmond Mason,26.1,MIL,Wing,197,6,33.8%,11,34.7%,0,0.0%,67,84.6%,44,64%,19,78%,42,56%,0,0%
Walter McCarty,29.7,BOS,Big,126,100,63.6%,100,62.5%,0,42.9%,0,0.0%,10,82%,98,0%,50,75%,75,100%
Slava Medvedenko,24.6,LAL,Big,237,30,44.0%,30,44.0%,0,0.0%,0,81.0%,10,82%,8,75%,35,86%,0,0%
Andre Miller,27.6,DEN,Combo,173,78,47.2%,100,48.6%,0,0.0%,0,81.8%,78,41%,44,50%,78,25%,0,0%
Brad Miller,27.6,SAC,Big,363,85,55.1%,85,56.0%,0,25.0%,23,60.9%,38,73%,48,60%,33,86%,75,100%
Reggie Miller,38.2,IND,Wing,453,83,50.9%,56,43.8%,67,37.5%,93,92.2%,8,91%,0,100%,19,76%,8,100%
Yao Ming,23.1,HOU,Big,187,45,45.6%,45,45.6%,0,0.0%,0,76.5%,25,77%,33,67%,38,84%,0,0%
Cuttino Mobley,28.2,HOU,Wing,208,36,43.2%,50,42.6%,29,30.0%,0,80.0%,100,45%,100,36%,81,33%,81,83%
Steve Nash,29.7,DAL,Point,195,47,42.9%,29,38.9%,69,37.5%,0,88.9%,88,30%,82,11%,82,17%,29,83%
Rasho Nesterovic,27.4,SAS,Big,261,28,43.9%,35,44.6%,0,0.0%,0,16.7%,20,79%,48,60%,23,89%,0,0%
Dirk Nowitzki,25.4,DAL,Big,210,60,48.5%,40,44.7%,0,46.7%,100,85.7%,75,58%,68,55%,75,52%,95,86%
Jermaine O'Neal,25.1,IND,Big,601,15,42.3%,23,42.9%,0,0.0%,62,70.0%,53,69%,18,72%,65,66%,0,0%
Shaquille O'Neal,31.7,LAL,Big,918,98,59.3%,95,59.3%,0,0.0%,8,42.9%,30,76%,10,74%,45,79%,0,0%
Lamar Odom,24.0,MIA,Forward,509,67,47.0%,67,46.8%,33,30.8%,50,68.1%,89,48%,56,55%,100,30%,78,88%
Mehmet Okur,24.4,DET,Big,243,57,47.6%,55,46.6%,0,40.0%,0,70.8%,70,62%,30,69%,78,50%,75,100%
Michael Olowokandi,28.6,MIN,Big,222,3,32.4%,5,33.3%,0,0.0%,0,87.5%,93,50%,80,40%,70,57%,0,0%
Tony Parker,21.5,SAS,Point,384,65,47.3%,65,44.0%,77,38.1%,0,65.7%,94,28%,65,22%,53,26%,88,44%
Gary Payton,35.3,LAL,Point,766,41,41.4%,47,41.9%,23,26.9%,40,76.9%,6,71%,6,66%,18,56%,0,100%
Anthony Peeler,33.9,SAC,Combo,229,11,35.7%,0,32.4%,25,26.9%,0,83.3%,11,84%,22,67%,22,78%,11,100%
Paul Pierce,26.1,BOS,Wing,161,11,38.0%,19,36.2%,21,29.4%,60,83.9%,94,46%,83,45%,83,30%,89,80%
James Posey,26.8,MEM,Wing,128,33,43.1%,83,46.7%,0,16.7%,0,90.5%,92,47%,81,46%,94,0%,8,100%
Tayshaun Prince,23.7,DET,Wing,792,44,44.1%,67,45.4%,8,26.5%,20,73.1%,39,66%,61,58%,25,67%,64,92%
Michael Redd,24.2,MIL,Wing,192,58,45.1%,58,44.4%,42,31.6%,0,76.2%,81,53%,44,64%,69,41%,94,67%
Rodney Rogers,32.4,BKN,Forward,223,0,36.0%,22,36.2%,0,23.8%,0,77.8%,56,68%,67,55%,33,67%,11,100%
Kareem Rush,23.0,LAL,Wing,298,92,52.1%,6,30.8%,88,42.6%,0,0.0%,17,86%,0,100%,64,43%,8,100%
Joe Smith,28.3,MIL,Big,176,65,49.1%,68,50.0%,0,0.0%,0,92.3%,15,81%,33,67%,3,100%,0,0%
Latrell Sprewell,33.1,MIN,Wing,768,75,48.4%,53,43.7%,75,39.4%,27,77.9%,75,55%,89,42%,61,43%,72,86%
Peja Stojakovic,26.4,SAC,Wing,516,56,44.6%,47,42.4%,46,32.4%,87,89.7%,36,68%,31,72%,64,43%,56,96%
Wally Szczerbiak,26.7,MIN,Wing,294,67,46.8%,61,44.6%,58,35.7%,100,92.7%,28,74%,25,75%,31,66%,8,100%
Maurice Taylor,27.0,HOU,Big,118,55,47.4%,60,47.4%,0,0.0%,0,76.5%,85,56%,80,40%,68,62%,0,0%
Kurt Thomas,31.1,NYK,Big,140,18,42.9%,20,42.9%,0,0.0%,0,75.0%,5,86%,98,0%,3,100%,0,0%
Jamaal Tinsley,25.7,IND,Point,422,59,47.1%,82,47.8%,46,29.6%,0,93.8%,47,45%,18,35%,94,6%,18,94%
Hedo Turkoglu,24.6,SAS,Wing,267,25,40.7%,6,30.8%,54,33.3%,0,61.1%,19,81%,36,67%,44,56%,8,100%
Keith Van Horn,28.0,MIL,Forward,134,33,39.1%,0,33.3%,0,40.0%,0,66.7%,0,88%,0,78%,0,100%,11,100%
Dwyane Wade,21.8,MIA,Combo,509,67,46.3%,78,45.6%,0,42.9%,67,78.1%,100,27%,78,30%,100,17%,11,100%
Antoine Walker,27.2,DAL,Forward,138,22,37.5%,44,41.2%,0,11.1%,0,57.1%,56,68%,0,78%,89,33%,100,0%
Ben Wallace,29.1,DET,Big,926,45,45.6%,53,46.0%,0,0.0%,0,42.7%,57,67%,43,62%,40,82%,0,0%
Rasheed Wallace,29.1,DET,Big,802,33,44.2%,57,46.8%,0,24.3%,85,76.7%,33,75%,20,72%,48,76%,98,82%
Luke Walton,23.6,LAL,Big,124,23,43.1%,3,31.3%,0,38.5%,0,70.0%,45,70%,80,40%,0,0%,75,100%
Chris Webber,30.7,SAC,Big,446,43,45.5%,48,45.6%,0,25.0%,31,61.5%,57,67%,57,58%,60,73%,75,100%
Jiri Welsch,23.8,BOS,Wing,100,78,50.0%,100,58.8%,0,0.0%,0,100.0%,22,80%,17,80%,17,80%,0,0%
David Wesley,33.0,NOP,Wing,242,17,39.0%,3,27.9%,63,36.7%,0,71.4%,3,96%,0,100%,3,91%,8,100%
David West,23.2,NOP,Big,110,75,53.6%,75,53.6%,0,0.0%,0,84.6%,73,60%,40,64%,78,50%,0,0%
Aaron Williams,32.1,BKN,Big,146,80,54.5%,78,54.5%,0,0.0%,0,60.0%,40,72%,23,71%,50,75%,0,0%
Jason Williams,28.0,MEM,Point,125,12,37.8%,6,33.3%,38,28.6%,0,100.0%,59,43%,94,0%,59,25%,29,83%
Corliss Williamson,29.9,DET,Forward,322,11,37.0%,33,37.0%,0,0.0%,100,79.5%,22,75%,22,75%,22,75%,0,0%
Metta World Peace,24.0,IND,Wing,585,28,41.8%,39,40.9%,25,29.7%,13,72.6%,97,45%,78,47%,92,17%,78,84%
