Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jeff Green,29.2,LAC,Forward,154,56,51.1%,72,48.6%,0,40.0%,0,60.0%,83,43%,94,23%,33,50%,0,100%
Blake Griffin,26.6,LAC,Big,126,8,38.7%,8,37.3%,0,50.0%,0,76.0%,89,50%,92,36%,55,63%,55,100%
James Harden,26.2,HOU,Combo,192,15,46.9%,46,48.3%,13,30.0%,67,84.4%,85,23%,62,25%,77,13%,92,33%
Maurice Harkless,22.5,POR,Forward,270,50,49.5%,61,48.5%,50,34.1%,0,48.0%,44,72%,17,69%,94,0%,67,93%
Devin Harris,32.7,DAL,Wing,117,83,58.6%,97,64.7%,0,33.3%,0,50.0%,59,60%,59,44%,3,100%,93,75%
Tobias Harris,23.3,DET,Big,156,39,50.0%,39,50.0%,0,33.3%,0,92.3%,58,67%,63,56%,55,63%,55,100%
Gerald Henderson,27.9,POR,Wing,233,10,41.4%,7,37.1%,52,36.8%,0,75.0%,59,60%,28,60%,48,46%,72,86%
George Hill,29.5,IND,Point,234,100,67.5%,100,63.3%,100,48.1%,0,81.8%,6,47%,44,22%,19,20%,25,85%
Solomon Hill,24.6,IND,Forward,195,100,62.9%,6,25.0%,100,57.9%,0,93.8%,0,86%,78,33%,0,0%,0,100%
Al Horford,29.4,ATL,Big,326,50,50.9%,34,48.3%,44,39.3%,0,93.8%,16,79%,0,88%,66,56%,55,100%
Dwight Howard,29.9,HOU,Big,176,68,55.3%,66,55.3%,0,0.0%,6,36.8%,13,81%,8,77%,0,100%,0,0%
Serge Ibaka,26.1,OKC,Big,599,82,61.8%,74,57.0%,78,45.6%,0,75.0%,3,85%,32,67%,29,81%,55,100%
Andre Iguodala,31.8,GSW,Forward,765,83,55.9%,83,53.5%,75,39.7%,0,56.1%,61,64%,67,50%,28,54%,78,92%
Kyrie Irving,23.6,CLE,Combo,771,100,53.6%,69,49.0%,88,43.9%,83,87.5%,46,33%,54,26%,46,24%,69,56%
Reggie Jackson,25.5,DET,Point,147,69,48.2%,94,59.5%,0,16.7%,0,100.0%,100,12%,81,7%,88,0%,38,67%
LeBron James,30.8,CLE,Forward,819,89,56.4%,89,57.9%,44,34.0%,13,66.1%,94,42%,72,49%,89,14%,100,47%
Al Jefferson,30.8,CHA,Big,168,47,50.6%,45,50.6%,0,0.0%,0,69.2%,97,45%,87,45%,79,45%,0,0%
Richard Jefferson,35.4,CLE,Forward,338,94,60.4%,94,62.5%,69,37.5%,0,71.4%,17,82%,6,73%,11,100%,0,100%
Jonas Jerebko,28.7,BOS,Forward,162,72,55.4%,94,62.5%,31,31.8%,0,80.0%,28,77%,39,64%,22,75%,0,100%
Amir Johnson,28.5,BOS,Big,133,92,66.7%,100,71.0%,0,0.0%,0,77.8%,55,68%,32,67%,37,75%,0,0%
Joe Johnson,34.3,MIA,Wing,489,48,48.4%,72,49.5%,24,28.9%,0,87.5%,100,22%,93,15%,100,5%,83,85%
DeAndre Jordan,27.3,LAC,Big,197,89,63.2%,89,63.2%,0,0.0%,13,37.3%,84,54%,61,57%,100,0%,0,0%
Cory Joseph,24.2,TOR,Combo,437,69,49.7%,62,48.8%,63,36.4%,0,75.0%,92,22%,77,20%,92,10%,38,75%
Frank Kaminsky,22.6,CHA,Big,184,3,34.9%,0,32.1%,0,26.7%,0,81.0%,74,62%,76,50%,92,40%,55,100%
Enes Kanter,23.4,OKC,Big,296,79,58.5%,87,62.8%,0,16.7%,94,87.8%,66,62%,58,58%,42,71%,55,100%
Kyle Korver,34.6,ATL,Wing,315,93,63.5%,83,52.4%,84,44.4%,0,100.0%,3,97%,0,100%,21,80%,0,100%
Courtney Lee,30.1,CHA,Wing,256,24,45.1%,24,40.5%,0,44.4%,0,93.3%,86,43%,79,33%,62,36%,93,75%
Kawhi Leonard,24.3,SAS,Wing,337,76,55.8%,79,52.0%,96,45.9%,50,82.4%,83,43%,72,38%,93,19%,48,94%
Damian Lillard,25.3,POR,Point,436,50,45.6%,6,34.8%,83,39.6%,71,90.9%,31,37%,19,33%,13,41%,100,38%
Jeremy Lin,27.2,CHA,Combo,188,8,44.4%,31,46.9%,0,21.4%,50,82.1%,54,31%,23,33%,100,0%,62,67%
Shaun Livingston,30.1,GSW,Combo,507,46,48.5%,54,48.5%,0,0.0%,100,88.6%,31,46%,8,58%,31,41%,0,0%
Kevin Love,27.1,CLE,Big,611,29,48.1%,3,35.9%,56,41.4%,81,84.0%,34,73%,95,35%,63,59%,100,96%
Kyle Lowry,29.6,TOR,Point,765,56,45.9%,50,46.4%,33,30.7%,0,74.3%,50,27%,38,28%,69,12%,88,43%
Ian Mahinmi,29.0,IND,Big,171,39,50.0%,39,50.0%,0,0.0%,0,60.0%,21,76%,21,72%,0,100%,0,0%
Wesley Matthews,29.0,DAL,Wing,173,14,41.7%,21,40.0%,20,28.6%,0,78.9%,48,65%,41,50%,72,25%,0,100%
CJ McCollum,24.1,POR,Combo,441,31,47.7%,15,46.0%,50,34.5%,33,80.4%,38,37%,85,18%,38,30%,54,70%
Josh McRoberts,28.7,MIA,Big,121,24,47.1%,79,59.3%,0,0.0%,0,100.0%,89,50%,100,25%,37,75%,0,0%
Patty Mills,27.2,SAS,Combo,160,85,51.0%,92,56.3%,25,32.4%,0,63.6%,15,70%,23,33%,8,83%,46,73%
Paul Millsap,30.7,ATL,Big,364,18,46.0%,37,49.0%,11,24.2%,75,74.5%,79,59%,71,54%,68,50%,55,100%
Marcus Morris,26.2,DET,Wing,143,62,54.3%,76,51.7%,60,38.9%,0,87.0%,38,68%,17,71%,41,50%,72,86%
Dirk Nowitzki,37.4,DAL,Big,169,53,51.8%,47,51.4%,0,36.4%,0,94.1%,53,68%,76,50%,45,70%,55,100%
Zaza Pachulia,31.7,DAL,Big,106,11,39.1%,11,39.1%,0,0.0%,0,93.3%,18,78%,32,67%,0,100%,0,0%
Tony Parker,33.5,SAS,Point,263,63,47.4%,75,48.8%,0,26.7%,0,85.7%,63,23%,63,16%,44,14%,0,100%
Patrick Patterson,26.6,TOR,Big,582,32,48.2%,53,51.5%,22,30.0%,88,84.6%,47,69%,66,55%,87,42%,55,100%
Chris Paul,30.5,LAC,Point,124,88,53.3%,88,55.4%,42,31.6%,0,100.0%,56,24%,13,38%,75,9%,38,67%
Mason Plumlee,25.7,POR,Big,303,13,40.0%,13,40.0%,0,0.0%,56,63.6%,39,71%,16,73%,53,67%,0,0%
Norman Powell,22.4,TOR,Wing,173,34,45.8%,55,46.4%,28,30.0%,0,85.7%,72,53%,76,38%,86,20%,0,100%
Zach Randolph,34.3,MEM,Big,119,5,37.1%,5,37.1%,0,0.0%,0,85.7%,100,35%,97,27%,87,42%,0,0%
JJ Redick,31.4,LAC,Wing,166,52,50.0%,69,47.9%,44,35.5%,0,66.7%,0,100%,0,100%,3,100%,0,100%
Josh Richardson,22.1,MIA,Combo,378,23,47.7%,8,38.1%,75,37.8%,0,71.4%,8,82%,0,75%,23,50%,8,100%
Austin Rivers,23.2,LAC,Combo,139,54,49.1%,77,51.2%,0,26.7%,0,66.7%,77,23%,69,21%,77,13%,77,50%
Andre Roberson,23.9,OKC,Wing,464,66,54.8%,90,58.3%,36,33.3%,0,40.0%,34,70%,34,57%,0,0%,0,100%
Terrence Ross,24.7,TOR,Wing,313,41,47.7%,62,46.9%,32,32.2%,0,66.7%,55,62%,59,44%,66,36%,66,89%
Dennis Schroder,22.1,ATL,Point,186,81,50.0%,81,50.7%,50,32.4%,0,84.6%,44,28%,50,19%,56,13%,50,64%
Luis Scola,35.5,TOR,Big,131,0,29.3%,21,44.4%,0,15.0%,0,66.7%,39,71%,76,50%,68,50%,55,100%
Mike Scott,27.3,ATL,Big,153,97,72.5%,97,70.8%,89,50.0%,0,83.3%,37,72%,29,70%,82,43%,55,100%
Thabo Sefolosha,31.5,ATL,Wing,200,72,55.4%,86,55.6%,52,36.8%,0,53.3%,52,64%,69,40%,34,60%,0,100%
Iman Shumpert,25.3,CLE,Wing,347,45,48.2%,45,44.0%,40,34.4%,0,63.6%,14,82%,24,63%,3,100%,59,91%
Marcus Smart,21.7,BOS,Wing,191,38,46.6%,14,39.3%,44,35.5%,0,81.0%,69,55%,86,20%,3,100%,86,82%
JR Smith,30.1,CLE,Wing,729,86,62.9%,48,45.9%,80,44.2%,0,61.9%,10,85%,41,50%,52,40%,45,95%
Marreese Speights,28.2,GSW,Big,163,26,47.9%,16,40.6%,67,41.9%,0,78.3%,5,82%,55,58%,24,86%,55,100%
Rodney Stuckey,29.5,IND,Wing,123,28,45.3%,3,36.4%,0,50.0%,0,55.6%,31,71%,0,100%,41,50%,0,100%
Jeff Teague,27.4,ATL,Point,278,31,41.7%,44,43.5%,8,25.0%,57,84.6%,75,20%,69,9%,50,13%,63,56%
Jason Terry,38.1,HOU,Wing,119,31,45.5%,0,33.3%,0,40.0%,0,100.0%,45,67%,41,50%,72,25%,0,100%
Isaiah Thomas,26.7,BOS,Point,219,38,44.4%,56,46.6%,25,28.9%,29,82.6%,13,47%,31,32%,0,56%,31,69%
Klay Thompson,25.7,GSW,Wing,847,69,55.4%,52,46.4%,68,42.4%,100,85.3%,24,76%,21,65%,38,58%,62,90%
Tristan Thompson,24.6,CLE,Big,620,58,52.7%,55,52.7%,0,0.0%,25,57.5%,63,63%,45,64%,61,60%,0,0%
Evan Turner,27.0,BOS,Wing,214,0,38.2%,17,39.4%,0,21.4%,0,77.8%,90,39%,66,43%,83,21%,0,100%
Myles Turner,19.6,IND,Big,197,21,46.5%,32,47.8%,0,0.0%,0,66.7%,24,76%,47,63%,16,88%,0,0%
Jonas Valanciunas,23.5,TOR,Big,314,71,55.9%,68,55.9%,0,0.0%,69,74.4%,82,59%,68,54%,47,70%,0,0%
Dwyane Wade,33.8,MIA,Combo,471,62,49.4%,23,46.3%,100,54.5%,17,78.1%,100,19%,38,30%,69,13%,100,25%
Dion Waiters,23.9,OKC,Wing,463,55,50.8%,38,43.3%,64,40.4%,0,61.9%,79,46%,86,20%,97,14%,72,86%
Kemba Walker,25.5,CHA,Point,259,25,41.7%,19,38.2%,67,34.1%,100,93.9%,88,14%,75,8%,88,0%,88,43%
David West,35.2,SAS,Big,157,37,49.0%,24,44.7%,0,60.0%,0,55.6%,26,75%,16,73%,47,70%,55,100%
Russell Westbrook,27.0,OKC,Point,672,44,44.9%,38,43.4%,58,32.7%,43,83.6%,69,21%,56,16%,81,5%,56,56%
Hassan Whiteside,26.4,MIA,Big,290,95,68.1%,95,68.1%,0,0.0%,38,59.1%,61,66%,50,61%,26,82%,0,0%
Marvin Williams,29.4,CHA,Forward,226,6,33.3%,0,23.5%,63,35.3%,0,50.0%,0,86%,0,100%,78,33%,0,100%
Justise Winslow,19.6,MIA,Forward,321,44,47.9%,50,48.2%,25,29.4%,25,71.4%,67,63%,56,58%,33,50%,0,100%
Cody Zeller,23.1,CHA,Big,136,63,55.3%,61,55.3%,0,0.0%,0,81.0%,11,81%,11,77%,18,88%,0,0%
