Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Royce O'Neale,26.4,UTA,Wing,248,4,10.0%,54,111.4,64,10.2%,96,1.02,0,25.0%
Semi Ojeleye,24.9,BOS,Big,113,3,10.0%,0,66.7,0,1.4%,0,0.14,97,3.9%
Victor Oladipo,27.5,IND,Wing,122,96,28.7%,46,110.9,82,14.1%,50,0.49,4,18.3%
Kelly Olynyk,28.5,MIA,Big,257,79,19.7%,56,122.6,79,11.3%,51,0.57,64,11.7%
Chris Paul,34.5,OKC,Point,260,67,26.0%,67,121.5,58,24.8%,33,0.96,17,14.7%
Mason Plumlee,29.7,DEN,Big,186,46,13.5%,10,97.6,85,18.7%,100,1.38,13,17.5%
Michael Porter,21.3,DEN,Forward,436,59,18.1%,82,121.1,6,4.8%,0,0.27,41,13.4%
Norman Powell,26.4,TOR,Wing,267,57,18.6%,89,125.2,39,6.9%,21,0.37,82,8.9%
Josh Richardson,26.1,PHI,Combo,144,45,20.7%,35,108.1,35,15.9%,35,0.76,70,11.5%
Austin Rivers,27.2,HOU,Wing,195,46,16.3%,0,82.8,75,11.0%,79,0.67,57,11.7%
Duncan Robinson,25.5,MIA,Wing,599,32,14.1%,93,131.0,54,9.4%,75,0.67,86,8.6%
Rajon Rondo,33.7,LAL,Point,394,25,23.3%,17,110.9,83,36.3%,100,1.56,0,16.2%
Terrence Ross,28.7,ORL,Wing,135,71,21.4%,79,120.6,29,6.2%,11,0.29,54,11.9%
Dennis Schroder,26.1,OKC,Combo,226,75,27.3%,20,99.2,60,18.9%,25,0.69,45,12.1%
Landry Shamet,22.6,LAC,Wing,231,18,12.8%,32,107.0,68,10.4%,86,0.81,7,17.8%
Pascal Siakam,25.6,TOR,Forward,417,76,24.0%,12,92.9,65,16.8%,41,0.70,71,9.9%
Marcus Smart,25.7,BOS,Combo,647,35,19.7%,45,110.8,55,18.0%,60,0.92,20,15.7%
Jayson Tatum,21.7,BOS,Forward,690,82,28.6%,65,114.4,82,21.1%,59,0.74,65,10.9%
Garrett Temple,33.5,BKN,Wing,137,50,16.6%,7,94.1,50,9.3%,57,0.56,71,10.9%
Daniel Theis,27.6,BOS,Big,481,31,12.8%,36,116.0,59,8.0%,69,0.63,67,11.2%
Gary Trent Jr.,20.8,POR,Wing,181,21,12.8%,25,103.7,7,3.5%,7,0.27,43,12.3%
PJ Tucker,34.5,HOU,Big,414,8,10.2%,21,108.0,33,5.8%,46,0.56,56,12.8%
Myles Turner,23.6,IND,Big,145,64,16.4%,51,121.2,13,3.7%,10,0.23,15,17.0%
Fred VanVleet,25.7,TOR,Combo,429,60,25.1%,30,107.0,85,29.7%,85,1.19,100,9.2%
Nikola Vucevic,29.0,ORL,Big,184,92,28.1%,44,120.7,95,21.5%,77,0.77,77,10.9%
Kemba Walker,29.5,BOS,Point,627,50,24.5%,42,117.2,25,21.8%,17,0.89,75,9.1%
Brad Wanamaker,30.3,BOS,Combo,265,15,14.5%,75,122.7,40,16.9%,80,1.16,5,17.2%
TJ Warren,26.2,IND,Forward,156,65,22.8%,47,112.7,59,14.0%,35,0.61,29,14.2%
Russell Westbrook,31.0,HOU,Combo,261,90,32.9%,5,92.9,75,27.0%,50,0.82,15,15.7%
Hassan Whiteside,30.4,POR,Big,116,41,13.4%,8,97.1,5,2.5%,8,0.19,21,16.7%
Grant Williams,20.9,BOS,Big,163,0,8.5%,100,151.7,28,5.5%,72,0.65,46,13.6%
Lou Williams,33.0,LAC,Combo,336,55,25.0%,25,104.5,65,22.7%,55,0.91,85,10.8%
Marvin Williams,33.4,MIL,Big,178,21,11.6%,31,114.6,41,7.0%,59,0.60,95,6.4%
Robert Williams,22.0,BOS,Big,143,13,10.9%,97,145.5,72,9.4%,82,0.86,21,16.7%
Ivica Zubac,22.6,LAC,Big,317,36,13.0%,64,124.2,10,3.3%,15,0.26,54,12.8%
