Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Daniel Gibson,21.7,CLE,Combo,276,0,66.7%,17,3.8%,25,1.0%,0,0.0%
Manu Ginobili,30.3,SAS,Wing,554,67,89.5%,61,11.1%,94,3.6%,87,44.4%
Willie Green,26.3,PHI,Wing,141,0,64.3%,45,9.3%,68,2.0%,77,40.0%
Richard Hamilton,29.7,DET,Wing,648,83,91.1%,39,8.1%,90,3.6%,48,16.7%
Matt Harpring,31.4,UTA,Wing,208,25,80.0%,74,12.5%,87,3.3%,0,0.0%
Chuck Hayes,24.4,HOU,Big,103,0,0.0%,0,0.0%,0,0.0%,100,0.0%
Brendan Haywood,27.9,WAS,Big,178,0,80.0%,80,21.8%,73,2.4%,30,8.3%
Al Horford,21.4,ATL,Big,265,0,75.0%,39,13.2%,27,1.4%,73,20.0%
Robert Horry,37.2,SAS,Big,137,0,66.7%,16,6.9%,43,1.7%,0,0.0%
Eddie House,29.5,BOS,Combo,136,0,83.3%,0,0.0%,50,1.7%,100,0.0%
Dwight Howard,21.9,ORL,Big,421,10,54.2%,95,24.5%,95,4.1%,70,18.4%
Josh Howard,27.5,DAL,Wing,170,0,80.0%,71,12.2%,65,1.9%,0,0.0%
Lindsey Hunter,36.9,DET,Point,115,0,0.0%,0,0.0%,81,2.7%,100,0.0%
Andre Iguodala,23.8,PHI,Wing,228,17,72.1%,94,16.3%,74,2.5%,0,0.0%
Zydrunas Ilgauskas,32.4,CLE,Big,392,75,81.8%,34,12.6%,75,2.6%,25,5.0%
Allen Iverson,32.4,DEN,Combo,157,0,69.7%,92,14.9%,75,2.4%,42,14.3%
Bobby Jackson,34.6,HOU,Combo,137,0,63.6%,33,5.6%,58,1.7%,83,25.0%
LeBron James,22.8,CLE,Forward,550,25,72.9%,100,19.6%,93,4.0%,67,17.2%
Antawn Jamison,31.4,WAS,Forward,236,0,57.1%,67,11.4%,73,2.4%,53,16.7%
Joe Johnson,26.3,ATL,Wing,274,75,90.9%,32,6.6%,81,3.0%,42,12.5%
Jason Kapono,26.7,TOR,Forward,151,0,75.0%,27,3.8%,27,1.3%,93,100.0%
Jason Kidd,34.6,DAL,Point,179,0,62.5%,25,5.0%,19,1.5%,0,0.0%
Andrei Kirilenko,26.7,UTA,Wing,386,8,71.4%,58,10.7%,71,2.0%,58,23.1%
Linas Kleiza,22.8,DEN,Wing,119,0,66.7%,90,14.9%,35,1.4%,45,14.3%
Kyle Korver,26.6,UTA,Wing,258,0,92.0%,10,3.9%,77,2.6%,0,0.0%
Carl Landry,24.1,HOU,Big,103,0,75.0%,73,20.7%,98,6.4%,59,16.7%
Rashard Lewis,28.2,ORL,Big,415,80,82.1%,18,6.9%,55,1.9%,59,16.7%
Kenyon Martin,29.8,DEN,Big,117,0,62.5%,27,10.5%,0,0.0%,0,0.0%
Roger Mason Jr.,27.1,WAS,Combo,114,0,50.0%,8,2.4%,8,0.9%,0,0.0%
Jason Maxiell,24.7,DET,Big,353,0,46.9%,64,18.3%,70,2.4%,52,15.4%
Antonio McDyess,33.1,DET,Big,467,85,82.1%,23,10.0%,64,2.2%,52,15.4%
Tracy McGrady,28.4,HOU,Wing,247,0,62.3%,65,11.3%,97,4.2%,48,16.7%
Andre Miller,31.6,PHI,Combo,228,0,63.6%,58,8.5%,83,2.5%,0,0.0%
Paul Millsap,22.7,UTA,Big,205,0,52.0%,75,20.9%,20,1.3%,95,50.0%
Jamario Moon,27.4,TOR,Forward,103,0,100.0%,20,3.6%,0,0.0%,93,100.0%
Dikembe Mutombo,41.4,HOU,Big,123,0,63.6%,93,23.5%,30,1.6%,0,0.0%
Steve Nash,33.7,PHX,Point,182,0,91.7%,6,2.8%,50,1.8%,0,0.0%
Jameer Nelson,25.7,ORL,Point,332,38,77.1%,56,11.5%,25,1.5%,38,14.3%
Dirk Nowitzki,29.4,DAL,Big,210,70,80.8%,55,17.0%,86,2.9%,59,16.7%
Shaquille O'Neal,35.7,PHX,Big,150,5,50.0%,86,22.6%,100,8.9%,45,14.3%
Fabricio Oberto,32.6,SAS,Big,315,0,75.0%,14,6.5%,25,1.4%,89,33.3%
Lamar Odom,28.0,LAL,Big,784,30,66.4%,89,23.1%,48,1.8%,77,21.3%
Mehmet Okur,28.4,UTA,Big,461,60,77.3%,30,10.6%,52,1.9%,80,22.2%
Jannero Pargo,28.0,NOP,Combo,242,0,72.2%,25,5.2%,33,1.4%,0,0.0%
Anthony Parker,32.4,TOR,Wing,195,0,85.7%,48,9.6%,23,1.2%,0,0.0%
Tony Parker,25.5,SAS,Point,651,25,75.3%,75,13.7%,69,2.2%,50,19.1%
Chris Paul,22.5,NOP,Point,483,63,79.2%,69,13.0%,100,4.7%,81,29.0%
Sasha Pavlovic,24.0,CLE,Wing,103,0,66.7%,97,16.7%,19,1.0%,90,50.0%
Kendrick Perkins,23.0,BOS,Big,625,35,67.8%,91,23.3%,16,1.2%,59,16.7%
Morris Peterson,30.2,NOP,Wing,271,0,66.7%,3,2.9%,13,0.7%,0,0.0%
Paul Pierce,30.1,BOS,Forward,986,38,80.1%,87,14.1%,100,4.4%,60,16.9%
James Posey,30.8,BOS,Forward,546,75,87.5%,53,10.9%,60,1.9%,0,0.0%
Leon Powe,23.8,BOS,Big,249,25,65.6%,100,31.2%,82,2.7%,36,10.3%
Tayshaun Prince,27.7,DET,Wing,670,33,80.6%,23,5.5%,39,1.4%,35,8.3%
Vladimir Radmanovic,26.9,LAL,Forward,477,0,83.3%,7,2.0%,13,0.6%,0,0.0%
Theo Ratliff,34.5,DET,Big,116,0,50.0%,50,16.7%,61,2.1%,0,0.0%
Rajon Rondo,21.7,BOS,Point,828,13,68.2%,38,8.6%,31,1.6%,31,12.5%
Luis Scola,27.5,HOU,Big,220,40,68.6%,77,21.5%,57,2.0%,68,17.6%
JR Smith,22.1,DEN,Wing,105,0,80.0%,100,20.8%,26,1.2%,77,40.0%
Joe Smith,32.3,CLE,Big,246,0,63.6%,48,14.1%,41,1.7%,73,20.0%
Josh Smith,21.9,ATL,Big,233,95,84.1%,59,17.0%,89,3.1%,41,11.8%
Jerry Stackhouse,33.0,DAL,Wing,101,0,100.0%,35,7.7%,58,1.8%,71,33.3%
DeShawn Stevenson,26.6,WAS,Wing,195,0,88.9%,81,13.4%,0,0.5%,55,22.2%
Peja Stojakovic,30.4,NOP,Forward,454,100,92.6%,33,4.3%,40,1.4%,0,0.0%
Amar'e Stoudemire,25.0,PHX,Big,201,20,63.3%,45,14.0%,93,3.5%,93,40.0%
Rodney Stuckey,21.5,DET,Combo,346,100,87.7%,100,20.7%,42,1.7%,75,24.0%
Wally Szczerbiak,30.7,CLE,Wing,371,100,92.6%,16,5.3%,45,1.7%,0,0.0%
Jason Terry,30.1,DAL,Combo,179,0,86.7%,75,9.5%,17,1.0%,67,16.7%
Kurt Thomas,35.1,SAS,Big,250,0,71.4%,9,6.0%,36,1.7%,98,75.0%
Ronny Turiaf,24.8,LAL,Big,173,0,53.3%,68,19.0%,59,2.0%,43,12.5%
Hedo Turkoglu,28.6,ORL,Forward,399,63,84.8%,60,11.0%,87,2.9%,73,23.5%
Ime Udoka,30.2,SAS,Forward,202,0,80.0%,40,4.7%,7,0.5%,80,33.3%
Anderson Varejao,25.1,CLE,Big,233,0,42.9%,61,18.0%,14,1.2%,86,27.3%
Sasha Vujacic,23.6,LAL,Wing,437,50,84.8%,6,3.8%,52,1.7%,77,40.0%
Ben Wallace,33.1,CLE,Big,302,0,35.0%,39,13.2%,18,1.3%,0,0.0%
Rasheed Wallace,33.1,DET,Big,584,55,74.4%,11,6.5%,50,1.9%,27,7.1%
Luke Walton,27.6,LAL,Forward,338,13,71.9%,47,7.4%,80,2.9%,87,42.9%
Bonzi Wells,31.1,NOP,Wing,155,0,0.0%,19,5.4%,61,1.9%,0,0.0%
David West,27.2,NOP,Big,484,100,89.1%,25,10.1%,68,2.3%,84,25.0%
Delonte West,24.3,CLE,Point,449,100,85.0%,81,14.3%,13,1.4%,69,23.5%
Deron Williams,23.3,UTA,Point,512,50,77.3%,63,12.3%,75,2.4%,25,8.0%
Lou Williams,21.0,PHI,Combo,106,0,65.0%,83,12.7%,100,3.8%,42,14.3%
Marvin Williams,21.4,ATL,Forward,196,88,88.6%,93,18.6%,67,2.0%,0,0.0%
Thaddeus Young,19.4,PHI,Forward,144,0,90.0%,73,12.0%,47,1.6%,0,0.0%
