Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jamal Crawford,37.6,MIN,Wing,116,63,54.4%,51,48.3%,88,43.8%,0,76.9%,60,62%,63,50%,60,40%,0,100%
Jae Crowder,27.3,UTA,Forward,320,27,43.4%,13,31.0%,33,34.4%,0,64.3%,33,83%,20,80%,53,50%,60,95%
Stephen Curry,29.6,GSW,Point,552,85,55.6%,62,51.1%,83,39.4%,100,95.7%,23,44%,38,33%,8,39%,77,56%
Anthony Davis,24.6,NOP,Big,357,34,53.7%,39,54.9%,19,28.6%,77,82.8%,24,80%,22,79%,41,79%,29,100%
DeMar DeRozan,28.2,TOR,Wing,352,20,46.5%,40,47.0%,19,29.4%,50,80.8%,89,39%,71,47%,80,28%,94,60%
Goran Dragic,31.5,MIA,Point,155,54,51.3%,54,49.1%,58,38.1%,0,68.2%,15,49%,0,61%,54,11%,62,63%
Kevin Durant,29.1,GSW,Forward,805,60,53.5%,73,55.6%,25,34.1%,100,90.1%,93,43%,73,57%,73,36%,93,51%
Wayne Ellington,29.9,MIA,Wing,100,54,52.9%,0,0.0%,66,40.0%,0,100.0%,0,100%,0,0%,0,0%,0,100%
Joel Embiid,23.6,PHI,Big,278,7,46.7%,12,47.7%,19,28.6%,38,70.5%,93,53%,63,63%,85,27%,90,88%
Dante Exum,22.3,UTA,Combo,110,81,52.5%,75,54.5%,0,28.6%,0,75.0%,88,25%,75,15%,56,20%,19,100%
Derrick Favors,26.3,UTA,Big,284,78,63.2%,80,63.5%,0,40.0%,15,48.5%,27,79%,27,79%,51,71%,29,100%
Rudy Gay,31.2,SAS,Big,158,2,43.1%,10,46.8%,6,22.2%,0,55.6%,98,50%,95,45%,73,36%,29,100%
Paul George,27.5,OKC,Wing,250,40,50.4%,29,44.1%,63,38.8%,80,86.1%,100,29%,97,14%,74,31%,100,37%
Taj Gibson,32.4,MIN,Big,122,80,63.6%,83,63.6%,0,0.0%,0,100.0%,80,64%,71,60%,46,75%,0,0%
Manu Ginobili,40.3,SAS,Wing,106,26,47.1%,43,47.4%,41,35.3%,0,81.8%,77,53%,77,40%,83,25%,66,83%
Rudy Gobert,25.3,UTA,Big,381,90,65.5%,88,65.5%,0,0.0%,23,60.3%,63,69%,54,68%,5,100%,0,0%
Eric Gordon,28.9,HOU,Wing,546,29,48.0%,37,45.6%,25,33.1%,60,83.6%,74,56%,80,32%,37,62%,86,70%
Marcin Gortat,33.7,WAS,Big,159,44,55.8%,46,55.8%,0,0.0%,0,57.1%,10,88%,29,79%,5,100%,0,0%
Jerami Grant,23.6,OKC,Big,128,32,53.1%,49,58.3%,0,25.0%,0,44.4%,66,69%,46,69%,95,0%,29,100%
Danny Green,30.4,SAS,Wing,102,0,35.0%,6,30.0%,13,25.0%,0,0.0%,34,75%,6,100%,49,50%,71,80%
Draymond Green,27.7,GSW,Big,816,17,49.0%,34,54.9%,13,26.6%,54,79.6%,44,73%,66,62%,32,89%,83,95%
Gerald Green,31.8,HOU,Wing,249,77,57.0%,80,56.3%,56,37.5%,0,80.0%,23,85%,37,67%,9,100%,51,88%
Jeff Green,31.2,CLE,Big,493,22,49.6%,29,52.2%,38,31.0%,31,68.6%,61,70%,34,76%,90,9%,29,100%
James Harden,28.2,HOU,Combo,619,31,47.9%,56,50.2%,30,30.1%,83,88.7%,100,17%,94,13%,69,18%,100,23%
Nene Hilario,35.1,HOU,Big,107,66,60.0%,63,60.0%,0,0.0%,0,63.6%,5,92%,0,92%,0,0%,0,0%
George Hill,31.5,CLE,Combo,555,75,51.1%,69,53.8%,50,31.4%,33,77.4%,56,37%,63,27%,75,15%,63,75%
Jrue Holiday,27.4,NOP,Combo,347,94,56.8%,100,60.0%,60,32.0%,17,71.4%,75,33%,50,33%,81,13%,81,63%
Rodney Hood,25.0,CLE,Wing,228,11,43.9%,69,50.9%,0,15.8%,0,75.0%,63,61%,29,75%,43,55%,89,67%
Al Horford,31.4,BOS,Big,677,54,58.4%,61,59.6%,63,34.9%,69,82.7%,78,65%,24,79%,83,31%,29,100%
Serge Ibaka,28.1,TOR,Big,258,10,47.9%,2,43.8%,69,37.5%,0,81.8%,15,83%,78,57%,34,86%,29,100%
Andre Iguodala,33.8,GSW,Wing,400,83,57.6%,91,58.3%,59,37.8%,10,70.6%,20,88%,20,85%,49,50%,0,100%
Ersan Ilyasova,30.5,PHI,Big,231,15,48.2%,17,50.9%,31,29.0%,0,52.6%,71,67%,61,64%,88,20%,29,100%
Joe Ingles,30.1,UTA,Wing,379,100,62.3%,54,48.8%,91,46.7%,0,66.7%,43,71%,46,64%,77,29%,69,83%
LeBron James,32.8,CLE,Forward,912,73,57.9%,87,59.5%,42,34.8%,60,74.6%,100,21%,100,25%,100,7%,100,36%
James Johnson,30.7,MIA,Big,160,76,63.1%,41,55.2%,0,53.8%,0,64.3%,39,74%,37,75%,71,50%,95,86%
Cory Joseph,26.2,IND,Combo,130,6,37.0%,6,41.2%,0,20.0%,0,100.0%,44,44%,0,100%,100,0%,19,100%
Kyle Korver,36.6,CLE,Wing,496,80,57.1%,23,43.8%,72,40.7%,0,86.4%,9,95%,6,100%,31,75%,29,98%
Shane Larkin,25.1,BOS,Combo,150,50,50.0%,94,57.1%,0,25.0%,0,100.0%,69,33%,69,18%,0,100%,75,67%
Damian Lillard,27.3,POR,Point,162,0,41.5%,8,39.0%,17,30.0%,0,88.2%,38,40%,23,36%,38,20%,77,56%
Shaun Livingston,32.1,GSW,Combo,347,88,55.2%,88,55.2%,0,0.0%,0,91.3%,6,67%,6,83%,19,50%,0,0%
Kevon Looney,21.7,GSW,Big,360,39,54.8%,44,55.7%,0,0.0%,0,38.9%,41,74%,41,72%,5,100%,0,0%
Kevin Love,29.1,CLE,Big,655,5,45.8%,0,42.4%,56,34.3%,92,92.2%,56,71%,68,61%,66,56%,85,94%
Kyle Lowry,31.6,TOR,Point,359,92,63.2%,85,58.2%,100,44.4%,0,81.3%,54,35%,46,23%,62,10%,92,54%
Thon Maker,20.7,MIL,Big,128,37,53.8%,100,71.4%,44,31.6%,0,71.4%,49,73%,90,50%,95,0%,29,100%
Luc Mbah a Moute,31.1,HOU,Forward,130,0,22.6%,0,22.2%,0,15.4%,0,80.0%,27,83%,27,75%,0,0%,0,100%
CJ McCollum,26.1,POR,Wing,155,94,59.1%,86,56.9%,81,42.3%,0,76.9%,94,33%,94,15%,83,25%,91,64%
TJ McConnell,25.6,PHI,Point,152,100,75.8%,100,71.0%,0,100.0%,0,60.0%,62,33%,62,21%,15,38%,0,100%
JaVale McGee,29.8,GSW,Big,145,98,68.6%,98,68.6%,0,0.0%,0,66.7%,7,89%,7,87%,5,100%,0,0%
Khris Middleton,26.2,MIL,Forward,274,100,70.9%,80,59.2%,100,62.5%,0,73.7%,73,52%,93,43%,87,21%,67,92%
CJ Miles,30.6,TOR,Wing,225,91,58.5%,63,50.0%,78,42.2%,0,81.3%,34,75%,63,50%,60,40%,31,95%
Darius Miller,27.6,NOP,Forward,146,53,53.4%,47,50.0%,58,36.8%,0,100.0%,0,100%,0,0%,13,100%,0,100%
Patty Mills,29.2,SAS,Combo,164,100,58.3%,75,54.5%,80,38.2%,0,80.0%,31,52%,88,14%,6,60%,69,69%
Nikola Mirotic,26.7,NOP,Big,319,61,59.4%,32,52.9%,94,44.0%,0,78.9%,12,86%,12,86%,37,83%,93,86%
Donovan Mitchell,21.1,UTA,Combo,409,25,47.1%,31,47.2%,40,30.4%,100,90.7%,94,22%,81,15%,94,6%,88,50%
E'Twaun Moore,28.7,NOP,Wing,281,51,52.9%,74,52.5%,47,36.0%,0,68.8%,51,68%,23,83%,43,55%,77,78%
Marcus Morris,28.2,BOS,Forward,555,33,43.8%,33,34.7%,75,42.6%,40,71.2%,67,64%,53,64%,67,37%,73,90%
Markieff Morris,28.2,WAS,Big,180,29,51.0%,56,59.5%,0,16.7%,0,90.0%,83,63%,2,90%,76,33%,29,100%
Larry Nance Jr.,24.8,CLE,Big,273,88,64.8%,95,66.0%,0,0.0%,0,46.7%,51,71%,56,67%,5,100%,0,0%
Royce O'Neale,24.4,UTA,Wing,254,89,58.2%,94,63.0%,44,35.7%,0,63.2%,46,70%,57,56%,9,100%,46,90%
Semi Ojeleye,22.9,BOS,Forward,206,7,38.0%,7,25.0%,0,29.4%,0,83.3%,0,100%,7,100%,0,0%,0,100%
Victor Oladipo,25.5,IND,Wing,256,46,51.2%,14,42.9%,75,41.1%,20,73.2%,97,32%,83,29%,94,11%,97,43%
Kelly Olynyk,26.5,MIA,Big,145,46,56.8%,27,52.0%,81,42.1%,0,70.0%,51,71%,90,50%,56,67%,29,100%
Kelly Oubre,21.9,WAS,Wing,143,3,36.0%,11,42.3%,3,17.6%,0,88.9%,29,79%,37,67%,9,100%,0,100%
Jabari Parker,22.6,MIL,Big,166,24,50.0%,22,51.2%,44,31.6%,0,61.5%,27,79%,39,73%,51,71%,29,100%
Chris Paul,32.5,HOU,Point,515,77,53.7%,77,51.3%,67,38.1%,50,83.0%,92,13%,85,5%,77,7%,100,27%
Jakob Poeltl,22.0,TOR,Big,125,59,59.3%,68,61.5%,0,0.0%,0,77.8%,83,63%,83,54%,5,100%,0,0%
Otto Porter,24.4,WAS,Forward,158,67,54.9%,60,51.7%,0,41.7%,0,62.5%,20,85%,7,100%,47,75%,0,100%
JJ Redick,33.4,PHI,Wing,342,57,54.1%,83,56.7%,34,34.7%,70,85.7%,17,90%,26,77%,29,86%,0,100%
Josh Richardson,24.1,MIA,Wing,128,14,45.0%,14,42.9%,22,31.6%,0,85.7%,40,73%,37,67%,49,50%,0,100%
Rajon Rondo,31.7,NOP,Point,302,23,45.7%,15,41.1%,92,42.1%,0,64.3%,46,39%,31,36%,38,20%,62,63%
Derrick Rose,29.1,MIN,Wing,113,86,58.0%,49,47.8%,0,70.0%,0,80.0%,57,66%,49,63%,71,33%,0,100%
Terry Rozier,23.6,BOS,Combo,687,56,50.8%,44,47.9%,70,34.9%,67,81.1%,25,54%,44,35%,50,27%,56,78%
Ricky Rubio,27.0,UTA,Point,180,8,41.8%,0,38.3%,25,31.3%,0,78.3%,8,50%,92,0%,23,36%,8,90%
Domantas Sabonis,21.5,IND,Big,156,51,57.3%,73,62.5%,0,14.3%,0,76.5%,32,77%,32,78%,46,75%,29,100%
Dario Saric,23.6,PHI,Big,328,20,49.3%,5,44.3%,75,38.5%,85,85.0%,46,73%,76,58%,59,62%,29,100%
Mike Scott,29.3,WAS,Big,123,100,72.0%,76,63.3%,0,63.6%,0,100.0%,0,96%,12,86%,5,100%,29,100%
Pascal Siakam,23.6,TOR,Big,159,85,64.5%,54,58.8%,0,75.0%,0,58.8%,76,65%,59,65%,76,33%,29,100%
Ben Simmons,21.3,PHI,Combo,368,44,49.2%,50,49.2%,0,0.0%,0,70.9%,50,43%,31,46%,44,27%,0,0%
Marcus Smart,23.7,BOS,Wing,443,9,39.9%,26,44.0%,6,23.1%,40,74.5%,86,42%,91,19%,91,18%,37,93%
JR Smith,32.1,CLE,Wing,705,23,47.0%,9,31.3%,53,36.4%,0,77.3%,31,78%,29,75%,66,38%,43,91%
Tony Snell,26.0,MIL,Wing,129,6,39.6%,97,66.7%,9,23.8%,0,0.0%,0,100%,0,0%,9,100%,0,100%
Lance Stephenson,27.2,IND,Wing,139,66,55.0%,77,55.3%,50,36.4%,0,55.6%,91,38%,83,29%,97,0%,51,88%
Jayson Tatum,19.7,BOS,Forward,674,47,51.0%,67,51.9%,17,32.4%,80,84.4%,80,52%,67,60%,80,34%,87,57%
Jeff Teague,29.4,MIN,Point,152,62,52.0%,38,48.5%,75,38.9%,0,70.6%,85,26%,92,0%,85,0%,15,86%
Klay Thompson,27.7,GSW,Wing,790,74,56.5%,60,49.5%,84,42.9%,90,87.1%,26,82%,34,74%,34,73%,34,94%
Tristan Thompson,26.6,CLE,Big,398,63,59.5%,59,59.5%,0,0.0%,46,73.1%,34,77%,51,69%,5,100%,0,0%
Karl-Anthony Towns,22.0,MIN,Big,169,24,50.0%,20,51.0%,0,30.0%,0,73.9%,37,75%,12,86%,68,55%,29,100%
PJ Tucker,32.5,HOU,Forward,567,87,64.4%,53,51.5%,92,46.7%,0,66.7%,13,94%,33,73%,13,100%,0,100%
Myles Turner,21.6,IND,Big,195,95,66.7%,90,65.9%,0,46.2%,0,78.9%,20,82%,44,71%,29,90%,29,100%
Jonas Valanciunas,25.5,TOR,Big,243,41,55.1%,37,54.9%,0,40.0%,62,82.4%,88,62%,88,51%,44,76%,29,100%
Fred VanVleet,23.7,TOR,Combo,109,13,44.7%,25,45.5%,20,29.6%,0,87.5%,13,62%,100,0%,19,50%,44,88%
Dwyane Wade,35.8,MIA,Combo,126,19,44.9%,38,47.7%,0,0.0%,50,80.8%,81,32%,13,73%,88,10%,0,0%
John Wall,27.2,WAS,Point,233,31,46.0%,46,49.1%,8,20.0%,75,85.1%,100,13%,77,15%,85,0%,23,75%
David West,37.2,GSW,Big,168,68,60.7%,63,60.0%,0,50.0%,0,100.0%,2,92%,7,87%,5,100%,29,100%
Russell Westbrook,29.0,OKC,Point,235,15,44.7%,23,41.2%,50,36.6%,25,82.5%,77,27%,54,22%,69,8%,46,67%
Andrew Wiggins,22.7,MIN,Wing,163,34,49.3%,57,48.9%,28,33.3%,0,60.0%,71,57%,51,60%,83,25%,63,86%
Justise Winslow,21.6,MIA,Forward,122,20,42.7%,20,31.8%,58,36.8%,0,75.0%,60,79%,87,50%,13,100%,0,100%
Delon Wright,25.5,TOR,Combo,195,63,50.8%,13,44.2%,100,47.4%,0,92.9%,38,50%,38,36%,56,20%,38,89%
Nick Young,32.4,GSW,Wing,159,49,52.9%,97,66.7%,31,34.4%,0,60.0%,0,100%,6,100%,9,100%,0,100%
Thaddeus Young,29.4,IND,Big,232,71,61.0%,78,63.5%,0,28.6%,0,38.5%,95,51%,85,52%,76,33%,29,100%
