Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
D.J. Augustin,26.0,CHI,Point,1813,90,88.2%,51,8.4%,86,2.5%,44,20.0%
Gustavo Ayon,28.6,ATL,Big,401,0,33.3%,23,8.7%,41,1.4%,0,0.0%
Jeff Ayres,26.5,SAS,Big,855,46,70.0%,66,14.7%,44,1.4%,9,7.7%
Chris Babb,23.7,BOS,Wing,106,0,0.0%,0,0.0%,57,1.3%,98,0.0%
Luke Babbitt,24.4,NOP,Big,453,0,77.8%,1,3.9%,13,0.8%,0,0.0%
Leandro Barbosa,30.9,PHX,Combo,366,34,79.5%,88,13.4%,18,1.1%,79,26.3%
J.J. Barea,29.3,MIN,Combo,1413,37,79.6%,33,5.8%,70,1.9%,63,23.7%
Andrea Bargnani,28.0,NYK,Big,1252,94,82.4%,27,9.1%,56,1.6%,44,20.4%
Harrison Barnes,21.4,GSW,Forward,2097,27,72.3%,64,11.7%,55,1.0%,25,13.1%
Matt Barnes,33.6,LAC,Forward,1701,39,74.4%,32,6.9%,18,0.6%,27,13.2%
Will Barton,22.8,POR,Wing,310,38,76.9%,52,8.9%,44,1.0%,34,18.2%
Brandon Bass,28.5,BOS,Big,2263,98,85.8%,58,13.5%,51,1.5%,30,18.2%
Shane Battier,35.1,MIA,Wing,1456,0,65.2%,4,2.5%,34,0.9%,23,14.3%
Nicolas Batum,24.9,POR,Wing,2951,58,80.3%,52,8.8%,70,1.5%,43,19.5%
Jerryd Bayless,25.2,BOS,Combo,1009,39,79.7%,19,4.9%,33,1.3%,79,26.3%
Jerryd Bayless,25.2,MEM,Combo,640,32,78.9%,51,7.7%,79,2.1%,79,26.3%
Aron Baynes,26.9,SAS,Big,381,0,89.5%,16,7.7%,77,2.1%,87,30.0%
Kent Bazemore,24.3,GSW,Wing,190,0,47.8%,91,15.7%,63,1.4%,0,0.0%
Kent Bazemore,24.3,LAL,Wing,609,4,62.5%,74,11.3%,60,1.4%,11,10.3%
Bradley Beal,20.3,WAS,Wing,2516,52,78.8%,33,6.2%,61,1.4%,46,20.3%
Michael Beasley,24.8,MIA,Big,746,79,78.1%,36,10.2%,6,0.6%,87,29.4%
Marco Belinelli,27.6,SAS,Wing,1942,83,84.8%,40,6.8%,90,2.0%,92,38.3%
Anthony Bennett,20.6,CLE,Big,590,31,64.9%,53,12.9%,5,0.6%,13,11.1%
Patrick Beverley,25.3,HOU,Combo,1741,56,81.2%,39,6.2%,28,1.2%,23,12.9%
Chauncey Billups,37.1,DET,Combo,298,0,83.3%,12,3.8%,77,2.0%,0,0.0%
Bismack Biyombo,21.2,CHA,Big,987,4,47.4%,93,21.5%,64,1.7%,81,26.5%
DeJuan Blair,24.5,DAL,Big,1183,32,65.0%,65,14.5%,12,0.8%,84,27.4%
Steve Blake,33.7,GSW,Combo,542,0,57.1%,2,1.0%,40,1.4%,0,0.0%
Steve Blake,33.7,LAL,Combo,875,44,80.0%,9,3.0%,68,1.9%,88,28.6%
Andray Blatche,27.2,BKN,Big,1576,62,74.3%,58,13.6%,75,2.1%,56,22.2%
Eric Bledsoe,23.9,PHX,Combo,1407,20,77.1%,93,14.9%,95,2.4%,60,22.6%
Andrew Bogut,28.9,GSW,Big,1764,1,34.4%,12,6.6%,23,1.1%,58,23.1%
Matt Bonner,33.6,SAS,Big,602,0,75.0%,3,3.9%,1,0.2%,0,0.0%
Trevor Booker,25.9,WAS,Big,1521,24,61.8%,33,9.6%,2,0.5%,70,25.0%
Carlos Boozer,31.9,CHI,Big,2131,71,76.7%,26,8.9%,29,1.1%,29,18.1%
Chris Bosh,29.6,MIA,Big,2521,89,81.6%,47,12.2%,21,1.0%,33,18.6%
Avery Bradley,22.9,BOS,Combo,1838,54,80.6%,35,5.9%,12,1.0%,42,20.0%
Elton Brand,34.6,ATL,Big,1388,29,64.1%,46,12.1%,18,0.9%,57,22.7%
Corey Brewer,27.7,MIN,Wing,2606,19,71.8%,80,12.6%,39,0.9%,77,28.4%
Ronnie Brewer,28.6,HOU,Wing,118,0,0.0%,0,0.0%,0,0.0%,98,0.0%
Aaron Brooks,28.8,DEN,Combo,803,98,89.8%,25,5.3%,39,1.4%,21,11.8%
Aaron Brooks,28.8,HOU,Point,652,68,84.1%,34,6.4%,27,1.2%,0,0.0%
MarShon Brooks,24.8,LAL,Wing,201,0,68.0%,93,16.5%,98,2.7%,50,21.4%
Lorenzo Brown,23.2,PHI,Point,157,0,71.4%,37,7.1%,5,0.8%,64,25.0%
Shannon Brown,27.9,SAS,Wing,100,0,77.8%,68,10.7%,38,0.9%,86,33.3%
Kobe Bryant,35.2,LAL,Combo,176,0,85.7%,61,9.9%,75,2.0%,0,0.0%
Chase Budinger,25.4,MIN,Wing,703,51,78.8%,35,6.4%,27,0.7%,36,18.8%
Reggie Bullock,22.6,LAC,Wing,342,0,85.7%,7,3.1%,18,0.7%,86,33.3%
Trey Burke,21.0,UTA,Point,2220,98,91.6%,17,3.8%,19,1.1%,59,23.5%
Alec Burks,22.3,UTA,Wing,2086,30,74.6%,93,16.5%,98,2.7%,63,24.1%
Caron Butler,33.6,MIL,Forward,805,85,83.3%,16,5.3%,41,0.9%,34,15.8%
Caron Butler,33.6,OKC,Wing,594,0,84.2%,7,3.2%,42,1.0%,0,0.0%
Jimmy Butler,24.1,CHI,Wing,2580,42,77.3%,96,18.4%,84,1.8%,25,14.9%
Rasual Butler,34.4,IND,Wing,301,0,50.0%,38,6.7%,13,0.6%,0,0.0%
Dwight Buycks,24.7,TOR,Combo,141,0,88.9%,81,12.2%,88,2.2%,95,50.0%
Andrew Bynum,26.0,CLE,Big,478,68,76.2%,39,10.5%,26,1.1%,78,26.1%
Will Bynum,30.8,DET,Combo,1008,59,81.5%,65,10.1%,63,1.7%,91,28.9%
Nick Calathes,24.7,MEM,Point,1099,13,61.9%,69,10.0%,47,1.6%,90,35.5%
Jose Calderon,32.1,DAL,Point,2459,57,82.5%,5,2.0%,34,1.2%,20,13.3%
Kentavious Caldwell-Pope,20.7,DET,Wing,1506,35,76.8%,29,6.0%,10,0.5%,82,29.6%
Isaiah Canaan,22.5,HOU,Combo,213,0,66.7%,72,10.8%,5,0.8%,0,0.0%
DeMarre Carroll,27.3,ATL,Wing,2332,43,77.3%,57,9.6%,43,1.0%,70,25.8%
Vince Carter,36.8,DAL,Wing,1958,69,82.1%,50,8.4%,97,2.6%,42,19.4%
Michael Carter-Williams,22.1,PHI,Point,2379,20,70.5%,85,12.5%,95,3.2%,71,25.4%
Omri Casspi,25.4,HOU,Forward,1183,21,71.1%,48,9.9%,82,1.7%,30,14.6%
Mario Chalmers,27.5,MIA,Point,2161,25,74.5%,73,11.6%,44,1.6%,49,21.1%
Tyson Chandler,31.1,NYK,Big,1653,26,63.2%,87,19.3%,79,2.2%,80,26.4%
Wilson Chandler,26.5,DEN,Forward,1922,30,72.4%,34,8.5%,36,0.8%,64,20.9%
Dionte Christmas,27.1,PHX,Wing,137,0,62.5%,75,11.6%,0,0.0%,0,0.0%
Earl Clark,25.8,CLE,Forward,656,0,59.1%,9,4.7%,11,0.5%,39,18.2%
Victor Claver,25.2,POR,Big,147,0,90.9%,24,8.8%,57,1.6%,91,33.3%
Norris Cole,25.1,MIA,Combo,1918,44,80.0%,28,5.3%,23,1.2%,61,23.1%
Jason Collins,34.9,BKN,Big,135,0,100.0%,39,10.5%,47,1.4%,98,50.0%
Darren Collison,26.2,LAC,Combo,2001,83,86.0%,84,13.0%,16,1.1%,53,20.8%
Nick Collison,33.0,OKC,Big,1333,51,71.4%,61,14.0%,66,1.8%,34,18.9%
Mike Conley,26.1,MEM,Point,2433,50,81.5%,68,9.9%,69,1.9%,39,19.1%
Chris Copeland,29.6,IND,Forward,181,0,66.7%,30,6.3%,61,1.0%,50,20.0%
DeMarcus Cousins,23.2,SAC,Big,2292,57,73.2%,84,18.8%,99,4.3%,88,30.2%
Jamal Crawford,33.6,LAC,Combo,2071,88,86.8%,74,11.2%,42,1.5%,56,21.3%
Jordan Crawford,25.0,BOS,Combo,1193,90,87.0%,54,8.1%,54,1.6%,51,20.5%
Jordan Crawford,25.0,GSW,Combo,587,66,82.9%,37,5.9%,30,1.2%,58,22.2%
Jae Crowder,23.3,DAL,Wing,1200,34,76.3%,62,9.9%,20,0.7%,61,23.3%
Dante Cunningham,26.5,MIN,Big,1564,14,54.8%,8,5.8%,3,0.6%,84,27.6%
Stephen Curry,25.6,GSW,Point,2838,93,88.3%,42,7.5%,92,2.6%,83,30.6%
Samuel Dalembert,33.5,DAL,Big,1601,59,73.7%,67,14.7%,15,0.9%,22,14.3%
Gigi Datome,25.9,DET,Wing,150,0,50.0%,0,0.0%,52,1.2%,98,0.0%
Brandon Davies,22.3,PHI,Big,473,19,58.3%,77,16.5%,50,1.5%,24,15.8%
Anthony Davis,20.6,NOP,Big,2337,83,79.0%,82,17.9%,87,2.5%,51,21.1%
Ed Davis,24.4,MEM,Big,899,17,57.0%,57,13.5%,23,1.1%,54,22.0%
Glen Davis,27.8,LAC,Big,297,0,78.9%,50,12.5%,2,0.5%,10,9.1%
Glen Davis,27.8,ORL,Big,1352,35,67.5%,37,10.3%,61,1.6%,68,24.6%
Nando De Colo,26.4,SAS,Wing,220,0,85.7%,41,7.0%,66,1.4%,43,20.0%
Nando De Colo,26.4,TOR,Combo,192,0,100.0%,40,6.6%,26,1.2%,70,25.0%
DeMar DeRozan,24.2,TOR,Wing,3012,73,82.4%,95,17.1%,95,2.4%,40,19.1%
Dewayne Dedmon,24.2,ORL,Big,220,0,75.0%,65,14.5%,33,1.3%,70,25.0%
Dewayne Dedmon,24.2,PHI,Big,138,0,53.8%,88,19.4%,57,1.6%,25,16.7%
Matthew Dellavedova,23.1,CLE,Combo,1162,51,80.4%,5,1.5%,60,1.7%,70,25.0%
Luol Deng,28.5,CHI,Wing,856,66,81.5%,85,13.1%,96,2.6%,68,25.5%
Luol Deng,28.5,CLE,Wing,1350,40,77.1%,76,12.0%,82,1.8%,48,20.9%
Boris Diaw,31.5,SAS,Big,1909,60,73.9%,9,6.0%,43,1.4%,96,40.0%
Gorgui Dieng,23.8,MIN,Big,707,46,70.0%,63,14.2%,35,1.3%,33,18.8%
Toney Douglas,27.6,GSW,Point,213,0,100.0%,14,3.1%,3,0.6%,0,0.0%
Toney Douglas,27.6,MIA,Combo,388,0,79.2%,58,9.3%,89,2.3%,16,10.0%
Chris Douglas-Roberts,26.8,CHA,Wing,941,56,79.5%,89,15.3%,35,0.9%,81,28.9%
Goran Dragic,27.5,PHX,Point,2658,28,75.8%,80,12.2%,97,3.2%,58,23.3%
Andre Drummond,20.2,DET,Big,2598,1,41.6%,76,16.3%,60,1.6%,29,18.1%
Jared Dudley,28.3,LAC,Wing,1702,6,64.3%,15,4.6%,14,0.6%,39,19.0%
Tim Duncan,37.5,SAS,Big,2152,56,73.1%,71,15.6%,76,2.1%,44,20.5%
Mike Dunleavy,33.1,CHI,Wing,2554,84,84.9%,37,6.5%,58,1.3%,15,11.3%
Kevin Durant,25.1,OKC,Forward,3109,100,87.4%,89,16.2%,95,2.8%,66,21.9%
Wayne Ellington,25.9,DAL,Wing,339,0,90.0%,11,3.8%,2,0.3%,64,25.0%
Monta Ellis,28.0,DAL,Wing,3007,49,78.7%,84,13.0%,93,2.1%,48,20.7%
Jeremy Evans,26.0,UTA,Big,1125,49,71.2%,23,8.8%,39,1.3%,95,34.5%
Reggie Evans,33.5,BKN,Big,362,7,50.9%,100,34.7%,71,1.9%,15,12.0%
Reggie Evans,33.5,SAC,Big,490,15,55.7%,78,16.8%,89,2.6%,6,5.6%
Tyreke Evans,24.1,NOP,Combo,2011,24,77.6%,89,14.8%,72,2.0%,77,25.7%
Kenneth Faried,24.0,DEN,Big,2160,29,64.8%,64,14.4%,83,2.3%,77,26.0%
Jordan Farmar,26.9,LAL,Combo,883,10,73.7%,26,5.3%,46,1.5%,79,26.3%
Vitor Faverani,25.5,BOS,Big,456,30,64.9%,30,9.3%,52,1.5%,8,7.1%
Derrick Favors,22.3,UTA,Big,2198,35,66.9%,81,17.6%,51,1.5%,89,30.9%
Raymond Felton,29.3,NYK,Combo,2014,7,72.1%,51,7.7%,35,1.3%,16,10.0%
Landry Fields,25.3,TOR,Forward,315,0,63.6%,86,16.0%,64,1.0%,70,25.0%
Derek Fisher,39.2,OKC,Combo,1397,27,77.9%,44,6.7%,21,1.2%,42,20.0%
Evan Fournier,21.0,DEN,Wing,1410,45,77.4%,48,8.1%,71,1.5%,64,25.0%
Randy Foye,30.1,DEN,Combo,2472,76,85.3%,42,6.6%,9,0.9%,32,16.4%
Jamaal Franklin,22.3,MEM,Wing,121,0,100.0%,11,3.6%,93,2.2%,0,0.0%
Jimmer Fredette,24.7,SAC,Combo,413,0,84.6%,14,3.8%,25,1.2%,88,28.6%
Joel Freeland,26.7,POR,Big,713,43,69.0%,16,7.8%,53,1.5%,58,23.1%
Channing Frye,30.5,PHX,Big,2306,92,82.1%,1,3.6%,44,1.4%,65,24.1%
Francisco Garcia,31.8,HOU,Wing,1021,0,60.0%,2,1.4%,16,0.6%,0,0.0%
Kevin Garnett,37.5,BKN,Big,1106,86,80.9%,8,5.9%,65,1.8%,20,13.6%
Diante Garrett,25.0,UTA,Combo,954,0,83.3%,4,1.3%,4,0.6%,0,0.0%
Marc Gasol,28.8,MEM,Big,1962,74,77.0%,54,13.1%,98,3.9%,85,28.4%
Pau Gasol,33.3,LAL,Big,1874,58,73.3%,44,11.7%,88,2.6%,81,26.5%
Rudy Gay,27.2,SAC,Wing,1882,78,83.6%,87,13.4%,85,1.8%,39,19.0%
Rudy Gay,27.2,TOR,Forward,636,55,78.2%,57,11.0%,73,1.5%,36,17.5%
Alonzo Gee,26.4,CLE,Wing,974,28,74.5%,66,10.7%,16,0.6%,17,12.0%
Paul George,23.5,IND,Wing,2887,91,86.4%,73,11.2%,99,2.8%,53,21.8%
Taj Gibson,28.4,CHI,Big,2301,65,75.1%,53,13.0%,89,2.7%,46,20.6%
Manu Ginobili,36.3,SAS,Wing,1526,82,84.6%,57,9.6%,94,2.3%,47,20.3%
Rudy Gobert,21.3,UTA,Big,314,10,52.6%,94,22.2%,96,3.3%,86,28.6%
Drew Gooden,32.1,WAS,Big,376,99,88.9%,30,9.3%,34,1.3%,52,21.4%
Archie Goodwin,19.2,PHX,Wing,465,13,67.4%,83,12.8%,80,1.7%,90,38.1%
Ben Gordon,30.6,CHA,Wing,261,0,81.0%,38,6.7%,89,1.9%,0,0.0%
Eric Gordon,24.9,NOP,Wing,2053,48,78.4%,70,11.1%,80,1.7%,41,19.2%
Marcin Gortat,29.7,WAS,Big,2646,41,68.6%,46,12.0%,33,1.2%,75,25.2%
Danny Granger,30.5,IND,Wing,617,99,96.1%,64,10.3%,25,0.7%,70,26.1%
Danny Granger,30.5,LAC,Forward,181,0,85.7%,23,6.0%,93,2.7%,50,20.0%
Aaron Gray,28.9,SAC,Big,311,0,58.3%,13,6.7%,8,0.7%,0,0.0%
Danny Green,26.4,SAS,Wing,1622,53,79.0%,20,4.9%,15,0.6%,93,40.0%
Draymond Green,23.7,GSW,Forward,1706,12,67.0%,45,9.3%,75,1.6%,7,4.5%
Gerald Green,27.8,PHX,Wing,2301,85,85.1%,44,7.4%,55,1.3%,11,10.1%
Jeff Green,27.2,BOS,Wing,2789,55,79.4%,84,12.9%,69,1.5%,53,21.8%
Willie Green,32.3,LAC,Wing,810,62,81.3%,20,4.9%,22,0.7%,0,0.0%
Blake Griffin,24.6,LAC,Big,2857,51,71.5%,81,17.9%,98,4.0%,74,25.1%
Jorge Gutierrez,24.8,BKN,Combo,204,0,80.0%,7,2.3%,82,2.1%,0,0.0%
Jordan Hamilton,23.1,DEN,Wing,621,23,73.3%,34,6.2%,37,0.9%,74,26.7%
Jordan Hamilton,23.1,HOU,Wing,320,0,83.3%,13,4.2%,9,0.5%,0,0.0%
Tyler Hansbrough,28.0,TOR,Big,963,38,68.2%,99,31.3%,90,2.7%,27,17.7%
Tim Hardaway Jr.,21.6,NYK,Wing,1723,68,81.7%,46,8.0%,21,0.7%,84,30.8%
James Harden,24.2,HOU,Wing,2773,92,86.6%,98,19.3%,91,2.1%,25,15.6%
Maurice Harkless,20.5,ORL,Forward,1890,3,59.1%,73,14.1%,14,0.5%,48,19.2%
Josh Harrellson,24.7,DET,Big,285,0,71.4%,4,4.9%,5,0.6%,70,25.0%
Al Harrington,33.7,WAS,Big,491,67,75.8%,27,9.1%,18,0.9%,79,26.3%
Devin Harris,30.7,DAL,Combo,808,44,80.0%,100,19.9%,86,2.2%,68,24.6%
Manny Harris,24.1,LAL,Wing,179,0,81.8%,71,11.1%,56,1.3%,97,62.5%
Michael Harris,30.4,UTA,Forward,163,0,93.3%,80,14.9%,30,0.8%,0,0.0%
Tobias Harris,21.3,ORL,Forward,1824,73,80.8%,75,14.5%,45,0.9%,89,29.2%
Udonis Haslem,33.4,MIA,Big,615,11,53.8%,50,12.4%,58,1.6%,79,26.3%
Spencer Hawes,25.5,CLE,Big,803,82,78.4%,21,8.1%,24,1.1%,15,11.5%
Spencer Hawes,25.5,PHI,Big,1662,79,78.2%,15,7.4%,70,1.9%,64,23.9%
Chuck Hayes,30.4,SAC,Big,178,0,71.4%,24,8.8%,32,1.2%,91,33.3%
Chuck Hayes,30.4,TOR,Big,573,0,83.3%,24,8.8%,7,0.6%,97,44.4%
Gordon Hayward,23.6,UTA,Wing,2779,65,81.4%,81,12.7%,100,3.6%,69,25.7%
Gerald Henderson,25.9,CHA,Wing,2452,33,75.9%,79,12.2%,89,2.0%,22,13.5%
Xavier Henry,22.6,LAL,Wing,876,10,65.3%,100,21.1%,84,1.8%,37,18.8%
John Henson,22.8,MIL,Big,1818,9,51.7%,43,11.3%,59,1.6%,23,15.6%
Roy Hibbert,26.9,IND,Big,2403,73,76.9%,52,12.8%,94,2.9%,67,24.3%
JJ Hickson,25.2,DEN,Big,1843,7,51.2%,84,18.6%,42,1.4%,45,20.6%
Nene Hilario,31.1,WAS,Big,1548,18,58.3%,80,17.3%,96,3.3%,54,22.0%
George Hill,27.5,IND,Point,2430,38,80.2%,53,8.5%,71,2.0%,73,25.5%
Jordan Hill,26.3,LAL,Big,1491,40,68.5%,73,15.8%,73,2.0%,77,25.8%
Solomon Hill,22.6,IND,Wing,170,0,100.0%,36,6.5%,11,0.5%,0,0.0%
Kirk Hinrich,32.8,CHI,Combo,2097,17,76.2%,32,5.7%,58,1.6%,25,13.5%
Jrue Holiday,23.4,NOP,Point,1137,43,80.6%,32,6.0%,37,1.4%,51,21.4%
Ryan Hollins,29.1,LAC,Big,416,23,60.4%,99,31.5%,74,2.0%,78,26.1%
Al Horford,27.4,ATL,Big,954,38,68.2%,19,8.0%,39,1.3%,21,13.9%
Dwight Howard,27.9,HOU,Big,2393,13,54.8%,95,23.2%,100,4.5%,47,20.7%
Robbie Hummel,24.7,MIN,Forward,563,0,92.9%,5,3.4%,5,0.4%,0,0.0%
Kris Humphries,28.7,BOS,Big,1338,85,80.7%,47,12.1%,78,2.1%,14,11.5%
Serge Ibaka,24.1,OKC,Big,2660,81,78.4%,26,9.0%,19,1.0%,40,20.0%
Andre Iguodala,29.8,GSW,Wing,2034,12,66.2%,66,10.6%,62,1.4%,38,18.9%
Ersan Ilyasova,26.5,MIL,Forward,1460,79,82.3%,36,8.8%,86,1.8%,18,10.9%
Kyrie Irving,21.6,CLE,Point,2487,85,86.1%,63,9.7%,76,2.2%,76,28.1%
Jarrett Jack,30.0,CLE,Combo,2210,71,83.7%,47,7.1%,67,1.9%,42,20.0%
Reggie Jackson,23.5,OKC,Combo,2240,95,89.0%,46,6.9%,56,1.6%,37,18.5%
Bernard James,28.7,DAL,Big,100,0,85.7%,98,26.3%,40,1.3%,99,60.0%
LeBron James,28.8,MIA,Forward,2892,42,75.0%,91,16.6%,98,3.2%,91,29.4%
Antawn Jamison,37.4,LAC,Big,224,0,72.0%,48,12.2%,12,0.8%,30,18.2%
Al Jefferson,28.8,CHA,Big,2542,42,68.7%,35,9.7%,20,1.0%,83,27.3%
Richard Jefferson,33.4,UTA,Wing,2208,26,74.1%,72,11.2%,52,1.2%,43,20.0%
John Jenkins,22.7,ATL,Wing,128,0,100.0%,6,3.0%,0,0.0%,98,100.0%
Brandon Jennings,24.1,DET,Point,2712,23,74.4%,59,9.1%,49,1.6%,37,18.9%
Jonas Jerebko,26.7,DET,Forward,658,33,72.9%,61,11.6%,43,0.9%,82,27.3%
Amir Johnson,26.5,TOR,Big,2210,27,63.6%,38,10.3%,36,1.3%,90,30.9%
Chris Johnson,23.5,BOS,Wing,742,88,86.0%,49,8.2%,43,1.0%,13,11.1%
James Johnson,26.7,MEM,Forward,902,94,84.7%,66,12.5%,52,1.0%,30,14.6%
Joe Johnson,32.3,BKN,Wing,2564,67,81.5%,32,6.2%,78,1.7%,72,26.2%
Orlando Johnson,24.6,IND,Wing,294,0,76.5%,58,9.6%,7,0.5%,18,12.5%
Wesley Johnson,26.3,LAL,Forward,2193,64,79.5%,18,5.3%,2,0.3%,77,25.7%
James Jones,33.1,MIA,Wing,195,0,66.7%,10,3.4%,72,1.5%,0,0.0%
Perry Jones,22.1,OKC,Forward,661,18,71.0%,52,10.1%,25,0.6%,23,11.8%
Terrence Jones,21.8,HOU,Big,2042,22,60.2%,49,12.4%,14,0.8%,89,30.5%
DeAndre Jordan,25.3,LAC,Big,2865,2,42.8%,85,18.9%,92,2.9%,75,25.7%
Cory Joseph,22.2,SAS,Combo,789,85,86.2%,82,13.0%,44,1.5%,26,13.8%
Chris Kaman,31.5,LAL,Big,734,69,76.5%,18,7.9%,42,1.4%,46,20.7%
Enes Kanter,21.5,UTA,Big,2075,52,72.5%,28,9.2%,82,2.3%,62,23.2%
Ryan Kelly,22.6,LAL,Big,1269,87,81.4%,61,14.0%,29,1.1%,63,23.2%
Michael Kidd-Gilchrist,20.1,CHA,Wing,1475,3,61.5%,99,20.4%,48,1.1%,45,20.2%
Andrei Kirilenko,32.7,BKN,Big,826,10,53.0%,96,25.1%,80,2.3%,22,14.3%
Brandon Knight,21.9,MIL,Combo,2374,41,79.7%,67,10.2%,100,3.3%,40,19.8%
Kyle Korver,32.6,ATL,Wing,2402,98,92.3%,8,3.2%,40,1.0%,96,55.0%
Kosta Koufos,24.7,MEM,Big,1294,26,62.9%,32,9.5%,32,1.2%,40,20.0%
Doron Lamb,22.0,ORL,Wing,595,0,80.0%,25,5.6%,30,0.8%,18,12.5%
Jeremy Lamb,21.4,OKC,Wing,1430,46,77.6%,16,4.7%,26,0.7%,55,22.2%
Carl Landry,30.1,SAC,Big,215,0,80.0%,67,14.8%,31,1.2%,100,62.5%
Shane Larkin,21.1,DAL,Point,440,0,62.5%,41,7.4%,56,1.7%,86,33.3%
Ty Lawson,26.0,DEN,Point,2217,30,79.9%,98,17.6%,83,2.4%,47,20.1%
Courtney Lee,28.1,BOS,Wing,473,0,85.7%,18,4.7%,4,0.4%,64,25.0%
Courtney Lee,28.1,MEM,Wing,1463,95,89.9%,30,6.1%,30,0.8%,82,29.6%
David Lee,30.5,GSW,Big,2281,78,78.0%,60,13.7%,26,1.1%,36,19.2%
Alex Len,20.4,PHX,Big,326,47,70.4%,75,16.3%,40,1.3%,58,23.1%
Kawhi Leonard,22.3,SAS,Forward,1913,70,80.2%,39,9.1%,68,1.2%,98,35.5%
Meyers Leonard,21.7,POR,Big,297,0,80.0%,15,7.4%,68,1.9%,91,33.3%
Jon Leuer,24.5,MEM,Big,591,75,77.5%,18,7.9%,15,0.9%,6,5.3%
Rashard Lewis,34.2,MIA,Forward,903,61,78.8%,20,5.4%,66,1.1%,95,30.8%
Damian Lillard,23.3,POR,Point,2932,88,87.1%,75,11.6%,59,1.7%,27,15.5%
Jeremy Lin,25.2,HOU,Point,2003,53,82.4%,81,12.3%,85,2.4%,29,17.0%
Shaun Livingston,28.1,BKN,Combo,1929,63,82.9%,91,14.8%,51,1.6%,33,17.7%
Brook Lopez,25.6,BKN,Big,530,88,81.4%,91,20.3%,88,2.5%,53,21.8%
Robin Lopez,25.6,POR,Big,2600,90,81.8%,63,14.3%,55,1.6%,31,18.3%
Kevin Love,25.1,MIN,Big,2790,93,82.2%,62,14.0%,97,3.6%,25,16.4%
Kyle Lowry,27.6,TOR,Combo,2857,61,81.7%,70,10.6%,98,2.8%,49,20.2%
John Lucas III,30.9,UTA,Point,494,0,63.6%,0,0.0%,20,1.1%,97,0.0%
Shelvin Mack,23.5,ATL,Combo,1447,80,85.9%,21,5.1%,19,1.1%,19,11.5%
Ian Mahinmi,27.0,IND,Big,1155,21,60.0%,97,26.1%,77,2.1%,68,24.6%
Shawn Marion,35.5,DAL,Forward,2402,58,78.5%,2,3.3%,16,0.5%,11,8.3%
Kendall Marshall,22.2,LAL,Point,1537,0,50.0%,19,3.8%,10,0.9%,93,43.8%
Cartier Martin,28.9,ATL,Wing,773,28,74.5%,43,7.4%,47,1.1%,55,22.2%
Kenyon Martin,35.8,NYK,Big,631,0,57.9%,13,6.9%,13,0.8%,13,11.1%
