Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jonathan Bender,22.8,IND,Big,247,80,50.5%,71,49.4%,65,36.8%,99,87.2%,67,62%,68,56%,89,55%,71,100%
Travis Best,31.3,DAL,Point,727,16,39.1%,27,40.0%,0,20.0%,92,88.9%,87,31%,69,24%,50,38%,95,33%
Mike Bibby,25.5,SAC,Point,2977,94,51.4%,89,47.9%,80,39.5%,58,81.4%,3,67%,8,60%,19,59%,35,87%
Chauncey Billups,27.1,DET,Combo,2755,51,46.0%,24,39.5%,80,39.2%,97,87.8%,73,46%,76,32%,71,36%,80,68%
Steve Blake,23.7,WAS,Point,1290,82,49.3%,31,40.5%,78,39.2%,71,83.1%,8,65%,26,45%,24,53%,52,81%
Corie Blount,34.8,CHI,Big,727,58,48.2%,63,48.5%,0,0.0%,0,54.5%,11,79%,97,33%,6,94%,0,0%
Corie Blount,34.8,TOR,Big,290,7,38.6%,7,38.6%,0,0.0%,0,66.7%,16,76%,97,33%,0,100%,0,0%
Mark Blount,27.9,BOS,Big,2397,99,56.6%,99,56.6%,0,0.0%,56,71.9%,24,74%,16,70%,30,80%,0,0%
Keith Bogans,23.5,ORL,Wing,1735,67,48.5%,45,43.6%,64,37.1%,7,63.3%,27,73%,72,49%,28,71%,31,98%
Calvin Booth,27.5,OKC,Big,1188,42,46.6%,44,46.9%,0,0.0%,87,79.1%,19,75%,18,70%,24,83%,0,0%
Carlos Boozer,21.9,CLE,Big,2585,87,52.3%,90,52.5%,0,16.7%,81,77.0%,40,70%,25,67%,49,74%,71,100%
Curtis Borchardt,23.1,UTA,Big,248,11,40.0%,13,40.7%,0,0.0%,0,81.3%,44,68%,84,50%,12,90%,0,0%
Chris Bosh,19.6,TOR,Big,2501,41,46.5%,40,46.2%,0,35.7%,49,69.9%,71,61%,62,58%,72,63%,71,100%
Bruce Bowen,32.4,SAS,Wing,2615,77,49.8%,69,46.4%,55,36.3%,2,57.9%,21,76%,57,54%,39,68%,3,100%
Ryan Bowen,27.9,DEN,Forward,321,0,30.2%,0,30.2%,0,0.0%,0,80.0%,15,77%,2,75%,0,100%,0,0%
Earl Boykins,27.4,DEN,Point,1757,50,45.9%,68,44.6%,43,33.5%,88,87.5%,61,43%,16,50%,60,34%,77,67%
Shawn Bradley,31.6,DAL,Big,731,37,46.1%,39,46.1%,0,0.0%,93,83.0%,55,66%,68,56%,40,77%,0,0%
Torraye Braggs,27.5,HOU,Big,121,30,44.4%,31,44.4%,0,0.0%,0,66.7%,19,75%,12,71%,27,80%,0,0%
Elton Brand,24.6,LAC,Big,2670,71,49.2%,70,49.2%,0,0.0%,81,77.2%,82,58%,76,53%,75,62%,0,0%
J.R. Bremer,23.1,CLE,Combo,385,0,36.1%,0,25.8%,30,31.7%,0,65.0%,7,81%,2,83%,22,64%,33,89%
Jamison Brewer,22.9,IND,Combo,149,73,48.3%,7,36.8%,0,45.5%,0,25.0%,62,50%,20,60%,100,0%,96,60%
Devin Brown,24.8,SAS,Combo,514,18,41.2%,29,40.1%,0,42.9%,59,80.0%,31,60%,33,50%,24,62%,2,100%
Kedrick Brown,22.6,BOS,Wing,398,91,52.1%,94,50.8%,58,36.7%,0,61.5%,16,80%,8,77%,60,57%,3,100%
Kedrick Brown,22.6,CLE,Combo,546,96,54.8%,100,51.2%,88,39.7%,0,64.3%,9,79%,11,71%,31,61%,2,100%
Kwame Brown,21.6,WAS,Big,2191,65,48.7%,65,48.6%,0,50.0%,43,68.1%,83,57%,55,60%,91,50%,71,100%
P.J. Brown,34.0,NOP,Big,2751,52,47.7%,55,47.7%,0,0.0%,96,85.2%,15,77%,52,60%,15,88%,0,0%
Rick Brunson,31.4,CHI,Point,354,52,45.9%,18,37.7%,100,52.9%,98,89.7%,45,51%,92,14%,26,53%,60,78%
Kobe Bryant,25.2,LAL,Wing,2441,55,47.3%,71,46.4%,40,34.1%,87,85.1%,95,47%,77,46%,93,38%,89,77%
Greg Buckner,27.1,PHI,Wing,645,22,42.6%,35,42.1%,15,29.3%,0,72.0%,30,73%,11,74%,49,61%,3,100%
Caron Butler,23.6,MIA,Wing,2000,9,39.7%,18,39.1%,27,32.3%,38,76.2%,46,68%,35,62%,25,73%,96,70%
Mitchell Butler,32.9,WAS,Wing,521,59,47.9%,67,46.1%,48,35.7%,0,66.7%,86,53%,95,31%,51,60%,3,100%
Rasual Butler,24.4,MIA,Wing,625,97,57.6%,73,46.5%,100,48.0%,0,72.2%,26,74%,65,50%,55,59%,43,96%
Zarko Cabarkapa,22.4,PHX,Forward,559,13,42.1%,39,45.3%,0,16.1%,24,68.6%,28,73%,13,70%,39,71%,17,100%
Marcus Camby,29.6,DEN,Big,2161,54,47.8%,57,47.8%,0,0.0%,56,72.1%,39,70%,47,61%,25,83%,0,0%
Elden Campbell,35.3,DET,Big,885,28,44.1%,29,44.1%,0,0.0%,46,68.5%,9,80%,1,83%,36,78%,0,0%
Brian Cardinal,26.5,GSW,Forward,1603,96,52.9%,72,47.8%,97,44.1%,90,87.8%,9,78%,22,67%,20,76%,54,98%
Vince Carter,26.8,TOR,Wing,2781,40,45.0%,37,42.4%,73,38.5%,67,80.6%,95,46%,94,32%,90,42%,76,87%
Sam Cassell,34.0,MIN,Point,2840,95,51.9%,97,50.4%,86,40.7%,87,87.2%,85,32%,60,28%,85,25%,47,84%
Kelvin Cato,29.2,HOU,Big,1743,30,44.7%,33,44.7%,0,0.0%,41,67.6%,4,84%,2,81%,9,92%,0,0%
Tyson Chandler,21.1,CHI,Big,744,16,41.3%,16,41.3%,0,0.0%,45,68.4%,89,55%,96,38%,25,83%,0,0%
Calbert Cheaney,32.3,GSW,Wing,2042,65,48.4%,87,49.1%,0,0.0%,3,61.6%,33,71%,20,69%,26,72%,0,0%
Doug Christie,33.5,SAC,Wing,2765,78,50.0%,88,49.2%,47,35.6%,90,85.7%,40,69%,36,61%,31,71%,67,90%
Speedy Claxton,25.5,GSW,Point,1575,37,43.9%,63,44.2%,10,22.2%,56,81.1%,98,25%,76,22%,81,26%,92,50%
Derrick Coleman,36.4,PHI,Big,841,22,42.9%,30,44.4%,12,22.2%,71,75.4%,53,66%,24,67%,80,60%,71,100%
Bimbo Coles,35.5,MIA,Combo,148,2,37.5%,16,37.5%,0,0.0%,0,66.7%,13,75%,13,67%,4,83%,0,0%
Jason Collier,26.1,ATL,Big,544,57,48.2%,61,48.4%,0,25.0%,85,78.8%,20,75%,13,71%,37,78%,71,100%
Jarron Collins,24.9,UTA,Big,1689,77,50.2%,77,50.2%,0,0.0%,59,72.3%,17,76%,8,74%,34,79%,0,0%
Jason Collins,24.9,BKN,Big,2205,20,42.4%,23,42.5%,0,0.0%,66,74.2%,45,68%,52,60%,31,79%,0,0%
Brian Cook,22.9,LAL,Big,392,73,49.6%,83,50.8%,0,0.0%,83,77.8%,6,82%,10,72%,19,86%,0,0%
Omar Cook,21.8,POR,Point,133,0,26.9%,0,26.9%,0,0.0%,0,0.0%,0,71%,0,100%,5,67%,0,0%
Chris Crawford,28.5,ATL,Forward,1149,83,49.6%,57,46.9%,86,38.5%,93,88.0%,17,75%,20,68%,43,70%,17,100%
Jamal Crawford,23.6,CHI,Combo,2770,47,45.2%,56,42.9%,35,32.5%,76,83.8%,60,50%,51,41%,44,44%,84,65%
Austin Croshere,28.5,IND,Forward,949,72,48.8%,15,40.8%,83,38.3%,98,88.5%,11,77%,22,67%,72,57%,78,94%
Eddy Curry,20.9,CHI,Big,2130,69,49.2%,68,49.2%,0,100.0%,38,67.0%,27,72%,11,72%,52,73%,71,100%
Michael Curry,35.2,TOR,Combo,1220,4,39.5%,33,40.3%,0,20.0%,79,84.5%,4,82%,4,80%,7,81%,2,100%
Samuel Dalembert,23.5,PHI,Big,2172,97,54.2%,96,54.2%,0,0.0%,32,64.9%,20,75%,14,71%,22,84%,0,0%
Erick Dampier,28.3,GSW,Big,2400,95,53.8%,94,53.8%,0,0.0%,33,64.9%,90,53%,82,51%,73,63%,0,0%
Antonio Daniels,28.6,OKC,Point,1486,98,52.1%,100,51.3%,59,36.1%,81,83.9%,52,46%,27,45%,77,27%,56,79%
Marquis Daniels,22.8,DAL,Combo,971,80,50.4%,98,50.4%,43,33.3%,44,77.1%,82,44%,29,53%,89,21%,2,100%
Antonio Davis,35.0,CHI,Big,2029,13,40.7%,13,40.7%,0,0.0%,79,76.8%,43,69%,45,62%,50,74%,0,0%
Antonio Davis,35.0,TOR,Big,542,6,38.3%,6,38.3%,0,0.0%,73,75.5%,86,57%,78,52%,80,60%,0,0%
Baron Davis,24.6,NOP,Combo,2685,60,46.6%,73,44.9%,38,32.5%,0,67.3%,91,37%,80,32%,84,23%,98,53%
Dale Davis,34.6,POR,Big,1671,44,47.1%,47,47.1%,0,0.0%,25,61.3%,76,60%,72,54%,63,68%,0,0%
Ricky Davis,24.1,BOS,Wing,1648,86,51.5%,93,50.3%,76,39.3%,29,74.1%,83,54%,65,50%,83,47%,36,97%
Ricky Davis,24.1,CLE,Combo,793,58,46.6%,71,44.8%,70,37.8%,3,68.0%,24,64%,31,51%,20,67%,58,82%
Andrew DeClercq,30.7,ORL,Big,1207,52,47.7%,55,47.7%,0,0.0%,93,81.5%,89,55%,83,51%,61,68%,0,0%
Tony Delk,29.8,DAL,Combo,487,42,45.0%,62,43.6%,30,31.7%,88,85.7%,40,57%,47,44%,38,52%,67,79%
Boris Diaw,21.5,ATL,Big,1847,33,45.3%,47,47.1%,0,14.3%,20,59.0%,87,56%,76,53%,85,58%,71,100%
Dan Dickau,25.1,POR,Combo,130,16,40.7%,2,30.4%,55,35.0%,0,75.0%,38,57%,89,25%,73,33%,42,86%
DeSagana Diop,21.8,CLE,Big,655,9,39.2%,9,39.2%,0,0.0%,0,62.5%,43,69%,99,25%,13,89%,0,0%
Vlade Divac,35.7,SAC,Big,2310,46,47.2%,53,47.6%,0,15.4%,34,65.4%,59,65%,32,65%,69,64%,71,100%
Juan Dixon,25.1,WAS,Combo,1397,27,43.2%,53,42.7%,13,29.6%,53,78.7%,71,47%,62,38%,42,45%,91,62%
Michael Doleac,26.4,DEN,Big,317,25,43.8%,26,43.8%,0,0.0%,0,91.7%,2,87%,27,67%,5,96%,0,0%
Michael Doleac,26.4,NYK,Big,655,26,43.9%,27,43.9%,0,0.0%,96,86.1%,2,87%,48,61%,7,93%,0,0%
Keyon Dooling,23.5,LAC,Combo,1089,11,40.3%,40,41.6%,3,20.0%,65,82.2%,87,40%,69,33%,53,39%,40,88%
Predrag Drobnjak,28.0,LAC,Big,927,12,40.5%,10,39.8%,35,31.4%,95,84.9%,40,70%,89,46%,42,77%,71,100%
Tim Duncan,27.5,SAS,Big,2515,78,50.3%,79,50.5%,0,20.0%,21,59.9%,92,53%,65,57%,94,50%,96,50%
Mike Dunleavy,23.1,GSW,Wing,2310,87,51.6%,89,49.2%,63,37.1%,27,73.8%,34,71%,27,66%,55,59%,55,92%
Ronald Dupree,22.8,CHI,Wing,843,11,39.9%,16,39.0%,0,44.4%,9,64.1%,72,59%,78,44%,28,71%,3,100%
Howard Eisley,30.9,NYK,Point,722,74,48.2%,66,44.4%,57,35.9%,92,88.9%,79,38%,95,14%,73,30%,82,64%
Howard Eisley,30.9,PHX,Point,716,19,40.0%,15,36.3%,33,32.4%,69,83.0%,76,38%,98,9%,76,28%,48,83%
Francisco Elson,27.7,DEN,Big,812,69,49.2%,68,49.2%,0,0.0%,36,66.7%,17,76%,20,69%,20,85%,0,0%
Melvin Ely,25.5,LAC,Big,470,27,44.0%,28,44.0%,0,0.0%,24,61.1%,100,39%,96,38%,97,39%,0,0%
Reggie Evans,23.5,OKC,Big,1234,10,39.7%,11,40.3%,0,0.0%,13,56.9%,91,53%,71,54%,96,40%,0,0%
Michael Finley,30.7,DAL,Wing,2776,85,51.0%,66,46.1%,85,41.3%,85,84.8%,51,67%,22,69%,65,56%,75,87%
Derek Fisher,29.2,LAL,Combo,1681,9,39.9%,18,37.9%,15,29.6%,56,78.7%,27,61%,69,33%,27,62%,47,85%
Marcus Fizer,25.2,CHI,Big,717,7,38.7%,7,39.1%,0,16.7%,72,75.5%,73,61%,70,55%,63,67%,71,100%
T.J. Ford,20.6,MIL,Point,1479,18,39.8%,26,39.3%,0,35.7%,62,82.3%,89,29%,85,17%,47,40%,55,80%
Danny Fortson,27.6,DAL,Big,607,79,50.4%,78,50.4%,0,0.0%,91,81.1%,98,43%,92,45%,100,20%,0,0%
Jeff Foster,26.8,IND,Big,1939,98,54.7%,97,55.0%,0,0.0%,37,66.9%,34,71%,14,71%,48,74%,0,0%
Tremaine Fowlkes,27.6,DET,Wing,227,6,37.2%,13,37.1%,0,25.0%,0,75.0%,75,57%,96,25%,0,100%,3,100%
Rick Fox,34.3,LAL,Wing,845,26,43.3%,72,46.4%,2,24.6%,23,73.3%,24,74%,13,74%,32,71%,85,80%
Adonal Foyle,28.6,GSW,Big,563,39,46.5%,41,46.5%,0,0.0%,11,54.3%,60,64%,22,68%,83,59%,0,0%
Richie Frahm,26.2,OKC,Wing,390,99,61.8%,100,64.3%,78,39.7%,0,88.9%,5,91%,7,80%,6,92%,38,97%
Steve Francis,26.7,HOU,Point,3191,42,44.4%,56,43.6%,22,31.3%,33,77.5%,84,32%,39,38%,95,19%,89,54%
Dan Gadzuric,25.7,MIL,Big,1204,91,53.3%,92,53.3%,0,0.0%,6,49.1%,30,72%,37,64%,8,93%,0,0%
Reece Gaines,22.8,ORL,Wing,297,2,30.5%,3,28.3%,0,33.3%,0,53.3%,97,41%,100,0%,84,45%,3,100%
Kevin Garnett,27.5,MIN,Big,3228,78,50.3%,80,50.6%,24,26.3%,87,79.1%,52,66%,29,66%,65,66%,96,80%
Pau Gasol,23.3,MEM,Big,2438,65,48.6%,66,48.7%,0,28.6%,55,71.2%,84,57%,61,58%,88,56%,71,100%
Devean George,26.2,LAL,Forward,1930,39,46.6%,28,43.9%,57,34.8%,54,76.0%,26,73%,43,60%,41,71%,80,94%
Eddie Gill,25.2,POR,Point,138,34,42.4%,44,42.3%,0,28.6%,0,86.7%,42,54%,48,33%,31,50%,8,100%
Kendall Gill,35.4,CHI,Wing,1382,13,40.5%,25,40.5%,5,25.7%,26,73.4%,32,72%,64,51%,16,80%,3,100%
Manu Ginobili,26.3,SAS,Wing,2240,60,48.0%,54,44.5%,65,37.2%,63,79.9%,89,52%,81,41%,94,38%,80,85%
Gordan Giricek,26.4,ORL,Wing,1397,75,49.6%,62,45.2%,86,41.3%,65,80.3%,36,71%,26,66%,50,61%,34,98%
Gordan Giricek,26.4,UTA,Wing,599,47,46.0%,56,44.7%,59,36.8%,94,88.3%,61,65%,35,62%,54,59%,3,100%
Dion Glover,25.0,ATL,Wing,1440,24,42.8%,25,40.5%,42,34.7%,45,77.1%,70,60%,73,49%,45,63%,62,91%
Dion Glover,25.0,TOR,Wing,171,21,41.9%,21,40.0%,0,33.3%,0,71.4%,84,54%,90,36%,65,56%,3,100%
Drew Gooden,22.1,ORL,Big,2103,32,45.2%,36,45.7%,18,22.5%,27,62.7%,83,57%,83,50%,78,60%,94,89%
Brian Grant,31.7,MIA,Big,2298,48,47.3%,50,47.3%,0,0.0%,84,78.2%,14,78%,80,52%,7,94%,0,0%
Horace Grant,38.3,LAL,Big,1090,14,41.3%,16,41.5%,0,0.0%,57,72.2%,18,76%,52,60%,14,88%,0,0%
Willie Green,22.3,PHI,Wing,715,31,44.1%,39,42.9%,30,32.7%,19,70.7%,85,53%,82,41%,75,51%,50,94%
Adrian Griffin,29.3,HOU,Wing,112,0,18.8%,0,20.0%,0,0.0%,0,0.0%,0,100%,1,100%,0,100%,0,0%
Tom Gugliotta,33.9,PHX,Big,296,1,32.3%,1,32.3%,0,0.0%,0,66.7%,7,81%,97,33%,10,92%,0,0%
Tom Gugliotta,33.9,UTA,Big,513,5,37.3%,5,37.6%,0,50.0%,0,70.0%,50,67%,38,64%,45,75%,99,0%
Marcus Haislip,22.9,MIL,Big,226,37,46.1%,34,45.2%,0,50.0%,0,68.0%,77,59%,68,56%,80,60%,71,100%
Darvin Ham,30.3,DET,Forward,404,28,45.2%,37,45.2%,0,0.0%,12,66.7%,80,57%,74,50%,11,83%,0,0%
Richard Hamilton,25.7,DET,Wing,2768,50,46.5%,75,46.8%,9,27.3%,92,86.7%,74,59%,44,58%,58,58%,69,89%
Zendon Hamilton,28.5,PHI,Big,440,93,53.3%,93,53.3%,0,0.0%,73,75.6%,35,71%,36,64%,11,92%,0,0%
Ben Handlogten,30.0,UTA,Big,159,98,55.6%,98,55.6%,0,0.0%,0,69.6%,75,60%,49,61%,91,50%,0,0%
Travis Hansen,25.5,ATL,Wing,441,16,41.5%,15,38.8%,33,33.3%,0,72.2%,69,62%,45,58%,60,57%,88,78%
Anfernee Hardaway,32.3,NYK,Wing,1200,14,41.1%,19,39.4%,56,36.4%,47,77.5%,71,60%,91,35%,46,62%,3,100%
Anfernee Hardaway,32.3,PHX,Wing,867,48,46.3%,61,45.1%,56,36.4%,90,85.7%,45,69%,65,50%,33,71%,57,92%
Matt Harpring,27.4,UTA,Forward,1128,65,48.0%,89,49.1%,17,24.2%,20,68.4%,24,74%,11,71%,22,76%,17,100%
Al Harrington,23.7,IND,Forward,2380,50,47.4%,70,47.7%,23,29.0%,34,73.5%,70,61%,57,56%,63,62%,72,95%
Othella Harrington,29.7,NYK,Forward,807,89,50.3%,96,50.3%,0,0.0%,44,74.3%,57,65%,28,66%,57,64%,0,0%
Lucious Harris,32.9,BKN,Combo,1469,44,45.1%,42,41.6%,75,38.4%,82,84.6%,0,83%,7,79%,9,80%,16,97%
Jason Hart,25.5,SAS,Point,572,47,45.2%,74,45.3%,0,28.6%,92,88.9%,10,65%,6,60%,0,71%,98,0%
Donnell Harvey,23.2,ORL,Forward,336,17,42.4%,22,42.9%,0,0.0%,10,64.9%,96,42%,91,46%,100,30%,0,0%
Donnell Harvey,23.2,PHX,Big,424,63,48.6%,63,48.6%,0,0.0%,88,79.5%,93,52%,40,63%,98,36%,0,0%
Udonis Haslem,23.4,MIA,Big,1764,36,46.0%,40,46.3%,0,0.0%,78,76.5%,57,65%,67,56%,35,78%,0,0%
Trenton Hassell,24.7,MIN,Wing,2233,52,47.1%,77,47.0%,0,33.3%,55,78.7%,15,80%,75,47%,8,91%,3,100%
Jarvis Hayes,22.2,WAS,Wing,1976,20,41.9%,28,41.2%,18,29.9%,51,78.4%,44,69%,29,66%,45,63%,3,100%
Brendan Haywood,23.9,WAS,Big,1470,84,51.9%,86,51.9%,0,0.0%,18,58.7%,94,50%,84,50%,91,51%,0,0%
Nene Hilario,21.1,DEN,Big,2505,92,53.3%,93,53.3%,0,0.0%,42,68.0%,32,71%,11,72%,62,68%,0,0%
Kirk Hinrich,22.8,CHI,Point,2678,71,47.8%,23,38.4%,82,39.5%,48,80.4%,32,57%,65,26%,52,38%,39,87%
Fred Hoiberg,31.0,MIN,Wing,1739,95,56.6%,81,47.8%,97,44.7%,88,85.1%,2,96%,5,85%,4,97%,3,100%
Robert Horry,33.2,SAS,Big,1255,39,46.4%,20,42.2%,71,37.3%,31,64.5%,12,78%,17,70%,40,77%,93,92%
Eddie House,25.5,LAC,Point,1140,27,41.7%,6,34.4%,76,39.0%,40,78.6%,5,66%,13,52%,11,64%,69,75%
Allan Houston,32.5,NYK,Wing,1789,74,49.2%,46,43.7%,91,43.3%,98,91.3%,67,63%,99,13%,70,53%,44,95%
Josh Howard,23.5,DAL,Wing,1525,38,45.0%,60,45.1%,16,29.3%,17,70.6%,76,57%,48,58%,80,49%,73,88%
Juwan Howard,30.7,ORL,Big,2877,34,45.3%,35,45.3%,0,0.0%,90,80.9%,78,59%,61,58%,84,59%,0,0%
Troy Hudson,27.6,MIN,Point,498,69,47.8%,19,38.0%,96,43.1%,60,81.8%,66,43%,61,27%,61,34%,85,58%
Larry Hughes,24.8,WAS,Wing,2061,28,43.5%,29,41.4%,36,33.8%,60,79.6%,81,56%,85,40%,69,54%,66,90%
Brandon Hunter,22.9,BOS,Big,367,34,45.7%,37,45.7%,0,0.0%,3,47.4%,99,42%,93,43%,99,33%,0,0%
Lindsey Hunter,32.9,DET,Combo,587,7,39.7%,11,37.1%,18,29.8%,0,50.0%,11,77%,16,62%,16,70%,2,100%
Steven Hunter,22.0,ORL,Big,734,96,54.0%,96,54.0%,0,0.0%,0,35.8%,47,68%,27,67%,45,75%,0,0%
Zydrunas Ilgauskas,28.4,CLE,Big,2539,63,48.5%,61,48.4%,0,40.0%,67,74.6%,57,65%,70,55%,34,79%,96,50%
Allen Iverson,28.4,PHI,Combo,2036,20,41.4%,36,40.8%,10,29.4%,26,74.2%,89,38%,84,30%,64,37%,87,65%
Bobby Jackson,30.6,SAC,Combo,1140,87,51.6%,89,48.1%,78,38.7%,29,74.5%,53,54%,24,58%,67,37%,82,68%
Jim Jackson,33.0,HOU,Wing,3114,89,51.7%,53,44.5%,82,40.5%,83,84.3%,52,67%,76,46%,85,45%,39,96%
Marc Jackson,28.8,PHI,Big,584,17,41.8%,17,41.8%,0,0.0%,89,80.0%,34,71%,42,63%,24,83%,0,0%
Mark Jackson,38.6,HOU,Point,555,15,38.6%,60,43.9%,6,20.0%,15,71.8%,50,47%,37,38%,84,25%,8,100%
Stephen Jackson,25.6,ATL,Wing,2924,63,48.2%,76,46.9%,35,33.7%,58,79.0%,68,62%,50,57%,85,44%,65,91%
Casey Jacobsen,22.6,PHX,Combo,1803,91,52.1%,38,41.6%,93,41.8%,62,81.7%,20,74%,38,45%,18,70%,20,96%
Jerome James,28.0,OKC,Big,988,75,49.8%,74,49.8%,0,0.0%,35,66.0%,86,57%,32,65%,98,38%,0,0%
LeBron James,18.8,CLE,Wing,3119,30,44.0%,48,43.8%,19,30.1%,31,75.4%,94,47%,74,48%,91,40%,94,75%
Mike James,28.4,BOS,Point,1680,89,50.1%,69,44.8%,71,37.8%,54,80.6%,40,54%,34,40%,79,26%,37,87%
Mike James,28.4,DET,Point,440,79,48.8%,40,41.7%,94,41.9%,0,89.5%,13,64%,21,48%,31,50%,26,94%
Antawn Jamison,27.4,DAL,Forward,2337,100,54.3%,100,54.0%,91,41.0%,46,74.7%,20,75%,4,74%,26,75%,17,100%
Marko Jaric,24.9,LAC,Wing,1748,32,44.1%,27,41.0%,41,34.3%,22,73.3%,87,52%,87,39%,89,42%,78,86%
Chris Jefferies,23.7,CHI,Forward,172,87,50.0%,4,30.4%,94,43.3%,0,64.7%,0,90%,43,60%,0,100%,17,100%
Richard Jefferson,23.4,BKN,Wing,3120,88,51.7%,96,51.4%,54,36.3%,41,76.2%,38,70%,16,72%,47,62%,69,89%
Jared Jeffries,21.9,WAS,Forward,1831,7,38.5%,11,38.9%,6,20.8%,7,62.3%,93,50%,63,53%,91,42%,96,80%
