Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Marcus Camby,32.6,DEN,Big,184,98,4.6%,44,1.0%,98,2.8%,34,7.3%,100,30.4%,0,0.0%,100,83.3%
Vince Carter,29.8,BKN,Wing,484,70,0.8%,52,1.1%,67,3.2%,70,4.1%,81,14.9%,0,0.0%,0,0.0%
Jarron Collins,27.9,UTA,Big,100,0,0.0%,85,1.8%,0,8.7%,44,8.3%,15,12.2%,0,0.0%,12,10.0%
Jason Collins,27.9,BKN,Big,328,12,0.5%,41,1.0%,29,5.8%,17,5.5%,2,7.8%,0,0.0%,10,5.0%
Antonio Daniels,31.6,WAS,Point,175,39,0.3%,39,1.4%,100,1.1%,33,1.2%,78,10.1%,0,0.0%,78,8.3%
Baron Davis,27.6,GSW,Point,442,100,0.9%,100,3.2%,17,4.4%,78,2.4%,61,9.3%,78,2.5%,72,7.1%
Carlos Delfino,24.2,DET,Wing,122,37,0.5%,70,1.6%,22,4.4%,78,5.2%,56,12.0%,0,0.0%,37,7.7%
Luol Deng,21.5,CHI,Forward,409,54,1.0%,54,1.1%,92,2.1%,92,8.1%,62,12.2%,85,3.2%,92,33.3%
Boris Diaw,24.5,PHX,Big,227,7,0.5%,61,1.4%,93,3.0%,20,5.9%,5,8.9%,0,0.0%,0,0.0%
DeSagana Diop,24.8,DAL,Big,139,95,4.0%,39,1.0%,17,6.4%,95,13.1%,78,20.2%,0,0.0%,29,16.7%
Chris Duhon,24.2,CHI,Point,156,50,0.4%,22,0.9%,39,3.1%,72,2.3%,72,9.5%,0,0.0%,0,0.0%
Tim Duncan,30.5,SAS,Big,733,100,4.6%,32,0.8%,88,3.2%,61,10.0%,83,21.6%,95,18.0%,34,19.1%
Monta Ellis,21.0,GSW,Combo,231,45,0.5%,91,1.7%,64,3.4%,91,3.7%,55,7.3%,0,0.0%,0,0.0%
Francisco Elson,30.7,SAS,Big,213,37,1.3%,71,1.6%,5,7.3%,73,10.6%,37,14.6%,0,0.0%,88,45.5%
Jordan Farmar,19.9,LAL,Point,114,67,0.5%,83,2.3%,56,2.7%,17,0.9%,89,13.5%,0,0.0%,0,0.0%
Michael Finley,33.7,SAS,Forward,535,15,0.4%,31,1.0%,85,2.3%,15,1.7%,23,9.8%,0,0.0%,31,3.0%
Derek Fisher,32.2,UTA,Combo,437,18,0.1%,82,1.7%,18,4.9%,36,1.0%,9,5.7%,0,0.0%,73,2.7%
T.J. Ford,23.6,TOR,Point,136,94,0.8%,89,2.4%,89,1.7%,94,4.1%,6,4.4%,0,0.0%,0,0.0%
Devean George,29.2,DAL,Forward,103,62,1.0%,100,2.5%,15,5.0%,54,3.9%,85,15.4%,0,0.0%,0,0.0%
Daniel Gibson,20.7,CLE,Combo,398,73,0.6%,27,1.4%,45,3.8%,82,2.4%,36,6.8%,0,0.0%,0,0.0%
Manu Ginobili,29.3,SAS,Wing,599,26,0.4%,100,2.5%,19,4.5%,63,3.1%,85,16.2%,0,0.0%,74,19.0%
Gordan Giricek,29.4,UTA,Wing,298,11,0.2%,0,0.3%,7,5.3%,11,1.5%,22,7.9%,0,0.0%,30,4.8%
Drew Gooden,25.1,CLE,Big,604,17,0.8%,29,0.8%,46,4.9%,56,9.3%,54,16.8%,0,0.0%,73,40.0%
Ben Gordon,23.6,CHI,Wing,393,4,0.1%,48,1.1%,48,3.5%,56,2.6%,19,7.8%,0,0.0%,0,0.0%
Richard Hamilton,28.7,DET,Wing,634,7,0.2%,44,1.1%,30,4.2%,81,5.7%,4,6.3%,0,0.0%,30,4.8%
Matt Harpring,30.4,UTA,Wing,429,30,0.4%,15,0.7%,41,3.8%,96,8.0%,48,11.0%,96,6.5%,89,25.0%
Al Harrington,26.7,GSW,Big,258,49,1.5%,34,0.8%,22,6.1%,24,6.7%,20,12.3%,78,4.5%,22,14.3%
Devin Harris,23.7,DAL,Combo,160,36,0.3%,64,1.6%,9,5.7%,9,0.7%,18,6.3%,0,0.0%,91,8.3%
Udonis Haslem,26.4,MIA,Big,102,32,1.0%,10,0.4%,20,6.3%,10,4.4%,71,18.9%,0,0.0%,0,0.0%
Chuck Hayes,23.4,HOU,Big,196,20,0.9%,95,2.2%,56,4.6%,41,7.7%,59,17.5%,0,0.0%,12,10.0%
Jarvis Hayes,25.2,WAS,Forward,137,23,0.4%,15,0.7%,38,4.2%,38,2.9%,8,8.5%,0,0.0%,0,0.0%
Luther Head,23.9,HOU,Combo,138,100,0.8%,18,1.1%,0,5.9%,27,0.8%,82,10.7%,0,0.0%,100,12.5%
Nene Hilario,24.1,DEN,Big,178,22,0.9%,27,0.8%,54,4.6%,93,13.0%,7,9.9%,0,0.0%,39,20.0%
Grant Hill,34.1,ORL,Forward,142,0,0.0%,8,0.7%,69,2.7%,23,1.8%,69,14.4%,0,0.0%,54,20.0%
Kirk Hinrich,25.8,CHI,Combo,361,55,0.5%,9,1.0%,36,4.1%,45,1.3%,100,11.2%,0,0.0%,82,3.3%
Robert Horry,36.2,SAS,Big,357,90,3.5%,66,1.4%,73,3.6%,7,4.4%,39,14.7%,88,9.5%,44,22.2%
Dwight Howard,20.9,ORL,Big,167,41,1.4%,17,0.6%,83,3.3%,90,12.0%,98,26.1%,0,0.0%,83,42.9%
Josh Howard,26.5,DAL,Wing,247,78,1.1%,93,2.3%,63,3.3%,93,6.3%,96,18.3%,0,0.0%,78,21.1%
Juwan Howard,33.7,HOU,Big,154,0,0.0%,54,1.3%,80,3.3%,29,6.7%,27,12.8%,0,0.0%,51,25.0%
Larry Hughes,27.8,CLE,Combo,637,91,0.7%,100,1.9%,82,2.4%,55,1.4%,91,10.7%,91,2.6%,64,2.1%
Lindsey Hunter,35.9,DET,Point,118,56,0.5%,94,2.5%,0,8.0%,50,1.7%,17,5.3%,0,0.0%,89,11.1%
Zydrunas Ilgauskas,31.4,CLE,Big,647,46,1.5%,20,0.7%,63,4.0%,80,11.2%,85,21.8%,68,2.9%,41,21.1%
Allen Iverson,31.4,DEN,Combo,222,0,0.0%,45,1.5%,100,1.9%,0,0.0%,0,1.4%,0,0.0%,0,0.0%
Stephen Jackson,28.6,GSW,Wing,451,74,0.9%,89,2.2%,59,3.4%,7,1.4%,11,7.5%,0,0.0%,52,9.7%
LeBron James,21.8,CLE,Wing,889,67,0.7%,78,1.8%,81,1.8%,67,3.3%,89,16.3%,0,0.0%,59,11.8%
Antawn Jamison,30.4,WAS,Forward,172,69,1.3%,0,0.5%,62,2.7%,85,7.4%,92,17.1%,0,0.0%,54,20.0%
Richard Jefferson,26.4,BKN,Forward,487,38,0.6%,23,0.9%,100,1.5%,8,1.0%,54,12.0%,0,0.0%,100,40.7%
Damon Jones,30.2,CLE,Combo,136,0,0.0%,0,0.0%,55,3.6%,18,0.8%,27,6.7%,0,0.0%,0,0.0%
James Jones,26.1,PHX,Wing,160,59,0.7%,11,0.6%,74,2.8%,48,2.1%,30,8.4%,0,0.0%,0,0.0%
Jason Kidd,33.6,BKN,Point,483,89,0.6%,67,2.2%,50,3.0%,100,5.6%,100,23.4%,0,0.0%,100,19.2%
Andrei Kirilenko,25.7,UTA,Wing,521,100,4.2%,59,1.3%,33,4.1%,85,5.7%,52,11.8%,93,6.1%,70,18.4%
Shawn Marion,28.5,PHX,Forward,454,92,2.2%,69,1.6%,77,2.7%,69,6.7%,100,18.0%,0,0.0%,77,25.0%
Donyell Marshall,33.5,CLE,Big,201,24,1.0%,24,0.7%,12,6.8%,12,4.5%,29,13.4%,98,18.8%,46,22.7%
Jason Maxiell,23.7,DET,Big,131,93,4.0%,46,1.1%,10,6.9%,46,8.6%,44,15.2%,0,0.0%,20,13.3%
Antonio McDyess,32.2,DET,Big,348,68,2.4%,68,1.5%,2,7.3%,88,12.0%,68,18.2%,0,0.0%,93,50.0%
Tracy McGrady,27.4,HOU,Wing,279,81,1.2%,22,0.9%,89,1.7%,41,2.0%,78,14.0%,0,0.0%,63,13.3%
Darko Milicic,21.4,ORL,Big,114,63,2.0%,7,0.4%,66,3.8%,83,11.4%,0,5.9%,0,0.0%,32,18.2%
Paul Millsap,21.7,UTA,Big,247,66,2.2%,73,1.6%,24,6.0%,100,15.3%,46,15.6%,90,10.5%,51,25.0%
Yao Ming,26.1,HOU,Big,259,34,1.1%,0,0.2%,76,3.5%,71,10.6%,73,19.2%,0,0.0%,59,30.0%
Mikki Moore,31.0,BKN,Big,393,29,1.0%,51,1.2%,44,5.1%,32,7.1%,12,10.9%,0,0.0%,22,14.3%
Ronald Murray,27.3,DET,Combo,124,64,0.5%,73,1.6%,27,4.5%,64,1.8%,45,6.9%,0,0.0%,0,0.0%
Bostjan Nachbar,26.3,BKN,Forward,273,8,0.2%,62,1.2%,31,4.3%,31,2.3%,38,10.0%,0,0.0%,69,23.8%
Steve Nash,32.7,PHX,Point,412,28,0.1%,0,0.4%,78,2.1%,28,1.1%,44,7.7%,0,0.0%,50,3.6%
Jameer Nelson,24.7,ORL,Point,129,0,0.0%,28,1.1%,6,6.7%,89,3.8%,33,7.1%,0,0.0%,78,8.3%
Andres Nocioni,26.9,CHI,Wing,189,93,1.5%,4,0.5%,4,5.7%,33,1.8%,93,16.9%,0,0.0%,85,23.1%
Dirk Nowitzki,28.4,DAL,Big,237,61,1.8%,93,2.0%,90,3.1%,76,11.1%,49,16.7%,0,0.0%,83,42.9%
Shaquille O'Neal,34.7,MIA,Big,120,78,2.8%,5,0.4%,78,3.5%,98,14.4%,66,17.8%,0,0.0%,0,0.0%
Fabricio Oberto,31.6,SAS,Big,414,15,0.5%,22,0.7%,27,5.9%,85,11.5%,24,12.4%,71,3.6%,63,32.3%
Lamar Odom,27.0,LAL,Big,191,59,1.6%,12,0.5%,85,3.2%,63,10.3%,90,23.2%,0,0.0%,93,50.0%
Mehmet Okur,27.4,UTA,Big,584,51,1.5%,88,1.9%,51,4.7%,27,6.7%,56,17.3%,80,6.1%,37,19.5%
Anthony Parker,31.4,TOR,Wing,239,41,0.5%,81,1.9%,56,3.5%,19,1.5%,70,13.5%,0,0.0%,37,7.7%
Tony Parker,24.5,SAS,Point,746,0,0.0%,44,1.4%,94,1.6%,67,1.9%,50,7.8%,83,3.8%,0,0.0%
Sasha Pavlovic,23.0,CLE,Wing,611,44,0.5%,67,1.5%,26,4.3%,37,1.8%,0,6.0%,89,5.3%,63,13.3%
Morris Peterson,29.2,TOR,Wing,183,63,0.7%,7,0.5%,11,4.8%,52,2.6%,74,13.9%,100,14.3%,89,25.0%
Mickael Pietrus,24.7,GSW,Forward,203,100,2.5%,46,1.1%,0,6.4%,77,7.2%,77,14.7%,0,0.0%,38,10.5%
James Posey,29.8,MIA,Wing,136,96,1.7%,96,2.4%,0,5.9%,4,0.9%,100,21.1%,0,0.0%,100,75.0%
Tayshaun Prince,26.7,DET,Wing,660,33,0.4%,37,1.0%,78,2.1%,74,4.4%,44,10.9%,85,4.5%,81,21.3%
Jason Richardson,25.8,GSW,Wing,426,56,0.6%,63,1.4%,52,3.5%,89,5.9%,63,12.5%,78,2.5%,22,3.4%
Eric Snow,33.5,CLE,Point,241,61,0.5%,78,2.2%,22,4.4%,83,2.7%,67,9.4%,89,5.6%,0,0.0%
Jerry Stackhouse,32.0,DAL,Wing,168,22,0.3%,30,1.0%,85,1.8%,59,2.9%,41,10.6%,0,0.0%,56,10.0%
DeShawn Stevenson,25.6,WAS,Wing,122,85,1.4%,19,0.8%,93,1.6%,15,1.5%,15,7.5%,0,0.0%,0,0.0%
Amar'e Stoudemire,24.0,PHX,Big,342,85,2.9%,80,1.7%,61,4.1%,59,9.6%,95,25.1%,0,0.0%,68,34.6%
Jason Terry,29.1,DAL,Point,229,67,0.5%,11,0.8%,72,2.1%,22,0.9%,11,5.0%,94,6.7%,61,5.6%
Kurt Thomas,34.1,PHX,Big,205,71,2.4%,59,1.4%,37,5.7%,15,5.0%,80,20.6%,0,0.0%,56,27.3%
Tyrus Thomas,20.2,CHI,Big,105,76,2.8%,100,2.6%,7,6.9%,66,10.4%,34,14.6%,85,9.1%,98,62.5%
Hedo Turkoglu,27.6,ORL,Wing,155,89,1.5%,74,1.6%,15,4.5%,26,1.7%,26,8.3%,0,0.0%,37,7.7%
Anderson Varejao,24.1,CLE,Big,443,44,1.4%,98,2.3%,41,5.1%,78,11.2%,41,14.7%,0,0.0%,80,41.7%
Jacque Vaughn,31.7,SAS,Point,192,0,0.0%,6,0.7%,11,5.4%,6,0.5%,0,3.4%,0,0.0%,61,5.6%
Dwyane Wade,24.8,MIA,Combo,161,82,0.7%,36,1.4%,91,2.3%,100,4.3%,64,8.5%,100,5.6%,0,0.0%
Ben Wallace,32.1,CHI,Big,369,73,2.6%,90,1.9%,100,2.3%,49,8.8%,63,17.8%,73,3.8%,49,23.1%
Rasheed Wallace,32.1,DET,Big,571,83,2.9%,76,1.6%,39,5.2%,5,3.7%,76,19.5%,66,2.4%,27,16.0%
Luke Walton,26.6,LAL,Forward,127,31,0.4%,92,2.4%,23,4.5%,62,4.1%,31,9.8%,100,50.0%,46,16.7%
Chris Webber,33.7,DET,Big,403,39,1.3%,83,1.7%,34,5.7%,68,10.5%,51,16.8%,0,0.0%,66,33.3%
Deron Williams,22.3,UTA,Point,654,44,0.3%,50,1.8%,44,3.1%,44,1.5%,83,11.1%,0,0.0%,56,4.2%
Jason Williams,31.0,MIA,Point,110,78,0.5%,72,2.2%,67,2.2%,0,0.0%,39,7.4%,0,0.0%,0,0.0%
Antoine Wright,22.7,BKN,Forward,149,85,1.6%,38,1.0%,46,3.9%,46,3.2%,46,11.8%,0,0.0%,0,0.0%
