Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Hedo Turkoglu,32.6,ORL,Wing,1648,53,0.6%,41,1.2%,28,3.6%,22,1.5%,61,10.7%,73,2.1%,72,15.5%
Evan Turner,23.0,PHI,Wing,1631,63,0.6%,25,1.1%,52,3.0%,31,1.8%,100,20.8%,0,0.0%,97,27.2%
Jeremy Tyler,20.4,GSW,Big,537,54,2.0%,62,1.3%,14,6.1%,50,8.9%,33,15.2%,57,3.7%,45,27.6%
Ekpe Udoh,24.5,GSW,Big,817,96,4.4%,65,1.4%,15,6.0%,34,7.7%,2,9.6%,44,2.7%,23,22.2%
Ekpe Udoh,24.5,MIL,Big,443,93,4.2%,63,1.3%,32,5.0%,55,9.1%,26,14.5%,0,0.0%,0,0.0%
Beno Udrih,29.3,MIL,Point,995,16,0.1%,39,1.5%,63,2.7%,88,2.8%,22,7.2%,0,0.0%,38,2.0%
Ben Uzoh,23.6,TOR,Point,349,77,0.5%,77,2.2%,30,3.8%,100,5.4%,95,13.0%,0,0.0%,0,0.0%
Anderson Varejao,29.1,CLE,Big,782,25,1.2%,93,2.0%,83,3.2%,97,13.6%,93,22.8%,96,12.5%,88,41.8%
Greivis Vasquez,24.8,NOP,Combo,1658,29,0.3%,62,1.7%,67,2.9%,44,1.6%,69,9.4%,0,0.0%,60,3.8%
Jan Vesely,21.5,WAS,Big,1033,43,1.7%,85,1.7%,16,6.0%,61,9.5%,27,14.6%,53,3.3%,12,17.7%
Charlie Villanueva,27.2,DET,Forward,136,29,0.8%,69,1.6%,4,6.3%,79,6.1%,100,19.0%,0,0.0%,100,50.0%
Nikola Vucevic,21.0,PHI,Big,758,62,2.3%,48,1.2%,17,6.0%,70,10.5%,66,18.5%,44,2.7%,44,27.3%
Dwyane Wade,29.8,MIA,Wing,1616,98,2.1%,91,2.3%,61,2.7%,91,5.4%,54,10.2%,0,0.0%,24,5.1%
Von Wafer,26.3,ORL,Wing,404,21,0.3%,34,1.2%,72,2.4%,6,0.8%,30,8.3%,0,0.0%,54,10.3%
Henry Walker,24.1,NYK,Wing,595,53,0.6%,53,1.4%,1,5.5%,28,1.6%,79,11.9%,0,0.0%,89,22.7%
Kemba Walker,21.5,CHA,Combo,1683,73,0.6%,44,1.5%,98,2.0%,47,1.7%,96,12.2%,69,1.0%,69,5.4%
John Wall,21.2,WAS,Point,2374,100,1.3%,58,1.8%,92,2.1%,64,2.1%,89,11.2%,70,0.7%,56,3.1%
Ben Wallace,37.1,DET,Big,921,79,3.1%,99,2.5%,91,2.8%,47,8.8%,86,21.1%,35,1.8%,70,32.6%
Gerald Wallace,29.3,BKN,Forward,570,58,1.0%,77,1.8%,75,2.7%,38,3.9%,85,16.0%,92,6.7%,4,7.7%
Gerald Wallace,29.3,POR,Forward,1496,38,0.9%,85,1.9%,71,2.7%,56,4.6%,52,13.7%,0,0.0%,75,24.2%
Luke Walton,31.6,CLE,Big,235,1,0.2%,0,0.0%,20,5.7%,1,2.5%,4,10.3%,0,0.0%,7,15.4%
Hakim Warrick,29.3,PHX,Forward,430,4,0.2%,8,0.9%,88,2.3%,85,6.7%,35,12.5%,0,0.0%,27,13.3%
CJ Watson,27.5,CHI,Point,1138,66,0.4%,50,1.7%,36,3.5%,55,1.8%,30,7.4%,0,0.0%,0,0.0%
Earl Watson,32.4,UTA,Point,1010,97,1.2%,81,2.3%,16,4.4%,95,3.2%,80,10.1%,0,0.0%,28,1.5%
Martell Webster,24.9,MIN,Wing,1136,72,0.8%,39,1.2%,50,3.0%,77,3.7%,66,10.9%,84,3.1%,52,10.0%
David West,31.2,IND,Big,1922,30,1.3%,55,1.2%,79,3.4%,18,6.3%,41,15.6%,66,4.6%,17,20.7%
Delonte West,28.3,DAL,Combo,1039,71,0.6%,89,2.6%,71,2.7%,29,1.2%,51,8.7%,84,1.9%,33,1.6%
Russell Westbrook,23.0,OKC,Point,2327,73,0.5%,72,2.1%,86,2.2%,98,4.6%,45,8.4%,89,2.4%,78,5.9%
DJ White,25.2,CHA,Big,978,24,1.2%,9,0.6%,63,4.0%,9,5.1%,29,14.7%,64,4.3%,19,20.8%
Chris Wilcox,29.2,BOS,Big,478,21,1.0%,44,1.1%,17,6.0%,47,8.7%,49,16.4%,60,4.0%,81,37.0%
Damien Wilkins,31.8,DET,Wing,792,75,0.8%,65,1.6%,8,4.5%,44,2.4%,29,8.3%,72,2.0%,52,10.0%
Deron Williams,27.3,BKN,Point,1992,80,0.6%,44,1.5%,77,2.4%,27,1.2%,64,9.1%,0,0.0%,27,1.5%
Derrick Williams,20.4,MIN,Forward,1377,71,1.2%,19,0.9%,79,2.5%,73,5.5%,79,15.7%,69,3.4%,88,28.4%
Jordan Williams,21.1,BKN,Big,574,31,1.3%,53,1.2%,65,4.0%,74,10.7%,32,15.1%,50,3.0%,6,14.8%
Lou Williams,25.0,PHI,Point,1626,86,0.6%,34,1.4%,83,2.3%,48,1.7%,42,8.0%,77,1.1%,0,0.0%
Marvin Williams,25.4,ATL,Forward,1454,21,0.7%,52,1.4%,83,2.5%,63,5.1%,67,14.3%,94,7.6%,83,25.7%
Mo Williams,28.9,LAC,Combo,1444,36,0.3%,49,1.6%,60,3.0%,51,1.7%,4,5.5%,0,0.0%,93,9.9%
Reggie Williams,25.1,CHA,Wing,673,14,0.2%,37,1.2%,88,2.1%,79,3.9%,49,9.8%,0,0.0%,16,3.3%
Shawne Williams,25.7,BKN,Forward,479,79,1.3%,21,0.9%,44,3.5%,44,4.2%,10,10.6%,0,0.0%,27,13.3%
Shelden Williams,28.0,BKN,Big,1262,43,1.7%,86,1.7%,30,5.1%,83,11.7%,55,17.0%,34,1.7%,39,25.3%
Terrence Williams,24.3,HOU,Forward,142,8,0.4%,42,1.3%,13,4.7%,2,0.8%,92,16.4%,0,0.0%,90,30.0%
Terrence Williams,24.3,SAC,Wing,355,79,0.9%,84,2.0%,87,2.1%,70,3.3%,98,16.1%,0,0.0%,70,14.8%
Metta World Peace,32.0,LAL,Wing,1715,76,0.8%,78,1.9%,33,3.4%,86,4.2%,28,8.3%,99,6.9%,13,2.8%
Brandan Wright,24.1,DAL,Big,737,96,4.3%,64,1.3%,69,3.7%,52,8.9%,17,13.1%,0,0.0%,12,17.5%
Chris Wright,23.1,GSW,Forward,142,96,2.6%,35,1.2%,17,4.6%,98,10.7%,27,11.9%,96,8.3%,15,11.1%
Dorell Wright,25.9,GSW,Wing,1646,77,0.8%,66,1.6%,64,2.6%,78,3.8%,85,12.6%,70,1.9%,93,25.7%
Jianlian Yi,24.0,DAL,Big,142,48,1.8%,9,0.6%,34,4.9%,16,5.9%,24,14.0%,98,14.3%,100,71.4%
Nick Young,26.4,LAC,Wing,502,67,0.7%,47,1.3%,11,4.3%,39,2.1%,3,4.7%,0,0.0%,54,10.3%
Nick Young,26.4,WAS,Wing,1197,45,0.5%,26,1.1%,55,2.9%,25,1.5%,3,5.8%,74,2.1%,61,12.3%
Sam Young,26.4,MEM,Wing,192,54,0.6%,97,2.6%,66,2.6%,97,6.8%,50,9.8%,0,0.0%,99,30.8%
Sam Young,26.4,PHI,Wing,120,84,1.0%,90,2.3%,79,2.3%,88,4.6%,67,11.1%,0,0.0%,100,40.0%
Thaddeus Young,23.4,PHI,Big,1720,30,1.3%,87,1.8%,85,3.2%,45,8.7%,3,10.2%,0,0.0%,9,16.7%
