Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Will Barton,24.8,DEN,Wing,2284,47,49.1%,53,47.4%,45,34.7%,43,80.2%,86,49%,75,46%,90,27%,87,80%
Brandon Bass,30.5,LAL,Big,1287,71,55.3%,71,55.3%,0,0.0%,94,84.5%,25,77%,13,78%,46,74%,0,0%
Nicolas Batum,26.9,CHA,Wing,2434,58,50.6%,68,49.0%,46,34.9%,74,84.9%,75,56%,73,46%,66,40%,90,78%
Jerryd Bayless,27.2,MIL,Combo,1481,95,54.3%,20,40.7%,92,44.4%,30,78.4%,11,67%,69,27%,18,48%,29,90%
Aron Baynes,28.9,DET,Big,1177,42,50.7%,44,50.8%,0,0.0%,73,77.4%,36,75%,41,70%,24,84%,0,0%
Kent Bazemore,26.3,ATL,Wing,2068,64,51.9%,72,50.0%,64,36.3%,47,81.2%,54,67%,51,55%,54,46%,49,93%
Bradley Beal,22.3,WAS,Wing,1695,67,52.1%,61,48.3%,78,39.5%,32,76.6%,82,54%,68,48%,73,38%,87,80%
Michael Beasley,26.8,HOU,Big,355,57,52.7%,61,52.8%,0,33.3%,74,78.3%,88,58%,75,58%,84,57%,47,100%
Marco Belinelli,29.6,SAC,Wing,1659,23,46.5%,34,45.5%,22,31.3%,66,83.3%,12,84%,9,75%,8,82%,58,91%
Patrick Beverley,27.3,HOU,Point,2021,92,54.0%,64,46.8%,85,40.4%,20,71.3%,0,59%,23,38%,11,32%,28,84%
Bismack Biyombo,23.2,TOR,Big,1799,68,54.5%,68,54.5%,0,0.0%,25,62.7%,44,74%,27,74%,55,70%,0,0%
Nemanja Bjelica,27.5,MIN,Big,1012,80,56.6%,65,54.0%,87,39.2%,37,69.6%,30,76%,57,64%,50,71%,93,89%
Tarik Black,23.9,LAL,Big,432,85,57.8%,84,57.8%,0,0.0%,0,34.3%,47,73%,18,77%,97,40%,0,0%
DeJuan Blair,26.5,WAS,Big,175,13,44.2%,15,44.2%,0,0.0%,0,36.4%,15,83%,5,85%,31,80%,0,0%
Steve Blake,35.7,DET,Point,919,93,54.7%,67,46.9%,75,39.4%,0,84.6%,15,49%,87,12%,33,24%,54,71%
Eric Bledsoe,25.9,PHX,Combo,1055,71,50.8%,78,48.3%,71,38.4%,47,80.2%,98,22%,85,22%,98,8%,98,48%
Bojan Bogdanovic,26.5,BKN,Wing,2066,63,51.9%,55,47.6%,74,38.0%,72,84.0%,35,72%,25,68%,62,43%,54,92%
Andrew Bogut,30.9,GSW,Big,1449,96,62.9%,95,62.6%,0,100.0%,5,48.0%,32,76%,22,75%,29,82%,100,0%
Matt Bonner,35.6,SAS,Big,129,99,68.8%,100,76.9%,99,42.1%,0,50.0%,6,89%,0,100%,50,71%,47,100%
Devin Booker,19.0,PHX,Wing,2064,40,48.4%,43,46.6%,43,34.5%,73,84.8%,81,54%,60,51%,69,39%,91,78%
Trevor Booker,27.9,UTA,Big,1612,44,50.9%,50,51.5%,31,30.8%,32,66.7%,79,63%,68,60%,79,60%,47,100%
Chris Bosh,31.6,MIA,Big,1769,50,52.0%,44,50.8%,66,36.5%,80,79.5%,61,69%,87,54%,67,66%,79,98%
Avery Bradley,24.9,BOS,Combo,2518,85,51.8%,89,50.4%,59,36.0%,28,77.7%,5,73%,7,65%,5,65%,25,91%
Elton Brand,36.6,PHI,Big,224,6,42.3%,8,42.9%,0,0.0%,0,88.9%,8,87%,84,56%,1,100%,0,0%
Corey Brewer,29.7,HOU,Forward,1624,14,45.2%,32,46.0%,15,29.4%,60,75.8%,26,77%,18,75%,49,54%,61,95%
Aaron Brooks,30.8,CHI,Point,1065,34,46.4%,25,42.3%,44,35.1%,52,77.6%,85,25%,92,10%,85,8%,79,58%
Anthony Brown,23.1,LAL,Wing,500,7,41.8%,5,36.8%,18,30.0%,0,80.0%,11,84%,9,75%,30,60%,0,100%
Markel Brown,23.8,BKN,Wing,892,27,47.0%,32,45.3%,33,33.0%,25,75.3%,64,62%,61,51%,39,53%,76,85%
Kobe Bryant,37.2,LAL,Wing,1858,8,41.9%,11,41.0%,12,28.5%,57,82.6%,93,45%,87,35%,84,32%,98,69%
Chase Budinger,27.4,IND,Wing,691,25,46.6%,58,47.7%,16,29.7%,14,72.1%,32,72%,37,62%,18,69%,36,95%
Chase Budinger,27.4,PHX,Wing,191,86,54.8%,99,68.0%,3,23.5%,0,62.5%,55,67%,44,59%,0,0%,0,100%
Reggie Bullock,24.6,DET,Wing,373,96,58.4%,39,45.9%,95,45.7%,0,90.9%,16,82%,9,75%,58,44%,0,100%
Trey Burke,23.0,UTA,Point,1319,51,48.8%,54,46.0%,46,35.1%,65,80.3%,34,40%,79,16%,72,13%,18,90%
Alec Burks,24.3,UTA,Combo,793,33,46.2%,22,40.9%,88,42.7%,21,75.5%,78,33%,82,22%,53,26%,87,63%
Caron Butler,35.6,SAC,Wing,170,22,46.4%,89,53.8%,1,18.8%,0,83.3%,39,71%,99,0%,17,70%,0,100%
Jimmy Butler,26.1,CHI,Wing,2469,45,48.8%,67,49.0%,27,32.0%,65,83.2%,89,48%,59,51%,79,35%,97,71%
Rasual Butler,36.4,SAS,Wing,277,97,59.0%,100,69.7%,30,32.4%,0,69.2%,27,74%,54,55%,20,67%,0,100%
Jose Calderon,34.1,NYK,Point,2017,95,55.2%,82,49.6%,90,41.4%,91,87.5%,8,53%,28,34%,23,29%,21,87%
Kentavious Caldwell-Pope,22.7,DET,Wing,2777,39,48.3%,66,48.8%,25,31.5%,45,81.1%,74,58%,47,57%,72,39%,80,85%
Isaiah Canaan,24.4,PHI,Combo,1934,51,48.5%,7,35.5%,65,36.6%,70,83.7%,15,65%,25,45%,31,38%,64,75%
Clint Capela,21.5,HOU,Big,1440,86,58.3%,84,58.3%,0,0.0%,1,38.0%,67,68%,48,68%,63,67%,0,0%
DeMarre Carroll,29.3,TOR,Forward,786,32,47.6%,7,38.8%,79,39.0%,4,60.0%,51,72%,70,56%,56,52%,53,96%
Vince Carter,38.8,MEM,Wing,948,32,47.5%,13,41.9%,56,35.7%,55,82.3%,48,68%,64,49%,54,45%,38,95%
Michael Carter-Williams,24.1,MIL,Point,1637,36,46.7%,69,47.3%,6,27.5%,11,64.6%,41,39%,10,42%,20,30%,39,79%
Omri Casspi,27.4,SAC,Forward,1861,93,56.9%,82,53.8%,90,40.5%,22,65.2%,47,73%,33,68%,42,59%,82,86%
Willie Cauley-Stein,22.2,SAC,Big,1378,81,56.7%,80,57.0%,0,0.0%,29,64.7%,28,76%,12,79%,60,68%,0,0%
Mario Chalmers,29.5,MEM,Combo,1203,40,47.4%,53,45.8%,41,33.6%,60,82.6%,76,34%,87,20%,80,18%,62,76%
Mario Chalmers,29.5,MIA,Combo,117,2,35.0%,49,45.0%,0,10.0%,0,92.3%,84,30%,100,0%,16,50%,0,100%
Tyson Chandler,33.1,PHX,Big,1614,87,58.3%,85,58.3%,0,0.0%,24,62.0%,72,66%,53,65%,31,80%,0,0%
Ian Clark,24.7,GSW,Combo,454,75,51.0%,67,47.1%,67,37.3%,0,72.2%,9,69%,11,59%,20,46%,20,95%
Jordan Clarkson,23.4,LAL,Wing,2514,43,48.7%,46,46.8%,55,35.5%,41,80.0%,96,41%,85,36%,92,25%,93,76%
Norris Cole,27.0,NOP,Combo,1176,22,44.0%,35,42.7%,31,32.7%,53,82.0%,71,37%,60,32%,65,23%,27,91%
Darren Collison,28.2,SAC,Combo,2199,96,54.8%,95,52.0%,82,41.7%,84,86.2%,51,45%,15,51%,84,18%,58,77%
Nick Collison,35.0,OKC,Big,618,20,46.7%,30,47.8%,0,0.0%,34,68.8%,74,65%,98,42%,1,100%,0,0%
Mike Conley,28.1,MEM,Point,1750,43,48.3%,34,44.9%,67,37.1%,74,83.7%,31,41%,54,24%,16,31%,41,78%
Chris Copeland,31.6,MIL,Forward,100,5,41.9%,30,45.5%,10,26.9%,0,100.0%,4,92%,12,75%,4,100%,0,100%
DeMarcus Cousins,25.2,SAC,Big,2240,25,47.9%,27,47.3%,46,33.8%,46,71.8%,86,60%,85,55%,88,56%,47,100%
Robert Covington,24.9,PHI,Forward,1864,51,50.1%,19,44.6%,58,35.1%,73,79.1%,21,80%,63,58%,86,38%,56,95%
Allen Crabbe,23.6,POR,Wing,2061,88,54.9%,76,50.7%,86,40.6%,83,86.4%,13,84%,13,75%,11,78%,29,96%
Jamal Crawford,35.6,LAC,Wing,2054,34,47.8%,28,44.3%,58,35.7%,95,90.0%,95,41%,95,26%,91,26%,95,75%
Jae Crowder,25.3,BOS,Forward,2297,67,52.1%,77,53.3%,46,33.7%,87,82.3%,16,82%,16,75%,19,78%,60,95%
Dante Cunningham,28.5,NOP,Forward,1942,65,52.1%,89,54.9%,33,32.2%,38,69.5%,7,90%,5,87%,18,83%,0,100%
Jared Cunningham,24.4,CLE,Combo,270,20,44.0%,13,38.7%,37,33.3%,0,60.0%,2,86%,5,73%,0,100%,0,100%
Seth Curry,25.2,SAC,Combo,651,100,56.0%,45,44.8%,96,45.1%,72,84.3%,20,61%,29,44%,22,45%,55,78%
Stephen Curry,27.6,GSW,Point,2694,98,62.9%,98,56.6%,100,45.7%,100,90.8%,18,47%,18,40%,8,33%,82,57%
Troy Daniels,24.3,CHA,Wing,384,99,59.6%,16,42.0%,96,45.8%,0,40.0%,3,91%,9,75%,7,82%,32,95%
Anthony Davis,22.6,NOP,Big,2156,42,50.8%,45,51.1%,37,32.4%,65,75.7%,42,74%,35,71%,43,74%,85,94%
Ed Davis,26.4,POR,Big,1661,93,61.0%,92,61.0%,0,0.0%,13,55.5%,90,58%,78,57%,71,64%,0,0%
DeMar DeRozan,26.2,TOR,Wing,2799,24,46.5%,38,45.8%,52,35.3%,75,85.0%,99,30%,88,34%,96,19%,84,83%
Dewayne Dedmon,26.2,ORL,Big,617,76,56.1%,76,56.1%,0,0.0%,58,74.3%,21,79%,7,83%,58,70%,0,0%
Bryce Dejean-Jones,23.2,NOP,Wing,270,41,48.5%,29,44.4%,54,35.5%,0,52.4%,76,56%,61,50%,96,17%,85,82%
Matthew Dellavedova,25.1,CLE,Point,1806,75,50.6%,16,41.5%,87,40.4%,93,88.7%,3,56%,25,36%,15,31%,33,83%
Luol Deng,30.5,MIA,Forward,2363,61,51.7%,68,51.6%,54,34.5%,56,75.3%,53,72%,60,59%,28,69%,0,100%
Boris Diaw,33.5,SAS,Big,1305,75,56.1%,78,56.4%,67,36.5%,74,78.3%,95,55%,82,56%,98,38%,47,100%
Gorgui Dieng,25.8,MIN,Big,2199,63,53.5%,64,53.9%,21,27.8%,90,82.4%,51,72%,44,69%,44,74%,47,100%
Spencer Dinwiddie,22.6,DET,Point,138,7,37.2%,21,42.1%,0,11.1%,2,57.6%,98,12%,93,10%,56,17%,100,0%
Toney Douglas,29.6,NOP,Combo,1195,69,50.6%,29,42.3%,80,40.5%,88,86.8%,35,53%,35,42%,33,38%,78,69%
Goran Dragic,29.5,MIA,Point,2331,80,51.0%,97,52.5%,17,30.7%,22,72.2%,56,33%,38,30%,51,19%,46,77%
Andre Drummond,22.2,DET,Big,2661,53,52.2%,55,52.3%,0,0.0%,1,35.6%,96,53%,90,53%,90,55%,0,0%
Jared Dudley,30.3,WAS,Big,2038,87,58.6%,68,54.5%,97,41.9%,54,73.2%,3,93%,16,77%,13,93%,47,100%
Tim Duncan,39.5,SAS,Big,1532,31,48.9%,35,49.0%,0,0.0%,40,70.2%,62,68%,34,71%,67,65%,0,0%
Mike Dunleavy,35.1,CHI,Wing,702,62,51.6%,19,42.7%,79,39.8%,40,78.4%,5,88%,4,81%,34,57%,0,100%
Kevin Durant,27.1,OKC,Forward,2561,96,57.5%,91,56.8%,81,39.0%,100,89.7%,88,55%,42,63%,77,43%,98,64%
Cleanthony Early,24.5,NYK,Forward,141,2,32.9%,0,30.4%,0,25.0%,0,75.0%,56,70%,54,60%,58,50%,0,100%
Jarell Eddie,24.0,WAS,Wing,100,3,39.8%,1,30.8%,14,29.0%,0,100.0%,2,92%,0,0%,11,75%,0,100%
Wayne Ellington,27.9,BKN,Wing,1590,32,47.5%,14,41.9%,59,35.8%,78,85.7%,39,71%,27,67%,41,52%,68,88%
Monta Ellis,30.0,IND,Combo,2722,42,47.4%,69,47.2%,22,31.6%,35,79.3%,82,32%,67,28%,85,17%,73,72%
James Ennis,25.3,NOP,Wing,281,100,62.0%,82,52.0%,100,48.0%,0,79.2%,20,80%,15,74%,20,67%,69,88%
Tyler Ennis,21.2,MIL,Point,585,49,48.8%,79,48.1%,27,33.3%,0,70.8%,26,43%,11,42%,36,21%,3,100%
Jeremy Evans,28.0,DAL,Big,182,73,55.7%,89,60.0%,0,30.0%,0,70.0%,1,94%,1,92%,1,100%,47,100%
Tyreke Evans,26.1,NOP,Combo,764,55,48.9%,47,45.0%,76,39.8%,40,79.6%,89,29%,93,19%,51,26%,95,55%
Festus Ezeli,26.0,GSW,Big,738,64,54.1%,67,54.1%,0,0.0%,9,53.2%,18,81%,5,83%,69,65%,0,0%
Kenneth Faried,25.9,DEN,Big,1689,74,55.8%,74,55.7%,0,50.0%,21,60.9%,62,69%,49,67%,40,75%,47,100%
Jordan Farmar,28.9,MEM,Point,290,70,50.0%,70,47.3%,54,35.6%,0,100.0%,77,29%,30,33%,92,7%,92,44%
Derrick Favors,24.3,UTA,Big,1976,49,51.7%,51,51.8%,0,0.0%,42,70.8%,75,65%,68,60%,54,70%,0,0%
Cristiano Felicio,23.3,CHI,Big,285,82,56.9%,85,58.7%,0,0.0%,65,75.9%,23,78%,24,75%,17,89%,0,0%
Raymond Felton,31.3,DAL,Combo,2158,29,45.6%,64,46.7%,8,28.5%,74,84.4%,80,33%,71,27%,87,15%,60,76%
Evan Fournier,23.0,ORL,Wing,2560,87,54.8%,75,50.5%,84,40.5%,69,83.4%,65,62%,57,52%,76,36%,72,87%
Randy Foye,32.1,DEN,Combo,1036,15,42.9%,18,40.6%,14,30.0%,65,83.0%,53,43%,75,26%,49,28%,84,65%
Randy Foye,32.1,OKC,Combo,519,11,41.8%,5,33.3%,24,32.0%,44,80.0%,33,55%,64,31%,91,14%,51,79%
Tim Frazier,25.0,NOP,Point,462,59,49.4%,48,45.9%,96,43.3%,28,75.0%,70,29%,46,28%,39,21%,85,54%
Tim Frazier,25.0,POR,Point,219,3,37.0%,26,42.4%,0,15.4%,0,53.8%,2,56%,0,71%,25,29%,3,100%
Channing Frye,32.5,CLE,Big,397,92,59.9%,96,63.6%,84,38.8%,0,78.6%,4,90%,69,60%,25,83%,47,100%
Channing Frye,32.5,ORL,Big,751,78,56.5%,43,50.8%,93,39.7%,0,90.5%,4,90%,56,65%,19,88%,47,100%
Danilo Gallinari,27.2,DEN,Forward,1834,30,47.5%,16,43.4%,65,36.9%,98,86.8%,82,59%,86,47%,74,45%,79,88%
Langston Galloway,23.9,NYK,Combo,1966,35,46.3%,24,41.7%,55,35.9%,14,73.6%,24,59%,31,42%,15,51%,36,84%
Kevin Garnett,39.5,MIN,Big,555,22,47.0%,28,47.4%,0,0.0%,0,66.7%,1,94%,6,83%,10,98%,0,0%
Marc Gasol,30.8,MEM,Big,1788,19,46.5%,21,46.3%,0,66.7%,92,83.2%,58,69%,59,63%,52,71%,47,100%
Pau Gasol,35.3,CHI,Big,2288,26,48.0%,31,47.8%,48,33.8%,78,79.2%,63,68%,84,55%,48,73%,84,96%
Rudy Gay,29.2,SAC,Forward,2371,49,50.0%,56,49.5%,56,34.7%,64,78.0%,84,58%,37,66%,82,40%,86,82%
Alonzo Gee,28.4,NOP,Wing,1570,84,54.4%,96,58.5%,10,27.6%,6,66.7%,31,72%,22,69%,33,58%,0,100%
Paul George,25.5,IND,Forward,2810,37,49.3%,21,44.8%,71,37.4%,93,86.1%,96,46%,95,42%,95,25%,95,71%
Taj Gibson,30.4,CHI,Big,1923,56,52.6%,59,52.7%,0,0.0%,42,70.6%,76,64%,72,59%,40,75%,0,0%
Manu Ginobili,38.3,SAS,Wing,1118,83,54.1%,70,49.8%,81,40.2%,58,82.6%,50,68%,33,64%,64,42%,56,91%
Rudy Gobert,23.3,UTA,Big,1925,73,55.8%,75,55.8%,0,0.0%,15,56.9%,81,62%,63,62%,63,67%,0,0%
Drew Gooden,34.1,WAS,Big,275,1,37.9%,8,42.9%,0,20.0%,0,61.5%,96,55%,100,18%,76,62%,47,100%
Archie Goodwin,21.2,PHX,Combo,1026,18,44.0%,60,46.5%,4,22.9%,9,68.1%,67,39%,47,36%,56,25%,67,74%
Aaron Gordon,20.1,ORL,Forward,1803,60,51.4%,75,53.2%,21,30.1%,24,65.2%,79,60%,75,54%,58,50%,42,98%
Eric Gordon,26.9,NOP,Wing,1473,71,52.4%,39,46.3%,76,38.5%,93,88.8%,61,64%,71,46%,66,40%,80,85%
Marcin Gortat,31.7,WAS,Big,2248,81,56.7%,79,56.7%,0,0.0%,41,70.5%,20,79%,7,83%,45,74%,0,0%
Jerami Grant,21.6,PHI,Forward,2020,16,45.3%,46,47.7%,6,24.8%,18,64.9%,46,73%,25,71%,58,50%,0,100%
Jerian Grant,23.1,NYK,Point,1182,18,43.7%,59,46.5%,4,23.6%,48,77.5%,38,39%,20,38%,36,21%,48,76%
Danny Green,28.4,SAS,Wing,2015,44,48.8%,33,45.3%,38,33.8%,20,74.4%,8,86%,31,65%,5,83%,28,97%
Draymond Green,25.7,GSW,Big,2797,70,55.1%,63,53.7%,82,38.8%,39,69.6%,55,70%,58,63%,90,54%,83,96%
Gerald Green,29.8,MIA,Wing,1490,18,45.5%,23,43.1%,30,32.4%,36,77.9%,51,67%,77,43%,32,59%,52,92%
JaMychal Green,25.4,MEM,Big,1343,24,47.2%,28,47.4%,28,30.0%,71,77.0%,68,67%,76,58%,30,82%,47,100%
Jeff Green,29.2,LAC,Forward,631,25,47.3%,35,46.7%,35,32.4%,7,60.3%,89,52%,93,43%,89,30%,0,100%
Jeff Green,29.2,MEM,Forward,1519,33,47.9%,39,46.9%,38,33.1%,76,80.0%,93,48%,79,50%,93,26%,84,83%
Blake Griffin,26.6,LAC,Big,1167,39,50.4%,42,50.4%,40,33.3%,53,72.7%,78,64%,86,54%,47,73%,97,67%
PJ Hairston,22.9,CHA,Wing,931,20,45.8%,25,43.7%,24,31.4%,44,81.0%,7,88%,14,74%,10,79%,20,98%
PJ Hairston,22.9,MEM,Wing,347,4,40.0%,68,49.1%,2,20.7%,0,72.7%,68,60%,80,41%,46,50%,0,100%
Jordan Hamilton,25.1,NOP,Wing,301,42,48.7%,80,51.4%,13,28.9%,0,66.7%,87,49%,75,45%,87,29%,92,77%
Tyler Hansbrough,30.0,CHA,Big,248,12,43.9%,15,43.9%,0,0.0%,33,68.6%,94,56%,89,53%,1,100%,0,0%
Tim Hardaway Jr.,23.6,ATL,Wing,754,75,52.9%,94,55.8%,38,33.6%,89,88.5%,19,81%,20,71%,16,71%,34,95%
James Harden,26.2,HOU,Combo,3118,78,51.3%,85,49.4%,61,36.1%,81,86.0%,85,29%,76,25%,96,8%,96,52%
Maurice Harkless,22.5,POR,Forward,1405,68,52.2%,98,58.1%,13,27.2%,9,60.6%,72,64%,67,57%,84,38%,44,97%
Montrezl Harrell,21.8,HOU,Big,348,96,63.0%,97,63.7%,0,0.0%,8,51.6%,70,67%,55,65%,48,73%,0,0%
Devin Harris,32.7,DAL,Wing,1268,76,52.9%,86,53.2%,42,34.5%,15,72.1%,67,61%,55,53%,83,32%,53,92%
Gary Harris,21.1,DEN,Wing,2416,79,53.7%,91,54.3%,49,35.3%,61,82.8%,33,72%,36,63%,28,62%,33,95%
Tobias Harris,23.3,DET,Big,900,56,52.4%,46,51.2%,75,37.5%,99,92.1%,85,61%,92,49%,89,55%,81,97%
Tobias Harris,23.3,ORL,Forward,1604,58,50.8%,72,52.3%,29,31.3%,71,78.4%,67,65%,58,60%,44,57%,68,91%
Udonis Haslem,35.4,MIA,Big,191,0,37.5%,8,42.9%,0,0.0%,0,76.9%,2,93%,2,88%,1,100%,0,0%
Spencer Hawes,27.5,CHA,Big,1001,18,46.1%,2,41.4%,69,36.8%,92,82.5%,45,74%,67,61%,72,64%,47,100%
Gordon Hayward,25.6,UTA,Wing,2882,48,49.3%,56,47.7%,46,34.7%,53,82.2%,92,45%,74,46%,95,20%,86,80%
Gerald Henderson,27.9,POR,Wing,1390,49,49.3%,49,47.0%,69,37.3%,30,76.4%,70,60%,30,66%,63,43%,31,96%
John Henson,24.8,MIL,Big,931,83,57.0%,81,57.2%,0,0.0%,17,58.4%,37,75%,24,75%,39,76%,0,0%
Mario Hezonja,20.7,ORL,Wing,1324,74,52.6%,78,51.0%,63,36.2%,98,91.2%,53,67%,42,60%,44,51%,71,87%
Roy Hibbert,28.9,LAL,Big,1873,13,44.3%,16,44.5%,0,0.0%,86,80.7%,83,61%,91,53%,61,68%,0,0%
JJ Hickson,27.2,DEN,Big,301,43,50.9%,45,50.9%,0,0.0%,4,45.6%,28,76%,10,80%,73,64%,0,0%
JJ Hickson,27.2,WAS,Big,102,35,50.0%,39,50.0%,0,0.0%,2,40.5%,87,60%,81,56%,40,75%,0,0%
Nene Hilario,33.1,WAS,Big,1077,65,54.4%,70,54.8%,0,0.0%,15,57.4%,76,65%,53,65%,75,63%,0,0%
George Hill,29.5,IND,Point,2517,90,53.1%,61,46.6%,88,41.2%,41,75.8%,10,53%,5,49%,52,18%,34,82%
Jordan Hill,28.3,IND,Big,1486,38,50.1%,40,50.2%,0,0.0%,45,71.8%,92,56%,83,56%,85,57%,0,0%
Solomon Hill,24.6,IND,Forward,807,42,49.7%,54,48.8%,50,34.3%,91,85.4%,68,64%,77,51%,68,46%,0,100%
Darrun Hilliard,22.6,DET,Wing,305,77,53.0%,18,42.3%,97,46.9%,0,65.2%,59,65%,78,42%,30,60%,73,87%
Kirk Hinrich,34.8,CHI,Combo,553,73,50.9%,15,39.3%,86,42.6%,0,93.8%,31,55%,24,45%,29,38%,76,70%
Jrue Holiday,25.4,NOP,Point,1815,56,49.1%,74,47.9%,40,34.7%,78,84.3%,80,28%,44,28%,70,14%,87,52%
Justin Holiday,26.6,ATL,Wing,193,4,40.4%,31,45.0%,5,25.0%,0,50.0%,6,88%,9,75%,9,80%,0,100%
Justin Holiday,26.6,CHI,Combo,485,64,50.0%,16,39.8%,92,44.4%,51,80.8%,4,81%,0,80%,11,53%,0,100%
Ryan Hollins,31.1,MEM,Big,387,95,62.5%,93,62.5%,0,0.0%,22,61.0%,38,75%,36,71%,1,100%,0,0%
Rondae Hollis-Jefferson,20.8,BKN,Forward,602,26,47.3%,42,47.1%,0,33.3%,42,70.6%,75,60%,68,56%,35,64%,93,75%
Richaun Holmes,22.0,PHI,Big,610,67,54.5%,88,59.6%,1,20.6%,39,69.7%,53,71%,39,70%,79,60%,47,100%
Rodney Hood,23.0,UTA,Wing,2533,59,50.6%,52,47.2%,62,36.2%,81,86.0%,94,42%,93,30%,97,16%,94,75%
Al Horford,29.4,ATL,Big,2607,70,54.7%,73,55.7%,51,34.5%,79,79.4%,16,81%,19,77%,34,79%,47,100%
Dwight Howard,29.9,HOU,Big,2272,94,62.3%,95,62.6%,0,0.0%,7,49.2%,53,71%,33,72%,61,68%,0,0%
