Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Jeff Green,29.2,LAC,Forward,154,44,-0.6%,90,+9.9%,76,+5.4%,8,-12.7%,19,-5.1%,72,+7.9%,46,-0.2%,58,+0.4%
Blake Griffin,26.6,LAC,Big,126,61,+1.3%,8,-13.1%,60,+1.2%,94,+15.2%,93,+9.4%,31,-7.9%,46,-0.2%,42,-1.2%
James Harden,26.2,HOU,Combo,192,31,-2.0%,41,-0.9%,5,-15.1%,98,+17.8%,13,-6.4%,14,-13.7%,81,+6.9%,49,-0.4%
Maurice Harkless,22.5,POR,Forward,270,9,-5.3%,62,+3.3%,40,-1.3%,8,-12.5%,8,-7.2%,23,-11.7%,13,-8.8%,9,-9.7%
Devin Harris,32.7,DAL,Wing,117,86,+4.9%,95,+13.5%,62,+2.0%,51,+0.3%,52,+0.5%,46,-2.6%,40,-1.5%,37,-1.7%
Tobias Harris,23.3,DET,Big,156,99,+14.4%,53,+2.6%,80,+6.7%,61,+2.6%,86,+6.0%,62,+3.3%,98,+22.2%,97,+17.9%
Gerald Henderson,27.9,POR,Wing,233,42,-1.1%,50,+1.5%,15,-8.5%,87,+10.6%,62,+1.5%,37,-6.3%,60,+2.2%,53,+0.1%
George Hill,29.5,IND,Point,234,97,+12.2%,96,+13.9%,67,+3.3%,65,+3.8%,77,+3.7%,89,+19.3%,96,+15.4%,97,+15.1%
Solomon Hill,24.6,IND,Forward,195,55,+0.5%,14,-8.9%,18,-6.7%,86,+10.2%,70,+2.8%,61,+2.7%,81,+6.8%,80,+5.9%
Al Horford,29.4,ATL,Big,326,58,+0.6%,98,+20.1%,6,-13.6%,2,-17.7%,2,-15.4%,35,-7.1%,31,-2.8%,25,-3.7%
Dwight Howard,29.9,HOU,Big,176,22,-2.9%,93,+13.2%,47,-0.4%,79,+8.2%,69,+2.7%,3,-41.8%,44,-0.2%,3,-13.7%
Serge Ibaka,26.1,OKC,Big,599,89,+5.2%,66,+3.9%,42,-1.0%,64,+3.2%,63,+1.5%,64,+3.6%,92,+12.8%,92,+9.8%
Andre Iguodala,31.8,GSW,Forward,765,58,+0.7%,36,-1.8%,41,-1.3%,68,+4.3%,60,+1.4%,51,-0.9%,49,0.0%,51,-0.2%
Kyrie Irving,23.6,CLE,Combo,771,63,+1.7%,49,+1.4%,94,+11.1%,99,+18.5%,97,+14.6%,57,+0.6%,26,-3.8%,36,-2.3%
Reggie Jackson,25.5,DET,Point,147,25,-2.7%,85,+8.7%,66,+3.3%,25,-6.3%,47,-0.2%,9,-18.7%,45,-0.2%,8,-11.3%
LeBron James,30.8,CLE,Forward,819,69,+2.5%,71,+5.5%,53,+0.3%,50,+0.1%,54,+0.8%,81,+13.7%,21,-5.7%,48,-0.5%
Al Jefferson,30.8,CHA,Big,168,67,+1.9%,59,+3.0%,72,+4.6%,10,-11.7%,31,-2.4%,62,+3.3%,86,+8.0%,86,+7.3%
Richard Jefferson,35.4,CLE,Forward,338,59,+1.1%,86,+9.0%,64,+2.6%,36,-3.0%,47,-0.3%,24,-10.9%,41,-1.2%,24,-4.2%
Jonas Jerebko,28.7,BOS,Forward,162,93,+6.1%,47,+0.8%,97,+20.7%,39,-2.3%,89,+7.1%,22,-11.7%,91,+12.4%,81,+5.9%
Amir Johnson,28.5,BOS,Big,133,83,+3.9%,99,+20.6%,81,+6.9%,36,-2.6%,61,+1.5%,18,-12.5%,22,-5.6%,18,-6.1%
Joe Johnson,34.3,MIA,Wing,489,86,+4.9%,77,+7.7%,74,+5.1%,64,+3.5%,84,+5.3%,68,+7.3%,33,-2.6%,61,+1.1%
DeAndre Jordan,27.3,LAC,Big,197,43,-0.8%,39,-1.1%,32,-2.9%,69,+4.5%,59,+1.3%,1,-59.0%,57,+1.5%,15,-6.5%
Cory Joseph,24.2,TOR,Combo,437,10,-5.0%,20,-5.2%,33,-2.7%,24,-7.1%,19,-5.1%,54,-0.0%,28,-3.4%,35,-2.6%
Frank Kaminsky,22.6,CHA,Big,184,49,-0.2%,87,+9.2%,31,-3.5%,0,-23.6%,3,-12.5%,91,+20.6%,53,+1.3%,72,+3.8%
Enes Kanter,23.4,OKC,Big,296,39,-1.5%,60,+3.2%,56,+0.6%,40,-2.1%,41,-0.9%,60,+2.0%,8,-10.7%,16,-6.3%
Kyle Korver,34.6,ATL,Wing,315,92,+5.8%,61,+3.2%,3,-17.7%,48,0.0%,4,-9.1%,39,-5.1%,97,+16.4%,95,+12.4%
Courtney Lee,30.1,CHA,Wing,256,74,+2.8%,100,+21.6%,14,-8.9%,27,-5.8%,6,-8.6%,46,-2.6%,29,-3.3%,29,-3.2%
Kawhi Leonard,24.3,SAS,Wing,337,20,-3.0%,80,+8.2%,0,-23.3%,83,+9.1%,8,-7.4%,87,+17.0%,3,-15.8%,25,-4.2%
Damian Lillard,25.3,POR,Point,436,30,-2.1%,5,-14.9%,71,+4.5%,17,-8.5%,24,-3.6%,65,+4.3%,75,+4.7%,73,+4.5%
Jeremy Lin,27.2,CHA,Combo,188,68,+2.2%,70,+5.3%,54,+0.5%,54,+1.1%,64,+1.6%,93,+23.3%,16,-7.2%,27,-3.3%
Shaun Livingston,30.1,GSW,Combo,507,37,-1.6%,56,+2.7%,65,+3.0%,44,-0.9%,58,+1.2%,36,-6.5%,52,+1.2%,47,-0.7%
Kevin Love,27.1,CLE,Big,611,51,+0.0%,8,-12.3%,77,+5.6%,58,+2.5%,79,+4.0%,81,+12.8%,69,+3.7%,83,+6.6%
Kyle Lowry,29.6,TOR,Point,765,96,+11.2%,94,+13.4%,36,-2.1%,85,+9.5%,83,+4.8%,88,+18.5%,85,+7.9%,93,+11.2%
Ian Mahinmi,29.0,IND,Big,171,28,-2.3%,45,+0.5%,49,-0.2%,41,-2.1%,39,-1.4%,12,-16.2%,67,+3.6%,34,-2.6%
Wesley Matthews,29.0,DAL,Wing,173,1,-13.9%,7,-13.2%,9,-11.0%,53,+0.9%,20,-5.1%,86,+15.3%,0,-26.2%,1,-15.9%
CJ McCollum,24.1,POR,Combo,441,87,+5.0%,31,-2.4%,88,+8.8%,31,-4.1%,69,+2.8%,100,+48.1%,43,-0.4%,89,+9.0%
Josh McRoberts,28.7,MIA,Big,121,34,-1.8%,48,+0.9%,43,-0.9%,78,+8.0%,74,+3.2%,20,-12.1%,9,-10.1%,8,-11.1%
Patty Mills,27.2,SAS,Combo,160,46,-0.6%,38,-1.3%,92,+10.0%,4,-13.6%,34,-2.0%,14,-14.4%,80,+6.7%,42,-1.2%
Paul Millsap,30.7,ATL,Big,364,6,-6.1%,9,-12.2%,8,-12.8%,92,+13.4%,50,+0.1%,4,-36.7%,47,-0.2%,33,-2.8%
Marcus Morris,26.2,DET,Wing,143,19,-3.1%,76,+7.5%,90,+9.7%,6,-13.2%,28,-2.6%,2,-48.9%,99,+22.4%,23,-4.4%
Dirk Nowitzki,37.4,DAL,Big,169,98,+14.0%,97,+19.2%,78,+6.1%,97,+16.9%,95,+11.5%,96,+25.7%,66,+3.5%,88,+8.6%
Zaza Pachulia,31.7,DAL,Big,106,17,-3.3%,4,-15.7%,7,-13.3%,45,-0.9%,12,-6.5%,77,+10.7%,93,+13.6%,96,+13.1%
Tony Parker,33.5,SAS,Point,263,32,-1.9%,64,+3.4%,11,-10.4%,95,+15.4%,71,+2.8%,75,+10.1%,2,-16.0%,17,-6.3%
Patrick Patterson,26.6,TOR,Big,582,91,+5.5%,79,+7.9%,84,+7.4%,35,-3.4%,64,+1.6%,50,-1.0%,84,+7.7%,75,+5.1%
Chris Paul,30.5,LAC,Point,124,82,+3.8%,16,-8.1%,25,-4.6%,93,+14.5%,88,+6.8%,80,+12.5%,77,+5.8%,82,+6.5%
Mason Plumlee,25.7,POR,Big,303,45,-0.6%,10,-12.1%,83,+7.2%,13,-11.3%,30,-2.4%,79,+11.9%,64,+2.9%,76,+5.3%
Norman Powell,22.4,TOR,Wing,173,2,-8.0%,13,-9.0%,20,-6.3%,58,+2.4%,38,-1.5%,47,-2.4%,1,-16.6%,6,-12.1%
Zach Randolph,34.3,MEM,Big,119,0,-16.0%,0,-29.9%,86,+8.1%,69,+4.9%,80,+4.0%,0,-66.7%,11,-9.1%,0,-20.4%
JJ Redick,31.4,LAC,Wing,166,79,+3.5%,6,-14.2%,95,+13.3%,73,+6.0%,92,+9.0%,17,-12.5%,87,+10.1%,86,+7.2%
Josh Richardson,22.1,MIA,Combo,378,81,+3.7%,69,+4.3%,81,+7.0%,70,+5.0%,85,+5.4%,52,-0.7%,39,-1.6%,40,-1.3%
Austin Rivers,23.2,LAC,Combo,139,36,-1.6%,82,+8.6%,51,0.0%,18,-8.1%,22,-4.6%,31,-7.9%,31,-2.9%,31,-3.1%
Andre Roberson,23.9,OKC,Wing,464,16,-3.4%,11,-11.8%,10,-10.8%,75,+7.4%,40,-1.2%,53,-0.4%,63,+2.8%,67,+1.8%
Terrence Ross,24.7,TOR,Wing,313,12,-4.5%,37,-1.4%,28,-3.9%,19,-7.8%,14,-6.0%,56,+0.5%,25,-4.7%,30,-3.2%
Dennis Schroder,22.1,ATL,Point,186,38,-1.5%,21,-5.1%,30,-3.7%,63,+2.7%,42,-0.8%,69,+7.7%,37,-2.1%,50,-0.2%
Luis Scola,35.5,TOR,Big,131,8,-5.3%,33,-2.3%,68,+3.5%,26,-6.1%,35,-1.9%,28,-9.2%,19,-6.4%,12,-7.2%
Mike Scott,27.3,ATL,Big,153,90,+5.4%,44,+0.3%,97,+19.9%,77,+7.6%,98,+14.8%,90,+19.6%,36,-2.3%,65,+1.7%
Thabo Sefolosha,31.5,ATL,Wing,200,53,+0.4%,25,-4.0%,98,+21.2%,84,+9.3%,99,+16.0%,86,+15.7%,12,-8.8%,26,-3.7%
Iman Shumpert,25.3,CLE,Wing,347,31,-2.0%,67,+4.2%,52,+0.0%,57,+2.3%,53,+0.6%,16,-12.8%,25,-4.2%,13,-7.1%
Marcus Smart,21.7,BOS,Wing,191,64,+1.9%,19,-6.3%,92,+10.2%,53,+0.8%,78,+3.8%,94,+24.6%,34,-2.4%,74,+4.6%
JR Smith,30.1,CLE,Wing,729,75,+2.9%,29,-3.6%,64,+3.0%,80,+8.4%,86,+5.7%,70,+7.8%,70,+3.8%,75,+5.1%
Marreese Speights,28.2,GSW,Big,163,19,-3.3%,52,+1.9%,27,-4.1%,67,+4.3%,57,+1.1%,19,-12.3%,48,-0.2%,31,-3.1%
Rodney Stuckey,29.5,IND,Wing,123,8,-5.5%,3,-18.7%,13,-9.6%,72,+5.5%,44,-0.7%,78,+11.0%,30,-3.3%,66,+1.7%
Jeff Teague,27.4,ATL,Point,278,70,+2.6%,75,+7.4%,57,+0.6%,48,0.0%,51,+0.5%,33,-7.7%,62,+2.6%,58,+0.7%
Jason Terry,38.1,HOU,Wing,119,97,+11.4%,15,-8.3%,100,+33.7%,28,-5.8%,100,+22.4%,99,+41.3%,27,-3.6%,92,+11.1%
Isaiah Thomas,26.7,BOS,Point,219,7,-5.8%,83,+8.6%,1,-22.2%,14,-10.8%,1,-16.2%,10,-18.4%,10,-9.5%,7,-11.6%
Klay Thompson,25.7,GSW,Wing,847,40,-1.3%,24,-4.1%,48,-0.3%,9,-12.4%,14,-6.3%,40,-5.0%,58,+1.7%,56,+0.3%
Tristan Thompson,24.6,CLE,Big,620,25,-2.7%,22,-4.8%,45,-0.7%,71,+5.4%,68,+2.4%,71,+7.9%,38,-1.9%,63,+1.1%
Evan Turner,27.0,BOS,Wing,214,71,+2.7%,64,+3.6%,22,-5.5%,31,-4.8%,21,-4.7%,59,+2.0%,65,+3.5%,71,+3.4%
Myles Turner,19.6,IND,Big,197,56,+0.5%,89,+9.8%,44,-0.9%,46,-0.7%,42,-0.8%,75,+9.4%,3,-14.5%,11,-7.7%
Jonas Valanciunas,23.5,TOR,Big,314,57,+0.6%,30,-3.6%,39,-1.4%,59,+2.5%,53,+0.6%,84,+14.2%,23,-5.2%,59,+0.8%
Dwyane Wade,33.8,MIA,Combo,471,76,+3.2%,47,+0.9%,36,-2.1%,66,+4.0%,58,+1.1%,69,+7.8%,71,+3.8%,77,+5.5%
Dion Waiters,23.9,OKC,Wing,463,62,+1.4%,75,+7.0%,75,+5.1%,29,-5.6%,45,-0.6%,83,+13.8%,7,-11.3%,28,-3.3%
Kemba Walker,25.5,CHA,Point,259,48,-0.2%,3,-17.0%,42,-1.2%,81,+8.6%,67,+2.4%,44,-3.3%,100,+28.2%,99,+20.1%
David West,35.2,SAS,Big,157,47,-0.4%,43,-0.2%,89,+9.3%,25,-6.6%,55,+1.0%,34,-7.2%,19,-6.3%,14,-7.0%
Russell Westbrook,27.0,OKC,Point,672,85,+4.8%,36,-1.8%,4,-16.1%,90,+11.8%,43,-0.7%,55,+0.2%,94,+13.8%,90,+9.1%
Hassan Whiteside,26.4,MIA,Big,290,94,+6.7%,65,+3.7%,61,+1.5%,34,-3.4%,49,-0.2%,97,+29.8%,92,+13.5%,98,+19.5%
Marvin Williams,29.4,CHA,Forward,226,18,-3.3%,2,-20.9%,58,+1.0%,76,+7.5%,72,+3.0%,73,+8.3%,75,+5.1%,78,+5.5%
Justise Winslow,19.6,MIA,Forward,321,3,-7.6%,32,-2.4%,69,+4.0%,3,-15.4%,16,-5.5%,15,-13.3%,5,-13.2%,3,-12.9%
Cody Zeller,23.1,CHA,Big,136,47,-0.2%,35,-2.0%,23,-5.4%,89,+11.5%,66,+2.0%,44,-3.3%,42,-0.9%,43,-1.2%
