Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Wesley Matthews,33.0,MIL,Wing,246,26,-7.8,-20,33,-4.7,55,+0.3%,84,-2.2%,43,-0.9%,18,-6.5,36,+3.1,41,+1.8%,53,+0.4%,68,-1.2%,63,-2.6
CJ McCollum,28.1,POR,Combo,240,40,-3.4,-5,62,+2.9,48,-0.5%,53,-0.4%,46,-0.6%,13,-7.4,28,+6.3,7,+7.5%,8,-3.5%,1,+10.5%,95,-13.0
JaVale McGee,31.8,LAL,Big,128,56,+0.7,+2,43,-2.3,50,-0.4%,33,+1.0%,83,+6.3%,4,-10.9,64,-3.0,64,-1.8%,24,-2.0%,8,+6.2%,97,-13.9
Ben McLemore,26.7,HOU,Wing,117,83,+14.3,+33,94,+18.6,96,+9.3%,97,-4.2%,37,-2.1%,69,+3.4,33,+4.3,53,-0.3%,1,-5.7%,88,-5.1%,53,-0.5
Khris Middleton,28.2,MIL,Forward,355,91,+20.6,+46,84,+11.1,78,+3.7%,67,-1.1%,72,+3.2%,17,-7.1,83,-9.4,36,+2.2%,74,+2.0%,71,-1.8%,100,-20.1
Paul Millsap,34.7,DEN,Big,459,46,-1.9,-5,30,-5.1,52,-0.2%,37,+0.6%,25,-3.7%,33,-1.8,65,-3.1,53,-0.2%,19,-2.3%,48,+0.9%,83,-7.3
Marcus Morris,30.2,LAC,Big,386,88,+19.4,+44,73,+6.9,80,+3.8%,39,+0.4%,74,+3.6%,50,+0.4,88,-12.5,81,-3.6%,65,+1.6%,81,-3.5%,63,-2.4
Markieff Morris,30.2,LAL,Big,379,36,-4.5,-8,23,-6.5,56,+0.5%,50,-0.2%,8,-7.4%,47,-0.3,60,-2.0,72,-2.7%,62,+1.3%,21,+3.5%,23,+4.0
Jamal Murray,22.7,DEN,Combo,752,93,+25.6,+39,91,+16.2,88,+5.9%,52,-0.3%,84,+6.4%,74,+5.0,82,-9.4,94,-7.5%,5,-4.0%,57,-0.2%,58,-1.7
Georges Niang,26.4,UTA,Big,109,43,-2.8,-7,78,+8.3,89,+6.0%,32,+1.1%,60,+1.2%,31,-2.1,15,+11.1,13,+5.3%,9,-3.2%,93,-7.9%,57,-1.4
Jusuf Nurkic,25.2,POR,Big,201,68,+6.2,+9,70,+5.6,40,-1.1%,76,-1.7%,75,+3.8%,66,+3.1,50,-0.6,45,+1.3%,41,-0.5%,47,+0.9%,98,-14.0
Victor Oladipo,27.5,IND,Wing,122,92,+22.3,+31,80,+8.7,63,+1.2%,93,-3.3%,43,-1.0%,80,+6.2,92,-13.6,85,-4.2%,98,+5.6%,3,+9.3%,94,-12.5
Kelly Olynyk,28.5,MIA,Big,257,74,+10.4,+24,59,+2.3,61,+1.1%,57,-0.8%,54,+0.1%,49,+0.0,78,-8.1,93,-7.4%,48,+0.0%,27,+3.0%,62,-2.3
Chris Paul,34.5,OKC,Point,260,21,-9.9,-25,20,-7.0,27,-3.2%,79,-1.9%,68,+2.4%,30,-2.7,38,+2.9,6,+8.6%,96,+5.5%,83,-4.0%,56,-1.2
Mason Plumlee,29.7,DEN,Big,186,41,-3.3,-9,11,-11.4,3,-8.5%,73,-1.4%,87,+7.1%,38,-1.4,78,-8.1,87,-4.6%,75,+2.1%,77,-3.0%,12,+7.3
Norman Powell,26.4,TOR,Wing,267,60,+2.5,+7,44,-1.9,49,-0.4%,19,+2.1%,78,+5.1%,53,+0.7,69,-4.4,57,-0.7%,30,-1.1%,78,-3.0%,51,-0.0
Josh Richardson,26.1,PHI,Combo,144,94,+28.7,+27,89,+14.8,82,+4.1%,3,+4.7%,52,-0.1%,91,+10.5,93,-13.9,83,-3.9%,78,+2.2%,98,-9.7%,13,+6.9
Austin Rivers,27.2,HOU,Wing,195,53,+0.1,+0,65,+3.6,53,+0.1%,91,-3.0%,8,-7.1%,86,+8.0,35,+3.4,59,-1.1%,34,-0.8%,20,+3.5%,37,+1.8
Rajon Rondo,33.7,LAL,Point,394,34,-4.9,-11,72,+6.7,83,+4.1%,58,-0.8%,18,-4.8%,63,+2.4,13,+11.5,20,+3.8%,37,-0.7%,63,-0.9%,5,+11.0
Terrence Ross,28.7,ORL,Wing,135,99,+37.1,+53,96,+20.5,91,+6.1%,87,-2.6%,70,+2.9%,59,+1.7,96,-16.6,92,-6.9%,59,+1.1%,98,-10.6%,3,+13.5
Dennis Schroder,26.1,OKC,Combo,226,93,+28.1,+47,97,+20.9,97,+9.4%,61,-0.9%,36,-2.1%,97,+14.6,76,-7.2,100,-10.1%,22,-2.2%,18,+3.9%,50,+0.1
Pascal Siakam,25.6,TOR,Forward,417,39,-4.0,-9,28,-5.7,17,-4.3%,70,-1.3%,57,+0.6%,58,+1.5,57,-1.7,88,-4.7%,77,+2.2%,5,+7.7%,34,+2.3
Marcus Smart,25.7,BOS,Combo,647,64,+4.9,+12,63,+3.2,65,+1.6%,64,-1.0%,55,+0.3%,87,+8.1,57,-1.7,60,-1.3%,81,+2.7%,76,-2.9%,20,+4.6
Garrett Temple,33.5,BKN,Wing,137,98,+35.6,+16,87,+12.0,5,-6.8%,74,-1.7%,98,+12.3%,93,+10.6,99,-23.6,83,-4.0%,94,+5.3%,94,-8.5%,91,-10.0
PJ Tucker,34.5,HOU,Big,414,90,+20.5,+44,81,+9.4,84,+4.7%,26,+1.8%,81,+5.8%,18,-6.5,85,-11.1,76,-3.1%,85,+3.1%,22,+3.5%,81,-6.4
Myles Turner,23.6,IND,Big,145,25,-7.9,-16,18,-7.8,1,-10.4%,90,-2.9%,98,+12.6%,90,+9.4,47,+0.1,69,-2.6%,50,+0.1%,0,+12.2%,54,-0.7
Fred VanVleet,25.7,TOR,Combo,429,7,-19.5,-36,8,-12.0,23,-3.6%,33,+1.1%,22,-4.3%,43,-0.7,21,+7.6,38,+2.0%,6,-4.0%,67,-1.1%,83,-7.3
Nikola Vucevic,29.0,ORL,Big,184,32,-6.0,-10,73,+6.7,98,+10.3%,75,-1.7%,13,-5.6%,0,-18.0,11,+12.7,25,+3.2%,23,-2.0%,10,+6.1%,47,+0.8
Kemba Walker,29.5,BOS,Point,627,70,+7.1,+17,71,+5.8,75,+3.1%,83,-2.1%,44,-0.9%,22,-4.6,53,-1.3,49,+0.5%,32,-0.8%,52,+0.5%,52,-0.0
TJ Warren,26.2,IND,Forward,156,68,+5.7,+11,93,+18.6,78,+3.7%,59,-0.8%,32,-2.6%,100,+18.3,9,+12.9,18,+4.3%,91,+4.4%,56,-0.1%,1,+18.8
Russell Westbrook,31.0,HOU,Combo,261,16,-11.5,-29,12,-10.9,18,-4.2%,35,+0.9%,58,+1.2%,42,-0.9,44,+0.6,19,+3.8%,57,+0.7%,68,-1.6%,59,-1.9
Hassan Whiteside,30.4,POR,Big,116,28,-6.7,-11,23,-6.4,71,+2.5%,69,-1.2%,4,-9.1%,8,-9.1,46,+0.3,43,+1.7%,28,-1.6%,100,-11.6%,33,+2.4
Lou Williams,33.0,LAC,Combo,336,75,+10.4,+24,93,+17.7,90,+6.1%,43,+0.2%,51,-0.2%,81,+6.3,23,+7.3,46,+1.2%,23,-2.0%,9,+6.2%,9,+7.6
Marvin Williams,33.4,MIL,Big,178,67,+5.7,+14,69,+5.5,63,+1.4%,95,-3.6%,38,-1.9%,73,+3.7,48,-0.1,75,-3.1%,18,-2.3%,86,-4.7%,17,+5.2
Ivica Zubac,22.6,LAC,Big,317,95,+31.5,+60,92,+16.3,85,+4.8%,88,-2.6%,80,+5.5%,51,+0.5,93,-15.2,63,-1.6%,60,+1.1%,99,-10.9%,70,-4.9
Torrey Craig,28.9,DEN,Wing,372,8,-15.0,-32,41,-3.1,36,-2.0%,92,-3.0%,65,+2.2%,10,-9.0,12,+11.9,32,+2.7%,28,-1.3%,66,-1.1%,19,+4.9
Monte Morris,24.3,DEN,Point,396,15,-11.6,-26,48,-0.7,42,-0.9%,54,-0.4%,27,-3.4%,73,+4.1,16,+10.8,10,+6.5%,40,-0.5%,75,-2.5%,15,+5.3
Kyle Kuzma,24.3,LAL,Forward,470,17,-11.1,-21,38,-3.7,38,-1.4%,45,+0.1%,12,-5.9%,77,+5.4,22,+7.4,44,+1.6%,52,+0.3%,24,+3.2%,11,+7.3
Alex Caruso,25.7,LAL,Combo,499,58,+1.7,+4,34,-4.6,33,-2.6%,28,+1.6%,31,-3.0%,95,+11.4,73,-6.3,57,-0.5%,88,+4.2%,55,-0.1%,23,+3.9
OG Anunoby,22.3,TOR,Forward,392,30,-6.1,-15,46,-1.0,68,+2.2%,10,+3.3%,73,+3.3%,23,-4.4,31,+5.1,68,-2.4%,10,-3.0%,13,+5.3%,61,-2.1
Bam Adebayo,22.3,MIA,Big,686,65,+5.1,+13,68,+4.6,59,+0.8%,71,-1.3%,82,+6.0%,70,+3.5,49,-0.5,40,+1.8%,57,+1.0%,73,-2.0%,57,-1.2
Jayson Tatum,21.7,BOS,Forward,690,73,+8.6,+21,40,-3.5,48,-0.5%,22,+2.0%,35,-2.2%,28,-3.1,88,-12.2,96,-8.2%,45,-0.1%,38,+1.8%,13,+6.9
Semi Ojeleye,24.9,BOS,Big,113,18,-11.0,-28,10,-11.5,21,-3.8%,4,+4.4%,23,-4.3%,88,+9.0,48,-0.5,24,+3.5%,35,-0.8%,70,-1.8%,98,-15.7
Daniel Theis,27.6,BOS,Big,481,49,-0.9,-1,29,-5.5,37,-1.5%,56,-0.6%,28,-3.3%,37,-1.5,71,-4.6,79,-3.3%,42,-0.5%,53,+0.4%,53,-0.5
Maxi Kleber,27.8,DAL,Big,203,4,-25.1,-51,1,-18.5,0,-14.3%,66,-1.0%,6,-7.5%,35,-1.6,25,+6.6,18,+4.0%,26,-1.7%,12,+5.5%,73,-5.7
Jarrett Allen,21.5,BKN,Big,132,98,+34.6,+18,90,+15.4,31,-2.8%,96,-3.6%,96,+10.0%,92,+10.6,98,-19.2,63,-1.6%,98,+5.7%,97,-9.4%,89,-8.7
Markelle Fultz,21.4,ORL,Combo,143,2,-31.8,-58,4,-14.8,13,-4.8%,55,-0.6%,29,-3.1%,14,-7.3,4,+17.0,5,+8.9%,71,+1.8%,11,+5.9%,27,+3.6
Donovan Mitchell,23.1,UTA,Combo,263,82,+14.0,+32,88,+12.2,92,+6.2%,23,+1.9%,53,+0.0%,85,+7.8,58,-1.8,42,+1.8%,66,+1.6%,88,-5.2%,72,-5.4
Royce O'Neale,26.4,UTA,Wing,248,3,-29.3,-43,19,-7.6,32,-2.7%,38,+0.5%,7,-7.4%,72,+3.7,0,+21.7,8,+7.4%,16,-2.5%,8,+6.6%,33,+2.4
Brad Wanamaker,30.3,BOS,Combo,265,37,-4.3,-10,26,-5.9,28,-3.1%,23,+2.0%,53,+0.1%,57,+1.4,56,-1.6,51,+0.2%,33,-0.8%,46,+1.0%,74,-5.7
Robert Williams,22.0,BOS,Big,143,50,-0.8,-2,51,+0.5,57,+0.6%,27,+1.7%,41,-1.2%,36,-1.6,41,+1.3,13,+5.4%,79,+2.4%,87,-4.9%,90,-9.6
Luka Doncic,20.7,DAL,Wing,214,38,-4.1,-9,5,-13.4,19,-3.8%,6,+4.1%,56,+0.4%,5,-10.6,81,-9.3,91,-6.6%,4,-4.3%,31,+2.7%,86,-7.5
Michael Porter,21.3,DEN,Forward,436,83,+14.2,+32,86,+11.8,60,+0.8%,68,-1.1%,94,+9.4%,54,+0.8,61,-2.4,47,+1.1%,84,+3.0%,89,-5.5%,7,+8.9
Shai Gilgeous-Alexander,21.3,OKC,Wing,279,71,+7.4,+15,67,+4.6,41,-1.0%,2,+5.6%,88,+7.5%,83,+7.4,63,-2.8,62,-1.3%,90,+4.4%,13,+5.4%,35,+2.3
Donte DiVincenzo,22.7,MIL,Combo,161,42,-2.9,-7,37,-4.2,28,-3.2%,46,+0.0%,16,-5.3%,93,+10.6,54,-1.4,56,-0.5%,82,+2.8%,43,+1.3%,8,+8.7
Landry Shamet,22.6,LAC,Wing,231,27,-7.7,-18,15,-9.3,10,-5.6%,77,-1.8%,23,-4.3%,44,-0.5,55,-1.6,67,-2.3%,13,-2.6%,63,-0.8%,73,-5.6
Shake Milton,23.1,PHI,Combo,125,84,+14.9,+20,83,+10.8,100,+13.4%,18,+2.4%,2,-13.1%,71,+3.6,68,-4.1,77,-3.2%,49,+0.1%,32,+2.6%,22,+4.2
Duncan Robinson,25.5,MIA,Wing,599,48,-1.2,-3,68,+5.4,81,+3.9%,53,-0.4%,18,-4.8%,29,-2.8,24,+6.6,8,+7.3%,68,+1.7%,62,-0.7%,71,-5.0
Gary Clark,25.0,ORL,Forward,143,51,-0.2,-1,38,-3.9,16,-4.3%,17,+2.5%,34,-2.3%,94,+10.8,67,-3.7,74,-3.0%,15,-2.5%,2,+9.9%,96,-13.7
Gary Trent Jr.,20.8,POR,Wing,181,47,-1.8,-4,16,-8.6,4,-7.0%,5,+4.2%,88,+7.3%,96,+12.5,75,-6.8,48,+0.9%,92,+4.8%,44,+1.1%,43,+1.3
Tyler Herro,19.8,MIA,Combo,705,23,-9.1,-22,47,-0.9,46,-0.5%,21,+2.1%,50,-0.2%,39,-1.4,19,+8.2,22,+3.7%,36,-0.8%,23,+3.4%,29,+3.2
Grant Williams,20.9,BOS,Big,163,57,+1.2,+3,50,-0.0,58,+0.7%,34,+1.0%,21,-4.3%,60,+1.9,53,-1.3,73,-2.7%,70,+1.7%,18,+3.8%,41,+1.5
Darius Bazley,19.4,OKC,Big,116,81,+12.6,+31,48,-0.5,45,-0.6%,94,-3.4%,64,+1.8%,11,-8.7,89,-13.1,99,-10.0%,0,-6.5%,83,-4.3%,82,-6.6
Kendrick Nunn,24.2,MIA,Combo,237,48,-1.6,-4,22,-6.8,13,-4.8%,63,-1.0%,33,-2.6%,64,+2.4,73,-5.1,88,-5.3%,29,-1.1%,60,-0.5%,31,+3.0
Luguentz Dort,20.5,OKC,Wing,174,44,-2.4,-7,14,-9.8,53,-0.1%,8,+3.4%,30,-3.1%,40,-1.4,77,-7.4,70,-2.7%,86,+4.0%,33,+2.3%,39,+1.7
