Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Alec Burks,29.3,NYK,Wing,127,90,+21.9,+41,93,+21.0,79,+5.4%,89,-2.9%,86,+6.4%,99,+14.6,50,-0.9,57,-0.9%,30,-1.2%,87,-6.4%,16,+5.8
Jimmy Butler,31.1,MIA,Wing,150,2,-38.3,-69,36,-3.6,6,-9.2%,71,-1.5%,98,+10.6%,58,+0.4,0,+34.7,6,+7.6%,3,-5.7%,7,+7.2%,0,+15.4
Kentavious Caldwell-Pope,27.7,LAL,Wing,178,68,+7.9,+19,82,+12.7,87,+8.2%,99,-4.6%,23,-3.2%,28,-3.2,24,+4.8,58,-0.9%,36,-0.8%,4,+8.2%,14,+6.5
Clint Capela,26.5,ATL,Big,568,61,+5.1,+12,38,-3.2,66,+2.7%,47,+0.1%,39,-0.9%,12,-5.4,80,-8.3,41,+0.7%,50,-0.0%,95,-9.7%,82,-5.7
Jordan Clarkson,28.4,UTA,Combo,296,9,-20.6,-43,7,-15.8,9,-7.7%,13,+2.9%,34,-1.4%,38,-2.0,23,+4.8,66,-2.1%,24,-1.5%,31,+2.9%,29,+3.6
Mike Conley,33.1,UTA,Point,175,83,+17.4,+37,85,+14.4,77,+4.9%,62,-1.0%,91,+7.8%,67,+1.9,63,-3.0,53,-0.3%,19,-2.1%,47,+0.5%,87,-7.3
Pat Connaughton,27.8,MIL,Wing,526,33,-4.4,-11,66,+5.4,60,+1.4%,52,-0.1%,79,+4.2%,73,+2.6,17,+9.8,27,+2.8%,56,+0.4%,29,+3.0%,21,+4.7
Robert Covington,29.9,POR,Big,228,97,+38.2,+53,88,+18.3,93,+11.9%,30,+1.1%,10,-6.3%,82,+4.2,98,-19.9,96,-8.3%,100,+6.8%,42,+1.1%,71,-3.5
Jae Crowder,30.3,PHX,Forward,728,72,+11.1,+27,70,+6.5,67,+2.9%,66,-1.3%,22,-3.4%,56,+0.2,70,-4.6,63,-1.8%,69,+0.8%,63,-1.5%,38,+2.1
Seth Curry,30.2,PHI,Wing,381,86,+19.6,+44,96,+26.0,95,+13.7%,77,-1.8%,65,+2.3%,17,-4.6,20,+6.4,2,+10.4%,77,+1.5%,81,-5.4%,99,-13.0
Anthony Davis,27.6,LAL,Big,186,58,+4.3,+10,57,+2.4,64,+2.2%,42,+0.3%,12,-5.5%,86,+5.9,55,-1.9,30,+2.5%,97,+4.7%,41,+1.2%,60,-0.5
Goran Dragic,34.5,MIA,Point,111,81,+15.1,+9,32,-4.1,18,-4.2%,55,-0.4%,89,+6.9%,46,-1.0,98,-19.3,62,-1.6%,70,+0.9%,98,-14.0%,52,+0.2
Andre Drummond,27.2,LAL,Big,121,63,+5.6,+13,53,+0.5,76,+4.8%,4,+4.1%,78,+3.8%,34,-2.7,70,-5.1,79,-3.7%,26,-1.4%,38,+1.9%,82,-6.0
Kevin Durant,32.1,BKN,Forward,477,2,-31.8,-31,3,-18.6,16,-4.3%,2,+4.5%,4,-9.0%,98,+10.6,9,+13.3,18,+4.3%,43,-0.3%,88,-6.5%,53,+0.2
Joel Embiid,26.6,PHI,Big,356,92,+25.7,+53,91,+19.7,96,+14.2%,50,-0.1%,9,-6.4%,65,+1.7,74,-5.9,46,+0.4%,41,-0.5%,85,-6.1%,96,-11.7
Derrick Favors,29.3,UTA,Big,144,13,-16.9,-35,30,-4.3,38,-1.4%,36,+0.7%,27,-2.3%,24,-3.7,12,+12.6,10,+6.0%,28,-1.3%,48,+0.2%,54,+0.2
Dorian Finney-Smith,27.5,DAL,Forward,269,100,+62.7,+52,100,+44.4,100,+21.8%,50,-0.1%,78,+4.2%,94,+8.5,95,-18.4,93,-7.1%,98,+5.4%,82,-5.4%,92,-9.4
Bryn Forbes,27.3,MIL,Combo,256,16,-14.2,-34,33,-4.0,23,-3.2%,7,+3.9%,75,+3.6%,53,-0.3,15,+10.3,26,+2.9%,18,-2.1%,15,+4.7%,38,+2.2
Evan Fournier,28.0,BOS,Wing,200,57,+3.3,+9,92,+20.0,84,+6.5%,67,-1.3%,99,+11.1%,41,-1.7,6,+16.7,2,+9.6%,12,-3.1%,90,-7.1%,2,+14.3
Danilo Gallinari,32.2,ATL,Big,441,31,-5.0,-13,50,-0.7,26,-2.9%,61,-0.9%,44,-0.5%,96,+9.0,27,+4.3,68,-2.5%,20,-1.8%,32,+2.8%,10,+7.9
Paul George,30.5,LAC,Forward,776,55,+2.7,+6,68,+6.1,62,+1.5%,95,-3.9%,29,-2.3%,16,-4.6,30,+3.3,45,+0.4%,86,+2.5%,6,+7.8%,22,+4.4
Taj Gibson,35.4,NYK,Big,137,78,+14.2,+25,59,+3.0,72,+3.8%,91,-3.4%,90,+7.5%,0,-18.5,90,-11.1,90,-6.0%,71,+1.0%,58,-0.9%,75,-4.1
Rudy Gobert,28.4,UTA,Big,375,80,+14.9,+32,58,+2.9,58,+1.2%,58,-0.7%,64,+2.3%,78,+4.0,91,-12.0,87,-6.0%,74,+1.3%,52,-0.2%,57,-0.2
Aaron Gordon,25.1,DEN,Forward,298,34,-4.1,-9,26,-5.8,61,+1.4%,6,+4.0%,24,-2.9%,48,-1.0,54,-1.7,29,+2.7%,84,+2.3%,68,-2.5%,46,+1.1
Danny Green,33.4,PHI,Forward,198,85,+17.8,+31,97,+26.3,94,+13.5%,96,-4.0%,54,+0.6%,18,-4.5,18,+8.5,4,+9.4%,92,+3.8%,46,+0.8%,89,-8.1
JaMychal Green,30.4,DEN,Big,186,78,+14.0,+30,73,+8.3,36,-1.6%,79,-1.9%,95,+9.5%,60,+1.0,72,-5.7,86,-5.4%,32,-1.0%,26,+3.2%,68,-2.4
Jeff Green,34.2,BKN,Big,147,46,-1.5,-2,16,-10.8,17,-4.2%,6,+4.0%,42,-0.6%,70,+2.2,84,-9.3,83,-4.6%,66,+0.6%,79,-5.2%,18,+5.1
Blake Griffin,31.6,BKN,Big,317,27,-6.2,-11,18,-9.6,40,-1.1%,46,+0.2%,14,-5.3%,3,-9.4,64,-3.4,49,+0.1%,21,-1.7%,65,-1.6%,97,-12.1
Tim Hardaway Jr.,28.6,DAL,Wing,261,94,+26.4,+35,80,+12.5,82,+5.7%,66,-1.3%,88,+6.8%,70,+2.1,93,-13.9,90,-6.3%,93,+3.8%,35,+2.6%,36,+2.6
James Harden,31.2,BKN,Point,311,66,+6.3,+11,90,+19.0,89,+9.0%,16,+2.5%,62,+2.2%,98,+14.4,11,+12.7,26,+2.9%,64,+0.6%,3,+8.4%,9,+8.8
Joe Harris,29.2,BKN,Wing,423,40,-2.8,-6,54,+0.8,65,+2.5%,28,+1.3%,47,-0.2%,82,+4.3,30,+3.6,20,+3.5%,23,-1.6%,71,-4.0%,33,+2.8
Tobias Harris,28.3,PHI,Forward,436,24,-9.5,-19,62,+3.3,45,-0.5%,83,-2.3%,86,+5.9%,42,-1.7,10,+12.8,8,+7.2%,10,-3.3%,49,+0.2%,93,-9.8
George Hill,34.5,PHI,Combo,203,25,-8.7,-18,4,-17.5,5,-10.1%,11,+3.1%,36,-1.2%,68,+2.0,82,-8.8,98,-9.4%,68,+0.7%,17,+4.5%,7,+9.8
Solomon Hill,29.6,ATL,Forward,138,8,-22.1,-40,8,-15.1,14,-6.1%,27,+1.3%,38,-1.0%,36,-2.2,18,+7.0,36,+1.7%,60,+0.5%,43,+1.0%,13,+6.6
Jrue Holiday,30.4,MIL,Combo,900,79,+14.3,+34,71,+7.0,42,-0.8%,69,-1.4%,70,+2.9%,79,+4.1,75,-7.3,70,-2.6%,91,+3.7%,23,+3.5%,78,-4.5
Dwight Howard,34.9,PHI,Big,143,6,-27.3,-57,1,-25.1,0,-15.5%,14,+2.8%,85,+5.9%,26,-3.3,37,+2.2,76,-3.5%,38,-0.7%,10,+5.9%,11,+6.9
Joe Ingles,33.1,UTA,Forward,306,41,-2.8,-7,14,-12.0,15,-4.4%,54,-0.2%,3,-9.1%,93,+6.8,83,-9.2,78,-3.5%,50,+0.2%,86,-6.4%,49,+0.5
Kyrie Irving,28.6,BKN,Combo,318,88,+21.2,+44,84,+13.5,70,+3.4%,98,-4.4%,76,+3.8%,62,+1.4,76,-7.7,77,-3.5%,59,+0.5%,59,-1.0%,72,-3.5
Reggie Jackson,30.5,LAC,Combo,621,82,+16.4,+37,86,+16.4,92,+11.7%,43,+0.3%,19,-4.2%,46,-1.1,46,-0.0,65,-1.9%,49,-0.1%,13,+5.4%,65,-1.6
LeBron James,35.8,LAL,Wing,258,99,+51.8,+53,98,+33.9,98,+16.3%,64,-1.1%,100,+11.9%,59,+0.8,94,-17.9,99,-11.3%,58,+0.4%,9,+6.3%,32,+3.2
Nikola Jokic,25.7,DEN,Big,344,38,-3.4,-7,44,-1.6,52,+0.2%,2,+4.4%,43,-0.6%,34,-2.7,38,+1.9,11,+5.3%,37,-0.8%,97,-10.0%,62,-1.0
Kawhi Leonard,29.3,LAC,Forward,431,45,-1.8,-4,58,+2.6,63,+2.0%,30,+1.1%,20,-3.9%,61,+1.0,26,+4.4,22,+3.2%,76,+1.4%,37,+2.4%,30,+3.3
Damian Lillard,30.3,POR,Point,247,98,+49.5,+53,98,+30.3,98,+18.3%,22,+1.5%,8,-6.7%,92,+6.8,97,-19.2,95,-8.3%,94,+4.1%,93,-8.4%,18,+5.2
Brook Lopez,32.6,MIL,Big,660,30,-5.1,-10,22,-8.7,33,-2.2%,46,+0.1%,21,-3.9%,32,-2.8,66,-3.6,51,-0.2%,67,+0.7%,54,-0.4%,85,-6.6
Wesley Matthews,34.1,LAL,Wing,124,26,-7.1,-16,39,-2.7,20,-4.0%,54,-0.2%,82,+5.4%,57,+0.3,26,+4.4,13,+5.2%,82,+2.2%,82,-5.8%,54,+0.2
CJ McCollum,29.1,POR,Combo,239,56,+2.8,+6,26,-7.3,27,-2.9%,97,-4.4%,15,-4.5%,37,-2.2,86,-10.1,12,+5.3%,99,+6.1%,69,-2.5%,100,-20.9
Khris Middleton,29.2,MIL,Forward,913,34,-4.0,-7,14,-11.2,48,-0.1%,94,-3.8%,0,-11.6%,30,-3.1,74,-7.3,55,-0.7%,57,+0.4%,92,-7.3%,69,-2.7
Paul Millsap,35.7,DEN,Big,106,37,-3.7,-7,52,+0.5,47,-0.1%,92,-3.4%,49,-0.2%,43,-1.6,28,+4.2,52,-0.3%,40,-0.6%,10,+6.0%,77,-4.3
Marcus Morris,31.2,LAC,Big,604,11,-18.2,-33,6,-16.8,10,-7.7%,24,+1.4%,1,-10.8%,62,+1.4,41,+1.4,34,+2.0%,87,+2.6%,50,+0.1%,58,-0.2
Raul Neto,28.5,WAS,Combo,149,62,+5.4,+10,40,-2.7,37,-1.5%,70,-1.4%,38,-1.1%,29,-3.2,78,-8.1,81,-4.0%,13,-3.1%,70,-3.6%,42,+1.4
Georges Niang,27.4,UTA,Forward,128,44,-2.0,-5,18,-9.8,22,-3.8%,51,-0.1%,30,-2.2%,15,-4.9,77,-7.8,94,-7.4%,18,-2.2%,44,+0.9%,26,+3.8
Jusuf Nurkic,26.2,POR,Big,173,96,+35.6,+60,79,+11.4,83,+6.4%,82,-2.2%,32,-1.8%,38,-2.0,100,-24.2,82,-4.4%,96,+4.6%,94,-8.4%,95,-11.0
Chris Paul,35.5,PHX,Point,680,35,-3.8,-8,34,-3.9,53,+0.3%,56,-0.4%,54,+0.7%,11,-5.9,48,-0.1,25,+2.9%,65,+0.6%,51,-0.2%,76,-4.2
Cameron Payne,26.2,PHX,Point,403,58,+3.3,+7,63,+4.1,46,-0.4%,39,+0.5%,50,-0.0%,88,+6.3,43,+0.8,64,-1.9%,44,-0.3%,25,+3.3%,26,+4.1
Bobby Portis,25.7,MIL,Big,348,66,+5.9,+12,78,+11.4,68,+3.0%,38,+0.6%,96,+10.2%,50,-0.5,22,+5.5,39,+0.8%,30,-1.2%,36,+2.5%,40,+2.0
Kristaps Porzingis,25.3,DAL,Big,232,77,+14.0,+26,86,+16.0,94,+12.6%,10,+3.3%,74,+3.5%,10,-6.2,38,+2.0,15,+4.8%,52,+0.2%,78,-4.8%,51,+0.2
Norman Powell,27.4,POR,Wing,215,70,+8.8,+19,47,-1.2,51,+0.2%,98,-4.5%,50,-0.0%,5,-9.4,86,-9.9,67,-2.3%,72,+1.0%,16,+4.6%,98,-12.8
Julius Randle,25.9,NYK,Big,180,20,-11.5,-26,49,-0.9,35,-1.7%,17,+2.3%,74,+3.2%,71,+2.4,14,+10.6,86,-5.5%,14,-3.0%,2,+13.0%,5,+10.9
Austin Rivers,28.3,DEN,Wing,302,12,-17.4,-37,5,-17.0,30,-2.5%,9,+3.5%,6,-7.8%,22,-4.0,45,+0.5,37,+1.5%,26,-1.4%,72,-4.3%,45,+1.2
Rajon Rondo,34.7,LAC,Point,220,15,-14.3,-33,25,-7.7,18,-4.1%,18,+2.0%,82,+5.3%,23,-3.8,19,+6.6,34,+2.2%,10,-3.3%,54,-0.4%,42,+1.4
Derrick Rose,32.1,NYK,Point,174,53,+1.0,+0,21,-8.9,12,-6.7%,14,+2.7%,84,+5.9%,1,-18.3,85,-9.9,91,-6.6%,5,-5.0%,77,-4.6%,88,-8.1
Dario Saric,26.6,PHX,Big,131,69,+8.5,+17,74,+8.8,42,-0.8%,78,-1.9%,80,+4.5%,95,+8.5,46,+0.3,35,+1.7%,82,+2.2%,28,+3.1%,67,-2.4
Dennis Schroder,27.1,LAL,Point,226,19,-12.1,-29,20,-9.0,28,-2.8%,21,+1.6%,6,-7.9%,87,+6.1,34,+3.1,43,+0.6%,7,-4.2%,8,+6.9%,94,-10.0
Ben Simmons,24.3,PHI,Point,402,91,+25.5,+54,94,+21.3,97,+14.6%,84,-2.5%,14,-5.3%,42,-1.7,68,-4.2,16,+4.7%,83,+2.3%,84,-5.9%,90,-9.3
Marcus Smart,26.7,BOS,Combo,209,73,+11.3,+18,81,+12.6,81,+5.6%,93,-3.5%,2,-10.4%,85,+5.3,42,+1.2,33,+2.3%,34,-0.9%,66,-1.7%,47,+0.8
Ish Smith,32.3,WAS,Combo,149,95,+28.7,+52,75,+9.5,62,+1.9%,41,+0.4%,83,+5.7%,91,+6.7,96,-19.2,92,-7.1%,98,+4.8%,75,-4.5%,23,+4.2
Jeff Teague,32.4,MIL,Combo,100,5,-27.9,-53,29,-5.0,56,+0.8%,63,-1.0%,16,-4.3%,75,+2.9,2,+22.9,5,+7.8%,8,-3.7%,42,+1.0%,12,+6.7
Tristan Thompson,29.6,BOS,Big,155,1,-38.4,-64,11,-12.6,6,-10.1%,35,+0.7%,98,+11.1%,13,-5.1,1,+25.8,0,+17.1%,29,-1.2%,91,-7.1%,27,+3.6
PJ Tucker,35.5,MIL,Forward,670,70,+8.8,+21,66,+5.3,73,+3.9%,74,-1.7%,18,-4.3%,26,-3.3,65,-3.6,66,-2.1%,62,+0.5%,26,+3.3%,61,-0.6
Jonas Valanciunas,28.5,MEM,Big,228,90,+21.2,+40,90,+18.7,88,+8.3%,10,+3.2%,90,+7.7%,51,-0.3,60,-2.5,56,-0.8%,9,-3.7%,98,-13.9%,14,+6.2
Kemba Walker,30.5,BOS,Point,124,21,-11.4,-22,10,-13.6,44,-0.6%,44,+0.2%,5,-8.9%,6,-8.0,58,-2.2,61,-1.4%,86,+2.4%,11,+5.8%,22,+4.3
Russell Westbrook,32.0,WAS,Point,252,14,-16.8,-38,12,-12.1,14,-6.5%,100,-4.8%,17,-4.3%,49,-1.0,25,+4.6,54,-0.6%,66,+0.6%,57,-0.6%,64,-1.5
Lou Williams,34.0,ATL,Combo,275,39,-2.9,-7,46,-1.4,38,-1.4%,70,-1.5%,26,-2.4%,76,+3.2,39,+1.5,69,-2.6%,47,-0.1%,20,+4.1%,34,+2.8
Ivica Zubac,23.6,LAC,Big,301,18,-12.4,-28,9,-13.8,1,-11.7%,59,-0.7%,94,+8.8%,45,-1.1,53,-1.4,42,+0.6%,6,-4.7%,96,-9.8%,70,-3.1
Torrey Craig,29.9,PHX,Big,243,47,-0.7,-2,55,+1.6,50,+0.0%,72,-1.5%,77,+3.8%,66,+1.7,36,+2.2,46,+0.3%,31,-1.1%,64,-1.6%,48,+0.6
Monte Morris,25.3,DEN,Combo,282,50,+0.6,+2,67,+5.8,46,-0.4%,94,-3.7%,35,-1.3%,97,+10.0,22,+5.2,50,-0.2%,63,+0.5%,30,+3.0%,66,-2.3
Kyle Kuzma,25.3,LAL,Forward,144,64,+5.6,+13,42,-2.3,34,-1.9%,81,-2.2%,22,-3.4%,6,-8.4,78,-7.9,74,-3.0%,88,+2.8%,78,-4.8%,31,+3.3
Alex Caruso,26.7,LAL,Combo,149,51,+0.7,+1,43,-1.8,32,-2.3%,26,+1.3%,81,+4.7%,35,-2.3,59,-2.5,50,-0.1%,78,+1.8%,83,-5.8%,34,+2.7
Bam Adebayo,23.3,MIA,Big,132,87,+20.9,+10,46,-1.4,71,+3.6%,8,+3.5%,2,-9.3%,47,-1.0,99,-22.3,100,-14.7%,46,-0.2%,60,-1.1%,6,+10.4
John Collins,23.1,ATL,Big,576,74,+12.0,+28,77,+9.8,78,+5.1%,34,+0.8%,66,+2.5%,30,-3.1,56,-2.1,31,+2.4%,70,+0.9%,56,-0.6%,70,-2.8
Dillon Brooks,24.8,MEM,Wing,259,94,+26.8,+42,95,+22.5,90,+10.1%,86,-2.6%,63,+2.2%,52,-0.3,69,-4.3,32,+2.4%,94,+4.0%,73,-4.3%,84,-6.4
Jayson Tatum,22.7,BOS,Forward,217,10,-18.7,-40,22,-8.8,7,-8.7%,3,+4.3%,87,+6.7%,100,+19.0,16,+9.9,38,+1.1%,4,-5.3%,1,+13.6%,94,-10.6
Maxi Kleber,28.8,DAL,Big,187,29,-5.3,-11,34,-3.9,30,-2.6%,80,-2.0%,11,-6.0%,66,+1.7,40,+1.5,28,+2.7%,75,+1.4%,14,+4.7%,43,+1.2
Bogdan Bogdanovic,28.2,ATL,Wing,598,76,+13.8,+31,61,+3.1,74,+4.1%,23,+1.5%,72,+3.2%,2,-13.3,87,-10.6,44,+0.5%,73,+1.0%,74,-4.4%,98,-12.4
Furkan Korkmaz,23.3,PHI,Forward,180,50,+0.3,+2,23,-7.8,34,-1.8%,20,+1.7%,31,-1.8%,74,+2.8,79,-8.1,84,-4.7%,17,-2.5%,67,-2.0%,73,-3.6
Luke Kennard,24.4,LAC,Combo,208,42,-2.8,-6,27,-5.4,26,-2.9%,33,+1.0%,62,+2.2%,33,-2.8,61,-2.6,74,-3.1%,25,-1.4%,62,-1.5%,17,+5.3
Donovan Mitchell,24.2,UTA,Combo,345,74,+11.5,+26,78,+10.1,66,+2.8%,90,-3.3%,61,+2.1%,14,-4.9,54,-1.4,23,+3.1%,89,+2.9%,70,-3.0%,24,+4.1
Royce O'Neale,27.4,UTA,Wing,402,49,-0.3,-1,83,+13.3,86,+7.3%,31,+1.1%,40,-0.8%,69,+2.0,8,+13.5,10,+7.1%,51,+0.2%,46,+0.8%,50,+0.4
Kevin Huerter,22.2,ATL,Wing,556,30,-5.2,-13,42,-2.2,31,-2.4%,40,+0.4%,34,-1.3%,74,+2.7,33,+3.1,54,-0.6%,35,-0.8%,22,+3.7%,25,+4.1
Trae Young,22.1,ATL,Point,603,60,+5.0,+13,74,+8.4,70,+3.4%,34,+0.9%,66,+2.4%,54,-0.1,31,+3.3,18,+4.1%,38,-0.7%,80,-5.2%,62,-1.0
Luka Doncic,21.7,DAL,Wing,280,98,+49.5,+43,99,+43.8,99,+18.8%,1,+4.7%,92,+8.5%,94,+8.2,71,-5.7,14,+5.1%,54,+0.3%,100,-19.6%,10,+7.7
Michael Porter,22.3,DEN,Forward,331,59,+4.9,+10,64,+4.7,80,+5.6%,62,-1.0%,25,-2.8%,2,-10.5,49,-0.2,22,+3.1%,79,+1.9%,34,+2.6%,37,+2.4
Jaren Jackson,21.1,MEM,Big,183,54,+2.6,+6,62,+3.5,43,-0.8%,87,-2.7%,58,+1.0%,80,+4.2,42,+1.0,24,+3.0%,11,-3.2%,18,+4.4%,90,-8.8
Landry Shamet,23.6,BKN,Wing,195,42,-2.3,-5,56,+1.8,49,-0.0%,90,-3.1%,41,-0.7%,7,-7.6,29,+4.1,48,+0.3%,95,+4.2%,6,+8.0%,15,+6.1
Deandre Ayton,22.3,PHX,Big,799,48,-0.5,-1,31,-4.2,50,+0.1%,22,+1.5%,57,+0.9%,8,-7.1,66,-3.7,75,-3.4%,22,-1.6%,62,-1.4%,63,-1.4
Mikal Bridges,24.2,PHX,Wing,699,46,-1.4,-3,35,-3.6,59,+1.3%,29,+1.3%,51,+0.1%,31,-3.0,58,-2.2,58,-1.0%,74,+1.1%,50,-0.1%,46,+0.8
Anfernee Simons,21.4,POR,Combo,105,3,-31.5,-55,13,-12.1,8,-7.8%,32,+1.1%,46,-0.4%,54,-0.3,4,+19.4,30,+2.5%,2,-5.9%,27,+3.2%,4,+13.3
Grayson Allen,25.1,MEM,Wing,145,6,-24.4,-47,30,-4.9,19,-4.1%,75,-1.8%,26,-2.5%,25,-3.7,3,+19.5,9,+7.1%,42,-0.3%,55,-0.5%,8,+9.7
Jalen Brunson,24.2,DAL,Combo,109,0,-39.2,-53,0,-25.9,2,-11.3%,68,-1.4%,7,-6.9%,14,-4.9,10,+13.3,42,+0.6%,14,-3.1%,2,+10.2%,44,+1.2
Bruce Brown,24.2,BKN,Forward,260,52,+0.9,+2,54,+0.9,41,-1.1%,65,-1.2%,71,+3.0%,84,+4.5,47,-0.0,60,-1.4%,1,-6.7%,76,-4.5%,83,-6.3
De'Anthony Melton,22.4,MEM,Combo,104,28,-5.7,-14,6,-16.8,13,-6.5%,42,+0.3%,46,-0.2%,18,-4.5,89,-11.1,97,-8.5%,48,-0.1%,33,+2.8%,28,+3.6
Shake Milton,24.1,PHI,Combo,105,10,-20.5,-47,2,-21.1,2,-11.6%,5,+4.1%,69,+2.8%,22,-3.9,50,-0.6,98,-8.7%,2,-6.0%,24,+3.4%,3,+13.9
Ja Morant,21.2,MEM,Point,288,54,+1.1,+5,89,+18.6,82,+6.3%,26,+1.4%,97,+10.6%,90,+6.5,6,+17.4,3,+9.5%,39,-0.6%,66,-1.8%,56,-0.1
RJ Barrett,20.4,NYK,Wing,158,22,-9.9,-21,65,+5.2,69,+3.1%,82,-2.2%,28,-2.3%,4,-9.4,7,+15.2,7,+7.5%,27,-1.4%,38,+2.1%,19,+4.9
DeAndre Hunter,22.9,ATL,Forward,151,75,+13.1,+32,50,+0.2,54,+0.8%,86,-2.6%,33,-1.7%,40,-1.9,92,-12.9,89,-6.0%,58,+0.4%,74,-4.4%,79,-4.7
Rui Hachimura,22.7,WAS,Big,211,43,-2.2,-5,45,-1.5,74,+4.0%,49,-0.1%,13,-5.5%,39,-2.0,44,+0.7,40,+0.8%,15,-2.9%,30,+3.0%,66,-2.2
Cameron Johnson,24.7,PHX,Forward,428,17,-13.5,-32,41,-2.5,22,-3.3%,48,-0.0%,55,+0.8%,72,+2.5,14,+11.0,17,+4.4%,22,-1.7%,34,+2.6%,50,+0.3
Romeo Langford,21.0,BOS,Wing,113,84,+17.7,+34,69,+6.1,55,+0.8%,57,-0.4%,93,+8.6%,78,+3.9,90,-11.6,72,-2.9%,16,-2.9%,99,-15.6%,86,-7.0
Matisse Thybulle,23.7,PHI,Wing,213,7,-23.3,-49,2,-20.8,3,-10.9%,19,+1.8%,37,-1.2%,89,+6.3,35,+2.5,71,-2.8%,46,-0.2%,40,+1.5%,2,+14.0
Nicolas Claxton,21.5,BKN,Big,120,62,+5.2,+10,60,+3.0,54,+0.4%,74,-1.6%,67,+2.6%,27,-3.2,57,-2.2,47,+0.3%,90,+3.4%,19,+4.1%,30,+3.3
Daniel Gafford,22.1,WAS,Big,142,93,+25.9,+49,94,+21.8,90,+9.8%,85,-2.5%,59,+1.2%,21,-4.3,67,-4.0,80,-3.7%,80,+2.1%,14,+5.1%,39,+2.0
Terance Mann,24.0,LAC,Wing,370,86,+18.3,+36,76,+9.8,78,+5.1%,73,-1.6%,68,+2.6%,55,+0.0,81,-8.5,88,-6.0%,54,+0.3%,45,+0.8%,74,-4.0
Onyeka Okongwu,19.9,ATL,Big,152,38,-3.5,-9,48,-1.0,21,-3.9%,60,-0.9%,60,+1.6%,83,+4.4,34,+2.5,70,-2.7%,85,+2.4%,5,+8.0%,20,+4.8
