bet_num,date,bet_size,bet_result,profit,bankroll
2544,2025-03-23,10.0,LOSS,-10.0,1890.0740900433311
2545,2025-03-23,10.0,LOSS,-10.0,1880.0740900433311
2547,2025-03-23,10.0,LOSS,-10.0,1870.0740900433311
2555,2025-03-23,10.0,WIN,8.695652173913043,1878.7697422172441
2556,2025-03-23,21.10985682355295,LOSS,-21.10985682355295,1857.6598853936912
2557,2025-03-23,16.48115850321288,LOSS,-16.48115850321288,1841.1787268904784
2560,2025-03-23,10.0,LOSS,-10.0,1831.1787268904784
2561,2025-03-23,24.90403068571051,WIN,24.90403068571051,1856.082757576189
2564,2025-03-23,10.0,LOSS,-10.0,1846.082757576189
2578,2025-03-24,10.0,WIN,8.0,1854.082757576189
2579,2025-03-24,12.06637058630585,WIN,11.383368477647029,1865.466126053836
2580,2025-03-24,10.0,LOSS,-10.0,1855.466126053836
2581,2025-03-24,14.268534509353973,WIN,13.589080485099023,1869.055206538935
2585,2025-03-24,25.419150808929516,WIN,25.419150808929516,1894.4743573478645
2591,2025-03-24,25.76485125993096,LOSS,-25.76485125993096,1868.7095060879335
2593,2025-03-24,45.49458233912264,LOSS,-45.49458233912264,1823.2149237488109
2594,2025-03-24,24.79572296298383,WIN,24.79572296298383,1848.0106467117946
2596,2025-03-24,10.0,LOSS,-10.0,1838.0106467117946
2607,2025-03-24,10.0,WIN,9.00900900900901,1847.0196557208037
2608,2025-03-24,10.0,LOSS,-10.0,1837.0196557208037
2614,2025-03-24,20.640752851678943,WIN,20.236032207528375,1857.255687928332
2615,2025-03-24,14.282296240168847,WIN,13.602186895398903,1870.857874823731
2619,2025-03-24,16.59825106543619,WIN,15.959856793688646,1886.8177316174197
2627,2025-03-25,10.0,LOSS,-10.0,1876.8177316174197
2631,2025-03-25,25.52472114999691,WIN,25.52472114999691,1902.3424527674165
2638,2025-03-25,10.0,WIN,8.695652173913043,1911.0381049413295
2640,2025-03-25,16.954730067039527,LOSS,-16.954730067039527,1894.08337487429
2643,2025-03-25,12.326694603681892,LOSS,-12.326694603681892,1881.756680270608
2645,2025-03-25,36.18349273777481,WIN,37.992667374663554,1919.7493476452717
2647,2025-03-25,17.032016212308903,WIN,16.37693866568164,1936.1262863109532
2650,2025-03-25,10.0,WIN,8.771929824561402,1944.8982161355145
2651,2025-03-25,10.0,WIN,9.00900900900901,1953.9072251445236
2654,2025-03-25,15.02554656136136,LOSS,-15.02554656136136,1938.8816785831623
2663,2025-03-25,14.91000010830449,WIN,14.200000103147135,1953.0816786863095
2668,2025-03-25,26.56191083013381,LOSS,-26.56191083013381,1926.5197678561756
2670,2025-03-25,10.0,LOSS,-10.0,1916.5197678561756
2671,2025-03-25,14.738037014813964,WIN,14.036225728394252,1930.55599358457
2678,2025-03-26,10.0,LOSS,-10.0,1920.55599358457
2680,2025-03-26,10.0,LOSS,-10.0,1910.55599358457
2684,2025-03-26,36.73726239092614,WIN,38.57412551047245,1949.1301190950423
2687,2025-03-26,10.0,LOSS,-10.0,1939.1301190950423
2690,2025-03-26,14.91191061584085,WIN,14.201819634134143,1953.3319387291765
2691,2025-03-26,15.02112260882734,WIN,14.30583105602604,1967.6377697852026
2693,2025-03-26,10.0,WIN,8.333333333333336,1975.971103118536
2694,2025-03-26,10.0,LOSS,-10.0,1965.971103118536
2707,2025-03-26,73.21276388013429,WIN,91.51595485016786,2057.4870579687035
2710,2025-03-26,27.98182398837437,WIN,27.98182398837437,2085.468881957078
2713,2025-03-26,16.0372557022499,LOSS,-16.0372557022499,2069.431626254828
2714,2025-03-26,10.0,LOSS,-10.0,2059.431626254828
2715,2025-03-26,15.837029205899599,WIN,15.08288495799962,2074.514511212828
2723,2025-03-26,10.0,LOSS,-10.0,2064.514511212828
2728,2025-03-27,10.0,LOSS,-10.0,2054.514511212828
2729,2025-03-27,10.0,LOSS,-10.0,2044.514511212828
2730,2025-03-27,15.722316591226619,LOSS,-15.722316591226619,2028.7921946216013
2732,2025-03-27,10.0,WIN,8.771929824561402,2037.5641244461626
2741,2025-03-27,10.852066526800305,WIN,10.142118249346078,2047.7062426955088
2742,2025-03-27,27.848804900658923,LOSS,-27.848804900658923,2019.8574377948498
2744,2025-03-27,15.532703696642367,WIN,14.793051139659397,2034.6504889345092
2745,2025-03-27,15.646462259906347,LOSS,-15.646462259906347,2019.0040266746028
2746,2025-03-27,58.58622988707084,LOSS,-58.58622988707084,1960.4177967875319
2753,2025-03-27,10.0,LOSS,-10.0,1950.4177967875319
2758,2025-03-27,10.0,LOSS,-10.0,1940.4177967875319
2761,2025-03-27,10.0,LOSS,-10.0,1930.4177967875319
2766,2025-03-27,17.126666693099036,LOSS,-17.126666693099036,1913.291130094433
2768,2025-03-27,16.97471890619786,LOSS,-16.97471890619786,1896.316411188235
2773,2025-03-27,10.0,LOSS,-10.0,1886.316411188235
2775,2025-03-27,25.653903192159998,WIN,25.653903192159998,1911.970314380395
2776,2025-03-27,46.54778638100638,LOSS,-46.54778638100638,1865.4225279993886
2781,2025-03-27,41.70255695927521,WIN,45.03876151601723,1910.461289515406
2785,2025-03-27,12.433282072166275,LOSS,-12.433282072166275,1898.0280074432396
2786,2025-03-27,14.595835377238487,LOSS,-14.595835377238487,1883.4321720660012
2787,2025-03-28,25.614677540097617,LOSS,-25.614677540097617,1857.8174945259036
2790,2025-03-28,25.26631792555229,LOSS,-25.26631792555229,1832.5511766003513
2791,2025-03-28,18.424469529539923,WIN,17.887834494698954,1850.4390110950503
2793,2025-03-28,18.604313817549627,WIN,18.062440599562745,1868.501451694613
2795,2025-03-28,35.92861362829925,WIN,37.725044309714214,1906.2264960043271
2801,2025-03-28,34.59067926210929,LOSS,-34.59067926210929,1871.635816742218
2807,2025-03-28,12.180605895358367,LOSS,-12.180605895358367,1859.4552108468595
2810,2025-03-28,10.0,WIN,9.09090909090909,1868.5461199377685
2813,2025-03-28,14.369119662321413,LOSS,-14.369119662321413,1854.177000275447
2815,2025-03-28,12.066983917792621,WIN,11.38394709225719,1865.560947367704
