PLAYER_NAME,game_date,player_lower,TEAM_ABBREVIATION,OPPONENT,PRA,predicted_PRA,error,abs_error,line,over_price,under_price,bookmaker,actual_pra,predicted_pra,betting_line,edge,abs_edge,over_implied_prob,under_implied_prob,bet_side,bet_result,bet_won,bet_pushed,bet_lost
AJ Johnson,2025-03-29,aj johnson,,BKN,25,26.26352,1.263519287109375,1.263519287109375,18.5,-120.0,-103.0,"DraftKings, BetMGM, Bovada",25,26.26352,18.5,7.76352,7.76352,0.5454545454545454,0.5073891625615764,OVER,83.33333333333334,True,False,False
AJ Johnson,2025-03-31,aj johnson,,MIA,12,14.46715,2.4671497344970703,2.4671497344970703,21.5,-105.0,-102.0,"BetOnline.ag, Fanatics, DraftKings",12,14.46715,21.5,-7.03285,7.03285,0.5121951219512195,0.504950495049505,UNDER,98.0392156862745,True,False,False
AJ Johnson,2025-04-02,aj johnson,,SAC,27,23.811975,-3.188024520874023,3.188024520874023,20.5,-111.0,105.0,"BetOnline.ag, Fanatics, FanDuel",27,23.811975,20.5,3.3119750000000003,3.3119750000000003,0.5260663507109005,0.4878048780487805,OVER,90.09009009009009,True,False,False
AJ Johnson,2025-04-03,aj johnson,,ORL,17,18.57792,1.577920913696289,1.577920913696289,19.5,100.0,-102.0,"BetOnline.ag, DraftKings, BetMGM",17,18.57792,19.5,-0.9220800000000011,0.9220800000000011,0.5,0.504950495049505,NONE,0.0,False,False,False
AJ Johnson,2025-04-06,aj johnson,,BOS,16,14.184759,-1.8152408599853516,1.8152408599853516,19.5,-110.0,-106.0,"BetOnline.ag, Fanatics, BetMGM",16,14.184759,19.5,-5.315241,5.315241,0.5238095238095238,0.5145631067961165,UNDER,94.33962264150944,True,False,False
AJ Johnson,2025-04-08,aj johnson,,IND,9,11.792514,2.792513847351074,2.792513847351074,18.5,100.0,100.0,"BetOnline.ag, Fanatics, DraftKings",9,11.792514,18.5,-6.707485999999999,6.707485999999999,0.5,0.5,UNDER,100.0,True,False,False
AJ Johnson,2025-04-09,aj johnson,,PHI,14,13.217031,-0.7829694747924805,0.7829694747924805,19.5,-114.0,100.0,"DraftKings, BetOnline.ag, BetMGM",14,13.217031,19.5,-6.282969,6.282969,0.5327102803738317,0.5,UNDER,100.0,True,False,False
AJ Johnson,2025-04-13,aj johnson,,MIA,23,18.78559,-4.214410781860352,4.214410781860352,20.5,-118.0,-110.0,"BetOnline.ag, Bovada",23,18.78559,20.5,-1.7144100000000009,1.7144100000000009,0.5412844036697247,0.5238095238095238,NONE,0.0,False,False,False
Aaron Gordon,2024-10-26,aaron gordon,,LAC,17,16.640913,-0.3590869903564453,0.3590869903564453,22.5,-110.0,175.0,"DraftKings, BetOnline.ag, FanDuel",17,16.640913,22.5,-5.859086999999999,5.859086999999999,0.5238095238095238,0.36363636363636365,UNDER,175.0,True,False,False
Aaron Gordon,2024-10-28,aaron gordon,,TOR,35,29.041214,-5.9587860107421875,5.9587860107421875,22.5,115.0,-105.0,"DraftKings, FanDuel, BetMGM",35,29.041214,22.5,6.541214,6.541214,0.46511627906976744,0.5121951219512195,OVER,115.0,True,False,False
Aaron Gordon,2024-10-29,aaron gordon,,BKN,31,32.55362,1.553619384765625,1.553619384765625,23.5,-110.0,180.0,"DraftKings, FanDuel, BetOnline.ag",31,32.55362,23.5,9.053620000000002,9.053620000000002,0.5238095238095238,0.35714285714285715,OVER,90.9090909090909,True,False,False
Aaron Gordon,2024-12-08,aaron gordon,,ATL,14,10.348888,-3.651111602783203,3.651111602783203,26.5,155.0,-108.0,"BetOnline.ag, DraftKings, BetMGM",14,10.348888,26.5,-16.151111999999998,16.151111999999998,0.39215686274509803,0.5192307692307693,UNDER,92.5925925925926,True,False,False
Aaron Gordon,2025-01-12,aaron gordon,,DAL,21,21.01649,0.0164909362792968,0.0164909362792968,15.5,100.0,-105.0,"FanDuel, DraftKings, Caesars",21,21.01649,15.5,5.516490000000001,5.516490000000001,0.5,0.5121951219512195,OVER,100.0,True,False,False
Aaron Gordon,2025-01-19,aaron gordon,,ORL,13,15.443769,2.4437694549560547,2.4437694549560547,16.5,-105.0,-114.0,"DraftKings, Caesars, BetOnline.ag",13,15.443769,16.5,-1.0562310000000004,1.0562310000000004,0.5121951219512195,0.5327102803738317,NONE,0.0,False,False,False
Aaron Gordon,2025-01-25,aaron gordon,,MIN,18,17.027048,-0.972951889038086,0.972951889038086,15.5,-112.0,115.0,"BetOnline.ag, BetMGM, Bovada",18,17.027048,15.5,1.5270480000000006,1.5270480000000006,0.5283018867924528,0.46511627906976744,NONE,0.0,False,False,False
Aaron Gordon,2025-03-23,aaron gordon,,HOU,25,20.948162,-4.051837921142578,4.051837921142578,26.5,-106.0,-110.0,"DraftKings, Fanatics, FanDuel",25,20.948162,26.5,-5.551838,5.551838,0.5145631067961165,0.5238095238095238,UNDER,90.9090909090909,True,False,False
Aaron Gordon,2025-04-13,aaron gordon,,HOU,28,29.130062,1.1300621032714844,1.1300621032714844,23.5,-109.0,-103.0,"DraftKings, BetOnline.ag, Caesars",28,29.130062,23.5,5.630061999999999,5.630061999999999,0.5215311004784688,0.5073891625615764,OVER,91.74311926605505,True,False,False
Aaron Holiday,2025-02-09,aaron holiday,,TOR,13,12.197286,-0.8027143478393555,0.8027143478393555,10.5,-105.0,-103.0,"Caesars, BetMGM",13,12.197286,10.5,1.697286,1.697286,0.5121951219512195,0.5073891625615764,NONE,0.0,False,False,False
Aaron Nesmith,2024-10-25,aaron nesmith,,NYK,6,6.0867667,0.0867667198181152,0.0867667198181152,13.5,-106.0,-110.0,"DraftKings, Bovada, FanDuel",6,6.0867667,13.5,-7.4132333,7.4132333,0.5145631067961165,0.5238095238095238,UNDER,90.9090909090909,True,False,False
Aaron Nesmith,2024-10-27,aaron nesmith,,PHI,18,18.453453,0.4534530639648437,0.4534530639648437,12.5,-120.0,105.0,"BetOnline.ag, BetMGM",18,18.453453,12.5,5.953453,5.953453,0.5454545454545454,0.4878048780487805,OVER,83.33333333333334,True,False,False
Aaron Nesmith,2024-10-28,aaron nesmith,,ORL,15,15.384793,0.3847932815551758,0.3847932815551758,11.5,100.0,100.0,"BetOnline.ag, BetMGM",15,15.384793,11.5,3.884793,3.884793,0.5,0.5,OVER,100.0,True,False,False
Aaron Nesmith,2024-10-30,aaron nesmith,,BOS,23,22.102833,-0.8971672058105469,0.8971672058105469,15.5,-105.0,-122.0,"Caesars, BetOnline.ag, BetMGM",23,22.102833,15.5,6.602833,6.602833,0.5121951219512195,0.5495495495495496,OVER,95.23809523809523,True,False,False
Aaron Nesmith,2025-01-25,aaron nesmith,,SAS,16,15.135985,-0.8640146255493164,0.8640146255493164,11.5,-110.0,-110.0,"DraftKings, Caesars, BetMGM",16,15.135985,11.5,3.635985,3.635985,0.5238095238095238,0.5238095238095238,OVER,90.9090909090909,True,False,False
Aaron Nesmith,2025-02-01,aaron nesmith,,ATL,16,15.404403,-0.5955972671508789,0.5955972671508789,13.5,-110.0,-110.0,"BetOnline.ag, DraftKings, BetMGM",16,15.404403,13.5,1.9044030000000003,1.9044030000000003,0.5238095238095238,0.5238095238095238,NONE,0.0,False,False,False
Aaron Nesmith,2025-02-08,aaron nesmith,,LAL,13,12.620267,-0.3797330856323242,0.3797330856323242,12.5,-115.0,-102.0,"Caesars, BetOnline.ag, BetMGM",13,12.620267,12.5,0.12026700000000012,0.12026700000000012,0.5348837209302325,0.504950495049505,NONE,0.0,False,False,False
Aaron Nesmith,2025-02-23,aaron nesmith,,LAC,26,26.91081,0.9108104705810548,0.9108104705810548,12.5,-105.0,-110.0,"Fanatics, Caesars, BetMGM",26,26.91081,12.5,14.410810000000001,14.410810000000001,0.5121951219512195,0.5238095238095238,OVER,95.23809523809523,True,False,False
Aaron Nesmith,2025-03-02,aaron nesmith,,CHI,33,34.47561,1.4756088256835938,1.4756088256835938,19.5,114.0,-113.0,"DraftKings, Caesars, BetOnline.ag",33,34.47561,19.5,14.975610000000003,14.975610000000003,0.4672897196261682,0.5305164319248826,OVER,114.0,True,False,False
Aaron Nesmith,2025-03-11,aaron nesmith,,MIL,14,14.978484,0.9784841537475586,0.9784841537475586,17.5,-105.0,100.0,"Fanatics, DraftKings, BetMGM",14,14.978484,17.5,-2.521516,2.521516,0.5121951219512195,0.5,NONE,0.0,False,False,False
Aaron Nesmith,2025-03-14,aaron nesmith,,PHI,21,20.634138,-0.3658618927001953,0.3658618927001953,18.5,-105.0,-114.0,"DraftKings, BetOnline.ag, BetMGM",21,20.634138,18.5,2.134138,2.134138,0.5121951219512195,0.5327102803738317,NONE,0.0,False,False,False
Aaron Nesmith,2025-03-19,aaron nesmith,,DAL,25,25.669346,0.6693458557128906,0.6693458557128906,19.5,100.0,-106.0,"Fanatics, DraftKings, BetMGM",25,25.669346,19.5,6.169346000000001,6.169346000000001,0.5,0.5145631067961165,OVER,100.0,True,False,False
Aaron Nesmith,2025-03-20,aaron nesmith,,BKN,20,22.694921,2.6949214935302734,2.6949214935302734,19.5,105.0,-109.0,"DraftKings, BetOnline.ag, BetMGM",20,22.694921,19.5,3.194921000000001,3.194921000000001,0.4878048780487805,0.5215311004784688,OVER,105.0,True,False,False
Aaron Nesmith,2025-03-22,aaron nesmith,,BKN,10,9.019455,-0.9805450439453124,0.9805450439453124,17.5,-110.0,100.0,"Fanatics, BetOnline.ag, BetMGM",10,9.019455,17.5,-8.480545,8.480545,0.5238095238095238,0.5,UNDER,100.0,True,False,False
Aaron Nesmith,2025-03-24,aaron nesmith,,MIN,25,25.239994,0.2399940490722656,0.2399940490722656,16.5,-115.0,-105.0,"BetOnline.ag, Fanatics, BetMGM",25,25.239994,16.5,8.739994,8.739994,0.5348837209302325,0.5121951219512195,OVER,86.95652173913044,True,False,False
Aaron Nesmith,2025-03-26,aaron nesmith,,LAL,16,14.814583,-1.1854171752929688,1.1854171752929688,17.5,105.0,-115.0,"BetOnline.ag, Fanatics, DraftKings",16,14.814583,17.5,-2.6854169999999993,2.6854169999999993,0.4878048780487805,0.5348837209302325,NONE,0.0,False,False,False
Aaron Nesmith,2025-03-27,aaron nesmith,,WAS,15,16.992054,1.9920539855957031,1.9920539855957031,17.5,115.0,-114.0,"BetOnline.ag, Fanatics, DraftKings",15,16.992054,17.5,-0.5079460000000005,0.5079460000000005,0.46511627906976744,0.5327102803738317,NONE,0.0,False,False,False
Aaron Nesmith,2025-03-31,aaron nesmith,,SAC,30,32.822697,2.8226966857910156,2.8226966857910156,18.5,-110.0,105.0,"Fanatics, DraftKings, BetOnline.ag",30,32.822697,18.5,14.322696999999998,14.322696999999998,0.5238095238095238,0.4878048780487805,OVER,90.9090909090909,True,False,False
Aaron Nesmith,2025-04-02,aaron nesmith,,CHA,20,19.816315,-0.183685302734375,0.183685302734375,18.5,-110.0,-114.0,"Fanatics, BetOnline.ag, BetMGM",20,19.816315,18.5,1.3163149999999995,1.3163149999999995,0.5238095238095238,0.5327102803738317,NONE,0.0,False,False,False
Aaron Nesmith,2025-04-04,aaron nesmith,,UTA,15,15.96566,0.9656600952148438,0.9656600952148438,18.5,-109.0,-115.0,"Fanatics, BetMGM, Bovada",15,15.96566,18.5,-2.5343400000000003,2.5343400000000003,0.5215311004784688,0.5348837209302325,NONE,0.0,False,False,False
Aaron Nesmith,2025-04-08,aaron nesmith,,WAS,14,14.689844,0.6898441314697266,0.6898441314697266,16.5,-110.0,108.0,"BetOnline.ag, DraftKings, Bovada",14,14.689844,16.5,-1.8101559999999992,1.8101559999999992,0.5238095238095238,0.4807692307692308,NONE,0.0,False,False,False
Aaron Nesmith,2025-04-10,aaron nesmith,,CLE,29,29.366383,0.3663825988769531,0.3663825988769531,17.5,-115.0,-105.0,"DraftKings, BetOnline.ag, BetMGM",29,29.366383,17.5,11.866382999999999,11.866382999999999,0.5348837209302325,0.5121951219512195,OVER,86.95652173913044,True,False,False
Aaron Nesmith,2025-04-13,aaron nesmith,,CLE,15,15.103205,0.1032047271728515,0.1032047271728515,15.5,-115.0,-115.0,Bovada,15,15.103205,15.5,-0.3967949999999991,0.3967949999999991,0.5348837209302325,0.5348837209302325,NONE,0.0,False,False,False
Aaron Wiggins,2024-12-28,aaron wiggins,,CHA,23,25.14374,2.143739700317383,2.143739700317383,16.5,-118.0,-106.0,"BetOnline.ag, Caesars, BetMGM",23,25.14374,16.5,8.643740000000001,8.643740000000001,0.5412844036697247,0.5145631067961165,OVER,84.7457627118644,True,False,False
Aaron Wiggins,2025-01-05,aaron wiggins,,BOS,18,17.230587,-0.7694129943847656,0.7694129943847656,13.5,-123.0,-104.0,"Caesars, BetMGM, BetOnline.ag",18,17.230587,13.5,3.730587,3.730587,0.5515695067264574,0.5098039215686274,OVER,81.30081300813008,True,False,False
Aaron Wiggins,2025-01-12,aaron wiggins,,WAS,36,33.76507,-2.2349281311035156,2.2349281311035156,14.5,-110.0,-103.0,"BetOnline.ag, Caesars, BetMGM",36,33.76507,14.5,19.26507,19.26507,0.5238095238095238,0.5073891625615764,OVER,90.9090909090909,True,False,False
Aaron Wiggins,2025-01-26,aaron wiggins,,POR,5,6.1945596,1.1945595741271973,1.1945595741271973,17.5,105.0,-110.0,"BetOnline.ag, DraftKings, BetMGM",5,6.1945596,17.5,-11.3054404,11.3054404,0.4878048780487805,0.5238095238095238,UNDER,90.9090909090909,True,False,False
Aaron Wiggins,2025-03-09,aaron wiggins,,DEN,12,13.21919,1.2191896438598633,1.2191896438598633,17.5,108.0,-115.0,"Fanatics, DraftKings, Caesars",12,13.21919,17.5,-4.280810000000001,4.280810000000001,0.4807692307692308,0.5348837209302325,UNDER,86.95652173913044,True,False,False
Aaron Wiggins,2025-03-12,aaron wiggins,,BOS,4,6.0013924,2.001392364501953,2.001392364501953,21.5,-105.0,-120.0,"DraftKings, BetOnline.ag, BetMGM",4,6.0013924,21.5,-15.4986076,15.4986076,0.5121951219512195,0.5454545454545454,UNDER,83.33333333333334,True,False,False
Aaron Wiggins,2025-04-06,aaron wiggins,,LAL,10,9.799594,-0.2004060745239257,0.2004060745239257,13.5,-110.0,100.0,"Fanatics, DraftKings, BetOnline.ag",10,9.799594,13.5,-3.700405999999999,3.700405999999999,0.5238095238095238,0.5,UNDER,100.0,True,False,False
Aaron Wiggins,2025-04-13,aaron wiggins,,NOP,42,37.227238,-4.772762298583984,4.772762298583984,33.5,100.0,-125.0,"BetOnline.ag, Bovada",42,37.227238,33.5,3.727238,3.727238,0.5,0.5555555555555556,OVER,100.0,True,False,False
Adem Bona,2025-01-12,adem bona,,ORL,0,0.5366404,0.5366404056549072,0.5366404056549072,8.5,100.0,-137.0,Caesars,0,0.5366404,8.5,-7.9633596,7.9633596,0.5,0.5780590717299579,UNDER,72.99270072992701,True,False,False
Adem Bona,2025-03-10,adem bona,,ATL,15,13.973075,-1.0269250869750977,1.0269250869750977,16.5,110.0,-114.0,"BetOnline.ag, Bovada",15,13.973075,16.5,-2.5269250000000003,2.5269250000000003,0.47619047619047616,0.5327102803738317,NONE,0.0,False,False,False
Adem Bona,2025-03-12,adem bona,,TOR,23,22.194637,-0.8053627014160156,0.8053627014160156,12.5,-135.0,105.0,Bovada,23,22.194637,12.5,9.694637,9.694637,0.574468085106383,0.4878048780487805,OVER,74.07407407407408,True,False,False
Adem Bona,2025-03-14,adem bona,,IND,25,25.828598,0.8285980224609375,0.8285980224609375,22.5,125.0,-135.0,"BetOnline.ag, Bovada",25,25.828598,22.5,3.3285979999999995,3.3285979999999995,0.4444444444444444,0.574468085106383,OVER,125.0,True,False,False
Adem Bona,2025-03-26,adem bona,,WAS,15,13.240652,-1.759347915649414,1.759347915649414,16.5,105.0,-114.0,"BetOnline.ag, Bovada",15,13.240652,16.5,-3.2593479999999992,3.2593479999999992,0.4878048780487805,0.5327102803738317,UNDER,87.71929824561403,True,False,False
Adem Bona,2025-03-29,adem bona,,MIA,27,27.99614,0.9961395263671876,0.9961395263671876,14.5,-116.0,115.0,"BetOnline.ag, Bovada",27,27.99614,14.5,13.49614,13.49614,0.5370370370370371,0.46511627906976744,OVER,86.20689655172413,True,False,False
Adem Bona,2025-03-30,adem bona,,TOR,22,22.887808,0.8878078460693359,0.8878078460693359,21.5,-122.0,105.0,"Fanatics, BetOnline.ag, Bovada",22,22.887808,21.5,1.3878079999999997,1.3878079999999997,0.5495495495495496,0.4878048780487805,NONE,0.0,False,False,False
Adem Bona,2025-04-01,adem bona,,NYK,19,18.474667,-0.5253334045410156,0.5253334045410156,18.5,100.0,110.0,"BetOnline.ag, Fanatics, DraftKings",19,18.474667,18.5,-0.025332999999999828,0.025332999999999828,0.5,0.47619047619047616,NONE,0.0,False,False,False
Adem Bona,2025-04-03,adem bona,,MIL,34,35.681,1.680999755859375,1.680999755859375,17.5,-114.0,-114.0,BetOnline.ag,34,35.681,17.5,18.180999999999997,18.180999999999997,0.5327102803738317,0.5327102803738317,OVER,87.71929824561403,True,False,False
Adem Bona,2025-04-05,adem bona,,MIN,16,14.954531,-1.0454692840576172,1.0454692840576172,19.5,100.0,-103.0,"BetOnline.ag, Bovada",16,14.954531,19.5,-4.545469000000001,4.545469000000001,0.5,0.5073891625615764,UNDER,97.0873786407767,True,False,False
Adem Bona,2025-04-07,adem bona,,MIA,28,27.846363,-0.1536369323730468,0.1536369323730468,21.5,110.0,-115.0,"Fanatics, BetOnline.ag, Bovada",28,27.846363,21.5,6.346363,6.346363,0.47619047619047616,0.5348837209302325,OVER,110.0,True,False,False
Adem Bona,2025-04-09,adem bona,,WAS,26,26.935406,0.935405731201172,0.935405731201172,25.5,-105.0,-120.0,"DraftKings, Fanatics, BetOnline.ag",26,26.935406,25.5,1.4354060000000004,1.4354060000000004,0.5121951219512195,0.5454545454545454,NONE,0.0,False,False,False
Adem Bona,2025-04-11,adem bona,,ATL,25,24.756666,-0.2433338165283203,0.2433338165283203,25.5,115.0,-130.0,"BetOnline.ag, Bovada",25,24.756666,25.5,-0.7433340000000008,0.7433340000000008,0.46511627906976744,0.5652173913043478,NONE,0.0,False,False,False
Adem Bona,2025-04-13,adem bona,,CHI,25,25.1907,0.1907005310058593,0.1907005310058593,26.5,-103.0,-115.0,"BetOnline.ag, Bovada",25,25.1907,26.5,-1.3093000000000004,1.3093000000000004,0.5073891625615764,0.5348837209302325,NONE,0.0,False,False,False
Al Horford,2024-10-24,al horford,,WAS,6,7.9974723,1.9974722862243652,1.9974722862243652,18.5,-104.0,143.0,"DraftKings, FanDuel, Bovada",6,7.9974723,18.5,-10.5025277,10.5025277,0.5098039215686274,0.411522633744856,UNDER,143.0,True,False,False
Al Horford,2024-10-26,al horford,,DET,23,25.776464,2.7764644622802734,2.7764644622802734,16.5,100.0,-105.0,"DraftKings, BetOnline.ag, BetMGM",23,25.776464,16.5,9.276464,9.276464,0.5,0.5121951219512195,OVER,100.0,True,False,False
Al Horford,2024-10-28,al horford,,MIL,16,17.37628,1.3762798309326172,1.3762798309326172,17.5,-110.0,110.0,"DraftKings, BetOnline.ag, BetMGM",16,17.37628,17.5,-0.12371999999999872,0.12371999999999872,0.5238095238095238,0.47619047619047616,NONE,0.0,False,False,False
Al Horford,2024-10-30,al horford,,IND,13,13.856367,0.8563671112060547,0.8563671112060547,16.5,-102.0,-120.0,"Caesars, BetOnline.ag, BetMGM",13,13.856367,16.5,-2.6436329999999995,2.6436329999999995,0.504950495049505,0.5454545454545454,NONE,0.0,False,False,False
Al Horford,2024-11-02,al horford,,CHA,11,8.479968,-2.5200319290161133,2.5200319290161133,16.5,-111.0,-105.0,"DraftKings, BetOnline.ag, Caesars",11,8.479968,16.5,-8.020032,8.020032,0.5260663507109005,0.5121951219512195,UNDER,95.23809523809523,True,False,False
Al Horford,2024-11-10,al horford,,MIL,20,19.172802,-0.8271980285644531,0.8271980285644531,16.5,-106.0,-105.0,"FanDuel, DraftKings, Caesars",20,19.172802,16.5,2.672802000000001,2.672802000000001,0.5145631067961165,0.5121951219512195,NONE,0.0,False,False,False
Al Horford,2024-11-24,al horford,,MIN,16,14.420536,-1.5794639587402344,1.5794639587402344,16.5,-122.0,-105.0,"BetOnline.ag, Caesars, BetMGM",16,14.420536,16.5,-2.0794639999999998,2.0794639999999998,0.5495495495495496,0.5121951219512195,NONE,0.0,False,False,False
Al Horford,2024-12-01,al horford,,CLE,14,15.2558155,1.255815505981445,1.255815505981445,17.5,-114.0,100.0,"DraftKings, Caesars, BetMGM",14,15.2558155,17.5,-2.2441844999999994,2.2441844999999994,0.5327102803738317,0.5,NONE,0.0,False,False,False
Al Horford,2024-12-25,al horford,,PHI,23,22.888979,-0.1110210418701171,0.1110210418701171,15.5,-120.0,-103.0,"BetMGM, Caesars, BetOnline.ag",23,22.888979,15.5,7.388978999999999,7.388978999999999,0.5454545454545454,0.5073891625615764,OVER,83.33333333333334,True,False,False
Al Horford,2024-12-29,al horford,,IND,13,12.144502,-0.8554983139038086,0.8554983139038086,18.5,-105.0,-115.0,"DraftKings, Caesars, BetOnline.ag",13,12.144502,18.5,-6.355498000000001,6.355498000000001,0.5121951219512195,0.5348837209302325,UNDER,86.95652173913044,True,False,False
Al Horford,2024-12-31,al horford,,TOR,10,8.123675,-1.8763246536254885,1.8763246536254885,17.5,-105.0,-120.0,"DraftKings, Caesars, BetOnline.ag",10,8.123675,17.5,-9.376325,9.376325,0.5121951219512195,0.5454545454545454,UNDER,83.33333333333334,True,False,False
Al Horford,2025-01-05,al horford,,OKC,15,16.541014,1.5410137176513672,1.5410137176513672,13.5,-105.0,-121.0,"Caesars, BetMGM",15,16.541014,13.5,3.0410140000000006,3.0410140000000006,0.5121951219512195,0.5475113122171946,OVER,95.23809523809523,True,False,False
Al Horford,2025-01-12,al horford,,NOP,18,18.445845,0.4458446502685547,0.4458446502685547,12.5,-127.0,116.0,"Caesars, BetOnline.ag, BetMGM",18,18.445845,12.5,5.9458449999999985,5.9458449999999985,0.5594713656387665,0.46296296296296297,OVER,78.74015748031496,True,False,False
Al Horford,2025-01-20,al horford,,GSW,9,8.594661,-0.405339241027832,0.405339241027832,12.5,-103.0,-113.0,"DraftKings, Caesars, BetMGM",9,8.594661,12.5,-3.9053389999999997,3.9053389999999997,0.5073891625615764,0.5305164319248826,UNDER,88.49557522123894,True,False,False
Al Horford,2025-01-25,al horford,,DAL,11,11.03756,0.0375604629516601,0.0375604629516601,12.5,105.0,-128.0,"BetOnline.ag, Caesars, BetMGM",11,11.03756,12.5,-1.4624400000000009,1.4624400000000009,0.4878048780487805,0.5614035087719298,NONE,0.0,False,False,False
Al Horford,2025-02-02,al horford,,PHI,6,6.7552342,0.7552342414855957,0.7552342414855957,13.5,105.0,-120.0,"BetOnline.ag, Bovada, BetMGM",6,6.7552342,13.5,-6.7447658,6.7447658,0.4878048780487805,0.5454545454545454,UNDER,83.33333333333334,True,False,False
Al Horford,2025-02-23,al horford,,NYK,8,8.837706,0.8377056121826172,0.8377056121826172,11.5,-103.0,-105.0,"BetOnline.ag, Fanatics, Caesars",8,8.837706,11.5,-2.6622939999999993,2.6622939999999993,0.5073891625615764,0.5121951219512195,NONE,0.0,False,False,False
Al Horford,2025-03-02,al horford,,DEN,27,28.814438,1.8144378662109375,1.8144378662109375,18.5,110.0,-115.0,"DraftKings, Fanatics, Caesars",27,28.814438,18.5,10.314437999999999,10.314437999999999,0.47619047619047616,0.5348837209302325,OVER,110.0,True,False,False
Al Horford,2025-03-12,al horford,,OKC,34,29.731287,-4.268712997436523,4.268712997436523,19.5,100.0,-105.0,"Fanatics, DraftKings, BetOnline.ag",34,29.731287,19.5,10.231286999999998,10.231286999999998,0.5,0.5121951219512195,OVER,100.0,True,False,False
Al Horford,2025-03-14,al horford,,MIA,23,22.170229,-0.8297710418701172,0.8297710418701172,20.5,-105.0,-105.0,"BetOnline.ag, Fanatics, DraftKings",23,22.170229,20.5,1.670228999999999,1.670228999999999,0.5121951219512195,0.5121951219512195,NONE,0.0,False,False,False
Al Horford,2025-03-18,al horford,,BKN,15,13.042756,-1.9572439193725584,1.9572439193725584,19.5,-104.0,-118.0,"DraftKings, Fanatics, FanDuel",15,13.042756,19.5,-6.457243999999999,6.457243999999999,0.5098039215686274,0.5412844036697247,UNDER,84.7457627118644,True,False,False
Al Horford,2025-03-23,al horford,,POR,21,23.144146,2.144145965576172,2.144145965576172,19.5,-109.0,-104.0,"DraftKings, Fanatics, FanDuel",21,23.144146,19.5,3.644145999999999,3.644145999999999,0.5215311004784688,0.5098039215686274,OVER,91.74311926605505,True,False,False
Al Horford,2025-03-31,al horford,,MEM,36,37.594887,1.5948867797851562,1.5948867797851562,17.5,-110.0,-105.0,"BetOnline.ag, Fanatics, DraftKings",36,37.594887,17.5,20.094887,20.094887,0.5238095238095238,0.5121951219512195,OVER,90.9090909090909,True,False,False
