Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Scottie Barnes,22.3,TOR,Forward,2094,53,78.0%,67,10.9%,93,1.8%,62,26.1%
RJ Barrett,23.4,TOR,Forward,1083,4,62.9%,90,15.8%,81,1.2%,55,25.0%
RJ Barrett,23.4,NYK,Forward,765,74,82.9%,87,14.5%,75,1.0%,16,12.5%
Charles Bassey,23.0,SAS,Big,182,0,80.0%,15,6.1%,65,1.6%,94,50.0%
Keita Bates-Diop,27.8,PHX,Forward,561,32,74.3%,71,11.4%,11,0.3%,93,41.2%
Nicolas Batum,34.9,PHI,Wing,1470,0,71.4%,8,3.2%,21,0.5%,13,12.5%
Darius Bazley,23.4,UTA,Forward,134,0,83.3%,96,19.4%,71,1.0%,79,33.3%
Bradley Beal,30.3,PHX,Combo,1759,49,81.1%,65,8.2%,24,0.6%,38,20.3%
Malik Beasley,26.9,MIL,Combo,2330,14,71.4%,5,1.5%,13,0.4%,70,27.3%
MarJon Beauchamp,22.1,MIL,Wing,500,0,55.6%,45,6.6%,15,0.4%,10,11.1%
Jules Bernard,23.8,WAS,Wing,107,0,66.7%,64,8.9%,96,1.9%,93,50.0%
Davis Bertans,31.0,CHA,Wing,575,0,88.9%,5,2.9%,33,0.6%,81,33.3%
Patrick Beverley,35.3,MIL,Wing,527,84,85.2%,42,6.4%,90,1.5%,46,22.2%
Patrick Beverley,35.3,PHI,Combo,904,47,81.0%,73,9.3%,76,1.4%,79,30.4%
Saddiq Bey,24.6,ATL,Forward,2053,81,83.5%,83,13.9%,32,0.6%,51,24.3%
Goga Bitadze,24.3,ORL,Big,884,27,68.2%,64,13.8%,72,1.7%,74,30.0%
Onuralp Bitim,24.6,CHI,Wing,239,0,80.0%,1,1.6%,59,0.9%,97,100.0%
Bismack Biyombo,31.2,MEM,Big,718,3,47.8%,38,10.2%,63,1.5%,77,30.8%
Anthony Black,19.8,ORL,Combo,1053,0,59.7%,91,11.5%,37,0.8%,57,25.0%
Leaky Black,24.4,CHA,Forward,227,0,72.7%,28,6.4%,52,0.8%,79,33.3%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,97,92.0%,39,6.0%,61,0.9%,33,19.1%
Bojan Bogdanovic,34.5,DET,Forward,920,49,77.5%,58,9.6%,88,1.6%,45,22.7%
Bojan Bogdanovic,34.5,NYK,Forward,549,62,80.0%,34,7.1%,78,1.1%,24,15.8%
Bol Bol,24.0,PHX,Big,415,0,73.3%,12,5.8%,1,0.1%,98,62.5%
Marques Bolden,25.5,CHA,Big,107,0,75.0%,6,3.8%,26,0.9%,0,0.0%
Devin Booker,27.0,PHX,Point,2445,83,88.6%,81,12.1%,93,2.9%,49,22.4%
Brandon Boston Jr.,21.9,LAC,Wing,253,0,75.0%,38,5.9%,8,0.3%,0,0.0%
Chris Boucher,30.8,TOR,Big,665,60,75.6%,92,19.3%,63,1.5%,63,26.7%
Malaki Branham,20.5,SAS,Wing,1527,87,86.2%,24,4.7%,17,0.4%,71,27.6%
Christian Braun,22.5,DEN,Wing,1600,4,66.9%,89,11.7%,13,0.4%,30,18.6%
Mikal Bridges,27.2,BKN,Forward,2855,66,81.6%,53,9.2%,86,1.6%,49,23.6%
Miles Bridges,25.6,CHA,Forward,2574,72,82.5%,49,8.8%,59,0.9%,88,35.1%
Oshae Brissett,25.4,BOS,Big,501,10,57.8%,96,21.4%,45,1.2%,14,13.3%
Malcolm Brogdon,30.9,POR,Combo,1120,53,81.9%,76,9.4%,72,1.3%,52,24.0%
Dillon Brooks,27.8,HOU,Forward,2224,82,84.1%,44,8.3%,28,0.5%,25,16.2%
Bruce Brown,27.2,IND,Wing,980,62,81.7%,84,11.2%,53,0.8%,69,26.3%
Bruce Brown,27.2,TOR,Wing,877,72,83.3%,81,10.6%,23,0.5%,75,30.0%
Jaylen Brown,27.0,BOS,Wing,2339,8,70.2%,88,11.5%,88,1.4%,73,28.8%
Kobe Brown,23.8,LAC,Big,270,0,50.0%,2,1.6%,1,0.2%,0,0.0%
Moses Brown,24.1,POR,Big,185,1,31.0%,95,20.8%,88,2.6%,29,20.0%
Troy Brown,24.3,DET,Forward,404,0,84.6%,26,6.4%,31,0.5%,19,14.3%
Troy Brown,24.3,MIN,Wing,345,0,81.3%,20,4.4%,43,0.8%,0,0.0%
Jalen Brunson,27.2,NYK,Point,2721,53,84.6%,84,12.5%,91,2.8%,88,38.3%
Thomas Bryant,26.3,MIA,Big,420,95,86.0%,65,13.8%,25,0.9%,45,22.7%
Kobe Bufkin,20.1,ATL,Combo,167,0,50.0%,33,5.1%,22,0.5%,98,50.0%
Reggie Bullock,32.6,HOU,Wing,334,0,100.0%,2,1.7%,4,0.3%,97,100.0%
Alec Burks,32.3,NYK,Wing,304,16,72.7%,76,9.8%,18,0.4%,26,17.6%
Alec Burks,32.3,DET,Wing,894,96,90.3%,85,11.2%,97,2.0%,12,12.0%
Jared Butler,23.2,WAS,Combo,471,97,92.3%,48,6.5%,55,1.1%,0,0.0%
Jimmy Butler,34.1,MIA,Forward,2042,90,85.8%,98,21.6%,98,2.3%,44,22.0%
Jamal Cain,24.6,MIA,Forward,222,0,80.0%,78,13.2%,14,0.4%,0,0.0%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,95,89.1%,34,5.4%,51,0.8%,44,21.2%
Toumani Camara,23.5,POR,Forward,1677,44,75.8%,57,9.6%,61,0.9%,50,23.8%
Clint Capela,29.5,ATL,Big,1882,18,63.2%,74,15.3%,29,1.0%,28,19.4%
Jevon Carter,28.1,CHI,Combo,966,0,60.0%,1,0.6%,2,0.2%,98,50.0%
Wendell Carter,24.5,ORL,Big,1404,30,69.4%,48,11.9%,84,2.4%,38,21.4%
Alex Caruso,29.7,CHI,Wing,2039,29,76.0%,44,6.5%,81,1.3%,9,10.8%
Julian Champagnie,22.3,SAS,Forward,1397,68,81.6%,59,9.9%,24,0.5%,22,15.0%
Justin Champagnie,22.3,WAS,Big,211,0,80.0%,20,7.4%,19,0.8%,29,20.0%
Max Christie,20.7,LAL,Wing,829,45,79.4%,50,7.2%,7,0.3%,13,13.3%
Sidy Cissoko,19.6,SAS,Forward,114,0,80.0%,99,22.9%,79,1.1%,16,12.5%
Brandon Clarke,27.1,MEM,Big,131,0,14.3%,12,5.2%,47,1.2%,99,66.7%
Jordan Clarkson,31.4,UTA,Wing,1672,92,88.0%,69,9.4%,87,1.4%,38,19.8%
Nicolas Claxton,24.5,BKN,Big,2112,7,55.1%,62,13.8%,90,2.9%,65,27.0%
Noah Clowney,19.3,BKN,Forward,318,0,68.2%,66,10.8%,91,1.8%,91,40.0%
Amir Coffey,26.4,LAC,Forward,1365,87,84.8%,54,9.2%,25,0.5%,86,34.4%
John Collins,26.1,UTA,Big,1898,76,79.5%,41,10.6%,57,1.4%,63,26.7%
Zach Collins,25.9,SAS,Big,1502,50,74.2%,39,10.3%,79,2.0%,68,28.4%
Mike Conley,36.1,MIN,Point,2193,89,90.7%,21,5.5%,28,1.1%,65,24.3%
Pat Connaughton,30.8,MIL,Wing,1638,28,75.9%,35,5.7%,49,0.8%,75,30.0%
Bilal Coulibaly,19.3,WAS,Wing,1596,9,71.6%,95,14.1%,39,0.7%,68,26.2%
Ricky Council,22.2,PHI,Wing,222,12,72.0%,100,25.5%,64,1.0%,34,19.2%
Robert Covington,32.9,PHI,Big,395,0,80.0%,30,9.1%,3,0.2%,50,25.0%
Torrey Craig,32.9,CHI,Forward,1042,37,75.0%,25,6.2%,42,0.7%,90,37.5%
Jae Crowder,33.3,MIL,Forward,1142,29,73.5%,9,3.7%,37,0.6%,13,10.0%
Cade Cunningham,22.1,DET,Wing,2072,88,86.8%,63,8.7%,92,1.6%,28,18.3%
Seth Curry,33.2,DAL,Wing,423,0,93.8%,32,5.2%,38,0.7%,96,71.4%
Seth Curry,33.2,CHA,Wing,158,0,91.7%,46,6.7%,29,0.6%,59,25.0%
Stephen Curry,35.6,GSW,Point,2419,100,92.3%,47,8.1%,81,2.3%,77,29.3%
Dyson Daniels,20.6,NOP,Combo,1253,5,63.8%,53,7.0%,14,0.4%,19,14.3%
Anthony Davis,30.6,LAL,Big,2699,83,81.6%,75,15.4%,92,3.0%,61,26.1%
Johnny Davis,21.7,WAS,Wing,506,0,63.2%,30,5.1%,52,0.8%,20,16.7%
DeMar DeRozan,34.2,CHI,Forward,2987,88,85.3%,94,17.8%,96,2.2%,60,25.6%
Donte DiVincenzo,26.7,NYK,Wing,2346,21,75.0%,13,3.8%,80,1.2%,41,20.5%
Gradey Dick,19.9,TOR,Forward,1204,85,84.8%,13,4.2%,43,0.7%,27,16.7%
Ousmane Dieng,20.4,OKC,Big,274,0,81.8%,14,5.8%,10,0.5%,29,20.0%
Spencer Dinwiddie,30.6,BKN,Point,1471,11,78.1%,91,13.8%,16,0.8%,42,22.1%
Spencer Dinwiddie,30.6,LAL,Combo,671,81,87.8%,98,14.6%,10,0.4%,47,21.7%
Luka Doncic,24.7,DAL,Point,2619,17,78.6%,95,15.3%,95,3.0%,74,27.6%
Luguentz Dort,24.5,OKC,Wing,2243,63,82.1%,77,10.1%,46,0.8%,36,19.4%
Ayo Dosunmu,23.8,CHI,Combo,2188,46,80.9%,47,6.3%,20,0.5%,41,21.3%
Jeff Dowtin,26.5,PHI,Wing,120,0,50.0%,43,6.5%,0,0.0%,97,100.0%
Andre Drummond,30.2,CHI,Big,1343,11,59.2%,89,18.2%,86,2.5%,17,15.7%
Chris Duarte,26.4,SAC,Wing,661,0,82.6%,25,4.7%,83,1.3%,46,22.2%
Kris Dunn,29.6,UTA,Combo,1190,10,66.7%,22,4.2%,23,0.5%,24,15.4%
Kevin Durant,35.1,PHX,Big,2789,93,85.6%,46,11.5%,89,2.6%,58,25.6%
Jalen Duren,20.0,DET,Big,1777,72,79.0%,73,15.1%,50,1.3%,76,30.5%
Tari Eason,22.5,HOU,Forward,474,6,63.6%,43,8.2%,29,0.5%,55,25.0%
Anthony Edwards,22.2,MIN,Combo,2766,63,83.5%,97,14.0%,80,1.5%,77,28.7%
Kessler Edwards,23.2,SAC,Forward,170,0,25.0%,15,4.8%,48,0.8%,0,0.0%
Keon Ellis,23.8,SAC,Combo,911,20,75.0%,31,5.0%,64,1.2%,30,18.2%
Joel Embiid,29.6,PHI,Big,1309,99,88.5%,94,19.6%,95,3.1%,23,17.7%
Drew Eubanks,26.7,PHX,Big,1132,80,80.5%,55,13.0%,73,1.8%,29,20.0%
Tosan Evbuomwan,22.7,DET,Forward,282,0,66.7%,95,19.0%,22,0.5%,12,8.3%
Dante Exum,28.3,DAL,Wing,1067,39,78.5%,66,9.2%,71,1.1%,14,13.8%
Bruno Fernando,25.2,ATL,Big,625,23,64.3%,97,21.8%,65,1.6%,43,22.2%
Dorian Finney-Smith,30.5,BKN,Big,1926,41,71.7%,5,3.4%,14,0.6%,12,11.1%
Malachi Flynn,25.5,TOR,Combo,447,0,75.0%,37,5.5%,57,1.1%,74,28.6%
Malachi Flynn,25.5,DET,Combo,315,10,66.7%,63,7.9%,69,1.3%,24,15.4%
Simone Fontecchio,27.9,UTA,Wing,1124,50,80.0%,33,5.4%,22,0.5%,43,21.1%
Simone Fontecchio,27.9,DET,Forward,480,0,84.0%,30,6.6%,54,0.8%,77,30.8%
Trent Forrest,25.4,ATL,Combo,352,0,81.8%,52,6.9%,21,0.5%,27,16.7%
Evan Fournier,31.0,DET,Wing,535,41,78.8%,37,5.8%,14,0.4%,20,16.7%
De'Aaron Fox,25.9,SAC,Point,2655,8,73.8%,72,10.9%,72,2.0%,60,23.0%
Javon Freeman-Liberty,24.0,TOR,Point,365,0,87.5%,60,9.2%,26,1.1%,0,0.0%
Markelle Fultz,25.4,ORL,Combo,891,15,71.9%,34,5.2%,48,1.0%,90,35.3%
Daniel Gafford,25.1,DAL,Big,622,15,60.7%,66,14.1%,48,1.2%,85,34.5%
Daniel Gafford,25.1,WAS,Big,1191,37,70.6%,85,17.2%,56,1.3%,19,16.9%
Danilo Gallinari,35.2,MIL,Forward,135,0,92.9%,97,20.6%,77,1.1%,70,28.6%
Danilo Gallinari,35.2,WAS,Big,385,90,83.9%,47,11.7%,98,3.8%,21,17.6%
Darius Garland,23.8,CLE,Point,1899,42,83.4%,44,8.0%,65,1.8%,35,20.8%
Keyonte George,20.0,UTA,Point,1964,50,84.3%,70,10.9%,60,1.6%,53,22.6%
Paul George,33.5,LAC,Forward,2499,100,90.9%,48,8.7%,89,1.7%,52,24.3%
Taj Gibson,38.4,NYK,Big,157,0,100.0%,9,4.8%,12,0.6%,0,0.0%
Josh Giddey,21.1,OKC,Forward,1995,65,80.3%,33,7.0%,41,0.7%,84,33.9%
Shai Gilgeous-Alexander,25.3,OKC,Point,2550,81,87.3%,98,16.1%,98,3.3%,72,27.3%
Anthony Gill,31.0,WAS,Forward,358,0,86.4%,17,5.3%,87,1.6%,70,28.6%
Collin Gillespie,24.4,DEN,Point,179,0,40.0%,19,5.5%,12,0.7%,98,66.7%
Jacob Gilyard,25.3,MEM,Point,612,0,100.0%,0,0.7%,14,0.8%,100,100.0%
Rudy Gobert,31.3,MIN,Big,2592,21,63.8%,99,22.6%,97,3.7%,57,25.3%
Jordan Goodwin,25.0,PHX,Point,505,75,86.2%,12,5.2%,23,1.0%,84,33.3%
Jordan Goodwin,25.0,MEM,Combo,482,3,63.3%,57,7.4%,58,1.1%,19,14.3%
Aaron Gordon,28.1,DEN,Big,2296,24,65.8%,85,17.2%,60,1.4%,70,28.6%
Eric Gordon,34.9,PHX,Wing,1879,47,79.7%,28,4.9%,36,0.7%,74,29.0%
Devonte' Graham,28.7,SAS,Combo,242,0,80.0%,43,6.1%,44,0.9%,94,40.0%
Jerami Grant,29.6,POR,Forward,1829,69,81.7%,86,14.2%,85,1.5%,37,19.9%
AJ Green,24.1,MIL,Combo,517,0,88.2%,8,2.0%,26,0.6%,86,33.3%
Draymond Green,33.7,GSW,Big,1489,48,73.0%,26,8.3%,71,1.7%,35,21.2%
Jalen Green,21.7,HOU,Combo,2601,41,80.3%,88,11.2%,92,1.8%,69,27.2%
Javonte Green,30.3,CHI,Big,226,0,76.9%,29,9.0%,6,0.4%,92,42.9%
Jeff Green,37.2,HOU,Big,1289,85,81.9%,86,17.7%,23,0.8%,34,20.3%
Josh Green,23.0,DAL,Forward,1463,21,68.4%,22,5.8%,51,0.8%,65,27.3%
AJ Griffin,20.2,ATL,Forward,128,0,100.0%,5,2.5%,0,0.0%,0,0.0%
Quentin Grimes,23.5,DET,Wing,115,0,90.9%,62,8.7%,44,0.8%,0,0.0%
Quentin Grimes,23.5,NYK,Wing,874,7,68.8%,36,5.7%,9,0.3%,31,18.8%
Rui Hachimura,25.7,LAL,Forward,1785,34,74.6%,51,9.0%,26,0.5%,35,18.8%
Ashton Hagans,24.3,POR,Combo,302,0,82.4%,77,9.5%,83,1.6%,19,14.3%
Tyrese Haliburton,23.7,IND,Point,2223,61,85.5%,56,8.9%,37,1.1%,93,43.3%
Tim Hardaway Jr.,31.6,DAL,Wing,2107,82,84.9%,46,6.7%,76,1.1%,79,30.9%
James Harden,34.2,LAC,Combo,2464,81,87.8%,100,15.1%,86,1.6%,50,23.6%
Jaden Hardy,20.3,DAL,Combo,852,39,80.0%,56,7.2%,74,1.4%,28,17.2%
Gary Harris,29.1,ORL,Wing,1292,26,75.6%,15,4.0%,28,0.5%,59,25.0%
Joe Harris,32.2,DET,Forward,163,0,50.0%,6,2.6%,5,0.3%,0,0.0%
Tobias Harris,31.3,PHI,Forward,2359,93,88.1%,61,10.3%,72,1.0%,58,25.5%
Josh Hart,28.7,NYK,Forward,2678,60,79.6%,37,7.5%,68,0.9%,69,28.3%
Isaiah Hartenstein,25.5,NYK,Big,1889,36,70.5%,91,19.2%,46,1.2%,88,36.7%
Sam Hauser,25.9,BOS,Forward,1653,0,93.8%,0,0.8%,8,0.3%,0,0.0%
Jordan Hawkins,21.5,NOP,Combo,1020,66,84.1%,40,5.6%,8,0.4%,13,4.5%
Jaxson Hayes,23.4,LAL,Big,777,17,62.0%,97,21.9%,79,2.0%,81,32.4%
Killian Hayes,22.3,DET,Combo,986,8,66.0%,41,5.9%,65,1.3%,97,41.2%
Gordon Hayward,33.6,OKC,Forward,419,13,66.7%,93,17.8%,27,0.5%,42,21.1%
Gordon Hayward,33.6,CHA,Wing,797,32,76.5%,93,12.8%,91,1.6%,67,26.2%
Scoot Henderson,19.7,POR,Point,1744,31,82.0%,63,10.3%,84,2.3%,12,16.1%
Taylor Hendricks,19.9,UTA,Forward,818,50,77.8%,18,5.3%,10,0.3%,46,23.1%
Tyler Herro,23.8,MIA,Combo,1405,73,85.6%,45,6.3%,67,1.3%,49,22.9%
Buddy Hield,30.9,IND,Wing,1328,79,84.4%,0,1.2%,21,0.5%,20,16.7%
Buddy Hield,30.9,PHI,Wing,811,99,92.3%,6,3.0%,16,0.4%,39,20.0%
Haywood Highsmith,26.9,MIA,Forward,1316,7,63.9%,10,4.0%,55,0.8%,77,30.8%
Aaron Holiday,27.1,HOU,Combo,1174,98,93.0%,36,5.3%,41,0.9%,51,23.8%
Jrue Holiday,33.4,BOS,Combo,2255,59,83.3%,21,4.1%,30,0.7%,55,24.1%
Justin Holiday,34.6,DEN,Combo,785,0,75.0%,3,1.1%,5,0.3%,0,0.0%
Richaun Holmes,30.0,DAL,Big,164,0,66.7%,77,15.8%,50,1.3%,94,50.0%
Richaun Holmes,30.0,WAS,Big,317,90,84.6%,50,12.2%,16,0.7%,19,16.7%
Chet Holmgren,21.5,OKC,Big,2411,73,79.3%,54,12.8%,75,1.9%,39,21.5%
Al Horford,37.4,BOS,Big,1735,97,86.7%,3,2.1%,10,0.5%,43,22.2%
Talen Horton-Tucker,22.9,UTA,Combo,973,51,81.4%,90,11.3%,34,0.7%,53,24.1%
Danuel House,30.4,PHI,Wing,450,21,75.0%,99,21.5%,57,0.9%,75,30.0%
Caleb Houstan,20.8,ORL,Wing,716,0,73.7%,10,3.3%,23,0.5%,0,0.0%
Kevin Huerter,25.2,SAC,Wing,1547,36,77.8%,11,3.5%,27,0.5%,17,15.0%
DeAndre Hunter,25.9,ATL,Forward,1674,84,84.6%,75,12.7%,94,1.8%,73,29.3%
Matthew Hurt,23.5,MEM,Big,101,0,100.0%,5,3.3%,68,1.7%,0,0.0%
Nah'Shon Hyland,23.1,LAC,Combo,444,0,78.9%,16,3.7%,95,2.1%,19,14.3%
Joe Ingles,36.1,ORL,Wing,1151,64,82.4%,4,2.6%,48,0.8%,20,16.7%
Brandon Ingram,26.2,NOP,Wing,2095,54,80.1%,88,11.6%,100,2.3%,35,19.4%
Kyrie Irving,31.6,DAL,Combo,2027,93,90.5%,55,7.2%,87,1.8%,80,30.6%
Jonathan Isaac,26.1,ORL,Forward,910,28,72.5%,74,12.3%,83,1.2%,72,28.9%
Jaden Ivey,21.7,DET,Combo,2190,19,74.4%,94,13.8%,62,1.2%,29,17.6%
Isaiah Jackson,21.8,IND,Big,691,49,73.6%,88,17.8%,83,2.3%,48,23.8%
Jaren Jackson,24.1,MEM,Big,2124,81,80.7%,72,15.1%,93,3.1%,50,25.0%
Reggie Jackson,33.5,DEN,Combo,1785,44,80.6%,29,4.7%,56,1.1%,34,19.4%
GG Jackson II,18.9,MEM,Forward,1192,35,74.8%,70,11.4%,64,0.9%,26,16.4%
Andre Jackson Jr.,22.0,MIL,Wing,484,0,88.9%,23,4.6%,2,0.2%,0,0.0%
Trayce Jackson-Davis,23.7,GSW,Big,1071,9,55.6%,93,19.6%,17,0.8%,77,31.4%
LeBron James,38.8,LAL,Forward,2501,40,75.1%,89,15.3%,84,1.4%,85,34.3%
Jaime Jaquez Jr.,22.7,MIA,Wing,2095,58,81.3%,86,11.3%,58,0.9%,54,23.8%
DeJon Jarreau,25.8,MEM,Forward,126,0,50.0%,52,9.1%,38,0.6%,0,0.0%
Trey Jemison,23.9,MEM,Big,545,0,84.0%,33,9.9%,33,1.0%,38,21.4%
Isaiah Joe,24.3,OKC,Wing,1431,91,87.8%,12,3.7%,77,1.1%,81,33.3%
Cameron Johnson,27.7,BKN,Forward,1592,59,79.6%,39,7.8%,70,1.0%,59,25.5%
Jalen Johnson,21.9,ATL,Big,1888,46,72.8%,39,10.2%,22,0.8%,73,29.9%
Keldon Johnson,23.9,SAS,Forward,2028,57,79.1%,73,12.1%,60,0.9%,54,24.8%
Nikola Jokic,28.7,DEN,Big,2736,84,81.7%,48,11.9%,99,3.9%,82,32.6%
Colby Jones,21.4,SAC,Wing,114,0,66.7%,65,9.1%,11,0.4%,0,0.0%
Damian Jones,28.3,CLE,Big,181,0,78.6%,79,16.1%,46,1.2%,93,44.4%
Herbert Jones,25.1,NOP,Forward,2310,91,86.7%,64,10.6%,73,1.0%,25,16.2%
Tre Jones,23.8,SAS,Point,2121,67,85.6%,26,6.1%,40,1.1%,23,18.4%
Tyus Jones,27.5,WAS,Point,1932,22,80.0%,2,2.8%,2,0.4%,81,31.6%
Derrick Jones Jr.,26.7,DAL,Forward,1769,26,71.6%,79,13.2%,45,0.7%,63,26.4%
DeAndre Jordan,35.3,DEN,Big,380,4,49.1%,98,22.0%,88,2.6%,71,29.2%
Cory Joseph,32.2,GSW,Combo,262,0,57.1%,7,1.8%,29,0.7%,0,0.0%
Nikola Jovic,20.4,MIA,Big,862,56,75.0%,21,7.4%,43,1.2%,15,14.3%
Johnny Juzang,22.6,UTA,Wing,357,0,71.4%,41,6.4%,4,0.2%,16,14.3%
Luke Kennard,27.4,MEM,Combo,994,85,88.6%,12,2.8%,36,0.8%,48,22.2%
Walker Kessler,22.3,UTA,Big,1469,13,60.0%,43,10.9%,35,1.0%,49,24.4%
Corey Kispert,24.7,WAS,Wing,2041,13,72.1%,60,8.6%,37,0.7%,87,33.8%
Maxi Kleber,31.8,DAL,Big,871,34,70.2%,37,10.1%,54,1.3%,26,18.8%
Kevin Knox,24.2,DET,Forward,526,0,89.5%,31,6.7%,33,0.6%,95,41.7%
John Konchar,27.6,MEM,Wing,1128,0,83.3%,14,4.0%,44,0.8%,59,25.0%
Furkan Korkmaz,26.3,PHI,Wing,220,0,60.0%,57,8.5%,30,0.6%,96,80.0%
Luke Kornet,28.3,BOS,Big,919,100,90.7%,52,12.4%,77,1.9%,45,23.1%
Vit Krejci,23.4,ATL,Forward,514,0,66.7%,3,2.1%,16,0.4%,96,50.0%
Jonathan Kuminga,21.1,GSW,Forward,1932,37,75.0%,92,16.2%,76,1.0%,48,23.4%
Kyle Kuzma,28.3,WAS,Big,2279,66,77.7%,28,8.8%,39,1.1%,72,29.3%
Jake LaRavia,22.0,MEM,Wing,766,78,83.8%,94,14.1%,86,1.4%,19,15.6%
Zach LaVine,28.6,CHI,Wing,871,86,85.4%,82,11.0%,79,1.2%,56,24.4%
Jock Landale,28.0,HOU,Big,688,75,79.4%,68,14.5%,62,1.5%,46,23.3%
A.J. Lawson,23.3,DAL,Wing,203,0,73.3%,67,9.2%,0,0.0%,59,25.0%
Caris LeVert,29.2,CLE,Wing,1923,30,76.4%,80,10.4%,72,1.1%,15,14.1%
Saben Lee,24.4,PHX,Point,146,0,83.3%,100,21.4%,42,1.2%,0,0.0%
Alex Len,30.4,SAC,Big,403,10,58.8%,90,19.0%,14,0.6%,50,25.0%
Kawhi Leonard,32.3,LAC,Big,2329,98,88.4%,34,9.9%,92,3.0%,88,36.1%
Kira Lewis Jr.,22.6,NOP,Point,102,0,87.5%,88,13.5%,5,0.4%,91,40.0%
Kira Lewis Jr.,22.6,UTA,Combo,105,0,71.4%,84,10.8%,63,1.2%,57,25.0%
Damian Lillard,33.3,MIL,Point,2578,97,92.0%,86,13.0%,86,2.6%,26,18.9%
Nassir Little,23.7,PHX,Forward,382,0,82.4%,23,6.1%,65,0.9%,79,33.3%
Dereck Lively II,19.7,DAL,Big,1287,5,49.4%,50,12.0%,41,1.1%,68,28.2%
Isaiah Livers,25.3,DET,Forward,435,0,68.8%,20,5.6%,44,0.7%,27,16.7%
Kevon Looney,27.7,GSW,Big,1182,25,66.7%,78,15.9%,32,1.0%,64,26.8%
Brook Lopez,35.6,MIL,Big,2399,86,82.1%,25,8.3%,28,0.9%,75,30.3%
Kevin Love,35.1,MIA,Big,922,70,78.7%,32,9.8%,81,2.1%,24,18.4%
Kyle Lowry,37.6,MIA,Point,1034,39,83.3%,30,6.3%,35,1.1%,7,12.5%
Kyle Lowry,37.6,PHI,Combo,650,92,90.3%,62,7.7%,70,1.3%,70,27.3%
Trey Lyles,28.0,SAC,Big,1146,33,70.0%,37,10.1%,31,1.0%,86,35.3%
