Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Oshae Brissett,22.4,IND,Big,486,63,58.4%,35,53.8%,92,41.7%,84,82.5%,9,86%,15,76%,2,100%,78,97%
Malcolm Brogdon,27.9,IND,Combo,1929,56,52.8%,49,49.4%,64,39.0%,71,86.4%,82,38%,78,25%,69,24%,79,66%
Armoni Brooks,22.4,HOU,Combo,466,89,58.1%,53,50.0%,68,39.1%,0,58.3%,7,83%,9,69%,0,100%,37,85%
Dillon Brooks,24.8,MEM,Wing,1991,21,48.1%,25,46.1%,37,34.5%,57,81.3%,73,62%,65,54%,55,50%,69,87%
Bruce Brown,24.2,BKN,Forward,1371,77,57.2%,84,59.2%,21,29.8%,37,74.5%,37,77%,28,72%,17,86%,2,100%
Charles Brown,23.7,OKC,Combo,118,0,25.8%,5,36.8%,0,7.1%,0,75.0%,2,88%,3,75%,0,100%,0,100%
Jaylen Brown,24.0,BOS,Wing,1995,71,56.1%,71,53.6%,77,40.0%,31,76.4%,83,56%,72,50%,69,40%,82,80%
Moses Brown,21.1,OKC,Big,860,29,52.6%,28,52.6%,0,0.0%,21,63.5%,95,50%,89,50%,79,50%,0,0%
Sterling Brown,25.7,HOU,Forward,1162,83,58.3%,37,49.5%,88,42.1%,66,80.6%,36,78%,60,60%,72,38%,63,93%
Troy Brown,21.3,CHI,Wing,231,95,61.5%,98,69.0%,40,34.8%,0,100.0%,23,82%,18,73%,16,80%,0,100%
Troy Brown,21.3,WAS,Wing,233,45,51.6%,39,48.1%,44,35.1%,0,55.6%,32,77%,46,60%,48,50%,0,100%
Jalen Brunson,24.2,DAL,Combo,1669,97,59.0%,95,58.4%,75,40.2%,40,79.2%,78,39%,84,22%,66,25%,32,87%
Thomas Bryant,23.3,WAS,Big,270,98,69.8%,98,71.4%,94,42.9%,0,66.7%,41,76%,53,66%,14,92%,21,100%
Reggie Bullock,29.6,NYK,Wing,1960,86,58.8%,62,52.1%,80,40.8%,95,90.6%,4,94%,15,74%,8,93%,30,98%
Trey Burke,28.0,DAL,Point,854,59,51.7%,45,48.6%,64,37.2%,91,90.6%,16,55%,80,16%,7,42%,18,91%
Alec Burks,29.3,NYK,Wing,1262,50,52.7%,12,42.5%,87,42.1%,76,85.6%,84,55%,68,53%,80,34%,91,69%
Jimmy Butler,31.1,MIA,Wing,1732,46,51.7%,72,53.7%,8,25.5%,78,86.2%,98,38%,83,46%,96,19%,92,68%
Kentavious Caldwell-Pope,27.7,LAL,Wing,1894,66,54.9%,27,46.2%,79,40.7%,83,86.6%,13,89%,11,82%,15,81%,39,95%
Facundo Campazzo,29.6,DEN,Point,1369,48,50.8%,20,44.2%,48,36.0%,74,89.0%,5,65%,39,35%,61,19%,23,86%
Vlatko Cancar,23.6,DEN,Forward,188,39,52.1%,100,65.4%,6,23.8%,0,77.8%,26,82%,21,73%,1,100%,2,100%
Clint Capela,26.5,ATL,Big,1907,68,59.6%,60,59.6%,0,0.0%,8,57.3%,73,67%,60,64%,26,84%,0,0%
Jevon Carter,25.1,PHX,Combo,611,79,56.0%,85,55.4%,60,38.5%,0,60.0%,13,76%,75,29%,14,54%,22,94%
Wendell Carter,21.5,ORL,Big,569,27,52.3%,42,55.0%,7,24.1%,50,72.6%,43,76%,46,68%,13,93%,96,86%
Wendell Carter,21.5,CHI,Big,791,29,52.8%,27,52.6%,58,36.4%,58,73.9%,27,80%,49,67%,10,94%,21,100%
Michael Carter-Williams,29.1,ORL,Combo,797,5,41.4%,18,42.8%,6,24.6%,2,62.0%,70,42%,62,34%,36,37%,34,87%
Alex Caruso,26.7,LAL,Combo,1190,57,52.8%,29,46.4%,81,40.6%,6,64.0%,21,68%,20,57%,45,33%,18,94%
Willie Cauley-Stein,27.2,DAL,Big,884,88,63.8%,89,66.9%,0,0.0%,17,62.2%,21,82%,6,83%,33,80%,0,0%
Chris Chiozza,24.9,BKN,Combo,165,7,42.0%,15,41.5%,7,28.6%,0,77.8%,85,36%,72,30%,25,43%,98,38%
Gary Clark,26.0,ORL,Forward,582,7,43.8%,6,38.1%,23,30.0%,0,71.4%,2,95%,29,71%,1,100%,2,100%
Brandon Clarke,24.1,MEM,Big,1397,38,54.2%,51,56.9%,11,26.7%,35,68.8%,17,83%,18,76%,12,94%,21,100%
Jordan Clarkson,28.4,UTA,Combo,1797,53,52.3%,71,52.1%,35,34.8%,90,89.6%,83,38%,92,17%,83,17%,82,64%
Nicolas Claxton,21.5,BKN,Big,580,86,63.7%,82,64.0%,0,33.3%,3,48.4%,44,76%,13,77%,69,60%,21,100%
Amir Coffey,23.4,LAC,Wing,282,76,56.9%,30,46.4%,92,43.2%,0,75.0%,35,76%,30,67%,48,50%,65,88%
John Collins,23.1,ATL,Big,1843,76,61.1%,70,61.4%,83,39.9%,87,83.3%,36,77%,28,75%,56,68%,69,99%
Mike Conley,33.1,UTA,Point,1495,84,55.9%,43,48.3%,90,41.8%,50,84.9%,41,42%,18,40%,66,17%,73,59%
Pat Connaughton,27.8,MIL,Wing,1568,79,57.5%,87,58.9%,63,38.0%,30,76.3%,9,90%,12,80%,16,80%,33,97%
Tyler Cook,23.1,DET,Big,393,96,68.2%,91,67.4%,0,100.0%,2,46.7%,62,71%,48,67%,2,100%,21,100%
DeMarcus Cousins,30.2,LAC,Big,203,73,60.2%,51,56.9%,99,50.0%,0,75.0%,93,55%,88,52%,93,33%,21,100%
DeMarcus Cousins,30.2,HOU,Big,486,3,45.4%,2,42.0%,39,32.1%,63,75.5%,61,71%,88,52%,99,17%,74,97%
Robert Covington,29.9,POR,Big,2231,35,53.7%,6,45.1%,73,38.4%,78,80.6%,13,85%,72,60%,22,86%,82,95%
Torrey Craig,29.9,MIL,Forward,156,48,53.1%,23,47.1%,0,40.0%,0,50.0%,4,93%,2,86%,1,100%,2,100%
Torrey Craig,29.9,PHX,Big,587,59,58.1%,71,61.5%,58,36.1%,0,77.8%,65,70%,73,60%,93,33%,21,100%
Jae Crowder,30.3,PHX,Forward,1640,69,55.6%,19,45.9%,65,38.9%,44,76.0%,6,92%,38,67%,13,96%,51,97%
Jarrett Culver,21.7,MIN,Wing,461,13,46.1%,39,48.1%,10,27.3%,3,59.1%,60,67%,42,62%,64,43%,0,100%
Seth Curry,30.2,PHI,Wing,1637,82,58.4%,41,48.5%,97,45.3%,94,89.6%,44,72%,80,48%,34,62%,71,86%
Stephen Curry,32.6,GSW,Point,2151,100,61.2%,93,56.8%,95,42.8%,94,91.6%,27,50%,16,41%,9,41%,75,59%
Anthony Davis,27.6,LAL,Big,1161,21,51.6%,33,53.6%,12,26.8%,57,73.7%,86,61%,42,70%,86,47%,79,96%
Ed Davis,31.4,MIN,Big,277,2,43.2%,3,43.2%,0,0.0%,0,87.5%,100,37%,100,29%,2,100%,0,0%
Terence Davis,23.5,TOR,Wing,471,43,51.3%,31,46.8%,51,36.3%,0,100.0%,36,76%,20,72%,76,38%,72,85%
Terence Davis,23.5,SAC,Wing,574,68,55.0%,73,54.0%,59,36.9%,40,78.4%,75,61%,82,48%,93,20%,79,81%
DeMar DeRozan,31.2,SAS,Forward,2055,27,50.5%,52,51.5%,11,26.0%,90,87.9%,100,28%,100,22%,90,26%,57,95%
Gabriel Deck,25.7,OKC,Forward,174,12,47.3%,66,54.3%,0,9.1%,0,76.5%,97,42%,49,64%,94,21%,2,100%
Dewayne Dedmon,31.2,MIA,Big,207,99,72.2%,99,74.6%,0,25.0%,59,74.1%,68,69%,43,69%,65,63%,21,100%
Matthew Dellavedova,30.1,CLE,Combo,221,1,28.6%,2,32.3%,1,16.0%,0,100.0%,56,50%,79,25%,18,50%,60,75%
Donte DiVincenzo,23.8,MIL,Wing,1804,52,53.0%,35,47.3%,64,38.1%,23,71.8%,64,66%,66,54%,48,50%,82,78%
Mamadi Diakite,23.8,MIL,Big,107,1,40.9%,9,46.2%,0,14.3%,0,78.6%,83,62%,41,70%,99,0%,21,100%
Hamidou Diallo,22.3,DET,Wing,454,36,50.3%,48,49.6%,56,36.8%,13,66.2%,86,54%,69,52%,88,27%,0,100%
Hamidou Diallo,22.3,OKC,Wing,744,31,50.0%,55,50.8%,13,28.9%,4,62.1%,92,47%,77,49%,87,29%,51,91%
Gorgui Dieng,30.8,MEM,Big,310,85,63.6%,37,54.2%,100,51.5%,88,84.4%,10,86%,21,75%,33,80%,21,100%
Gorgui Dieng,30.8,SAS,Big,152,66,59.1%,87,65.4%,42,33.3%,0,86.4%,66,70%,77,58%,69,60%,21,100%
Luka Doncic,21.7,DAL,Wing,2261,71,55.4%,79,56.8%,46,35.4%,25,73.1%,100,13%,99,16%,98,4%,100,23%
Luguentz Dort,21.5,OKC,Wing,1542,20,47.9%,15,43.2%,38,34.7%,28,74.4%,66,65%,61,54%,92,24%,58,89%
Damyean Dotson,26.5,CLE,Combo,851,28,49.1%,84,54.7%,12,29.5%,8,66.7%,25,65%,63,33%,10,65%,26,91%
Sekou Doumbouya,19.9,DET,Big,837,1,42.4%,14,48.2%,6,22.3%,36,69.0%,46,75%,56,65%,2,100%,21,100%
PJ Dozier,24.0,DEN,Wing,1055,25,48.6%,43,48.7%,24,32.4%,8,64.1%,57,68%,39,64%,61,45%,51,91%
Goran Dragic,34.5,MIA,Point,1314,64,51.9%,36,47.7%,71,38.2%,35,82.6%,23,51%,27,36%,34,28%,39,80%
Andre Drummond,27.2,LAL,Big,519,32,53.1%,30,53.1%,0,0.0%,14,60.5%,79,64%,71,61%,51,73%,0,0%
Andre Drummond,27.2,CLE,Big,721,7,47.4%,14,48.3%,0,0.0%,13,59.7%,94,53%,80,56%,88,45%,0,0%
Kevin Durant,32.1,BKN,Forward,1150,96,60.9%,78,57.8%,96,45.2%,92,88.2%,90,52%,79,49%,58,48%,99,65%
Anthony Edwards,19.2,MIN,Wing,2244,24,48.6%,37,47.7%,26,33.1%,35,77.4%,90,48%,90,40%,70,40%,95,64%
Carsen Edwards,22.6,BOS,Combo,201,26,48.5%,86,55.6%,10,29.3%,0,100.0%,9,78%,2,80%,5,80%,60,75%
Wayne Ellington,32.9,DET,Wing,1003,94,61.4%,66,52.4%,89,42.3%,41,78.8%,7,91%,6,89%,38,57%,36,96%
Joel Embiid,26.6,PHI,Big,1584,43,54.5%,36,54.0%,68,37.4%,94,86.4%,96,48%,96,45%,89,42%,94,88%
James Ennis,30.3,ORL,Forward,983,78,57.3%,44,50.4%,93,44.6%,61,80.0%,52,72%,47,65%,63,45%,61,93%
Drew Eubanks,23.7,SAS,Big,667,57,57.7%,49,56.6%,0,100.0%,52,72.8%,29,79%,18,76%,24,85%,21,100%
Dante Exum,25.3,CLE,Wing,112,12,45.8%,92,61.5%,0,18.2%,0,50.0%,50,70%,8,83%,99,0%,0,100%
Derrick Favors,29.3,UTA,Big,1031,86,63.8%,84,64.3%,0,0.0%,57,73.8%,33,78%,38,71%,11,94%,0,0%
Bruno Fernando,22.2,ATL,Big,137,8,48.0%,17,50.0%,0,0.0%,0,63.6%,46,75%,21,75%,0,0%,0,0%
Dorian Finney-Smith,27.5,DAL,Forward,1918,93,60.1%,89,61.6%,74,39.5%,42,75.6%,28,80%,59,60%,24,73%,50,97%
Malachi Flynn,22.5,TOR,Combo,895,15,46.0%,14,41.4%,24,33.3%,41,79.6%,86,35%,97,9%,94,8%,70,71%
Bryn Forbes,27.3,MIL,Combo,1286,99,61.3%,53,50.0%,94,44.7%,24,77.2%,3,87%,17,57%,8,72%,14,97%
Trent Forrest,22.4,UTA,Combo,225,45,51.9%,100,66.7%,2,19.0%,0,100.0%,70,42%,79,25%,39,36%,0,100%
Evan Fournier,28.0,ORL,Wing,784,74,56.4%,70,53.6%,72,39.2%,45,79.7%,82,58%,71,51%,62,44%,89,71%
Evan Fournier,28.0,BOS,Wing,466,77,57.2%,13,42.7%,97,46.2%,0,71.4%,42,73%,72,50%,48,50%,54,90%
De'Aaron Fox,22.9,SAC,Point,2022,66,52.4%,80,53.9%,21,32.2%,18,71.9%,86,23%,73,18%,70,14%,80,52%
Markelle Fultz,22.4,ORL,Point,215,2,41.3%,11,42.0%,0,25.0%,0,89.5%,100,12%,98,5%,82,11%,82,50%
Wenyen Gabriel,23.6,NOP,Forward,186,87,59.3%,16,45.0%,100,47.8%,0,66.7%,60,70%,94,38%,97,0%,2,100%
Daniel Gafford,22.1,WAS,Big,403,95,67.9%,93,67.9%,0,0.0%,31,67.2%,41,76%,21,75%,33,81%,0,0%
Daniel Gafford,22.1,CHI,Big,369,98,69.9%,96,69.9%,0,0.0%,28,65.8%,78,64%,63,63%,53,70%,0,0%
Danilo Gallinari,32.2,ATL,Big,1215,42,54.4%,10,46.5%,87,40.9%,100,93.0%,56,73%,38,71%,89,43%,84,94%
Langston Galloway,28.9,PHX,Wing,372,87,59.7%,38,47.9%,96,44.4%,0,100.0%,5,93%,30,67%,11,85%,0,100%
Darius Garland,20.8,CLE,Point,1781,57,51.7%,41,47.8%,81,39.7%,44,84.1%,39,42%,48,31%,30,30%,50,70%
Marc Gasol,35.8,LAL,Big,983,66,59.2%,38,54.3%,89,41.0%,48,72.0%,6,88%,21,75%,51,73%,71,98%
Rudy Gay,34.2,SAS,Big,1351,18,51.1%,7,45.1%,77,39.1%,77,80.4%,87,60%,94,48%,92,36%,90,90%
Paul George,30.5,LAC,Forward,1828,71,55.8%,49,50.9%,83,41.4%,84,86.8%,94,43%,98,30%,91,26%,97,67%
Taj Gibson,35.4,NYK,Big,925,89,64.8%,92,67.6%,0,23.1%,45,71.2%,85,61%,74,59%,69,60%,21,100%
Harry Giles,22.5,POR,Big,244,53,56.7%,16,48.9%,0,71.4%,0,66.7%,92,56%,86,53%,98,20%,21,100%
Shai Gilgeous-Alexander,22.3,OKC,Point,1179,91,57.2%,86,54.6%,93,42.0%,32,80.6%,98,13%,95,7%,91,8%,93,30%
Anthony Gill,28.0,WAS,Big,179,36,53.8%,69,61.3%,20,28.6%,0,81.8%,14,84%,14,77%,26,83%,21,100%
Freddie Gillespie,23.4,TOR,Big,383,26,51.9%,23,51.9%,0,0.0%,27,65.5%,73,67%,74,59%,17,90%,0,0%
Rudy Gobert,28.4,UTA,Big,2185,94,67.8%,94,67.9%,0,0.0%,18,62.2%,39,77%,17,76%,26,83%,0,0%
Brandon Goodwin,25.1,ATL,Combo,531,10,45.5%,22,43.6%,18,31.5%,11,69.0%,63,47%,55,38%,67,25%,66,74%
Aaron Gordon,25.1,ORL,Forward,735,36,51.6%,27,47.5%,62,38.5%,10,62.9%,89,52%,84,46%,87,29%,91,81%
Aaron Gordon,25.1,DEN,Forward,647,62,54.7%,87,61.0%,12,27.0%,21,70.5%,71,65%,43,66%,57,48%,76,88%
Eric Gordon,31.9,HOU,Combo,782,54,52.8%,93,56.8%,21,33.0%,54,82.1%,55,51%,68,33%,59,28%,60,75%
Devonte' Graham,25.7,CHA,Combo,1650,44,51.4%,6,38.0%,51,37.7%,62,84.4%,24,66%,45,41%,32,39%,57,77%
Jerami Grant,26.6,DET,Forward,1821,21,49.2%,26,47.3%,40,34.8%,77,84.5%,70,65%,50,64%,66,43%,60,94%
Danny Green,33.4,PHI,Forward,1930,79,57.4%,10,42.9%,80,40.7%,50,77.5%,16,86%,19,75%,41,61%,67,92%
Draymond Green,30.7,GSW,Big,1981,16,49.6%,33,53.5%,14,27.6%,75,79.5%,68,69%,75,59%,54,70%,75,97%
JaMychal Green,30.4,DEN,Big,1102,54,56.9%,34,53.8%,81,39.6%,79,80.7%,38,77%,86,53%,49,74%,21,100%
Javonte Green,27.3,BOS,Wing,313,93,61.4%,96,63.8%,56,36.8%,0,66.7%,88,51%,94,32%,32,63%,0,100%
Javonte Green,27.3,CHI,Combo,110,76,55.8%,77,52.6%,0,42.9%,0,100.0%,20,69%,22,56%,0,100%,0,100%
Jeff Green,34.2,BKN,Big,1818,67,59.5%,50,56.8%,93,41.7%,69,77.6%,24,81%,11,78%,72,58%,81,95%
Josh Green,20.0,DAL,Wing,354,16,47.0%,91,61.4%,0,13.0%,0,53.3%,21,83%,13,77%,3,100%,0,100%
Blake Griffin,31.6,DET,Big,626,4,46.1%,3,42.9%,36,31.7%,43,71.0%,98,44%,99,35%,98,19%,99,62%
Blake Griffin,31.6,BKN,Big,548,64,58.8%,56,58.5%,78,39.5%,67,77.4%,50,74%,40,70%,97,25%,86,93%
Kyle Guy,23.2,SAC,Wing,205,3,38.9%,8,40.6%,5,25.0%,0,76.9%,53,70%,55,57%,48,50%,55,90%
Rui Hachimura,22.7,WAS,Big,1792,19,51.3%,24,51.9%,40,32.8%,67,77.4%,35,78%,8,81%,56,68%,21,100%
Tyrese Haliburton,20.7,SAC,Combo,1734,91,58.3%,80,53.0%,88,42.7%,67,85.7%,53,52%,47,40%,56,28%,53,79%
Donta Hall,23.2,ORL,Forward,144,98,64.0%,96,64.0%,0,0.0%,0,72.2%,62,69%,64,58%,1,100%,0,0%
Josh Hall,20.1,OKC,Wing,261,0,34.7%,17,43.5%,1,13.8%,0,51.9%,94,46%,96,29%,71,38%,0,100%
R.J. Hampton,19.7,ORL,Combo,574,22,47.1%,37,47.6%,14,30.0%,5,63.8%,59,49%,33,48%,55,29%,18,94%
R.J. Hampton,19.7,DEN,Wing,176,15,46.3%,24,45.8%,19,31.3%,0,50.0%,55,69%,23,71%,90,25%,0,100%
Tim Hardaway Jr.,28.6,DAL,Wing,1978,75,56.5%,65,52.4%,75,39.7%,61,81.7%,52,70%,62,54%,41,56%,74,84%
James Harden,31.2,HOU,Point,290,73,53.8%,82,54.0%,45,35.2%,68,88.3%,82,24%,77,17%,11,40%,98,28%
James Harden,31.2,BKN,Point,1318,82,55.6%,89,55.4%,60,36.9%,53,85.6%,89,19%,89,12%,52,22%,100,24%
Maurice Harkless,27.5,MIA,Forward,117,81,57.7%,0,0.0%,0,45.5%,0,0.0%,0,100%,0,0%,0,0%,2,100%
Maurice Harkless,27.5,SAC,Forward,647,14,47.7%,77,57.7%,10,24.7%,65,80.5%,42,76%,13,77%,50,50%,73,89%
Montrezl Harrell,26.8,LAL,Big,1540,84,62.7%,79,63.4%,0,0.0%,41,70.3%,86,60%,61,64%,84,48%,0,0%
Gary Harris,26.1,ORL,Wing,494,8,43.5%,3,36.9%,61,37.5%,90,87.5%,78,59%,41,63%,64,43%,90,71%
Gary Harris,26.1,DEN,Wing,581,48,52.3%,78,56.3%,22,32.0%,26,73.3%,22,83%,13,76%,32,63%,0,100%
