Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
D.J. Augustin,33.0,HOU,Combo,405,94,90.7%,84,12.0%,33,1.0%,0,0.0%
D.J. Augustin,33.0,MIL,Point,697,79,89.7%,23,5.2%,52,1.7%,45,20.0%
Deni Avdija,19.8,WAS,Forward,1224,15,65.9%,29,6.1%,17,0.5%,79,31.6%
Deandre Ayton,22.3,PHX,Big,2108,69,77.8%,55,12.8%,48,1.3%,80,31.3%
Dwayne Bacon,25.2,ORL,Wing,1812,55,81.1%,66,10.4%,44,0.8%,39,22.5%
Marvin Bagley,21.6,SAC,Big,1091,9,57.8%,51,12.2%,41,1.1%,23,15.4%
LaMelo Ball,19.2,CHA,Point,1454,24,75.2%,64,10.4%,68,2.1%,84,31.1%
Lonzo Ball,23.0,NOP,Combo,1738,32,78.1%,7,3.3%,24,0.8%,39,21.7%
Mohamed Bamba,22.5,ORL,Big,664,25,65.0%,41,11.0%,14,0.7%,70,28.1%
Desmond Bane,22.4,MEM,Wing,1469,53,80.9%,10,3.3%,34,0.7%,93,43.8%
Harrison Barnes,28.4,SAC,Forward,2101,68,83.0%,93,14.1%,88,1.7%,52,24.8%
RJ Barrett,20.4,NYK,Wing,2498,29,74.4%,73,11.2%,81,1.4%,36,21.7%
Will Barton,29.8,DEN,Wing,1723,36,77.8%,45,7.1%,71,1.1%,79,33.3%
Keita Bates-Diop,24.8,SAS,Forward,159,0,55.6%,62,10.2%,77,1.4%,97,60.0%
Nicolas Batum,31.9,LAC,Wing,1839,68,82.8%,37,6.1%,37,0.7%,65,26.9%
Aron Baynes,33.9,TOR,Big,978,43,70.7%,19,6.3%,19,0.8%,36,20.0%
Kent Bazemore,31.3,GSW,Wing,1294,16,69.7%,56,8.6%,85,1.5%,39,22.9%
Darius Bazley,20.4,OKC,Forward,1690,18,70.3%,72,11.5%,46,0.9%,33,19.8%
Bradley Beal,27.3,WAS,Wing,2143,93,88.9%,91,13.6%,92,2.0%,77,32.0%
Malik Beasley,23.9,MIN,Wing,1213,74,85.0%,36,5.9%,35,0.7%,71,29.7%
DeAndre' Bembry,26.3,TOR,Wing,947,14,68.3%,89,13.4%,12,0.5%,33,21.2%
Davis Bertans,28.0,WAS,Forward,1462,85,87.0%,30,6.1%,60,1.0%,80,33.3%
Patrick Beverley,32.3,LAC,Combo,823,30,78.0%,28,5.3%,60,1.4%,10,8.3%
Saddiq Bey,21.6,DET,Wing,1887,70,84.4%,58,9.1%,13,0.5%,48,24.2%
Khem Birch,28.1,TOR,Big,574,22,63.6%,54,12.6%,4,0.5%,26,16.7%
Khem Birch,28.1,ORL,Big,913,59,74.1%,84,17.2%,18,0.8%,23,15.0%
Goga Bitadze,21.3,IND,Big,511,70,78.0%,45,11.9%,67,1.8%,19,12.5%
Bismack Biyombo,28.2,CHA,Big,1342,1,44.8%,75,15.7%,63,1.7%,49,23.3%
Nemanja Bjelica,32.5,SAC,Big,435,64,76.2%,35,9.9%,39,1.1%,80,31.3%
Nemanja Bjelica,32.5,MIA,Big,152,0,55.6%,20,6.4%,11,0.6%,0,0.0%
Eric Bledsoe,30.9,NOP,Point,2108,12,68.7%,70,10.8%,43,1.5%,75,25.6%
Bogdan Bogdanovic,28.2,ATL,Wing,1300,96,90.9%,6,2.8%,82,1.4%,14,12.5%
Bojan Bogdanovic,31.5,UTA,Forward,2207,89,87.9%,61,10.0%,83,1.5%,26,18.0%
Jordan Bone,23.0,ORL,Point,155,0,0.0%,0,0.0%,0,0.3%,100,0.0%
Isaac Bonga,21.0,WAS,Forward,361,0,57.1%,9,4.2%,0,0.2%,80,33.3%
Devin Booker,24.0,PHX,Wing,2269,81,86.6%,85,12.4%,98,3.0%,50,24.4%
Chris Boucher,27.8,TOR,Big,1441,72,78.4%,71,15.1%,36,1.0%,45,21.3%
Avery Bradley,29.9,MIA,Combo,203,0,77.8%,33,5.9%,13,0.7%,49,25.0%
Avery Bradley,29.9,HOU,Wing,383,0,83.3%,2,1.9%,33,0.7%,0,0.0%
Tony Bradley,22.8,OKC,Big,371,56,73.7%,73,15.4%,49,1.4%,15,10.0%
Tony Bradley,22.8,PHI,Big,244,0,70.0%,19,6.3%,34,1.0%,0,0.0%
Ignas Brazdeikis,21.8,ORL,Big,199,0,70.0%,9,4.5%,13,0.6%,0,0.0%
Mikal Bridges,24.2,PHX,Wing,2347,75,85.2%,57,8.6%,40,0.7%,66,27.9%
Miles Bridges,22.6,CHA,Big,1888,97,87.2%,28,8.3%,19,0.9%,68,27.8%
Oshae Brissett,22.4,IND,Big,486,84,82.5%,81,16.8%,40,1.1%,16,11.1%
Malcolm Brogdon,27.9,IND,Combo,1929,71,86.4%,44,6.5%,76,1.7%,63,26.9%
Armoni Brooks,22.4,HOU,Combo,466,0,58.3%,3,2.9%,2,0.4%,0,0.0%
Dillon Brooks,24.8,MEM,Wing,1991,57,81.3%,55,8.4%,77,1.3%,45,23.9%
Bruce Brown,24.2,BKN,Forward,1371,37,74.5%,79,11.9%,42,0.8%,28,18.9%
Charles Brown,23.7,OKC,Combo,118,0,75.0%,33,5.9%,0,0.0%,95,50.0%
Jaylen Brown,24.0,BOS,Wing,1995,31,76.4%,61,9.6%,97,2.5%,72,29.8%
Moses Brown,21.1,OKC,Big,860,21,63.5%,91,19.4%,49,1.4%,56,25.0%
Sterling Brown,25.7,HOU,Forward,1162,66,80.6%,8,3.8%,19,0.6%,53,25.0%
Troy Brown,21.3,CHI,Wing,231,0,100.0%,49,7.7%,3,0.2%,98,100.0%
Troy Brown,21.3,WAS,Wing,233,0,55.6%,47,7.5%,6,0.4%,89,40.0%
Jalen Brunson,24.2,DAL,Combo,1669,40,79.2%,67,9.0%,91,2.1%,59,25.4%
Thomas Bryant,23.3,WAS,Big,270,0,66.7%,79,16.5%,3,0.5%,98,62.5%
Reggie Bullock,29.6,NYK,Wing,1960,95,90.6%,3,1.9%,7,0.4%,0,0.0%
Trey Burke,28.0,DAL,Point,854,91,90.6%,36,6.2%,36,1.5%,39,19.0%
Alec Burks,29.3,NYK,Wing,1262,76,85.6%,59,9.2%,80,1.3%,50,24.5%
Jimmy Butler,31.1,MIA,Wing,1732,78,86.2%,100,20.8%,99,3.0%,32,20.9%
Kentavious Caldwell-Pope,27.7,LAL,Wing,1894,83,86.6%,50,7.9%,48,0.8%,43,23.8%
Facundo Campazzo,29.6,DEN,Point,1369,74,89.0%,55,8.9%,70,2.2%,91,32.1%
Vlatko Cancar,23.6,DEN,Forward,188,0,77.8%,50,8.3%,32,0.7%,99,75.0%
Clint Capela,26.5,ATL,Big,1907,8,57.3%,59,13.5%,46,1.3%,36,20.0%
Jevon Carter,25.1,PHX,Combo,611,0,60.0%,1,1.7%,11,0.6%,78,33.3%
Wendell Carter,21.5,ORL,Big,569,50,72.6%,66,14.2%,89,2.7%,90,35.5%
Wendell Carter,21.5,CHI,Big,791,58,73.9%,86,17.5%,83,2.3%,20,13.5%
Michael Carter-Williams,29.1,ORL,Combo,797,2,62.0%,93,13.6%,97,2.5%,86,35.0%
Alex Caruso,26.7,LAL,Combo,1190,6,64.0%,78,11.0%,49,1.3%,32,19.4%
Willie Cauley-Stein,27.2,DAL,Big,884,17,62.2%,83,17.0%,32,1.0%,28,17.1%
Chris Chiozza,24.9,BKN,Combo,165,0,77.8%,31,5.6%,67,1.6%,49,25.0%
Gary Clark,26.0,ORL,Forward,582,0,71.4%,4,2.4%,22,0.6%,80,33.3%
Brandon Clarke,24.1,MEM,Big,1397,35,68.8%,54,12.7%,20,0.9%,95,43.9%
Jordan Clarkson,28.4,UTA,Combo,1797,90,89.6%,30,5.5%,61,1.4%,61,26.2%
Nicolas Claxton,21.5,BKN,Big,580,3,48.4%,96,21.9%,38,1.1%,64,27.0%
Amir Coffey,23.4,LAC,Wing,282,0,75.0%,71,11.0%,56,0.9%,0,0.0%
John Collins,23.1,ATL,Big,1843,87,83.3%,43,11.2%,77,2.1%,84,33.3%
Mike Conley,33.1,UTA,Point,1495,50,84.9%,52,8.5%,39,1.5%,16,13.8%
Pat Connaughton,27.8,MIL,Wing,1568,30,76.3%,18,3.8%,9,0.5%,18,13.3%
Tyler Cook,23.1,DET,Big,393,2,46.7%,81,16.7%,13,0.7%,84,33.3%
DeMarcus Cousins,30.2,LAC,Big,203,0,75.0%,11,5.5%,100,5.8%,93,40.0%
DeMarcus Cousins,30.2,HOU,Big,486,63,75.5%,34,9.9%,71,1.9%,52,23.8%
Robert Covington,29.9,POR,Big,2231,78,80.6%,9,4.4%,8,0.6%,14,8.7%
Torrey Craig,29.9,MIL,Forward,156,0,50.0%,7,3.0%,20,0.6%,0,0.0%
Torrey Craig,29.9,PHX,Big,587,0,77.8%,5,3.8%,14,0.7%,0,0.0%
Jae Crowder,30.3,PHX,Forward,1640,44,76.0%,31,6.2%,44,0.9%,40,21.9%
Jarrett Culver,21.7,MIN,Wing,461,3,59.1%,75,11.2%,82,1.4%,12,10.5%
Seth Curry,30.2,PHI,Wing,1637,94,89.6%,18,3.7%,55,0.9%,43,23.8%
Stephen Curry,32.6,GSW,Point,2151,94,91.6%,66,10.4%,77,2.4%,82,29.6%
Anthony Davis,27.6,LAL,Big,1161,57,73.7%,47,12.0%,96,3.3%,47,22.2%
Ed Davis,31.4,MIN,Big,277,0,87.5%,28,8.3%,9,0.6%,0,0.0%
Terence Davis,23.5,TOR,Wing,471,0,100.0%,9,3.1%,54,0.9%,96,50.0%
Terence Davis,23.5,SAC,Wing,574,40,78.4%,44,7.0%,79,1.3%,24,16.7%
DeMar DeRozan,31.2,SAS,Forward,2055,90,87.9%,99,20.3%,90,2.0%,46,23.2%
Gabriel Deck,25.7,OKC,Forward,174,0,76.5%,83,12.5%,12,0.5%,13,12.5%
Dewayne Dedmon,31.2,MIA,Big,207,59,74.1%,88,18.3%,64,1.7%,91,38.5%
Matthew Dellavedova,30.1,CLE,Combo,221,0,100.0%,2,1.8%,5,0.4%,0,0.0%
Donte DiVincenzo,23.8,MIL,Wing,1804,23,71.8%,24,4.2%,57,1.0%,13,11.5%
Mamadi Diakite,23.8,MIL,Big,107,0,78.6%,73,15.4%,72,1.9%,0,0.0%
Hamidou Diallo,22.3,DET,Wing,454,13,66.2%,97,17.8%,87,1.6%,70,29.4%
Hamidou Diallo,22.3,OKC,Wing,744,4,62.1%,99,18.8%,74,1.2%,59,25.4%
Gorgui Dieng,30.8,MEM,Big,310,88,84.4%,82,16.8%,51,1.4%,19,12.5%
Gorgui Dieng,30.8,SAS,Big,152,0,86.4%,93,20.0%,41,1.2%,93,40.0%
Luka Doncic,21.7,DAL,Wing,2261,25,73.1%,92,14.0%,97,2.9%,51,24.8%
Luguentz Dort,21.5,OKC,Wing,1542,28,74.4%,74,11.2%,71,1.1%,37,21.8%
Damyean Dotson,26.5,CLE,Combo,851,8,66.7%,37,5.9%,28,0.9%,28,17.6%
Sekou Doumbouya,19.9,DET,Big,837,36,69.0%,33,9.7%,18,0.8%,43,20.7%
PJ Dozier,24.0,DEN,Wing,1055,8,64.1%,61,9.6%,69,1.1%,70,29.4%
Goran Dragic,34.5,MIA,Point,1314,35,82.6%,39,7.0%,61,2.0%,32,17.5%
Andre Drummond,27.2,LAL,Big,519,14,60.5%,87,17.9%,82,2.3%,84,33.3%
Andre Drummond,27.2,CLE,Big,721,13,59.7%,74,15.6%,76,2.1%,60,25.4%
Kevin Durant,32.1,BKN,Forward,1150,92,88.2%,92,13.6%,100,3.5%,62,25.3%
Anthony Edwards,19.2,MIN,Wing,2244,35,77.4%,66,10.4%,45,0.8%,34,21.5%
Carsen Edwards,22.6,BOS,Combo,201,0,100.0%,17,4.3%,6,0.4%,78,33.3%
Wayne Ellington,32.9,DET,Wing,1003,41,78.8%,5,2.3%,36,0.7%,52,25.0%
Joel Embiid,26.6,PHI,Big,1584,94,86.4%,94,20.6%,99,4.0%,35,18.8%
James Ennis,30.3,ORL,Forward,983,61,80.0%,96,14.4%,43,0.9%,44,23.1%
Drew Eubanks,23.7,SAS,Big,667,52,72.8%,84,17.2%,87,2.5%,36,20.0%
Dante Exum,25.3,CLE,Wing,112,0,50.0%,20,4.0%,39,0.7%,0,0.0%
Derrick Favors,29.3,UTA,Big,1031,57,73.8%,61,13.8%,29,1.0%,83,32.4%
Bruno Fernando,22.2,ATL,Big,137,0,63.6%,84,17.2%,71,1.9%,36,20.0%
Dorian Finney-Smith,27.5,DAL,Forward,1918,42,75.6%,14,4.6%,23,0.6%,43,22.7%
Malachi Flynn,22.5,TOR,Combo,895,41,79.6%,48,6.8%,43,1.2%,90,39.1%
Bryn Forbes,27.3,MIL,Combo,1286,24,77.2%,18,4.4%,3,0.4%,67,27.3%
Trent Forrest,22.4,UTA,Combo,225,0,100.0%,90,13.1%,44,1.2%,17,12.5%
Evan Fournier,28.0,ORL,Wing,784,45,79.7%,87,12.6%,92,2.1%,60,25.5%
Evan Fournier,28.0,BOS,Wing,466,0,71.4%,22,4.1%,8,0.4%,97,57.1%
De'Aaron Fox,22.9,SAC,Point,2022,18,71.9%,98,17.0%,48,1.7%,68,24.5%
Markelle Fultz,22.4,ORL,Point,215,0,89.5%,41,7.5%,86,2.8%,95,62.5%
Wenyen Gabriel,23.6,NOP,Forward,186,0,66.7%,36,6.7%,31,0.7%,80,33.3%
Daniel Gafford,22.1,WAS,Big,403,31,67.2%,96,21.6%,31,1.0%,72,28.6%
Daniel Gafford,22.1,CHI,Big,369,28,65.8%,68,14.9%,88,2.6%,46,21.4%
Danilo Gallinari,32.2,ATL,Big,1215,100,93.0%,53,12.5%,73,1.9%,18,12.3%
Langston Galloway,28.9,PHX,Wing,372,0,100.0%,45,7.2%,68,1.1%,94,44.4%
Darius Garland,20.8,CLE,Point,1781,44,84.1%,25,5.3%,64,2.0%,55,20.5%
Marc Gasol,35.8,LAL,Big,983,48,72.0%,34,9.8%,44,1.2%,89,35.0%
Rudy Gay,34.2,SAS,Big,1351,77,80.4%,23,6.9%,30,1.0%,31,17.8%
Paul George,30.5,LAC,Forward,1828,84,86.8%,60,9.8%,98,2.6%,38,21.0%
Taj Gibson,35.4,NYK,Big,925,45,71.2%,56,12.9%,26,0.9%,21,13.6%
Harry Giles,22.5,POR,Big,244,0,66.7%,48,12.1%,48,1.3%,21,14.3%
Shai Gilgeous-Alexander,22.3,OKC,Point,1179,32,80.6%,82,13.9%,95,3.5%,66,24.1%
Anthony Gill,28.0,WAS,Big,179,0,81.8%,14,5.6%,26,1.0%,84,33.3%
Freddie Gillespie,23.4,TOR,Big,383,27,65.5%,68,14.9%,78,2.2%,12,7.1%
Rudy Gobert,28.4,UTA,Big,2185,18,62.2%,99,25.5%,94,3.0%,51,23.6%
Brandon Goodwin,25.1,ATL,Combo,531,11,69.0%,25,5.2%,85,2.0%,78,33.3%
Aaron Gordon,25.1,ORL,Forward,735,10,62.9%,90,13.4%,97,2.4%,14,13.6%
Aaron Gordon,25.1,DEN,Forward,647,21,70.5%,70,11.0%,86,1.7%,91,41.7%
Eric Gordon,31.9,HOU,Combo,782,54,82.1%,87,12.5%,78,1.8%,33,20.0%
Devonte' Graham,25.7,CHA,Combo,1650,62,84.4%,53,7.3%,77,1.8%,9,7.7%
Jerami Grant,26.6,DET,Forward,1821,77,84.5%,94,14.4%,89,1.9%,18,15.1%
Danny Green,33.4,PHI,Forward,1930,50,77.5%,2,2.4%,16,0.5%,19,15.4%
Draymond Green,30.7,GSW,Big,1981,75,79.5%,36,10.1%,34,1.0%,89,34.1%
JaMychal Green,30.4,DEN,Big,1102,79,80.7%,24,7.8%,8,0.6%,78,30.0%
Javonte Green,27.3,BOS,Wing,313,0,66.7%,98,18.4%,17,0.6%,66,28.6%
Javonte Green,27.3,CHI,Combo,110,0,100.0%,54,7.4%,86,2.0%,95,50.0%
Jeff Green,34.2,BKN,Big,1818,69,77.6%,63,14.0%,7,0.6%,43,20.7%
Josh Green,20.0,DAL,Wing,354,0,53.3%,90,13.5%,24,0.6%,73,30.0%
Blake Griffin,31.6,DET,Big,626,43,71.0%,42,11.1%,92,2.8%,34,18.5%
Blake Griffin,31.6,BKN,Big,548,67,77.4%,50,12.2%,84,2.4%,91,37.5%
Kyle Guy,23.2,SAC,Wing,205,0,76.9%,21,4.1%,100,3.3%,79,33.3%
Rui Hachimura,22.7,WAS,Big,1792,67,77.4%,40,10.6%,24,0.9%,54,24.0%
Tyrese Haliburton,20.7,SAC,Combo,1734,67,85.7%,16,4.2%,18,0.7%,93,42.3%
Donta Hall,23.2,ORL,Forward,144,0,72.2%,100,23.3%,92,2.1%,74,28.6%
Josh Hall,20.1,OKC,Wing,261,0,51.9%,97,17.2%,10,0.5%,29,20.0%
R.J. Hampton,19.7,ORL,Combo,574,5,63.8%,83,11.7%,52,1.3%,38,20.7%
R.J. Hampton,19.7,DEN,Wing,176,0,50.0%,27,4.8%,78,1.3%,0,0.0%
Tim Hardaway Jr.,28.6,DAL,Wing,1978,61,81.7%,46,7.2%,72,1.1%,31,20.3%
James Harden,31.2,HOU,Point,290,68,88.3%,80,12.1%,93,3.0%,25,16.7%
James Harden,31.2,BKN,Point,1318,53,85.6%,91,14.9%,84,2.7%,30,16.8%
Maurice Harkless,27.5,MIA,Forward,117,0,0.0%,0,0.0%,4,0.4%,100,0.0%
Maurice Harkless,27.5,SAC,Forward,647,65,80.5%,80,11.9%,24,0.6%,17,15.0%
Montrezl Harrell,26.8,LAL,Big,1540,41,70.3%,89,19.0%,61,1.6%,76,29.7%
Gary Harris,26.1,ORL,Wing,494,90,87.5%,70,10.8%,34,0.7%,27,18.2%
Gary Harris,26.1,DEN,Wing,581,26,73.3%,52,7.9%,66,1.1%,75,30.8%
Jalen Harris,22.2,TOR,Combo,158,0,77.8%,49,6.9%,39,1.1%,33,20.0%
Joe Harris,29.2,BKN,Wing,2132,34,77.0%,19,3.9%,27,0.6%,78,32.1%
Tobias Harris,28.3,PHI,Forward,2013,97,89.2%,47,7.9%,67,1.1%,24,17.9%
Shaquille Harrison,27.1,DEN,Combo,255,0,78.6%,95,14.3%,17,0.7%,49,25.0%
Josh Hart,25.7,NOP,Wing,1335,33,77.0%,67,10.5%,31,0.7%,62,26.3%
Isaiah Hartenstein,22.5,DEN,Big,244,11,59.4%,89,18.6%,66,1.8%,56,25.0%
Isaiah Hartenstein,22.5,CLE,Big,277,28,65.6%,57,13.1%,66,1.8%,23,15.4%
Jaxson Hayes,20.4,NOP,Big,920,73,79.3%,93,20.5%,42,1.2%,66,27.4%
Killian Hayes,19.3,DET,Point,651,0,80.0%,9,2.6%,27,1.3%,45,20.0%
Gordon Hayward,30.6,CHA,Forward,1496,76,84.3%,67,10.7%,91,2.0%,31,19.5%
Juan Hernangomez,25.1,MIN,Big,856,12,59.6%,69,14.9%,22,0.9%,61,25.5%
Willy Hernangomez,26.4,NOP,Big,788,42,70.4%,67,14.8%,44,1.2%,67,27.5%
Tyler Herro,20.8,MIA,Combo,1610,44,80.5%,45,6.6%,34,1.1%,76,31.9%
Buddy Hield,27.9,SAC,Wing,2432,71,84.6%,3,2.1%,47,0.8%,43,23.8%
George Hill,34.5,PHI,Combo,295,0,79.2%,86,12.3%,87,2.1%,91,40.0%
George Hill,34.5,OKC,Wing,368,0,84.0%,50,7.9%,93,2.1%,73,30.0%
Solomon Hill,29.6,ATL,Forward,1472,45,76.1%,46,7.8%,1,0.2%,64,26.1%
Jaylen Hoard,21.6,OKC,Big,252,38,69.2%,90,19.2%,0,0.2%,12,7.1%
Aaron Holiday,24.1,IND,Wing,1100,63,81.9%,39,6.5%,58,1.0%,9,6.9%
Jrue Holiday,30.4,MIL,Combo,1918,33,78.2%,46,6.7%,36,1.1%,69,28.1%
Justin Holiday,31.6,IND,Forward,2167,55,78.3%,16,5.0%,28,0.6%,53,25.0%
Richaun Holmes,27.0,SAC,Big,1780,74,79.4%,62,13.8%,46,1.3%,76,29.5%
Rodney Hood,28.0,POR,Wing,712,0,75.0%,14,3.5%,26,0.6%,66,28.6%
Rodney Hood,28.0,TOR,Wing,213,0,93.8%,86,12.5%,60,1.0%,52,25.0%
Al Horford,34.4,OKC,Big,779,0,81.8%,3,2.8%,43,1.2%,98,60.0%
Talen Horton-Tucker,19.9,LAL,Combo,1204,21,76.4%,80,11.5%,37,1.1%,70,29.6%
Danuel House,27.4,HOU,Wing,896,9,65.1%,76,11.3%,49,0.9%,52,25.0%
Dwight Howard,34.9,PHI,Big,1156,9,57.8%,99,25.8%,97,3.5%,41,20.4%
Markus Howard,21.7,DEN,Point,119,0,100.0%,5,1.7%,2,0.4%,98,100.0%
Kevin Huerter,22.2,ATL,Wing,2107,36,77.8%,12,3.4%,13,0.5%,46,24.0%
DeAndre Hunter,22.9,ATL,Forward,674,81,85.9%,84,12.6%,87,1.7%,9,8.6%
Chandler Hutchison,24.5,WAS,Forward,267,0,85.7%,82,12.4%,76,1.4%,69,27.3%
Serge Ibaka,31.1,LAC,Big,954,80,81.1%,24,7.3%,61,1.7%,83,32.1%
Andre Iguodala,36.8,MIA,Forward,1329,13,65.8%,18,5.2%,63,1.1%,19,15.4%
Ersan Ilyasova,33.5,UTA,Big,112,0,100.0%,1,2.4%,59,1.6%,0,0.0%
Joe Ingles,33.1,UTA,Forward,1863,79,85.1%,21,5.7%,84,1.6%,69,27.3%
Brandon Ingram,23.2,NOP,Forward,2089,87,87.8%,69,11.0%,94,2.4%,63,26.0%
Kyrie Irving,28.6,BKN,Combo,1884,98,92.1%,55,7.4%,89,2.1%,44,23.5%
Wes Iwundu,25.9,NOP,Forward,219,0,91.7%,51,8.5%,37,0.8%,53,25.0%
Wes Iwundu,25.9,DAL,Forward,232,0,100.0%,22,5.7%,54,1.0%,0,0.0%
Frank Jackson,22.5,DET,Wing,688,59,81.4%,63,10.1%,88,1.6%,47,24.1%
Jaren Jackson,21.1,MEM,Big,252,91,85.0%,61,13.7%,79,2.2%,68,27.8%
Josh Jackson,23.7,DET,Forward,1556,32,72.8%,89,13.2%,73,1.3%,68,26.5%
Justin Jackson,25.6,OKC,Wing,496,0,88.0%,41,6.6%,65,1.1%,40,23.1%
Reggie Jackson,30.5,LAC,Combo,1508,62,84.4%,26,5.3%,41,1.2%,77,32.3%
Justin James,23.8,SAC,Forward,248,2,55.6%,87,13.0%,33,0.7%,8,7.7%
LeBron James,35.8,LAL,Wing,1500,18,69.8%,94,14.5%,90,1.9%,87,33.6%
Mike James,30.2,BKN,Combo,222,27,77.8%,85,12.1%,69,1.6%,13,9.1%
DaQuan Jeffries,23.2,SAC,Wing,214,0,85.7%,43,7.0%,75,1.2%,52,25.0%
DaQuan Jeffries,23.2,HOU,Big,228,0,100.0%,0,1.8%,1,0.4%,99,100.0%
Ty Jerome,23.3,OKC,Combo,736,22,76.5%,22,5.1%,25,0.8%,8,7.1%
Isaiah Joe,21.3,PHI,Wing,274,0,78.6%,24,4.3%,61,1.0%,0,0.0%
Cameron Johnson,24.7,PHX,Forward,1406,71,83.6%,19,5.6%,34,0.7%,90,40.7%
James Johnson,33.7,NOP,Forward,537,8,59.6%,71,11.5%,27,0.6%,23,17.4%
James Johnson,33.7,DAL,Forward,477,2,55.6%,58,9.5%,10,0.5%,93,50.0%
Keldon Johnson,21.0,SAS,Forward,1958,34,73.5%,91,13.5%,40,0.8%,77,28.8%
Stanley Johnson,24.4,TOR,Forward,973,58,78.8%,63,10.5%,53,0.9%,48,24.0%
Tyler Johnson,28.5,BKN,Combo,632,0,85.7%,15,4.1%,23,0.8%,0,0.0%
Nikola Jokic,25.7,DEN,Big,2487,95,86.7%,38,10.4%,99,4.7%,61,25.5%
Damian Jones,25.3,SAC,Big,326,51,72.7%,94,21.3%,58,1.5%,30,17.6%
Mason Jones,22.3,HOU,Combo,223,3,62.9%,99,17.0%,75,1.7%,72,31.3%
Tre Jones,20.8,SAS,Point,161,0,85.7%,93,14.9%,32,1.4%,0,0.0%
Tyus Jones,24.5,MEM,Point,1153,85,90.2%,16,4.7%,14,0.8%,23,15.8%
Derrick Jones Jr.,23.7,POR,Wing,1298,10,65.5%,82,12.3%,32,0.7%,29,20.0%
DeAndre Jordan,32.3,BKN,Big,1231,2,48.3%,72,15.1%,45,1.2%,62,26.2%
Cory Joseph,29.2,SAC,Combo,926,43,80.0%,47,6.7%,68,1.6%,28,17.6%
Cory Joseph,29.2,DET,Combo,490,78,87.8%,60,8.5%,98,2.7%,78,33.3%
Mfiondu Kabengele,23.2,CLE,Forward,149,0,70.0%,88,13.0%,80,1.4%,80,33.3%
Frank Kaminsky,27.6,PHX,Big,677,34,68.8%,32,9.5%,9,0.6%,54,24.0%
Enes Kanter,28.5,POR,Big,1727,65,77.0%,56,12.9%,59,1.6%,75,29.5%
Luke Kennard,24.4,LAC,Combo,1125,70,86.2%,9,3.8%,16,0.7%,95,50.0%
Maxi Kleber,28.8,DAL,Big,1340,99,91.9%,6,3.9%,17,0.8%,14,9.1%
Nathan Knight,23.1,ATL,Big,181,40,70.0%,92,19.7%,28,1.0%,13,7.7%
Kevin Knox,21.2,NYK,Forward,417,0,76.5%,43,7.6%,6,0.4%,78,30.0%
John Konchar,24.6,MEM,Forward,468,0,86.4%,17,5.0%,69,1.2%,0,0.0%
Furkan Korkmaz,23.3,PHI,Forward,992,27,72.2%,40,7.4%,68,1.2%,30,19.4%
Luke Kornet,25.3,BOS,Big,247,0,50.0%,2,2.7%,6,0.6%,99,100.0%
Kyle Kuzma,25.3,LAL,Forward,1924,16,67.7%,28,6.1%,39,0.8%,72,27.7%
Zach LaVine,25.6,CHI,Wing,2028,73,84.8%,69,10.7%,94,2.1%,61,25.6%
Anthony Lamb,22.8,HOU,Forward,338,0,86.7%,20,5.6%,62,1.1%,22,16.7%
