Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jordan Clarkson,28.4,UTA,Combo,296,43,51.2%,67,48.5%,37,35.4%,83,96.2%,81,36%,90,17%,76,19%,86,53%
Nicolas Claxton,21.5,BKN,Big,120,9,50.0%,26,50.0%,0,0.0%,0,66.7%,37,79%,34,73%,3,100%,0,0%
John Collins,23.1,ATL,Big,576,74,60.4%,77,63.5%,45,35.7%,53,83.3%,49,75%,57,64%,60,74%,37,100%
Mike Conley,33.1,UTA,Point,175,79,56.9%,7,33.3%,100,51.4%,0,100.0%,50,36%,29,33%,79,0%,64,50%
Pat Connaughton,27.8,MIL,Wing,526,93,62.4%,96,75.0%,73,39.3%,0,81.8%,14,89%,25,67%,39,67%,0,100%
Robert Covington,29.9,POR,Big,228,83,65.3%,26,50.0%,90,50.0%,0,90.0%,11,89%,43,71%,0,0%,37,100%
Torrey Craig,29.9,PHX,Big,243,51,56.8%,9,42.9%,85,48.4%,0,61.5%,9,90%,26,77%,3,100%,37,100%
Jae Crowder,30.3,PHX,Forward,728,70,56.6%,61,52.4%,55,38.0%,86,88.6%,4,93%,13,75%,4,100%,48,96%
Seth Curry,30.2,PHI,Wing,381,100,71.8%,82,66.7%,100,50.6%,0,78.9%,43,75%,18,78%,43,66%,64,83%
Anthony Davis,27.6,LAL,Big,186,3,42.9%,20,46.4%,0,18.8%,73,84.8%,43,77%,11,82%,63,67%,37,100%
Luka Doncic,21.7,DAL,Wing,280,71,57.8%,61,54.2%,77,40.8%,0,52.9%,100,8%,96,20%,93,3%,100,6%
Goran Dragic,34.5,MIA,Point,111,43,53.0%,71,50.0%,36,37.5%,0,70.0%,21,55%,14,50%,14,33%,29,78%
Andre Drummond,27.2,LAL,Big,121,66,60.0%,63,60.0%,0,0.0%,0,70.0%,83,57%,69,58%,74,50%,0,0%
Kevin Durant,32.1,BKN,Forward,477,74,57.4%,74,56.3%,68,39.2%,14,87.1%,87,42%,48,54%,78,29%,78,68%
Joel Embiid,26.6,PHI,Big,356,40,55.3%,40,54.5%,60,39.0%,67,84.1%,91,46%,86,45%,94,29%,37,100%
Derrick Favors,29.3,UTA,Big,144,91,69.6%,94,69.6%,0,0.0%,0,55.6%,49,75%,43,71%,3,100%,0,0%
Dorian Finney-Smith,27.5,DAL,Forward,269,61,53.1%,4,37.0%,91,43.2%,0,80.0%,26,85%,26,63%,57,50%,0,100%
Bryn Forbes,27.3,MIL,Combo,256,86,57.0%,95,59.1%,58,38.4%,0,83.3%,10,96%,5,100%,14,90%,19,97%
Evan Fournier,28.0,BOS,Wing,200,29,50.7%,18,39.5%,87,41.7%,0,83.3%,54,70%,39,50%,32,71%,68,80%
Daniel Gafford,22.1,WAS,Big,142,100,80.6%,100,80.6%,0,0.0%,20,61.5%,46,76%,29,74%,3,100%,0,0%
Danilo Gallinari,32.2,ATL,Big,441,23,52.6%,11,44.4%,75,41.0%,100,96.0%,77,61%,80,46%,91,30%,91,91%
Paul George,30.5,LAC,Forward,776,48,50.8%,52,51.4%,32,33.3%,0,84.3%,96,30%,91,21%,83,19%,91,54%
Taj Gibson,35.4,NYK,Big,137,66,60.0%,63,60.0%,0,0.0%,0,100.0%,20,83%,14,82%,3,100%,0,0%
Rudy Gobert,28.4,UTA,Big,375,94,75.0%,97,75.0%,0,0.0%,27,63.6%,69,67%,54,66%,3,100%,0,0%
Aaron Gordon,25.1,DEN,Forward,298,30,48.0%,26,44.7%,64,39.1%,0,64.0%,74,53%,39,57%,91,17%,83,67%
Danny Green,33.4,PHI,Forward,198,83,59.6%,87,63.6%,59,38.9%,0,0.0%,39,76%,78,33%,100,0%,0,100%
JaMychal Green,30.4,DEN,Big,186,9,50.0%,37,54.2%,20,30.0%,0,88.9%,63,68%,74,50%,3,100%,37,100%
Jeff Green,34.2,BKN,Big,147,86,65.6%,3,40.0%,95,58.8%,0,87.5%,0,100%,0,100%,3,100%,37,100%
Blake Griffin,31.6,BKN,Big,317,80,62.8%,83,65.1%,65,40.0%,0,71.4%,69,67%,63,59%,3,100%,94,79%
Rui Hachimura,22.7,WAS,Big,211,97,75.4%,91,68.3%,100,61.1%,0,78.6%,14,87%,14,82%,49,82%,37,100%
Tim Hardaway Jr.,28.6,DAL,Wing,261,54,53.5%,21,43.2%,80,41.1%,0,75.0%,46,74%,57,44%,36,70%,61,87%
James Harden,31.2,BKN,Point,311,93,60.9%,100,65.9%,29,37.1%,86,93.2%,86,16%,57,23%,29,21%,100,9%
Joe Harris,29.2,BKN,Wing,423,50,52.1%,14,39.0%,70,39.2%,0,75.0%,7,96%,7,86%,7,100%,0,100%
Tobias Harris,28.3,PHI,Forward,436,57,52.8%,57,52.0%,41,37.2%,29,87.2%,78,47%,52,50%,65,32%,70,81%
George Hill,34.5,PHI,Combo,203,67,54.8%,62,47.8%,79,42.1%,0,76.9%,38,58%,33,43%,29,50%,52,75%
Solomon Hill,29.6,ATL,Forward,138,4,34.1%,48,50.0%,5,18.8%,0,50.0%,61,67%,78,33%,0,0%,0,100%
Jrue Holiday,30.4,MIL,Combo,900,10,46.1%,38,46.3%,0,30.5%,0,71.4%,86,31%,52,38%,86,11%,90,49%
Dwight Howard,34.9,PHI,Big,143,31,53.3%,46,55.2%,0,0.0%,13,60.0%,57,69%,31,73%,100,0%,0,0%
Kevin Huerter,22.2,ATL,Wing,556,46,52.0%,46,51.8%,40,35.5%,0,70.6%,79,52%,89,29%,82,24%,57,88%
DeAndre Hunter,22.9,ATL,Forward,151,17,46.7%,13,41.4%,45,37.5%,0,75.0%,35,78%,0,100%,43,60%,0,100%
Joe Ingles,33.1,UTA,Forward,306,96,65.4%,96,71.4%,86,42.1%,0,76.9%,70,54%,78,33%,91,17%,74,71%
Kyrie Irving,28.6,BKN,Combo,318,71,55.0%,81,53.6%,53,38.1%,67,92.9%,57,43%,38,41%,67,23%,67,71%
Jaren Jackson,21.1,MEM,Big,183,17,50.8%,34,53.3%,30,32.4%,80,85.2%,26,81%,66,58%,3,100%,37,100%
Reggie Jackson,30.5,LAC,Combo,621,90,60.6%,90,58.2%,74,41.4%,50,87.8%,48,52%,62,36%,81,13%,43,81%
LeBron James,35.8,LAL,Wing,258,57,54.3%,50,51.9%,67,39.2%,17,62.5%,96,33%,82,35%,96,0%,96,40%
Cameron Johnson,24.7,PHX,Forward,428,100,65.7%,83,60.0%,95,45.7%,0,95.2%,13,89%,39,57%,4,100%,0,100%
Nikola Jokic,25.7,DEN,Big,344,43,55.5%,43,54.9%,55,38.5%,60,83.6%,89,57%,89,44%,71,55%,86,95%
Luke Kennard,24.4,LAC,Combo,208,95,70.3%,100,76.9%,95,45.7%,0,50.0%,24,77%,5,100%,29,50%,29,86%
Maxi Kleber,28.8,DAL,Big,187,37,55.2%,3,40.0%,65,40.0%,0,71.4%,0,100%,0,100%,3,100%,37,100%
Furkan Korkmaz,23.3,PHI,Forward,180,22,47.8%,70,55.6%,9,28.6%,0,66.7%,22,85%,26,63%,30,86%,0,100%
Kyle Kuzma,25.3,LAL,Forward,144,0,31.9%,22,44.4%,0,10.0%,0,83.3%,48,71%,26,63%,35,75%,0,100%
Romeo Langford,21.0,BOS,Wing,113,11,48.1%,7,36.4%,53,37.5%,0,83.3%,32,80%,39,50%,0,0%,0,100%
Kawhi Leonard,29.3,LAC,Forward,431,91,62.9%,91,64.5%,73,39.3%,57,88.0%,83,43%,65,43%,74,31%,83,67%
Damian Lillard,30.3,POR,Point,247,86,59.8%,57,48.2%,86,44.9%,100,94.0%,79,19%,64,22%,79,0%,93,20%
Brook Lopez,32.6,MIL,Big,660,63,59.9%,86,65.5%,35,32.4%,93,85.7%,31,80%,40,72%,51,82%,37,100%
Terance Mann,24.0,LAC,Wing,370,82,59.3%,64,56.7%,90,42.9%,33,71.4%,71,57%,54,45%,89,14%,0,100%
Wesley Matthews,34.1,LAL,Wing,124,4,41.7%,11,37.5%,10,28.6%,0,100.0%,11,91%,25,67%,0,0%,0,100%
Tyrese Maxey,20.0,PHI,Combo,144,29,48.4%,33,46.2%,0,40.0%,0,63.6%,67,39%,48,38%,57,27%,52,75%
CJ McCollum,29.1,POR,Combo,239,33,50.0%,71,50.0%,21,33.3%,0,72.7%,52,50%,29,70%,43,31%,62,71%
De'Anthony Melton,22.4,MEM,Combo,104,14,47.3%,48,46.7%,16,31.8%,0,60.0%,43,57%,81,20%,29,50%,29,86%
Khris Middleton,29.2,MIL,Forward,913,39,50.3%,43,49.1%,36,34.9%,71,88.4%,91,39%,70,42%,70,31%,96,50%
Paul Millsap,35.7,DEN,Big,106,9,50.0%,57,59.3%,10,25.0%,0,61.5%,83,57%,80,46%,86,33%,37,100%
Shake Milton,24.1,PHI,Combo,105,0,39.3%,5,25.0%,63,38.9%,0,92.3%,76,38%,67,33%,100,0%,81,57%
Donovan Mitchell,24.2,UTA,Combo,345,76,55.2%,29,45.8%,89,43.5%,33,82.9%,100,12%,100,4%,95,4%,100,22%
Ja Morant,21.2,MEM,Point,288,50,53.1%,86,51.7%,43,37.8%,14,72.9%,71,22%,50,28%,71,3%,71,47%
Marcus Morris,31.2,LAC,Big,604,20,52.3%,23,48.1%,50,37.9%,40,75.0%,80,58%,60,60%,97,25%,89,94%
Monte Morris,25.3,DEN,Combo,282,33,50.0%,14,44.7%,68,39.5%,0,71.4%,71,39%,43,40%,90,7%,71,67%
Raul Neto,28.5,WAS,Combo,149,48,51.4%,57,47.6%,47,37.5%,0,85.7%,19,81%,5,100%,19,67%,38,83%
Georges Niang,27.4,UTA,Forward,128,9,39.7%,0,22.2%,18,30.0%,0,100.0%,9,91%,96,0%,4,100%,0,100%
Jusuf Nurkic,26.2,POR,Big,173,49,56.5%,54,58.0%,0,20.0%,0,72.0%,54,70%,49,70%,63,67%,37,100%
Royce O'Neale,27.4,UTA,Wing,402,96,67.1%,75,60.0%,97,46.7%,0,83.3%,29,84%,32,57%,96,0%,0,100%
Onyeka Okongwu,19.9,ATL,Big,152,77,61.5%,74,61.5%,0,0.0%,0,66.7%,29,81%,34,73%,3,100%,0,0%
Chris Paul,35.5,PHX,Point,680,64,53.6%,79,51.1%,79,41.9%,71,87.7%,100,12%,71,18%,64,6%,79,35%
Cameron Payne,26.2,PHX,Point,403,36,50.0%,43,45.9%,50,38.5%,0,88.9%,57,35%,93,15%,36,17%,43,76%
Michael Porter,22.3,DEN,Forward,331,78,58.1%,78,56.5%,77,39.7%,0,81.0%,52,70%,52,50%,39,65%,61,86%
Bobby Portis,25.7,MIL,Big,348,29,52.8%,31,53.2%,40,34.7%,0,70.0%,60,69%,94,40%,43,85%,37,100%
Kristaps Porzingis,25.3,DAL,Big,232,26,52.8%,51,57.8%,15,29.6%,0,84.2%,6,94%,6,93%,40,92%,37,100%
Norman Powell,27.4,POR,Wing,215,68,57.3%,68,57.1%,60,38.5%,0,88.9%,57,68%,32,57%,46,57%,0,100%
Julius Randle,25.9,NYK,Big,180,0,34.4%,0,27.9%,25,31.3%,80,85.2%,100,41%,100,33%,80,40%,100,50%
Austin Rivers,28.3,DEN,Wing,302,75,58.1%,32,47.8%,83,41.3%,0,81.3%,64,60%,93,22%,54,50%,71,79%
Rajon Rondo,34.7,LAC,Point,220,21,44.3%,0,28.0%,57,39.3%,0,66.7%,14,56%,100,14%,0,0%,21,82%
Derrick Rose,32.1,NYK,Point,174,71,53.7%,50,47.8%,0,53.3%,0,100.0%,43,38%,36,29%,14,33%,57,63%
Dario Saric,26.6,PHX,Big,131,34,53.6%,17,46.2%,80,43.8%,0,92.9%,34,79%,51,67%,63,67%,37,100%
Dennis Schroder,27.1,LAL,Point,226,14,42.8%,36,43.1%,7,28.1%,43,84.4%,29,52%,7,53%,79,0%,29,78%
Landry Shamet,23.6,BKN,Wing,195,61,56.9%,71,58.3%,53,37.5%,0,80.0%,18,88%,14,80%,7,100%,54,89%
Ben Simmons,24.3,PHI,Point,402,100,62.1%,93,62.8%,0,0.0%,0,34.2%,36,51%,0,56%,43,14%,0,0%
Anfernee Simons,21.4,POR,Combo,105,100,78.0%,10,42.9%,100,61.1%,0,0.0%,0,100%,5,100%,0,100%,0,100%
Marcus Smart,26.7,BOS,Combo,209,81,56.3%,86,57.7%,42,37.0%,0,71.4%,33,59%,81,20%,48,30%,24,88%
Ish Smith,32.3,WAS,Combo,149,24,48.0%,43,46.5%,0,37.5%,0,66.7%,95,26%,95,11%,57,27%,71,67%
Jayson Tatum,22.7,BOS,Forward,217,43,50.4%,17,44.0%,82,41.3%,100,93.3%,100,29%,74,41%,87,17%,100,32%
Jeff Teague,32.4,MIL,Combo,100,5,40.5%,0,8.3%,0,55.6%,0,100.0%,0,100%,0,0%,0,100%,0,100%
Tristan Thompson,29.6,BOS,Big,155,46,56.1%,49,56.1%,0,0.0%,0,60.9%,97,43%,91,41%,74,50%,0,0%
Matisse Thybulle,23.7,PHI,Wing,213,79,59.0%,100,81.3%,20,32.4%,0,40.0%,0,100%,0,100%,7,100%,0,100%
PJ Tucker,35.5,MIL,Forward,670,26,47.9%,30,47.4%,27,32.2%,0,75.0%,30,84%,22,64%,4,100%,52,95%
Jonas Valanciunas,28.5,MEM,Big,228,57,59.4%,71,61.4%,0,30.0%,0,66.7%,74,61%,97,39%,54,80%,37,100%
Kemba Walker,30.5,BOS,Point,124,7,42.3%,29,41.2%,14,29.0%,0,92.3%,7,57%,21,43%,7,57%,50,67%
Russell Westbrook,32.0,WAS,Point,252,0,37.3%,14,39.3%,0,20.0%,29,80.0%,64,25%,71,18%,50,11%,7,100%
Lou Williams,34.0,ATL,Combo,275,52,51.8%,52,46.8%,84,43.3%,100,96.3%,90,28%,76,22%,71,21%,95,46%
Trae Young,22.1,ATL,Point,603,29,48.2%,64,48.8%,21,31.5%,57,86.6%,93,14%,86,17%,57,8%,86,22%
Ivica Zubac,23.6,LAC,Big,301,60,59.6%,60,59.6%,0,0.0%,47,79.6%,23,82%,23,79%,3,100%,0,0%
