Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Marcus Banks,25.9,MIA,Combo,239,94,1.1%,14,1.2%,16,5.1%,4,0.5%,80,10.4%,0,0.0%,96,6.7%
Marcus Banks,25.9,PHX,Combo,240,96,1.2%,14,1.2%,8,5.3%,32,1.4%,0,4.4%,0,0.0%,100,10.5%
Leandro Barbosa,24.9,PHX,Combo,2347,60,0.4%,32,1.4%,54,3.4%,58,2.0%,38,7.9%,0,0.0%,0,0.0%
J.J. Barea,23.3,DAL,Point,414,44,0.1%,34,1.4%,11,4.6%,19,1.0%,83,10.4%,0,0.0%,42,2.8%
Andrea Bargnani,22.0,TOR,Big,1827,27,1.1%,9,0.6%,63,4.6%,1,2.8%,23,13.5%,68,4.5%,21,17.4%
Matt Barnes,27.6,GSW,Forward,1360,77,1.3%,57,1.4%,33,4.4%,77,6.1%,83,14.7%,82,5.5%,85,33.0%
Earl Barron,26.2,MIA,Big,852,4,0.5%,48,1.0%,34,5.8%,39,7.9%,52,16.8%,31,2.0%,22,18.6%
Brent Barry,35.8,SAS,Wing,520,35,0.3%,67,1.5%,54,3.4%,39,2.5%,11,7.7%,0,0.0%,68,14.8%
Brandon Bass,22.5,DAL,Big,1508,46,1.7%,18,0.7%,70,4.3%,49,8.8%,28,13.9%,63,4.1%,42,26.5%
Shane Battier,29.1,HOU,Forward,2901,90,1.7%,40,1.2%,72,3.0%,42,4.6%,8,9.3%,72,3.7%,20,10.3%
Marco Belinelli,21.6,GSW,Wing,173,0,0.0%,20,0.9%,86,2.3%,5,1.5%,0,3.8%,0,0.0%,70,15.4%
Charlie Bell,28.6,MIL,Combo,1522,10,0.1%,40,1.4%,52,3.4%,48,1.8%,58,9.2%,70,1.0%,82,4.8%
Raja Bell,31.1,PHX,Wing,2633,51,0.5%,16,0.9%,42,3.6%,19,2.0%,12,7.8%,73,2.3%,56,11.2%
Mike Bibby,29.5,ATL,Point,1098,34,0.1%,38,1.4%,81,2.5%,3,0.5%,70,9.5%,0,0.0%,30,1.6%
Mike Bibby,29.5,SAC,Point,469,58,0.2%,69,1.8%,50,3.2%,83,2.5%,86,10.5%,0,0.0%,86,5.4%
Andris Biedrins,21.6,GSW,Big,2072,61,2.3%,65,1.1%,50,5.1%,88,12.3%,90,21.7%,47,2.9%,92,43.7%
Chauncey Billups,31.1,DET,Point,2519,75,0.4%,72,1.9%,91,2.0%,56,1.7%,36,7.6%,95,2.3%,63,3.7%
Steve Blake,27.7,POR,Point,2415,31,0.1%,14,1.1%,80,2.5%,41,1.5%,33,7.4%,0,0.0%,52,3.0%
Andray Blatche,21.2,WAS,Big,1579,90,3.9%,82,1.5%,18,6.8%,80,10.9%,45,15.9%,64,4.2%,63,33.0%
Mark Blount,31.9,MIA,Big,1503,29,1.2%,50,1.0%,82,3.8%,6,4.9%,24,13.7%,43,2.6%,4,10.8%
Keith Bogans,27.5,ORL,Wing,2167,22,0.2%,45,1.2%,50,3.4%,22,2.0%,55,10.6%,55,1.1%,7,1.5%
Andrew Bogut,22.9,MIL,Big,2697,69,2.7%,53,1.1%,77,4.0%,63,9.8%,79,19.3%,75,5.5%,89,42.3%
Matt Bonner,27.6,SAS,Big,748,30,1.2%,29,0.8%,28,6.0%,28,6.9%,44,15.8%,44,2.7%,45,27.5%
Josh Boone,22.9,BKN,Big,1737,48,1.9%,38,0.9%,80,3.8%,86,11.7%,55,17.1%,23,0.7%,82,39.2%
Calvin Booth,31.5,PHI,Big,200,97,4.8%,80,1.4%,8,8.0%,1,3.2%,18,13.2%,0,0.0%,98,53.8%
Carlos Boozer,25.9,UTA,Big,2820,15,0.8%,87,1.6%,79,3.9%,41,8.1%,96,23.3%,79,6.4%,91,42.9%
Chris Bosh,23.6,TOR,Big,2416,40,1.6%,71,1.2%,99,2.5%,45,8.3%,69,18.1%,36,2.2%,15,14.9%
Bruce Bowen,36.4,SAS,Wing,2434,54,0.5%,30,1.1%,52,3.4%,8,1.5%,20,8.3%,51,0.8%,69,15.2%
Ryan Bowen,31.9,NOP,Forward,600,58,0.9%,95,2.3%,10,5.9%,95,9.0%,2,7.1%,0,0.0%,15,8.3%
Earl Boykins,31.4,CHA,Point,535,0,0.0%,17,1.1%,94,1.8%,66,1.9%,2,4.8%,0,0.0%,56,3.2%
Elton Brand,28.6,LAC,Big,270,72,2.8%,6,0.5%,92,3.2%,47,8.4%,25,13.7%,0,0.0%,85,40.0%
Corey Brewer,21.7,MIN,Wing,1757,73,0.7%,83,1.9%,19,4.5%,85,4.8%,80,12.1%,0,0.0%,84,18.3%
Ronnie Brewer,22.6,UTA,Wing,2078,53,0.5%,98,2.7%,91,2.2%,89,5.7%,3,6.7%,43,0.7%,6,1.4%
Primoz Brezec,28.1,CHA,Big,264,9,0.6%,0,0.0%,30,5.9%,11,5.7%,13,12.4%,0,0.0%,4,11.8%
Aaron Brooks,22.8,HOU,Point,520,84,0.5%,13,1.1%,8,5.2%,80,2.3%,34,7.6%,0,0.0%,0,0.0%
Andre Brown,26.5,MEM,Big,227,10,0.7%,67,1.2%,40,5.6%,91,12.6%,60,17.5%,94,10.3%,58,31.8%
Devin Brown,28.8,CLE,Wing,1728,12,0.2%,55,1.4%,47,3.5%,72,3.9%,77,12.0%,63,1.4%,62,12.1%
Kwame Brown,25.6,LAL,Big,488,50,1.9%,75,1.3%,73,4.2%,20,6.3%,51,16.7%,72,5.0%,94,45.5%
Kwame Brown,25.6,MEM,Big,150,13,0.7%,85,1.5%,58,4.8%,48,8.5%,36,14.8%,84,7.7%,96,50.0%
P.J. Brown,38.0,BOS,Big,167,71,2.8%,78,1.3%,31,5.9%,99,14.3%,79,19.2%,93,10.0%,34,23.1%
Shannon Brown,21.9,CLE,Wing,189,29,0.3%,94,2.5%,16,4.7%,30,2.2%,6,7.3%,97,10.0%,41,6.3%
Kobe Bryant,29.2,LAL,Wing,3187,63,0.7%,87,2.1%,73,2.7%,58,3.2%,89,13.1%,60,1.4%,42,6.4%
Greg Buckner,31.1,MIN,Combo,511,44,0.2%,70,1.8%,12,5.2%,50,1.8%,100,13.6%,88,2.8%,72,4.3%
Caron Butler,27.6,WAS,Wing,2306,50,0.5%,95,2.5%,72,2.8%,81,4.3%,94,13.9%,68,1.6%,67,14.8%
Rasual Butler,28.4,NOP,Wing,821,97,1.4%,8,0.6%,48,3.5%,18,1.9%,35,9.3%,0,0.0%,36,5.7%
Andrew Bynum,20.0,LAL,Big,981,88,3.6%,5,0.5%,80,3.8%,85,11.5%,94,22.6%,62,4.0%,55,31.0%
Jose Calderon,26.1,TOR,Point,2434,45,0.1%,59,1.7%,73,2.6%,48,1.6%,67,9.5%,0,0.0%,36,2.5%
Marcus Camby,33.6,DEN,Big,2751,99,5.1%,75,1.3%,91,3.2%,53,9.1%,98,25.4%,23,0.5%,99,54.9%
Brian Cardinal,30.5,MEM,Forward,350,17,0.3%,8,0.7%,3,6.5%,78,6.2%,90,15.7%,95,8.1%,35,15.6%
Rodney Carney,23.6,PHI,Forward,940,82,1.4%,67,1.6%,47,3.9%,52,4.9%,18,10.4%,70,3.6%,32,15.4%
Matt Carroll,27.2,CHA,Wing,1924,49,0.5%,29,1.0%,29,4.0%,16,1.9%,54,10.4%,0,0.0%,32,4.8%
Anthony Carter,32.4,DEN,Point,1913,94,0.7%,91,2.4%,36,3.5%,38,1.4%,44,8.3%,88,1.4%,81,5.0%
Vince Carter,30.8,BKN,Wing,2939,60,0.6%,60,1.4%,53,3.4%,79,4.1%,76,12.0%,66,1.5%,51,9.6%
Sam Cassell,38.0,BOS,Combo,265,86,0.6%,36,1.4%,26,4.4%,42,1.6%,60,9.4%,0,0.0%,0,0.0%
Sam Cassell,38.0,LAC,Point,972,50,0.2%,27,1.3%,59,3.1%,34,1.4%,81,10.4%,0,0.0%,28,1.5%
Tyson Chandler,25.1,NOP,Big,2775,45,1.7%,24,0.8%,87,3.5%,92,12.6%,95,23.2%,30,1.9%,46,27.9%
Wilson Chandler,20.5,NYK,Forward,646,72,1.1%,17,0.9%,23,5.0%,43,4.7%,48,12.1%,88,5.7%,82,30.4%
Josh Childress,24.4,ATL,Wing,2208,85,1.0%,56,1.4%,87,2.3%,99,8.5%,19,8.3%,61,1.4%,88,19.7%
Jarron Collins,28.9,UTA,Big,616,5,0.6%,14,0.7%,22,6.4%,13,5.8%,13,12.5%,72,4.9%,0,4.5%
Jason Collins,28.9,BKN,Big,677,12,0.7%,26,0.8%,13,7.1%,12,5.8%,1,9.0%,50,3.1%,2,9.8%
Jason Collins,28.9,MEM,Big,482,48,1.8%,63,1.1%,18,6.6%,18,6.3%,18,13.2%,0,0.0%,9,13.6%
Mardy Collins,23.2,NYK,Wing,579,71,0.7%,78,1.7%,33,3.9%,43,2.7%,40,9.5%,0,0.0%,26,4.3%
Nick Collison,27.0,OKC,Big,2213,34,1.4%,37,0.9%,63,4.5%,82,11.2%,83,20.0%,90,9.1%,76,37.2%
Mike Conley,20.1,MEM,Point,1354,25,0.1%,45,1.5%,72,2.6%,53,1.7%,52,8.9%,0,0.0%,81,5.0%
Brian Cook,26.9,ORL,Big,536,31,1.2%,33,0.9%,15,7.0%,6,4.9%,19,13.2%,41,2.5%,28,21.4%
Daequan Cook,20.5,MIA,Wing,1368,41,0.4%,13,0.8%,8,5.2%,6,1.5%,84,12.6%,56,1.1%,21,4.0%
Jamal Crawford,27.6,NYK,Combo,3166,50,0.3%,10,1.1%,98,1.8%,18,1.1%,12,5.8%,72,1.4%,54,2.9%
Javaris Crittenton,19.8,LAL,Combo,116,0,0.0%,96,2.3%,64,3.1%,82,3.0%,24,7.2%,0,0.0%,0,0.0%
Javaris Crittenton,19.8,MEM,Wing,434,21,0.2%,19,0.9%,56,3.3%,77,4.0%,90,13.3%,0,0.0%,53,10.0%
Austin Croshere,32.5,GSW,Big,390,10,0.7%,26,0.8%,33,5.8%,36,7.6%,27,13.9%,0,0.0%,38,25.0%
Eddy Curry,24.9,NYK,Big,1520,21,1.0%,2,0.4%,88,3.5%,44,8.3%,6,10.9%,0,0.0%,19,16.5%
Samuel Dalembert,27.5,PHI,Big,2716,91,3.9%,15,0.7%,72,4.2%,90,12.4%,88,20.7%,50,3.1%,90,42.7%
Erick Dampier,32.3,DAL,Big,1749,83,3.3%,12,0.6%,45,5.4%,96,13.5%,71,18.4%,39,2.4%,56,31.1%
Antonio Daniels,32.6,WAS,Point,2149,17,0.0%,50,1.5%,100,1.4%,23,1.2%,73,9.6%,0,0.0%,50,3.0%
Marquis Daniels,26.8,IND,Combo,1504,84,0.6%,92,2.2%,60,3.2%,98,4.4%,70,9.7%,80,2.0%,86,4.9%
Jermareo Davidson,23.0,CHA,Big,251,67,2.7%,23,0.7%,13,7.1%,18,6.2%,15,12.8%,0,0.0%,15,15.0%
Baron Davis,28.6,GSW,Point,3183,92,0.7%,92,2.5%,63,3.0%,91,2.9%,72,9.6%,89,1.5%,34,2.2%
Glen Davis,21.8,BOS,Big,815,18,0.8%,80,1.4%,11,7.5%,94,12.8%,9,11.7%,53,3.3%,23,19.4%
Paul Davis,23.3,LAC,Big,182,39,1.5%,84,1.5%,6,8.3%,51,8.9%,10,12.2%,100,35.7%,5,12.5%
Ricky Davis,28.1,MIA,Wing,2933,24,0.3%,57,1.4%,71,2.9%,23,2.0%,37,9.3%,53,1.0%,100,32.5%
Carlos Delfino,25.2,TOR,Wing,1836,36,0.3%,73,1.7%,32,3.9%,70,3.6%,98,16.4%,79,2.6%,95,25.3%
Luol Deng,22.5,CHI,Forward,2120,53,0.7%,32,1.2%,97,2.1%,80,6.3%,35,11.9%,77,4.3%,65,23.1%
Boris Diaw,25.5,PHX,Big,2242,19,0.9%,69,1.2%,95,2.9%,7,5.0%,7,11.3%,0,0.0%,8,13.2%
Yakhouba Diawara,25.2,DEN,Wing,427,40,0.3%,3,0.5%,7,5.3%,78,4.0%,2,5.8%,80,2.6%,30,4.7%
Dan Dickau,29.1,LAC,Point,971,38,0.1%,48,1.5%,13,4.5%,45,1.5%,59,9.1%,0,0.0%,66,3.8%
Travis Diener,25.7,IND,Point,1313,47,0.2%,19,1.1%,42,3.3%,69,1.9%,27,7.1%,0,0.0%,75,4.5%
Ike Diogu,24.1,IND,Big,236,2,0.4%,54,1.1%,25,6.2%,75,10.6%,31,14.3%,0,0.0%,20,16.7%
DeSagana Diop,25.8,BKN,Big,386,83,3.3%,19,0.7%,59,4.8%,91,12.6%,66,17.9%,91,9.5%,50,29.2%
DeSagana Diop,25.8,DAL,Big,871,91,4.0%,60,1.1%,52,5.1%,97,14.0%,77,18.9%,0,0.0%,14,14.6%
Juan Dixon,29.1,DET,Point,230,0,0.0%,0,0.0%,23,4.0%,92,3.0%,78,10.2%,0,0.0%,0,0.0%
Juan Dixon,29.1,TOR,Combo,348,56,0.3%,74,2.0%,30,4.2%,64,2.0%,82,10.4%,98,4.8%,0,0.0%
Michael Doleac,30.4,MIN,Big,248,60,2.2%,91,1.8%,10,7.6%,13,5.9%,28,14.0%,87,8.3%,10,14.3%
Keyon Dooling,27.5,ORL,Combo,1276,34,0.2%,18,1.2%,24,4.4%,6,0.6%,28,7.4%,0,0.0%,46,2.4%
Quincy Douby,23.5,SAC,Combo,808,88,0.7%,56,1.6%,34,4.1%,60,2.0%,48,8.5%,0,0.0%,36,1.6%
Jared Dudley,22.3,CHA,Forward,1286,23,0.4%,80,1.9%,40,4.1%,88,8.2%,22,10.8%,80,5.2%,70,23.7%
Chris Duhon,25.2,CHI,Point,1398,27,0.1%,53,1.5%,69,2.7%,33,1.4%,25,7.0%,0,0.0%,58,3.3%
Tim Duncan,31.5,SAS,Big,2642,82,3.2%,48,1.0%,94,3.0%,65,9.9%,99,25.8%,87,8.2%,36,24.2%
Mike Dunleavy,27.1,IND,Forward,2946,37,0.5%,45,1.3%,83,2.7%,7,2.1%,53,12.5%,0,0.0%,13,8.3%
Kevin Durant,19.1,OKC,Wing,2749,96,1.3%,44,1.2%,99,1.5%,38,2.5%,53,10.4%,45,0.7%,4,1.1%
Monta Ellis,22.0,GSW,Combo,3056,70,0.5%,64,1.7%,92,2.3%,96,4.3%,56,9.1%,68,1.0%,70,4.1%
Francisco Elson,31.7,OKC,Big,265,28,1.2%,46,1.0%,56,4.8%,9,5.2%,54,17.0%,0,0.0%,18,15.8%
Francisco Elson,31.7,SAS,Big,497,35,1.4%,36,0.9%,48,5.3%,19,6.3%,88,20.6%,82,6.9%,36,24.0%
Melvin Ely,29.5,NOP,Big,566,42,1.6%,10,0.6%,28,6.1%,10,5.5%,61,17.5%,0,0.0%,98,53.8%
Maurice Evans,29.0,ORL,Wing,1590,28,0.3%,40,1.2%,41,3.7%,94,6.4%,15,7.8%,47,0.8%,14,3.4%
Reggie Evans,27.5,PHI,Big,1869,1,0.2%,98,2.1%,60,4.7%,89,12.3%,92,21.8%,83,7.2%,93,44.0%
Jordan Farmar,20.9,LAL,Point,1604,52,0.2%,80,2.0%,77,2.5%,84,2.6%,48,8.5%,0,0.0%,45,2.8%
Nick Fazekas,22.4,LAC,Big,222,68,2.7%,90,1.7%,66,4.4%,99,14.7%,63,17.7%,0,0.0%,74,35.7%
Raymond Felton,23.3,CHA,Combo,2958,30,0.2%,46,1.5%,80,2.6%,28,1.4%,20,7.1%,54,0.4%,78,4.7%
Michael Finley,34.7,SAS,Forward,2185,15,0.3%,3,0.6%,98,2.1%,3,1.4%,25,11.1%,0,0.0%,10,6.7%
Derek Fisher,33.2,LAL,Point,2247,22,0.1%,61,1.7%,39,3.4%,20,1.1%,17,6.6%,83,1.3%,19,0.8%
T.J. Ford,24.6,TOR,Point,1149,0,0.0%,83,2.1%,38,3.5%,72,2.0%,22,6.7%,0,0.0%,33,1.9%
Jeff Foster,30.8,IND,Big,1870,20,0.9%,74,1.3%,60,4.7%,95,13.3%,86,20.3%,85,8.0%,88,41.4%
Randy Foye,24.1,MIN,Combo,1234,20,0.1%,28,1.3%,50,3.5%,20,1.2%,84,10.7%,0,0.0%,48,2.5%
Adonal Foyle,32.6,ORL,Big,723,82,3.2%,58,1.1%,39,5.6%,66,9.9%,52,16.7%,0,0.0%,61,32.6%
Richie Frahm,30.2,LAC,Wing,152,0,0.0%,6,0.6%,93,2.1%,20,2.0%,1,5.7%,0,0.0%,82,18.2%
Steve Francis,30.7,HOU,Combo,193,98,1.5%,88,2.1%,18,4.9%,94,3.8%,40,8.1%,100,7.1%,0,0.0%
Channing Frye,24.5,POR,Big,1309,26,1.1%,56,1.1%,15,7.0%,48,8.8%,72,18.7%,60,3.8%,72,35.4%
Dan Gadzuric,29.7,MIL,Big,469,66,2.6%,87,1.6%,23,6.4%,83,11.4%,34,14.5%,74,5.3%,59,32.3%
Francisco Garcia,25.8,SAC,Wing,2052,95,1.3%,89,2.1%,20,4.5%,45,2.8%,56,10.7%,46,0.7%,37,5.8%
Kevin Garnett,31.5,BOS,Big,2318,58,2.1%,98,2.0%,97,2.7%,26,6.9%,89,21.1%,74,5.1%,73,35.7%
Pat Garrity,31.2,ORL,Forward,243,10,0.2%,20,1.0%,20,5.1%,25,3.5%,15,10.3%,0,0.0%,17,9.1%
Pau Gasol,27.3,LAL,Big,917,63,2.4%,17,0.7%,99,2.5%,37,7.7%,39,15.2%,28,1.7%,96,50.0%
Pau Gasol,27.3,MEM,Big,1430,56,2.0%,6,0.5%,98,2.6%,27,6.9%,44,15.9%,92,9.8%,72,35.4%
Rudy Gay,21.2,MEM,Forward,2990,83,1.4%,72,1.7%,65,3.2%,48,4.8%,38,11.9%,67,3.2%,67,23.4%
Mickael Gelabale,24.4,OKC,Wing,353,79,0.8%,9,0.7%,69,2.9%,76,4.0%,45,9.7%,0,0.0%,0,0.0%
Devean George,30.2,DAL,Forward,772,63,0.9%,33,1.2%,18,5.2%,32,4.1%,65,13.6%,0,0.0%,28,14.0%
Daniel Gibson,21.7,CLE,Combo,1742,72,0.5%,20,1.2%,38,4.0%,52,1.9%,14,6.5%,0,0.0%,50,2.5%
Eddie Gill,29.2,BKN,Point,134,97,0.9%,88,2.2%,5,6.0%,0,0.0%,98,15.7%,0,0.0%,95,9.1%
Manu Ginobili,30.3,SAS,Wing,2287,76,0.8%,92,2.2%,63,3.1%,52,3.0%,87,13.1%,78,2.5%,74,16.7%
Gordan Giricek,30.4,PHX,Wing,413,7,0.1%,12,0.8%,21,4.5%,41,2.6%,17,8.1%,0,0.0%,59,11.8%
Gordan Giricek,30.4,UTA,Wing,270,16,0.2%,88,2.1%,60,3.2%,17,1.9%,43,9.6%,0,0.0%,21,4.0%
Ryan Gomes,25.2,MIN,Forward,2424,13,0.2%,42,1.2%,85,2.6%,68,5.7%,85,15.1%,52,2.4%,45,18.4%
Drew Gooden,26.1,CHI,Big,556,59,2.2%,51,1.0%,64,4.4%,67,10.0%,70,18.2%,97,15.4%,74,36.2%
Drew Gooden,26.1,CLE,Big,1554,24,1.1%,49,1.0%,84,3.7%,36,7.6%,80,19.6%,85,7.8%,87,41.3%
Ben Gordon,24.6,CHI,Combo,2265,28,0.2%,6,1.0%,70,3.0%,46,1.7%,52,8.6%,58,0.8%,58,3.2%
Joey Graham,25.4,TOR,Forward,237,0,0.0%,2,0.4%,7,6.3%,85,7.0%,68,13.7%,0,0.0%,77,28.6%
Danny Granger,24.5,IND,Wing,2863,98,1.5%,64,1.4%,34,3.8%,59,3.2%,85,12.8%,84,3.0%,91,22.8%
Aaron Gray,22.9,CHI,Big,536,33,1.3%,89,1.7%,7,8.2%,93,12.7%,56,17.2%,64,4.2%,9,13.5%
Gerald Green,21.8,MIN,Wing,326,64,0.7%,34,1.1%,9,5.2%,50,2.9%,91,13.6%,0,0.0%,0,0.0%
Jeff Green,21.2,OKC,Forward,2190,68,1.1%,13,0.8%,57,3.5%,38,4.5%,42,12.0%,43,1.8%,33,15.5%
Willie Green,26.3,PHI,Wing,1958,61,0.6%,46,1.2%,82,2.4%,13,1.8%,23,8.6%,47,0.8%,8,2.1%
Adrian Griffin,33.3,CHI,Wing,176,32,0.3%,82,1.8%,17,4.6%,92,6.1%,27,8.8%,100,16.7%,53,10.0%
Richard Hamilton,29.7,DET,Wing,2416,17,0.2%,63,1.4%,65,3.0%,67,3.5%,8,7.4%,0,0.0%,9,2.1%
Anfernee Hardaway,36.3,MIA,Wing,319,11,0.2%,99,2.8%,44,3.6%,2,1.1%,28,8.9%,0,0.0%,90,21.1%
Matt Harpring,31.4,UTA,Wing,1359,58,0.5%,61,1.4%,18,4.5%,97,7.6%,59,10.8%,94,5.6%,81,17.9%
Al Harrington,27.7,GSW,Big,2176,2,0.4%,82,1.4%,58,4.8%,4,4.7%,47,16.0%,45,2.9%,3,10.5%
Othella Harrington,33.7,CHA,Big,162,36,1.4%,1,0.3%,2,8.9%,34,7.4%,60,17.4%,0,0.0%,48,28.6%
Devin Harris,24.7,BKN,Point,835,83,0.5%,70,1.9%,53,3.2%,42,1.5%,53,8.9%,0,0.0%,80,4.9%
Devin Harris,24.7,DAL,Point,1171,33,0.1%,86,2.2%,16,4.5%,59,1.8%,14,6.6%,0,0.0%,61,3.7%
Michael Harris,24.4,HOU,Forward,132,55,0.8%,83,2.0%,43,4.1%,100,14.4%,82,14.6%,100,11.1%,97,41.7%
David Harrison,25.2,IND,Big,657,94,4.4%,77,1.3%,3,8.7%,17,6.1%,3,9.8%,50,3.1%,2,10.2%
Jason Hart,29.5,UTA,Combo,529,38,0.2%,78,2.0%,6,5.6%,12,0.8%,68,9.7%,92,2.9%,64,4.0%
Udonis Haslem,27.4,MIA,Big,1799,4,0.5%,47,1.0%,86,3.6%,24,6.7%,85,20.2%,28,1.6%,23,19.6%
Trenton Hassell,28.7,BKN,Wing,289,43,0.4%,2,0.5%,11,5.1%,33,2.2%,18,8.2%,99,13.0%,61,12.0%
Trenton Hassell,28.7,DAL,Wing,434,8,0.1%,27,1.0%,5,5.4%,46,2.9%,10,7.7%,0,0.0%,21,4.0%
Spencer Hawes,19.5,SAC,Big,874,63,2.3%,20,0.7%,25,6.2%,47,8.4%,55,17.0%,0,0.0%,40,25.4%
Chuck Hayes,24.4,HOU,Big,1523,37,1.5%,100,2.6%,26,6.1%,53,9.1%,69,18.1%,66,4.3%,44,27.3%
Jarvis Hayes,26.2,DET,Wing,1145,14,0.2%,69,1.6%,12,5.0%,56,3.1%,48,10.0%,76,2.4%,97,28.3%
Brendan Haywood,27.9,WAS,Big,2216,85,3.3%,13,0.6%,76,4.0%,94,13.1%,30,14.0%,63,4.1%,44,27.2%
Luther Head,24.9,HOU,Combo,1296,54,0.3%,34,1.4%,90,2.4%,22,1.2%,54,8.6%,76,1.6%,52,2.9%
Walter Herrmann,28.4,CHA,Forward,132,0,0.0%,5,0.7%,38,4.1%,23,3.3%,72,13.8%,0,0.0%,92,38.9%
Walter Herrmann,28.4,DET,Forward,119,30,0.5%,12,0.8%,90,2.3%,35,4.4%,28,11.3%,0,0.0%,17,9.1%
Nene Hilario,25.1,DEN,Big,253,69,2.7%,77,1.3%,16,6.9%,75,10.6%,73,18.7%,53,3.3%,10,14.3%
Grant Hill,35.1,PHX,Wing,2211,94,1.2%,49,1.3%,76,2.7%,74,4.0%,66,11.4%,0,0.0%,73,16.5%
Kirk Hinrich,26.8,CHI,Combo,2369,68,0.4%,58,1.6%,40,4.0%,16,1.1%,72,9.8%,62,0.8%,88,5.1%
Ryan Hollins,23.1,CHA,Big,463,79,3.1%,34,0.9%,9,7.7%,84,11.4%,2,9.0%,77,5.7%,24,20.0%
Al Horford,21.4,ATL,Big,2529,44,1.6%,59,1.1%,67,4.3%,77,10.8%,91,21.8%,27,1.5%,66,33.9%
Robert Horry,37.2,SAS,Big,570,47,1.8%,91,1.8%,62,4.6%,14,5.9%,22,13.5%,80,6.7%,27,20.8%
Eddie House,29.5,BOS,Combo,1346,62,0.4%,68,1.8%,44,3.6%,34,1.4%,76,10.1%,0,0.0%,84,4.8%
Dwight Howard,21.9,ORL,Big,3085,77,3.0%,60,1.1%,91,3.2%,79,10.8%,100,26.7%,26,1.4%,95,49.7%
Josh Howard,27.5,DAL,Wing,2749,62,0.6%,24,1.0%,62,3.1%,86,4.8%,95,14.5%,90,3.8%,92,23.8%
Juwan Howard,34.7,DAL,Big,289,1,0.4%,29,0.8%,10,7.6%,22,6.5%,42,15.4%,75,5.6%,70,34.8%
Larry Hughes,28.8,CHI,Wing,805,46,0.4%,91,2.1%,84,2.4%,10,1.6%,46,9.9%,0,0.0%,13,3.1%
