Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Leandro Barbosa,24.9,PHX,Combo,2347,68,82.4%,60,8.6%,66,1.7%,78,26.7%
J.J. Barea,23.3,DAL,Point,414,62,82.8%,61,8.8%,66,1.8%,98,35.7%
Andrea Bargnani,22.0,TOR,Big,1827,93,84.2%,21,9.9%,72,1.8%,24,14.5%
Matt Barnes,27.6,GSW,Forward,1360,57,76.6%,25,6.7%,47,1.2%,85,27.6%
Earl Barron,26.2,MIA,Big,852,65,72.5%,33,12.1%,13,0.9%,41,19.0%
Brent Barry,35.8,SAS,Wing,520,0,94.7%,11,4.5%,56,1.3%,0,0.0%
Brandon Bass,22.5,DAL,Big,1508,91,83.2%,64,16.7%,50,1.4%,71,25.0%
Shane Battier,29.1,HOU,Forward,2901,40,74.3%,15,5.3%,33,0.9%,67,23.5%
Marco Belinelli,21.6,GSW,Wing,173,0,60.0%,12,4.7%,2,0.2%,92,33.3%
Charlie Bell,28.6,MIL,Combo,1522,47,80.3%,40,6.1%,22,1.1%,4,6.9%
Raja Bell,31.1,PHX,Wing,2633,91,86.8%,6,3.1%,43,1.1%,16,12.5%
Mike Bibby,29.5,ATL,Point,1098,44,79.7%,22,4.2%,89,2.5%,61,22.2%
Mike Bibby,29.5,SAC,Point,469,23,75.9%,38,6.5%,58,1.7%,89,30.8%
Andris Biedrins,21.6,GSW,Big,2072,33,62.0%,47,14.2%,40,1.3%,42,19.5%
Chauncey Billups,31.1,DET,Point,2519,98,91.8%,94,15.8%,95,3.1%,44,17.9%
Steve Blake,27.7,POR,Point,2415,27,76.6%,2,1.1%,25,1.1%,27,14.3%
Andray Blatche,21.2,WAS,Big,1579,48,67.4%,39,13.2%,39,1.3%,71,24.7%
Mark Blount,31.9,MIA,Big,1503,40,63.8%,32,11.9%,35,1.3%,85,30.3%
Keith Bogans,27.5,ORL,Wing,2167,22,73.1%,33,6.9%,16,0.7%,53,21.4%
Andrew Bogut,22.9,MIL,Big,2697,24,58.7%,48,14.5%,66,1.7%,44,19.9%
Matt Bonner,27.6,SAS,Big,748,99,90.0%,2,3.8%,53,1.5%,45,20.0%
Josh Boone,22.9,BKN,Big,1737,8,46.0%,74,19.2%,36,1.3%,67,22.9%
Calvin Booth,31.5,PHI,Big,200,0,60.0%,41,13.3%,17,0.9%,0,0.0%
Carlos Boozer,25.9,UTA,Big,2820,70,73.7%,47,14.0%,23,1.1%,79,27.7%
Chris Bosh,23.6,TOR,Big,2416,94,84.6%,78,20.7%,96,3.0%,35,18.0%
Bruce Bowen,36.4,SAS,Wing,2434,4,65.2%,9,4.3%,23,0.9%,13,10.5%
Ryan Bowen,31.9,NOP,Forward,600,0,54.2%,80,13.8%,8,0.6%,65,23.1%
Earl Boykins,31.4,CHA,Point,535,60,82.5%,73,10.3%,61,1.7%,38,16.7%
Elton Brand,28.6,LAC,Big,270,80,78.7%,70,17.8%,93,2.7%,85,30.4%
Corey Brewer,21.7,MIN,Wing,1757,56,79.2%,60,9.8%,18,0.8%,49,20.4%
Ronnie Brewer,22.6,UTA,Wing,2078,43,76.6%,89,15.6%,19,0.8%,40,18.0%
Primoz Brezec,28.1,CHA,Big,264,0,60.0%,9,6.7%,31,1.2%,90,33.3%
Aaron Brooks,22.8,HOU,Point,520,67,83.9%,25,5.4%,81,2.2%,19,9.1%
Andre Brown,26.5,MEM,Big,227,5,44.7%,82,21.6%,74,1.9%,71,25.0%
Devin Brown,28.8,CLE,Wing,1728,32,75.0%,70,11.5%,36,1.0%,35,17.2%
Kwame Brown,25.6,LAL,Big,488,0,38.3%,89,23.3%,9,0.7%,9,6.7%
Kwame Brown,25.6,MEM,Big,150,0,40.0%,97,27.3%,96,3.3%,64,22.2%
P.J. Brown,38.0,BOS,Big,167,0,70.0%,58,16.2%,4,0.5%,90,33.3%
Shannon Brown,21.9,CLE,Wing,189,0,55.6%,36,7.5%,67,1.5%,95,42.9%
Kobe Bryant,29.2,LAL,Wing,3187,83,83.9%,91,16.2%,97,3.0%,50,20.6%
Greg Buckner,31.1,MIN,Combo,511,0,86.4%,16,5.0%,74,1.9%,90,33.3%
Caron Butler,27.6,WAS,Wing,2306,97,90.1%,55,9.4%,90,2.2%,65,23.2%
Rasual Butler,28.4,NOP,Wing,821,68,81.5%,19,5.6%,4,0.3%,22,14.3%
Andrew Bynum,20.0,LAL,Big,981,55,70.1%,74,19.1%,39,1.3%,90,33.3%
Jose Calderon,26.1,TOR,Point,2434,96,91.1%,11,3.3%,69,1.9%,38,16.7%
Marcus Camby,33.6,DEN,Big,2751,57,70.8%,25,10.7%,34,1.2%,29,16.0%
Brian Cardinal,30.5,MEM,Forward,350,0,75.0%,18,6.2%,65,1.5%,32,16.7%
Rodney Carney,23.6,PHI,Forward,940,19,69.1%,42,9.2%,25,0.8%,67,23.5%
Matt Carroll,27.2,CHA,Wing,1924,57,79.8%,26,6.3%,49,1.2%,54,21.6%
Anthony Carter,32.4,DEN,Point,1913,19,75.3%,36,6.4%,14,0.8%,66,22.6%
Vince Carter,30.8,BKN,Wing,2939,69,81.6%,71,11.6%,94,2.8%,45,18.9%
Sam Cassell,38.0,BOS,Combo,265,0,84.0%,50,7.2%,54,1.6%,8,11.1%
Sam Cassell,38.0,LAC,Point,972,90,89.0%,75,10.6%,67,1.8%,17,8.5%
Tyson Chandler,25.1,NOP,Big,2775,27,59.2%,76,19.6%,83,2.1%,80,27.7%
Wilson Chandler,20.5,NYK,Forward,646,11,66.7%,50,10.3%,3,0.5%,70,24.0%
Josh Childress,24.4,ATL,Wing,2208,64,81.1%,98,20.5%,31,0.9%,61,22.7%
Jarron Collins,28.9,UTA,Big,616,29,59.4%,82,21.8%,90,2.4%,51,21.1%
Jason Collins,28.9,BKN,Big,677,1,38.9%,79,20.9%,38,1.3%,0,0.0%
Jason Collins,28.9,MEM,Big,482,16,52.6%,87,22.9%,77,2.0%,71,25.0%
Mardy Collins,23.2,NYK,Wing,579,0,54.8%,42,8.5%,51,1.2%,83,28.6%
Nick Collison,27.0,OKC,Big,2213,70,73.7%,35,12.5%,45,1.4%,90,32.2%
Mike Conley,20.1,MEM,Point,1354,15,72.6%,78,11.0%,53,1.6%,80,26.9%
Brian Cook,26.9,ORL,Big,536,0,86.7%,2,2.8%,15,0.9%,31,16.7%
Daequan Cook,20.5,MIA,Wing,1368,61,80.9%,10,4.4%,8,0.5%,41,18.2%
Jamal Crawford,27.6,NYK,Combo,3166,79,86.4%,66,9.6%,56,1.6%,62,23.8%
Javaris Crittenton,19.8,LAL,Combo,116,0,78.6%,76,11.4%,14,0.8%,0,0.0%
Javaris Crittenton,19.8,MEM,Wing,434,10,69.8%,84,13.8%,84,1.8%,19,13.6%
Austin Croshere,32.5,GSW,Big,390,98,89.3%,21,9.7%,61,1.6%,31,16.7%
Eddy Curry,24.9,NYK,Big,1520,34,62.1%,88,23.0%,83,2.2%,58,21.7%
Samuel Dalembert,27.5,PHI,Big,2716,56,70.7%,58,16.0%,44,1.4%,40,19.0%
Erick Dampier,32.3,DAL,Big,1749,20,57.5%,80,21.3%,28,1.2%,52,21.1%
Antonio Daniels,32.6,WAS,Point,2149,35,77.5%,95,17.3%,55,1.6%,72,25.0%
Marquis Daniels,26.8,IND,Combo,1504,8,70.1%,68,10.2%,38,1.3%,72,25.4%
Jermareo Davidson,23.0,CHA,Big,251,0,70.0%,9,6.5%,62,1.6%,90,33.3%
Baron Davis,28.6,GSW,Point,3183,17,75.0%,77,11.0%,78,2.1%,69,23.2%
Glen Davis,21.8,BOS,Big,815,45,65.9%,96,25.7%,50,1.4%,34,17.7%
Paul Davis,23.3,LAC,Big,182,0,62.5%,15,8.3%,20,1.0%,96,40.0%
Ricky Davis,28.1,MIA,Wing,2933,55,78.8%,35,7.5%,72,1.5%,43,18.4%
Carlos Delfino,25.2,TOR,Wing,1836,25,73.4%,52,9.2%,30,0.9%,30,16.7%
Luol Deng,22.5,CHI,Forward,2120,60,77.0%,67,12.4%,68,1.7%,62,22.8%
Boris Diaw,25.5,PHX,Big,2242,72,74.2%,15,8.6%,60,1.6%,87,31.0%
Yakhouba Diawara,25.2,DEN,Wing,427,0,60.0%,49,9.0%,3,0.3%,0,0.0%
Dan Dickau,29.1,LAC,Point,971,42,79.4%,55,8.5%,63,1.7%,72,25.0%
Travis Diener,25.7,IND,Point,1313,92,89.9%,8,2.7%,72,2.0%,0,0.0%
Ike Diogu,24.1,IND,Big,236,98,89.7%,36,12.6%,69,1.8%,55,21.4%
DeSagana Diop,25.8,BKN,Big,386,3,42.3%,56,15.3%,72,1.8%,36,18.2%
DeSagana Diop,25.8,DAL,Big,871,30,60.5%,57,15.7%,10,0.8%,83,30.0%
Juan Dixon,29.1,DET,Point,230,0,42.9%,6,2.1%,8,0.6%,0,0.0%
Juan Dixon,29.1,TOR,Combo,348,0,93.3%,24,5.5%,20,1.0%,20,14.3%
Michael Doleac,30.4,MIN,Big,248,0,50.0%,0,1.6%,1,0.4%,0,0.0%
Keyon Dooling,27.5,ORL,Combo,1276,74,85.1%,88,16.0%,80,2.1%,64,24.7%
Quincy Douby,23.5,SAC,Combo,808,100,93.2%,26,5.5%,0,0.4%,52,22.2%
Jared Dudley,22.3,CHA,Forward,1286,43,74.3%,85,14.7%,48,1.2%,40,19.2%
Chris Duhon,25.2,CHI,Point,1398,50,81.3%,72,10.0%,2,0.5%,41,17.1%
Tim Duncan,31.5,SAS,Big,2642,68,73.0%,63,16.7%,94,3.0%,53,21.2%
Mike Dunleavy,27.1,IND,Forward,2946,89,83.3%,72,13.1%,87,2.1%,47,20.2%
Kevin Durant,19.1,OKC,Wing,2749,92,87.1%,74,12.3%,83,1.8%,47,20.0%
Monta Ellis,22.0,GSW,Combo,3056,29,76.7%,80,14.2%,50,1.5%,40,20.5%
Francisco Elson,31.7,OKC,Big,265,0,46.2%,10,7.1%,6,0.7%,90,33.3%
Francisco Elson,31.7,SAS,Big,497,0,85.7%,10,6.9%,24,1.1%,83,30.0%
Melvin Ely,29.5,NOP,Big,566,13,51.0%,30,11.5%,86,2.2%,22,14.3%
Maurice Evans,29.0,ORL,Wing,1590,12,70.1%,22,6.2%,12,0.6%,81,28.1%
Reggie Evans,27.5,PHI,Big,1869,10,47.1%,95,25.2%,80,2.1%,17,12.6%
Jordan Farmar,20.9,LAL,Point,1604,6,67.1%,30,5.7%,33,1.2%,100,42.9%
Nick Fazekas,22.4,LAC,Big,222,0,66.7%,44,13.7%,12,0.8%,96,40.0%
Raymond Felton,23.3,CHA,Combo,2958,42,80.0%,70,10.3%,78,2.1%,60,23.6%
Michael Finley,34.7,SAS,Forward,2185,72,80.0%,5,1.9%,12,0.6%,7,6.7%
Derek Fisher,33.2,LAL,Point,2247,88,88.3%,44,7.0%,52,1.6%,36,15.5%
T.J. Ford,24.6,TOR,Point,1149,85,87.7%,64,9.3%,92,2.5%,95,32.0%
Jeff Foster,30.8,IND,Big,1870,28,59.3%,52,15.1%,33,1.2%,70,23.8%
Randy Foye,24.1,MIN,Combo,1234,58,81.0%,8,4.1%,40,1.3%,74,26.3%
Adonal Foyle,32.6,ORL,Big,723,9,46.7%,17,9.0%,23,1.1%,22,14.3%
Richie Frahm,30.2,LAC,Wing,152,0,0.0%,3,2.0%,70,1.5%,0,0.0%
Steve Francis,30.7,HOU,Combo,193,0,56.5%,78,13.1%,62,1.6%,12,12.5%
Channing Frye,24.5,POR,Big,1309,80,77.6%,24,10.5%,45,1.4%,42,19.6%
Dan Gadzuric,29.7,MIL,Big,469,9,46.3%,53,15.1%,55,1.5%,12,8.7%
Francisco Garcia,25.8,SAC,Wing,2052,53,78.0%,63,10.3%,88,2.2%,78,26.8%
Kevin Garnett,31.5,BOS,Big,2318,84,79.9%,37,12.9%,88,2.3%,17,12.7%
Pat Garrity,31.2,ORL,Forward,243,0,100.0%,3,1.5%,10,0.6%,0,0.0%
Pau Gasol,27.3,LAL,Big,917,82,78.9%,65,16.9%,92,2.5%,76,26.6%
Pau Gasol,27.3,MEM,Big,1430,90,81.9%,56,15.3%,94,2.8%,75,26.0%
Rudy Gay,21.2,MEM,Forward,2990,64,78.4%,43,9.3%,63,1.5%,45,20.1%
Mickael Gelabale,24.4,OKC,Wing,353,0,83.3%,14,5.0%,22,0.9%,98,66.7%
Devean George,30.2,DAL,Forward,772,49,75.0%,13,5.1%,50,1.2%,10,10.0%
Daniel Gibson,21.7,CLE,Combo,1742,63,82.2%,44,6.5%,30,1.2%,36,19.4%
Eddie Gill,29.2,BKN,Point,134,0,100.0%,45,7.1%,70,1.9%,0,0.0%
Manu Ginobili,30.3,SAS,Wing,2287,88,85.9%,83,13.7%,99,3.9%,23,15.2%
Gordan Giricek,30.4,PHX,Wing,413,0,94.1%,18,5.4%,15,0.7%,70,25.0%
Gordan Giricek,30.4,UTA,Wing,270,0,100.0%,1,1.0%,20,0.8%,99,100.0%
Ryan Gomes,25.2,MIN,Forward,2424,87,83.3%,57,11.2%,23,0.8%,73,24.0%
Drew Gooden,26.1,CHI,Big,556,88,81.3%,44,13.7%,8,0.7%,53,21.2%
Drew Gooden,26.1,CLE,Big,1554,66,72.8%,37,12.8%,43,1.3%,57,21.6%
Ben Gordon,24.6,CHI,Combo,2265,95,91.4%,58,8.6%,94,2.7%,42,20.6%
Joey Graham,25.4,TOR,Forward,237,94,85.3%,83,14.6%,67,1.6%,0,0.0%
Danny Granger,24.5,IND,Wing,2863,87,85.2%,76,12.3%,69,1.5%,66,23.3%
Aaron Gray,22.9,CHI,Big,536,21,58.0%,83,21.9%,68,1.8%,81,28.3%
Gerald Green,21.8,MIN,Wing,326,78,82.9%,58,9.6%,37,1.0%,9,7.1%
Jeff Green,21.2,OKC,Forward,2190,47,74.8%,82,14.0%,55,1.4%,53,21.9%
Willie Green,26.3,PHI,Wing,1958,39,75.7%,38,8.1%,34,0.9%,88,29.7%
Adrian Griffin,33.3,CHI,Wing,176,0,42.9%,46,8.7%,0,0.0%,70,25.0%
Richard Hamilton,29.7,DET,Wing,2416,81,83.1%,27,6.3%,91,2.4%,80,27.9%
Anfernee Hardaway,36.3,MIA,Wing,319,0,88.9%,7,3.2%,13,0.6%,0,0.0%
Matt Harpring,31.4,UTA,Wing,1359,18,71.4%,87,14.9%,100,3.9%,69,24.1%
Al Harrington,27.7,GSW,Big,2176,79,77.4%,14,8.2%,28,1.2%,54,21.3%
Othella Harrington,33.7,CHA,Big,162,0,64.3%,55,15.2%,78,2.0%,0,0.0%
Devin Harris,24.7,BKN,Point,835,65,83.5%,92,14.7%,56,1.6%,53,20.0%
Devin Harris,24.7,DAL,Point,1171,58,82.0%,97,20.3%,83,2.2%,52,19.6%
Michael Harris,24.4,HOU,Forward,132,0,72.7%,60,11.5%,15,0.7%,97,50.0%
David Harrison,25.2,IND,Big,657,13,51.6%,90,23.5%,67,1.7%,68,23.4%
Jason Hart,29.5,UTA,Combo,529,89,87.8%,46,6.7%,84,2.1%,88,30.0%
Udonis Haslem,27.4,MIA,Big,1799,87,81.0%,22,10.0%,47,1.4%,36,18.2%
Trenton Hassell,28.7,BKN,Wing,289,0,100.0%,0,0.0%,9,0.5%,100,0.0%
Trenton Hassell,28.7,DAL,Wing,434,0,50.0%,2,1.4%,1,0.2%,0,0.0%
Spencer Hawes,19.5,SAC,Big,874,43,64.7%,11,7.4%,21,1.0%,19,13.0%
Chuck Hayes,24.4,HOU,Big,1523,0,45.8%,7,5.8%,2,0.4%,98,46.2%
Jarvis Hayes,26.2,DET,Wing,1145,38,75.5%,13,4.8%,7,0.5%,41,18.2%
Brendan Haywood,27.9,WAS,Big,2216,71,74.0%,77,20.6%,63,1.7%,60,21.9%
Luther Head,24.9,HOU,Combo,1296,47,80.3%,28,5.6%,8,0.7%,22,15.4%
Walter Herrmann,28.4,CHA,Forward,132,0,87.5%,7,2.3%,57,1.4%,0,0.0%
Walter Herrmann,28.4,DET,Forward,119,0,83.3%,0,0.0%,92,2.3%,98,0.0%
Nene Hilario,25.1,DEN,Big,253,17,55.3%,87,22.9%,93,2.8%,28,15.8%
Grant Hill,35.1,PHX,Wing,2211,90,86.6%,73,12.3%,29,0.9%,57,21.9%
Kirk Hinrich,26.8,CHI,Combo,2369,71,83.1%,38,5.9%,46,1.4%,30,16.3%
Ryan Hollins,23.1,CHA,Big,463,62,71.7%,99,31.1%,63,1.7%,39,18.8%
Al Horford,21.4,ATL,Big,2529,66,72.7%,46,13.9%,30,1.2%,55,21.4%
Robert Horry,37.2,SAS,Big,570,41,64.3%,3,4.1%,87,2.3%,45,20.0%
Eddie House,29.5,BOS,Combo,1346,97,91.7%,0,1.3%,6,0.7%,98,50.0%
Dwight Howard,21.9,ORL,Big,3085,25,59.0%,99,30.3%,100,4.6%,59,21.8%
Josh Howard,27.5,DAL,Wing,2749,66,81.3%,81,13.3%,76,1.7%,73,25.3%
Juwan Howard,34.7,DAL,Big,289,0,75.0%,28,11.3%,6,0.7%,90,33.3%
Larry Hughes,28.8,CHI,Wing,805,51,77.5%,45,8.6%,80,1.8%,11,10.0%
Larry Hughes,28.8,CLE,Combo,1206,61,81.5%,56,8.5%,28,1.2%,16,13.6%
Kris Humphries,22.7,TOR,Big,804,19,55.6%,50,15.0%,85,2.2%,77,27.1%
Lindsey Hunter,36.9,DET,Point,190,0,77.8%,9,3.3%,50,1.5%,0,0.0%
Andre Iguodala,23.8,PHI,Wing,3230,19,72.1%,86,14.6%,82,1.8%,52,21.2%
Zydrunas Ilgauskas,32.4,CLE,Big,2216,84,80.2%,26,11.1%,26,1.1%,25,14.8%
Allen Iverson,32.4,DEN,Combo,3400,53,80.7%,92,18.0%,100,3.2%,46,21.1%
Royal Ivey,25.9,MIL,Combo,1281,16,74.2%,74,11.1%,44,1.4%,26,15.8%
Jarrett Jack,24.0,POR,Combo,2203,82,86.6%,82,14.4%,76,2.0%,84,27.8%
Bobby Jackson,34.6,HOU,Combo,483,21,75.0%,12,4.3%,26,1.2%,8,11.1%
Bobby Jackson,34.6,NOP,Wing,879,71,81.6%,37,7.7%,32,0.9%,16,12.5%
Luke Jackson,26.0,MIA,Forward,216,0,68.4%,58,11.4%,0,0.2%,13,11.1%
Stephen Jackson,29.6,GSW,Forward,2848,85,83.2%,48,10.0%,73,1.8%,52,21.5%
Casey Jacobsen,26.6,MEM,Wing,454,0,73.3%,24,6.3%,48,1.2%,30,16.7%
LeBron James,22.8,CLE,Forward,3018,23,71.2%,93,18.1%,100,3.5%,80,25.4%
Mike James,32.4,HOU,Combo,493,32,77.5%,34,5.8%,64,1.6%,6,7.7%
Mike James,32.4,NOP,Wing,155,0,100.0%,34,7.4%,38,1.0%,96,50.0%
Antawn Jamison,31.4,WAS,Forward,3050,55,76.4%,68,12.8%,83,2.0%,70,24.0%
Marko Jaric,28.9,MIN,Wing,2167,26,74.1%,72,11.8%,62,1.4%,29,16.2%
Al Jefferson,22.8,MIN,Big,2906,64,72.1%,40,13.3%,58,1.6%,82,29.5%
Richard Jefferson,27.4,BKN,Forward,3184,70,79.8%,92,18.1%,97,2.8%,25,14.5%
Jared Jeffries,25.9,NYK,Big,1282,14,51.6%,53,15.2%,3,0.5%,26,15.2%
Alexander Johnson,24.7,MIA,Big,486,52,68.8%,94,25.0%,91,2.4%,33,17.1%
Amir Johnson,20.5,DET,Big,562,44,65.0%,39,13.2%,77,2.0%,39,18.8%
Anthony Johnson,33.1,ATL,Point,1118,50,81.3%,14,4.0%,22,1.1%,45,18.2%
Anthony Johnson,33.1,SAC,Point,399,0,71.4%,13,3.4%,6,0.6%,97,33.3%
Joe Johnson,26.3,ATL,Wing,3336,82,83.6%,41,8.5%,89,2.2%,64,23.1%
Bobby Jones,23.8,MEM,Wing,122,0,90.0%,93,17.6%,66,1.5%,92,33.3%
Bobby Jones,23.8,DEN,Wing,142,0,84.2%,96,18.6%,33,0.9%,0,0.0%
Bobby Jones,23.8,MIA,Forward,132,0,72.7%,98,20.6%,90,2.3%,93,42.9%
Dahntay Jones,26.8,SAC,Forward,193,15,68.9%,100,31.7%,78,1.9%,42,20.0%
Damon Jones,31.2,CLE,Combo,1286,13,73.1%,2,1.4%,4,0.6%,96,40.0%
Dwayne Jones,24.4,CLE,Big,410,7,45.2%,90,23.4%,82,2.1%,36,18.2%
Eddie Jones,36.0,DAL,Wing,907,0,66.7%,4,2.2%,21,0.8%,96,50.0%
Fred Jones,28.6,NYK,Wing,1691,29,74.6%,79,13.1%,40,1.0%,89,30.5%
James Jones,27.1,POR,Wing,1239,95,87.4%,20,5.8%,63,1.4%,51,21.1%
Chris Kaman,25.5,LAC,Big,2072,75,76.0%,48,14.7%,81,2.1%,21,13.8%
Jason Kapono,26.7,TOR,Forward,1419,96,86.0%,8,3.0%,22,0.8%,48,21.4%
Jason Kidd,34.6,BKN,Point,1888,56,81.8%,23,5.4%,31,1.2%,16,6.5%
Jason Kidd,34.6,DAL,Point,1009,54,81.5%,70,9.7%,23,1.1%,86,28.0%
Andrei Kirilenko,26.7,UTA,Wing,2210,47,77.0%,90,15.9%,79,1.8%,20,14.0%
Linas Kleiza,22.8,DEN,Wing,1754,44,76.6%,80,13.2%,26,0.9%,12,10.1%
Brevin Knight,32.0,LAC,Point,1668,87,88.1%,47,7.5%,28,1.2%,34,14.8%
Kyle Korver,26.6,PHI,Forward,637,98,90.3%,10,3.1%,70,1.7%,93,42.9%
Kyle Korver,26.6,UTA,Wing,1020,100,91.7%,8,4.1%,87,2.1%,83,28.6%
Nenad Krstic,24.3,BKN,Big,803,74,75.4%,19,9.3%,47,1.4%,14,10.0%
Raef LaFrentz,31.4,POR,Big,268,0,56.3%,67,17.2%,7,0.7%,98,50.0%
Carl Landry,24.1,HOU,Big,662,45,66.7%,85,22.5%,73,1.9%,94,35.8%
Stephane Lasme,24.9,MIA,Big,283,23,58.6%,75,19.3%,1,0.2%,16,12.5%
Acie Law,22.8,ATL,Combo,803,39,78.6%,54,8.2%,48,1.5%,82,27.8%
David Lee,24.5,NYK,Big,2311,89,81.3%,60,16.5%,26,1.1%,50,20.7%
Rashard Lewis,28.2,ORL,Big,3063,91,83.8%,13,8.2%,61,1.6%,88,32.0%
Kyle Lowry,21.6,MEM,Point,1987,8,70.7%,98,20.8%,84,2.2%,47,18.4%
Tyronn Lue,30.5,ATL,Point,555,77,85.7%,16,4.1%,64,1.8%,0,0.0%
Tyronn Lue,30.5,DAL,Point,149,0,25.0%,3,2.0%,38,1.3%,0,0.0%
Mark Madsen,31.8,MIN,Big,140,0,20.0%,25,10.5%,18,1.0%,0,0.0%
Corey Maggette,28.0,LAC,Wing,2483,65,81.2%,100,21.4%,98,3.4%,28,15.9%
Jamaal Magloire,29.4,BKN,Big,251,6,45.2%,84,22.0%,95,3.0%,10,7.7%
Stephon Marbury,30.7,NYK,Combo,801,11,72.2%,96,18.9%,36,1.3%,74,26.3%
Shawn Marion,29.5,MIA,Forward,600,17,69.0%,37,8.9%,35,0.9%,42,20.0%
Shawn Marion,29.5,PHX,Forward,1710,26,71.3%,28,7.0%,30,0.9%,20,14.0%
Donyell Marshall,34.5,CLE,Big,155,0,77.8%,4,4.3%,56,1.5%,0,0.0%
Donyell Marshall,34.5,OKC,Big,146,0,90.9%,8,6.3%,31,1.2%,0,0.0%
Darrick Martin,36.7,TOR,Point,104,0,83.3%,33,6.1%,0,0.5%,0,0.0%
Kenyon Martin,29.8,DEN,Big,2148,22,58.0%,38,13.1%,7,0.7%,42,19.6%
Kevin Martin,24.7,SAC,Combo,2213,87,86.9%,100,20.1%,96,2.7%,22,15.4%
Desmond Mason,30.1,MIL,Forward,1692,6,65.5%,87,15.6%,45,1.1%,83,26.2%
Roger Mason Jr.,27.1,WAS,Combo,1593,92,90.3%,10,4.1%,12,0.8%,44,20.8%
Jason Maxiell,24.7,DET,Big,1671,38,63.6%,93,24.3%,79,2.0%,65,22.4%
DJ Mbenga,26.8,GSW,Big,114,0,50.0%,4,4.5%,25,1.1%,0,0.0%
DJ Mbenga,26.8,LAL,Big,156,0,37.5%,16,8.7%,52,1.5%,98,50.0%
Rashad McCants,23.1,MIN,Combo,1997,18,74.5%,32,5.7%,68,1.7%,66,25.0%
Antonio McDyess,33.1,DET,Big,2275,34,62.2%,20,9.5%,71,1.8%,13,9.7%
Tracy McGrady,28.4,HOU,Wing,2433,8,68.4%,65,11.0%,92,2.6%,39,17.8%
Dominic McGuire,22.0,WAS,Forward,583,0,52.2%,37,8.9%,13,0.7%,15,12.5%
Jeff McInnis,33.0,CHA,Point,1365,0,75.0%,19,4.2%,16,0.8%,53,20.0%
Chris Mihm,28.3,LAL,Big,262,0,68.0%,31,11.6%,89,2.4%,78,27.3%
CJ Miles,20.6,UTA,Wing,611,49,77.3%,62,10.2%,5,0.4%,90,31.8%
Darko Milicic,22.4,MEM,Big,1649,18,55.4%,26,11.0%,29,1.2%,37,18.3%
Andre Miller,31.6,PHI,Combo,3004,34,77.6%,72,10.8%,52,1.5%,54,23.0%
Brad Miller,31.6,SAC,Big,2509,95,84.8%,55,15.3%,64,1.7%,44,19.8%
Mike Miller,27.7,MEM,Wing,2464,52,77.9%,53,9.3%,61,1.4%,94,38.3%
Paul Millsap,22.7,UTA,Big,1599,49,67.8%,69,17.7%,66,1.7%,60,21.9%
Yao Ming,27.1,HOU,Big,2038,96,84.9%,66,16.9%,98,3.7%,49,20.5%
