Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Montrezl Harrell,25.8,LAC,Big,231,54,1.5%,41,0.8%,36,4.6%,31,4.6%,13,10.7%,0,0.0%,23,11.8%
Gary Harris,25.1,DEN,Wing,379,46,0.6%,86,1.9%,14,4.8%,64,2.1%,7,5.4%,0,0.0%,39,7.4%
Tobias Harris,27.3,PHI,Forward,148,18,0.3%,6,0.6%,71,2.6%,100,9.2%,47,15.1%,0,0.0%,59,28.6%
Gordon Hayward,29.6,BOS,Forward,157,41,0.7%,88,1.9%,76,2.4%,18,1.8%,35,12.8%,0,0.0%,0,0.0%
Tyler Herro,19.8,MIA,Combo,705,20,0.2%,0,0.5%,95,1.7%,25,1.1%,90,14.5%,0,0.0%,65,11.1%
George Hill,33.5,MIL,Combo,268,0,0.0%,30,1.0%,55,2.6%,55,2.0%,10,7.6%,0,0.0%,0,0.0%
Justin Holiday,30.6,IND,Wing,131,100,2.2%,93,2.1%,86,2.5%,86,3.4%,39,8.5%,0,0.0%,57,16.7%
Al Horford,33.4,PHI,Big,128,77,2.0%,8,0.3%,28,4.8%,59,6.8%,41,16.4%,0,0.0%,0,0.0%
Danuel House,26.4,HOU,Forward,276,0,0.0%,41,1.3%,41,3.1%,53,3.6%,53,15.5%,0,0.0%,24,12.5%
Dwight Howard,33.9,LAL,Big,253,49,1.5%,87,1.4%,5,7.8%,90,12.4%,38,16.3%,87,10.0%,87,46.7%
Serge Ibaka,30.1,TOR,Big,251,92,2.9%,10,0.3%,44,4.3%,62,6.9%,77,23.0%,0,0.0%,79,38.1%
Andre Iguodala,35.8,MIA,Forward,409,88,1.5%,76,1.8%,6,4.6%,29,2.9%,6,9.5%,0,0.0%,29,12.9%
Joe Ingles,32.1,UTA,Forward,234,6,0.2%,12,0.8%,65,2.8%,0,0.5%,12,10.6%,0,0.0%,0,0.0%
Reggie Jackson,29.5,LAC,Combo,162,30,0.3%,5,0.6%,20,4.5%,45,1.5%,75,11.9%,0,0.0%,0,0.0%
LeBron James,34.8,LAL,Forward,759,82,1.2%,59,1.4%,94,1.9%,59,4.0%,100,25.4%,82,3.8%,88,47.5%
Nikola Jokic,24.7,DEN,Big,694,41,1.2%,85,1.3%,59,3.9%,54,6.2%,82,23.3%,0,0.0%,62,27.8%
Maxi Kleber,27.8,DAL,Big,203,62,1.7%,13,0.4%,51,4.0%,28,3.9%,28,13.9%,100,16.7%,51,23.1%
Kyle Korver,38.6,MIL,Wing,115,86,0.9%,11,0.7%,54,3.2%,25,1.0%,11,5.4%,0,0.0%,93,33.3%
Kyle Kuzma,24.3,LAL,Forward,470,59,0.8%,0,0.6%,24,4.1%,65,4.1%,0,9.4%,76,2.6%,41,16.7%
Caris LeVert,25.2,BKN,Combo,139,40,0.4%,70,1.5%,80,2.1%,90,3.8%,80,11.9%,100,22.2%,0,0.0%
Kawhi Leonard,28.3,LAC,Forward,510,76,1.1%,94,2.6%,82,2.2%,76,4.7%,88,19.2%,88,3.8%,59,28.6%
Damian Lillard,29.3,POR,Point,187,17,0.3%,8,0.7%,92,1.4%,8,0.5%,0,7.0%,0,0.0%,75,12.5%
Brook Lopez,31.6,MIL,Big,327,79,2.1%,82,1.3%,82,3.0%,36,4.8%,5,10.0%,95,15.0%,67,33.3%
Kyle Lowry,33.6,TOR,Point,413,75,0.9%,67,2.1%,8,4.3%,58,2.0%,83,16.3%,0,0.0%,0,0.0%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,131,0,0.0%,21,0.9%,36,3.8%,14,0.7%,54,10.3%,0,0.0%,68,20.0%
Wesley Matthews,33.0,MIL,Wing,246,71,0.8%,68,1.6%,43,3.5%,68,2.1%,4,4.5%,100,4.3%,50,11.1%
CJ McCollum,28.1,POR,Combo,240,60,0.6%,55,1.4%,90,1.8%,60,2.0%,35,10.1%,0,0.0%,85,18.2%
JaVale McGee,31.8,LAL,Big,128,95,3.5%,28,0.7%,21,6.0%,92,12.9%,46,16.8%,0,0.0%,97,75.0%
Ben McLemore,26.7,HOU,Wing,117,0,0.0%,64,1.6%,93,2.4%,57,1.9%,32,8.5%,0,0.0%,0,0.0%
Khris Middleton,28.2,MIL,Forward,355,12,0.3%,53,1.3%,12,4.2%,6,1.5%,76,17.9%,0,0.0%,47,18.2%
Paul Millsap,34.7,DEN,Big,459,36,1.0%,74,1.2%,46,4.2%,51,6.2%,31,14.4%,67,4.8%,26,13.6%
Shake Milton,23.1,PHI,Combo,125,0,0.0%,20,0.7%,15,4.6%,15,0.8%,25,8.6%,0,0.0%,75,14.3%
Donovan Mitchell,23.1,UTA,Combo,263,45,0.4%,50,1.3%,100,1.4%,80,2.8%,85,12.1%,0,0.0%,0,0.0%
Marcus Morris,30.2,LAC,Big,386,3,0.1%,77,1.2%,49,4.2%,23,2.8%,18,13.1%,72,5.9%,62,27.8%
Markieff Morris,30.2,LAL,Big,379,10,0.4%,36,0.7%,13,6.0%,21,2.8%,21,13.4%,85,9.5%,36,17.6%
Monte Morris,24.3,DEN,Point,396,25,0.3%,25,1.3%,83,1.9%,17,0.6%,8,7.7%,100,6.7%,0,0.0%
Jamal Murray,22.7,DEN,Combo,752,55,0.4%,40,1.1%,75,2.2%,85,3.0%,50,10.3%,0,0.0%,45,6.3%
Georges Niang,26.4,UTA,Big,109,13,0.5%,0,0.0%,69,3.4%,26,3.6%,8,10.1%,90,12.5%,0,0.0%
Kendrick Nunn,24.2,MIA,Combo,237,65,0.6%,10,0.6%,35,3.6%,40,1.3%,70,11.7%,0,0.0%,0,0.0%
Jusuf Nurkic,25.2,POR,Big,201,21,0.7%,97,1.9%,41,4.4%,77,8.7%,95,26.9%,97,15.4%,18,7.7%
Royce O'Neale,26.4,UTA,Wing,248,32,0.4%,75,1.7%,25,4.1%,39,1.4%,93,15.1%,0,0.0%,68,20.0%
Semi Ojeleye,24.9,BOS,Big,113,0,0.0%,72,1.2%,85,2.7%,15,1.9%,0,7.5%,0,0.0%,0,0.0%
Victor Oladipo,27.5,IND,Wing,122,0,0.0%,100,3.4%,0,5.2%,0,0.0%,68,11.4%,0,0.0%,0,0.0%
Kelly Olynyk,28.5,MIA,Big,257,59,1.6%,33,0.7%,10,6.0%,44,5.7%,67,21.0%,0,0.0%,77,36.0%
Chris Paul,34.5,OKC,Point,260,58,0.6%,58,1.8%,67,2.5%,33,1.1%,100,18.8%,0,0.0%,0,0.0%
Mason Plumlee,29.7,DEN,Big,186,74,2.0%,59,1.0%,3,8.1%,95,13.5%,33,14.9%,0,0.0%,21,11.1%
Michael Porter,21.3,DEN,Forward,436,47,0.8%,47,1.3%,35,3.6%,82,5.2%,94,24.3%,0,0.0%,76,44.1%
Norman Powell,26.4,TOR,Wing,267,54,0.6%,25,1.0%,29,4.0%,50,1.5%,29,8.2%,0,0.0%,32,5.9%
Josh Richardson,26.1,PHI,Combo,144,75,0.7%,15,0.6%,45,3.3%,70,2.6%,15,7.7%,0,0.0%,0,0.0%
Austin Rivers,27.2,HOU,Wing,195,18,0.3%,54,1.4%,7,5.0%,11,0.5%,82,13.7%,0,0.0%,0,0.0%
Duncan Robinson,25.5,MIA,Wing,599,36,0.5%,29,1.1%,18,4.5%,21,0.7%,50,9.9%,96,3.8%,0,0.0%
Rajon Rondo,33.7,LAL,Point,394,33,0.3%,100,2.6%,25,3.7%,92,4.0%,75,15.6%,0,0.0%,100,16.7%
Terrence Ross,28.7,ORL,Wing,135,29,0.4%,43,1.3%,21,4.2%,18,0.7%,75,12.3%,0,0.0%,100,50.0%
Dennis Schroder,26.1,OKC,Combo,226,25,0.2%,25,0.8%,70,2.3%,20,1.0%,30,9.2%,0,0.0%,50,7.7%
Landry Shamet,22.6,LAC,Wing,231,57,0.7%,39,1.1%,75,2.8%,0,0.0%,46,9.5%,0,0.0%,43,7.7%
Pascal Siakam,25.6,TOR,Forward,417,29,0.5%,24,1.1%,53,2.9%,41,3.3%,59,15.7%,0,0.0%,53,22.2%
Marcus Smart,25.7,BOS,Combo,647,70,0.7%,60,1.5%,40,3.3%,50,1.7%,60,11.3%,0,0.0%,85,18.2%
Jayson Tatum,21.7,BOS,Forward,690,94,1.5%,29,1.1%,88,1.9%,35,3.1%,82,18.5%,100,7.1%,82,46.2%
Garrett Temple,33.5,BKN,Wing,137,25,0.4%,18,0.9%,50,3.3%,0,0.0%,21,7.5%,0,0.0%,57,16.7%
Daniel Theis,27.6,BOS,Big,481,87,2.3%,18,0.6%,15,6.0%,64,7.1%,51,17.9%,0,0.0%,0,0.0%
Gary Trent Jr.,20.8,POR,Wing,181,43,0.6%,89,2.0%,57,3.1%,79,3.1%,0,4.2%,0,0.0%,0,0.0%
PJ Tucker,34.5,HOU,Big,414,8,0.4%,90,1.4%,31,4.8%,41,5.5%,23,13.6%,64,4.5%,92,52.4%
Myles Turner,23.6,IND,Big,145,100,5.8%,23,0.6%,72,3.4%,74,7.7%,79,23.3%,0,0.0%,44,20.0%
Fred VanVleet,25.7,TOR,Combo,429,85,0.9%,80,1.9%,65,2.4%,30,1.2%,45,10.2%,0,0.0%,0,0.0%
Nikola Vucevic,29.0,ORL,Big,184,26,0.8%,56,0.9%,90,2.4%,33,4.7%,87,25.1%,0,0.0%,41,18.8%
Kemba Walker,29.5,BOS,Point,627,50,0.6%,17,1.1%,50,3.0%,25,1.0%,33,9.4%,0,0.0%,83,12.9%
Brad Wanamaker,30.3,BOS,Combo,265,80,0.8%,100,2.0%,10,4.8%,10,0.4%,55,11.2%,95,6.3%,0,0.0%
TJ Warren,26.2,IND,Forward,156,24,0.3%,100,2.6%,18,4.1%,47,3.5%,24,11.2%,0,0.0%,100,55.6%
Russell Westbrook,31.0,HOU,Combo,261,50,0.4%,85,1.9%,30,3.8%,95,4.2%,100,17.7%,0,0.0%,100,30.8%
Hassan Whiteside,30.4,POR,Big,116,97,4.3%,38,0.7%,8,7.1%,49,6.1%,85,24.5%,0,0.0%,67,33.3%
Grant Williams,20.9,BOS,Big,163,56,1.6%,21,0.6%,0,8.9%,38,4.8%,10,10.7%,0,0.0%,13,6.3%
Lou Williams,33.0,LAC,Combo,336,35,0.3%,35,1.0%,85,2.1%,65,2.3%,40,10.1%,0,0.0%,60,10.0%
Marvin Williams,33.4,MIL,Big,178,31,0.9%,67,1.0%,74,3.2%,67,7.2%,59,19.0%,77,6.3%,33,16.7%
Robert Williams,22.0,BOS,Big,143,85,2.2%,51,0.9%,26,4.9%,100,15.9%,54,18.7%,0,0.0%,38,18.2%
Ivica Zubac,22.6,LAC,Big,317,64,1.7%,5,0.3%,56,4.0%,85,10.6%,62,19.7%,0,0.0%,82,38.5%
