Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Carmelo Anthony,30.4,NYK,Forward,1424,98,+5.1%,95,+4.8%,90,+4.1%,93,+5.3%,95,+5.0%,99,+17.0%,68,+1.5%,92,+4.4%
Joel Anthony,32.2,DET,Big,367,17,-2.7%,55,+0.3%,12,-5.3%,68,+1.4%,37,-1.2%,93,+10.0%,13,-4.5%,31,-1.7%
Pero Antic,32.3,ATL,Big,1015,23,-2.1%,12,-4.7%,25,-2.9%,77,+2.5%,54,+0.0%,25,-4.2%,22,-3.1%,16,-3.5%
Trevor Ariza,29.3,HOU,Forward,2924,35,-1.2%,36,-1.3%,70,+1.7%,43,-0.7%,69,+1.1%,48,-0.6%,40,-1.0%,42,-0.9%
Darrell Arthur,26.6,DEN,Forward,959,25,-1.8%,45,-0.4%,76,+2.2%,88,+4.3%,91,+3.7%,9,-9.6%,17,-3.6%,10,-5.0%
Omer Asik,28.3,NOP,Big,1975,38,-1.0%,7,-6.0%,79,+2.5%,48,-0.3%,64,+0.8%,67,+2.4%,81,+2.6%,84,+2.9%
D.J. Augustin,27.0,DET,Point,1261,69,+0.8%,87,+3.4%,56,+0.4%,10,-5.0%,27,-2.1%,50,-0.3%,65,+1.2%,62,+0.7%
D.J. Augustin,27.0,OKC,Point,624,12,-3.2%,5,-6.8%,69,+1.6%,13,-4.5%,28,-2.0%,50,-0.3%,32,-2.0%,39,-1.1%
Jeff Ayres,27.5,SAS,Big,274,10,-3.8%,8,-5.5%,69,+1.6%,4,-7.9%,23,-2.4%,11,-8.8%,47,-0.4%,20,-3.0%
Luke Babbitt,25.4,NOP,Forward,748,49,-0.4%,25,-2.6%,83,+2.9%,87,+4.0%,90,+3.6%,39,-1.9%,42,-0.8%,42,-0.9%
Leandro Barbosa,31.9,GSW,Combo,863,5,-4.8%,50,-0.1%,7,-6.5%,10,-5.1%,4,-5.7%,21,-5.2%,41,-0.8%,31,-1.7%
J.J. Barea,30.3,DAL,Combo,1236,59,+0.2%,61,+0.8%,73,+2.0%,52,+0.0%,62,+0.7%,15,-6.7%,56,+0.4%,38,-1.3%
Andrea Bargnani,29.0,NYK,Big,768,9,-3.8%,6,-6.5%,58,+0.7%,51,-0.1%,55,+0.2%,4,-12.9%,12,-4.8%,5,-6.2%
Harrison Barnes,22.4,GSW,Forward,2240,82,+1.5%,28,-2.2%,80,+2.6%,91,+4.7%,90,+3.7%,90,+7.6%,36,-1.6%,61,+0.6%
Matt Barnes,34.6,LAC,Wing,2248,96,+4.2%,85,+3.2%,88,+3.5%,95,+5.8%,96,+5.0%,68,+2.5%,73,+1.9%,78,+2.2%
Earl Barron,33.2,PHX,Big,117,2,-7.1%,0,-26.7%,7,-6.6%,81,+3.1%,42,-0.8%,99,+25.9%,23,-3.0%,94,+4.7%
Will Barton,23.8,POR,Wing,246,8,-4.1%,32,-1.8%,3,-9.2%,4,-7.5%,2,-8.2%,91,+8.1%,3,-8.6%,15,-3.6%
Will Barton,23.8,DEN,Wing,630,26,-1.8%,65,+1.1%,75,+2.1%,96,+6.6%,94,+4.4%,2,-15.1%,9,-5.5%,3,-7.6%
Brandon Bass,29.5,BOS,Big,1917,29,-1.6%,41,-1.0%,19,-3.9%,74,+2.0%,50,-0.1%,36,-2.2%,44,-0.6%,42,-0.9%
Nicolas Batum,25.9,POR,Wing,2376,58,+0.2%,69,+1.4%,85,+3.1%,85,+3.6%,88,+3.4%,12,-7.7%,44,-0.6%,23,-2.6%
Jerryd Bayless,26.2,MIL,Combo,1692,28,-1.6%,37,-1.3%,76,+2.2%,25,-2.6%,43,-0.7%,14,-7.4%,36,-1.6%,16,-3.4%
Aron Baynes,27.9,SAS,Big,1077,42,-0.8%,50,-0.1%,75,+2.1%,78,+2.6%,79,+2.0%,22,-4.8%,23,-3.0%,15,-3.8%
Kent Bazemore,25.3,ATL,Wing,1235,9,-3.8%,8,-5.4%,8,-6.4%,56,+0.3%,18,-3.1%,44,-1.3%,24,-2.8%,22,-2.7%
Bradley Beal,21.3,WAS,Wing,2097,97,+4.6%,86,+3.3%,58,+0.5%,68,+1.4%,69,+1.1%,72,+3.2%,99,+9.4%,99,+7.6%
Michael Beasley,25.8,MIA,Big,495,71,+0.9%,9,-5.3%,94,+5.4%,11,-4.8%,58,+0.3%,77,+4.3%,97,+7.3%,97,+6.3%
Marco Belinelli,28.6,SAS,Combo,1336,62,+0.4%,87,+3.4%,16,-4.4%,46,-0.4%,19,-2.8%,39,-1.9%,67,+1.4%,52,+0.1%
Anthony Bennett,21.6,MIN,Big,839,32,-1.3%,68,+1.4%,17,-4.1%,24,-2.7%,17,-3.2%,47,-0.8%,78,+2.3%,73,+1.6%
Patrick Beverley,26.3,HOU,Point,1717,48,-0.4%,22,-2.9%,91,+4.3%,79,+2.8%,93,+4.2%,33,-2.7%,63,+1.0%,47,-0.3%
Bismack Biyombo,22.2,CHA,Big,1173,30,-1.5%,17,-3.8%,16,-4.4%,12,-4.7%,10,-4.5%,80,+4.6%,92,+5.2%,95,+4.9%
Tarik Black,22.9,HOU,Big,362,9,-3.9%,3,-8.6%,11,-5.9%,9,-5.5%,4,-5.9%,45,-1.0%,88,+3.9%,75,+1.7%
Tarik Black,22.9,LAL,Big,785,76,+1.2%,54,+0.2%,62,+1.0%,54,+0.1%,59,+0.4%,97,+12.4%,58,+0.5%,82,+2.6%
DeJuan Blair,25.5,WAS,Big,100,41,-0.9%,3,-8.3%,33,-1.7%,63,+0.9%,45,-0.5%,61,+1.4%,100,+11.4%,99,+7.6%
Steve Blake,34.7,POR,Point,1488,69,+0.8%,58,+0.5%,73,+2.0%,67,+1.2%,75,+1.5%,75,+3.9%,21,-3.1%,41,-0.9%
Eric Bledsoe,24.9,PHX,Point,2795,88,+2.2%,96,+5.0%,79,+2.5%,80,+2.9%,85,+2.7%,40,-1.8%,46,-0.5%,42,-0.9%
Bojan Bogdanovic,25.5,BKN,Forward,1795,76,+1.2%,79,+2.5%,52,+0.1%,39,-1.0%,46,-0.5%,73,+3.3%,49,-0.2%,64,+0.8%
Andrew Bogut,29.9,GSW,Big,1577,92,+3.1%,68,+1.4%,54,+0.2%,63,+0.9%,60,+0.5%,81,+5.0%,70,+1.7%,81,+2.5%
Matt Bonner,34.6,SAS,Big,846,44,-0.7%,27,-2.3%,53,+0.2%,87,+4.2%,79,+2.0%,21,-5.2%,51,-0.0%,28,-2.1%
Trevor Booker,26.9,UTA,Big,1546,56,+0.1%,70,+1.4%,50,-0.1%,24,-2.7%,34,-1.6%,43,-1.5%,61,+0.9%,54,+0.2%
Carlos Boozer,32.9,LAL,Big,1673,61,+0.3%,43,-0.6%,60,+0.8%,48,-0.4%,55,+0.1%,67,+2.4%,68,+1.5%,73,+1.6%
Chris Bosh,30.6,MIA,Big,1542,70,+0.9%,15,-4.1%,73,+2.0%,85,+3.7%,86,+2.8%,79,+4.5%,79,+2.4%,84,+2.9%
Avery Bradley,23.9,BOS,Combo,2419,49,-0.4%,67,+1.2%,95,+5.5%,59,+0.5%,85,+2.7%,20,-5.4%,28,-2.4%,22,-2.8%
Elton Brand,35.6,ATL,Big,415,21,-2.3%,6,-6.1%,77,+2.4%,1,-11.4%,11,-4.3%,70,+3.0%,90,+4.4%,89,+3.8%
Corey Brewer,28.7,MIN,Combo,672,52,-0.2%,95,+4.8%,1,-11.1%,55,+0.2%,11,-4.4%,0,-23.7%,90,+4.4%,27,-2.3%
Corey Brewer,28.7,HOU,Wing,1358,63,+0.4%,92,+4.0%,6,-7.0%,50,-0.2%,6,-5.2%,48,-0.6%,59,+0.6%,52,+0.1%
Aaron Brooks,29.8,CHI,Point,1845,81,+1.4%,19,-3.3%,82,+2.8%,12,-4.5%,40,-1.0%,54,+0.3%,94,+5.8%,93,+4.7%
Jabari Brown,21.9,LAL,Wing,549,48,-0.4%,10,-5.1%,45,-0.6%,70,+1.7%,66,+0.9%,97,+14.1%,34,-1.9%,67,+1.1%
Lorenzo Brown,24.2,MIN,Point,530,93,+3.1%,26,-2.5%,30,-2.0%,82,+3.2%,63,+0.7%,98,+16.9%,86,+3.7%,96,+6.3%
Markel Brown,22.8,BKN,Wing,670,62,+0.4%,60,+0.7%,39,-1.2%,15,-4.0%,28,-2.0%,95,+10.8%,50,-0.2%,84,+2.9%
Kobe Bryant,36.2,LAL,Wing,1203,37,-1.1%,29,-2.0%,81,+2.8%,49,-0.3%,65,+0.8%,49,-0.5%,21,-3.1%,26,-2.3%
Chase Budinger,26.4,MIN,Wing,1212,65,+0.6%,69,+1.4%,44,-0.7%,66,+1.2%,58,+0.3%,83,+5.7%,9,-5.3%,21,-2.8%
Reggie Bullock,23.6,LAC,Wing,199,3,-5.6%,15,-4.1%,1,-11.2%,27,-2.4%,6,-5.3%,65,+2.0%,3,-8.3%,6,-5.8%
Trey Burke,22.0,UTA,Point,2268,38,-1.0%,20,-3.2%,45,-0.6%,65,+1.1%,58,+0.3%,26,-4.0%,68,+1.5%,50,-0.0%
Alec Burks,23.3,UTA,Wing,894,72,+1.0%,48,-0.2%,54,+0.2%,92,+5.1%,87,+3.0%,23,-4.5%,69,+1.5%,48,-0.2%
Caron Butler,34.6,DET,Wing,1592,79,+1.3%,87,+3.3%,97,+6.8%,58,+0.5%,93,+4.1%,55,+0.4%,26,-2.6%,30,-1.9%
Jimmy Butler,25.1,CHI,Wing,2507,57,+0.1%,46,-0.3%,23,-3.2%,79,+2.8%,51,-0.1%,50,-0.4%,81,+2.5%,76,+1.8%
Rasual Butler,35.4,WAS,Wing,1423,19,-2.5%,5,-6.5%,86,+3.2%,30,-1.9%,53,+0.0%,80,+4.8%,34,-1.9%,53,+0.2%
Dwight Buycks,25.7,LAL,Point,101,95,+3.6%,2,-10.1%,100,+17.8%,100,+17.0%,100,+17.1%,0,-33.3%,97,+6.7%,36,-1.4%
Nick Calathes,25.7,MEM,Combo,770,12,-3.4%,33,-1.6%,30,-2.0%,20,-3.2%,24,-2.3%,6,-11.7%,6,-6.4%,2,-7.9%
Jose Calderon,33.1,NYK,Combo,1265,53,-0.2%,46,-0.3%,96,+6.3%,33,-1.6%,71,+1.3%,81,+5.2%,17,-3.6%,30,-1.9%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,95,+3.9%,75,+2.0%,44,-0.6%,74,+2.1%,60,+0.5%,89,+7.6%,93,+5.4%,96,+6.1%
Isaiah Canaan,23.4,HOU,Combo,308,43,-0.8%,18,-3.5%,21,-3.6%,19,-3.3%,15,-3.6%,58,+1.1%,78,+2.4%,70,+1.3%
Isaiah Canaan,23.4,PHI,Combo,563,80,+1.3%,10,-5.2%,93,+4.8%,76,+2.4%,91,+3.7%,92,+8.6%,83,+3.1%,91,+4.2%
DeMarre Carroll,28.3,ATL,Wing,2178,59,+0.2%,63,+0.9%,88,+3.6%,15,-4.0%,48,-0.3%,61,+1.5%,41,-0.9%,51,+0.0%
Vince Carter,37.8,MEM,Wing,1065,29,-1.5%,50,-0.1%,55,+0.3%,44,-0.6%,51,-0.1%,26,-4.1%,8,-5.8%,8,-5.6%
Michael Carter-Williams,23.1,PHI,Point,1374,21,-2.4%,71,+1.6%,28,-2.3%,13,-4.5%,16,-3.4%,3,-14.7%,55,+0.3%,27,-2.2%
Michael Carter-Williams,23.1,MIL,Point,756,98,+5.1%,99,+6.8%,59,+0.7%,91,+4.6%,88,+3.0%,88,+7.2%,84,+3.1%,90,+3.9%
Omri Casspi,26.4,SAC,Forward,1364,59,+0.2%,71,+1.5%,9,-6.1%,38,-1.2%,12,-4.1%,82,+5.5%,52,+0.1%,76,+1.9%
Mario Chalmers,28.5,MIA,Combo,2339,45,-0.6%,32,-1.7%,29,-2.1%,57,+0.5%,44,-0.6%,46,-0.9%,29,-2.3%,35,-1.5%
Tyson Chandler,32.1,DAL,Big,2280,77,+1.2%,34,-1.6%,85,+3.1%,48,-0.3%,73,+1.4%,96,+11.6%,71,+1.8%,90,+4.1%
Wilson Chandler,27.5,DEN,Forward,2461,81,+1.4%,76,+2.0%,78,+2.4%,34,-1.5%,56,+0.2%,66,+2.2%,58,+0.5%,65,+0.9%
Ian Clark,23.7,UTA,Combo,124,9,-3.9%,94,+4.4%,16,-4.5%,0,-16.5%,0,-11.1%,99,+18.4%,1,-12.4%,16,-3.5%
Jordan Clarkson,22.4,LAL,Combo,1401,40,-0.9%,46,-0.4%,29,-2.1%,47,-0.4%,40,-1.0%,51,-0.2%,49,-0.3%,47,-0.4%
Norris Cole,26.1,MIA,Point,1131,71,+1.0%,92,+4.0%,89,+3.8%,29,-2.1%,55,+0.1%,40,-1.8%,85,+3.2%,68,+1.2%
Norris Cole,26.1,NOP,Point,658,11,-3.6%,45,-0.5%,69,+1.6%,97,+7.1%,95,+4.9%,8,-9.7%,3,-8.7%,1,-9.2%
Darren Collison,27.2,SAC,Point,1559,93,+3.1%,70,+1.5%,95,+5.9%,92,+4.9%,97,+5.6%,83,+5.7%,77,+2.2%,86,+3.3%
Nick Collison,34.0,OKC,Big,1067,34,-1.2%,20,-3.2%,55,+0.3%,34,-1.5%,44,-0.7%,49,-0.5%,55,+0.3%,60,+0.5%
Mike Conley,27.1,MEM,Point,2215,78,+1.3%,53,+0.1%,43,-0.8%,22,-3.0%,31,-1.8%,91,+7.9%,94,+5.8%,97,+6.6%
Chris Copeland,30.6,IND,Forward,784,36,-1.1%,27,-2.3%,81,+2.6%,38,-1.1%,60,+0.6%,15,-7.0%,40,-1.0%,23,-2.7%
Bryce Cotton,22.2,UTA,Combo,129,29,-1.5%,80,+2.7%,15,-4.5%,79,+2.8%,46,-0.5%,95,+10.8%,1,-11.0%,13,-4.4%
DeMarcus Cousins,24.2,SAC,Big,2006,83,+1.7%,49,-0.2%,15,-4.5%,69,+1.5%,36,-1.3%,58,+1.1%,81,+2.6%,80,+2.3%
Robert Covington,23.9,PHI,Wing,1939,88,+2.2%,73,+1.7%,28,-2.3%,76,+2.3%,52,-0.1%,54,+0.3%,85,+3.2%,83,+2.8%
Allen Crabbe,22.6,POR,Wing,610,26,-1.8%,69,+1.4%,19,-3.8%,33,-1.6%,22,-2.5%,66,+2.2%,15,-4.1%,29,-2.0%
Jamal Crawford,34.6,LAC,Wing,1641,7,-4.3%,77,+2.3%,39,-1.2%,5,-6.8%,7,-4.9%,18,-5.7%,12,-4.7%,9,-5.1%
Jae Crowder,24.3,DAL,Forward,205,10,-3.8%,5,-6.8%,24,-3.0%,51,-0.0%,36,-1.4%,70,+3.0%,13,-4.7%,24,-2.6%
Jae Crowder,24.3,BOS,Forward,1362,81,+1.5%,70,+1.5%,87,+3.3%,18,-3.5%,42,-0.9%,30,-3.2%,84,+3.1%,74,+1.7%
Dante Cunningham,27.5,NOP,Forward,1614,52,-0.2%,64,+0.9%,70,+1.8%,69,+1.6%,76,+1.7%,48,-0.6%,68,+1.5%,58,+0.4%
Stephen Curry,26.6,GSW,Point,2606,99,+6.4%,82,+2.8%,89,+3.9%,47,-0.4%,75,+1.7%,96,+11.3%,71,+1.7%,90,+4.0%
Samuel Dalembert,34.5,NYK,Big,538,17,-2.7%,4,-7.6%,17,-4.3%,86,+3.9%,73,+1.4%,88,+7.4%,12,-4.8%,24,-2.5%
Troy Daniels,23.3,MIN,Combo,118,1,-8.1%,2,-9.8%,6,-7.5%,1,-13.6%,0,-10.9%,83,+5.8%,4,-7.9%,13,-4.4%
Troy Daniels,23.3,CHA,Wing,101,21,-2.4%,19,-3.4%,4,-8.9%,11,-5.0%,2,-6.9%,1,-18.2%,88,+3.8%,63,+0.7%
Gigi Datome,26.9,BOS,Forward,169,57,+0.1%,63,+0.9%,11,-5.8%,80,+2.9%,47,-0.4%,47,-0.8%,34,-1.9%,35,-1.5%
Brandon Davies,23.3,PHI,Big,368,95,+3.8%,44,-0.6%,11,-5.8%,91,+4.7%,45,-0.5%,29,-3.5%,99,+9.4%,98,+7.3%
Anthony Davis,21.6,NOP,Big,2450,93,+3.2%,94,+4.6%,66,+1.3%,77,+2.4%,78,+2.0%,73,+3.4%,61,+0.8%,72,+1.6%
Ed Davis,25.4,LAL,Big,1770,68,+0.7%,50,-0.1%,45,-0.6%,73,+2.0%,67,+1.0%,25,-4.1%,44,-0.6%,39,-1.1%
Glen Davis,28.8,LAC,Big,781,1,-8.7%,7,-5.8%,12,-5.2%,26,-2.4%,14,-3.6%,9,-9.4%,1,-10.9%,1,-10.6%
Austin Daye,26.4,SAS,Forward,241,2,-7.0%,20,-3.2%,19,-3.7%,19,-3.3%,13,-3.9%,35,-2.5%,0,-14.2%,1,-10.1%
DeMar DeRozan,25.2,TOR,Wing,2094,27,-1.7%,39,-1.1%,28,-2.2%,35,-1.3%,24,-2.3%,36,-2.3%,79,+2.4%,72,+1.5%
Dewayne Dedmon,25.2,ORL,Big,796,31,-1.4%,10,-5.0%,77,+2.3%,93,+5.1%,91,+3.9%,74,+3.8%,8,-5.8%,20,-3.0%
Matthew Dellavedova,24.1,CLE,Combo,1259,14,-3.1%,22,-3.0%,35,-1.5%,4,-7.3%,10,-4.5%,18,-5.8%,80,+2.5%,51,+0.0%
Luol Deng,29.5,MIA,Forward,2413,96,+3.9%,98,+6.3%,45,-0.6%,83,+3.4%,76,+1.7%,93,+9.9%,60,+0.6%,89,+3.8%
Boris Diaw,32.5,SAS,Big,1932,58,+0.2%,53,+0.1%,55,+0.3%,15,-4.0%,33,-1.6%,52,-0.1%,64,+1.2%,61,+0.6%
Gorgui Dieng,24.8,MIN,Big,2155,60,+0.3%,59,+0.6%,87,+3.3%,54,+0.1%,74,+1.5%,16,-6.5%,50,-0.1%,34,-1.6%
Spencer Dinwiddie,21.6,DET,Combo,430,5,-4.9%,13,-4.5%,3,-9.2%,71,+1.7%,13,-3.9%,19,-5.6%,30,-2.2%,18,-3.2%
Joey Dorsey,30.9,HOU,Big,762,22,-2.3%,14,-4.3%,36,-1.5%,96,+6.5%,69,+1.1%,37,-2.1%,37,-1.5%,34,-1.6%
Toney Douglas,28.6,NOP,Combo,140,80,+1.4%,99,+7.0%,98,+7.8%,9,-5.5%,57,+0.3%,16,-6.5%,82,+2.8%,48,-0.2%
Goran Dragic,28.5,PHX,Wing,1730,54,+0.0%,72,+1.7%,61,+0.9%,10,-5.0%,23,-2.4%,66,+2.2%,48,-0.4%,59,+0.5%
Goran Dragic,28.5,MIA,Point,902,44,-0.7%,91,+4.0%,91,+4.4%,2,-8.9%,24,-2.3%,21,-5.1%,39,-1.1%,22,-2.7%
Larry Drew,24.7,PHI,Point,198,10,-3.8%,10,-4.9%,86,+3.3%,99,+10.0%,99,+7.3%,98,+14.4%,2,-10.4%,5,-6.4%
Andre Drummond,21.2,DET,Big,2487,94,+3.5%,80,+2.6%,51,+0.0%,49,-0.3%,46,-0.4%,84,+5.8%,96,+6.6%,97,+6.6%
Jared Dudley,29.3,MIL,Forward,1688,81,+1.4%,47,-0.3%,68,+1.5%,79,+2.8%,81,+2.3%,39,-1.8%,72,+1.8%,63,+0.7%
Tim Duncan,38.5,SAS,Big,2221,52,-0.2%,67,+1.2%,40,-1.1%,63,+0.8%,51,-0.1%,77,+4.4%,40,-1.0%,68,+1.2%
Mike Dunleavy,34.1,CHI,Wing,1834,78,+1.2%,82,+2.9%,82,+2.8%,78,+2.6%,84,+2.7%,76,+4.1%,33,-2.0%,43,-0.8%
Kevin Durant,26.1,OKC,Forward,908,79,+1.3%,95,+4.8%,81,+2.8%,42,-0.8%,66,+0.9%,16,-6.5%,57,+0.4%,37,-1.3%
Cleanthony Early,23.5,NYK,Wing,579,19,-2.5%,18,-3.5%,62,+1.0%,18,-3.6%,29,-1.9%,39,-1.8%,18,-3.5%,19,-3.2%
Wayne Ellington,26.9,LAL,Wing,1624,54,-0.0%,80,+2.6%,33,-1.7%,45,-0.4%,41,-0.9%,61,+1.5%,53,+0.2%,50,-0.0%
Monta Ellis,29.0,DAL,Wing,2694,91,+2.7%,93,+4.3%,43,-0.8%,78,+2.7%,73,+1.4%,82,+5.4%,69,+1.6%,81,+2.5%
James Ennis,24.3,MIA,Forward,996,44,-0.6%,21,-3.1%,23,-3.1%,30,-2.0%,23,-2.4%,27,-3.8%,89,+4.1%,70,+1.4%
Tyler Ennis,20.2,MIL,Point,336,54,-0.0%,53,+0.1%,69,+1.6%,16,-3.8%,35,-1.5%,75,+4.0%,50,-0.1%,70,+1.3%
Jeremy Evans,27.0,UTA,Big,224,55,+0.1%,40,-1.0%,3,-10.3%,46,-0.4%,5,-5.4%,29,-3.5%,97,+8.2%,93,+4.6%
Reggie Evans,34.5,SAC,Big,760,15,-2.9%,51,-0.1%,40,-1.1%,6,-6.6%,13,-3.9%,84,+5.8%,31,-2.1%,59,+0.4%
Tyreke Evans,25.1,NOP,Wing,2685,82,+1.6%,23,-2.8%,32,-1.8%,37,-1.2%,35,-1.5%,70,+2.7%,91,+4.6%,92,+4.3%
Dante Exum,19.3,UTA,Combo,1771,75,+1.1%,84,+3.0%,22,-3.3%,39,-1.1%,26,-2.2%,46,-0.8%,77,+2.2%,70,+1.4%
Festus Ezeli,25.0,GSW,Big,431,12,-3.4%,22,-2.9%,24,-2.9%,7,-5.9%,11,-4.3%,57,+0.8%,57,+0.4%,60,+0.5%
Kenneth Faried,25.0,DEN,Big,2069,89,+2.5%,75,+2.0%,33,-1.7%,53,+0.1%,40,-1.0%,80,+4.8%,89,+4.2%,92,+4.3%
Jordan Farmar,27.9,LAC,Point,444,2,-7.4%,8,-5.6%,13,-5.0%,4,-7.3%,3,-6.6%,13,-7.5%,4,-8.2%,2,-8.1%
Derrick Favors,23.3,UTA,Big,2273,89,+2.4%,55,+0.3%,85,+3.1%,98,+8.1%,97,+5.8%,54,+0.3%,74,+2.0%,71,+1.5%
Raymond Felton,30.3,DAL,Combo,202,5,-4.9%,2,-9.5%,46,-0.5%,70,+1.6%,57,+0.3%,1,-19.8%,42,-0.7%,9,-5.1%
Landry Fields,26.3,TOR,Wing,178,13,-3.2%,84,+3.0%,6,-6.9%,1,-10.5%,1,-8.7%,63,+1.8%,73,+1.9%,72,+1.5%
Evan Fournier,22.0,ORL,Wing,1650,92,+3.0%,89,+3.6%,37,-1.3%,54,+0.1%,44,-0.6%,74,+3.5%,91,+4.7%,91,+4.3%
Randy Foye,31.1,DEN,Combo,1055,66,+0.6%,44,-0.6%,20,-3.6%,19,-3.2%,16,-3.4%,90,+7.8%,54,+0.2%,77,+2.0%
Tim Frazier,24.0,PHI,Point,165,94,+3.4%,93,+4.3%,4,-8.2%,100,+11.0%,86,+2.7%,98,+15.6%,25,-2.6%,64,+0.8%
Jimmer Fredette,25.7,NOP,Combo,425,24,-1.8%,64,+1.0%,63,+1.0%,67,+1.2%,70,+1.1%,2,-15.9%,11,-5.1%,2,-7.9%
Joel Freeland,27.7,POR,Big,572,68,+0.8%,62,+0.8%,42,-0.8%,73,+2.0%,64,+0.8%,88,+7.5%,38,-1.3%,64,+0.8%
Channing Frye,31.5,ORL,Big,1856,67,+0.7%,33,-1.7%,67,+1.5%,23,-2.8%,43,-0.7%,17,-6.2%,91,+4.7%,73,+1.6%
Danilo Gallinari,26.2,DEN,Forward,1375,80,+1.4%,77,+2.2%,26,-2.7%,5,-6.8%,8,-4.7%,63,+1.8%,90,+4.2%,88,+3.6%
Langston Galloway,22.9,NYK,Combo,1400,62,+0.4%,11,-4.8%,48,-0.4%,95,+6.3%,90,+3.6%,75,+4.1%,52,+0.0%,65,+0.9%
Francisco Garcia,32.8,HOU,Wing,195,15,-2.9%,79,+2.5%,99,+8.8%,66,+1.2%,98,+6.1%,3,-14.4%,12,-4.8%,3,-7.9%
