Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Andrew DeClercq,30.7,ORL,Big,1207,7,9.1%,49,121.7,34,5.4%,67,0.59,16,22.5%
Tony Delk,29.8,DAL,Combo,487,24,15.9%,51,113.9,9,8.8%,7,0.55,98,9.6%
Boris Diaw,21.5,ATL,Big,1847,27,11.4%,23,108.6,94,15.1%,99,1.32,4,26.5%
Dan Dickau,25.1,POR,Combo,130,58,20.7%,7,88.4,69,23.6%,67,1.14,7,20.2%
DeSagana Diop,21.8,CLE,Big,655,19,10.6%,3,86.2,61,7.8%,81,0.74,67,15.2%
Vlade Divac,35.7,SAC,Big,2310,89,18.5%,53,123.5,100,27.3%,99,1.48,40,18.2%
Juan Dixon,25.1,WAS,Combo,1397,76,22.4%,20,103.4,42,17.8%,20,0.79,60,14.4%
Michael Doleac,26.4,DEN,Big,317,39,12.5%,8,100.0,54,7.3%,65,0.58,96,11.2%
Michael Doleac,26.4,NYK,Big,655,71,15.6%,11,103.3,68,8.5%,59,0.55,70,15.1%
Keyon Dooling,23.5,LAC,Combo,1089,38,17.2%,27,105.0,49,19.3%,64,1.12,53,15.1%
Predrag Drobnjak,28.0,LAC,Big,927,89,18.5%,9,101.6,65,8.2%,41,0.44,90,12.2%
Tim Duncan,27.5,SAS,Big,2515,98,23.1%,83,137.7,96,17.0%,80,0.74,75,14.5%
Mike Dunleavy,23.1,GSW,Wing,2310,46,16.4%,79,124.2,75,16.1%,82,0.98,17,17.0%
Ronald Dupree,22.8,CHI,Wing,843,36,15.3%,28,106.0,35,10.5%,43,0.69,30,16.0%
Howard Eisley,30.9,NYK,Point,722,58,19.7%,61,113.4,82,36.0%,85,1.83,48,16.1%
Howard Eisley,30.9,PHX,Point,716,76,21.1%,16,100.0,35,25.9%,13,1.22,58,14.6%
Francisco Elson,27.7,DEN,Big,812,16,10.4%,34,116.3,43,6.1%,66,0.59,45,17.6%
Melvin Ely,25.5,LAC,Big,470,63,14.6%,21,108.1,50,7.0%,47,0.48,91,12.0%
Reggie Evans,23.5,OKC,Big,1234,1,7.9%,71,132.0,17,4.2%,55,0.52,2,28.6%
Michael Finley,30.7,DAL,Wing,2776,60,18.5%,59,117.3,49,11.7%,29,0.64,98,7.2%
Derek Fisher,29.2,LAL,Combo,1681,36,17.1%,18,102.3,40,17.6%,51,1.03,89,11.5%
Marcus Fizer,25.2,CHI,Big,717,97,22.1%,12,103.6,82,10.2%,45,0.46,83,13.9%
T.J. Ford,20.6,MIL,Point,1479,69,20.6%,21,101.8,92,37.6%,84,1.83,15,20.4%
Danny Fortson,27.6,DAL,Big,607,20,10.8%,99,168.8,2,2.0%,2,0.19,11,23.9%
Jeff Foster,26.8,IND,Big,1939,5,8.7%,90,144.2,27,5.1%,66,0.59,61,16.0%
Tremaine Fowlkes,27.6,DET,Wing,227,4,10.9%,25,105.1,37,10.8%,83,1.00,11,17.8%
Rick Fox,34.3,LAL,Wing,845,19,13.6%,16,100.0,75,16.1%,92,1.18,8,18.7%
Adonal Foyle,28.6,GSW,Big,563,21,10.8%,29,112.3,20,4.5%,32,0.42,73,14.7%
Richie Frahm,26.2,OKC,Wing,390,10,11.9%,93,137.7,6,7.1%,22,0.59,100,4.9%
Steve Francis,26.7,HOU,Point,3191,89,22.8%,82,122.5,47,27.7%,10,1.21,24,19.1%
Dan Gadzuric,25.7,MIL,Big,1204,25,11.3%,69,130.3,11,3.5%,14,0.31,74,14.5%
Reece Gaines,22.8,ORL,Wing,297,26,14.1%,3,75.9,79,18.0%,95,1.28,6,19.3%
Kevin Garnett,27.5,MIN,Big,3228,99,24.9%,62,126.8,99,23.3%,94,0.94,89,12.3%
Pau Gasol,23.3,MEM,Big,2438,95,21.0%,81,136.5,94,14.4%,77,0.68,60,16.3%
Devean George,26.2,LAL,Forward,1930,30,14.2%,22,107.4,35,8.9%,52,0.63,80,14.1%
Eddie Gill,25.2,POR,Point,138,29,17.7%,92,128.1,10,21.5%,11,1.22,2,25.3%
Kendall Gill,35.4,CHI,Wing,1382,63,18.5%,15,99.8,50,12.0%,32,0.65,54,14.0%
Manu Ginobili,26.3,SAS,Wing,2240,76,19.6%,88,131.0,91,21.8%,86,1.11,22,16.5%
Gordan Giricek,26.4,ORL,Wing,1397,30,14.3%,52,115.6,17,8.8%,25,0.62,55,13.9%
Gordan Giricek,26.4,UTA,Wing,599,95,23.6%,63,117.9,67,14.9%,28,0.63,68,13.1%
Dion Glover,25.0,ATL,Wing,1440,58,18.2%,38,110.1,58,13.4%,50,0.74,56,13.8%
Dion Glover,25.0,TOR,Wing,171,89,22.8%,16,100.0,72,15.6%,42,0.68,1,23.3%
Drew Gooden,22.1,ORL,Big,2103,90,18.6%,28,112.1,58,7.6%,29,0.41,76,14.5%
Brian Grant,31.7,MIA,Big,2298,38,12.4%,25,110.1,28,5.1%,32,0.42,84,13.5%
Horace Grant,38.3,LAL,Big,1090,14,10.3%,9,101.4,75,9.4%,92,0.91,94,11.5%
Willie Green,22.3,PHI,Wing,715,94,23.6%,27,106.0,69,15.2%,31,0.64,45,14.7%
Adrian Griffin,29.3,HOU,Wing,112,1,9.3%,0,37.5,45,11.4%,94,1.23,95,9.8%
Tom Gugliotta,33.9,PHX,Big,296,84,17.6%,0,68.8,89,11.8%,75,0.67,48,17.5%
Tom Gugliotta,33.9,UTA,Big,513,29,11.9%,4,92.1,93,14.0%,98,1.17,71,14.9%
Marcus Haislip,22.9,MIL,Big,226,33,12.2%,57,124.6,6,2.8%,4,0.23,88,12.8%
Darvin Ham,30.3,DET,Forward,404,2,9.8%,78,128.8,11,6.4%,63,0.65,0,30.8%
Richard Hamilton,25.7,DET,Wing,2768,88,22.3%,71,121.0,90,21.3%,77,0.95,34,15.5%
Zendon Hamilton,28.5,PHI,Big,440,11,9.7%,100,200.0,22,4.7%,50,0.49,3,26.9%
Ben Handlogten,30.0,UTA,Big,159,47,13.2%,98,165.0,47,6.6%,52,0.50,18,22.0%
Travis Hansen,25.5,ATL,Wing,441,9,11.9%,9,94.6,0,5.1%,4,0.43,95,9.4%
Anfernee Hardaway,32.3,NYK,Wing,1200,54,17.3%,18,100.5,41,11.2%,33,0.65,53,14.0%
Anfernee Hardaway,32.3,PHX,Wing,867,45,16.3%,40,110.7,82,18.2%,88,1.11,62,13.5%
Matt Harpring,27.4,UTA,Forward,1128,50,17.2%,70,127.2,43,10.2%,43,0.60,65,15.3%
Al Harrington,23.7,IND,Forward,2380,67,19.1%,52,118.7,48,10.4%,33,0.54,35,16.9%
Othella Harrington,29.7,NYK,Forward,807,11,12.7%,87,135.6,9,5.6%,15,0.44,2,26.7%
Lucious Harris,32.9,BKN,Combo,1469,29,16.1%,31,106.0,27,15.6%,42,0.97,93,10.8%
Jason Hart,25.5,SAS,Point,572,2,13.9%,52,112.3,3,19.7%,48,1.42,55,15.4%
Donnell Harvey,23.2,ORL,Forward,336,22,13.5%,46,117.1,0,4.1%,0,0.30,11,21.9%
Donnell Harvey,23.2,PHX,Big,424,36,12.4%,79,135.0,21,4.6%,24,0.37,52,17.3%
Udonis Haslem,23.4,MIA,Big,1764,30,12.0%,66,129.1,24,4.9%,30,0.41,57,16.5%
Trenton Hassell,24.7,MIN,Wing,2233,0,8.7%,35,108.3,11,8.2%,75,0.94,89,10.4%
Jarvis Hayes,22.2,WAS,Wing,1976,47,16.5%,12,96.7,19,9.0%,15,0.55,43,14.8%
Brendan Haywood,23.9,WAS,Big,1470,32,12.1%,96,149.1,25,5.1%,34,0.42,34,19.2%
Nene Hilario,21.1,DEN,Big,2505,42,12.8%,97,156.7,83,10.3%,86,0.81,7,25.1%
Kirk Hinrich,22.8,CHI,Point,2678,56,19.7%,65,113.8,68,32.4%,68,1.65,34,17.2%
Fred Hoiberg,31.0,MIN,Wing,1739,3,10.4%,95,139.9,23,9.4%,74,0.91,85,10.7%
Robert Horry,33.2,SAS,Big,1255,52,13.5%,35,116.6,91,12.9%,94,0.95,83,13.9%
Eddie House,25.5,LAC,Point,1140,60,19.9%,10,91.2,18,22.8%,5,1.15,94,12.1%
Allan Houston,32.5,NYK,Wing,1789,84,21.2%,70,120.0,30,10.1%,7,0.48,74,12.4%
Josh Howard,23.5,DAL,Wing,1525,39,15.5%,41,111.5,14,8.4%,13,0.54,77,12.0%
Juwan Howard,30.7,ORL,Big,2877,91,19.4%,50,122.1,79,9.8%,53,0.51,79,14.4%
Troy Hudson,27.6,MIN,Point,498,92,24.1%,39,109.5,32,25.4%,2,1.05,71,13.5%
Larry Hughes,24.8,WAS,Wing,2061,91,23.2%,55,116.5,64,14.5%,27,0.63,57,13.8%
Brandon Hunter,22.9,BOS,Big,367,55,13.7%,39,117.5,52,7.1%,54,0.52,51,17.5%
Lindsey Hunter,32.9,DET,Combo,587,11,14.9%,0,82.2,53,20.3%,89,1.37,31,17.3%
Steven Hunter,22.0,ORL,Big,734,7,9.1%,58,124.6,6,2.7%,12,0.30,35,19.0%
Zydrunas Ilgauskas,28.4,CLE,Big,2539,83,17.6%,73,132.7,56,7.5%,35,0.42,59,16.3%
Allen Iverson,28.4,PHI,Combo,2036,100,30.8%,58,116.1,96,32.5%,53,1.05,51,15.2%
Bobby Jackson,30.6,SAC,Combo,1140,87,23.4%,76,120.4,36,16.2%,13,0.69,96,10.7%
Jim Jackson,33.0,HOU,Wing,3114,43,16.0%,53,115.9,56,12.7%,56,0.79,20,16.6%
Marc Jackson,28.8,PHI,Big,584,53,13.6%,51,122.2,35,5.5%,29,0.40,81,14.1%
Mark Jackson,38.6,HOU,Point,555,15,16.6%,32,108.8,71,32.6%,95,1.97,0,26.8%
Stephen Jackson,25.6,ATL,Wing,2924,85,21.8%,58,117.2,71,15.5%,46,0.71,32,15.8%
Casey Jacobsen,22.6,PHX,Combo,1803,2,10.2%,96,132.7,7,8.5%,22,0.83,40,16.5%
Jerome James,28.0,OKC,Big,988,65,14.8%,70,131.2,29,5.2%,20,0.35,4,26.6%
LeBron James,18.8,CLE,Wing,3119,96,25.6%,49,114.9,98,26.7%,85,1.04,39,15.2%
Mike James,28.4,BOS,Point,1680,26,17.5%,69,116.4,21,23.5%,31,1.34,87,12.7%
Mike James,28.4,DET,Point,440,55,19.6%,55,112.8,74,33.0%,76,1.68,44,16.5%
Antawn Jamison,27.4,DAL,Forward,2337,35,15.1%,89,135.9,2,4.7%,2,0.31,100,9.6%
Marko Jaric,24.9,LAC,Wing,1748,51,16.8%,29,106.1,95,25.9%,99,1.54,15,17.2%
Chris Jefferies,23.7,CHI,Forward,172,37,15.4%,61,123.1,7,5.5%,4,0.36,9,23.3%
Richard Jefferson,23.4,BKN,Wing,3120,59,18.5%,96,141.0,81,18.1%,80,0.98,28,16.2%
Jared Jeffries,21.9,WAS,Forward,1831,13,12.8%,11,102.1,26,8.2%,57,0.64,13,19.5%
Britton Johnsen,24.3,ORL,Wing,273,5,11.5%,2,75.5,8,7.7%,36,0.67,24,16.4%
Anthony Johnson,29.1,IND,Point,1543,11,15.8%,56,112.9,19,23.0%,55,1.46,68,14.0%
Avery Johnson,38.6,GSW,Point,612,79,22.1%,35,109.3,61,31.3%,50,1.42,31,17.7%
DerMarr Johnson,23.5,NYK,Wing,245,49,16.6%,84,127.5,3,6.5%,2,0.39,42,14.9%
Ervin Johnson,35.9,MIN,Big,956,0,6.0%,63,127.6,9,3.2%,58,0.54,9,24.4%
Joe Johnson,22.3,PHX,Wing,3311,82,20.6%,36,108.9,85,18.7%,73,0.91,66,13.1%
Linton Johnson,23.4,CHI,Forward,697,24,13.7%,2,86.2,13,6.5%,24,0.47,39,16.7%
Dahntay Jones,22.8,MEM,Wing,139,72,19.3%,1,67.3,53,12.3%,30,0.64,35,15.4%
Damon Jones,27.2,MIL,Point,1981,32,18.0%,44,110.5,84,36.1%,98,2.01,82,12.9%
Eddie Jones,32.0,MIA,Wing,2988,74,19.4%,80,124.3,74,16.0%,65,0.83,88,10.5%
Fred Jones,24.6,IND,Wing,1394,20,13.7%,90,133.7,86,20.9%,98,1.53,15,17.3%
Jumaine Jones,24.7,BOS,Forward,314,9,11.9%,4,90.4,22,7.7%,59,0.65,63,15.6%
Chris Kaman,21.5,LAC,Big,1825,56,13.7%,39,117.5,59,7.8%,61,0.57,2,27.6%
Jason Kapono,22.7,CLE,Wing,373,16,13.3%,45,114.0,1,6.3%,6,0.47,46,14.4%
Jason Kidd,30.6,BKN,Point,2457,97,25.3%,42,110.3,100,42.2%,74,1.67,50,15.8%
Andrei Kirilenko,22.7,UTA,Forward,2902,52,17.7%,96,142.9,83,15.2%,76,0.86,15,19.0%
Kerry Kittles,29.4,BKN,Wing,2837,40,15.6%,45,114.3,55,12.5%,59,0.80,94,10.0%
Brevin Knight,28.0,MIL,Point,402,40,18.3%,66,115.5,97,39.3%,100,2.15,45,16.3%
Brevin Knight,28.0,WAS,Point,589,21,17.0%,16,100.0,58,30.4%,81,1.79,19,19.6%
Kyle Korver,22.6,PHI,Wing,805,55,17.3%,24,104.6,10,8.1%,5,0.47,75,12.4%
Toni Kukoc,35.1,MIL,Forward,1500,70,19.2%,74,127.5,98,23.1%,100,1.20,24,17.4%
Raef LaFrentz,27.4,BOS,Big,327,80,17.1%,19,107.3,88,11.7%,76,0.68,98,8.0%
Christian Laettner,34.2,WAS,Forward,973,20,13.3%,33,113.4,87,15.7%,98,1.18,78,14.6%
Maciej Lampe,18.7,PHX,Big,210,88,18.3%,25,110.0,52,7.1%,25,0.39,58,16.5%
Voshon Lenard,30.5,DEN,Wing,2233,68,18.9%,43,113.2,42,11.2%,21,0.59,87,10.5%
Rashard Lewis,24.2,OKC,Forward,2926,74,19.5%,54,118.8,50,10.5%,30,0.54,96,10.9%
Raul Lopez,23.5,UTA,Point,1574,87,22.8%,63,113.6,89,36.8%,66,1.62,10,21.8%
Tyronn Lue,26.5,ORL,Point,2329,35,18.1%,58,113.2,13,22.5%,18,1.25,74,13.4%
George Lynch,33.2,NOP,Wing,1663,8,11.8%,20,101.9,45,11.3%,78,0.96,41,15.0%
Mark Madsen,27.8,MIN,Big,1213,3,8.2%,68,129.8,9,3.4%,30,0.41,30,20.0%
Corey Maggette,24.0,LAC,Wing,2623,70,19.2%,100,156.7,70,15.4%,60,0.81,10,18.3%
Jamaal Magloire,25.4,NOP,Big,2789,66,15.0%,89,143.2,36,5.5%,23,0.37,17,22.2%
Karl Malone,40.3,LAL,Big,1378,73,15.7%,93,145.8,98,18.3%,97,1.16,22,21.0%
Stephon Marbury,26.7,NYK,Point,1829,98,26.7%,85,124.1,98,41.7%,60,1.56,66,14.1%
Stephon Marbury,26.7,PHX,Point,1413,95,25.2%,81,119.9,77,34.3%,34,1.36,90,12.3%
Shawn Marion,25.5,PHX,Forward,3202,78,19.7%,35,114.1,63,11.6%,41,0.59,93,11.1%
Donyell Marshall,30.5,CHI,Forward,401,43,17.0%,15,103.7,70,11.9%,67,0.70,76,14.9%
Donyell Marshall,30.5,TOR,Big,2571,72,15.7%,55,124.0,48,6.8%,39,0.43,95,11.3%
Darrick Martin,32.7,MIN,Point,155,68,20.5%,3,83.6,42,26.8%,24,1.31,100,10.1%
Kenyon Martin,25.8,BKN,Big,2251,94,20.2%,58,125.0,92,13.4%,74,0.67,55,17.1%
Jamal Mashburn,30.9,NOP,Wing,729,98,26.4%,19,100.8,52,12.3%,5,0.47,96,8.8%
Desmond Mason,26.1,MIL,Wing,2514,50,16.7%,95,140.1,33,10.4%,26,0.62,31,16.0%
Roger Mason Jr.,23.1,TOR,Combo,263,40,17.7%,36,107.9,31,15.9%,33,0.90,22,18.3%
Tony Massenburg,36.3,SAC,Big,729,59,14.1%,47,121.1,43,6.2%,40,0.44,47,17.6%
Walter McCarty,29.7,BOS,Big,1878,61,14.2%,41,118.4,86,11.0%,84,0.78,62,15.7%
Amal McCaskill,30.0,PHI,Big,592,16,10.3%,7,98.2,19,4.4%,35,0.42,52,17.5%
Antonio McDyess,29.1,PHX,Big,505,34,12.3%,26,110.4,31,5.2%,37,0.43,21,21.1%
Antonio McDyess,29.1,NYK,Big,421,81,17.1%,27,111.8,66,8.3%,49,0.49,44,17.7%
Tracy McGrady,24.4,ORL,Wing,2681,99,29.0%,77,123.6,99,27.2%,75,0.94,90,10.4%
Jeff McInnis,29.0,CLE,Point,1100,42,18.3%,53,112.5,69,32.4%,79,1.77,81,12.9%
Jeff McInnis,29.0,POR,Combo,1257,47,19.1%,47,113.0,80,25.8%,87,1.35,87,11.7%
Aaron McKie,31.1,PHI,Wing,2101,35,15.1%,76,122.9,77,17.0%,89,1.12,40,15.2%
Keith McLeod,24.0,MIN,Point,360,18,16.8%,48,111.3,37,25.9%,56,1.54,5,23.7%
Slava Medvedenko,24.6,LAL,Big,1403,79,16.8%,15,104.3,46,6.5%,25,0.39,96,11.2%
