Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Reggie Miller,39.2,IND,Wing,427,14,0.1%,31,1.1%,52,3.0%,14,1.0%,41,9.2%,0,0.0%,38,7.7%
Yao Ming,24.1,HOU,Big,219,98,4.7%,15,0.4%,68,4.7%,76,12.1%,22,12.8%,0,0.0%,88,46.7%
Cuttino Mobley,29.2,SAC,Wing,158,69,0.7%,69,1.7%,38,3.3%,45,2.5%,0,6.1%,0,0.0%,69,14.3%
Nazr Mohammed,27.2,SAS,Big,529,51,2.4%,63,1.2%,49,5.4%,93,15.9%,59,16.1%,66,3.3%,7,6.5%
Alonzo Mourning,34.7,MIA,Big,252,100,6.6%,46,1.0%,10,8.0%,59,10.4%,41,14.6%,68,3.8%,98,55.0%
Dikembe Mutombo,38.4,HOU,Big,100,88,4.2%,51,1.0%,20,7.1%,85,13.6%,93,24.1%,0,0.0%,78,42.9%
Steve Nash,30.7,PHX,Point,610,47,0.2%,18,1.0%,71,2.3%,53,1.7%,71,10.2%,0,0.0%,71,6.7%
Andres Nocioni,24.9,CHI,Forward,197,55,1.6%,0,0.2%,55,4.1%,36,3.9%,100,18.2%,0,0.0%,91,40.0%
Dirk Nowitzki,26.4,DAL,Big,553,44,2.0%,83,1.4%,93,3.1%,12,4.7%,73,18.1%,56,2.2%,90,47.2%
Jermaine O'Neal,26.1,IND,Big,477,85,4.2%,34,0.7%,90,3.6%,10,4.4%,76,18.4%,80,6.9%,17,17.2%
Shaquille O'Neal,32.7,MIA,Big,428,49,2.4%,22,0.6%,78,4.2%,24,6.1%,68,17.7%,0,0.0%,51,30.0%
Scott Padgett,28.5,HOU,Big,102,24,1.1%,73,1.4%,7,8.2%,37,8.5%,10,11.5%,100,16.7%,0,0.0%
Tony Parker,22.5,SAS,Point,848,29,0.1%,12,0.9%,47,3.3%,47,1.7%,29,7.0%,88,1.5%,0,0.0%
Gary Payton,36.3,BOS,Point,238,53,0.3%,29,1.2%,82,2.0%,94,3.9%,53,9.1%,0,0.0%,88,12.5%
Paul Pierce,27.1,BOS,Wing,276,100,2.2%,93,2.3%,62,2.8%,59,3.0%,100,17.7%,0,0.0%,93,29.4%
Tayshaun Prince,24.7,DET,Wing,1016,55,0.5%,34,1.2%,86,2.2%,97,5.6%,69,11.0%,97,6.8%,52,8.8%
Vladimir Radmanovic,24.0,OKC,Forward,123,45,1.3%,64,1.5%,100,2.9%,0,1.0%,55,12.5%,0,0.0%,82,33.3%
Quentin Richardson,24.6,PHX,Wing,561,24,0.3%,59,1.5%,24,3.9%,86,4.5%,45,9.2%,79,3.1%,45,7.9%
Luke Ridnour,23.7,OKC,Point,374,100,1.0%,59,1.6%,53,2.7%,76,3.0%,35,7.0%,0,0.0%,94,14.3%
Glenn Robinson,31.8,SAS,Forward,102,100,3.7%,45,1.5%,9,6.8%,18,2.4%,64,14.4%,0,0.0%,0,0.0%
Michael Ruffin,27.8,WAS,Big,154,22,1.1%,41,0.9%,2,8.8%,39,8.6%,17,12.1%,95,11.1%,56,31.3%
Jerry Stackhouse,30.0,DAL,Wing,403,38,0.4%,17,0.9%,97,2.0%,76,4.3%,52,9.4%,100,9.4%,31,3.7%
Peja Stojakovic,27.4,SAC,Wing,201,28,0.3%,10,0.7%,41,3.3%,66,3.0%,62,10.4%,0,0.0%,79,20.0%
Amar'e Stoudemire,22.0,PHX,Big,599,54,2.5%,37,0.7%,88,3.7%,66,11.4%,61,16.4%,63,2.8%,24,18.9%
Bob Sura,31.6,HOU,Point,180,0,0.0%,65,1.8%,35,3.6%,88,3.8%,94,12.9%,0,0.0%,82,11.1%
Jason Terry,27.1,DAL,Point,499,82,0.7%,47,1.5%,65,2.5%,59,1.9%,59,9.6%,0,0.0%,53,3.1%
Etan Thomas,26.6,WAS,Big,126,59,2.8%,0,0.0%,17,7.4%,46,9.1%,54,15.6%,85,7.7%,66,35.7%
Kenny Thomas,27.3,SAC,Big,153,15,0.7%,61,1.2%,37,6.1%,63,10.8%,71,17.8%,90,10.0%,78,42.9%
Jamaal Tinsley,26.7,IND,Point,249,76,0.7%,100,2.7%,6,5.8%,71,2.6%,76,10.7%,0,0.0%,0,0.0%
Beno Udrih,22.3,SAS,Point,224,41,0.2%,71,1.9%,29,4.0%,41,1.5%,6,5.0%,0,0.0%,0,0.0%
Dwyane Wade,22.8,MIA,Combo,572,100,1.5%,58,1.7%,92,2.8%,92,5.3%,50,9.8%,0,0.0%,0,0.0%
Antoine Walker,28.2,BOS,Big,223,37,1.6%,68,1.3%,95,3.0%,34,7.6%,15,12.1%,0,0.0%,66,35.7%
Ben Wallace,30.1,DET,Big,973,73,3.6%,100,2.1%,98,3.0%,61,10.5%,80,19.4%,0,0.0%,85,45.5%
Rasheed Wallace,30.1,DET,Big,822,68,3.2%,85,1.5%,63,4.9%,15,5.2%,63,17.3%,0,0.0%,46,28.3%
Chris Webber,31.7,PHI,Big,185,7,0.3%,90,1.6%,73,4.4%,27,6.5%,7,9.9%,90,10.0%,76,40.0%
David Wesley,34.0,HOU,Wing,279,21,0.2%,62,1.5%,48,3.2%,17,1.3%,3,6.6%,90,6.3%,0,0.0%
Delonte West,21.3,BOS,Combo,100,42,0.6%,83,2.5%,0,7.5%,42,2.7%,0,6.2%,0,0.0%,0,0.0%
Damien Wilkins,24.8,OKC,Forward,132,18,0.4%,100,3.5%,45,4.5%,55,6.1%,9,7.5%,91,13.3%,27,7.7%
Jason Williams,29.0,MEM,Point,115,0,0.0%,88,2.2%,59,2.6%,24,0.9%,47,7.4%,0,0.0%,76,7.7%
