Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jaden McDaniels,23.1,MIN,Wing,535,17,77.1%,79,10.5%,36,1.0%,57,25.0%
Khris Middleton,32.2,MIL,Wing,229,83,90.0%,75,10.5%,100,3.0%,54,23.1%
Donovan Mitchell,27.1,CLE,Combo,381,50,81.5%,83,11.9%,94,2.8%,61,27.6%
Evan Mobley,22.4,CLE,Big,421,29,69.4%,35,10.7%,26,1.2%,59,23.5%
Marcus Morris,34.2,CLE,Big,119,0,66.7%,9,5.0%,0,0.0%,100,50.0%
Trey Murphy III,23.4,NOP,Wing,241,0,100.0%,11,1.5%,61,1.5%,0,0.0%
Jamal Murray,26.7,DEN,Point,461,71,92.3%,50,4.3%,71,2.8%,57,27.3%
Larry Nance Jr.,30.8,NOP,Big,132,0,60.0%,74,15.6%,56,2.0%,88,40.0%
Andrew Nembhard,23.8,IND,Combo,552,17,76.9%,67,6.3%,39,1.0%,72,33.3%
Aaron Nesmith,24.0,IND,Forward,558,100,91.7%,60,8.0%,88,1.6%,52,25.0%
Georges Niang,30.4,CLE,Forward,104,0,80.0%,44,5.9%,48,0.9%,0,0.0%
Jusuf Nurkic,29.2,PHX,Big,103,0,45.5%,76,16.7%,85,3.1%,41,20.0%
Royce O'Neale,30.4,PHX,Forward,103,0,0.0%,0,0.0%,16,0.4%,96,0.0%
Isaac Okoro,22.8,CLE,Forward,247,0,85.7%,16,3.0%,80,1.5%,88,50.0%
Kelly Oubre,27.9,PHI,Forward,260,0,81.3%,88,11.3%,72,1.2%,48,22.2%
Michael Porter,25.3,DEN,Forward,442,57,76.9%,52,7.7%,36,0.6%,36,16.7%
Bobby Portis,28.7,MIL,Big,186,0,61.5%,21,7.4%,50,2.0%,94,42.9%
Kristaps Porzingis,28.2,BOS,Big,164,0,90.9%,50,11.8%,97,4.8%,0,0.0%
Norman Powell,30.4,LAC,Wing,177,0,84.6%,54,7.7%,54,1.3%,0,0.0%
Taurean Prince,29.6,LAL,Wing,133,0,100.0%,54,7.7%,39,1.0%,0,0.0%
Payton Pritchard,25.8,BOS,Point,322,0,100.0%,0,1.2%,7,1.0%,0,0.0%
Austin Reaves,25.4,LAL,Combo,210,0,91.3%,78,9.2%,44,1.3%,22,14.3%
Naz Reid,24.2,MIN,Big,359,36,71.0%,44,10.9%,18,1.2%,35,17.6%
Mitchell Robinson,25.6,NYK,Big,114,0,37.5%,12,6.7%,35,1.5%,0,0.0%
D'Angelo Russell,27.7,LAL,Point,221,0,75.0%,7,2.2%,29,1.5%,0,0.0%
Ben Sheppard,22.3,IND,Wing,323,0,80.0%,39,5.6%,11,0.3%,89,75.0%
Pascal Siakam,29.6,IND,Forward,602,0,61.9%,80,10.3%,92,2.2%,76,34.4%
Max Strus,27.6,CLE,Wing,433,0,100.0%,7,1.0%,82,2.0%,0,0.0%
Jalen Suggs,22.4,ORL,Combo,232,0,76.7%,100,13.5%,83,1.9%,83,41.7%
Jayson Tatum,25.7,BOS,Forward,766,86,86.7%,100,15.5%,96,2.2%,60,26.2%
Obi Toppin,25.7,IND,Big,336,0,76.0%,18,7.2%,12,0.9%,88,40.0%
Karl-Anthony Towns,28.0,MIN,Big,520,86,85.5%,53,12.2%,59,2.3%,68,25.8%
Myles Turner,27.6,IND,Big,550,57,76.0%,38,10.7%,32,1.3%,50,20.8%
Jonas Valanciunas,31.5,NOP,Big,136,0,86.4%,68,14.7%,47,1.9%,18,9.1%
Franz Wagner,22.2,ORL,Wing,258,100,90.7%,96,17.5%,86,2.0%,46,19.0%
Cason Wallace,20.0,OKC,Combo,192,0,50.0%,22,2.4%,22,0.5%,0,0.0%
PJ Washington,25.2,DAL,Forward,784,14,70.9%,72,9.1%,52,1.0%,28,13.0%
Russell Westbrook,35.0,LAC,Point,114,0,61.5%,64,10.9%,14,1.1%,29,16.7%
Derrick White,29.3,BOS,Combo,673,100,92.1%,56,5.6%,61,1.6%,17,7.1%
Aaron Wiggins,24.8,OKC,Forward,145,0,88.9%,68,8.3%,12,0.3%,52,25.0%
Jalen Williams,22.5,OKC,Wing,375,33,81.5%,46,7.2%,79,1.9%,57,25.0%
Jaylin Williams,21.3,OKC,Big,115,0,75.0%,6,3.1%,3,0.8%,0,0.0%
Delon Wright,31.5,MIA,Combo,143,0,100.0%,0,0.0%,50,1.4%,89,0.0%
Ivica Zubac,26.6,LAC,Big,191,0,65.0%,65,14.1%,79,2.9%,71,27.3%
