Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Udonis Haslem,31.4,MIA,Big,444,13,0.8%,13,0.5%,23,5.7%,68,9.8%,96,24.2%,0,0.0%,47,24.0%
Spencer Hawes,23.5,PHI,Big,328,47,1.9%,17,0.6%,57,4.1%,15,5.1%,74,19.6%,64,4.8%,89,43.8%
Gordon Hayward,21.6,UTA,Wing,122,0,0.0%,30,1.1%,100,1.5%,22,1.6%,32,7.5%,0,0.0%,62,16.7%
Roy Hibbert,24.9,IND,Big,339,96,5.6%,15,0.5%,49,4.3%,96,14.5%,85,21.9%,0,0.0%,57,28.6%
George Hill,25.5,IND,Combo,344,50,0.5%,60,1.7%,90,2.6%,70,2.9%,10,5.0%,0,0.0%,0,0.0%
Jordan Hill,24.3,LAL,Big,210,49,2.0%,23,0.6%,13,6.5%,100,17.4%,53,16.8%,0,0.0%,23,18.8%
Kirk Hinrich,30.8,ATL,Combo,140,0,0.0%,30,1.3%,70,3.0%,60,2.9%,40,6.6%,0,0.0%,0,0.0%
Jrue Holiday,21.4,PHI,Combo,492,70,0.9%,70,1.9%,100,2.1%,80,3.5%,80,9.8%,0,0.0%,0,0.0%
Ryan Hollins,27.1,BOS,Big,146,66,2.9%,0,0.0%,6,7.2%,64,9.5%,0,5.9%,0,0.0%,40,22.2%
Al Horford,25.4,ATL,Big,107,53,2.2%,91,1.8%,83,3.2%,23,5.4%,70,19.1%,100,0.0%,100,100.0%
Serge Ibaka,22.1,OKC,Big,567,98,5.6%,45,0.9%,40,4.6%,66,9.5%,21,12.5%,0,0.0%,9,9.5%
Andre Iguodala,27.8,PHI,Wing,504,51,0.6%,73,1.8%,81,2.8%,65,3.4%,70,11.5%,0,0.0%,57,14.3%
Stephen Jackson,33.6,SAS,Wing,282,49,0.6%,46,1.3%,8,5.8%,35,2.3%,22,6.8%,0,0.0%,81,22.7%
LeBron James,26.8,MIA,Forward,978,63,0.9%,100,2.1%,100,1.7%,100,6.6%,75,17.4%,0,0.0%,50,33.3%
Al Jefferson,26.8,UTA,Big,140,26,1.2%,62,1.3%,85,2.9%,13,4.9%,72,19.3%,0,0.0%,81,36.4%
Joe Johnson,30.3,ATL,Wing,242,27,0.2%,62,1.6%,89,2.0%,51,2.7%,16,6.5%,0,0.0%,86,25.0%
James Jones,31.1,MIA,Wing,149,0,0.0%,19,1.0%,43,3.9%,76,3.7%,49,8.6%,0,0.0%,0,0.0%
DeAndre Jordan,23.3,LAC,Big,245,83,4.0%,70,1.4%,66,3.7%,53,8.5%,66,18.3%,0,0.0%,30,20.0%
Jason Kidd,38.6,DAL,Point,143,76,0.4%,100,3.8%,76,2.2%,76,2.1%,100,17.6%,0,0.0%,0,0.0%
Ty Lawson,24.0,DEN,Point,241,53,0.2%,41,1.3%,82,2.2%,41,1.6%,6,5.2%,0,0.0%,0,0.0%
Kawhi Leonard,20.3,SAS,Forward,376,38,0.9%,88,2.1%,50,2.7%,63,4.7%,63,16.6%,63,8.3%,88,42.9%
Shawn Marion,33.5,DAL,Forward,139,100,2.1%,0,0.3%,13,4.1%,75,5.4%,88,17.8%,100,25.0%,75,40.0%
Kenyon Martin,33.8,LAC,Big,191,94,5.1%,49,1.0%,0,8.4%,36,6.7%,11,11.3%,0,0.0%,34,21.1%
O.J. Mayo,24.0,MEM,Combo,163,40,0.4%,90,2.5%,20,4.4%,40,1.3%,100,15.8%,0,0.0%,90,11.1%
JaVale McGee,23.8,DEN,Big,181,100,6.3%,60,1.2%,34,4.9%,87,12.1%,62,17.9%,0,0.0%,98,66.7%
Andre Miller,35.6,DEN,Combo,199,30,0.3%,80,2.0%,40,4.2%,90,6.7%,90,11.4%,0,0.0%,80,5.6%
Mike Miller,31.7,MIA,Wing,366,32,0.3%,35,1.2%,19,5.1%,54,2.8%,89,14.7%,0,0.0%,43,11.1%
Paul Millsap,26.7,UTA,Big,138,81,4.0%,2,0.3%,91,2.5%,79,10.4%,83,21.5%,83,7.7%,13,10.0%
Gary Neal,27.1,SAS,Combo,204,0,0.0%,0,0.2%,30,4.4%,10,0.6%,70,9.6%,0,0.0%,0,0.0%
Jameer Nelson,29.7,ORL,Point,181,65,0.3%,18,1.1%,35,3.5%,6,0.5%,71,11.1%,0,0.0%,0,0.0%
Dirk Nowitzki,33.4,DAL,Big,153,0,0.0%,43,0.9%,100,1.8%,2,2.2%,40,15.7%,0,0.0%,70,33.3%
Tony Parker,29.5,SAS,Point,504,0,0.0%,35,1.2%,100,1.9%,65,1.9%,53,8.9%,0,0.0%,0,0.0%
Chris Paul,26.5,LAC,Point,421,41,0.1%,94,3.4%,53,3.1%,53,1.6%,88,13.7%,0,0.0%,53,3.7%
Kendrick Perkins,27.0,OKC,Big,515,60,2.6%,26,0.6%,45,4.5%,43,7.2%,55,17.0%,72,6.7%,79,35.3%
Paul Pierce,34.1,BOS,Forward,775,75,1.3%,75,1.8%,25,3.7%,13,1.9%,25,14.0%,50,4.2%,0,18.6%
Mickael Pietrus,29.7,BOS,Wing,392,59,0.7%,70,1.8%,3,6.2%,62,3.4%,38,8.0%,0,0.0%,24,4.0%
Quincy Pondexter,23.6,MEM,Wing,113,0,0.0%,68,1.7%,11,5.5%,57,3.1%,78,13.0%,0,0.0%,43,11.1%
Zach Randolph,30.3,MEM,Big,247,21,1.0%,64,1.3%,47,4.5%,85,12.1%,79,19.9%,79,7.1%,9,9.5%
JJ Redick,27.4,ORL,Wing,121,0,0.0%,5,0.4%,97,1.6%,0,0.0%,0,4.3%,0,0.0%,0,0.0%
Jason Richardson,30.8,ORL,Wing,148,65,0.8%,76,2.0%,86,2.4%,49,2.7%,65,10.8%,0,0.0%,51,12.5%
Rajon Rondo,25.7,BOS,Point,805,47,0.1%,82,2.7%,94,2.0%,100,4.7%,82,12.1%,0,0.0%,94,13.6%
Thabo Sefolosha,27.5,OKC,Wing,443,78,1.1%,100,3.2%,24,4.7%,46,2.5%,54,9.9%,97,6.3%,0,0.0%
Ramon Sessions,25.6,LAL,Combo,375,20,0.1%,10,0.5%,60,3.2%,30,0.8%,60,8.6%,0,0.0%,100,12.5%
JR Smith,26.1,NYK,Wing,169,35,0.3%,65,1.7%,16,5.2%,14,1.3%,5,5.1%,0,0.0%,78,21.4%
Josh Smith,25.9,ATL,Big,194,34,1.5%,30,0.8%,81,3.3%,26,5.7%,100,32.2%,0,0.0%,70,33.3%
Marreese Speights,24.2,MEM,Big,100,38,1.7%,74,1.4%,30,5.3%,98,15.9%,32,14.7%,0,0.0%,70,33.3%
Tiago Splitter,26.8,SAS,Big,166,28,1.2%,72,1.4%,17,6.1%,38,6.8%,34,14.7%,0,0.0%,87,41.7%
Greg Stiemsma,26.1,BOS,Big,141,89,4.3%,68,1.4%,2,7.9%,34,6.6%,91,22.6%,0,0.0%,96,55.6%
Amar'e Stoudemire,29.0,NYK,Big,139,4,0.4%,89,1.8%,36,4.9%,28,6.2%,28,13.8%,96,12.5%,62,30.0%
Jeff Teague,23.4,ATL,Point,224,100,1.3%,12,1.1%,29,3.8%,71,1.9%,59,9.0%,0,0.0%,0,0.0%
Jason Terry,34.1,DAL,Wing,138,0,0.0%,3,0.3%,59,3.4%,5,0.8%,24,7.1%,0,0.0%,0,0.0%
Ronny Turiaf,28.8,MIA,Big,106,79,3.6%,9,0.4%,4,7.5%,81,10.8%,30,14.4%,0,0.0%,0,0.0%
Hedo Turkoglu,32.6,ORL,Wing,162,84,1.4%,59,1.6%,14,5.3%,27,1.9%,3,4.9%,100,10.0%,100,37.5%
Evan Turner,23.0,PHI,Wing,443,62,0.8%,43,1.2%,51,3.7%,68,3.5%,100,19.4%,0,0.0%,97,26.3%
Dwyane Wade,29.8,MIA,Wing,898,89,1.8%,78,2.1%,65,3.2%,78,3.9%,59,10.4%,86,1.9%,22,2.4%
CJ Watson,27.5,CHI,Point,164,0,0.0%,47,1.5%,12,4.5%,18,0.6%,29,7.1%,0,0.0%,88,11.1%
David West,31.2,IND,Big,415,15,0.8%,40,0.9%,79,3.3%,19,5.4%,51,16.5%,66,5.0%,55,28.1%
Russell Westbrook,23.0,OKC,Point,765,88,0.5%,71,1.9%,71,2.4%,94,3.2%,76,12.1%,100,3.0%,65,4.9%
Lou Williams,25.0,PHI,Point,354,0,0.0%,59,1.7%,88,2.2%,29,0.9%,24,6.9%,0,0.0%,59,4.5%
Marvin Williams,25.4,ATL,Forward,138,25,0.8%,25,1.1%,38,3.2%,50,4.1%,100,18.9%,0,0.0%,100,50.0%
Mo Williams,28.9,LAC,Combo,225,90,1.3%,20,1.3%,80,3.0%,0,0.5%,0,4.1%,0,0.0%,0,0.0%
Metta World Peace,32.0,LAL,Wing,233,68,0.9%,97,2.6%,70,3.2%,16,1.3%,35,8.0%,0,0.0%,0,0.0%
Nick Young,26.4,LAC,Wing,196,81,1.2%,11,0.7%,22,4.8%,3,0.7%,8,5.2%,0,0.0%,35,9.1%
Thaddeus Young,23.4,PHI,Big,275,32,1.4%,57,1.2%,55,4.2%,57,9.0%,47,16.0%,70,5.9%,40,22.2%
