Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Kent Bazemore,25.3,ATL,Wing,299,86,1.4%,69,1.7%,46,3.3%,23,1.0%,77,13.1%,0,0.0%,86,33.3%
Bradley Beal,21.3,WAS,Wing,416,60,0.9%,66,1.7%,100,1.9%,77,3.5%,26,9.2%,0,0.0%,20,4.8%
Marco Belinelli,28.6,SAS,Combo,108,0,0.0%,28,0.8%,72,3.8%,50,2.1%,72,11.2%,0,0.0%,0,0.0%
Bojan Bogdanovic,25.5,BKN,Forward,205,11,0.5%,22,0.9%,89,2.5%,11,1.5%,44,9.9%,0,0.0%,0,0.0%
Andrew Bogut,29.9,GSW,Big,438,100,4.0%,58,1.2%,9,6.8%,77,10.2%,91,24.1%,0,0.0%,58,28.6%
Avery Bradley,23.9,BOS,Combo,132,0,0.0%,44,1.0%,39,4.4%,67,2.3%,44,9.2%,0,0.0%,0,0.0%
Corey Brewer,28.7,HOU,Wing,417,34,0.5%,14,1.1%,14,4.5%,49,2.4%,20,7.8%,74,1.7%,26,8.3%
Aaron Brooks,29.8,CHI,Point,120,67,0.5%,20,1.2%,20,5.4%,93,2.4%,80,11.1%,0,0.0%,100,22.2%
Jimmy Butler,25.1,CHI,Wing,505,57,0.9%,94,2.7%,91,2.3%,80,3.5%,29,9.3%,97,4.5%,31,8.7%
Nick Calathes,25.7,MEM,Combo,117,67,0.5%,100,2.7%,0,5.9%,6,0.9%,89,14.2%,0,0.0%,0,0.0%
Clint Capela,20.5,HOU,Big,108,95,3.7%,35,0.8%,12,6.5%,72,10.0%,56,17.9%,86,9.1%,44,25.0%
DeMarre Carroll,28.3,ATL,Wing,556,37,0.5%,37,1.5%,71,2.7%,89,4.7%,54,11.6%,0,0.0%,74,26.7%
Vince Carter,37.8,MEM,Wing,193,43,0.6%,49,1.6%,31,3.8%,97,5.5%,97,18.2%,100,16.7%,51,15.4%
Michael Carter-Williams,23.1,MIL,Point,190,100,1.7%,47,1.6%,47,3.3%,7,0.5%,93,14.0%,0,0.0%,80,8.3%
Tyson Chandler,32.1,DAL,Big,160,53,1.9%,37,0.8%,53,3.9%,100,16.8%,28,15.1%,0,0.0%,56,27.8%
Norris Cole,26.1,NOP,Point,105,73,0.5%,0,0.0%,0,5.8%,20,1.1%,0,3.5%,0,0.0%,93,20.0%
Mike Conley,27.1,MEM,Point,243,0,0.0%,87,2.1%,93,1.9%,0,0.0%,13,3.9%,0,0.0%,0,0.0%
Jamal Crawford,34.6,LAC,Wing,372,29,0.4%,43,1.5%,29,3.9%,29,1.5%,9,6.4%,80,2.3%,11,2.0%
Jae Crowder,24.3,BOS,Forward,100,67,1.6%,67,1.8%,33,5.0%,89,8.2%,33,9.5%,0,0.0%,100,50.0%
Stephen Curry,26.6,GSW,Point,823,53,0.1%,93,2.1%,87,2.4%,87,2.3%,60,10.0%,93,3.6%,60,1.7%
Anthony Davis,21.6,NOP,Big,171,93,3.7%,70,1.3%,95,1.9%,14,5.4%,60,18.6%,0,0.0%,53,27.3%
Glen Davis,28.8,LAC,Big,136,49,1.8%,65,1.3%,0,9.6%,12,5.3%,9,13.2%,95,11.1%,5,5.6%
DeMar DeRozan,25.2,TOR,Wing,158,0,0.0%,60,1.7%,66,2.8%,66,3.0%,63,12.2%,0,0.0%,80,30.8%
Matthew Dellavedova,24.1,CLE,Combo,486,0,0.0%,22,0.8%,33,4.6%,56,2.2%,22,6.4%,0,0.0%,0,0.0%
Boris Diaw,32.5,SAS,Big,197,19,0.8%,56,1.1%,26,5.3%,30,6.5%,35,15.3%,79,7.1%,35,21.1%
Jared Dudley,29.3,MIL,Forward,110,56,1.0%,100,5.0%,22,5.0%,22,1.8%,0,6.1%,100,9.1%,22,12.5%
Tim Duncan,38.5,SAS,Big,249,60,2.2%,91,1.6%,35,4.5%,47,7.8%,86,23.2%,63,4.8%,40,22.6%
Mike Dunleavy,34.1,CHI,Wing,388,49,0.7%,17,1.2%,43,3.4%,40,1.9%,37,10.1%,0,0.0%,0,0.0%
Monta Ellis,29.0,DAL,Wing,196,54,0.8%,86,2.1%,34,3.7%,43,2.0%,6,5.9%,0,0.0%,17,3.7%
Tyreke Evans,25.1,NOP,Wing,125,26,0.4%,80,1.9%,80,2.6%,51,2.5%,86,14.2%,0,0.0%,0,0.0%
Festus Ezeli,25.0,GSW,Big,179,74,2.7%,0,0.2%,19,5.6%,98,13.6%,65,19.0%,0,0.0%,65,35.7%
Marc Gasol,29.8,MEM,Big,413,70,2.6%,51,1.1%,81,3.1%,9,4.5%,84,22.6%,65,5.6%,98,53.8%
Pau Gasol,34.3,CHI,Big,315,86,3.5%,33,0.7%,93,2.2%,19,5.9%,72,20.1%,0,0.0%,95,53.3%
Taj Gibson,29.4,CHI,Big,270,65,2.3%,26,0.7%,58,3.7%,60,8.6%,21,14.7%,79,7.1%,5,5.6%
Manu Ginobili,37.3,SAS,Wing,130,100,2.5%,31,1.4%,0,6.1%,71,3.2%,89,16.4%,0,0.0%,37,10.0%
Drew Gooden,33.1,WAS,Big,177,77,3.0%,23,0.5%,21,5.3%,37,7.1%,74,20.9%,86,9.1%,72,37.5%
Eric Gordon,25.9,NOP,Combo,143,89,0.8%,6,0.6%,83,3.4%,28,1.4%,6,5.7%,0,0.0%,0,0.0%
Marcin Gortat,30.7,WAS,Big,306,51,1.8%,44,0.9%,65,3.5%,63,9.1%,63,18.7%,65,5.6%,16,14.3%
Danny Green,27.4,SAS,Wing,203,91,1.9%,46,1.6%,69,2.7%,69,3.1%,17,7.5%,89,3.8%,23,6.7%
Draymond Green,24.7,GSW,Big,781,44,1.7%,98,2.2%,37,4.4%,21,5.9%,58,18.6%,70,5.9%,65,35.7%
Jeff Green,28.2,MEM,Forward,295,44,0.9%,11,0.8%,100,2.3%,44,3.0%,89,14.1%,0,0.0%,22,12.5%
Blake Griffin,25.6,LAC,Big,556,33,1.3%,49,1.1%,77,3.2%,28,6.5%,79,21.0%,74,6.3%,88,41.2%
James Harden,25.2,HOU,Wing,633,40,0.6%,77,1.8%,77,2.6%,37,1.8%,51,11.5%,71,1.2%,63,21.8%
John Henson,23.8,MIL,Big,152,91,3.5%,84,1.5%,44,4.2%,93,12.7%,37,15.3%,86,9.1%,58,28.6%
Nene Hilario,32.1,WAS,Big,256,16,0.6%,86,1.6%,30,4.8%,70,9.7%,14,13.8%,74,6.3%,63,33.3%
Kirk Hinrich,33.8,CHI,Combo,116,61,0.5%,67,1.2%,11,5.2%,0,0.0%,0,3.1%,0,0.0%,0,0.0%
Al Horford,28.4,ATL,Big,520,67,2.3%,53,1.1%,91,2.4%,44,7.7%,47,16.6%,0,0.0%,51,27.0%
Dwight Howard,28.9,HOU,Big,572,84,3.4%,93,1.7%,70,3.4%,84,11.3%,98,28.4%,60,2.5%,70,37.1%
Andre Iguodala,30.8,GSW,Wing,632,46,0.6%,74,1.8%,51,3.0%,57,2.7%,46,11.0%,0,0.0%,69,23.3%
Ersan Ilyasova,27.5,MIL,Big,141,30,1.2%,88,1.6%,86,2.9%,5,3.9%,16,14.4%,0,0.0%,0,0.0%
Kyrie Irving,22.6,CLE,Point,463,87,1.3%,53,1.7%,73,2.7%,73,2.2%,27,8.0%,0,0.0%,0,0.0%
Jarrett Jack,31.0,BKN,Combo,152,56,0.3%,89,2.1%,67,3.9%,33,1.5%,83,13.8%,0,0.0%,0,0.0%
LeBron James,29.8,CLE,Wing,843,83,1.4%,71,1.8%,83,2.5%,86,4.3%,100,21.2%,77,2.0%,83,31.9%
Amir Johnson,27.5,TOR,Big,111,40,1.4%,5,0.4%,28,4.9%,23,5.9%,70,19.8%,0,0.0%,14,11.1%
Joe Johnson,33.3,BKN,Wing,248,0,0.0%,29,1.3%,57,3.0%,46,2.1%,94,16.6%,0,0.0%,54,18.2%
James Jones,34.1,CLE,Forward,290,22,0.6%,33,0.9%,11,5.9%,0,0.3%,22,9.0%,0,0.0%,11,8.3%
Terrence Jones,22.8,HOU,Big,396,42,1.5%,42,0.8%,74,3.3%,42,7.7%,5,11.9%,0,0.0%,19,15.2%
DeAndre Jordan,26.3,LAC,Big,481,88,3.5%,79,1.5%,60,3.5%,86,11.3%,95,25.3%,56,1.6%,91,48.8%
Kyle Korver,33.6,ATL,Wing,524,89,1.6%,63,1.7%,94,2.2%,9,0.2%,69,12.8%,0,0.0%,34,9.1%
Kosta Koufos,25.7,MEM,Big,127,72,2.6%,74,1.4%,33,4.6%,95,13.0%,23,15.0%,0,0.0%,30,20.0%
Courtney Lee,29.1,MEM,Wing,366,0,0.0%,40,1.5%,63,2.9%,20,0.8%,14,7.1%,0,0.0%,0,0.0%
David Lee,31.5,GSW,Big,102,28,1.0%,72,1.3%,5,7.6%,79,10.4%,53,17.8%,0,0.0%,72,37.5%
Kawhi Leonard,23.3,SAS,Wing,249,63,0.9%,34,1.4%,54,3.0%,91,4.8%,57,12.0%,89,3.8%,97,37.5%
Meyers Leonard,22.7,POR,Big,103,23,1.0%,16,0.4%,7,7.5%,16,5.6%,81,21.1%,0,0.0%,44,25.0%
Damian Lillard,24.3,POR,Combo,200,94,0.8%,0,0.5%,89,3.4%,11,0.9%,44,9.2%,0,0.0%,0,0.0%
Shaun Livingston,29.1,GSW,Combo,369,83,0.7%,39,1.0%,78,3.7%,100,3.9%,61,10.1%,0,0.0%,72,4.5%
Brook Lopez,26.6,BKN,Big,232,79,3.0%,40,0.8%,72,3.3%,53,8.3%,7,13.1%,84,8.3%,81,40.0%
Robin Lopez,26.6,POR,Big,117,63,2.3%,9,0.4%,16,5.9%,40,7.3%,2,11.7%,100,0.0%,0,0.0%
Kevin Love,26.1,CLE,Big,106,26,1.0%,7,0.4%,47,4.2%,26,6.3%,67,19.4%,0,0.0%,93,50.0%
Kyle Lowry,28.6,TOR,Point,131,0,0.0%,60,1.7%,13,5.5%,100,5.1%,87,13.5%,0,0.0%,0,0.0%
O.J. Mayo,27.0,MIL,Wing,155,20,0.3%,83,2.0%,26,4.1%,14,0.6%,40,10.3%,0,0.0%,60,21.4%
CJ McCollum,23.1,POR,Wing,165,17,0.3%,54,1.6%,37,3.5%,11,0.6%,43,10.4%,0,0.0%,46,11.1%
Khris Middleton,23.2,MIL,Wing,231,51,0.7%,97,2.7%,89,2.3%,63,2.8%,3,5.6%,0,0.0%,57,20.0%
Patty Mills,26.2,SAS,Combo,112,0,0.0%,11,0.8%,6,5.8%,94,3.8%,94,14.9%,0,0.0%,0,0.0%
Paul Millsap,29.7,ATL,Big,564,35,1.3%,95,2.0%,63,3.5%,33,6.6%,49,17.3%,0,0.0%,28,19.4%
Nikola Mirotic,23.7,CHI,Forward,149,78,2.2%,56,1.8%,0,6.2%,56,3.9%,56,11.1%,0,0.0%,89,27.3%
Timofey Mozgov,28.3,CLE,Big,523,98,3.7%,28,0.7%,42,4.3%,81,10.8%,42,15.6%,0,0.0%,23,17.9%
Joakim Noah,29.7,CHI,Big,389,56,1.9%,60,1.2%,40,4.4%,88,11.5%,77,20.9%,70,5.9%,72,37.5%
Dirk Nowitzki,36.4,DAL,Big,180,14,0.6%,21,0.5%,67,3.4%,0,2.2%,88,23.3%,0,0.0%,79,38.1%
Zaza Pachulia,30.7,MIL,Big,128,37,1.3%,100,3.5%,23,5.3%,49,7.9%,93,24.8%,0,0.0%,81,40.0%
Tony Parker,32.5,SAS,Point,209,0,0.0%,7,0.4%,67,3.1%,27,1.5%,53,9.9%,100,4.8%,0,0.0%
Patrick Patterson,25.6,TOR,Big,105,0,0.0%,67,1.3%,100,1.7%,2,3.5%,0,8.4%,0,0.0%,30,20.0%
Chris Paul,29.5,LAC,Point,444,60,0.4%,100,2.2%,53,3.3%,40,1.7%,73,10.6%,0,0.0%,67,2.3%
Paul Pierce,37.1,WAS,Wing,297,69,1.2%,9,0.9%,11,4.6%,0,0.0%,74,13.0%,0,0.0%,66,23.1%
Quincy Pondexter,26.6,NOP,Wing,124,0,0.0%,91,2.6%,6,4.7%,54,2.5%,80,13.9%,0,0.0%,37,10.0%
Otto Porter,21.4,WAS,Wing,329,14,0.3%,51,1.6%,97,2.1%,100,7.2%,83,14.0%,89,3.8%,86,33.3%
Pablo Prigioni,37.5,HOU,Point,279,0,0.0%,80,2.1%,7,5.6%,47,1.8%,7,3.8%,0,0.0%,0,0.0%
Zach Randolph,33.3,MEM,Big,380,0,0.0%,30,0.7%,51,4.0%,58,8.6%,44,16.0%,0,0.0%,26,18.2%
JJ Redick,30.4,LAC,Wing,539,31,0.5%,6,0.8%,74,2.7%,0,0.0%,0,5.3%,0,0.0%,14,3.0%
Austin Rivers,22.3,LAC,Combo,233,72,0.7%,83,1.8%,17,4.8%,61,2.3%,17,5.8%,100,3.0%,94,10.0%
Derrick Rose,26.1,CHI,Combo,452,78,0.7%,78,1.4%,100,1.9%,72,3.0%,39,9.0%,0,0.0%,89,9.5%
Terrence Ross,23.7,TOR,Wing,104,94,2.0%,23,1.3%,23,4.2%,0,0.0%,11,6.8%,0,0.0%,0,0.0%
Dennis Schroder,21.1,ATL,Point,281,0,0.0%,33,1.5%,40,4.0%,47,1.8%,33,8.3%,0,0.0%,0,0.0%
Mike Scott,26.3,ATL,Big,157,0,0.0%,77,1.4%,49,4.0%,56,8.3%,28,15.1%,0,0.0%,35,21.1%
Ramon Sessions,28.6,WAS,Combo,217,44,0.2%,17,0.8%,94,2.9%,17,0.9%,56,10.0%,0,0.0%,0,0.0%
Iman Shumpert,24.4,CLE,Wing,693,71,1.2%,57,1.6%,49,3.1%,74,3.2%,34,9.6%,83,2.4%,71,24.3%
JR Smith,29.1,CLE,Wing,552,66,1.0%,20,1.2%,17,4.3%,34,1.6%,60,12.2%,0,0.0%,86,33.3%
Josh Smith,28.9,HOU,Big,393,58,2.1%,47,0.9%,56,3.8%,35,6.8%,40,15.4%,58,1.9%,49,26.1%
Tony Snell,23.0,CHI,Wing,121,77,1.3%,0,0.0%,9,4.6%,17,0.8%,31,9.4%,0,0.0%,49,14.3%
Tiago Splitter,29.8,SAS,Big,123,9,0.5%,81,1.5%,14,5.9%,72,10.0%,26,15.0%,0,0.0%,12,9.1%
Jeff Teague,26.4,ATL,Point,526,80,0.7%,73,2.1%,80,2.7%,60,1.9%,20,7.9%,0,0.0%,73,3.1%
Jason Terry,37.1,HOU,Combo,485,39,0.2%,72,1.3%,61,3.9%,22,1.3%,28,6.8%,0,0.0%,0,0.0%
Isaiah Thomas,25.7,BOS,Point,118,0,0.0%,13,1.1%,60,3.2%,13,0.8%,40,8.8%,0,0.0%,87,10.0%
Klay Thompson,24.7,GSW,Wing,758,80,1.3%,11,1.0%,40,3.5%,26,1.3%,23,9.1%,0,0.0%,29,8.5%
Tristan Thompson,23.6,CLE,Big,724,47,1.8%,2,0.3%,88,2.7%,91,12.3%,51,17.5%,0,0.0%,9,6.3%
Evan Turner,26.0,BOS,Combo,116,0,0.0%,61,1.2%,50,4.3%,39,1.8%,100,21.6%,0,0.0%,100,50.0%
Beno Udrih,32.3,MEM,Point,171,0,0.0%,27,1.3%,33,4.2%,80,2.3%,67,10.1%,0,0.0%,0,0.0%
Jonas Valanciunas,22.5,TOR,Big,103,12,0.5%,12,0.4%,98,1.8%,51,8.0%,100,28.9%,0,0.0%,100,66.7%
John Wall,24.2,WAS,Point,271,93,1.6%,40,1.6%,100,1.5%,67,1.9%,47,9.7%,0,0.0%,0,0.0%
Deron Williams,30.3,BKN,Point,191,0,0.0%,67,2.0%,27,4.4%,33,1.6%,100,19.1%,0,0.0%,0,0.0%
Lou Williams,28.0,TOR,Combo,102,0,0.0%,94,2.7%,56,4.1%,44,2.0%,11,5.7%,0,0.0%,0,0.0%
Thaddeus Young,26.4,BKN,Big,189,7,0.3%,63,1.2%,79,3.2%,67,9.4%,12,13.3%,0,0.0%,21,16.7%
