Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Andrew Bynum,20.0,LAL,Big,981,99,63.9%,99,63.9%,0,0.0%,55,70.1%,90,55%,62,59%,94,39%,0,0%
Jose Calderon,26.1,TOR,Point,2434,97,57.5%,100,55.0%,87,42.5%,96,91.1%,78,30%,89,12%,84,14%,28,92%
Marcus Camby,33.6,DEN,Big,2751,28,45.5%,27,45.5%,32,30.0%,57,70.8%,23,75%,40,67%,20,83%,75,100%
Brian Cardinal,30.5,MEM,Forward,350,7,38.5%,15,39.3%,2,25.0%,0,75.0%,20,81%,75,50%,57,60%,8,100%
Rodney Carney,23.6,PHI,Forward,940,23,45.2%,28,43.8%,24,32.0%,19,69.1%,45,71%,45,61%,45,65%,48,97%
Matt Carroll,27.2,CHA,Wing,1924,68,51.4%,20,41.8%,92,43.5%,57,79.8%,9,84%,31,62%,19,77%,31,98%
Anthony Carter,32.4,DEN,Point,1913,73,50.8%,80,49.9%,47,35.6%,19,75.3%,3,71%,3,61%,5,72%,23,93%
Vince Carter,30.8,BKN,Wing,2939,48,49.5%,69,48.2%,46,36.3%,69,81.6%,85,51%,62,48%,70,44%,93,78%
Sam Cassell,38.0,BOS,Combo,265,26,44.9%,20,39.4%,100,50.0%,0,84.0%,58,46%,0,0%,42,36%,36,89%
Sam Cassell,38.0,LAC,Point,972,39,47.6%,70,48.6%,2,26.9%,90,89.0%,75,33%,95,7%,36,32%,44,86%
Tyson Chandler,25.1,NOP,Big,2775,98,62.3%,98,62.3%,0,0.0%,27,59.2%,78,61%,44,66%,98,27%,0,0%
Wilson Chandler,20.5,NYK,Forward,646,32,47.1%,43,47.2%,18,31.0%,11,66.7%,92,46%,82,44%,85,36%,8,100%
Josh Childress,24.4,ATL,Wing,2208,98,58.9%,100,58.9%,67,39.2%,64,81.1%,55,63%,37,59%,9,84%,46,95%
Jarron Collins,28.9,UTA,Big,616,22,44.4%,23,44.4%,0,0.0%,29,59.4%,80,59%,90,47%,39,73%,0,0%
Jason Collins,28.9,BKN,Big,677,18,43.4%,19,43.4%,0,0.0%,1,38.9%,14,78%,18,72%,1,100%,0,0%
Jason Collins,28.9,MEM,Big,482,61,50.9%,64,50.9%,0,0.0%,16,52.6%,83,59%,75,56%,65,62%,0,0%
Mardy Collins,23.2,NYK,Wing,579,0,33.8%,1,32.3%,6,25.8%,0,54.8%,99,33%,88,35%,99,12%,94,75%
Nick Collison,27.0,OKC,Big,2213,58,50.3%,60,50.4%,0,0.0%,70,73.7%,67,64%,64,59%,43,72%,0,0%
Mike Conley,20.1,MEM,Point,1354,31,46.1%,50,45.1%,32,33.3%,15,72.6%,95,23%,94,8%,72,19%,42,86%
Brian Cook,26.9,ORL,Big,536,52,49.3%,10,40.0%,93,39.2%,0,86.7%,34,71%,75,56%,93,42%,96,95%
Daequan Cook,20.5,MIA,Wing,1368,32,46.7%,23,42.0%,34,34.7%,61,80.9%,36,70%,55,50%,47,57%,60,91%
Jamal Crawford,27.6,NYK,Combo,3166,52,47.7%,50,43.8%,58,36.5%,79,86.4%,66,41%,88,25%,66,30%,82,69%
Javaris Crittenton,19.8,LAL,Combo,116,48,47.4%,58,44.7%,0,100.0%,0,78.6%,72,39%,56,38%,50,33%,2,100%
Javaris Crittenton,19.8,MEM,Wing,434,16,42.9%,22,42.0%,20,31.0%,10,69.8%,100,27%,97,16%,100,10%,71,89%
Austin Croshere,32.5,GSW,Big,390,72,52.2%,85,54.8%,50,32.7%,98,89.3%,41,69%,74,57%,91,45%,75,100%
Eddy Curry,24.9,NYK,Big,1520,82,54.3%,81,54.3%,0,0.0%,34,62.1%,63,65%,44,67%,73,59%,0,0%
Samuel Dalembert,27.5,PHI,Big,2716,66,51.4%,66,51.4%,0,0.0%,56,70.7%,51,66%,33,69%,70,61%,0,0%
Erick Dampier,32.3,DAL,Big,1749,100,64.3%,100,64.3%,0,0.0%,20,57.5%,58,65%,45,65%,62,63%,0,0%
Antonio Daniels,32.6,WAS,Point,2149,41,47.9%,86,50.1%,0,23.9%,35,77.5%,69,34%,30,35%,52,26%,78,71%
Marquis Daniels,26.8,IND,Combo,1504,42,46.8%,64,47.2%,16,29.9%,8,70.1%,54,46%,14,55%,76,25%,32,92%
Jermareo Davidson,23.0,CHA,Big,251,31,46.1%,31,46.1%,0,0.0%,0,70.0%,43,68%,62,59%,34,75%,0,0%
Baron Davis,28.6,GSW,Point,3183,50,48.7%,63,47.7%,34,33.8%,17,75.0%,83,27%,42,27%,92,9%,97,47%
Glen Davis,21.8,BOS,Big,815,55,50.0%,57,50.0%,0,0.0%,45,65.9%,76,61%,56,61%,67,61%,0,0%
Paul Davis,23.3,LAC,Big,182,6,36.8%,6,36.8%,0,0.0%,0,62.5%,17,76%,58,60%,8,91%,0,0%
Ricky Davis,28.1,MIA,Wing,2933,66,50.9%,36,44.8%,85,42.0%,55,78.8%,49,64%,51,52%,60,50%,58,91%
Carlos Delfino,25.2,TOR,Wing,1836,46,49.0%,16,39.9%,61,38.9%,25,73.4%,40,67%,69,44%,86,33%,40,97%
Luol Deng,22.5,CHI,Forward,2120,43,48.5%,53,48.2%,88,42.1%,60,77.0%,58,67%,47,61%,32,73%,95,75%
Boris Diaw,25.5,PHX,Big,2242,51,49.0%,52,48.7%,71,36.1%,72,74.2%,52,66%,61,59%,48,70%,75,100%
Yakhouba Diawara,25.2,DEN,Wing,427,39,48.0%,78,50.0%,17,30.6%,0,60.0%,23,76%,10,71%,77,40%,50,93%
Dan Dickau,29.1,LAC,Point,971,47,48.3%,58,46.6%,36,34.0%,42,79.4%,28,51%,45,26%,16,47%,77,74%
Travis Diener,25.7,IND,Point,1313,25,45.3%,28,41.7%,26,31.9%,92,89.9%,33,50%,66,20%,44,29%,70,77%
Ike Diogu,24.1,IND,Big,236,78,53.0%,77,53.0%,0,0.0%,98,89.7%,97,45%,94,41%,85,50%,0,0%
DeSagana Diop,25.8,BKN,Big,386,13,41.3%,13,41.3%,0,0.0%,3,42.3%,26,73%,41,67%,10,88%,0,0%
DeSagana Diop,25.8,DAL,Big,871,90,57.5%,89,57.5%,0,0.0%,30,60.5%,69,63%,61,60%,10,88%,0,0%
Juan Dixon,29.1,DET,Point,230,94,54.9%,94,52.3%,70,40.7%,0,42.9%,30,51%,0,71%,33,33%,59,82%
Juan Dixon,29.1,TOR,Combo,348,18,42.6%,10,37.2%,80,40.7%,0,93.3%,40,54%,28,50%,22,42%,54,82%
Michael Doleac,30.4,MIN,Big,248,30,45.9%,29,45.9%,0,0.0%,0,50.0%,2,89%,94,40%,1,100%,0,0%
Keyon Dooling,27.5,ORL,Combo,1276,72,50.4%,86,49.7%,56,36.2%,74,85.1%,96,26%,76,31%,100,12%,58,81%
Quincy Douby,23.5,SAC,Combo,808,36,45.7%,44,42.9%,31,33.6%,100,93.2%,78,36%,62,33%,90,20%,90,58%
Jared Dudley,22.3,CHA,Forward,1286,47,48.6%,72,49.6%,8,26.5%,43,74.3%,60,67%,73,51%,15,83%,8,100%
Chris Duhon,25.2,CHI,Point,1398,28,45.6%,25,41.3%,38,34.0%,50,81.3%,22,54%,64,21%,8,58%,47,85%
Tim Duncan,31.5,SAS,Big,2642,53,49.7%,56,49.8%,0,0.0%,68,73.0%,96,51%,78,55%,90,47%,0,0%
Mike Dunleavy,27.1,IND,Forward,2946,90,55.0%,75,50.3%,90,42.5%,89,83.3%,52,69%,60,58%,65,57%,65,95%
Kevin Durant,19.1,OKC,Wing,2749,24,45.3%,47,45.6%,10,29.1%,92,87.1%,66,59%,54,51%,43,59%,51,93%
Monta Ellis,22.0,GSW,Combo,3056,90,54.1%,98,54.7%,7,25.6%,29,76.7%,56,46%,36,49%,28,40%,2,100%
Francisco Elson,31.7,OKC,Big,265,4,35.8%,5,36.3%,0,0.0%,0,46.2%,56,66%,3,83%,69,61%,0,0%
Francisco Elson,31.7,SAS,Big,497,12,40.9%,12,40.9%,0,0.0%,0,85.7%,1,91%,1,96%,10,88%,0,0%
Melvin Ely,29.5,NOP,Big,566,39,47.0%,38,47.0%,0,0.0%,13,51.0%,93,53%,91,47%,75,57%,0,0%
Maurice Evans,29.0,ORL,Wing,1590,94,57.5%,93,55.2%,82,40.8%,12,70.1%,22,76%,12,71%,44,58%,53,92%
Reggie Evans,27.5,PHI,Big,1869,20,43.8%,20,43.4%,0,100.0%,10,47.1%,52,66%,35,68%,80,55%,100,0%
Jordan Farmar,20.9,LAL,Point,1604,95,55.1%,98,54.6%,57,37.2%,6,67.1%,14,60%,14,47%,19,46%,61,81%
Nick Fazekas,22.4,LAC,Big,222,91,58.2%,94,60.0%,0,0.0%,0,66.7%,48,67%,74,57%,25,81%,0,0%
Raymond Felton,23.3,CHA,Combo,2958,28,44.9%,62,44.8%,18,29.9%,42,80.0%,98,25%,94,19%,92,18%,78,70%
Michael Finley,34.7,SAS,Forward,2185,63,50.1%,35,45.2%,65,37.2%,72,80.0%,27,78%,30,71%,48,63%,43,98%
Derek Fisher,33.2,LAL,Point,2247,78,51.0%,55,45.3%,72,40.9%,88,88.3%,9,62%,48,25%,13,51%,16,96%
T.J. Ford,24.6,TOR,Point,1149,45,48.3%,72,48.6%,19,30.4%,85,87.7%,100,17%,58,24%,95,7%,67,79%
Jeff Foster,30.8,IND,Big,1870,88,55.6%,87,55.9%,0,0.0%,28,59.3%,43,68%,45,65%,29,78%,0,0%
Randy Foye,24.1,MIN,Combo,1234,74,50.7%,52,44.1%,93,42.9%,58,81.0%,74,37%,82,29%,96,17%,72,73%
Adonal Foyle,32.6,ORL,Big,723,32,46.2%,31,46.2%,0,0.0%,9,46.7%,71,62%,34,69%,89,48%,0,0%
Richie Frahm,30.2,LAC,Wing,152,19,43.9%,24,42.3%,16,30.4%,0,0.0%,10,83%,55,50%,7,86%,3,100%
Steve Francis,30.7,HOU,Combo,193,6,38.9%,14,38.5%,0,26.7%,0,56.5%,88,32%,62,33%,50,33%,100,25%
Channing Frye,24.5,POR,Big,1309,53,49.4%,55,49.7%,0,22.2%,80,77.6%,18,76%,80,53%,17,85%,75,100%
Dan Gadzuric,29.7,MIL,Big,469,5,36.6%,6,36.9%,0,0.0%,9,46.3%,21,75%,20,72%,9,89%,0,0%
Francisco Garcia,25.8,SAC,Wing,2052,80,53.4%,80,50.2%,62,38.9%,53,78.0%,60,61%,41,55%,84,36%,59,91%
Kevin Garnett,31.5,BOS,Big,2318,81,54.2%,83,54.5%,0,0.0%,84,79.9%,47,68%,16,73%,58,65%,0,0%
Pat Garrity,31.2,ORL,Forward,243,5,37.1%,18,41.2%,0,21.9%,0,100.0%,3,86%,2,100%,35,73%,8,100%
Pau Gasol,27.3,LAL,Big,917,93,59.0%,92,59.0%,0,0.0%,82,78.9%,53,66%,10,75%,84,53%,0,0%
Pau Gasol,27.3,MEM,Big,1430,60,50.6%,63,50.8%,0,28.6%,90,81.9%,83,58%,67,58%,77,57%,75,100%
Rudy Gay,21.2,MEM,Forward,2990,70,51.5%,82,50.8%,49,35.4%,64,78.4%,93,42%,83,41%,95,19%,88,86%
Mickael Gelabale,24.4,OKC,Wing,353,50,49.6%,43,45.4%,100,45.5%,0,83.3%,71,57%,35,61%,73,42%,64,90%
Devean George,30.2,DAL,Forward,772,15,41.9%,7,36.0%,51,35.5%,49,75.0%,57,69%,48,61%,75,50%,62,95%
Daniel Gibson,21.7,CLE,Combo,1742,96,56.2%,40,42.8%,98,44.1%,63,82.2%,14,69%,72,32%,16,47%,42,89%
Eddie Gill,29.2,BKN,Point,134,80,51.9%,83,50.0%,0,35.7%,0,100.0%,42,45%,8,50%,55,25%,91,60%
Manu Ginobili,30.3,SAS,Wing,2287,86,54.4%,78,50.0%,80,40.8%,88,85.9%,90,45%,91,33%,96,20%,89,80%
Gordan Giricek,30.4,PHX,Wing,413,91,56.3%,90,54.6%,71,40.0%,0,94.1%,68,59%,50,52%,65,47%,71,89%
Gordan Giricek,30.4,UTA,Wing,270,22,44.9%,26,42.4%,39,35.3%,0,100.0%,30,73%,3,80%,39,61%,86,83%
Ryan Gomes,25.2,MIN,Forward,2424,55,49.5%,65,49.1%,35,33.7%,87,83.3%,47,71%,52,60%,40,70%,52,97%
Drew Gooden,26.1,CHI,Big,556,33,46.5%,34,46.7%,0,0.0%,88,81.3%,91,55%,55,61%,88,48%,0,0%
Drew Gooden,26.1,CLE,Big,1554,22,44.4%,24,44.7%,0,0.0%,66,72.8%,66,64%,39,67%,68,61%,0,0%
Ben Gordon,24.6,CHI,Combo,2265,70,50.3%,56,44.6%,91,41.5%,95,91.4%,42,52%,42,45%,24,42%,76,72%
Joey Graham,25.4,TOR,Forward,237,8,39.2%,10,37.9%,0,100.0%,94,85.3%,15,82%,5,93%,30,74%,8,100%
Danny Granger,24.5,IND,Wing,2863,69,51.5%,58,46.7%,76,40.3%,87,85.2%,59,62%,74,43%,64,47%,29,98%
Aaron Gray,22.9,CHI,Big,536,70,52.0%,72,52.3%,0,0.0%,21,58.0%,95,51%,70,57%,94,39%,0,0%
Gerald Green,21.8,MIN,Wing,326,7,39.5%,0,31.3%,77,40.5%,78,82.9%,41,67%,29,63%,67,45%,3,100%
Jeff Green,21.2,OKC,Forward,2190,18,44.6%,32,44.7%,14,29.2%,47,74.8%,72,61%,40,64%,73,51%,8,100%
Willie Green,26.3,PHI,Wing,1958,34,47.0%,63,47.4%,14,29.7%,39,75.7%,56,63%,27,64%,57,52%,63,90%
Adrian Griffin,33.3,CHI,Wing,176,2,34.9%,3,34.9%,0,0.0%,0,42.9%,80,53%,55,50%,50,55%,0,0%
Richard Hamilton,29.7,DET,Wing,2416,70,51.6%,72,49.2%,97,44.6%,81,83.1%,38,69%,36,61%,33,66%,28,98%
Anfernee Hardaway,36.3,MIA,Wing,319,17,43.3%,2,34.1%,86,42.1%,0,88.9%,51,64%,99,0%,61,50%,3,100%
Matt Harpring,31.4,UTA,Wing,1359,54,50.0%,82,50.4%,0,20.0%,18,71.4%,16,79%,19,68%,6,90%,3,100%
Al Harrington,27.7,GSW,Big,2176,69,52.0%,46,48.0%,79,38.1%,79,77.4%,45,68%,89,48%,88,49%,75,100%
Othella Harrington,33.7,CHA,Big,162,19,43.6%,20,43.6%,0,0.0%,0,64.3%,61,65%,94,40%,34,75%,0,0%
Devin Harris,24.7,BKN,Point,835,59,49.8%,77,49.3%,40,34.1%,65,83.5%,66,37%,23,38%,66,21%,95,55%
Devin Harris,24.7,DAL,Point,1171,81,52.0%,89,51.1%,62,38.7%,58,82.0%,45,45%,20,39%,28,39%,52,83%
Michael Harris,24.4,HOU,Forward,132,67,51.0%,93,53.2%,0,0.0%,0,72.7%,75,60%,67,55%,0,100%,0,0%
David Harrison,25.2,IND,Big,657,75,52.4%,75,52.4%,0,0.0%,13,51.6%,92,53%,80,53%,82,54%,0,0%
Jason Hart,29.5,UTA,Combo,529,0,33.9%,0,31.1%,27,33.3%,89,87.8%,26,60%,2,92%,46,35%,2,100%
Udonis Haslem,27.4,MIA,Big,1799,35,46.7%,34,46.7%,0,0.0%,87,81.0%,17,76%,37,68%,25,82%,0,0%
Trenton Hassell,28.7,BKN,Wing,289,4,37.8%,7,37.0%,0,33.3%,0,100.0%,32,72%,90,33%,15,79%,3,100%
Trenton Hassell,28.7,DAL,Wing,434,43,48.6%,66,47.9%,0,50.0%,0,50.0%,20,77%,99,0%,14,79%,3,100%
Spencer Hawes,19.5,SAC,Big,874,33,46.6%,43,47.6%,7,21.1%,43,64.7%,74,61%,48,63%,72,59%,99,75%
Chuck Hayes,24.4,HOU,Big,1523,67,51.4%,69,51.6%,0,0.0%,0,45.8%,24,74%,13,74%,41,73%,0,0%
Jarvis Hayes,26.2,DET,Wing,1145,61,50.7%,53,46.2%,59,38.0%,38,75.5%,18,78%,17,70%,26,72%,67,90%
Brendan Haywood,27.9,WAS,Big,2216,77,52.9%,77,52.9%,0,0.0%,71,74.0%,94,53%,83,53%,83,53%,0,0%
Luther Head,24.9,HOU,Combo,1296,76,51.2%,84,49.6%,47,35.2%,47,80.3%,36,56%,38,48%,44,36%,68,76%
Walter Herrmann,28.4,CHA,Forward,132,82,53.5%,20,42.3%,96,47.1%,0,87.5%,65,63%,93,33%,83,38%,8,100%
Walter Herrmann,28.4,DET,Forward,119,17,44.0%,52,47.8%,6,26.3%,0,83.3%,68,63%,28,71%,90,25%,92,80%
Nene Hilario,25.1,DEN,Big,253,8,38.8%,8,38.8%,0,0.0%,17,55.3%,73,62%,68,58%,44,71%,0,0%
Grant Hill,35.1,PHX,Wing,2211,77,52.8%,88,53.5%,23,32.4%,90,86.6%,39,68%,23,66%,36,64%,3,100%
Kirk Hinrich,26.8,CHI,Combo,2369,46,47.1%,54,44.4%,49,35.7%,71,83.1%,64,42%,92,22%,74,25%,34,92%
Ryan Hollins,23.1,CHA,Big,463,36,46.8%,35,46.8%,0,0.0%,62,71.7%,66,64%,46,64%,62,63%,0,0%
Al Horford,21.4,ATL,Big,2529,57,50.2%,60,50.2%,0,0.0%,66,72.7%,45,68%,40,67%,50,69%,0,0%
Robert Horry,37.2,SAS,Big,570,10,40.2%,15,41.7%,21,26.1%,41,64.3%,1,89%,10,75%,18,83%,75,100%
Eddie House,29.5,BOS,Combo,1346,82,51.8%,34,42.4%,71,39.3%,97,91.7%,8,75%,28,50%,6,54%,30,92%
Dwight Howard,21.9,ORL,Big,3085,95,60.0%,94,60.1%,0,0.0%,25,59.0%,46,68%,36,68%,52,68%,0,0%
Josh Howard,27.5,DAL,Wing,2749,41,48.6%,68,48.2%,29,33.7%,66,81.3%,87,50%,60,49%,74,41%,49,94%
Juwan Howard,34.7,DAL,Big,289,4,34.7%,4,34.7%,0,0.0%,0,75.0%,0,100%,0,100%,1,100%,0,0%
Larry Hughes,28.8,CHI,Wing,805,14,42.8%,15,39.9%,43,35.8%,51,77.5%,67,59%,49,53%,59,51%,56,92%
Larry Hughes,28.8,CLE,Combo,1206,16,42.3%,18,38.9%,36,34.4%,61,81.5%,32,59%,18,54%,18,46%,28,93%
Kris Humphries,22.7,TOR,Big,804,55,50.0%,57,50.0%,0,0.0%,19,55.6%,58,65%,47,63%,54,67%,0,0%
