Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Anthony Bennett,21.6,MIN,Big,839,7,42.9%,6,42.9%,11,27.8%,43,68.6%,24,78%,62,61%,8,96%,48,100%
Patrick Beverley,26.3,HOU,Point,1717,66,49.2%,24,42.6%,60,35.7%,27,74.1%,0,65%,23,38%,74,13%,8,94%
Bismack Biyombo,22.2,CHA,Big,1173,68,53.6%,68,53.6%,0,0.0%,19,58.7%,91,57%,82,53%,14,90%,0,0%
Tarik Black,22.9,HOU,Big,362,67,53.2%,66,53.2%,0,0.0%,6,50.0%,45,71%,21,72%,90,50%,0,0%
Tarik Black,22.9,LAL,Big,785,93,59.1%,94,59.1%,0,0.0%,15,57.1%,78,62%,59,62%,71,63%,0,0%
DeJuan Blair,25.5,WAS,Big,100,31,48.1%,34,48.1%,0,0.0%,0,0.0%,79,62%,88,50%,29,80%,0,0%
Steve Blake,34.7,POR,Point,1488,87,52.7%,47,44.1%,81,38.1%,17,70.0%,3,60%,87,14%,3,42%,34,76%
Eric Bledsoe,24.9,PHX,Point,2795,69,49.3%,79,49.2%,47,33.1%,56,80.0%,71,28%,50,28%,87,9%,77,59%
Bojan Bogdanovic,25.5,BKN,Forward,1795,80,52.9%,87,53.5%,48,34.7%,76,81.4%,37,74%,9,75%,78,41%,61,95%
Andrew Bogut,29.9,GSW,Big,1577,81,56.3%,82,56.3%,0,0.0%,10,52.4%,62,66%,56,62%,48,74%,0,0%
Matt Bonner,34.6,SAS,Big,846,48,50.9%,14,45.3%,65,37.1%,89,82.4%,11,83%,74,57%,61,67%,48,100%
Trevor Booker,26.9,UTA,Big,1546,61,52.3%,59,51.7%,60,36.7%,17,58.1%,81,61%,71,59%,89,52%,92,93%
Carlos Boozer,32.9,LAL,Big,1673,41,49.8%,45,49.8%,0,0.0%,28,62.3%,61,66%,46,65%,57,68%,0,0%
Chris Bosh,30.6,MIA,Big,1542,43,50.2%,36,48.4%,71,37.5%,72,77.4%,84,61%,78,55%,89,51%,82,98%
Avery Bradley,23.9,BOS,Combo,2419,71,49.3%,68,46.9%,62,35.6%,40,79.0%,9,73%,9,68%,2,65%,32,90%
Elton Brand,35.6,ATL,Big,415,11,44.4%,12,44.4%,0,0.0%,0,52.4%,15,81%,36,67%,18,88%,0,0%
Corey Brewer,28.7,HOU,Wing,1358,37,48.1%,81,49.7%,19,29.7%,36,76.3%,32,74%,20,68%,33,62%,24,98%
Corey Brewer,28.7,MIN,Combo,672,18,43.4%,55,45.9%,3,21.1%,20,71.4%,15,68%,11,67%,3,63%,34,88%
Aaron Brooks,29.8,CHI,Point,1845,76,50.1%,45,44.1%,91,40.0%,65,82.5%,66,30%,90,12%,73,13%,74,61%
Jabari Brown,21.9,LAL,Wing,549,50,49.4%,34,43.8%,80,39.7%,33,75.9%,31,74%,35,63%,22,69%,56,91%
Lorenzo Brown,24.2,MIN,Point,530,42,46.9%,76,48.9%,10,25.0%,0,73.3%,35,40%,15,40%,19,32%,55,67%
Markel Brown,22.8,BKN,Wing,670,6,38.6%,15,39.7%,7,24.0%,76,84.1%,60,64%,61,50%,32,63%,2,100%
Kobe Bryant,36.2,LAL,Wing,1203,13,41.3%,17,40.2%,15,29.3%,61,81.1%,98,32%,87,34%,88,25%,100,46%
Chase Budinger,26.4,MIN,Wing,1212,64,50.7%,61,47.8%,67,37.0%,63,81.3%,22,78%,33,64%,14,75%,2,100%
Reggie Bullock,23.6,LAC,Wing,199,99,63.5%,82,50.0%,98,44.8%,0,75.0%,1,94%,24,67%,0,100%,2,100%
Trey Burke,22.0,UTA,Point,2268,29,43.8%,18,40.3%,40,32.6%,29,75.2%,26,44%,76,19%,37,22%,11,89%
Alec Burks,23.3,UTA,Wing,894,22,45.6%,20,41.3%,89,40.6%,65,82.2%,91,41%,84,35%,83,29%,84,77%
Caron Butler,34.6,DET,Wing,1592,79,52.2%,42,45.3%,72,38.5%,99,90.2%,17,81%,18,69%,23,67%,49,93%
Jimmy Butler,25.1,CHI,Wing,2507,61,50.4%,69,48.3%,76,39.2%,75,83.3%,62,63%,50,56%,37,59%,52,92%
Rasual Butler,35.4,WAS,Wing,1423,65,50.8%,35,43.9%,77,39.3%,40,77.4%,19,79%,24,67%,21,69%,37,94%
Dwight Buycks,25.7,LAL,Point,101,32,45.0%,5,37.5%,0,50.0%,0,100.0%,84,25%,97,0%,42,20%,55,67%
Nick Calathes,25.7,MEM,Combo,770,17,43.4%,40,44.5%,5,25.6%,0,55.3%,46,50%,15,62%,88,12%,75,73%
Jose Calderon,33.1,NYK,Combo,1265,74,49.9%,25,41.4%,93,41.5%,98,90.6%,17,67%,18,57%,12,53%,37,86%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,41,48.4%,40,44.8%,45,35.3%,15,70.3%,42,71%,39,62%,38,59%,73,86%
Isaiah Canaan,23.4,HOU,Combo,308,95,54.9%,85,48.8%,82,39.1%,0,71.4%,54,48%,49,40%,97,0%,89,63%
Isaiah Canaan,23.4,PHI,Combo,563,80,50.6%,17,40.5%,74,37.3%,76,84.6%,78,38%,95,17%,78,19%,98,49%
DeMarre Carroll,28.3,ATL,Wing,2178,97,58.0%,97,56.5%,80,39.9%,14,70.2%,14,83%,13,74%,19,70%,20,99%
Vince Carter,37.8,MEM,Wing,1065,14,41.4%,9,37.1%,18,29.5%,48,78.9%,67,61%,97,16%,80,32%,39,94%
Michael Carter-Williams,23.1,MIL,Point,756,27,43.6%,56,45.7%,2,14.8%,35,78.0%,95,22%,44,29%,85,10%,0,100%
Michael Carter-Williams,23.1,PHI,Point,1374,13,40.7%,19,40.9%,21,26.4%,8,64.4%,61,31%,65,22%,40,21%,10,91%
Omri Casspi,26.4,SAC,Forward,1364,76,52.0%,69,49.7%,86,40.5%,44,73.4%,52,70%,15,72%,69,47%,78,91%
Mario Chalmers,28.5,MIA,Combo,2339,52,47.0%,66,46.8%,38,31.4%,36,77.5%,43,53%,46,40%,48,31%,15,96%
Tyson Chandler,32.1,DAL,Big,2280,99,66.5%,98,66.5%,0,0.0%,56,72.0%,38,73%,21,71%,18,88%,0,0%
Wilson Chandler,27.5,DEN,Forward,2461,59,50.1%,61,49.0%,46,34.3%,61,77.5%,78,61%,80,50%,91,35%,63,94%
Ian Clark,23.7,UTA,Combo,124,63,48.4%,2,23.1%,98,44.4%,0,100.0%,11,73%,98,0%,97,0%,5,100%
Jordan Clarkson,22.4,LAL,Combo,1401,57,47.2%,75,47.7%,28,30.2%,68,83.1%,86,35%,55,38%,80,19%,72,74%
Norris Cole,26.1,MIA,Point,1131,26,43.4%,50,44.8%,22,27.0%,13,68.2%,8,51%,19,39%,0,44%,18,85%
Norris Cole,26.1,NOP,Point,658,73,49.8%,63,46.2%,88,39.1%,21,72.7%,15,50%,27,36%,5,42%,24,81%
Darren Collison,27.2,SAC,Point,1559,90,53.4%,87,51.6%,83,38.5%,46,78.7%,56,32%,42,30%,66,16%,55,67%
Nick Collison,34.0,OKC,Big,1067,16,45.3%,22,46.3%,13,28.1%,44,68.9%,36,74%,41,66%,40,77%,48,100%
Mike Conley,27.1,MEM,Point,2215,84,51.1%,71,47.4%,90,39.7%,81,85.9%,42,37%,53,26%,39,21%,44,72%
Chris Copeland,30.6,IND,Forward,784,26,45.2%,19,42.3%,30,31.9%,41,73.2%,76,61%,91,36%,94,24%,57,96%
Bryce Cotton,22.2,UTA,Combo,129,15,43.3%,34,42.9%,21,29.4%,0,83.3%,82,35%,49,40%,92,10%,57,80%
DeMarcus Cousins,24.2,SAC,Big,2006,23,46.8%,25,46.9%,0,25.0%,77,78.2%,95,52%,90,47%,75,62%,48,100%
Robert Covington,23.9,PHI,Wing,1939,67,50.9%,28,42.7%,69,37.6%,67,82.3%,25,77%,44,59%,52,52%,55,92%
Allen Crabbe,22.6,POR,Wing,610,83,53.3%,87,51.7%,59,36.4%,0,71.4%,2,93%,4,88%,9,83%,2,100%
Jamal Crawford,34.6,LAC,Wing,1641,29,47.0%,37,44.1%,31,33.6%,97,89.8%,85,47%,83,35%,81,31%,86,75%
Jae Crowder,24.3,BOS,Forward,1362,39,47.1%,63,49.3%,22,28.7%,51,75.6%,26,78%,30,66%,13,80%,43,98%
Jae Crowder,24.3,DAL,Forward,205,98,61.3%,98,64.0%,78,39.3%,0,100.0%,74,63%,48,57%,93,33%,81,91%
Dante Cunningham,27.5,NOP,Forward,1614,30,46.3%,41,47.0%,0,12.5%,10,61.4%,2,93%,4,88%,7,96%,0,100%
Stephen Curry,26.6,GSW,Point,2606,100,59.7%,92,52.8%,100,44.7%,100,91.3%,24,44%,29,36%,23,30%,79,59%
Samuel Dalembert,34.5,NYK,Big,538,9,44.2%,11,44.2%,0,0.0%,0,70.0%,58,67%,34,68%,68,65%,0,0%
Troy Daniels,23.3,CHA,Wing,101,94,57.1%,10,37.5%,99,46.2%,0,85.7%,65,61%,98,0%,11,80%,96,58%
Troy Daniels,23.3,MIN,Combo,118,0,29.1%,0,12.5%,7,25.9%,0,100.0%,18,67%,0,0%,20,50%,78,71%
Gigi Datome,26.9,BOS,Forward,169,100,63.8%,81,52.8%,100,51.7%,0,100.0%,30,76%,2,100%,70,46%,65,93%
Brandon Davies,23.3,PHI,Big,368,8,44.1%,26,47.2%,5,23.3%,33,64.5%,51,69%,74,57%,44,76%,95,86%
Anthony Davis,21.6,NOP,Big,2450,69,53.7%,71,54.0%,0,11.1%,85,80.8%,43,71%,24,70%,50,73%,48,100%
Ed Davis,25.4,LAL,Big,1770,95,60.0%,96,60.0%,0,0.0%,6,49.7%,68,65%,47,65%,68,66%,0,0%
Glen Davis,28.8,LAC,Big,781,26,47.5%,29,47.5%,0,0.0%,24,61.0%,28,76%,11,77%,53,72%,0,0%
Austin Daye,26.4,SAS,Forward,241,6,42.3%,6,35.6%,38,32.1%,0,100.0%,7,85%,81,50%,15,75%,0,100%
DeMar DeRozan,25.2,TOR,Wing,2094,17,42.9%,27,42.6%,16,29.4%,74,83.1%,87,45%,59,52%,71,37%,30,96%
Dewayne Dedmon,25.2,ORL,Big,796,88,57.5%,87,57.5%,0,0.0%,12,53.3%,94,52%,89,49%,55,69%,0,0%
Matthew Dellavedova,24.1,CLE,Combo,1259,42,46.4%,3,28.3%,85,39.7%,38,78.6%,5,74%,63,33%,35,38%,22,93%
Luol Deng,29.5,MIA,Forward,2413,72,51.8%,78,51.3%,58,35.5%,56,76.1%,57,68%,41,61%,44,57%,39,99%
Boris Diaw,32.5,SAS,Big,1932,52,51.3%,61,52.0%,36,33.1%,69,76.9%,77,62%,54,63%,95,43%,88,96%
Gorgui Dieng,24.8,MIN,Big,2155,44,50.4%,49,50.6%,0,0.0%,76,78.2%,72,63%,68,60%,61,67%,0,0%
Spencer Dinwiddie,21.6,DET,Combo,430,2,34.6%,6,36.7%,2,20.3%,96,90.0%,100,15%,91,19%,92,10%,100,17%
Joey Dorsey,30.9,HOU,Big,762,75,54.6%,75,54.6%,0,0.0%,0,27.1%,38,73%,18,74%,61,67%,0,0%
Toney Douglas,28.6,NOP,Combo,140,6,41.2%,11,38.1%,0,30.8%,0,57.1%,88,33%,98,0%,97,0%,5,100%
Goran Dragic,28.5,MIA,Point,902,94,54.0%,97,55.4%,41,32.9%,63,80.8%,50,35%,45,29%,29,26%,37,75%
Goran Dragic,28.5,PHX,Wing,1730,89,55.1%,95,55.7%,50,35.7%,27,74.4%,83,50%,69,47%,72,35%,85,76%
Larry Drew,24.7,PHI,Point,198,10,39.4%,89,51.9%,0,14.3%,0,66.7%,29,41%,15,40%,16,33%,55,67%
Andre Drummond,21.2,DET,Big,2487,55,51.6%,57,51.6%,0,0.0%,1,38.9%,89,58%,76,56%,69,65%,0,0%
Jared Dudley,29.3,MIL,Forward,1688,87,55.3%,83,53.1%,76,38.6%,39,72.3%,6,86%,31,65%,11,86%,0,100%
Tim Duncan,38.5,SAS,Big,2221,54,51.5%,55,51.4%,0,40.0%,61,74.2%,35,74%,6,81%,67,66%,48,100%
Mike Dunleavy,34.1,CHI,Wing,1834,87,54.5%,56,46.8%,88,40.6%,55,80.5%,10,87%,37,63%,7,90%,26,97%
Kevin Durant,26.1,OKC,Forward,908,89,57.9%,94,56.7%,84,40.3%,98,85.4%,87,55%,65,56%,65,47%,100,66%
Cleanthony Early,23.5,NYK,Wing,579,11,40.5%,21,41.5%,11,26.0%,38,77.1%,40,71%,24,67%,40,57%,63,89%
Wayne Ellington,26.9,LAL,Wing,1624,33,47.8%,33,43.3%,63,36.5%,66,82.3%,63,62%,67,47%,28,65%,90,71%
Monta Ellis,29.0,DAL,Wing,2694,32,47.5%,72,48.7%,13,28.7%,32,75.2%,95,37%,75,42%,89,24%,91,70%
James Ennis,24.3,MIA,Forward,996,41,47.4%,37,45.8%,42,33.3%,90,84.1%,43,72%,43,61%,24,71%,69,93%
Tyler Ennis,20.2,MIL,Point,336,8,39.2%,6,37.6%,26,27.8%,0,60.0%,32,40%,13,41%,42,20%,50,70%
Jeremy Evans,27.0,UTA,Big,224,81,56.0%,80,55.6%,0,40.0%,0,80.0%,72,63%,44,65%,100,0%,48,100%
Reggie Evans,34.5,SAC,Big,760,5,42.2%,6,42.9%,0,0.0%,28,62.1%,87,60%,69,59%,61,67%,0,0%
Tyreke Evans,25.1,NOP,Wing,2685,36,48.0%,68,48.2%,23,31.2%,11,69.4%,99,31%,92,28%,96,10%,90,72%
Dante Exum,19.3,UTA,Combo,1771,31,45.3%,15,40.4%,41,31.8%,4,62.5%,6,74%,22,56%,68,22%,18,94%
Festus Ezeli,25.0,GSW,Big,431,90,58.3%,89,58.3%,0,0.0%,37,66.2%,64,66%,48,64%,56,68%,0,0%
Kenneth Faried,25.0,DEN,Big,2069,50,51.2%,52,51.2%,0,25.0%,44,68.8%,69,64%,51,63%,59,68%,99,0%
Jordan Farmar,27.9,LAC,Point,444,40,46.6%,23,42.0%,43,32.9%,0,87.5%,16,50%,34,33%,55,17%,48,70%
Derrick Favors,23.3,UTA,Big,2273,65,52.6%,66,52.7%,0,20.0%,39,66.9%,54,68%,46,65%,49,74%,48,100%
Raymond Felton,30.3,DAL,Combo,202,65,48.6%,54,45.8%,66,36.4%,0,71.4%,66,43%,63,33%,49,30%,69,75%
Landry Fields,26.3,TOR,Wing,178,40,48.2%,48,46.2%,0,50.0%,0,83.3%,23,77%,24,67%,0,100%,2,100%
Evan Fournier,22.0,ORL,Wing,1650,77,52.0%,64,48.0%,74,38.8%,20,72.0%,74,56%,71,46%,68,39%,83,78%
Randy Foye,31.1,DEN,Combo,1055,82,50.8%,18,40.6%,72,37.2%,60,82.4%,26,61%,89,20%,45,33%,48,82%
Tim Frazier,24.0,PHI,Point,165,2,34.5%,2,31.3%,0,30.0%,0,33.3%,63,31%,56,25%,55,17%,55,67%
Jimmer Fredette,25.7,NOP,Combo,425,5,41.0%,57,46.2%,0,18.9%,100,94.4%,69,43%,68,31%,35,38%,38,86%
Joel Freeland,27.7,POR,Big,572,38,49.3%,40,49.3%,0,0.0%,0,84.0%,35,74%,66,60%,21,86%,0,0%
Channing Frye,31.5,ORL,Big,1856,66,53.2%,2,39.0%,84,39.4%,99,88.6%,5,88%,79,55%,66,66%,86,98%
Danilo Gallinari,26.2,DEN,Forward,1375,54,49.1%,31,45.2%,56,35.1%,100,89.4%,69,64%,87,39%,63,47%,85,89%
Langston Galloway,22.9,NYK,Combo,1400,45,46.6%,31,42.6%,69,36.6%,42,79.2%,37,57%,26,51%,25,47%,63,77%
Francisco Garcia,32.8,HOU,Wing,195,6,36.7%,12,38.9%,7,23.8%,0,25.0%,25,76%,61,50%,0,100%,60,90%
Kevin Garnett,38.5,BKN,Big,853,19,45.6%,20,46.1%,0,16.7%,92,82.9%,25,77%,18,74%,41,77%,48,100%
Marc Gasol,29.8,MEM,Big,2677,41,49.9%,46,50.0%,0,25.0%,82,79.5%,73,63%,33,68%,79,60%,98,67%
Pau Gasol,34.3,CHI,Big,2673,42,50.0%,42,49.6%,100,48.0%,85,80.5%,78,62%,84,53%,59,68%,48,100%
Rudy Gay,28.2,SAC,Wing,2402,49,49.4%,63,47.9%,65,36.7%,82,85.7%,94,38%,83,36%,84,29%,88,73%
Alonzo Gee,27.4,DEN,Wing,426,55,50.0%,44,45.5%,98,45.5%,9,68.8%,55,66%,37,62%,98,0%,2,100%
Alonzo Gee,27.4,POR,Forward,129,78,52.6%,93,55.2%,0,30.0%,0,50.0%,98,47%,85,43%,100,0%,0,100%
Taj Gibson,29.4,CHI,Big,1659,44,50.3%,48,50.3%,0,0.0%,53,71.6%,44,71%,29,69%,37,78%,0,0%
Manu Ginobili,37.3,SAS,Wing,1575,59,50.3%,74,48.8%,40,34.7%,19,71.8%,71,58%,71,46%,64,42%,80,82%
Rudy Gobert,22.3,UTA,Big,2123,95,60.4%,96,60.6%,0,0.0%,29,62.6%,86,60%,65,60%,85,56%,0,0%
Drew Gooden,33.1,WAS,Big,828,14,44.9%,4,40.8%,89,40.7%,73,77.5%,39,72%,99,25%,20,86%,88,95%
Archie Goodwin,20.2,PHX,Combo,451,9,41.9%,22,40.9%,30,30.3%,26,73.8%,51,48%,49,40%,51,29%,5,100%
Aaron Gordon,19.1,ORL,Forward,780,43,47.8%,65,49.7%,20,27.7%,37,72.1%,91,54%,69,54%,96,24%,70,92%
Ben Gordon,31.6,ORL,Wing,764,48,49.1%,56,47.2%,49,35.6%,71,82.5%,90,42%,94,22%,74,34%,89,72%
Eric Gordon,25.9,NOP,Combo,2014,86,51.4%,9,38.0%,100,45.0%,46,80.5%,23,65%,69,31%,29,41%,17,94%
Marcin Gortat,30.7,WAS,Big,2445,83,56.6%,84,56.9%,0,0.0%,49,70.3%,26,77%,5,83%,69,65%,0,0%
Danny Granger,31.5,MIA,Wing,595,55,50.0%,48,46.1%,50,35.8%,26,74.3%,35,73%,42,60%,47,55%,43,93%
Jerami Grant,20.6,PHI,Forward,1303,4,41.5%,7,36.4%,32,31.9%,7,61.1%,24,78%,26,67%,52,54%,44,98%
Danny Green,27.4,SAS,Wing,2284,92,56.4%,53,46.6%,92,41.8%,89,87.4%,16,82%,32,65%,30,63%,38,94%
Draymond Green,24.7,GSW,Big,2475,56,51.7%,65,52.4%,42,33.8%,37,66.2%,12,82%,20,72%,36,78%,48,100%
Erick Green,23.5,DEN,Combo,301,32,45.6%,29,42.0%,66,36.4%,0,87.5%,22,65%,17,60%,18,52%,5,100%
Gerald Green,28.8,PHX,Wing,1423,72,51.4%,63,47.9%,64,36.7%,70,82.5%,79,54%,56,54%,83,30%,87,74%
JaMychal Green,24.4,MEM,Big,116,97,62.5%,99,66.7%,0,0.0%,0,83.3%,92,55%,91,46%,54,71%,0,0%
Jeff Green,28.2,BOS,Forward,1085,46,48.3%,67,49.7%,24,30.2%,88,83.9%,81,59%,54,57%,74,45%,87,89%
Jeff Green,28.2,MEM,Forward,1341,44,48.0%,30,45.2%,66,37.1%,78,82.5%,83,57%,56,57%,85,38%,93,82%
Willie Green,33.3,ORL,Wing,898,25,46.2%,22,41.6%,48,35.5%,73,82.8%,75,55%,76,41%,66,40%,81,82%
Blake Griffin,25.6,LAC,Big,2347,45,50.7%,48,50.4%,95,41.7%,58,72.8%,56,67%,40,66%,58,68%,96,80%
Jorge Gutierrez,25.8,MIL,Combo,124,98,56.0%,100,60.9%,0,0.0%,0,70.0%,0,86%,2,86%,0,86%,0,0%
PJ Hairston,21.9,CHA,Wing,603,17,43.1%,11,37.9%,22,30.9%,78,84.8%,27,75%,61,50%,47,55%,44,93%
Justin Hamilton,24.6,MIA,Big,266,13,44.8%,23,46.5%,0,26.7%,0,85.7%,10,83%,19,73%,2,100%,48,100%
Justin Hamilton,24.6,MIN,Big,414,66,53.2%,67,53.5%,0,33.3%,94,84.2%,24,77%,43,66%,12,90%,48,100%
Tyler Hansbrough,29.0,TOR,Big,1040,69,53.7%,72,54.5%,0,20.0%,48,69.9%,26,77%,13,76%,34,79%,48,100%
Tim Hardaway Jr.,22.6,NYK,Wing,1631,33,47.7%,30,42.9%,44,35.1%,49,79.2%,46,69%,60,51%,44,55%,63,90%
James Harden,25.2,HOU,Wing,2976,71,51.4%,67,48.1%,71,37.9%,88,86.8%,100,28%,94,24%,97,3%,97,51%
Maurice Harkless,21.5,ORL,Forward,610,22,44.6%,89,53.8%,0,18.0%,2,58.3%,54,69%,22,68%,98,20%,0,100%
Devin Harris,31.7,DAL,Combo,1666,85,51.2%,83,48.2%,64,35.8%,54,81.8%,55,48%,77,27%,82,15%,52,82%
Gary Harris,20.1,DEN,Wing,572,2,33.3%,10,37.1%,4,19.5%,41,77.8%,49,67%,44,59%,43,56%,67,88%
Joe Harris,23.2,CLE,Wing,388,63,50.6%,25,42.3%,54,36.2%,0,60.0%,2,94%,7,83%,11,80%,2,100%
Tobias Harris,22.3,ORL,Forward,2364,69,51.3%,72,50.1%,60,36.7%,63,78.8%,70,64%,37,63%,72,46%,56,97%
