Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Jaylen Brown,21.0,BOS,Wing,581,55,+3.4,72,+1.8,45,+0.2%,81,+17.6,63,+0.4,55,+3.2%,65,+16.5,83,+2.1,60,+2.7%,85,+30.0
Alec Burks,26.3,UTA,Wing,112,87,+11.3,65,+1.2,33,-1.1%,73,+13.8,83,+1.6,76,+9.0%,80,+30.9,46,-0.4,22,-4.2%,56,+2.4
Jimmy Butler,28.1,MIN,Wing,170,93,+16.8,41,-0.8,50,+0.5%,56,+3.2,15,-1.5,99,+28.9%,0,-106.7,62,+0.7,15,-6.1%,86,+32.0
Clint Capela,23.5,HOU,Big,518,30,-4.3,77,+2.1,17,-2.4%,77,+16.2,51,+0.0,27,-7.3%,39,-9.9,86,+2.3,23,-3.5%,87,+32.9
Ian Clark,26.7,NOP,Combo,166,32,-3.7,35,-1.1,51,+0.5%,31,-10.9,61,+0.4,51,+1.1%,50,+5.4,26,-1.6,62,+2.9%,27,-19.7
Jordan Clarkson,25.4,CLE,Combo,243,20,-6.6,29,-1.7,42,-0.3%,31,-10.5,46,-0.1,77,+9.1%,43,-4.1,25,-1.7,16,-5.5%,21,-23.8
Darren Collison,30.2,IND,Point,213,7,-12.0,8,-4.1,74,+1.9%,19,-20.0,1,-2.9,2,-27.4%,10,-53.8,73,+1.3,39,-0.8%,80,+22.9
Robert Covington,26.9,PHI,Forward,280,11,-10.3,44,-0.4,40,-0.4%,48,-1.9,31,-0.6,15,-12.4%,31,-12.6,61,+0.7,51,+1.0%,68,+11.8
Jamal Crawford,37.6,MIN,Wing,116,77,+8.7,21,-2.8,61,+1.1%,7,-30.0,56,+0.3,82,+11.9%,85,+34.8,10,-3.1,37,-1.1%,5,-55.3
Jae Crowder,27.3,UTA,Forward,320,12,-9.4,7,-4.4,28,-1.5%,5,-35.9,10,-1.9,69,+6.4%,12,-50.0,19,-2.4,26,-2.6%,18,-28.0
Stephen Curry,29.6,GSW,Point,552,53,+2.9,77,+2.1,84,+2.8%,62,+6.7,55,+0.3,73,+7.8%,27,-17.5,82,+2.0,72,+4.2%,70,+15.4
Anthony Davis,24.6,NOP,Big,357,19,-7.5,19,-3.0,97,+5.9%,10,-27.2,10,-1.9,94,+21.7%,3,-71.2,43,-0.6,83,+5.8%,35,-10.0
DeMar DeRozan,28.2,TOR,Wing,352,3,-17.0,0,-8.3,40,-0.3%,2,-45.5,0,-3.7,40,-2.3%,2,-73.3,2,-4.8,44,+0.2%,14,-35.4
Goran Dragic,31.5,MIA,Point,155,72,+7.8,97,+5.7,98,+6.3%,86,+25.3,99,+3.9,85,+12.7%,97,+60.9,76,+1.5,99,+21.1%,50,-1.8
Kevin Durant,29.1,GSW,Forward,805,97,+19.0,93,+4.9,81,+2.5%,95,+34.8,79,+1.4,65,+5.2%,81,+31.4,91,+3.4,66,+3.8%,89,+35.3
Wayne Ellington,29.9,MIA,Wing,100,5,-13.9,19,-3.0,1,-5.5%,32,-9.6,14,-1.5,67,+5.7%,21,-30.3,28,-1.4,0,-18.5%,53,+0.5
Joel Embiid,23.6,PHI,Big,278,35,-2.6,70,+1.7,44,+0.2%,79,+16.6,57,+0.3,88,+14.8%,59,+10.4,58,+0.6,19,-4.5%,63,+9.8
Dante Exum,22.3,UTA,Combo,110,68,+6.2,49,-0.0,49,+0.5%,65,+7.3,2,-2.9,98,+26.3%,14,-45.9,90,+2.9,34,-1.5%,90,+42.7
Derrick Favors,26.3,UTA,Big,284,94,+18.8,92,+4.8,23,-2.0%,97,+35.5,74,+1.0,5,-18.7%,66,+16.8,94,+3.8,29,-2.2%,92,+45.9
Rudy Gay,31.2,SAS,Big,158,80,+9.3,87,+3.6,8,-3.3%,96,+34.9,96,+3.0,73,+8.0%,99,+73.3,59,+0.6,1,-16.6%,56,+1.9
Paul George,27.5,OKC,Wing,250,65,+5.7,4,-5.1,72,+1.7%,25,-16.0,91,+2.3,98,+27.6%,90,+47.2,0,-9.2,48,+0.7%,3,-66.9
Taj Gibson,32.4,MIN,Big,122,2,-17.3,73,+1.9,6,-3.9%,87,+25.6,25,-1.1,0,-30.2%,19,-36.7,90,+3.1,15,-5.5%,94,+47.1
Manu Ginobili,40.3,SAS,Wing,106,99,+21.7,80,+2.3,66,+1.4%,81,+17.0,53,+0.2,27,-6.9%,30,-13.9,84,+2.1,77,+4.7%,97,+53.3
Rudy Gobert,25.3,UTA,Big,381,29,-4.8,60,+0.7,69,+1.5%,69,+9.0,85,+1.9,66,+5.5%,94,+55.3,33,-1.1,67,+3.8%,27,-19.7
Eric Gordon,28.9,HOU,Wing,546,21,-6.4,6,-4.7,85,+3.1%,3,-42.7,45,-0.2,93,+19.9%,52,+6.5,3,-4.4,84,+5.9%,2,-72.5
Marcin Gortat,33.7,WAS,Big,159,90,+13.1,74,+1.9,73,+1.7%,70,+11.5,93,+2.4,41,-1.9%,94,+56.3,30,-1.3,94,+10.9%,23,-21.8
Jerami Grant,23.6,OKC,Big,128,85,+10.7,95,+5.5,48,+0.4%,93,+33.2,36,-0.3,53,+2.8%,27,-15.8,98,+6.1,14,-6.4%,98,+68.5
Danny Green,30.4,SAS,Wing,102,6,-12.4,27,-1.7,20,-2.3%,24,-16.3,32,-0.5,70,+7.1%,51,+5.6,31,-1.2,23,-4.1%,11,-39.6
Draymond Green,27.7,GSW,Big,816,23,-5.4,30,-1.6,88,+3.4%,35,-8.0,23,-1.2,75,+8.8%,17,-38.1,48,-0.3,69,+4.0%,58,+3.3
Gerald Green,31.8,HOU,Wing,249,58,+3.9,10,-3.7,77,+2.0%,8,-28.2,47,-0.1,62,+4.6%,57,+10.2,9,-3.3,88,+6.9%,9,-43.3
Jeff Green,31.2,CLE,Big,493,22,-5.8,52,+0.1,63,+1.2%,40,-5.6,59,+0.3,29,-6.4%,60,+13.6,52,+0.1,56,+2.2%,45,-5.1
James Harden,28.2,HOU,Combo,619,71,+6.9,98,+5.7,5,-4.3%,98,+39.6,86,+1.9,11,-14.5%,83,+34.3,92,+3.5,6,-9.3%,91,+42.8
Nene Hilario,35.1,HOU,Big,107,54,+3.0,31,-1.6,79,+2.2%,33,-9.1,12,-1.7,87,+14.6%,25,-25.9,49,-0.2,38,-0.9%,46,-4.6
George Hill,31.5,CLE,Combo,555,77,+8.8,54,+0.2,46,+0.3%,53,+2.9,48,-0.1,61,+4.4%,28,-15.5,54,+0.2,41,-0.3%,64,+9.9
Jrue Holiday,27.4,NOP,Combo,347,46,+0.7,9,-3.8,100,+8.3%,0,-54.7,75,+1.0,89,+14.9%,70,+20.6,6,-3.5,98,+18.4%,1,-81.2
Rodney Hood,25.0,CLE,Wing,228,8,-12.0,39,-1.0,76,+2.0%,44,-4.3,52,+0.1,48,+0.6%,77,+27.8,41,-0.7,91,+8.9%,37,-9.1
Al Horford,31.4,BOS,Big,677,81,+9.6,11,-3.7,71,+1.7%,6,-30.4,17,-1.4,69,+6.4%,15,-44.5,27,-1.4,74,+4.6%,31,-17.1
Serge Ibaka,28.1,TOR,Big,258,65,+5.9,42,-0.8,37,-0.7%,50,+1.1,15,-1.4,59,+4.2%,23,-27.0,77,+1.6,25,-2.9%,79,+22.2
Andre Iguodala,33.8,GSW,Wing,400,44,-0.1,31,-1.5,80,+2.3%,37,-7.8,62,+0.4,58,+3.9%,58,+10.3,19,-2.5,52,+1.1%,24,-21.3
Ersan Ilyasova,30.5,PHI,Big,231,52,+2.5,62,+0.8,90,+3.7%,66,+7.4,40,-0.3,38,-2.8%,40,-8.8,74,+1.3,78,+4.8%,75,+19.7
Joe Ingles,30.1,UTA,Wing,379,81,+10.4,25,-2.2,64,+1.3%,14,-22.7,4,-2.4,44,-0.6%,6,-64.0,55,+0.2,31,-2.0%,52,-0.2
LeBron James,32.8,CLE,Forward,912,94,+16.9,56,+0.4,93,+3.9%,58,+3.5,21,-1.3,81,+10.8%,11,-51.7,69,+1.2,93,+9.7%,71,+16.2
James Johnson,30.7,MIA,Big,160,43,-0.3,89,+3.8,95,+5.4%,73,+13.5,98,+3.6,80,+9.7%,79,+30.0,50,-0.2,98,+14.8%,38,-8.2
Cory Joseph,26.2,IND,Combo,130,75,+8.3,84,+2.9,10,-3.1%,85,+24.2,84,+1.6,94,+22.6%,84,+34.6,37,-0.9,24,-3.2%,47,-4.1
Kyle Korver,36.6,CLE,Wing,496,69,+6.5,63,+0.9,18,-2.4%,76,+14.8,44,-0.2,7,-17.0%,33,-11.0,60,+0.7,10,-6.9%,73,+18.4
Shane Larkin,25.1,BOS,Combo,150,23,-5.6,82,+2.6,22,-2.3%,91,+30.5,72,+0.8,8,-16.4%,68,+18.1,57,+0.5,19,-4.6%,77,+20.5
Damian Lillard,27.3,POR,Point,162,98,+21.5,51,+0.0,98,+6.2%,23,-17.4,66,+0.7,90,+16.7%,72,+22.9,47,-0.3,100,+24.5%,2,-76.9
Shaun Livingston,32.1,GSW,Combo,347,41,-0.7,44,-0.5,7,-3.4%,45,-3.0,43,-0.2,28,-6.5%,46,-0.9,44,-0.5,17,-5.4%,44,-5.7
Kevon Looney,21.7,GSW,Big,360,31,-4.0,68,+1.2,19,-2.3%,74,+14.0,71,+0.8,12,-14.3%,74,+24.7,56,+0.5,12,-6.6%,61,+8.5
Kevin Love,29.1,CLE,Big,655,52,+1.7,22,-2.8,12,-2.7%,12,-25.4,38,-0.3,23,-8.2%,29,-14.9,23,-2.0,18,-4.6%,19,-27.9
Kyle Lowry,31.6,TOR,Point,359,70,+6.7,86,+3.4,15,-2.5%,92,+32.3,48,-0.1,48,+0.6%,53,+7.7,97,+4.5,7,-9.0%,94,+51.2
Thon Maker,20.7,MIL,Big,128,89,+12.5,33,-1.3,77,+2.1%,28,-12.2,70,+0.8,25,-7.6%,41,-7.7,18,-2.6,65,+3.7%,29,-18.4
Luc Mbah a Moute,31.1,HOU,Forward,130,6,-13.5,27,-1.8,48,+0.4%,33,-9.1,87,+2.0,83,+12.2%,98,+63.6,10,-3.2,42,-0.2%,10,-40.4
CJ McCollum,26.1,POR,Wing,155,100,+22.4,96,+5.7,56,+0.7%,100,+96.3,100,+5.1,100,+33.3%,100,+161.1,67,+1.0,47,+0.3%,100,+80.9
TJ McConnell,25.6,PHI,Point,152,40,-0.9,59,+0.6,86,+3.2%,52,+2.1,26,-0.9,57,+3.8%,22,-29.8,69,+1.1,77,+4.7%,72,+16.5
JaVale McGee,29.8,GSW,Big,145,36,-2.3,28,-1.7,94,+4.5%,29,-12.1,82,+1.6,86,+14.3%,92,+49.5,17,-2.7,94,+10.2%,23,-22.2
Khris Middleton,26.2,MIL,Forward,274,95,+18.8,43,-0.6,38,-0.6%,54,+3.0,11,-1.8,54,+3.2%,1,-87.5,73,+1.3,63,+3.1%,69,+13.4
CJ Miles,30.6,TOR,Wing,225,27,-4.8,69,+1.3,78,+2.2%,56,+3.3,94,+2.8,35,-3.6%,95,+58.7,27,-1.5,89,+7.9%,25,-20.6
Darius Miller,27.6,NOP,Forward,146,66,+6.0,94,+5.3,53,+0.6%,90,+28.9,97,+3.5,77,+9.3%,81,+31.8,68,+1.1,31,-1.9%,65,+10.0
Patty Mills,29.2,SAS,Combo,164,76,+8.4,40,-0.9,31,-1.3%,60,+6.3,50,+0.0,2,-22.8%,82,+33.3,38,-0.9,79,+4.8%,36,-10.0
Nikola Mirotic,26.7,NOP,Big,319,34,-2.9,1,-7.3,27,-1.5%,6,-30.8,9,-2.0,18,-11.0%,35,-10.7,8,-3.3,45,+0.2%,31,-15.8
E'Twaun Moore,28.7,NOP,Wing,281,50,+1.6,46,-0.3,81,+2.5%,36,-7.9,40,-0.2,71,+7.4%,35,-10.7,64,+0.8,59,+2.5%,59,+4.7
Marcus Morris,28.2,BOS,Forward,555,59,+4.0,88,+3.6,70,+1.7%,89,+28.3,37,-0.3,60,+4.2%,34,-10.9,95,+3.9,64,+3.2%,95,+52.0
Markieff Morris,28.2,WAS,Big,180,27,-4.9,15,-3.1,59,+0.8%,27,-12.7,31,-0.6,39,-2.4%,31,-12.6,15,-2.8,58,+2.3%,34,-12.5
Larry Nance Jr.,24.8,CLE,Big,273,10,-10.5,38,-1.0,54,+0.6%,38,-6.8,52,+0.0,19,-10.2%,44,-2.1,29,-1.4,46,+0.2%,33,-15.3
Victor Oladipo,25.5,IND,Wing,256,79,+9.0,90,+4.4,96,+5.8%,51,+1.5,85,+1.9,32,-5.4%,60,+14.5,85,+2.2,81,+5.0%,44,-5.4
Kelly Olynyk,26.5,MIA,Big,145,96,+18.9,98,+6.2,29,-1.4%,98,+43.2,34,-0.4,34,-4.5%,64,+15.8,100,+7.3,48,+0.4%,99,+76.8
Kelly Oubre,21.9,WAS,Wing,143,35,-2.8,55,+0.3,10,-3.1%,59,+3.7,90,+2.2,20,-9.3%,87,+38.9,31,-1.2,5,-9.6%,39,-7.5
Jabari Parker,22.6,MIL,Big,166,13,-9.3,23,-2.7,31,-1.2%,23,-17.9,8,-2.2,92,+19.5%,10,-53.8,53,+0.2,2,-13.2%,55,+1.6
Chris Paul,32.5,HOU,Point,515,49,+1.2,52,+0.1,85,+2.8%,47,-2.4,19,-1.4,31,-5.8%,20,-31.8,71,+1.2,87,+6.6%,65,+11.0
Jakob Poeltl,22.0,TOR,Big,125,26,-4.9,3,-5.4,32,-1.2%,4,-38.7,16,-1.4,44,-0.6%,16,-39.1,12,-3.1,71,+4.2%,16,-30.2
Otto Porter,24.4,WAS,Forward,158,38,-1.8,15,-3.2,99,+7.0%,13,-25.3,6,-2.3,81,+10.7%,4,-69.1,35,-1.0,96,+13.1%,41,-6.0
JJ Redick,33.4,PHI,Wing,342,69,+6.4,48,-0.1,60,+1.0%,46,-2.6,56,+0.3,43,-1.0%,48,+1.6,44,-0.5,60,+2.7%,40,-6.8
Josh Richardson,24.1,MIA,Wing,128,56,+3.6,53,+0.1,14,-2.5%,49,-0.5,60,+0.3,23,-8.3%,56,+10.0,48,-0.3,69,+4.0%,35,-12.1
Rajon Rondo,31.7,NOP,Point,302,44,-0.1,75,+2.0,0,-5.6%,84,+21.1,7,-2.3,3,-22.6%,26,-22.6,93,+3.7,2,-11.2%,84,+29.9
Derrick Rose,29.1,MIN,Wing,113,98,+20.5,81,+2.4,89,+3.4%,72,+12.8,88,+2.0,96,+24.6%,96,+60.6,56,+0.4,85,+6.1%,42,-6.0
Terry Rozier,23.6,BOS,Combo,687,61,+4.5,78,+2.2,58,+0.8%,85,+21.3,54,+0.2,50,+1.0%,69,+20.0,87,+2.4,73,+4.4%,82,+29.3
Ricky Rubio,27.0,UTA,Point,180,45,+0.5,35,-1.1,83,+2.5%,26,-15.8,73,+0.9,26,-7.5%,77,+28.4,23,-2.0,85,+6.3%,10,-39.6
Domantas Sabonis,21.5,IND,Big,156,64,+5.2,65,+1.2,23,-2.2%,63,+6.8,90,+2.2,79,+9.5%,90,+44.6,20,-2.3,36,-1.1%,19,-25.6
Dario Saric,23.6,PHI,Big,328,33,-3.4,37,-1.0,4,-4.4%,42,-5.0,65,+0.7,9,-16.3%,86,+37.9,16,-2.7,53,+1.2%,17,-29.5
Mike Scott,29.3,WAS,Big,123,92,+15.3,85,+3.0,13,-2.6%,71,+12.6,77,+1.1,68,+5.8%,56,+9.8,81,+1.9,4,-10.4%,69,+14.8
Pascal Siakam,23.6,TOR,Big,159,42,-0.6,90,+4.5,69,+1.4%,88,+26.3,81,+1.5,49,+0.7%,71,+21.1,80,+1.8,75,+4.6%,76,+20.1
Ben Simmons,21.3,PHI,Combo,368,19,-7.6,6,-5.0,2,-5.1%,9,-27.5,27,-0.8,24,-7.6%,40,-9.0,4,-4.4,10,-7.1%,8,-44.3
Marcus Smart,23.7,BOS,Wing,443,40,-0.9,26,-2.1,73,+1.8%,11,-26.2,22,-1.2,85,+12.8%,15,-45.1,34,-1.1,40,-0.5%,28,-19.3
JR Smith,32.1,CLE,Wing,705,73,+8.1,76,+2.1,34,-0.9%,82,+18.5,42,-0.2,90,+16.2%,32,-11.7,78,+1.8,35,-1.4%,81,+23.6
Tony Snell,26.0,MIL,Wing,129,9,-11.1,14,-3.3,35,-0.7%,21,-19.5,33,-0.5,37,-2.9%,44,-1.8,15,-2.8,55,+1.4%,20,-25.5
Lance Stephenson,27.2,IND,Wing,139,56,+3.5,12,-3.6,15,-2.5%,22,-19.1,41,-0.2,45,-0.6%,49,+3.4,13,-2.9,52,+1.1%,15,-30.3
Jeff Teague,29.4,MIN,Point,152,39,-1.7,40,-0.9,57,+0.8%,52,+2.6,73,+0.9,15,-12.7%,55,+8.3,24,-1.8,81,+5.0%,57,+2.7
Klay Thompson,27.7,GSW,Wing,790,18,-8.5,50,-0.0,87,+3.2%,44,-3.0,28,-0.8,56,+3.8%,23,-27.5,66,+0.9,82,+5.7%,60,+7.8
Tristan Thompson,26.6,CLE,Big,398,57,+3.7,73,+1.9,43,-0.2%,75,+14.3,49,-0.1,78,+9.4%,69,+19.5,85,+2.2,49,+0.7%,77,+20.2
Karl-Anthony Towns,22.0,MIN,Big,169,78,+8.9,57,+0.4,19,-2.3%,64,+7.2,18,-1.4,95,+24.1%,8,-57.7,79,+1.8,43,+0.0%,88,+33.3
PJ Tucker,32.5,HOU,Forward,567,84,+10.7,45,-0.3,9,-3.3%,48,-0.7,68,+0.7,30,-6.3%,54,+7.8,51,-0.1,13,-6.4%,60,+6.0
Myles Turner,21.6,IND,Big,195,28,-4.8,20,-3.0,91,+3.8%,19,-19.8,5,-2.4,13,-13.3%,9,-56.0,65,+0.9,50,+0.9%,67,+11.6
Jonas Valanciunas,25.5,TOR,Big,243,63,+5.1,64,+1.0,52,+0.6%,57,+3.4,35,-0.4,59,+4.2%,34,-10.9,75,+1.4,11,-6.6%,62,+9.0
Fred VanVleet,23.7,TOR,Combo,109,91,+15.0,56,+0.3,67,+1.4%,40,-5.6,69,+0.7,90,+16.7%,65,+16.5,40,-0.8,57,+2.2%,32,-15.6
Dwyane Wade,35.8,MIA,Combo,126,67,+6.1,17,-3.1,41,-0.3%,15,-21.1,24,-1.1,6,-17.5%,38,-10.0,35,-1.1,3,-10.5%,26,-20.6
John Wall,27.2,WAS,Point,233,86,+10.9,47,-0.2,94,+4.0%,30,-11.2,20,-1.4,97,+25.0%,2,-79.3,77,+1.7,65,+3.5%,73,+17.3
David West,37.2,GSW,Big,168,48,+1.1,60,+0.7,25,-1.9%,60,+5.6,64,+0.5,22,-8.4%,88,+39.8,52,+0.0,68,+3.9%,49,-1.9
Russell Westbrook,29.0,OKC,Point,235,0,-18.2,2,-5.7,39,-0.6%,1,-48.5,30,-0.6,19,-10.2%,52,+6.4,2,-5.3,90,+8.5%,0,-110.4
Andrew Wiggins,22.7,MIN,Wing,163,15,-8.8,71,+1.7,36,-0.7%,69,+9.5,27,-0.9,10,-15.2%,19,-34.7,88,+2.6,90,+8.1%,83,+29.6
Justise Winslow,21.6,MIA,Forward,122,73,+7.9,99,+6.8,60,+0.9%,94,+34.3,69,+0.7,35,-3.6%,62,+15.0,99,+6.1,32,-1.6%,98,+60.4
Delon Wright,25.5,TOR,Combo,195,25,-5.1,79,+2.3,65,+1.3%,61,+6.6,95,+2.9,46,-0.3%,91,+48.4,32,-1.2,44,+0.1%,30,-18.4
Nick Young,32.4,GSW,Wing,159,14,-9.0,10,-3.8,21,-2.3%,17,-20.5,2,-2.8,65,+5.3%,6,-60.2,39,-0.8,35,-1.1%,48,-2.6
Thaddeus Young,29.4,IND,Big,232,10,-10.3,83,+2.6,65,+1.3%,77,+16.1,60,+0.4,36,-3.0%,47,-0.4,81,+1.9,27,-2.2%,78,+21.0
Quinn Cook,24.6,GSW,Point,130,47,+0.8,61,+0.8,2,-5.0%,67,+8.4,77,+1.1,16,-11.6%,88,+39.8,42,-0.6,8,-8.9%,43,-5.8
Jordan Bell,22.8,GSW,Big,133,85,+10.7,32,-1.4,3,-4.6%,16,-20.7,13,-1.6,40,-2.2%,5,-64.5,65,+0.9,9,-8.6%,54,+0.6
OG Anunoby,20.3,TOR,Forward,237,62,+5.0,13,-3.5,26,-1.6%,18,-20.3,6,-2.3,42,-1.7%,13,-48.4,40,-0.7,40,-0.7%,40,-6.6
Jayson Tatum,19.7,BOS,Forward,674,51,+1.6,5,-5.1,55,+0.7%,2,-48.4,23,-1.1,31,-5.9%,7,-58.5,5,-3.9,20,-4.4%,6,-47.5
Semi Ojeleye,22.9,BOS,Forward,206,16,-8.7,24,-2.3,6,-4.2%,15,-20.9,65,+0.5,56,+3.3%,63,+15.6,14,-2.9,6,-9.3%,6,-46.3
Donovan Mitchell,21.1,UTA,Combo,409,17,-8.7,36,-1.1,24,-2.0%,43,-4.5,94,+2.5,6,-17.2%,93,+55.1,11,-3.1,76,+4.7%,7,-46.1
Royce O'Neale,24.4,UTA,Wing,254,2,-17.2,58,+0.6,30,-1.3%,55,+3.2,81,+1.5,47,+0.2%,61,+14.5,36,-0.9,33,-1.6%,48,-1.9
