Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Harrison Barnes,24.4,DAL,Big,2797,93,86.0%,29,9.0%,82,2.4%,53,24.4%
Matt Barnes,36.6,GSW,Forward,376,0,85.7%,58,9.8%,8,0.6%,0,0.0%
Matt Barnes,36.6,SAC,Forward,1360,36,75.8%,14,5.6%,37,0.8%,34,18.2%
Will Barton,25.8,DEN,Wing,1671,21,75.5%,77,11.7%,67,1.3%,56,23.8%
Brandon Bass,31.5,LAC,Big,458,92,84.7%,96,23.3%,59,1.8%,55,25.0%
Nicolas Batum,27.9,CHA,Wing,2611,76,85.5%,71,10.5%,61,1.2%,58,24.3%
Aron Baynes,29.9,DET,Big,1104,90,84.3%,51,12.2%,89,2.6%,10,13.9%
Kent Bazemore,27.3,ATL,Wing,1953,9,70.8%,61,8.8%,65,1.2%,26,16.2%
Bradley Beal,23.3,WAS,Wing,2680,52,82.5%,60,8.8%,97,2.4%,75,28.2%
Malik Beasley,19.9,DEN,Wing,112,0,75.0%,18,4.1%,0,0.0%,0,0.0%
Michael Beasley,27.8,MIL,Big,903,61,74.3%,54,12.7%,26,1.1%,68,27.3%
Marco Belinelli,30.6,CHA,Wing,1748,98,89.0%,51,8.0%,92,1.9%,31,17.3%
DeAndre' Bembry,22.3,ATL,Wing,273,0,42.9%,39,7.0%,23,0.7%,98,60.0%
Dragan Bender,19.0,PHX,Big,530,0,40.0%,2,3.2%,3,0.6%,31,20.0%
Anthony Bennett,23.6,BKN,Big,206,0,80.0%,41,10.4%,40,1.4%,0,0.0%
Davis Bertans,24.0,SAS,Big,684,78,79.3%,14,6.8%,4,0.6%,90,35.7%
Patrick Beverley,28.3,HOU,Point,2046,29,76.8%,29,7.0%,25,1.3%,27,20.0%
Bismack Biyombo,24.2,ORL,Big,1714,7,52.9%,99,24.3%,83,2.4%,14,15.5%
Nemanja Bjelica,28.5,MIN,Big,1140,43,70.4%,16,6.9%,43,1.5%,87,33.3%
Tarik Black,24.9,LAL,Big,1065,62,75.2%,81,17.0%,35,1.4%,83,30.9%
Eric Bledsoe,26.9,PHX,Point,2172,67,85.2%,90,15.5%,83,2.3%,48,22.5%
Bojan Bogdanovic,27.5,BKN,Wing,1468,90,87.4%,75,10.9%,74,1.4%,72,27.8%
Bojan Bogdanovic,27.5,WAS,Forward,584,100,93.3%,61,10.3%,73,1.3%,46,20.0%
Andrew Bogut,31.9,DAL,Big,581,0,27.3%,2,3.6%,10,0.8%,87,33.3%
Devin Booker,20.0,PHX,Wing,2720,59,83.4%,82,12.5%,96,2.2%,71,27.6%
Trevor Booker,28.9,BKN,Big,1747,33,67.3%,28,8.8%,24,1.1%,87,32.7%
Avery Bradley,25.9,BOS,Combo,1829,23,73.1%,8,4.3%,21,0.8%,61,23.5%
Corey Brewer,30.7,HOU,Wing,886,12,72.1%,74,10.8%,16,0.6%,75,28.0%
Corey Brewer,30.7,LAL,Wing,353,0,72.7%,58,8.6%,40,0.8%,37,18.2%
Malcolm Brogdon,23.9,MIL,Combo,1901,83,86.2%,37,7.1%,84,1.7%,74,28.3%
Aaron Brooks,31.8,IND,Point,812,31,77.1%,15,4.9%,21,1.2%,40,21.4%
Anthony Brown,24.1,NOP,Wing,135,0,0.0%,0,0.0%,0,0.0%,100,0.0%
Jaylen Brown,20.0,BOS,Wing,1293,6,69.0%,90,14.2%,52,1.0%,89,35.9%
Nicolas Brussino,23.7,DAL,Wing,408,0,86.7%,23,4.7%,58,1.1%,94,40.0%
Reggie Bullock,25.6,DET,Wing,413,0,66.7%,6,2.6%,18,0.6%,86,33.3%
Trey Burke,24.0,WAS,Combo,640,26,74.1%,23,5.8%,23,0.9%,89,35.7%
Alec Burks,25.3,UTA,Combo,620,36,77.0%,90,13.5%,66,1.5%,85,31.4%
Jimmy Butler,27.1,CHI,Wing,2803,81,86.5%,98,20.1%,99,2.7%,36,18.0%
Jose Calderon,35.1,ATL,Combo,224,0,87.5%,6,3.6%,19,0.8%,0,0.0%
Jose Calderon,35.1,LAL,Point,272,0,100.0%,4,1.4%,4,0.8%,98,100.0%
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,56,83.2%,39,7.1%,49,1.0%,41,18.8%
Isaiah Canaan,25.5,CHI,Combo,513,98,88.9%,52,8.1%,6,0.5%,58,23.1%
Clint Capela,22.5,HOU,Big,1533,8,53.4%,65,14.6%,14,0.9%,62,25.3%
DeMarre Carroll,30.3,TOR,Forward,1874,43,76.1%,53,9.2%,27,0.8%,20,9.1%
Vince Carter,39.8,MEM,Wing,1791,27,76.5%,47,7.7%,83,1.7%,16,10.0%
Michael Carter-Williams,25.1,CHI,Point,804,26,76.8%,65,11.7%,31,1.4%,88,35.1%
Omri Casspi,28.4,MIN,Big,216,0,62.5%,32,9.5%,4,0.6%,0,0.0%
Omri Casspi,28.4,SAC,Forward,393,0,57.1%,46,8.9%,88,1.9%,86,27.3%
Willie Cauley-Stein,23.2,SAC,Big,1384,30,66.7%,56,12.9%,27,1.1%,47,23.9%
Tyson Chandler,34.1,PHX,Big,1295,57,73.4%,93,20.4%,34,1.3%,17,16.1%
Wilson Chandler,29.5,DEN,Forward,2186,20,72.5%,47,9.0%,69,1.3%,98,39.3%
Marquese Chriss,19.3,PHX,Big,1698,15,61.2%,43,10.4%,60,1.8%,39,21.4%
Rakeem Christmas,24.9,IND,Big,177,0,72.7%,96,23.1%,94,2.9%,0,0.0%
Semaj Christon,24.0,OKC,Combo,873,0,48.0%,31,6.4%,13,0.7%,58,23.1%
Ian Clark,25.7,GSW,Combo,925,66,82.1%,11,4.9%,24,0.9%,98,47.1%
Jordan Clarkson,24.4,LAL,Combo,2352,57,80.2%,40,7.2%,35,1.0%,76,28.7%
Norris Cole,28.1,OKC,Combo,101,0,75.0%,34,7.0%,87,1.8%,0,0.0%
Darren Collison,29.2,SAC,Combo,2055,81,86.0%,48,7.9%,50,1.2%,50,22.0%
Mike Conley,29.1,MEM,Point,2287,74,85.9%,75,12.1%,85,2.5%,46,22.4%
Pat Connaughton,23.8,POR,Wing,227,0,100.0%,5,1.9%,0,0.0%,0,0.0%
DeMarcus Cousins,26.2,NOP,Big,573,71,77.7%,75,16.0%,99,4.1%,90,35.7%
DeMarcus Cousins,26.2,SAC,Big,1885,68,77.0%,86,17.8%,99,5.2%,64,25.8%
Robert Covington,25.9,PHI,Forward,2110,75,82.2%,56,9.5%,25,0.8%,25,13.2%
Allen Crabbe,24.6,POR,Wing,2224,69,84.7%,52,8.1%,34,0.8%,68,25.5%
Jamal Crawford,36.6,LAC,Wing,2006,73,85.2%,55,8.2%,84,1.7%,54,23.6%
Jordan Crawford,28.0,NOP,Wing,419,0,76.0%,26,5.1%,48,1.0%,90,36.4%
Jae Crowder,26.3,BOS,Forward,2328,70,81.1%,71,11.8%,56,1.0%,39,19.1%
Dante Cunningham,29.5,NOP,Forward,1623,0,60.9%,3,3.0%,2,0.3%,86,27.3%
Seth Curry,26.2,DAL,Combo,2015,77,84.8%,16,5.1%,68,1.5%,94,37.8%
Stephen Curry,28.6,GSW,Point,2627,88,89.8%,50,9.0%,67,2.0%,75,27.0%
Troy Daniels,25.3,MEM,Wing,1133,38,78.7%,14,3.8%,66,1.3%,72,27.8%
Anthony Davis,23.6,NOP,Big,2700,81,80.2%,78,16.4%,98,3.6%,63,25.7%
Deyonta Davis,19.9,MEM,Big,212,0,63.6%,72,15.9%,26,1.1%,94,42.9%
Ed Davis,27.4,POR,Big,787,19,61.7%,84,17.8%,62,1.8%,7,10.0%
DeMar DeRozan,27.2,TOR,Wing,2615,64,84.2%,96,16.1%,89,1.9%,27,16.4%
Dewayne Dedmon,27.2,SAS,Big,1252,38,69.6%,85,17.8%,42,1.5%,84,31.3%
Sam Dekker,22.5,HOU,Forward,1335,0,55.9%,34,7.5%,5,0.5%,73,25.0%
Malcolm Delaney,27.6,ATL,Combo,1187,55,79.8%,32,6.5%,92,1.8%,34,16.0%
Matthew Dellavedova,26.1,MIL,Point,1971,69,85.4%,12,4.4%,33,1.4%,33,20.8%
Luol Deng,31.5,LAL,Forward,1478,23,73.0%,31,7.4%,41,0.9%,64,24.2%
Cheick Diallo,20.1,NOP,Big,163,0,71.4%,63,14.5%,2,0.5%,7,10.0%
Boris Diaw,34.5,UTA,Big,1274,54,72.7%,7,4.7%,23,1.0%,55,25.0%
Gorgui Dieng,26.8,MIN,Big,2640,86,81.8%,37,10.0%,31,1.2%,49,23.9%
Spencer Dinwiddie,23.6,BKN,Point,1261,38,78.8%,98,19.2%,19,1.1%,42,21.5%
Toney Douglas,30.6,MEM,Combo,370,64,81.5%,58,8.9%,89,1.8%,81,30.0%
Goran Dragic,30.5,MIA,Point,2447,40,79.0%,58,11.0%,73,2.1%,23,19.1%
Andre Drummond,23.2,DET,Big,2406,0,38.7%,68,15.4%,80,2.3%,54,24.7%
Jared Dudley,31.3,PHX,Forward,1352,11,65.1%,10,5.0%,63,1.1%,15,5.6%
Mike Dunleavy,36.1,ATL,Wing,438,57,83.3%,35,6.3%,71,1.3%,0,0.0%
Mike Dunleavy,36.1,CLE,Wing,314,0,70.6%,41,7.1%,31,0.7%,0,0.0%
Kris Dunn,22.6,MIN,Combo,1257,0,59.6%,42,7.3%,39,1.1%,47,21.7%
Kevin Durant,28.1,GSW,Forward,2051,93,87.6%,92,15.5%,90,2.0%,81,25.3%
Wayne Ellington,28.9,MIA,Wing,1463,78,85.7%,4,1.5%,41,0.9%,18,12.5%
Monta Ellis,31.0,IND,Combo,1978,21,72.4%,71,10.0%,53,1.2%,66,25.4%
Joel Embiid,22.6,PHI,Big,781,73,78.2%,92,19.8%,100,5.9%,12,14.9%
James Ennis,26.3,MEM,Forward,1466,59,77.4%,81,13.5%,14,0.7%,32,16.7%
Tyler Ennis,22.2,HOU,Point,129,0,50.0%,0,0.0%,56,1.7%,100,0.0%
Tyler Ennis,22.2,LAL,Point,378,0,85.7%,17,5.0%,8,0.9%,79,28.6%
Tyreke Evans,27.1,NOP,Combo,453,38,77.6%,92,14.1%,90,1.8%,87,33.3%
Tyreke Evans,27.1,SAC,Combo,313,15,70.6%,68,9.7%,26,0.9%,40,20.0%
Dante Exum,21.3,UTA,Combo,1163,51,78.6%,69,9.8%,61,1.4%,63,25.0%
Kenneth Faried,27.0,DEN,Big,1275,37,69.3%,79,16.6%,66,1.9%,68,27.3%
Derrick Favors,25.3,UTA,Big,1180,18,61.5%,48,11.4%,49,1.6%,38,21.2%
Kay Felder,21.6,CLE,Point,281,10,69.2%,87,15.1%,62,1.8%,2,5.6%
Cristiano Felicio,24.3,CHI,Big,930,26,65.0%,89,18.6%,21,1.0%,44,22.0%
Raymond Felton,32.4,LAC,Combo,1537,43,78.0%,10,4.7%,27,0.9%,47,21.7%
Yogi Ferrell,23.5,BKN,Point,126,0,90.0%,62,11.4%,54,1.7%,0,0.0%
Yogi Ferrell,23.5,DAL,Point,1021,81,87.7%,33,7.7%,75,2.2%,54,25.0%
Dorian Finney-Smith,23.5,DAL,Forward,1538,41,75.9%,41,7.9%,3,0.4%,19,7.7%
Bryn Forbes,23.3,SAS,Combo,237,0,80.0%,2,2.3%,0,0.0%,0,0.0%
Evan Fournier,24.0,ORL,Wing,2228,43,80.5%,75,10.9%,85,1.7%,70,27.5%
Randy Foye,33.1,BKN,Combo,1210,72,84.6%,19,5.5%,16,0.7%,16,5.6%
Tim Frazier,26.0,NOP,Point,1477,19,75.6%,73,12.1%,58,1.7%,13,17.0%
Channing Frye,33.5,CLE,Big,1346,91,84.5%,10,5.5%,53,1.7%,37,20.7%
Danilo Gallinari,28.2,DEN,Forward,2128,98,90.2%,95,17.5%,95,2.5%,29,14.3%
Langston Galloway,24.9,NOP,Wing,1062,26,76.0%,12,3.7%,5,0.5%,61,25.0%
Langston Galloway,24.9,SAC,Combo,367,0,91.7%,21,5.6%,44,1.1%,0,0.0%
Marc Gasol,31.8,MEM,Big,2524,88,83.6%,46,10.9%,95,3.1%,63,25.5%
Pau Gasol,36.3,SAS,Big,1618,44,70.5%,50,11.9%,77,2.2%,35,20.3%
Rudy Gay,30.2,SAC,Forward,1009,89,85.5%,80,13.2%,85,1.8%,95,29.7%
Paul George,26.5,IND,Forward,2684,95,89.8%,59,9.8%,98,2.6%,68,24.5%
Jonathan Gibson,29.0,DAL,Combo,192,0,78.3%,66,9.6%,95,1.9%,23,11.1%
Taj Gibson,31.4,CHI,Big,1498,47,70.9%,40,10.3%,39,1.4%,68,27.1%
Taj Gibson,31.4,OKC,Big,484,51,71.8%,42,10.4%,33,1.3%,55,25.0%
Manu Ginobili,39.3,SAS,Wing,1284,42,80.0%,46,7.5%,95,2.1%,85,32.4%
Rudy Gobert,24.4,UTA,Big,2729,28,65.3%,100,26.8%,96,3.3%,48,23.9%
Archie Goodwin,22.2,BKN,Wing,156,0,72.0%,100,22.2%,77,1.4%,47,21.4%
Aaron Gordon,21.1,ORL,Forward,2256,18,71.6%,73,12.0%,29,0.8%,85,26.1%
Eric Gordon,27.9,HOU,Wing,2303,65,84.3%,48,7.8%,57,1.1%,82,30.5%
Marcin Gortat,32.7,WAS,Big,2551,27,65.2%,43,10.5%,34,1.3%,29,19.5%
Treveon Graham,23.0,CHA,Forward,113,0,71.4%,88,14.3%,68,1.2%,73,25.0%
Jerami Grant,22.6,OKC,Forward,1405,9,63.5%,97,17.6%,10,0.6%,22,11.7%
Jerian Grant,24.1,CHI,Combo,977,96,88.6%,77,10.5%,29,1.0%,77,29.0%
Danny Green,29.4,SAS,Wing,1797,84,86.7%,6,2.6%,6,0.5%,11,8.3%
Draymond Green,26.7,GSW,Big,2459,45,70.6%,49,11.7%,70,2.0%,9,11.9%
Gerald Green,30.8,BOS,Wing,509,83,86.5%,36,6.4%,10,0.5%,22,13.3%
JaMychal Green,26.4,MEM,Big,2074,80,80.1%,57,13.3%,41,1.5%,46,23.3%
Jeff Green,30.2,ORL,Forward,1495,91,86.1%,83,13.6%,81,1.4%,69,24.7%
Blake Griffin,27.6,LAC,Big,2071,64,76.1%,80,16.6%,97,3.4%,40,21.6%
Justin Hamilton,26.6,BKN,Big,1120,67,76.7%,7,4.6%,31,1.2%,76,29.4%
AJ Hammons,24.2,DAL,Big,129,0,43.8%,90,18.9%,23,1.1%,0,0.0%
Tim Hardaway Jr.,24.6,ATL,Wing,2112,31,77.3%,66,9.4%,72,1.3%,69,27.0%
James Harden,27.2,HOU,Combo,2940,74,84.6%,94,17.2%,100,2.4%,21,9.3%
Maurice Harkless,23.5,POR,Forward,2212,7,62.1%,54,9.3%,31,0.8%,51,21.0%
Montrezl Harrell,22.8,HOU,Big,987,25,64.6%,92,19.3%,16,1.0%,95,47.8%
Devin Harris,33.7,DAL,Wing,1084,55,82.9%,96,16.4%,94,2.1%,32,17.5%
Gary Harris,22.1,DEN,Wing,1776,33,77.3%,61,8.9%,36,0.8%,79,30.0%
Joe Harris,25.2,BKN,Wing,1100,10,71.1%,15,3.8%,46,1.0%,24,14.3%
Tobias Harris,24.3,DET,Forward,2541,84,84.2%,51,9.1%,44,0.9%,80,25.2%
Andrew Harrison,22.0,MEM,Combo,1427,30,75.5%,100,20.5%,76,1.6%,19,9.3%
Udonis Haslem,36.4,MIA,Big,115,0,61.5%,95,22.7%,81,2.4%,31,20.0%
Spencer Hawes,28.5,CHA,Big,587,99,88.2%,11,5.7%,56,1.7%,55,25.0%
Spencer Hawes,28.5,MIL,Big,139,0,75.0%,80,16.7%,37,1.4%,95,44.4%
Gordon Hayward,26.6,UTA,Wing,2507,66,84.3%,88,13.4%,98,2.5%,68,26.3%
Gerald Henderson,28.9,PHI,Wing,1660,44,80.6%,69,10.3%,81,1.6%,59,24.6%
John Henson,25.8,MIL,Big,1111,40,69.8%,47,11.2%,78,2.2%,15,15.8%
Juan Hernangomez,21.1,DEN,Forward,749,36,75.8%,64,10.4%,86,1.8%,86,27.3%
Willy Hernangomez,22.4,NYK,Big,1280,55,73.0%,40,10.4%,80,2.2%,65,26.0%
Mario Hezonja,21.7,ORL,Forward,786,50,76.5%,17,6.0%,59,1.1%,27,13.3%
Roy Hibbert,29.9,CHA,Big,661,86,81.3%,89,18.8%,74,2.1%,5,9.4%
Buddy Hield,23.9,NOP,Wing,1125,80,86.2%,8,2.8%,11,0.6%,54,23.1%
Buddy Hield,23.9,SAC,Wing,722,53,82.9%,20,4.3%,54,1.1%,11,7.7%
Nene Hilario,34.1,HOU,Big,1196,12,58.9%,93,20.1%,45,1.5%,66,26.9%
George Hill,30.5,UTA,Point,1534,43,79.8%,63,11.7%,94,2.7%,52,24.7%
Solomon Hill,25.6,NOP,Forward,2351,66,80.5%,66,10.9%,19,0.8%,29,14.3%
Darrun Hilliard,23.6,DET,Wing,268,0,78.6%,59,8.7%,22,0.7%,96,44.4%
Jrue Holiday,26.4,NOP,Combo,2184,17,71.1%,39,7.2%,58,1.4%,35,17.6%
Justin Holiday,27.6,NYK,Wing,1592,62,84.1%,29,5.3%,32,0.7%,30,17.2%
Rondae Hollis-Jefferson,21.8,BKN,Forward,1712,34,74.5%,100,19.2%,75,1.4%,42,19.3%
Richaun Holmes,23.0,PHI,Big,1120,39,69.8%,46,10.8%,41,1.4%,85,31.8%
Rodney Hood,24.0,UTA,Wing,1587,35,78.3%,38,6.7%,82,1.6%,28,17.0%
Al Horford,30.4,BOS,Big,2183,78,80.0%,20,7.6%,29,1.2%,91,35.9%
Dwight Howard,30.9,ATL,Big,2190,7,53.3%,99,25.2%,92,2.8%,30,19.6%
Marcelo Huertas,33.4,LAL,Point,183,0,36.4%,54,9.4%,0,0.5%,27,20.0%
Kris Humphries,31.7,ATL,Big,585,72,77.8%,38,10.3%,95,3.1%,11,14.3%
Serge Ibaka,27.1,ORL,Big,1707,91,84.4%,9,5.5%,38,1.4%,89,35.0%
Serge Ibaka,27.1,TOR,Big,710,99,88.2%,4,4.2%,28,1.2%,20,16.7%
Andre Iguodala,32.8,GSW,Wing,1956,8,70.6%,54,8.1%,61,1.2%,24,14.3%
Ersan Ilyasova,29.5,ATL,Big,616,76,79.0%,44,10.7%,28,1.1%,16,16.0%
Ersan Ilyasova,29.5,PHI,Big,1428,69,77.1%,31,9.2%,54,1.7%,36,20.3%
Joe Ingles,29.1,UTA,Wing,1923,23,75.8%,13,3.8%,68,1.3%,17,11.8%
Brandon Ingram,19.2,LAL,Forward,2214,2,61.5%,76,12.6%,83,1.6%,71,24.7%
Kyrie Irving,24.6,CLE,Point,2518,93,90.5%,46,8.7%,63,1.8%,81,30.0%
Reggie Jackson,26.5,DET,Point,1422,79,86.8%,37,7.8%,81,2.3%,54,25.0%
LeBron James,31.8,CLE,Forward,2789,14,67.4%,93,17.2%,97,2.5%,93,29.7%
Al Jefferson,31.8,IND,Big,910,65,76.5%,27,8.8%,16,0.9%,55,25.0%
Richard Jefferson,36.4,CLE,Forward,1528,30,74.0%,75,12.4%,64,1.2%,63,23.3%
Brandon Jennings,27.1,NYK,Point,1400,17,74.6%,60,11.3%,65,1.8%,25,19.2%
Brandon Jennings,27.1,WAS,Combo,358,0,70.6%,45,7.8%,10,0.6%,0,0.0%
Jonas Jerebko,29.7,BOS,Big,1204,49,71.4%,8,5.3%,7,0.8%,3,7.1%
Amir Johnson,29.5,BOS,Big,1603,32,67.0%,49,11.4%,48,1.5%,42,21.7%
James Johnson,29.7,MIA,Big,2060,41,69.9%,56,12.9%,18,1.0%,83,31.1%
Joe Johnson,35.3,UTA,Forward,1827,73,81.8%,8,4.2%,47,1.0%,54,22.2%
Stanley Johnson,20.4,DET,Wing,1244,5,68.0%,40,7.1%,24,0.7%,61,25.0%
Tyler Johnson,24.5,MIA,Combo,2131,40,77.8%,82,11.3%,73,1.5%,37,19.0%
Wesley Johnson,29.3,LAC,Forward,704,0,64.7%,7,4.0%,7,0.6%,92,28.6%
Nikola Jokic,21.7,DEN,Big,2019,87,82.6%,37,10.0%,93,2.8%,78,29.7%
James Jones,36.1,CLE,Forward,234,0,50.0%,25,6.5%,80,1.4%,73,25.0%
Terrence Jones,24.8,NOP,Big,1228,13,60.0%,77,16.2%,40,1.4%,75,29.1%
Tyus Jones,20.5,MIN,Combo,694,28,74.4%,50,8.0%,48,1.2%,45,21.4%
Derrick Jones Jr.,19.7,PHX,Wing,520,7,70.0%,87,13.4%,20,0.6%,9,5.9%
DeAndre Jordan,28.3,LAC,Big,2564,2,48.2%,94,20.4%,96,3.3%,53,24.5%
Cory Joseph,25.2,TOR,Combo,1957,45,78.1%,35,7.1%,94,1.9%,56,22.9%
Frank Kaminsky,23.6,CHA,Big,1894,62,74.8%,28,8.9%,8,0.8%,51,24.3%
Enes Kanter,24.5,OKC,Big,1495,77,79.3%,72,16.0%,87,2.6%,44,22.1%
Michael Kidd-Gilchrist,23.1,CHA,Forward,2335,61,78.4%,90,14.5%,53,1.0%,37,19.0%
Sean Kilpatrick,26.8,BKN,Wing,1729,63,84.1%,82,12.2%,80,1.6%,53,22.9%
Brandon Knight,24.9,PHX,Combo,1129,79,85.8%,76,10.3%,98,2.3%,53,22.4%
Kyle Korver,35.6,ATL,Wing,884,0,92.0%,9,2.8%,11,0.5%,96,42.9%
Kyle Korver,35.6,CLE,Wing,853,0,93.3%,3,1.1%,26,0.7%,0,0.0%
Kosta Koufos,27.7,SAC,Big,1412,16,61.3%,23,8.2%,15,0.9%,76,29.4%
Mindaugas Kuzminskas,27.0,NYK,Forward,955,68,81.0%,36,7.7%,76,1.4%,53,21.4%
Zach LaVine,21.6,MIN,Wing,1742,60,83.6%,54,8.1%,59,1.1%,59,24.6%
Skal Labissiere,20.6,SAC,Big,572,43,70.1%,58,13.4%,77,2.1%,28,19.4%
Jeremy Lamb,24.4,CHA,Wing,1081,70,84.8%,84,12.7%,75,1.4%,84,32.3%
Nicolas Laprovittola,26.8,SAS,Point,130,0,100.0%,19,5.1%,38,1.4%,94,50.0%
Joffrey Lauvergne,25.1,CHI,Big,220,0,60.0%,35,9.8%,20,1.0%,87,33.3%
Joffrey Lauvergne,25.1,OKC,Big,702,24,63.8%,26,8.8%,36,1.4%,24,18.2%
Ty Lawson,29.0,SAC,Point,1712,45,79.9%,92,15.6%,60,1.8%,35,20.9%
Jake Layman,22.7,POR,Forward,156,0,83.3%,15,5.8%,32,0.8%,0,0.0%
Caris LeVert,22.2,BKN,Wing,1184,13,72.4%,68,10.0%,70,1.3%,33,17.5%
Courtney Lee,31.1,NYK,Wing,2454,86,86.7%,27,5.2%,18,0.6%,55,23.7%
David Lee,33.5,SAS,Big,1437,48,71.2%,60,13.8%,5,0.7%,81,30.6%
Alex Len,23.4,PHX,Big,1540,51,71.8%,87,18.2%,44,1.5%,41,21.6%
Kawhi Leonard,25.3,SAS,Wing,2464,92,87.9%,93,14.9%,100,3.0%,46,21.4%
Meyers Leonard,24.7,POR,Big,1146,96,86.8%,1,1.7%,53,1.7%,20,16.7%
Jon Leuer,27.5,DET,Big,1852,94,86.4%,18,7.2%,17,1.0%,86,32.6%
DeAndre Liggins,28.6,CLE,Combo,646,9,66.7%,73,10.2%,32,1.0%,63,25.0%
Damian Lillard,26.3,POR,Point,2682,86,89.5%,81,12.6%,90,2.7%,50,22.6%
Jeremy Lin,28.2,BKN,Point,880,52,81.6%,71,12.0%,96,3.3%,13,17.0%
Shaun Livingston,31.1,GSW,Combo,1214,4,64.7%,56,8.8%,15,0.7%,95,38.5%
Shawn Long,23.8,PHI,Big,204,0,56.0%,34,9.7%,62,1.8%,80,30.0%
Kevon Looney,20.7,GSW,Big,277,0,64.0%,86,17.9%,46,1.5%,96,50.0%
Brook Lopez,28.6,BKN,Big,2213,83,80.9%,62,14.2%,73,2.1%,73,28.6%
Robin Lopez,28.6,CHI,Big,2267,53,72.1%,13,5.8%,35,1.3%,78,29.8%
Kevin Love,28.2,CLE,Big,1880,96,87.1%,51,11.9%,90,2.6%,26,18.4%
Kyle Lowry,30.6,TOR,Point,2236,55,81.9%,94,15.7%,71,2.0%,65,25.3%
Timothe Luwawu-Cabarrot,21.5,PHI,Wing,1073,79,85.8%,83,12.6%,64,1.2%,13,8.7%
Trey Lyles,21.0,UTA,Big,1101,57,73.2%,17,7.1%,14,0.9%,28,19.4%
Shelvin Mack,26.5,UTA,Point,1171,5,68.5%,40,8.1%,17,1.1%,54,25.0%
Ian Mahinmi,30.0,WAS,Big,543,9,56.2%,98,24.2%,63,1.9%,43,21.9%
Thon Maker,19.7,MIL,Big,501,30,66.7%,44,10.5%,11,0.9%,72,27.8%
Boban Marjanovic,28.2,DET,Big,202,97,87.1%,71,15.7%,98,3.6%,96,50.0%
Jarell Martin,22.4,MEM,Big,528,78,80.0%,59,13.6%,11,0.9%,4,9.1%
Wesley Matthews,30.1,DAL,Wing,2489,50,81.6%,46,7.5%,91,1.9%,17,11.8%
Luc Mbah a Moute,30.1,LAC,Forward,1779,16,67.8%,69,11.5%,17,0.7%,97,31.9%
