Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Marcin Gortat,24.7,ORL,Big,263,83,3.0%,93,1.7%,18,6.1%,48,7.7%,78,22.1%,73,5.9%,50,30.8%
Willie Green,27.3,PHI,Wing,147,39,0.4%,0,0.0%,30,4.5%,0,0.0%,3,4.2%,0,0.0%,55,10.0%
Richard Hamilton,30.7,DET,Wing,153,36,0.4%,79,1.7%,45,3.7%,27,1.4%,18,6.6%,0,0.0%,45,9.1%
Udonis Haslem,28.4,MIA,Big,203,20,0.9%,30,0.8%,75,3.9%,70,9.2%,93,25.7%,0,0.0%,40,26.7%
Chuck Hayes,25.4,HOU,Big,168,10,0.7%,100,3.7%,5,7.4%,63,8.3%,30,16.0%,0,0.0%,10,10.0%
Nene Hilario,26.1,DEN,Big,521,25,1.1%,95,1.8%,33,5.3%,65,8.4%,35,16.1%,57,2.5%,33,25.0%
Kirk Hinrich,27.8,CHI,Combo,207,92,0.8%,100,2.6%,25,3.9%,42,1.1%,58,8.8%,0,0.0%,0,0.0%
Al Horford,22.4,ATL,Big,251,40,1.4%,65,1.2%,43,5.1%,25,5.6%,60,19.4%,0,0.0%,30,23.1%
Eddie House,30.5,BOS,Combo,224,0,0.0%,92,2.2%,8,5.3%,25,1.0%,50,8.5%,0,0.0%,83,12.5%
Dwight Howard,22.9,ORL,Big,900,88,3.8%,53,1.0%,65,4.3%,98,12.9%,98,30.2%,53,1.4%,57,31.9%
Josh Howard,28.5,DAL,Wing,294,73,0.8%,64,1.4%,58,3.5%,82,3.6%,94,14.5%,100,8.3%,85,22.7%
Andre Iguodala,24.8,PHI,Wing,268,0,0.0%,85,2.0%,100,1.3%,61,2.6%,88,13.6%,0,0.0%,27,5.9%
Zydrunas Ilgauskas,33.4,CLE,Big,406,53,1.9%,8,0.6%,30,5.3%,45,7.6%,68,20.5%,83,6.9%,90,55.6%
LeBron James,23.8,CLE,Forward,578,90,1.2%,80,1.8%,80,2.1%,70,3.8%,100,20.9%,0,0.0%,80,22.6%
Anthony Johnson,34.1,ORL,Point,277,0,0.0%,65,2.0%,6,4.7%,71,3.3%,18,7.3%,0,0.0%,71,7.1%
Joe Johnson,27.3,ATL,Wing,428,0,0.0%,76,1.7%,91,2.5%,85,4.5%,48,8.9%,0,0.0%,24,5.0%
Dahntay Jones,27.8,DEN,Wing,262,82,1.1%,94,2.3%,3,7.0%,100,7.5%,39,8.2%,0,0.0%,33,7.1%
James Jones,28.1,MIA,Wing,234,27,0.3%,21,0.7%,39,3.8%,21,1.1%,9,5.6%,0,0.0%,79,15.8%
Jason Kidd,35.6,DAL,Point,386,82,0.4%,82,2.7%,76,2.9%,47,2.2%,82,13.0%,0,0.0%,100,26.5%
Andrei Kirilenko,27.7,UTA,Forward,135,70,1.2%,100,3.5%,90,1.9%,100,5.5%,0,3.5%,0,0.0%,100,30.0%
Linas Kleiza,23.8,DEN,Forward,181,0,0.0%,30,1.0%,40,3.6%,50,3.3%,90,17.8%,90,6.3%,40,14.3%
Kyle Korver,27.6,UTA,Wing,136,42,0.4%,33,1.0%,73,2.9%,33,1.4%,15,6.5%,0,0.0%,61,11.8%
Carl Landry,25.1,HOU,Big,220,18,0.8%,18,0.7%,60,4.5%,55,8.0%,25,14.6%,0,0.0%,83,45.5%
Courtney Lee,23.1,ORL,Wing,548,30,0.3%,70,1.6%,52,3.5%,24,1.3%,21,6.6%,0,0.0%,21,3.0%
Rashard Lewis,29.2,ORL,Big,983,15,0.7%,68,1.2%,98,2.2%,5,3.4%,10,12.7%,0,0.0%,45,26.9%
Kyle Lowry,22.6,HOU,Point,228,35,0.2%,71,2.1%,29,3.8%,59,3.1%,76,12.1%,94,4.2%,76,7.7%
Stephon Marbury,31.7,BOS,Combo,156,0,0.0%,17,0.3%,33,3.7%,67,1.4%,25,6.8%,0,0.0%,75,10.0%
Kenyon Martin,30.8,DEN,Big,536,43,1.5%,78,1.5%,45,4.9%,18,5.1%,20,14.3%,55,2.2%,13,10.8%
Roger Mason Jr.,28.1,SAS,Wing,108,0,0.0%,15,0.5%,33,4.1%,0,0.0%,58,9.9%,0,0.0%,0,0.0%
Antonio McDyess,34.2,DET,Big,135,35,1.3%,28,0.8%,15,6.5%,13,4.8%,73,20.9%,100,0.0%,73,40.0%
Andre Miller,32.6,PHI,Point,257,29,0.2%,24,1.3%,88,2.7%,82,4.2%,88,13.2%,0,0.0%,0,0.0%
Brad Miller,32.6,CHI,Big,185,48,1.8%,3,0.5%,48,4.8%,30,6.0%,80,22.6%,0,0.0%,48,28.6%
Paul Millsap,23.7,UTA,Big,155,50,1.8%,60,1.1%,63,4.5%,95,12.7%,8,11.9%,90,8.3%,40,26.7%
Yao Ming,28.1,HOU,Big,322,55,1.9%,13,0.6%,85,3.5%,43,7.1%,90,25.4%,0,0.0%,70,37.5%
Ronald Murray,29.3,ATL,Combo,323,67,0.6%,75,1.7%,92,2.3%,92,2.1%,83,9.3%,0,0.0%,0,0.0%
Joakim Noah,23.7,CHI,Big,271,78,2.8%,55,1.0%,25,5.4%,85,11.0%,75,21.0%,88,7.7%,85,50.0%
Dirk Nowitzki,30.4,DAL,Big,393,28,1.1%,57,1.1%,100,1.9%,8,3.4%,88,23.7%,80,6.7%,60,33.3%
Jermaine O'Neal,30.1,MIA,Big,161,85,3.3%,45,1.0%,57,4.5%,33,6.0%,3,11.3%,0,0.0%,65,36.4%
Lamar Odom,29.0,LAL,Big,733,68,2.4%,48,1.0%,68,4.3%,78,9.8%,63,19.7%,68,3.7%,28,22.4%
Travis Outlaw,24.1,POR,Forward,166,100,1.4%,70,1.5%,70,2.4%,10,1.4%,50,10.3%,0,0.0%,50,18.2%
Zaza Pachulia,24.7,ATL,Big,249,13,0.7%,50,1.0%,10,7.3%,90,12.4%,48,18.3%,0,0.0%,88,54.5%
Tony Parker,26.5,SAS,Point,181,71,0.3%,47,1.6%,71,3.0%,6,0.7%,94,13.7%,0,0.0%,0,0.0%
Chris Paul,23.5,NOP,Point,201,0,0.0%,53,1.7%,100,1.7%,53,2.3%,71,11.5%,0,0.0%,0,0.0%
Kendrick Perkins,24.0,BOS,Big,511,93,4.1%,5,0.5%,88,3.5%,80,10.4%,70,20.7%,65,3.6%,93,56.0%
Paul Pierce,31.1,BOS,Wing,555,52,0.5%,52,1.2%,55,3.5%,12,0.8%,97,14.8%,0,0.0%,70,13.8%
Mickael Pietrus,26.7,ORL,Wing,609,85,1.1%,55,1.3%,6,5.7%,79,3.6%,24,7.0%,94,1.9%,64,12.1%
James Posey,31.8,NOP,Wing,113,0,0.0%,48,1.2%,24,4.5%,64,2.9%,100,21.3%,0,0.0%,97,36.4%
Tayshaun Prince,28.7,DET,Forward,128,0,0.0%,10,0.4%,100,1.2%,0,0.9%,70,12.0%,100,0.0%,30,11.1%
Joel Przybilla,29.1,POR,Big,161,95,4.3%,70,1.3%,13,6.9%,100,14.3%,43,17.6%,0,0.0%,23,22.2%
JJ Redick,24.4,ORL,Combo,320,33,0.2%,50,1.2%,42,3.6%,8,0.7%,8,5.2%,0,0.0%,67,8.3%
Rajon Rondo,22.7,BOS,Point,576,53,0.3%,88,2.8%,47,3.5%,100,5.8%,100,18.5%,88,3.0%,94,22.9%
Derrick Rose,20.1,CHI,Point,313,100,0.8%,0,0.6%,59,3.1%,88,4.3%,47,10.4%,0,0.0%,59,5.0%
Brandon Roy,24.3,POR,Wing,237,97,1.8%,67,1.5%,94,2.4%,70,3.1%,73,11.4%,0,0.0%,67,13.3%
John Salmons,28.9,CHI,Wing,312,88,1.2%,58,1.3%,76,2.8%,39,2.1%,27,7.6%,0,0.0%,73,14.3%
Brian Scalabrine,30.6,BOS,Forward,240,80,1.2%,20,0.4%,0,8.7%,60,3.4%,20,7.8%,0,0.0%,60,18.8%
Luis Scola,28.5,HOU,Big,416,0,0.4%,33,0.8%,50,4.8%,50,7.7%,55,18.9%,0,0.0%,63,35.7%
JR Smith,23.1,DEN,Wing,409,61,0.6%,73,1.7%,21,4.8%,67,3.1%,64,10.7%,0,0.0%,33,7.1%
Joe Smith,33.3,CLE,Big,205,45,1.8%,75,1.4%,20,5.5%,23,5.4%,40,17.5%,85,7.1%,5,8.3%
Josh Smith,22.9,ATL,Big,409,70,2.5%,80,1.5%,73,4.1%,38,6.4%,33,16.1%,68,3.7%,38,26.3%
Peja Stojakovic,31.4,NOP,Forward,162,30,0.3%,40,1.2%,10,4.4%,30,2.6%,40,8.3%,0,0.0%,0,0.0%
Rodney Stuckey,22.5,DET,Combo,127,0,0.0%,0,0.0%,50,3.3%,83,1.8%,17,5.8%,0,0.0%,92,14.3%
Wally Szczerbiak,31.7,CLE,Wing,134,45,0.4%,9,0.4%,15,5.5%,88,4.5%,91,13.9%,0,0.0%,94,33.3%
Jason Terry,31.1,DAL,Wing,322,55,0.5%,24,0.7%,88,2.5%,42,2.2%,30,7.8%,0,0.0%,0,0.0%
Tyrus Thomas,22.2,CHI,Big,187,100,5.5%,83,1.5%,38,5.3%,15,4.9%,57,19.1%,0,0.0%,33,25.0%
Hedo Turkoglu,29.6,ORL,Wing,931,24,0.2%,30,0.9%,42,3.8%,15,1.0%,70,11.1%,91,1.5%,82,20.8%
Anderson Varejao,26.1,CLE,Big,419,63,2.2%,98,2.1%,35,5.3%,83,10.5%,13,13.2%,98,12.9%,3,5.9%
Sasha Vujacic,24.7,LAL,Combo,235,100,0.9%,83,1.9%,0,5.9%,100,3.1%,100,11.0%,0,0.0%,0,0.0%
Dwyane Wade,26.8,MIA,Wing,284,100,2.3%,39,1.1%,70,3.1%,36,1.8%,85,12.4%,0,0.0%,0,0.0%
Von Wafer,23.3,HOU,Wing,164,0,0.0%,18,0.6%,97,1.7%,0,0.0%,36,8.1%,0,0.0%,0,0.0%
Ben Wallace,34.1,CLE,Big,176,38,1.4%,63,1.1%,83,3.7%,88,11.8%,18,14.1%,0,0.0%,8,9.1%
Rasheed Wallace,34.1,DET,Big,121,3,0.5%,35,0.9%,40,5.2%,0,1.9%,83,23.3%,0,0.0%,23,22.2%
Luke Walton,28.6,LAL,Wing,316,58,0.5%,91,2.0%,12,5.5%,94,5.1%,61,10.5%,97,5.0%,88,23.8%
David West,28.2,NOP,Big,178,8,0.6%,73,1.4%,70,4.1%,3,3.4%,65,20.0%,0,0.0%,65,36.4%
Delonte West,25.3,CLE,Combo,589,75,0.7%,67,1.6%,100,2.3%,58,1.2%,42,8.4%,0,0.0%,50,4.0%
Deron Williams,24.4,UTA,Point,210,88,0.5%,59,1.8%,65,3.1%,29,2.0%,41,8.9%,0,0.0%,0,0.0%
Lou Williams,22.0,PHI,Combo,148,58,0.4%,42,0.9%,75,2.8%,75,1.6%,92,10.4%,0,0.0%,0,0.0%
Mo Williams,25.9,CLE,Point,540,24,0.1%,6,0.9%,35,3.6%,35,2.0%,24,7.5%,0,0.0%,82,8.3%
Metta World Peace,29.0,HOU,Forward,487,40,0.4%,60,1.4%,60,2.4%,40,2.9%,30,8.3%,0,0.0%,90,28.1%
Antoine Wright,24.7,DAL,Wing,151,64,0.7%,33,1.0%,0,9.3%,73,3.3%,6,4.6%,0,0.0%,45,9.1%
Thaddeus Young,20.4,PHI,Forward,229,20,0.3%,50,1.3%,30,3.7%,80,4.7%,10,7.6%,0,0.0%,70,20.0%
