Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Jaylen Brown,25.0,BOS,Wing,919,45,+0.5,87,-2.8,53,-0.4%,86,-24.6,19,+1.4,74,-7.3%,24,+24.4,93,-4.1,42,+1.0%,94,-64.2
Reggie Bullock,30.6,DAL,Forward,707,68,-5.0,56,-0.9,12,+3.1%,41,+5.5,93,-2.2,11,+16.6%,98,-81.7,26,+1.3,27,+3.4%,13,+36.1
Jimmy Butler,32.1,MIA,Forward,628,59,-3.5,26,+1.3,64,-1.3%,31,+9.2,40,+0.4,16,+13.3%,22,+25.2,42,+0.5,47,-0.0%,54,-4.0
Jordan Clarkson,29.4,UTA,Combo,170,37,+2.2,24,+1.8,88,-3.9%,13,+25.0,98,-2.7,87,-13.3%,97,-76.8,3,+4.5,61,-2.4%,2,+64.6
Mike Conley,34.1,UTA,Point,174,99,-15.7,79,-2.6,8,+4.2%,88,-27.1,2,+3.2,26,+7.4%,1,+100.0,97,-5.7,19,+5.3%,95,-78.3
Pat Connaughton,28.8,MIL,Wing,317,26,+6.5,70,-2.0,49,-0.1%,74,-15.4,66,-0.9,63,-4.9%,63,-10.5,63,-0.9,43,+0.9%,65,-11.5
Jae Crowder,31.3,PHX,Forward,377,38,+1.9,40,+0.6,48,-0.0%,27,+12.2,42,+0.3,24,+8.5%,47,-0.2,56,-0.5,53,-1.0%,36,+8.3
Seth Curry,31.2,BKN,Wing,165,67,-4.5,75,-2.4,55,-0.5%,68,-12.6,37,+0.5,48,+0.7%,40,+12.1,83,-2.5,60,-2.4%,79,-30.6
Stephen Curry,33.6,GSW,Point,762,37,+2.3,10,+3.7,56,-0.6%,10,+28.7,6,+2.2,32,+6.2%,12,+41.0,36,+0.7,54,-1.0%,33,+11.4
DeMar DeRozan,32.2,CHI,Forward,203,0,+30.3,4,+6.0,2,+6.0%,6,+33.6,17,+1.4,8,+18.0%,18,+31.3,13,+2.5,1,+18.1%,100,-131.0
Dewayne Dedmon,32.2,MIA,Big,134,7,+12.7,90,-3.4,60,-0.8%,92,-32.4,28,+0.9,49,+0.2%,43,+5.9,90,-3.5,60,-2.4%,88,-46.8
Spencer Dinwiddie,28.6,DAL,Wing,494,44,+0.7,40,+0.5,62,-0.9%,46,+2.0,59,-0.3,64,-5.4%,52,-4.3,38,+0.6,64,-3.1%,40,+6.2
Kevin Durant,33.1,BKN,Forward,217,1,+29.0,84,-2.8,54,-0.4%,94,-34.2,8,+2.1,2,+30.5%,87,-38.7,94,-4.6,85,-7.4%,84,-40.4
Joel Embiid,27.6,PHI,Big,385,74,-6.1,60,-1.2,67,-1.5%,56,-6.2,87,-1.5,68,-5.8%,69,-23.0,47,+0.2,83,-6.9%,48,-1.1
Dorian Finney-Smith,28.5,DAL,Forward,687,40,+1.4,66,-1.6,87,-3.8%,76,-17.3,48,+0.0,91,-17.3%,35,+15.3,62,-0.8,63,-2.6%,76,-22.4
Danilo Gallinari,33.2,ATL,Forward,181,50,-0.9,17,+2.5,15,+2.6%,21,+16.0,63,-0.7,56,-1.9%,53,-4.6,13,+2.5,6,+10.8%,16,+28.1
Rudy Gobert,29.3,UTA,Big,196,47,+0.1,28,+1.3,71,-2.0%,26,+12.7,20,+1.3,50,0.0%,6,+50.0,50,+0.1,72,-4.2%,53,-3.5
Aaron Gordon,26.1,DEN,Forward,160,84,-8.1,100,-7.2,58,-0.7%,99,-68.0,74,-1.1,98,-26.6%,73,-25.7,98,-5.8,34,+2.2%,98,-104.8
Danny Green,34.4,PHI,Wing,318,93,-10.7,99,-7.1,86,-3.8%,98,-55.1,95,-2.5,66,-5.6%,92,-48.9,95,-4.7,87,-8.4%,94,-61.7
Draymond Green,31.7,GSW,Big,698,89,-9.0,48,-0.0,34,+0.7%,61,-7.7,21,+1.2,17,+12.5%,30,+19.3,73,-1.6,52,-0.7%,81,-31.6
Jeff Green,35.2,DEN,Big,113,58,-3.4,97,-5.9,59,-0.8%,96,-52.1,35,+0.6,75,-7.7%,36,+14.9,100,-6.9,38,+1.8%,99,-119.0
James Harden,32.2,PHI,Point,478,75,-6.2,60,-1.1,10,+3.5%,82,-22.8,90,-1.9,4,+23.0%,94,-54.5,34,+0.7,11,+7.6%,39,+6.4
Tobias Harris,29.3,PHI,Forward,465,52,-1.4,69,-1.8,68,-1.7%,83,-23.0,75,-1.1,38,+3.7%,57,-8.8,63,-0.8,93,-12.2%,80,-31.3
Jrue Holiday,31.4,MIL,Point,462,6,+14.2,46,+0.2,94,-5.3%,28,+10.6,24,+1.1,100,-31.6%,9,+43.6,52,-0.2,86,-8.1%,42,+4.8
Al Horford,35.4,BOS,Big,814,63,-4.0,23,+1.9,74,-2.2%,23,+14.4,10,+1.9,83,-11.5%,11,+41.9,52,-0.0,55,-1.2%,55,-4.2
Danuel House,28.4,UTA,Wing,107,71,-5.3,9,+4.0,7,+4.4%,20,+19.2,54,-0.1,55,-1.6%,63,-11.1,5,+4.2,0,+18.3%,10,+42.6
Brandon Ingram,24.2,NOP,Forward,304,12,+10.0,7,+4.5,6,+4.4%,3,+57.8,83,-1.4,13,+14.3%,99,-86.9,2,+5.9,17,+5.9%,0,+116.7
Kyrie Irving,29.6,BKN,Combo,212,65,-4.0,87,-2.9,2,+5.8%,98,-55.9,25,+1.1,1,+33.8%,54,-4.6,90,-3.6,6,+10.7%,98,-117.9
Nikola Jokic,26.7,DEN,Big,171,51,-1.2,19,+2.2,33,+0.8%,33,+8.9,3,+2.8,99,-31.2%,13,+38.9,53,-0.3,29,+3.3%,75,-19.2
Tyus Jones,25.5,MEM,Combo,261,62,-3.9,89,-3.0,41,+0.5%,83,-22.8,83,-1.3,48,+0.7%,87,-39.3,66,-1.1,56,-1.2%,66,-11.8
Zach LaVine,26.6,CHI,Wing,152,39,+1.5,96,-5.6,98,-5.7%,94,-35.3,97,-2.6,43,+2.4%,94,-55.6,83,-2.7,88,-8.5%,79,-26.7
Kevon Looney,25.7,GSW,Big,441,60,-3.6,35,+0.8,30,+0.9%,40,+5.8,38,+0.5,35,+5.1%,32,+17.6,49,+0.1,35,+2.2%,51,-2.7
Brook Lopez,33.6,MIL,Big,331,49,-0.9,38,+0.7,63,-1.1%,29,+9.5,50,+0.0,98,-27.2%,41,+10.5,43,+0.5,40,+1.3%,30,+12.7
Kyle Lowry,35.6,MIA,Point,294,56,-2.3,25,+1.5,40,+0.6%,24,+14.2,58,-0.3,87,-13.3%,13,+36.6,25,+1.5,14,+6.2%,40,+6.4
Wesley Matthews,35.0,MIL,Wing,344,52,-1.6,14,+3.0,50,-0.1%,21,+17.5,49,+0.0,54,-1.2%,48,-1.2,12,+2.8,49,-0.2%,20,+23.0
CJ McCollum,30.1,NOP,Combo,311,92,-10.5,83,-2.7,73,-2.0%,69,-13.1,99,-4.7,92,-17.8%,95,-58.3,30,+0.9,97,-14.1%,26,+14.9
JaVale McGee,33.8,PHX,Big,125,43,+0.7,73,-2.3,3,+5.6%,67,-11.9,67,-0.9,6,+22.3%,64,-13.1,75,-1.7,2,+16.3%,69,-12.3
Larry Nance Jr.,28.8,NOP,Big,164,95,-12.4,98,-7.0,83,-3.5%,100,-69.4,47,+0.1,83,-12.1%,33,+16.7,98,-6.5,62,-2.5%,97,-103.2
Georges Niang,28.4,PHI,Big,194,42,+0.8,12,+3.2,17,+2.4%,15,+22.8,67,-0.9,52,-0.1%,58,-8.8,4,+4.2,7,+10.0%,7,+47.1
Victor Oladipo,29.5,MIA,Combo,345,48,-0.4,67,-1.6,60,-0.8%,67,-11.3,56,-0.2,67,-5.6%,67,-20.4,68,-1.2,75,-4.6%,60,-6.2
Chris Paul,36.5,PHX,Point,441,94,-11.7,80,-2.7,83,-3.4%,71,-13.2,85,-1.4,51,-0.1%,67,-17.3,64,-1.0,68,-3.3%,67,-12.0
Cameron Payne,27.2,PHX,Combo,151,41,+1.0,41,+0.5,14,+2.8%,52,-1.2,23,+1.1,39,+3.1%,34,+15.9,61,-0.8,33,+3.0%,71,-14.0
Otto Porter,28.4,GSW,Forward,370,57,-3.1,63,-1.4,92,-4.6%,71,-13.6,78,-1.2,69,-5.8%,80,-32.1,46,+0.2,82,-6.7%,44,+3.4
Bobby Portis,26.7,MIL,Big,297,80,-7.3,45,+0.2,4,+4.9%,47,+1.7,56,-0.2,7,+18.1%,84,-35.1,48,+0.2,13,+6.2%,29,+12.9
Dwight Powell,30.3,DAL,Big,247,76,-6.5,8,+4.1,31,+0.9%,5,+44.2,33,+0.6,59,-3.7%,29,+21.3,11,+2.8,18,+5.7%,9,+45.9
D'Angelo Russell,25.7,MIN,Point,233,83,-8.0,77,-2.5,0,+7.7%,79,-21.7,96,-2.5,44,+1.8%,90,-45.8,54,-0.3,2,+17.1%,58,-5.6
Pascal Siakam,27.6,TOR,Forward,259,88,-8.8,63,-1.3,85,-3.7%,48,+0.7,92,-2.1,14,+13.7%,100,-146.2,33,+0.8,58,-2.0%,19,+24.1
Marcus Smart,27.7,BOS,Combo,759,27,+6.5,17,+2.7,36,+0.7%,16,+20.7,12,+1.7,57,-2.7%,16,+35.5,28,+1.1,31,+3.1%,28,+13.9
Klay Thompson,31.7,GSW,Wing,784,22,+7.2,79,-2.6,29,+1.3%,62,-8.2,61,-0.5,86,-13.0%,37,+13.9,75,-1.7,12,+7.5%,72,-14.4
Karl-Anthony Towns,26.0,MIN,Big,245,16,+9.2,6,+5.4,51,-0.2%,8,+32.6,4,+2.8,90,-16.7%,3,+62.5,17,+2.3,28,+3.4%,31,+12.5
PJ Tucker,36.5,MIA,Big,509,64,-4.0,51,-0.5,10,+3.8%,60,-7.5,44,+0.1,22,+9.4%,39,+12.4,67,-1.1,4,+12.6%,78,-25.6
Jonas Valanciunas,29.5,NOP,Big,234,17,+9.0,1,+7.9,17,+2.4%,1,+75.4,40,+0.4,12,+16.2%,49,-3.0,1,+6.9,50,-0.5%,1,+96.6
Fred VanVleet,27.7,TOR,Point,139,5,+15.0,6,+4.7,56,-0.6%,14,+23.8,11,+1.7,29,+7.1%,10,+42.9,10,+3.0,76,-5.1%,24,+18.0
Nikola Vucevic,31.0,CHI,Big,180,82,-7.5,88,-3.0,99,-6.9%,53,-3.3,36,+0.5,13,+14.4%,14,+35.7,88,-3.2,96,-13.8%,62,-6.9
Andrew Wiggins,26.7,GSW,Forward,766,72,-5.5,33,+0.9,47,-0.0%,37,+7.0,25,+1.1,20,+9.7%,33,+17.2,59,-0.7,51,-0.5%,52,-3.4
Delon Wright,29.5,ATL,Combo,176,98,-14.7,93,-4.0,90,-4.1%,78,-21.3,29,+0.9,33,+5.7%,25,+24.3,96,-4.9,74,-4.3%,93,-60.4
Gary Payton II,28.9,GSW,Combo,189,91,-10.3,59,-1.1,77,-2.5%,63,-10.0,89,-1.8,25,+8.2%,81,-32.9,29,+1.0,84,-7.2%,35,+10.6
Chris Boucher,28.8,TOR,Big,129,90,-9.2,95,-4.9,25,+1.7%,90,-31.1,98,-2.6,70,-6.3%,98,-83.3,79,-2.3,13,+6.7%,74,-16.8
Monte Morris,26.3,DEN,Point,155,13,+9.6,92,-3.7,71,-1.8%,90,-30.9,65,-0.8,96,-21.4%,50,-3.3,82,-2.5,44,+0.4%,90,-53.0
Alex Caruso,27.7,CHI,Combo,113,81,-7.4,91,-3.6,98,-6.4%,59,-7.5,43,+0.3,9,+17.8%,23,+24.7,89,-3.4,91,-11.7%,68,-12.2
OG Anunoby,24.3,TOR,Wing,216,79,-7.2,2,+7.7,13,+2.8%,4,+54.5,33,+0.7,58,-3.2%,2,+90.0,0,+7.1,15,+6.0%,8,+46.7
Bam Adebayo,24.3,MIA,Big,612,90,-9.6,11,+3.7,52,-0.3%,9,+30.2,52,-0.0,62,-4.5%,42,+7.6,10,+3.3,39,+1.5%,12,+38.4
John Collins,24.1,ATL,Big,121,3,+16.3,34,+0.8,11,+3.4%,45,+2.2,5,+2.6,61,-4.1%,26,+22.9,84,-2.8,46,+0.2%,77,-22.6
Dillon Brooks,25.8,MEM,Wing,335,85,-8.2,37,+0.7,25,+1.8%,30,+9.4,57,-0.3,41,+2.5%,56,-8.8,41,+0.5,23,+4.1%,27,+14.5
Jayson Tatum,23.7,BOS,Forward,982,83,-7.6,5,+5.5,18,+2.3%,6,+41.3,18,+1.4,21,+9.5%,38,+13.6,7,+3.9,25,+3.8%,5,+56.2
Daniel Theis,29.6,BOS,Big,176,13,+9.9,10,+3.8,28,+1.3%,10,+28.3,52,-0.0,23,+9.4%,62,-10.3,6,+4.1,69,-3.8%,2,+65.6
Maxi Kleber,29.8,DAL,Big,455,11,+10.3,85,-2.8,37,+0.6%,91,-31.1,41,+0.4,34,+5.3%,31,+17.8,86,-3.0,41,+1.1%,87,-45.2
Bogdan Bogdanovic,29.2,ATL,Wing,160,86,-8.2,71,-2.1,79,-2.9%,65,-10.6,39,+0.4,79,-9.9%,10,+42.3,91,-3.8,36,+2.2%,89,-48.1
Derrick White,27.3,BOS,Combo,572,46,+0.2,53,-0.6,48,-0.0%,55,-5.3,72,-1.0,27,+7.2%,72,-25.6,44,+0.4,75,-4.8%,37,+7.1
Frank Ntilikina,23.3,DAL,Wing,108,75,-6.2,42,+0.4,33,+0.7%,44,+3.0,55,-0.2,18,+10.7%,78,-29.1,39,+0.5,71,-3.9%,32,+12.5
Donovan Mitchell,25.1,UTA,Combo,229,25,+6.7,75,-2.4,42,+0.5%,85,-23.5,81,-1.2,46,+1.2%,82,-33.3,69,-1.2,79,-6.3%,70,-13.4
Royce O'Neale,28.4,UTA,Wing,188,4,+16.2,78,-2.5,76,-2.4%,72,-14.0,17,+1.4,25,+8.3%,6,+50.0,92,-4.0,90,-11.1%,87,-45.5
Kevin Huerter,23.2,ATL,Wing,212,25,+6.7,13,+3.1,39,+0.6%,17,+19.7,88,-1.8,53,-0.8%,76,-28.2,14,+2.4,29,+3.2%,17,+27.5
Trae Young,23.1,ATL,Point,260,32,+3.4,0,+10.5,24,+1.9%,0,+78.0,0,+6.0,45,+1.5%,0,+158.1,8,+3.6,52,-0.7%,6,+52.7
Robert Williams,24.0,BOS,Big,393,87,-8.2,82,-2.7,19,+2.2%,84,-23.4,45,+0.1,30,+6.3%,51,-3.3,87,-3.1,17,+5.9%,83,-40.0
Luka Doncic,22.7,DAL,Point,551,67,-4.4,37,+0.8,21,+2.1%,39,+5.8,51,-0.0,2,+29.2%,88,-39.9,40,+0.5,40,+1.4%,41,+6.2
Jaren Jackson,22.1,MEM,Big,331,78,-7.1,44,+0.3,20,+2.1%,38,+6.0,16,+1.5,37,+3.8%,29,+19.8,70,-1.3,21,+4.6%,46,0.0
Landry Shamet,24.6,PHX,Wing,181,53,-1.7,30,+1.2,5,+4.5%,44,+2.4,15,+1.5,33,+6.0%,25,+23.5,45,+0.3,9,+8.2%,49,-2.2
Deandre Ayton,23.3,PHX,Big,390,35,+2.7,29,+1.3,96,-5.5%,33,+9.1,60,-0.3,84,-12.4%,48,-2.0,24,+1.6,94,-13.3%,29,+13.5
Mikal Bridges,25.2,PHX,Wing,491,48,+0.1,36,+0.8,100,-9.7%,25,+13.1,70,-1.0,93,-18.6%,52,-4.3,18,+2.2,99,-20.4%,18,+27.0
Grayson Allen,26.1,MIL,Wing,305,19,+8.1,55,-0.9,82,-3.3%,48,-0.2,84,-1.4,40,+2.5%,75,-27.2,37,+0.7,80,-6.3%,25,+16.4
Jalen Brunson,25.2,DAL,Combo,627,34,+3.1,61,-1.2,44,+0.4%,70,-13.2,27,+1.0,97,-24.3%,20,+27.9,72,-1.6,20,+5.1%,75,-18.7
Jevon Carter,26.1,MIL,Combo,119,96,-13.5,67,-1.7,35,+0.7%,77,-18.8,34,+0.6,0,+34.2%,61,-10.1,81,-2.5,67,-3.2%,86,-44.6
Jarred Vanderbilt,22.6,MIN,Big,155,23,+6.8,20,+2.2,26,+1.6%,25,+13.2,13,+1.6,21,+9.5%,8,+46.4,51,+0.0,21,+4.8%,60,-6.3
Bruce Brown,25.2,BKN,Forward,179,69,-5.1,94,-4.5,81,-3.1%,93,-33.1,6,+2.6,3,+26.2%,90,-41.4,99,-6.9,98,-17.1%,92,-58.9
De'Anthony Melton,23.4,MEM,Combo,151,87,-8.4,62,-1.2,75,-2.4%,75,-15.8,90,-1.8,95,-21.3%,85,-35.6,29,+1.1,77,-5.3%,50,-2.4
Shake Milton,25.1,PHI,Combo,137,29,+4.2,15,+2.9,23,+2.1%,11,+27.7,1,+5.2,37,+3.7%,2,+79.4,78,-2.2,16,+6.0%,71,-13.8
Duncan Robinson,27.5,MIA,Wing,130,8,+12.1,72,-2.2,97,-5.5%,56,-6.0,48,+0.1,75,-8.1%,43,+5.9,71,-1.5,100,-21.5%,47,-0.7
Gary Trent Jr.,22.8,TOR,Combo,199,14,+9.4,50,-0.5,93,-4.7%,51,-0.8,29,+0.9,17,+12.4%,65,-15.0,71,-1.4,95,-13.7%,45,+0.1
Ja Morant,22.2,MEM,Point,336,21,+7.3,21,+2.1,69,-1.7%,19,+19.3,37,+0.5,90,-15.3%,27,+22.6,19,+2.1,37,+2.1%,15,+28.3
DeAndre Hunter,23.9,ATL,Forward,233,17,+8.9,27,+1.3,72,-2.0%,29,+9.6,64,-0.8,60,-3.8%,79,-30.7,21,+1.9,87,-8.3%,17,+27.3
Jaxson Hayes,21.4,NOP,Big,116,15,+9.3,2,+7.5,1,+6.1%,2,+58.5,2,+3.5,15,+13.6%,4,+56.3,6,+4.0,8,+9.1%,4,+58.3
Cameron Johnson,25.7,PHX,Forward,311,30,+3.7,71,-2.2,6,+4.5%,79,-21.3,46,+0.1,44,+1.9%,46,+1.1,77,-1.9,3,+13.7%,82,-32.8
Tyler Herro,21.8,MIA,Combo,373,2,+16.4,47,+0.1,22,+2.1%,50,-0.4,26,+1.0,47,+1.2%,40,+12.2,60,-0.7,26,+3.6%,52,-3.5
Matisse Thybulle,24.7,PHI,Wing,128,9,+12.0,18,+2.4,40,+0.5%,7,+32.6,73,-1.0,73,-7.2%,60,-9.5,9,+3.5,44,+0.5%,3,+59.2
Brandon Clarke,25.1,MEM,Big,296,55,-1.9,86,-2.8,67,-1.6%,89,-29.5,53,-0.1,71,-6.7%,56,-7.6,85,-2.8,78,-6.0%,90,-55.5
Grant Williams,22.9,BOS,Forward,636,21,+7.3,90,-3.0,61,-0.8%,80,-21.8,94,-2.3,63,-4.8%,86,-37.3,56,-0.6,45,+0.4%,63,-10.0
Jordan Poole,22.4,GSW,Combo,588,36,+2.5,81,-2.7,37,+0.6%,87,-25.1,76,-1.2,71,-6.9%,75,-26.7,65,-1.1,37,+1.8%,73,-16.3
Nicolas Claxton,22.5,BKN,Big,126,54,-1.7,83,-2.7,91,-4.1%,57,-6.6,100,-5.5,94,-19.0%,71,-25.1,15,+2.3,32,+3.1%,22,+20.1
Caleb Martin,26.1,MIA,Forward,169,10,+10.9,33,+0.9,80,-2.9%,34,+8.2,32,+0.7,89,-14.9%,45,+2.9,32,+0.8,90,-11.5%,21,+21.2
Max Strus,25.6,MIA,Wing,516,100,-16.0,31,+1.1,13,+3.0%,49,-0.3,79,-1.2,72,-7.1%,79,-30.4,22,+1.7,5,+11.6%,34,+10.7
Gabe Vincent,25.4,MIA,Combo,394,73,-5.7,68,-1.8,66,-1.3%,64,-10.2,63,-0.8,5,+22.5%,83,-33.5,58,-0.6,83,-6.8%,44,+3.2
Anthony Edwards,20.2,MIN,Wing,263,66,-4.1,56,-0.9,63,-1.2%,75,-15.8,91,-2.0,94,-20.1%,93,-52.4,33,+0.8,79,-6.2%,56,-4.5
Patrick Williams,20.2,CHI,Big,144,2,+27.3,3,+7.5,43,+0.4%,2,+59.3,22,+1.2,56,-2.0%,6,+50.0,2,+5.7,33,+2.4%,6,+48.2
Onyeka Okongwu,20.9,ATL,Big,153,94,-11.7,48,-0.0,90,-4.0%,37,+6.4,79,-1.2,60,-3.8%,44,+3.3,44,+0.4,65,-3.1%,56,-4.7
Precious Achiuwa,22.1,TOR,Big,166,20,+7.9,76,-2.5,78,-2.5%,73,-15.4,82,-1.3,76,-8.3%,96,-62.5,67,-1.2,71,-3.9%,57,-5.0
Tyrese Maxey,21.0,PHI,Combo,484,71,-5.3,43,+0.4,57,-0.6%,60,-7.5,62,-0.6,82,-11.2%,74,-26.2,31,+0.9,73,-4.3%,38,+6.7
Payton Pritchard,23.8,BOS,Point,288,56,-2.2,57,-1.0,65,-1.3%,42,+3.5,71,-1.0,28,+7.2%,66,-17.0,48,+0.1,67,-3.2%,25,+17.1
Jaden McDaniels,21.1,MIN,Forward,151,70,-5.3,64,-1.4,94,-4.8%,54,-5.2,86,-1.5,88,-14.0%,83,-34.7,37,+0.6,92,-12.1%,37,+8.3
Desmond Bane,23.4,MEM,Wing,426,98,-15.1,39,+0.6,75,-2.2%,43,+3.4,9,+2.1,29,+6.5%,15,+35.6,74,-1.7,70,-3.9%,67,-11.9
Xavier Tillman,22.8,MEM,Big,117,10,+12.0,16,+2.7,27,+1.4%,12,+25.8,14,+1.6,79,-10.5%,17,+34.7,16,+2.3,25,+3.9%,10,+40.5
Paul Reed,22.4,PHI,Big,125,44,+0.6,29,+1.3,29,+1.2%,35,+7.7,7,+2.1,52,-0.6%,28,+21.9,60,-0.7,10,+7.7%,48,-1.3
Scottie Barnes,20.3,TOR,Forward,132,31,+3.5,58,-1.0,32,+0.9%,52,-2.0,30,+0.8,31,+6.3%,37,+14.3,76,-1.8,30,+3.2%,61,-6.8
Ziaire Williams,20.1,MEM,Wing,155,6,+14.4,74,-2.3,52,-0.3%,81,-22.5,44,+0.2,19,+9.9%,19,+28.6,80,-2.3,48,-0.2%,85,-44.1
Herbert Jones,23.1,NOP,Forward,292,61,-3.8,22,+2.1,9,+4.1%,13,+25.0,13,+1.6,67,-5.7%,21,+26.7,40,+0.5,24,+4.1%,14,+29.9
Trey Murphy III,21.4,NOP,Forward,162,79,-7.2,94,-4.6,89,-4.0%,95,-47.5,68,-1.0,36,+3.8%,77,-28.6,87,-3.0,66,-3.2%,91,-57.6
Jose Alvarado,23.6,NOP,Point,150,77,-7.0,49,-0.4,44,+0.4%,63,-9.3,10,+1.9,40,+2.9%,17,+32.9,79,-2.3,62,-2.5%,83,-34.4
