Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Jaylen Brown,26.0,BOS,Wing,748,89,27.3%,63,114.5,70,15.1%,30,0.55,15,14.6%
Troy Brown,23.3,LAL,Forward,117,11,10.8%,0,69.2,68,11.1%,95,1.03,95,3.5%
Jalen Brunson,26.2,NYK,Point,442,63,30.0%,75,117.7,56,26.8%,13,0.90,94,7.6%
Jimmy Butler,33.1,MIA,Forward,955,89,30.1%,53,114.2,95,26.1%,89,0.87,74,7.2%
Kentavious Caldwell-Pope,29.7,DEN,Combo,664,19,11.7%,81,119.1,0,6.1%,13,0.52,69,8.5%
Clint Capela,28.5,ATL,Big,179,8,10.0%,58,117.4,0,2.9%,5,0.29,66,11.5%
Nicolas Claxton,23.5,BKN,Big,116,34,11.5%,95,144.8,55,8.6%,68,0.74,71,11.3%
John Collins,25.1,ATL,Big,186,58,16.1%,34,109.9,21,5.1%,16,0.32,53,12.6%
Mike Conley,35.1,MIN,Point,255,0,15.8%,100,142.6,25,22.9%,100,1.45,50,12.4%
Torrey Craig,31.9,PHX,Forward,177,5,10.2%,100,146.8,21,4.5%,42,0.44,63,7.3%
Stephen Curry,34.6,GSW,Point,491,81,31.6%,88,119.7,44,25.7%,0,0.81,81,11.0%
Anthony Davis,29.6,LAL,Big,650,82,22.2%,66,118.8,71,10.8%,39,0.49,68,11.4%
Donte DiVincenzo,25.7,GSW,Wing,207,48,16.2%,19,104.8,85,18.2%,96,1.12,4,18.5%
Spencer Dinwiddie,29.6,BKN,Point,159,44,25.3%,38,105.0,69,28.3%,75,1.12,13,14.7%
Kevin Durant,34.1,PHX,Big,465,95,29.1%,68,119.3,89,19.1%,63,0.66,50,12.7%
Anthony Edwards,21.2,MIN,Wing,279,100,31.3%,37,109.4,96,22.8%,67,0.73,78,7.3%
Joel Embiid,28.6,PHI,Big,335,97,30.3%,39,111.5,79,13.0%,34,0.43,29,15.8%
Dorian Finney-Smith,29.5,BKN,Big,100,42,12.7%,24,108.7,13,4.8%,24,0.38,5,20.0%
De'Aaron Fox,24.9,SAC,Point,269,94,33.5%,31,104.4,81,32.3%,31,0.97,56,12.3%
Darius Garland,22.8,CLE,Point,188,56,27.4%,69,113.2,19,22.9%,6,0.84,0,16.1%
Rudy Gobert,30.3,MIN,Big,209,76,17.7%,76,124.7,61,8.7%,42,0.49,55,12.5%
Aaron Gordon,27.1,DEN,Forward,706,42,15.0%,58,117.3,58,9.5%,58,0.63,53,8.5%
Eric Gordon,33.9,LAC,Wing,149,22,14.5%,26,108.5,59,12.4%,85,0.85,70,7.8%
Draymond Green,32.7,GSW,Big,365,71,17.2%,16,106.6,97,28.9%,100,1.68,21,17.0%
Jeff Green,36.2,DEN,Big,341,11,10.0%,55,117.1,26,5.5%,47,0.54,58,12.2%
Quentin Grimes,22.5,NYK,Wing,240,4,11.2%,11,92.0,19,8.0%,59,0.71,11,16.5%
Rui Hachimura,24.7,LAL,Forward,408,47,15.6%,95,132.0,16,4.2%,11,0.27,47,8.5%
James Harden,33.2,PHI,Point,425,69,30.3%,56,107.2,94,37.0%,88,1.22,44,12.4%
Tobias Harris,30.3,PHI,Forward,390,53,16.2%,74,120.9,47,7.9%,47,0.49,84,5.8%
Josh Hart,27.7,NYK,Wing,352,26,15.2%,48,110.7,44,10.9%,63,0.71,7,17.0%
Isaiah Hartenstein,24.5,NYK,Big,213,0,7.8%,47,113.8,63,8.7%,87,1.11,45,13.7%
Haywood Highsmith,25.9,MIA,Big,144,18,10.2%,97,155.6,3,3.0%,11,0.30,97,6.5%
Jrue Holiday,32.4,MIL,Point,190,50,25.3%,13,100.0,63,27.6%,63,1.09,88,10.4%
Al Horford,36.4,BOS,Big,615,29,11.1%,5,99.3,74,12.6%,89,1.13,95,7.2%
Kevin Huerter,24.2,SAC,Wing,184,41,15.6%,7,84.2,0,6.2%,0,0.40,89,5.5%
DeAndre Hunter,24.9,ATL,Forward,246,63,16.5%,37,106.0,32,4.7%,16,0.28,37,10.1%
Jaren Jackson,23.1,MEM,Big,220,79,21.6%,26,109.1,37,6.8%,13,0.31,26,16.0%
LeBron James,37.8,LAL,Big,664,92,27.8%,61,117.9,95,27.5%,82,0.99,74,10.8%
Cameron Johnson,26.7,BKN,Forward,151,68,18.8%,79,127.6,74,14.1%,74,0.75,42,8.6%
Nikola Jokic,27.7,DEN,Big,782,100,32.2%,79,126.2,100,39.5%,92,1.23,61,12.2%
Tyus Jones,26.5,MEM,Combo,120,50,19.4%,0,73.0,94,28.2%,100,1.45,13,14.8%
Luke Kennard,26.4,MEM,Combo,106,0,9.6%,100,150.0,25,8.0%,63,0.84,94,4.1%
Jock Landale,27.0,PHX,Big,106,24,10.8%,92,135.7,8,3.9%,18,0.36,84,8.0%
Caris LeVert,28.2,CLE,Wing,167,63,19.9%,33,108.7,52,12.0%,37,0.60,81,7.0%
Kevon Looney,26.7,GSW,Big,324,37,11.6%,50,116.7,87,16.7%,97,1.44,39,13.9%
Brook Lopez,34.6,MIL,Big,181,66,16.4%,87,131.9,18,4.8%,8,0.29,32,15.6%
Kevin Love,34.1,MIA,Big,372,63,16.3%,32,109.6,68,10.2%,61,0.62,92,7.3%
Kyle Lowry,36.6,MIA,Point,633,19,20.4%,81,118.4,38,24.3%,81,1.19,19,14.5%
Trey Lyles,27.0,SAC,Big,117,47,13.7%,29,109.5,29,5.6%,32,0.41,89,7.4%
Terance Mann,26.0,LAC,Combo,132,25,13.9%,94,143.2,50,11.2%,50,0.81,0,18.2%
Caleb Martin,27.1,MIA,Forward,737,32,13.8%,89,130.0,42,7.8%,53,0.56,26,11.6%
Tyrese Maxey,22.0,PHI,Combo,419,69,22.2%,63,110.2,44,10.4%,6,0.47,100,3.9%
De'Anthony Melton,24.4,PHI,Combo,269,31,14.8%,25,103.6,31,9.4%,31,0.63,88,8.0%
Khris Middleton,31.2,MIL,Forward,173,100,30.5%,68,120.2,89,26.1%,84,0.85,16,13.7%
Davion Mitchell,24.2,SAC,Combo,138,38,15.3%,44,106.4,56,14.1%,81,0.92,25,11.3%
Donovan Mitchell,26.1,CLE,Combo,206,100,32.4%,25,103.6,100,31.6%,88,0.98,19,13.4%
Evan Mobley,21.4,CLE,Big,187,55,15.0%,0,94.2,53,8.5%,53,0.56,8,19.8%
Malik Monk,24.7,SAC,Wing,205,85,25.7%,56,113.7,78,17.4%,52,0.68,48,9.7%
Moses Moody,20.4,GSW,Wing,135,0,10.5%,100,166.7,26,8.3%,78,0.79,85,5.9%
Ja Morant,23.2,MEM,Point,187,75,31.4%,25,104.2,88,32.4%,44,1.03,69,11.7%
Dejounte Murray,26.1,ATL,Combo,226,88,26.3%,56,108.1,81,26.3%,94,1.00,81,8.1%
Jamal Murray,25.7,DEN,Combo,791,94,29.4%,75,118.4,88,26.9%,75,0.92,44,9.5%
Keegan Murray,22.2,SAC,Forward,191,16,11.2%,47,113.8,5,3.5%,21,0.31,68,7.3%
Georges Niang,29.4,PHI,Forward,153,0,9.8%,84,128.6,0,2.0%,0,0.20,21,12.5%
Royce O'Neale,29.4,BKN,Wing,118,33,15.4%,0,69.0,89,20.3%,100,1.32,67,8.2%
Josh Okogie,24.2,PHX,Forward,174,21,11.4%,11,97.6,63,9.6%,79,0.85,79,6.5%
Onyeka Okongwu,21.9,ATL,Big,150,26,11.0%,89,133.3,50,8.3%,71,0.76,16,17.5%
Chris Paul,37.5,PHX,Point,250,31,21.0%,0,93.5,50,26.7%,94,1.27,100,5.8%
Cameron Payne,28.2,PHX,Point,146,13,18.4%,63,113.0,6,20.0%,56,1.09,6,15.3%
Gary Payton II,29.9,GSW,Wing,170,15,12.5%,89,136.7,11,7.6%,41,0.61,0,19.8%
Jordan Poole,23.4,GSW,Combo,270,81,24.5%,13,91.5,75,20.9%,69,0.85,56,8.7%
Michael Porter,24.3,DEN,Wing,647,37,15.5%,30,108.5,4,6.2%,4,0.40,96,3.9%
Bobby Portis,27.7,MIL,Big,105,68,16.9%,53,117.1,39,6.9%,29,0.41,76,9.8%
Norman Powell,29.4,LAC,Wing,167,74,23.4%,81,125.3,37,10.3%,11,0.44,56,8.7%
Taurean Prince,28.6,MIN,Forward,162,58,16.5%,21,105.4,37,7.0%,32,0.42,11,15.0%
Immanuel Quickley,23.4,NYK,Combo,171,63,20.3%,6,90.5,19,8.0%,0,0.39,25,11.3%
Julius Randle,27.9,NYK,Forward,329,84,28.2%,5,95.9,79,19.4%,63,0.69,5,16.7%
Austin Reaves,24.4,LAL,Wing,617,59,18.9%,70,121.8,81,17.7%,93,0.94,41,10.4%
Paul Reed,23.4,PHI,Big,145,39,12.1%,63,118.4,45,7.1%,58,0.58,47,13.2%
Duncan Robinson,28.5,MIA,Wing,391,52,17.6%,74,122.8,63,13.1%,70,0.74,26,11.8%
Mitchell Robinson,24.6,NYK,Big,298,21,10.3%,37,110.9,16,4.8%,37,0.47,37,14.2%
D'Angelo Russell,26.7,LAL,Point,496,38,23.1%,6,99.5,31,23.4%,38,1.01,75,11.2%
Domantas Sabonis,26.5,SAC,Big,242,89,23.4%,8,102.7,92,21.6%,79,0.92,11,18.4%
Dennis Schroder,29.1,LAL,Point,447,6,16.5%,50,106.1,0,14.9%,19,0.90,38,12.7%
Landry Shamet,25.6,PHX,Combo,177,13,11.7%,19,102.2,6,6.4%,19,0.55,63,8.6%
Marcus Smart,28.7,BOS,Point,668,25,20.8%,94,120.8,13,22.3%,50,1.07,25,14.4%
Max Strus,26.6,MIA,Wing,707,19,13.3%,52,111.7,7,6.9%,19,0.52,100,3.3%
Jayson Tatum,24.7,BOS,Forward,797,95,30.2%,63,117.3,84,21.4%,68,0.71,32,10.6%
Klay Thompson,32.7,GSW,Wing,467,67,20.7%,15,104.8,30,8.8%,7,0.42,37,10.5%
Xavier Tillman,23.8,MEM,Big,183,32,11.4%,45,113.0,82,15.7%,95,1.37,82,8.2%
Obi Toppin,24.7,NYK,Big,167,74,17.7%,21,107.4,42,7.0%,26,0.39,63,11.9%
Karl-Anthony Towns,27.0,MIN,Big,249,87,23.1%,82,127.7,76,12.8%,50,0.55,24,16.9%
PJ Tucker,37.5,PHI,Big,292,3,8.9%,11,103.8,47,7.8%,76,0.88,79,8.9%
Jarred Vanderbilt,23.6,LAL,Big,269,45,13.0%,3,97.2,34,6.5%,45,0.50,18,17.1%
Gabe Vincent,26.4,MIA,Combo,716,56,20.0%,38,104.2,63,16.7%,56,0.83,38,10.5%
Lonnie Walker,23.9,LAL,Wing,154,44,16.1%,59,113.7,22,8.3%,15,0.51,74,7.5%
Russell Westbrook,34.0,LAC,Point,192,88,32.2%,19,102.6,75,30.1%,25,0.93,31,13.8%
Derrick White,28.3,BOS,Combo,590,44,15.7%,88,135.5,38,10.3%,38,0.66,50,8.8%
Andrew Wiggins,27.7,GSW,Forward,441,74,18.9%,42,107.4,53,8.2%,37,0.43,58,7.9%
Grant Williams,23.9,BOS,Big,237,16,10.2%,84,128.0,55,8.6%,74,0.84,100,5.8%
Robert Williams,25.0,BOS,Big,410,13,10.1%,100,162.4,32,5.8%,55,0.57,13,17.7%
Trae Young,24.1,ATL,Point,266,100,37.3%,44,105.3,100,40.7%,69,1.09,63,12.0%
Cody Zeller,30.1,MIA,Big,163,50,14.3%,18,107.0,24,5.3%,21,0.37,0,25.7%
Ivica Zubac,25.6,LAC,Big,129,53,14.5%,74,121.1,5,3.3%,0,0.23,3,24.7%
