Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Patrick Beverley,24.3,HOU,Point,191,38,48.4%,69,48.8%,31,31.8%,0,100.0%,56,37%,38,27%,81,0%,0,100%
Chauncey Billups,36.1,LAC,Wing,115,7,38.9%,0,26.3%,50,35.3%,0,81.8%,69,55%,38,50%,31,67%,97,50%
Andray Blatche,26.2,BKN,Big,138,61,50.0%,61,50.0%,0,0.0%,0,82.4%,89,55%,25,77%,93,38%,0,0%
Andrew Bogut,27.9,GSW,Big,326,86,58.2%,89,58.2%,0,0.0%,0,34.8%,25,77%,32,76%,25,83%,0,0%
Matt Bonner,32.6,SAS,Big,249,93,60.7%,61,50.0%,50,46.7%,0,83.3%,9,89%,84,50%,27,82%,84,100%
Carlos Boozer,30.9,CHI,Big,430,59,49.4%,59,49.7%,0,0.0%,38,68.9%,61,66%,55,65%,55,67%,0,0%
Chris Bosh,28.6,MIA,Big,747,55,49.2%,41,46.8%,0,41.7%,50,72.9%,45,72%,64,60%,43,74%,84,100%
Avery Bradley,21.9,BOS,Combo,189,23,42.9%,31,44.1%,0,25.0%,0,100.0%,23,59%,46,40%,8,80%,0,100%
Corey Brewer,26.7,DEN,Wing,145,10,39.2%,10,37.5%,18,27.3%,0,66.7%,17,86%,10,80%,14,86%,72,89%
Caron Butler,32.6,LAC,Wing,135,72,52.2%,97,60.0%,0,25.0%,0,100.0%,55,64%,38,50%,45,58%,0,100%
Jimmy Butler,23.1,CHI,Wing,488,55,50.0%,55,44.9%,68,40.5%,55,81.8%,66,56%,76,41%,62,44%,76,87%
Mario Chalmers,26.5,MIA,Point,639,50,48.6%,56,45.6%,54,35.8%,10,76.0%,31,43%,31,29%,44,17%,50,88%
Tyson Chandler,30.1,NYK,Big,349,73,53.8%,75,53.8%,0,0.0%,0,75.0%,18,79%,23,78%,0,100%,0,0%
Wilson Chandler,25.5,DEN,Forward,204,8,41.4%,8,38.3%,33,31.0%,0,75.0%,15,74%,23,60%,38,62%,8,100%
Norris Cole,24.1,MIA,Point,377,81,52.4%,38,43.1%,100,48.1%,0,86.7%,50,39%,94,8%,63,8%,0,100%
Nick Collison,32.0,OKC,Big,170,11,44.4%,14,44.4%,0,0.0%,0,91.7%,100,45%,95,44%,89,50%,0,0%
Mike Conley,25.1,MEM,Point,574,13,42.8%,31,42.8%,15,28.6%,20,76.3%,44,40%,69,23%,13,31%,38,89%
Jamal Crawford,32.6,LAC,Wing,158,24,44.1%,45,43.6%,25,28.6%,0,100.0%,62,57%,38,50%,48,54%,93,67%
Stephen Curry,24.6,GSW,Combo,495,85,52.8%,62,46.5%,88,40.4%,100,92.1%,85,30%,92,13%,77,17%,92,52%
Carlos Delfino,30.2,HOU,Wing,116,76,52.7%,10,37.5%,61,36.7%,0,100.0%,21,79%,83,33%,0,0%,62,91%
Luol Deng,27.5,CHI,Forward,222,0,39.2%,31,47.0%,0,5.9%,0,40.0%,77,41%,8,67%,92,26%,100,0%
Boris Diaw,30.5,SAS,Big,270,52,49.1%,34,46.3%,0,38.5%,0,83.3%,32,75%,50,67%,50,71%,84,100%
Keyon Dooling,32.5,MEM,Point,113,19,45.7%,0,27.3%,0,41.7%,0,100.0%,0,88%,0,100%,6,50%,0,100%
Tim Duncan,36.5,SAS,Big,732,36,47.2%,43,47.2%,0,0.0%,88,80.6%,86,56%,59,60%,82,54%,0,0%
Kevin Durant,24.1,OKC,Forward,479,54,51.0%,62,50.9%,42,34.4%,71,83.3%,100,28%,100,17%,77,27%,92,45%
Monta Ellis,27.0,MIL,Combo,151,62,46.4%,100,58.3%,0,15.8%,0,37.5%,46,42%,38,50%,31,33%,85,67%
Reggie Evans,32.5,BKN,Big,208,41,47.8%,45,47.8%,0,0.0%,0,55.6%,41,73%,14,80%,95,0%,0,0%
Festus Ezeli,23.0,GSW,Big,132,25,46.2%,27,46.2%,0,0.0%,0,57.1%,14,83%,14,80%,0,100%,0,0%
Kenneth Faried,23.0,DEN,Big,144,98,62.5%,98,62.5%,0,0.0%,0,73.3%,2,90%,9,88%,0,100%,0,0%
Raymond Felton,28.4,NYK,Combo,452,69,46.9%,69,46.6%,50,32.1%,0,66.7%,92,30%,85,16%,62,30%,69,78%
Derek Fisher,38.2,OKC,Wing,256,93,60.3%,38,42.1%,89,44.9%,0,66.7%,24,77%,97,0%,66,43%,62,91%
Francisco Garcia,30.8,HOU,Wing,152,86,59.8%,34,41.7%,86,44.1%,0,33.3%,3,90%,0,100%,24,75%,48,93%
Kevin Garnett,36.5,BOS,Big,211,61,50.0%,68,51.7%,0,0.0%,0,94.1%,59,67%,43,70%,70,65%,0,0%
Marc Gasol,27.8,MEM,Big,608,20,45.4%,23,45.4%,0,0.0%,75,80.0%,66,63%,57,64%,73,63%,0,0%
Pau Gasol,32.3,LAL,Big,145,45,48.1%,48,48.1%,0,0.0%,0,54.5%,95,48%,100,42%,82,54%,0,0%
Paul George,22.5,IND,Wing,776,52,49.8%,76,49.1%,43,34.7%,18,73.0%,86,49%,72,42%,90,22%,79,85%
Taj Gibson,27.4,CHI,Big,200,50,48.4%,52,48.4%,0,0.0%,0,70.0%,36,74%,25,77%,45,72%,0,0%
Manu Ginobili,35.3,SAS,Wing,557,45,47.4%,79,49.5%,29,30.2%,27,74.0%,72,52%,66,43%,72,39%,90,69%
Danny Green,25.4,SAS,Wing,664,90,59.8%,17,38.0%,100,48.7%,0,80.0%,14,87%,24,65%,21,80%,34,95%
Draymond Green,22.7,GSW,Forward,220,77,53.8%,38,48.4%,83,40.9%,0,73.3%,38,67%,69,38%,46,57%,8,100%
Jeff Green,26.2,BOS,Forward,257,46,50.0%,15,42.9%,100,47.6%,86,84.4%,62,51%,77,33%,62,44%,62,90%
Blake Griffin,23.6,LAC,Big,157,18,45.3%,20,45.3%,0,0.0%,94,80.8%,68,62%,68,58%,52,70%,0,0%
Tyler Hansbrough,27.0,IND,Big,221,5,41.4%,7,41.4%,0,0.0%,6,62.5%,91,50%,91,47%,77,60%,0,0%
James Harden,23.2,HOU,Wing,242,34,46.0%,31,41.4%,46,34.9%,45,80.3%,100,25%,86,26%,100,0%,100,33%
Devin Harris,29.7,ATL,Combo,225,8,41.1%,77,47.4%,25,20.8%,0,68.0%,62,39%,69,25%,77,17%,0,100%
Udonis Haslem,32.4,MIA,Big,357,89,59.3%,91,59.3%,0,0.0%,0,57.1%,11,86%,20,79%,20,96%,0,0%
Roy Hibbert,25.9,IND,Big,692,66,50.9%,66,50.9%,0,0.0%,81,80.6%,93,50%,93,47%,86,53%,0,0%
George Hill,26.5,IND,Point,683,44,48.5%,44,43.8%,62,36.2%,70,82.9%,25,48%,25,33%,50,14%,56,85%
Kirk Hinrich,31.8,CHI,Combo,162,77,50.0%,54,46.2%,0,40.0%,0,64.3%,69,38%,54,33%,31,33%,100,50%
Al Horford,26.4,ATL,Big,217,57,49.4%,57,49.4%,0,0.0%,25,66.7%,77,61%,77,53%,57,67%,0,0%
Dwight Howard,26.9,LAL,Big,126,95,61.9%,95,61.9%,0,0.0%,0,44.4%,25,77%,14,80%,57,67%,0,0%
Serge Ibaka,23.1,OKC,Big,365,16,45.2%,9,43.7%,0,44.4%,0,79.2%,75,61%,80,52%,57,67%,84,100%
Andre Iguodala,28.8,DEN,Wing,242,83,59.5%,83,50.0%,93,48.3%,0,72.0%,41,70%,34,53%,41,63%,52,93%
Ersan Ilyasova,25.5,MIL,Big,117,41,47.8%,14,44.4%,0,40.0%,0,100.0%,55,70%,43,70%,57,67%,95,75%
Jarrett Jack,29.0,GSW,Point,425,94,54.3%,94,55.0%,38,33.3%,90,89.1%,75,28%,56,24%,25,24%,63,71%
Reggie Jackson,22.5,OKC,Combo,355,92,53.5%,92,57.5%,38,31.0%,67,89.7%,54,40%,62,29%,77,17%,46,92%
LeBron James,27.8,MIA,Forward,958,62,53.6%,69,52.4%,50,38.7%,43,77.5%,69,43%,62,47%,100,26%,85,61%
Brandon Jennings,23.1,MIL,Point,133,6,35.7%,25,37.9%,8,22.2%,0,72.2%,38,41%,13,57%,81,0%,88,50%
Ivan Johnson,28.6,ATL,Big,107,25,46.2%,27,46.2%,0,0.0%,0,66.7%,32,75%,50,67%,0,100%,0,0%
Joe Johnson,31.3,BKN,Wing,271,41,46.6%,90,51.6%,4,25.6%,0,88.9%,93,37%,38,50%,93,21%,86,80%
DeAndre Jordan,24.3,LAC,Big,143,23,45.5%,25,45.5%,0,0.0%,0,22.2%,80,60%,84,50%,0,100%,0,0%
Cory Joseph,21.2,SAS,Point,172,56,50.0%,88,53.7%,0,22.2%,0,37.5%,19,54%,6,67%,19,30%,0,100%
Jason Kidd,39.6,NYK,Combo,247,0,18.0%,0,0.0%,13,17.6%,0,100.0%,0,100%,0,0%,0,0%,0,100%
Kyle Korver,31.6,ATL,Wing,177,66,51.0%,66,46.7%,50,35.3%,0,91.7%,10,89%,97,0%,17,83%,0,100%
Kosta Koufos,23.7,DEN,Big,100,2,39.5%,2,33.3%,0,100.0%,0,83.3%,48,71%,0,100%,95,0%,98,0%
Carl Landry,29.1,GSW,Big,244,70,52.0%,73,52.0%,0,0.0%,56,73.1%,57,69%,66,59%,32,77%,0,0%
Ty Lawson,25.0,DEN,Point,235,25,45.9%,75,50.0%,0,19.0%,80,84.8%,88,23%,81,20%,56,13%,0,100%
Kawhi Leonard,21.3,SAS,Forward,771,92,60.2%,100,60.9%,58,39.0%,29,64.6%,46,62%,54,50%,54,56%,8,100%
Brook Lopez,24.6,BKN,Big,262,39,47.6%,36,46.7%,0,100.0%,100,88.6%,52,71%,48,68%,30,79%,98,0%
Ian Mahinmi,26.0,IND,Big,139,11,44.4%,14,44.4%,0,0.0%,0,30.0%,82,58%,95,44%,0,100%,0,0%
Kenyon Martin,34.8,NYK,Big,251,82,58.0%,84,58.0%,0,0.0%,0,55.0%,16,79%,34,74%,0,100%,0,0%
Kevin Martin,29.7,OKC,Wing,315,28,44.7%,24,39.2%,57,36.4%,100,89.7%,31,74%,7,86%,55,47%,41,94%
Luc Mbah a Moute,26.1,MIL,Forward,135,23,43.5%,77,52.6%,0,0.0%,0,72.2%,92,30%,92,30%,0,0%,0,0%
JaVale McGee,24.8,DEN,Big,111,84,58.1%,86,58.1%,0,0.0%,0,38.9%,20,78%,39,71%,0,100%,0,0%
Andre Miller,36.6,DEN,Combo,153,46,45.7%,23,41.4%,0,45.5%,33,77.8%,100,21%,100,0%,100,8%,0,100%
Mike Miller,32.7,MIA,Wing,209,100,70.0%,93,57.1%,96,48.5%,0,0.0%,3,90%,38,50%,0,0%,0,100%
Nazr Mohammed,35.2,CHI,Big,100,91,60.0%,93,60.0%,0,0.0%,0,57.1%,73,61%,59,60%,75,63%,0,0%
Gary Neal,28.1,SAS,Combo,377,38,45.6%,15,40.6%,75,33.9%,0,100.0%,15,72%,8,100%,15,64%,77,76%
Joakim Noah,27.7,CHI,Big,408,9,43.7%,11,43.7%,0,0.0%,19,64.1%,84,58%,75,54%,57,67%,0,0%
Lamar Odom,33.0,LAC,Big,106,5,41.4%,5,37.5%,0,30.8%,0,50.0%,2,90%,0,100%,34,75%,84,100%
Tony Parker,30.5,SAS,Point,762,31,47.2%,63,46.5%,69,36.7%,30,77.5%,81,25%,50,25%,38,17%,31,91%
Chandler Parsons,24.0,HOU,Forward,237,69,53.8%,54,49.1%,67,40.0%,0,64.3%,23,71%,31,59%,23,75%,69,88%
Chris Paul,27.5,LAC,Point,223,100,58.4%,100,59.7%,23,31.6%,100,89.2%,94,12%,75,21%,63,8%,94,0%
Kendrick Perkins,28.0,OKC,Big,209,0,27.0%,0,27.0%,0,0.0%,0,100.0%,2,90%,0,100%,34,75%,0,0%
Johan Petro,26.8,ATL,Big,100,68,51.9%,70,51.9%,0,0.0%,0,50.0%,0,100%,0,100%,0,100%,0,0%
Paul Pierce,35.1,BOS,Wing,255,14,42.0%,41,43.1%,14,26.8%,91,89.7%,76,51%,79,38%,79,33%,62,91%
Quincy Pondexter,24.6,MEM,Forward,347,100,62.1%,92,55.0%,92,45.1%,14,60.7%,8,80%,8,67%,23,75%,54,91%
Pablo Prigioni,35.5,NYK,Point,226,88,53.7%,6,30.8%,92,42.9%,0,50.0%,13,56%,19,50%,81,0%,75,67%
Tayshaun Prince,32.7,MEM,Wing,453,0,37.6%,7,37.3%,7,26.3%,0,60.9%,45,70%,14,75%,38,63%,0,100%
Zach Randolph,31.3,MEM,Big,553,32,46.3%,32,46.3%,0,0.0%,31,67.0%,98,47%,82,51%,91,42%,0,0%
Nate Robinson,28.4,CHI,Point,403,69,50.6%,75,50.0%,46,34.4%,0,75.6%,63,35%,56,24%,31,18%,69,68%
Larry Sanders,23.9,MIL,Big,112,80,57.6%,82,57.6%,0,0.0%,0,45.5%,39,74%,36,73%,34,75%,0,0%
Thabo Sefolosha,28.5,OKC,Wing,299,31,45.8%,21,39.1%,36,33.3%,0,81.8%,0,100%,0,100%,10,100%,0,100%
Iman Shumpert,22.4,NYK,Wing,331,69,51.6%,28,40.7%,82,43.9%,0,85.7%,90,48%,93,10%,83,25%,83,83%
JR Smith,27.1,NYK,Wing,349,3,38.5%,3,37.1%,11,26.7%,9,72.5%,97,37%,90,12%,97,11%,41,94%
Josh Smith,26.9,ATL,Forward,198,38,46.1%,46,48.6%,8,25.0%,0,52.8%,54,54%,38,55%,69,36%,8,100%
Tiago Splitter,27.8,SAS,Big,384,75,54.2%,77,54.2%,0,0.0%,69,78.8%,20,78%,11,85%,80,55%,0,0%
Lance Stephenson,22.2,IND,Wing,670,38,46.1%,72,48.6%,21,27.4%,0,62.9%,83,50%,69,42%,83,25%,38,94%
Jeff Teague,24.4,ATL,Point,212,0,35.2%,13,33.8%,0,30.0%,50,82.1%,100,11%,88,18%,75,8%,94,0%
Jason Terry,35.1,BOS,Combo,189,100,59.4%,38,45.0%,100,45.5%,0,81.8%,8,75%,8,100%,23,50%,62,80%
Klay Thompson,22.7,GSW,Wing,494,62,50.9%,48,44.3%,75,42.4%,0,83.3%,28,76%,17,70%,28,68%,59,92%
Dwyane Wade,30.8,MIA,Combo,778,54,46.0%,46,46.0%,0,33.3%,0,75.0%,38,46%,23,60%,54,32%,0,100%
Gerald Wallace,30.3,BKN,Forward,242,85,56.2%,77,52.6%,75,40.7%,0,55.0%,31,71%,46,53%,15,100%,8,100%
CJ Watson,28.5,BKN,Combo,159,31,43.4%,85,50.0%,0,15.4%,0,66.7%,77,32%,77,18%,31,33%,0,100%
David West,32.2,IND,Big,687,30,46.2%,39,46.7%,0,0.0%,63,76.6%,64,66%,70,57%,48,72%,0,0%
Deron Williams,28.4,BKN,Point,291,63,50.5%,50,44.4%,85,39.5%,60,82.2%,69,31%,44,27%,81,0%,81,59%
Sam Young,27.4,IND,Wing,126,21,43.5%,83,50.0%,0,22.2%,0,75.0%,48,67%,28,57%,0,0%,0,100%
