Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Robert Horry,36.2,SAS,Big,357,61,53.4%,66,54.5%,50,35.1%,0,82.4%,27,80%,83,50%,49,75%,78,100%
Dwight Howard,20.9,ORL,Big,167,68,54.8%,68,54.8%,0,0.0%,5,45.5%,80,61%,68,60%,61,67%,0,0%
Josh Howard,26.5,DAL,Wing,247,85,55.1%,85,54.3%,55,38.9%,13,70.4%,85,47%,59,35%,63,42%,4,100%
Juwan Howard,33.7,HOU,Big,154,2,34.4%,2,34.4%,0,0.0%,0,70.0%,10,91%,2,100%,27,86%,0,0%
Larry Hughes,27.8,CLE,Combo,637,9,38.9%,9,34.5%,71,34.0%,29,74.6%,36,50%,45,36%,45,33%,45,94%
Lindsey Hunter,35.9,DET,Point,118,6,30.0%,11,30.0%,0,20.0%,0,100.0%,11,67%,6,50%,78,0%,11,100%
Zydrunas Ilgauskas,31.4,CLE,Big,647,29,49.2%,32,49.2%,0,0.0%,84,83.8%,83,61%,90,38%,32,85%,0,0%
Allen Iverson,31.4,DEN,Combo,222,18,39.0%,18,38.1%,29,29.4%,57,80.6%,91,14%,91,12%,82,10%,100,40%
Stephen Jackson,28.6,GSW,Wing,451,41,46.5%,19,39.3%,45,37.1%,69,81.6%,81,48%,74,31%,96,0%,85,81%
LeBron James,21.8,CLE,Wing,889,30,44.4%,52,44.6%,9,28.8%,38,75.8%,96,27%,78,30%,89,19%,96,33%
Antawn Jamison,30.4,WAS,Forward,172,46,51.9%,77,51.9%,25,34.6%,50,75.0%,100,53%,54,53%,85,36%,15,100%
Richard Jefferson,26.4,BKN,Forward,487,54,52.1%,92,53.1%,13,32.5%,100,92.4%,62,77%,31,67%,38,82%,15,100%
Damon Jones,30.2,CLE,Combo,136,64,44.2%,0,25.0%,57,31.8%,0,100.0%,0,100%,0,100%,0,0%,18,100%
James Jones,26.1,PHX,Wing,160,100,64.7%,100,62.5%,82,44.4%,0,77.8%,26,78%,0,100%,48,50%,4,100%
Jason Kidd,33.6,BKN,Point,483,89,55.9%,44,44.8%,80,43.0%,0,52.0%,39,63%,28,27%,22,33%,61,91%
Andrei Kirilenko,25.7,UTA,Wing,521,33,45.0%,56,44.6%,0,33.3%,50,78.5%,48,64%,41,54%,22,73%,4,100%
Shawn Marion,28.5,PHX,Forward,454,77,54.3%,100,54.2%,38,36.4%,17,66.7%,54,79%,8,80%,54,65%,15,100%
Donyell Marshall,33.5,CLE,Big,201,20,44.1%,7,37.5%,33,31.8%,0,62.5%,15,87%,46,67%,0,0%,78,100%
Jason Maxiell,23.7,DET,Big,131,95,67.9%,95,67.9%,0,0.0%,0,52.4%,20,84%,15,86%,39,80%,0,0%
Antonio McDyess,32.2,DET,Big,348,5,36.3%,5,36.3%,0,0.0%,47,73.1%,22,81%,54,64%,22,88%,0,0%
Tracy McGrady,27.4,HOU,Wing,279,7,42.5%,48,43.5%,5,25.0%,31,73.7%,93,33%,81,29%,81,30%,93,56%
Darko Milicic,21.4,ORL,Big,114,88,58.8%,85,58.8%,0,0.0%,0,52.9%,39,75%,24,78%,54,73%,0,0%
Paul Millsap,21.7,UTA,Big,247,56,52.6%,59,53.3%,0,0.0%,0,63.6%,88,57%,76,58%,73,57%,0,0%
Yao Ming,26.1,HOU,Big,259,17,44.0%,22,44.0%,0,0.0%,100,88.0%,51,73%,41,68%,46,77%,0,0%
Mikki Moore,31.0,BKN,Big,393,73,56.6%,73,56.6%,0,0.0%,74,79.3%,12,88%,10,88%,24,88%,0,0%
Ronald Murray,27.3,DET,Combo,124,0,36.7%,27,39.3%,0,0.0%,0,72.7%,55,45%,18,56%,100,0%,0,0%
Bostjan Nachbar,26.3,BKN,Forward,273,38,51.6%,31,47.8%,63,37.0%,0,95.5%,15,87%,23,69%,23,89%,15,100%
Steve Nash,32.7,PHX,Point,412,72,52.2%,50,45.5%,90,48.7%,100,89.1%,89,16%,61,17%,67,3%,94,37%
Jameer Nelson,24.7,ORL,Point,129,44,47.0%,39,44.4%,0,35.7%,0,90.9%,56,33%,17,29%,78,0%,11,100%
Andres Nocioni,26.9,CHI,Wing,189,11,43.2%,15,37.8%,18,33.3%,0,72.2%,22,79%,11,75%,33,56%,4,100%
Dirk Nowitzki,28.4,DAL,Big,237,12,40.9%,20,43.2%,0,21.1%,89,84.0%,54,72%,93,36%,27,86%,78,100%
Shaquille O'Neal,34.7,MIA,Big,120,71,55.9%,71,55.9%,0,0.0%,0,33.3%,85,58%,59,63%,88,44%,0,0%
Fabricio Oberto,31.6,SAS,Big,414,93,63.3%,93,63.3%,0,0.0%,0,57.1%,27,80%,20,85%,78,56%,0,0%
Lamar Odom,27.0,LAL,Big,191,37,50.0%,44,51.4%,0,27.3%,0,50.0%,98,32%,100,21%,90,43%,100,67%
Mehmet Okur,27.4,UTA,Big,584,22,45.6%,24,44.2%,17,31.6%,68,78.6%,24,80%,68,60%,51,74%,78,100%
Anthony Parker,31.4,TOR,Wing,239,56,47.5%,44,42.9%,55,38.9%,56,79.5%,52,64%,96,0%,44,53%,4,100%
Tony Parker,24.5,SAS,Point,746,61,49.4%,78,48.9%,60,38.9%,0,67.9%,67,29%,44,20%,28,33%,11,100%
Sasha Pavlovic,23.0,CLE,Wing,611,22,43.9%,30,40.3%,27,34.5%,0,52.8%,41,67%,33,59%,48,50%,63,95%
Morris Peterson,29.2,TOR,Wing,183,96,62.1%,74,52.9%,0,50.0%,0,83.3%,4,87%,19,67%,11,83%,4,100%
Mickael Pietrus,24.7,GSW,Forward,203,15,43.6%,54,50.0%,0,25.9%,0,65.6%,8,88%,15,78%,8,100%,15,100%
James Posey,29.8,MIA,Wing,136,70,52.0%,89,57.1%,18,33.3%,0,100.0%,37,70%,67,33%,96,0%,4,100%
Tayshaun Prince,26.7,DET,Wing,660,48,46.7%,37,42.2%,68,41.9%,44,75.9%,44,65%,26,62%,56,48%,4,100%
Jason Richardson,25.8,GSW,Wing,426,89,56.0%,93,59.1%,32,35.0%,13,70.4%,78,50%,52,41%,93,12%,74,93%
Eric Snow,33.5,CLE,Point,241,11,34.3%,17,34.3%,0,0.0%,0,57.1%,11,67%,6,50%,6,75%,0,0%
Jerry Stackhouse,32.0,DAL,Wing,168,4,41.5%,7,34.3%,36,35.5%,88,87.9%,11,83%,7,83%,11,83%,78,82%
DeShawn Stevenson,25.6,WAS,Wing,122,0,22.8%,0,22.2%,0,15.8%,0,42.9%,63,56%,67,33%,0,0%,4,100%
Amar'e Stoudemire,24.0,PHX,Big,342,54,52.6%,49,52.6%,0,33.3%,58,76.9%,63,69%,34,71%,61,67%,78,100%
Jason Terry,29.1,DAL,Point,229,50,47.8%,83,50.0%,10,29.0%,0,83.3%,44,41%,33,25%,33,28%,72,89%
Kurt Thomas,34.1,PHX,Big,205,44,50.8%,41,50.8%,0,0.0%,0,93.3%,2,94%,15,86%,20,96%,0,0%
Tyrus Thomas,20.2,CHI,Big,105,10,40.5%,15,40.5%,0,0.0%,32,59.3%,49,73%,27,77%,83,50%,0,0%
Hedo Turkoglu,27.6,ORL,Wing,155,78,53.0%,81,53.7%,0,33.3%,0,50.0%,89,40%,85,14%,70,40%,4,100%
Anderson Varejao,24.1,CLE,Big,443,63,53.5%,61,53.5%,0,0.0%,26,56.3%,68,65%,39,69%,73,57%,0,0%
Jacque Vaughn,31.7,SAS,Point,192,17,37.0%,22,37.0%,0,0.0%,0,50.0%,6,71%,0,0%,11,71%,0,0%
Dwyane Wade,24.8,MIA,Combo,161,45,43.4%,73,45.6%,0,0.0%,0,68.8%,100,6%,100,7%,91,5%,0,0%
Ben Wallace,32.1,CHI,Big,369,83,57.7%,80,57.7%,0,0.0%,11,50.0%,76,63%,41,68%,93,40%,0,0%
Rasheed Wallace,32.1,DET,Big,571,41,50.3%,29,48.8%,67,35.2%,95,84.2%,56,72%,80,56%,66,63%,78,100%
Luke Walton,26.6,LAL,Forward,127,23,47.1%,15,37.5%,0,45.5%,0,75.0%,92,57%,85,33%,92,33%,15,100%
Chris Webber,33.7,DET,Big,403,51,52.4%,54,52.8%,0,0.0%,16,53.2%,73,64%,46,67%,71,58%,0,0%
Deron Williams,22.3,UTA,Point,654,56,49.3%,61,48.4%,40,34.5%,50,79.0%,61,31%,39,23%,50,19%,67,89%
Jason Williams,31.0,MIA,Point,110,0,29.6%,0,18.2%,0,25.0%,0,80.0%,11,67%,72,0%,78,0%,11,100%
Antoine Wright,22.7,BKN,Forward,149,92,56.5%,38,48.1%,0,75.0%,0,90.0%,0,94%,0,86%,8,100%,15,100%
