Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Nemanja Bjelica,29.5,MIN,Forward,1325,37,0.6%,71,1.6%,6,4.3%,69,3.9%,86,16.6%,96,3.9%,45,20.9%
Tarik Black,25.9,HOU,Big,430,88,3.0%,87,1.7%,0,8.5%,94,12.4%,39,16.2%,62,3.1%,56,31.4%
Antonio Blakeney,21.1,CHI,Wing,278,10,0.2%,25,1.1%,70,2.8%,7,0.7%,50,10.0%,0,0.0%,0,0.0%
Eric Bledsoe,27.9,MIL,Point,2222,98,0.9%,98,2.9%,41,3.3%,69,2.3%,70,10.7%,97,4.1%,59,4.0%
Bogdan Bogdanovic,25.2,SAC,Wing,2131,27,0.4%,61,1.5%,40,3.4%,30,1.4%,43,9.6%,91,2.9%,54,7.8%
Bojan Bogdanovic,28.5,IND,Forward,2413,2,0.2%,37,1.0%,90,2.2%,8,1.3%,12,9.4%,49,1.0%,31,16.2%
Andrew Bogut,32.9,LAL,Big,216,89,3.1%,22,0.8%,11,6.0%,84,10.9%,71,20.5%,0,0.0%,99,63.6%
Devin Booker,21.0,PHX,Wing,1847,27,0.4%,22,1.1%,57,3.0%,30,1.3%,70,11.8%,68,0.9%,37,5.3%
Trevor Booker,29.9,PHI,Big,461,37,1.2%,72,1.4%,36,4.5%,80,10.6%,24,14.6%,68,3.7%,24,20.6%
Trevor Booker,29.9,IND,Big,262,31,1.1%,15,0.7%,54,3.9%,82,10.8%,62,18.7%,0,0.0%,5,9.1%
Trevor Booker,29.9,BKN,Big,393,11,0.6%,20,0.7%,61,3.7%,69,9.2%,65,19.0%,87,6.9%,65,35.3%
Avery Bradley,26.9,DET,Wing,1253,19,0.3%,69,1.6%,73,2.6%,22,1.3%,8,6.5%,90,2.9%,19,2.3%
Avery Bradley,26.9,LAC,Wing,164,20,0.3%,50,1.4%,44,3.3%,48,1.9%,53,10.2%,0,0.0%,0,0.0%
Corey Brewer,31.7,OKC,Wing,513,56,0.6%,99,3.0%,19,4.2%,85,3.9%,24,8.3%,0,0.0%,37,5.3%
Corey Brewer,31.7,LAL,Wing,654,39,0.5%,96,2.5%,5,5.0%,79,3.2%,39,9.4%,0,0.0%,45,6.4%
Malcolm Brogdon,24.9,MIL,Combo,1405,39,0.5%,23,1.3%,20,4.0%,39,1.9%,61,10.3%,0,0.0%,54,4.3%
Aaron Brooks,32.8,MIN,Point,134,0,0.0%,3,0.7%,0,8.7%,95,3.8%,0,2.7%,0,0.0%,0,0.0%
Dillon Brooks,21.8,MEM,Wing,2311,36,0.4%,54,1.4%,16,4.4%,53,2.1%,38,9.4%,87,2.7%,42,6.1%
MarShon Brooks,28.8,MEM,Wing,186,80,0.9%,91,2.3%,99,1.1%,92,5.1%,13,7.2%,0,0.0%,59,9.1%
Jaylen Brown,21.0,BOS,Wing,2129,59,0.6%,57,1.5%,38,3.5%,78,3.1%,71,12.2%,94,4.3%,89,16.8%
Lorenzo Brown,27.2,TOR,Wing,107,0,0.0%,96,2.6%,87,2.1%,18,1.1%,41,9.5%,0,0.0%,0,0.0%
Sterling Brown,22.7,MIL,Wing,716,79,0.9%,80,1.9%,13,4.5%,83,3.4%,93,14.8%,90,2.9%,50,7.4%
Reggie Bullock,26.6,DET,Wing,1695,30,0.4%,30,1.2%,95,1.7%,36,1.5%,13,7.3%,73,1.2%,42,6.1%
Trey Burke,25.0,NYK,Point,746,34,0.3%,38,1.4%,90,2.2%,39,1.5%,15,7.3%,95,3.7%,62,4.4%
Alec Burks,26.3,UTA,Wing,954,30,0.4%,66,1.6%,64,2.9%,50,1.9%,97,16.7%,0,0.0%,84,14.9%
Jimmy Butler,28.1,MIN,Wing,2137,51,0.6%,94,2.4%,97,1.4%,87,4.0%,67,11.7%,89,2.8%,30,3.8%
Dwight Buycks,28.7,DET,Point,366,44,0.3%,79,2.1%,16,4.1%,89,3.1%,10,7.0%,0,0.0%,0,0.0%
Jose Calderon,36.1,CLE,Point,815,10,0.1%,30,1.3%,15,4.1%,51,1.9%,30,8.6%,0,0.0%,0,0.0%
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,22,0.3%,81,1.9%,79,2.5%,61,2.4%,80,13.0%,73,1.3%,37,5.3%
Isaiah Canaan,26.5,PHX,Point,405,11,0.1%,66,1.7%,21,3.9%,38,1.5%,54,9.6%,0,0.0%,66,4.8%
Clint Capela,23.5,HOU,Big,2009,94,3.6%,65,1.3%,66,3.6%,93,12.4%,97,27.9%,57,2.6%,25,21.1%
DeMarre Carroll,31.3,BKN,Forward,2158,45,0.7%,51,1.2%,61,3.0%,84,4.6%,84,16.5%,80,2.5%,29,16.2%
Vince Carter,40.8,SAC,Forward,1005,90,1.4%,86,1.8%,18,4.1%,24,1.8%,39,12.2%,0,0.0%,84,30.2%
Michael Carter-Williams,26.1,CHA,Combo,789,96,1.4%,96,2.5%,5,4.8%,95,4.4%,89,13.3%,84,2.0%,88,10.7%
Alex Caruso,23.7,LAL,Combo,522,75,0.9%,57,1.7%,16,4.1%,66,2.4%,30,8.5%,0,0.0%,84,10.0%
Omri Casspi,29.4,GSW,Forward,635,88,1.3%,43,1.1%,14,4.2%,86,4.6%,96,20.1%,92,3.2%,92,34.9%
Willie Cauley-Stein,24.2,SAC,Big,2001,57,1.8%,88,1.7%,63,3.6%,43,6.6%,61,18.6%,69,3.8%,79,40.4%
Tyler Cavanaugh,23.7,ATL,Big,472,8,0.5%,27,0.8%,23,5.1%,63,8.8%,39,16.2%,86,6.7%,49,29.6%
Mario Chalmers,31.5,MEM,Point,1372,79,0.6%,92,2.5%,8,5.0%,11,1.0%,67,10.5%,0,0.0%,80,7.4%
Tyson Chandler,35.1,PHX,Big,1145,35,1.2%,9,0.6%,80,3.2%,87,11.4%,86,23.9%,40,1.6%,51,30.5%
Wilson Chandler,30.5,DEN,Forward,2324,57,0.9%,18,0.8%,69,2.7%,82,4.6%,41,12.4%,61,1.7%,43,20.1%
Marquese Chriss,20.3,PHX,Big,1478,76,2.3%,71,1.4%,28,4.9%,26,4.8%,59,18.4%,72,4.0%,95,49.5%
Ian Clark,26.7,NOP,Combo,1375,23,0.4%,7,1.0%,29,3.7%,7,0.9%,23,7.9%,0,0.0%,16,1.3%
Jordan Clarkson,25.4,LAL,Combo,1238,5,0.1%,25,1.3%,98,1.9%,89,3.6%,36,8.9%,77,1.0%,79,7.8%
Jordan Clarkson,25.4,CLE,Combo,615,11,0.2%,30,1.4%,68,2.9%,54,2.1%,16,6.9%,0,0.0%,46,3.6%
John Collins,20.1,ATL,Big,1709,77,2.4%,58,1.2%,31,4.8%,73,9.7%,60,18.5%,34,1.2%,86,44.8%
Zach Collins,20.0,POR,Big,990,47,1.5%,23,0.8%,21,5.2%,23,4.5%,38,16.2%,51,2.3%,34,23.7%
Kyle Collinsworth,26.1,DAL,Wing,451,89,1.1%,64,1.6%,24,4.0%,96,6.2%,96,16.5%,92,3.3%,72,12.0%
Darren Collison,30.2,IND,Point,1989,52,0.4%,77,2.1%,82,2.6%,57,2.0%,18,7.4%,0,0.0%,54,4.0%
Mike Conley,30.1,MEM,Point,373,57,0.4%,48,1.5%,66,2.9%,0,0.0%,11,7.0%,0,0.0%,75,6.7%
Pat Connaughton,24.8,POR,Wing,1402,72,0.8%,4,0.7%,41,3.4%,61,2.4%,21,8.2%,79,1.7%,56,8.2%
Quinn Cook,24.6,GSW,Point,697,7,0.1%,5,0.8%,33,3.4%,41,1.5%,56,9.7%,0,0.0%,79,7.3%
DeMarcus Cousins,27.2,NOP,Big,1715,73,2.2%,94,2.0%,71,3.4%,41,6.5%,97,28.2%,84,6.1%,96,52.9%
Robert Covington,26.9,PHI,Forward,2515,92,1.4%,94,2.3%,29,3.8%,37,2.1%,63,14.3%,82,2.6%,4,6.9%
Allen Crabbe,25.6,BKN,Wing,2160,76,0.8%,17,0.9%,56,3.1%,17,1.1%,82,13.3%,93,3.5%,65,9.8%
Torrey Craig,26.9,DEN,Wing,585,91,1.2%,16,0.9%,13,4.5%,97,7.0%,70,12.1%,95,4.8%,96,31.4%
Jamal Crawford,37.6,MIN,Wing,1613,18,0.3%,24,1.1%,90,2.1%,23,1.3%,2,5.2%,0,0.0%,22,2.5%
Jae Crowder,27.3,CLE,Forward,1324,24,0.5%,57,1.3%,27,3.8%,57,3.3%,20,10.0%,0,0.0%,18,13.2%
Jae Crowder,27.3,UTA,Forward,737,41,0.6%,55,1.3%,45,3.4%,45,2.7%,18,9.9%,0,0.0%,57,24.3%
Dante Cunningham,30.5,NOP,Forward,1075,49,0.7%,39,1.1%,63,2.9%,80,4.5%,35,11.3%,94,3.7%,71,26.9%
Dante Cunningham,30.5,BKN,Big,442,50,1.6%,58,1.2%,68,3.5%,39,6.1%,44,16.9%,0,0.0%,45,28.6%
Stephen Curry,29.6,GSW,Point,1619,26,0.2%,75,2.1%,75,2.7%,80,2.5%,85,12.9%,79,1.4%,43,2.3%
Troy Daniels,26.3,PHX,Combo,1586,7,0.2%,0,0.7%,48,3.3%,4,0.7%,18,7.3%,0,0.0%,55,4.5%
Anthony Davis,24.6,NOP,Big,2703,93,3.5%,91,1.8%,98,2.2%,50,7.2%,75,21.4%,59,2.7%,23,20.2%
Deyonta Davis,20.9,MEM,Big,867,72,2.2%,14,0.7%,14,5.5%,58,8.4%,49,17.6%,69,3.8%,28,22.0%
Ed Davis,28.4,POR,Big,1456,61,1.9%,40,0.9%,25,5.0%,95,12.7%,92,25.8%,41,1.6%,39,26.0%
DeMar DeRozan,28.2,TOR,Wing,2700,31,0.4%,48,1.3%,87,2.2%,57,2.3%,35,9.2%,0,0.0%,60,9.4%
Dewayne Dedmon,28.2,ATL,Big,1516,55,1.7%,57,1.2%,47,4.2%,42,6.6%,85,23.7%,66,3.6%,94,49.3%
Sam Dekker,23.5,LAC,Forward,809,33,0.6%,49,1.2%,39,3.5%,92,5.3%,47,13.3%,88,2.9%,69,25.9%
Malcolm Delaney,28.6,ATL,Combo,963,20,0.3%,50,1.6%,30,3.6%,5,0.7%,48,9.5%,0,0.0%,61,4.7%
Matthew Dellavedova,27.1,MIL,Combo,700,2,0.1%,4,0.9%,21,4.0%,61,2.3%,21,7.7%,0,0.0%,32,2.7%
Cheick Diallo,21.1,NOP,Big,495,57,1.8%,25,0.8%,19,5.3%,55,8.1%,92,25.9%,0,0.0%,90,46.9%
Gorgui Dieng,27.8,MIN,Big,1281,51,1.6%,75,1.5%,36,4.5%,53,7.7%,68,20.0%,83,5.4%,51,30.5%
Spencer Dinwiddie,24.6,BKN,Combo,2257,46,0.5%,21,1.3%,50,3.3%,27,1.7%,43,9.4%,70,0.8%,86,10.7%
Tyler Dorsey,21.7,ATL,Combo,870,16,0.3%,2,0.8%,73,2.8%,29,1.7%,80,11.6%,0,0.0%,0,0.0%
Damyean Dotson,23.5,NYK,Wing,374,14,0.3%,56,1.4%,37,3.5%,49,1.9%,93,14.9%,0,0.0%,72,12.0%
Goran Dragic,31.5,MIA,Point,2352,33,0.3%,23,1.2%,61,3.0%,70,2.3%,74,10.9%,82,1.8%,57,4.0%
Andre Drummond,24.2,DET,Big,2591,80,2.6%,93,1.9%,64,3.6%,99,15.2%,99,32.1%,76,4.4%,98,56.4%
Jared Dudley,32.3,PHX,Big,667,20,0.9%,77,1.5%,18,5.4%,2,1.2%,8,12.4%,0,0.0%,9,14.0%
Kris Dunn,23.6,CHI,Point,1459,93,0.9%,100,3.0%,11,4.5%,26,1.4%,90,13.6%,93,3.4%,51,3.8%
Kevin Durant,29.1,GSW,Forward,2308,100,2.5%,29,0.9%,92,2.2%,18,1.6%,82,16.4%,0,0.0%,76,29.1%
Henry Ellenson,20.8,DET,Big,237,0,0.0%,20,0.7%,60,3.7%,5,2.1%,71,20.4%,0,0.0%,18,18.2%
Wayne Ellington,29.9,MIA,Wing,1966,12,0.2%,34,1.2%,89,2.1%,20,1.2%,47,9.9%,0,0.0%,32,4.1%
Joel Embiid,23.6,PHI,Big,1899,87,2.9%,36,0.9%,57,3.8%,55,8.1%,90,24.8%,65,3.4%,80,40.6%
James Ennis,27.3,DET,Wing,528,54,0.6%,32,1.2%,21,4.1%,87,3.9%,25,8.3%,0,0.0%,62,9.5%
James Ennis,27.3,MEM,Wing,1027,60,0.6%,46,1.3%,46,3.3%,93,5.4%,48,9.9%,0,0.0%,92,20.3%
Tyler Ennis,23.2,LAL,Combo,639,70,0.8%,79,2.0%,7,4.7%,77,2.9%,54,10.1%,89,2.6%,80,8.8%
Jawun Evans,21.3,LAC,Point,713,56,0.4%,82,2.2%,3,5.6%,23,1.2%,51,9.4%,0,0.0%,92,10.5%
Tyreke Evans,28.1,MEM,Wing,1579,50,0.6%,72,1.6%,81,2.4%,70,2.9%,87,14.0%,75,1.3%,75,12.5%
Dante Exum,22.3,UTA,Combo,223,63,0.7%,34,1.4%,46,3.4%,43,2.0%,32,8.6%,0,0.0%,0,0.0%
Kenneth Faried,28.0,DEN,Big,442,49,1.5%,55,1.2%,55,3.8%,98,14.5%,57,18.3%,0,0.0%,84,44.0%
Derrick Favors,26.3,UTA,Big,2130,66,2.0%,54,1.1%,83,3.1%,76,10.0%,37,15.9%,73,4.1%,62,34.0%
Kay Felder,22.6,CHI,Point,102,0,0.0%,7,0.8%,23,3.8%,8,0.9%,33,8.6%,0,0.0%,0,0.0%
Cristiano Felicio,25.3,CHI,Big,862,9,0.5%,21,0.8%,44,4.3%,58,8.4%,33,15.4%,0,0.0%,29,22.7%
Raymond Felton,33.3,OKC,Combo,1309,48,0.5%,55,1.6%,59,3.0%,20,1.7%,59,10.1%,86,2.3%,21,1.6%
Terrance Ferguson,19.5,OKC,Wing,689,70,0.7%,45,1.3%,11,4.6%,64,2.5%,1,3.7%,0,0.0%,0,0.0%
Yogi Ferrell,24.5,DAL,Point,2193,25,0.2%,31,1.3%,59,3.0%,20,1.2%,59,9.9%,0,0.0%,87,9.2%
Dorian Finney-Smith,24.5,DAL,Wing,447,41,0.5%,20,1.0%,25,3.9%,88,4.4%,67,11.7%,0,0.0%,93,22.7%
Bryn Forbes,24.3,SAS,Wing,1396,3,0.1%,14,0.9%,65,2.9%,8,0.7%,10,6.6%,76,1.4%,24,2.6%
Evan Fournier,25.0,ORL,Wing,1809,38,0.4%,28,1.1%,60,3.0%,19,1.2%,27,8.5%,69,1.0%,49,6.9%
De'Aaron Fox,19.9,SAC,Point,1940,77,0.5%,43,1.5%,30,3.5%,43,1.6%,44,9.0%,0,0.0%,30,1.0%
Tim Frazier,27.0,WAS,Point,746,72,0.5%,95,2.6%,7,5.0%,77,2.3%,87,12.9%,0,0.0%,84,8.0%
Channing Frye,34.5,CLE,Big,466,39,1.3%,70,1.4%,37,4.4%,5,2.2%,62,18.8%,0,0.0%,8,13.3%
Channing Frye,34.5,LAL,Big,150,2,0.3%,1,0.3%,41,4.3%,2,1.4%,10,12.7%,0,0.0%,71,37.5%
Markelle Fultz,19.4,PHI,Combo,221,59,0.7%,73,1.9%,25,3.9%,96,4.4%,70,11.1%,98,6.7%,52,4.2%
Danilo Gallinari,29.2,LAC,Forward,663,51,0.8%,14,0.8%,94,2.0%,10,1.4%,49,13.4%,0,0.0%,12,10.5%
Langston Galloway,25.9,DET,Combo,759,21,0.4%,71,1.8%,96,1.9%,16,1.4%,39,9.2%,0,0.0%,55,4.5%
Marc Gasol,32.8,MEM,Big,2376,75,2.3%,46,1.0%,84,3.0%,14,3.4%,77,21.6%,49,2.2%,75,39.2%
Pau Gasol,37.3,SAS,Big,1784,75,2.3%,10,0.6%,91,2.8%,47,7.1%,89,24.7%,53,2.4%,89,46.5%
Rudy Gay,31.2,SAS,Big,1191,53,1.6%,87,1.7%,81,3.2%,40,6.3%,46,17.0%,65,3.4%,40,27.4%
Paul George,27.5,OKC,Wing,2863,63,0.7%,93,2.4%,59,3.0%,56,2.2%,84,13.5%,93,4.0%,58,8.8%
Marcus Georges-Hunt,23.6,MIN,Wing,173,0,0.0%,19,1.0%,1,6.2%,72,2.9%,1,4.5%,0,0.0%,0,0.0%
Taj Gibson,32.4,MIN,Big,2693,32,1.1%,45,1.0%,75,3.3%,51,7.5%,21,14.0%,46,2.0%,46,28.9%
Manu Ginobili,40.3,SAS,Wing,1284,56,0.6%,58,1.5%,18,4.2%,37,1.6%,40,9.5%,0,0.0%,64,9.8%
Rudy Gobert,25.3,UTA,Big,1807,96,3.8%,50,1.1%,82,3.1%,72,9.5%,82,22.7%,80,4.9%,82,42.3%
Aaron Gordon,22.1,ORL,Big,1890,35,1.2%,68,1.3%,99,2.1%,22,4.3%,51,17.8%,75,4.3%,88,46.2%
Eric Gordon,28.9,HOU,Wing,2120,59,0.6%,16,0.9%,85,2.2%,21,1.2%,7,6.5%,0,0.0%,36,5.2%
Marcin Gortat,33.7,WAS,Big,2064,50,1.6%,34,0.9%,82,3.1%,67,9.1%,69,20.1%,71,3.9%,92,48.4%
Treveon Graham,24.0,CHA,Wing,949,4,0.1%,59,1.5%,14,4.5%,84,3.5%,19,8.0%,0,0.0%,71,11.8%
Jerami Grant,23.6,OKC,Big,1586,79,2.5%,17,0.7%,53,3.9%,28,5.0%,18,13.7%,66,3.6%,21,19.5%
Jerian Grant,25.1,CHI,Point,1595,30,0.3%,64,1.7%,38,3.4%,52,1.9%,41,9.0%,0,0.0%,74,6.3%
Danny Green,30.4,SAS,Wing,1776,100,2.4%,68,1.6%,59,3.0%,58,2.4%,69,11.8%,0,0.0%,50,7.3%
Draymond Green,27.7,GSW,Big,2268,64,2.0%,92,1.8%,76,3.3%,16,3.7%,51,17.8%,46,2.0%,64,34.2%
Gerald Green,31.8,HOU,Wing,856,78,0.8%,21,1.0%,20,4.2%,41,1.7%,74,12.4%,0,0.0%,62,9.5%
JaMychal Green,27.4,MEM,Forward,1526,69,0.9%,31,0.9%,12,4.3%,100,9.9%,100,21.0%,100,5.6%,94,35.7%
Jeff Green,31.2,CLE,Big,1728,21,0.9%,44,1.0%,79,3.2%,15,3.6%,3,9.7%,43,1.9%,4,8.6%
Blake Griffin,28.6,LAC,Big,1133,6,0.4%,54,1.1%,94,2.7%,21,4.2%,50,17.7%,57,2.6%,73,38.3%
Blake Griffin,28.6,DET,Big,824,10,0.6%,9,0.6%,92,2.8%,12,3.2%,32,15.4%,54,2.4%,43,27.8%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,16,0.3%,55,1.4%,76,2.5%,38,1.6%,45,9.8%,88,2.7%,81,13.8%
James Harden,28.2,HOU,Combo,2519,84,1.0%,89,2.2%,88,2.4%,32,1.7%,88,12.9%,0,0.0%,98,30.0%
Maurice Harkless,24.5,POR,Forward,1246,96,1.8%,73,1.7%,53,3.3%,65,3.7%,8,8.2%,0,0.0%,45,20.9%
Montrezl Harrell,23.8,LAC,Big,1227,61,1.9%,56,1.2%,34,4.6%,65,8.9%,16,13.6%,43,1.9%,58,33.3%
Devin Harris,34.7,DEN,Point,514,39,0.3%,25,1.2%,10,4.6%,3,0.6%,13,7.2%,0,0.0%,69,5.4%
Devin Harris,34.7,DAL,Wing,803,48,0.5%,82,1.9%,3,5.4%,21,1.3%,42,9.6%,0,0.0%,55,8.1%
Gary Harris,23.1,DEN,Wing,2278,24,0.3%,92,2.3%,92,2.0%,44,1.7%,9,6.5%,0,0.0%,13,0.8%
Joe Harris,26.2,BKN,Wing,1897,45,0.5%,12,0.8%,56,3.0%,66,2.7%,59,10.8%,0,0.0%,14,0.9%
Tobias Harris,25.3,DET,Forward,1535,31,0.5%,33,1.0%,88,2.3%,41,2.3%,57,14.0%,59,1.3%,37,18.6%
Tobias Harris,25.3,LAC,Forward,1101,78,0.9%,61,1.4%,71,2.7%,27,2.0%,67,14.9%,0,0.0%,53,22.2%
Aaron Harrison,23.0,DAL,Wing,233,39,0.5%,77,1.7%,7,4.9%,39,1.6%,51,10.1%,0,0.0%,0,0.0%
Andrew Harrison,23.0,MEM,Combo,1278,86,1.1%,29,1.3%,11,4.6%,23,1.7%,34,8.7%,0,0.0%,71,7.1%
Shaquille Harrison,24.1,PHX,Combo,357,80,1.0%,100,3.1%,2,4.9%,55,2.2%,93,14.3%,0,0.0%,0,0.0%
Josh Hart,22.7,LAL,Wing,1407,47,0.5%,47,1.3%,52,3.1%,76,3.1%,94,15.0%,0,0.0%,37,5.3%
Nigel Hayes,22.9,SAC,Big,104,49,1.5%,5,0.5%,65,3.6%,16,3.6%,17,13.6%,0,0.0%,76,40.0%
Myke Henry,24.9,MEM,Forward,358,71,0.9%,100,3.6%,49,3.3%,47,2.9%,2,7.3%,0,0.0%,16,11.5%
John Henson,26.8,MIL,Big,1953,86,2.9%,48,1.0%,40,4.4%,61,8.6%,53,18.0%,81,5.0%,50,30.0%
Juan Hernangomez,22.1,DEN,Forward,228,8,0.2%,6,0.6%,20,4.0%,94,6.1%,61,14.1%,0,0.0%,22,15.4%
